Date,BERY,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2531592949783838,-0.5344196873960758,-0.0,-0.5215330894579315,-0.4622270258286221,0.0
2018-09-25,1.0,-0.2546542553191489,-0.5336879432624113,-0.0,-0.5209718528368794,-0.4610760195035461,0.0
2018-09-26,1.0,-0.25650303427448073,-0.5525513547394513,-0.0,-0.5426080515114391,-0.49742157896236355,0.0
2018-09-27,1.0,-0.26631196544523583,-0.543922881089276,-0.0,-0.5483852512943733,-0.5018736233873966,0.0
2018-09-28,1.0,-0.26674295522815045,-0.5438134744671721,-0.0,-0.5483907881562008,-0.5019024460020026,0.0
2018-10-01,1.0,-0.26746015850762495,-0.5431318131097823,-0.0,-0.5487396641011701,-0.5018454407599211,0.0
2018-10-02,1.0,-0.26798283261802575,-0.5421745350500715,-0.0,-0.5489270386266094,-0.5021459227467812,0.0
2018-10-03,1.0,-0.26732644947226913,-0.5350533451560311,-0.0,-0.5513286233231316,-0.5066216641400418,0.0
2018-10-04,1.0,-0.2746014451198532,-0.5286156669342814,-0.0,-0.5612455556829912,-0.5028673012960202,0.0
2018-10-05,1.0,-0.26616567134325797,-0.5237020316027088,-0.0,-0.5628768180129725,-0.5046432551361545,0.0
2018-10-08,1.0,-0.2643064985451018,-0.5212814514748674,-0.0,-0.5635305528612997,-0.5036229816853997,0.0
2018-10-09,1.0,-0.25873106601886253,-0.5222635038582453,-0.0,-0.5673335238639611,-0.5096313232352101,0.0
2018-10-10,1.0,-0.25910458222598637,-0.5468882334043983,-0.0,-0.5798019917642593,-0.5346806460091703,0.0
2018-10-11,1.0,-0.21247652114519894,-0.5325288861062097,-0.0,-0.5637486481871478,-0.5371677386305423,0.0
2018-10-12,1.0,-0.2113287304494857,-0.5257150908834719,-0.0,-0.5547414400450895,-0.5262787093137946,0.0
2018-10-15,1.0,-0.19849302744039585,-0.5350596041385516,-0.0,-0.5520411605937922,-0.5258940620782726,0.0
2018-10-16,1.0,-0.19390137556612003,-0.5433064221215788,-0.0,-0.5509859630369349,-0.5248248895890181,0.0
2018-10-17,1.0,-0.18137146029983342,-0.5195724597445863,-0.0,-0.5470016657412549,-0.5282620766240977,0.0
2018-10-18,1.0,-0.18047222222222223,-0.5178611111111112,-0.0,-0.55025,-0.5291944444444445,0.0
2018-10-19,1.0,-0.17596780907451087,-0.5178021368114334,-0.0,-0.551630359372832,-0.5296794782850007,0.0
2018-10-22,1.0,-0.17613116209393292,-0.5141898077509917,-0.0,-0.5529170249951452,-0.5308902266485422,0.0
2018-10-23,1.0,-0.1719654788418708,-0.5171213808463251,-0.0,-0.5594376391982182,-0.5354398663697104,0.0
2018-10-24,1.0,-0.17055580307418133,-0.5123635553575406,-0.0,-0.5619013143239029,-0.5397360213856093,0.0
2018-10-25,1.0,-0.15036980639547531,-0.48395692843158583,-0.0,-0.5634653034587774,-0.5213726343267349,0.0
2018-10-26,1.0,-0.13885594134138451,-0.4750107828337287,-0.0,-0.5668266120336425,-0.5150150959672202,0.0
2018-10-29,1.0,-0.11276452352069012,-0.49324706833805093,-0.0,-0.5604798490362582,-0.5292896616794716,0.0
2018-10-30,1.0,-0.10602630444156964,-0.4933969383354895,-0.0,-0.5608020698576973,-0.5349018973695558,0.0
2018-10-31,1.0,-0.10531160322702907,-0.5006226650062267,-0.0,-0.563376468677243,-0.5379284205966754,0.0
2018-11-01,1.0,-0.10475313988739714,-0.501001515807709,-0.0,-0.5632308358596795,-0.5378410567345171,0.0
2018-11-02,1.0,-0.1036482439422815,-0.5136945276340865,-0.0,-0.5631364007623196,-0.5420637081404845,0.0
2018-11-05,1.0,-0.10116487942953568,-0.5205214740623809,-0.0,-0.5636601164879429,-0.5363344401502368,0.0
2018-11-06,1.0,-0.10591501755723114,-0.5244848517843047,-0.0,-0.5603887089310504,-0.5312627596156464,0.0
2018-11-07,1.0,-0.10549510337323179,-0.524455930359086,-0.0,-0.5594940152339499,-0.5309031556039173,0.0
2018-11-08,1.0,-0.09648861575114384,-0.5233234967647616,-0.0,-0.5558653924249398,-0.5316349459891166,0.0
2018-11-09,1.0,-0.09493567822830157,-0.5257015686913098,-0.0,-0.5603321934538349,-0.5330293654670791,0.0
2018-11-12,1.0,-0.094246219601266,-0.5167581897367923,-0.0,-0.5630427137717423,-0.5310682500608651,0.0
2018-11-13,1.0,-0.071177244769144,-0.5144368939861943,-0.0,-0.5691762241143133,-0.5311434020037067,0.0
2018-11-14,1.0,-0.0730841624092498,-0.5141435869857488,-0.0,-0.5704490454423232,-0.5312180693734875,0.0
2018-11-15,1.0,-0.07220759684091764,-0.5140493203674851,-0.0,-0.5712405308117983,-0.5287970773115565,0.0
2018-11-16,1.0,-0.09643679165574105,-0.6109897153512223,-0.0,-0.6407073973720246,-0.565393467936952,0.0
2018-11-19,1.0,-0.09913165102861474,-0.6103502535112769,-0.0,-0.6394020630572878,-0.5650387551722128,0.0
2018-11-20,1.0,-0.061081316132772866,-0.6040005797941731,-0.0,-0.6467893897666329,-0.5870995796492245,0.0
2018-11-21,1.0,-0.06436768385630878,-0.598838045385257,-0.0,-0.6454312749863385,-0.5674595185366275,0.0
