Date,IWF,IWM,MTUM,SBH,SPY,VLUE,VXX
2018-11-13,-0.19300894205086516,-1.6588085007548483,-0.0,1.0,-1.4934386250145162,-1.4612124027406803,0.0
2018-11-14,-0.1938310550297932,-1.6719242902208202,-0.0,1.0,-1.5038555906063793,-1.4722514312419677,0.0
2018-11-15,-0.19046786692303208,-1.6697547048884227,-0.0,1.0,-1.5032337004020275,-1.4630309386470897,0.0
2018-11-16,-0.1875978885086142,-1.6562445617495216,-0.0,1.0,-1.495794419629909,-1.4611636405824004,0.0
2018-11-19,-0.19673084753650166,-1.6590076202664183,-0.0,1.0,-1.4970042464080042,-1.4642545518003607,0.0
2018-11-20,-0.11907780979827091,-1.6417867435158502,-0.0,1.0,-1.5029971181556196,-1.499827089337176,0.0
2018-11-21,-0.11669220727623586,-1.619671945059311,-0.0,1.0,-1.4850445541744706,-1.454282308871105,0.0
2018-11-23,-0.11814680561848663,-1.6012120525600364,-0.0,1.0,-1.4899750792931583,-1.454463072043498,0.0
2018-11-26,-0.1199069345136761,-1.6008398592668258,-0.0,1.0,-1.4948927477017366,-1.4590852343661334,0.0
2018-11-27,-0.10610154227175503,-1.595012946076776,-0.0,1.0,-1.4813689069008218,-1.4463019250253293,0.0
2018-11-28,-0.10987153482082489,-1.5859251746675682,-0.0,1.0,-1.4878296146044625,-1.4507550146495378,0.0
2018-11-29,-0.06412028080260904,-1.5523188325686808,-0.0,1.0,-1.4671936321928032,-1.4439776684539276,0.0
2018-11-30,-0.06366751409306953,-1.552945727865591,-0.0,1.0,-1.4687189123466342,-1.4413065104454517,0.0
2018-12-03,-0.060070671378091876,-1.5532243816254419,-0.0,1.0,-1.4678666077738516,-1.4400397526501767,0.0
2018-12-04,-0.039765175011076646,-1.5772596366858662,-0.0,1.0,-1.4727514399645547,-1.4485489587948606,0.0
2018-12-06,-0.008325328210054436,-1.4592272387661438,-0.0,1.0,-1.4716618635926995,-1.3975344220300994,0.0
2018-12-07,-0.002832255651151606,-1.4624592529257738,-0.0,1.0,-1.4751242451771498,-1.4034628333244268,0.0
2018-12-10,-0.0,-1.4492372435560232,-0.0,1.0,-1.449815886375592,-1.3613361388742768,0.0
2018-12-11,-0.0,-1.4487166000420786,-0.0,1.0,-1.4522406900904692,-1.3588786029875868,0.0
2018-12-12,-0.0,-1.4487166000420786,-0.0,1.0,-1.452188091731538,-1.3588786029875868,0.0
2018-12-13,-0.0,-1.4411115780626182,-0.0,1.0,-1.4572389157386005,-1.3548539609161587,0.0
2018-12-14,-0.0,-1.440149167498293,-0.0,1.0,-1.4573769630757918,-1.3548505698828721,0.0
2018-12-17,-0.0,-1.429944122408481,-0.0,1.0,-1.42545302626769,-1.3668598882448169,0.0
2018-12-18,-0.0,-1.4046389089782,-0.0,1.0,-1.404845541894824,-1.3563384647174295,0.0
2018-12-19,-0.0,-1.4046389089782,-0.0,1.0,-1.404793883665668,-1.3563901229465856,0.0
2018-12-20,-0.0,-1.3791442480143479,-0.0,1.0,-1.4030233153984115,-1.3421470663592108,0.0
2018-12-21,-0.0,-1.3716449776331843,-0.0,1.0,-1.3954351362342414,-1.316287108580724,0.0
2018-12-24,-0.0,-1.3320758513153264,-0.0,1.0,-1.3717116845229114,-1.3260902369096121,0.0
2018-12-26,-0.0,-1.3429934880946466,-0.0,1.0,-1.328726947357956,-1.2991996818611125,0.0
2018-12-27,-0.0,-1.253260511323509,-0.0,1.0,-1.1860727906210276,-1.2689862987899618,0.0
2018-12-28,-0.0,-1.2664746978851962,-0.0,1.0,-1.1871223564954683,-1.266946752265861,0.0
2018-12-31,-0.0,-1.266912146532597,-0.0,1.0,-1.187036774772223,-1.2668177311995468,0.0
2019-01-02,-0.0,-1.2646490359685099,-0.0,1.0,-1.1822938763965494,-1.2671003629849618,0.0
2019-01-03,-0.0,-1.2635074662018937,-0.0,1.0,-1.186254651655754,-1.2607753544679448,0.0
2019-01-04,-0.0,-1.2601466535892765,-0.0,1.0,-1.1542664985287936,-1.2560833216570921,0.0
2019-01-07,-0.0,-1.2069500182415178,-0.0,1.0,-1.1345311929952573,-1.218898212331266,0.0
2019-01-08,-0.0,-1.1838091335427765,-0.0,1.0,-1.1527569093475392,-1.2165460091972864,0.0
2019-01-09,-0.0,-1.1756498818396652,-0.0,1.0,-1.1505635339029268,-1.218369387384112,0.0
2019-01-10,-0.0,-1.1758396582284234,-0.0,1.0,-1.150524928418852,-1.218470208607917,0.0
2019-01-11,-0.0,-1.1493521254830643,-0.0,1.0,-1.1572630143214366,-1.2399181632189133,0.0
2019-01-14,-0.0,-1.1468900828704125,-0.0,1.0,-1.1574993170020944,-1.248929969948092,0.0
2019-01-15,-0.0,-1.1487829337223086,-0.0,1.0,-1.158583280153159,-1.25093445163643,0.0
2019-01-16,-0.0,-1.1539341262580054,-0.0,1.0,-1.136779505946935,-1.2838517840805124,0.0
2019-01-17,-0.0,-1.1511109087597888,-0.0,1.0,-1.1285740302312874,-1.2732198142414861,0.0
2019-01-18,-0.0,-1.1396765770305557,-0.0,1.0,-1.1340418709056759,-1.3073434422099044,0.0
2019-01-22,-0.0,-1.1515438530024626,-0.0,1.0,-1.1868251562795984,-1.397376397044895,0.0
2019-01-23,-0.0,-1.1113019417012548,-0.0,1.0,-1.200467534945852,-1.458995276942894,0.0
2019-01-24,-0.0,-1.098669464447518,-0.0,1.0,-1.2188468691878487,-1.4514282989174496,0.0
2019-01-25,-0.0,-0.9154160982264666,-0.0,1.0,-1.2467892929387965,-1.5421272992426023,0.0
2019-01-28,-0.0,-0.9007914075749011,-0.0,1.0,-1.269832296966271,-1.540135669869983,0.0
2019-01-29,-0.0,-0.8960536253776434,-0.0,1.0,-1.270817598187311,-1.553672583081571,0.0
2019-01-30,-0.0,-0.8923598042905532,-0.0,1.0,-1.2600207000376364,-1.5521735039518254,0.0
2019-01-31,-0.0,-0.9132816928018138,-0.0,1.0,-1.2076799546570942,-1.6022104666540715,0.0
2019-02-01,-0.0,-0.9088504770000944,-0.0,1.0,-1.218900538396146,-1.5950694247662225,0.0
2019-02-04,-0.0,-0.9099626812792291,-0.0,1.0,-1.2176295526477396,-1.5962964712551373,0.0
2019-02-05,-0.0,-0.9297338330882003,-0.0,1.0,-1.2228021065616548,-1.5919722920719266,0.0
2019-02-06,-0.0,-0.9214227816716731,-0.0,1.0,-1.247985505173318,-1.5986268058932915,0.0
2019-02-07,-0.0,-0.9375722543352601,-0.0,1.0,-1.2934007707129096,-1.5860308285163776,0.0
2019-02-08,-0.0,-0.9328606569237448,-0.0,1.0,-1.3111947137413784,-1.579173298606087,0.0
2019-02-11,-0.0,-0.9137605804111246,-0.0,1.0,-1.3175332527206771,-1.6054655380894802,0.0
2019-02-12,-0.0,-0.9523275104908754,-0.0,1.0,-1.3228749878013077,-1.6042744217819849,0.0
2019-02-13,-0.0,-0.979886037110992,-0.0,1.0,-1.3089173525544244,-1.5813568402084448,0.0
2019-02-14,-0.0,-0.9497411350981734,-0.0,1.0,-1.3421412523200156,-1.5923122008400898,0.0
2019-02-15,-0.0,-0.9632816701706352,-0.0,1.0,-1.3379455336625434,-1.588031095682785,0.0
2019-02-19,-0.0,-0.940129133242027,-0.0,1.0,-1.3625513598121697,-1.5887301897867343,0.0
2019-02-20,-0.0,-0.9546855884511868,-0.0,1.0,-1.357964276975777,-1.580915096647908,0.0
2019-02-21,-0.0,-0.9549315135745494,-0.0,1.0,-1.3692375668908634,-1.5852520987775542,0.0
2019-02-22,-0.0,-0.9425698871996077,-0.0,1.0,-1.3792545365375184,-1.5825404610102993,0.0
2019-02-25,-0.0,-0.9391308637103537,-0.0,1.0,-1.397918413653628,-1.5956197898682978,0.0
2019-02-26,-0.0,-0.9390935542733146,-0.0,1.0,-1.4032154657986882,-1.5893376732258224,0.0
2019-02-27,-0.0,-0.9330407770819981,-0.0,1.0,-1.4062422957447858,-1.5914402642867709,0.0
2019-02-28,-0.0,-0.9393625419380304,-0.0,1.0,-1.4108940201302544,-1.5836787053483323,0.0
2019-03-01,-0.0,-0.9386345698500395,-0.0,1.0,-1.4197908445146015,-1.5744869771112866,0.0
2019-03-04,-0.0,-0.922598172388244,-0.0,1.0,-1.42267226475673,-1.5942701901704124,0.0
2019-03-05,-0.0,-0.9114237590409194,-0.0,1.0,-1.44610125829783,-1.5964034479342117,0.0
2019-03-06,-0.0,-0.8972460763991709,-0.0,1.0,-1.450054288816504,-1.5880465896752542,0.0
2019-03-07,-0.0,-0.8665222955015257,-0.0,1.0,-1.4766709321783642,-1.5785510384880403,0.0
2019-03-08,-0.0,-0.8566575068698477,-0.0,1.0,-1.535148638521109,-1.6044466650012492,0.0
2019-03-11,-0.0,-0.8591171408322366,-0.0,1.0,-1.5482940164017416,-1.6548547129695252,0.0
2019-03-12,-0.0,-0.8078185922429714,-0.0,1.0,-1.5888569669608041,-1.7336856146111224,0.0
2019-03-13,-0.0,-0.8386380076469981,-0.0,1.0,-1.5983259274568566,-1.7299266301539735,0.0
2019-03-14,-0.0,-0.8304229124813269,-0.0,1.0,-1.6004223973625922,-1.7203420388399526,0.0
2019-03-15,-0.0,-0.8238462733723521,-0.0,1.0,-1.6067747449111722,-1.7487957735536335,0.0
2019-03-18,-0.0,-0.8568126904086564,-0.0,1.0,-1.6296879924361802,-1.76615190671289,0.0
2019-03-19,-0.0,-0.8644112524410197,-0.0,1.0,-1.6277510951601837,-1.7857180556288592,0.0
2019-03-20,-0.0,-0.8608386788951916,-0.0,1.0,-1.6374913852515507,-1.8031066108254254,0.0
2019-03-21,-0.0,-0.8706414692573863,-0.0,1.0,-1.6337503327122707,-1.819004524886878,0.0
2019-03-22,-0.0,-0.8679619988191722,-0.0,1.0,-1.6877784337931405,-1.8116043153883312,0.0
2019-03-25,-0.0,-0.7185173367368645,-0.0,1.0,-1.764943629015103,-1.8346096575196766,0.0
2019-03-26,-0.0,-0.7455872096142497,-0.0,1.0,-1.7694082300552603,-1.8501529051987766,0.0
2019-03-27,-0.0,-0.7265177088356641,-0.0,1.0,-1.7799389165728983,-1.8517387343942562,0.0
2019-03-28,-0.0,-0.7197790410811971,-0.0,1.0,-1.7671886731738713,-1.8761128392148452,0.0
2019-03-29,-0.0,-0.7004667632383712,-0.0,1.0,-1.774290466226729,-1.8903374644562476,0.0
2019-04-01,-0.0,-0.7099179316633588,-0.0,1.0,-1.773695220726278,-1.8803304189239927,0.0
2019-04-02,-0.0,-0.7355761504258852,-0.0,1.0,-1.799110730165533,-1.822306744522419,0.0
2019-04-03,-0.0,-0.7347507095806779,-0.0,1.0,-1.7987468537460505,-1.821828308252557,0.0
2019-04-04,-0.0,-0.7340117836100696,-0.0,1.0,-1.8032672737011248,-1.8188537761114085,0.0
2019-04-05,-0.0,-0.7337718352383006,-0.0,1.0,-1.8121630364459778,-1.8454819926676729,0.0
2019-04-08,-0.0,-0.7308167984083455,-0.0,1.0,-1.8102382104640533,-1.8361025971930955,0.0
2019-04-09,-0.0,-0.7059962355471902,-0.0,1.0,-1.8625974724388275,-1.809196020435601,0.0
2019-04-10,-0.0,-0.697160036506147,-0.0,1.0,-1.868631556342943,-1.802759435228432,0.0
2019-04-11,-0.0,-0.6859490815339992,-0.0,1.0,-1.8869910838973036,-1.7982060371683315,0.0
2019-04-12,-0.0,-0.6922870051635112,-0.0,1.0,-1.8896837349397588,-1.7967405335628228,0.0
2019-04-15,-0.0,-0.6981926085783653,-0.0,1.0,-1.8844888049635824,-1.812516859994605,0.0
2019-04-16,-0.0,-0.7023135414981395,-0.0,1.0,-1.883837566736774,-1.8066655880925415,0.0
2019-04-17,-0.0,-0.6949756888168558,-0.0,1.0,-1.8874662344678554,-1.820097244732577,0.0
2019-04-18,-0.0,-0.6566368014915325,-0.0,1.0,-1.8099331917758559,-1.7123621109327256,0.0
2019-04-22,-0.0,-0.6552738912695545,-0.0,1.0,-1.799370127523362,-1.7082451339769735,0.0
2019-04-23,-0.0,-0.6693896664758832,-0.0,1.0,-1.8031115042405954,-1.730631146261512,0.0
2019-04-24,-0.0,-0.6536344755970924,-0.0,1.0,-1.8011941848390447,-1.7372793354101765,0.0
2019-04-25,-0.0,-0.6575292587776332,-0.0,1.0,-1.8106111833550065,-1.7334720416124838,0.0
2019-04-26,-0.0,-0.6509650495565988,-0.0,1.0,-1.815336463223787,-1.75018257694314,0.0
2019-04-29,-0.0,-0.6492225816550141,-0.0,1.0,-1.8164457894187624,-1.7519044140665763,0.0
2019-04-30,-0.0,-0.6495931566868349,-0.0,1.0,-1.8182766534529524,-1.7480701022324223,0.0
2019-05-01,-0.0,-0.6603970741901778,-0.0,1.0,-1.8262800417972835,-1.7379832810867295,0.0
2019-05-02,-0.0,-0.7067766456412745,-0.0,1.0,-1.8984311822739772,-1.7859183783492374,0.0
2019-05-03,-0.0,-0.722768001727302,-0.0,1.0,-1.8919356579941702,-1.7830616430961892,0.0
2019-05-06,-0.0,-0.6968865946120342,-0.0,1.0,-1.898585793407539,-1.7817389901597032,0.0
2019-05-07,-0.0,-0.6987737979993546,-0.0,1.0,-1.8950198988921159,-1.7843390340970207,0.0
2019-05-08,-0.0,-0.700213447171825,-0.0,1.0,-1.8651013874066167,-1.7708110992529347,0.0
2019-05-09,-0.0,-0.6971568523053988,-0.0,1.0,-1.8582153125332765,-1.768874454264722,0.0
2019-05-10,-0.0,-0.6972731146144013,-0.0,1.0,-1.8661589262888791,-1.7625692373242436,0.0
2019-05-13,-0.0,-0.6989964769937014,-0.0,1.0,-1.8656453506992632,-1.7732998825664568,0.0
2019-05-14,-0.0,-0.6393849730529431,-0.0,1.0,-1.8898869280355066,-1.7544119201099015,0.0
2019-05-15,-0.0,-0.6431919880673344,-0.0,1.0,-1.9434263797144682,-1.7404112507990626,0.0
2019-05-16,-0.0,-0.6445750935328701,-0.0,1.0,-1.9559059326563337,-1.7442009620523786,0.0
2019-05-17,-0.0,-0.6295264623955431,-0.0,1.0,-1.938129419327191,-1.7891043496893078,0.0
2019-05-20,-0.0,-0.6051911835684025,-0.0,1.0,-1.956507749235802,-1.801094009760283,0.0
2019-05-21,-0.0,-0.6129101322057485,-0.0,1.0,-1.9419793395065033,-1.797569983407376,0.0
2019-05-22,-0.0,-0.6002138465650896,-0.0,1.0,-1.9510825982357658,-1.7949211440791233,0.0
2019-05-23,-0.0,-0.6198443373749138,-0.0,1.0,-1.9366230740721129,-1.7381797003229735,0.0
2019-05-24,-0.0,-0.5814738618979797,-0.0,1.0,-1.9440839795326266,-1.749591180039036,0.0
2019-05-28,-0.0,-0.5677858726639214,-0.0,1.0,-1.9544398690740152,-1.757047830218562,0.0
2019-05-29,-0.0,-0.5747434885556433,-0.0,1.0,-1.9516969218626679,-1.7353854248881873,0.0
2019-05-30,-0.0,-0.5725908041150536,-0.0,1.0,-1.9456225068234307,-1.7306319546504305,0.0
2019-05-31,-0.0,-0.5873306481142438,-0.0,1.0,-1.9315269132186013,-1.7120887168488779,0.0
2019-06-03,-0.0,-0.5992404141303783,-0.0,1.0,-1.948441808438687,-1.6549607200457832,0.0
2019-06-04,-0.0,-0.5859846121854856,-0.0,1.0,-1.9555001039717197,-1.657049282595134,0.0
2019-06-05,-0.0,-0.5600693205566033,-0.0,1.0,-1.9551964931953718,-1.581833936490137,0.0
2019-06-06,-0.0,-0.5642096683816412,-0.0,1.0,-1.9381590341806325,-1.5916153023279507,0.0
2019-06-07,-0.0,-0.63106695643175,-0.0,1.0,-1.9417365207492499,-1.6015730104522408,0.0
2019-06-10,-0.0,-0.6353263114415532,-0.0,1.0,-1.9220363486162741,-1.6058446922759193,0.0
2019-06-11,-0.0,-0.6471077386830206,-0.0,1.0,-1.9527051608544255,-1.5973701990541034,0.0
2019-06-12,-0.0,-0.650345652060918,-0.0,1.0,-1.952544311034877,-1.594885389053485,0.0
2019-06-13,-0.0,-0.6909043523586136,-0.0,1.0,-1.9538180870471724,-1.5677352097993225,0.0
2019-06-14,-0.0,-0.6826777806720499,-0.0,1.0,-1.9716071893722322,-1.5554571502995571,0.0
2019-06-17,-0.0,-0.6781238625136498,-0.0,1.0,-1.9779002651968174,-1.543861473662316,0.0
2019-06-18,-0.0,-0.6878121620925802,-0.0,1.0,-1.9364090417589208,-1.524792750115854,0.0
2019-06-19,-0.0,-0.685639499076165,-0.0,1.0,-1.9423629644836788,-1.5044138780537877,0.0
2019-06-20,-0.0,-0.6922879177377892,-0.0,1.0,-1.9419537275064267,-1.507095115681234,0.0
2019-06-21,-0.0,-0.7003439601622261,-0.0,1.0,-1.9240720776220546,-1.509317726782689,0.0
2019-06-24,-0.0,-0.6877380829815711,-0.0,1.0,-1.9278286832080718,-1.5321733758879854,0.0
2019-06-25,-0.0,-0.8656227033749789,-0.0,1.0,-2.0967267793544013,-1.6908813386850585,0.0
2019-06-26,-0.0,-0.8611095338140936,-0.0,1.0,-2.05780478110272,-1.7593549486116633,0.0
2019-06-27,-0.0,-0.8528742174160502,-0.0,1.0,-2.066875355719977,-1.771770062606716,0.0
2019-06-28,-0.0,-0.82477392936359,-0.0,1.0,-2.088835807313883,-1.7737587442415972,0.0
2019-07-01,-0.0,-0.8111292777809099,-0.0,1.0,-2.065794666516322,-1.7610080622427695,0.0
2019-07-02,-0.0,-0.8406968082058335,-0.0,1.0,-2.0848088934731535,-1.8048249383989456,0.0
2019-07-03,-0.0,-0.85090387374462,-0.0,1.0,-2.076327116212339,-1.8115925394548065,0.0
2019-07-05,-0.0,-0.8204746925936517,-0.0,1.0,-2.08018301401201,-1.8185301687160422,0.0
2019-07-08,-0.0,-0.8273867476089571,-0.0,1.0,-2.0760552087509305,-1.8236068953668174,0.0
2019-07-09,-0.0,-0.8214387912779717,-0.0,1.0,-2.0756023579236538,-1.8260172838093058,0.0
2019-07-10,-0.0,-0.8357294232201158,-0.0,1.0,-2.0622601523569504,-1.8297153330660405,0.0
2019-07-11,-0.0,-0.8356180097505017,-0.0,1.0,-2.069744766274735,-1.8302265557786062,0.0
2019-07-12,-0.0,-0.8476141316815784,-0.0,1.0,-2.0621702225281027,-1.8255333792154167,0.0
2019-07-15,-0.0,-0.8710843373493975,-0.0,1.0,-2.0592082616179,-1.8068846815834767,0.0
2019-07-16,-0.0,-0.8770289647261256,-0.0009750501864066533,1.0,-2.067049039288787,-1.7905362776025238,0.0
2019-07-17,-0.0,-0.8959797258380371,-0.0,1.0,-2.0697500287985258,-1.793975348462159,0.0
2019-07-18,-0.0,-0.8966866083755177,-0.0,1.0,-2.070467096180396,-1.7852623101702716,0.0
2019-07-19,-0.0,-0.8783412572636028,-0.0,1.0,-1.7856840993132594,-1.618594823032224,0.0
2019-07-22,-0.0,-0.8651976326358064,-0.0,1.0,-1.7852990911012472,-1.633851194250687,0.0
2019-07-23,-0.0,-0.8710495719268576,-0.0,1.0,-1.7823697283585245,-1.631434309269633,0.0
2019-07-24,-0.0,-0.8751188589540412,-0.0,1.0,-1.7882725832012678,-1.6192287374537773,0.0
2019-07-25,-0.0,-0.8515901060070672,-0.0075945361531564795,1.0,-1.8110331733558356,-1.6037128843415434,0.0
2019-07-26,-0.0,-0.831760426003058,-0.010913692202246006,1.0,-1.8211103495544894,-1.6085833289397373,0.0
2019-07-29,-0.0,-0.8029501956222904,-0.01760600613302316,1.0,-1.8251030982341123,-1.6414296288463572,0.0
2019-07-30,-0.0,-0.7920492542858659,-0.027917838755904676,1.0,-1.8289368929462344,-1.6586699219786636,0.0
2019-07-31,-0.0,-0.8123742987191701,-0.02519318302106489,1.0,-1.8073991743410607,-1.6477188525457818,0.0
2019-08-01,-0.0,-0.9031003382187147,-0.02282976324689966,1.0,-1.9858511837655015,-1.7251972942502818,0.0
2019-08-02,-0.0,-0.8849926711015899,-0.041492840230014656,1.0,-1.9864133498703347,-1.7247153004848346,0.0
2019-08-05,-0.0,-0.8831620908427377,-0.04429846723934647,1.0,-1.9775981135253495,-1.7094492167761497,0.0
2019-08-06,-0.0,-0.8780678268630077,-0.027833556448014277,1.0,-1.940707273538599,-1.7312025881302988,0.0
2019-08-07,-0.0,-0.8894201367654417,-0.011007950186245622,1.0,-1.928837493745483,-1.7303052204369822,0.0
2019-08-08,-0.0,-0.8924145595998889,-0.012781328146707419,1.0,-1.925812725757155,-1.7260905807168658,0.0
2019-08-09,-0.0,-0.8622668579626974,-0.0,1.0,-1.9002317624986205,-1.7557112901445757,0.0
2019-08-12,-0.0,-0.8585446527012127,-0.0,1.0,-1.9029768467475192,-1.7511576626240353,0.0
2019-08-13,-0.0,-0.8265227447956823,-0.0,1.0,-1.9112237030509969,-1.76946800308404,0.0
2019-08-14,-0.0,-0.8356509361655535,-0.0,1.0,-1.883882623453411,-1.7551187999562028,0.0
2019-08-15,-0.0,-0.8612118625986771,-0.0,1.0,-1.8210475784083635,-1.6516428419031361,0.0
2019-08-16,-0.0,-0.8649586335735255,-0.0,1.0,-1.8159594342140382,-1.656685348278623,0.0
2019-08-19,-0.0,-0.8159666559794806,-0.0017633857005450466,1.0,-1.8696163300203057,-1.656246660254355,0.0
2019-08-20,-0.0,-0.8266474881466092,-0.0,1.0,-1.8660167279313837,-1.6347557402376007,0.0
2019-08-21,-0.0,-0.8214494292540483,-0.04220865410140696,1.0,-1.8362091850278737,-1.609344305813645,0.0
2019-08-22,-0.0,-0.8258197806854903,-0.029347883667955713,1.0,-1.831541028765164,-1.6107432325051652,0.0
2019-08-23,-0.0,-0.8091611242222699,-0.03389830508474576,1.0,-1.8611885861403132,-1.659461488950869,0.0
2019-08-26,-0.0,-0.7797342893293969,-0.02609658371994939,1.0,-1.8422079291438214,-1.6240510333192746,0.0
2019-08-27,-0.0,-0.7766837750078558,-0.010893474389860689,1.0,-1.8228762962187073,-1.6267413847281869,0.0
2019-08-28,-0.0,-0.7631799163179915,-0.021443514644351465,1.0,-1.8295502092050209,-1.6160041841004182,0.0
2019-08-29,-0.0,-0.7674140352702492,-0.02481402486604588,1.0,-1.816573895853925,-1.5932996930760026,0.0
2019-08-30,-0.0,-0.7533785533060633,-0.027597990990524516,1.0,-1.817325117796303,-1.5796095893957438,0.0
2019-09-03,-0.0,-0.7889927528620944,-0.06758743829429681,1.0,-1.857893078458145,-1.5370234219094632,0.0
2019-09-04,-0.0,-0.7829445145018916,-0.07440100882723834,1.0,-1.8574506094997898,-1.539512400168138,0.0
2019-09-05,-0.0,-0.8047693920335429,-0.06923480083857442,1.0,-1.8636268343815514,-1.5034067085953877,0.0
2019-09-06,-0.0,-0.8034031413612566,-0.06984293193717277,1.0,-1.8661256544502618,-1.4961780104712044,0.0
2019-09-09,-0.0,-0.7922289314780782,-0.06904699396166973,1.0,-1.8756629036492516,-1.5137306379627198,0.0
2019-09-10,-0.0,-0.7981390947800031,-0.05078063396940546,1.0,-1.877201282657835,-1.5306208274194395,0.0
2019-09-11,-0.0,-0.8242906390877751,-0.0,1.0,-1.8805621850967913,-1.5987801644126227,0.0
2019-09-12,-0.0,-0.8268742058449811,-0.0,1.0,-1.874470563320627,-1.593022024565862,0.0
2019-09-13,-0.0,-0.8213340391741663,-0.0,1.0,-1.866278454208576,-1.6061937533086288,0.0
2019-09-16,-0.0,-0.8176143877281143,-0.0,1.0,-1.8669135149431366,-1.605130917746628,0.0
2019-09-17,-0.0,-0.7831739153411192,-0.0,1.0,-1.8796702425619616,-1.6217301696348358,0.0
2019-09-18,-0.0,-0.7871451979491516,-0.0,1.0,-1.882763359585602,-1.615783075215392,0.0
