Date,IWF,IWM,MAIN,MTUM,SPY,VLUE,VXX
2018-09-24,-0.14680704316780266,-0.318707400194742,1.0,-0.0,-0.27819701395650764,-0.2848709834469328,0.0
2018-09-25,-0.14638501653781374,-0.31904790893041945,1.0,-0.0,-0.2784440250806599,-0.2853026521377407,0.0
2018-09-26,-0.1452078170072726,-0.3185918010807297,1.0,-0.0,-0.2791411042944785,-0.2884857595579572,0.0
2018-09-27,-0.14590017463347277,-0.3171018966007391,1.0,-0.0,-0.2791698818178126,-0.28844982333590546,0.0
2018-09-28,-0.14542463750456924,-0.3176759676698753,1.0,-0.0,-0.2791925591974331,-0.2884935624060761,0.0
2018-10-01,-0.1471018913971934,-0.3169818995322351,1.0,-0.0,-0.2806996135855196,-0.2889770185072198,0.0
2018-10-02,-0.1481421220687832,-0.31338851715511806,1.0,-0.0,-0.28200695560210703,-0.2902845288698163,0.0
2018-10-03,-0.14823854853144577,-0.31348140916117484,1.0,-0.0,-0.28201529574485396,-0.290273370759092,0.0
2018-10-04,-0.15056234619373995,-0.3100937582623197,1.0,-0.0,-0.2849966442270536,-0.2881693750127113,0.0
2018-10-05,-0.14691568317313541,-0.3079044490408403,1.0,-0.0,-0.2847061686336537,-0.28829541306728307,0.0
2018-10-08,-0.14631625871291942,-0.30720132922677906,1.0,-0.0,-0.28477062733019937,-0.28797211865780514,0.0
2018-10-09,-0.1542424304127385,-0.3114577182301318,1.0,-0.0,-0.28512960436562074,-0.28537394880983896,0.0
2018-10-10,-0.15639134509596186,-0.31064341306385235,1.0,-0.0010187033943197098,-0.28672425736522555,-0.2826494437879467,0.0
2018-10-11,-0.13526425201886944,-0.303190213480451,1.0,-0.0,-0.27760454145678426,-0.2828416086991285,0.0
2018-10-12,-0.14094278090720427,-0.29852752248245873,1.0,-0.0,-0.266587607471094,-0.2704417432552624,0.0
2018-10-15,-0.14852113234477837,-0.2928594084529379,1.0,-0.0,-0.26956625168503684,-0.27142970422646895,0.0
2018-10-16,-0.14133508583263632,-0.30903732026924763,1.0,-0.0,-0.26974548930577125,-0.2713386704903015,0.0
2018-10-17,-0.13191874655538932,-0.29155184631131403,1.0,-0.0,-0.26844342965120854,-0.2764349263837493,0.0
2018-10-18,-0.13189387080266113,-0.2915994173916467,1.0,-0.0,-0.2683541314018029,-0.27642404440420426,0.0
2018-10-19,-0.12747498090519183,-0.2876167720961203,1.0,-0.0,-0.2678365092732222,-0.2755136013787431,0.0
2018-10-22,-0.1282297777167409,-0.2923819426732848,1.0,-0.0,-0.2667202919307057,-0.2745678915461733,0.0
2018-10-23,-0.12924676343664182,-0.29234994115339347,1.0,-0.0,-0.26586896822283246,-0.27408787759905845,0.0
2018-10-24,-0.1289416846652268,-0.29454152758688396,1.0,-0.0,-0.2661888867072452,-0.27380718633418416,0.0
2018-10-25,-0.12031790845628759,-0.28190203623847,1.0,-0.0,-0.26621932589484265,-0.26531046351981125,0.0
2018-10-26,-0.11416709911779968,-0.27732610659439927,1.0,-0.0,-0.26835034307789885,-0.26214226681273906,0.0
2018-10-29,-0.10742045411034958,-0.27907110311291494,1.0,-0.0,-0.26461691618486044,-0.26335337136730863,0.0
2018-10-30,-0.09838922832353336,-0.279864396391565,1.0,-0.0,-0.26565283177874394,-0.27139874739039666,0.0
2018-10-31,-0.09903109293481376,-0.2766449442926214,1.0,-0.0,-0.2649874825615839,-0.2703957803810652,0.0
2018-11-01,-0.10674771337078866,-0.27247799658683436,1.0,-0.0,-0.2667446453567525,-0.2715575923759851,0.0
2018-11-02,-0.10913744365497746,-0.2611926044770418,1.0,-0.0,-0.2701314080525632,-0.2695584078233631,0.0
2018-11-05,-0.11006211180124224,-0.2590539894887721,1.0,-0.0,-0.2701958910654563,-0.27180124223602486,0.0
2018-11-06,-0.09952071075088648,-0.2606865915910065,1.0,-0.0,-0.29164555975528966,-0.29647741885204376,0.0
2018-11-07,-0.10053427794195353,-0.2626572988629469,1.0,-0.0,-0.29520324089476874,-0.29864767011761945,0.0
2018-11-08,-0.0831760975704643,-0.26563442198836773,1.0,-0.0,-0.2912914081192009,-0.30508276760878444,0.0
2018-11-09,-0.08303670420727083,-0.26562408823014527,1.0,-0.0,-0.2914940382408434,-0.3049736437727335,0.0
2018-11-12,-0.08300525570661133,-0.2552605550491631,1.0,-0.0,-0.2971510579291352,-0.3039582646471307,0.0
2018-11-13,-0.07625402580371433,-0.25250226602125236,1.0,-0.0,-0.29697413842979187,-0.302817580467861,0.0
2018-11-14,-0.07496083702400062,-0.2553619432571992,1.0,-0.0,-0.2986636238807125,-0.3050070590055505,0.0
2018-11-15,-0.07463205469926991,-0.25541777726271875,1.0,-0.0,-0.2997450457758721,-0.3016765171707807,0.0
2018-11-16,-0.07409265440793408,-0.25359368668840565,1.0,-0.0,-0.2993034518687171,-0.3025064155748934,0.0
2018-11-19,-0.07224400703123492,-0.2548629488690143,1.0,-0.0,-0.3010875234213526,-0.30346346269002683,0.0
2018-11-20,-0.05829760233805687,-0.25112961218250685,1.0,-0.0,-0.3025630179392028,-0.31073468053606107,0.0
2018-11-21,-0.0575845929563416,-0.24988490754239237,1.0,-0.0,-0.3021560653725159,-0.30858206092227425,0.0
2018-11-23,-0.05788404018713091,-0.24779507630953293,1.0,-0.0,-0.30293734182069176,-0.3087084899148707,0.0
2018-11-26,-0.05703429350016311,-0.2536989771440634,1.0,-0.0,-0.3014450478804045,-0.3068759715212343,0.0
2018-11-27,-0.05225421589996558,-0.2557837176398608,1.0,-0.0,-0.29931933769263125,-0.30461550227524753,0.0
2018-11-28,-0.05177591186427711,-0.2586882925616357,1.0,-0.0,-0.29820400512594913,-0.30399938794636877,0.0
2018-11-29,-0.044028147584632936,-0.25515405096995053,1.0,-0.0,-0.2972613160897679,-0.305401293267402,0.0
2018-11-30,-0.04405613020991785,-0.2552099178582294,1.0,-0.0,-0.2976878612716763,-0.3044379373288713,0.0
2018-12-03,-0.042247361916531986,-0.256279113984219,1.0,-0.0,-0.2982222644738093,-0.3045536647970339,0.0
2018-12-04,-0.04157956748128159,-0.25626163961841053,1.0,-0.0,-0.2980502451446163,-0.30445441070274787,0.0
2018-12-06,-0.03934315978254777,-0.23476993779073024,1.0,-0.0,-0.2981000952754581,-0.29593304563881256,0.0
2018-12-07,-0.03651218007440782,-0.2355624520929537,1.0,-0.0,-0.29897735983099333,-0.2984912785806428,0.0
2018-12-10,-0.028117223192066262,-0.23606210303458008,1.0,-0.0,-0.29929799799428,-0.293689410541173,0.0
2018-12-11,-0.026398409779115346,-0.2368797488342715,1.0,-0.0,-0.2988537777034684,-0.2956213193631685,0.0
2018-12-12,-0.02645561624493739,-0.2369115297439899,1.0,-0.0,-0.2988146992159923,-0.29563779586073646,0.0
2018-12-13,-0.02646190414291285,-0.2359101966537297,1.0,-0.0,-0.2995673246550667,-0.2950177341182151,0.0
2018-12-14,-0.027550868854893808,-0.23327268676667162,1.0,-0.0,-0.3008502896182979,-0.2948537056289915,0.0
2018-12-17,-0.020487859046490968,-0.23291753035238374,1.0,-0.0,-0.29530648504589874,-0.3020617411904057,0.0
2018-12-18,-0.026275974336876375,-0.2586804558077181,1.0,-0.0,-0.31757157904816624,-0.31263047017140666,0.0
2018-12-19,-0.02796345597670989,-0.2582789067437896,1.0,-0.0,-0.31675317461837543,-0.3123096665453641,0.0
2018-12-20,-0.028407130534790107,-0.2590760973739697,1.0,-0.0,-0.3166379145102549,-0.31268928502971055,0.0
2018-12-21,-0.02647809860538205,-0.2692594775093302,1.0,-0.0,-0.32865841681398544,-0.3398742879591436,0.0
2018-12-24,-0.02200556012373233,-0.26449743529503894,1.0,-0.0,-0.32749911899447903,-0.3437879321821528,0.0
2018-12-26,-0.02275467735034424,-0.26794118791084837,1.0,-0.0,-0.3163678089385041,-0.33778054377844335,0.0
2018-12-27,-0.025526110678098207,-0.26880358534684334,1.0,-0.0,-0.31691348402182384,-0.33733437256430243,0.0
2018-12-28,-0.02628910211404946,-0.2680591309774553,1.0,-0.0,-0.3175169670021063,-0.3383649270613932,0.0
2018-12-31,-0.023274446963182992,-0.27386070507308685,1.0,-0.0,-0.31859219885875095,-0.3384858907214883,0.0
2019-01-02,-0.015151515151515152,-0.27985045257772534,1.0,-0.0,-0.32335694608421883,-0.34937032664305395,0.0
2019-01-03,-0.01270485345099275,-0.28118105893476203,1.0,-0.0,-0.3219153797667822,-0.35396312637882127,0.0
2019-01-04,-0.0,-0.2854676033122719,1.0,-0.0,-0.31827636278011073,-0.358502413563047,0.0
2019-01-07,-0.0,-0.2801927654426971,1.0,-0.0,-0.3160728918718539,-0.3548015764623249,0.0
