Date,IWF,IWM,MTUM,SPY,VLUE,VXX,ZNGA
2018-09-24,-0.5632071937055076,-0.9956538029224427,-0.23919070813038587,-0.5595728737354815,-0.3891345073061071,0.0,1.0
2018-09-25,-0.5651685393258427,-0.9935955056179776,-0.24250936329588013,-0.557752808988764,-0.38629213483146063,0.0,1.0
2018-09-26,-0.5666266956456569,-0.9955032601364012,-0.24525968672712284,-0.5574458517574759,-0.38244772539908567,0.0,1.0
2018-09-27,-0.5681231045714928,-0.9901531319031037,-0.2466958703058894,-0.5570781384552024,-0.3819686248081171,0.0,1.0
2018-09-28,-0.5671608265947888,-0.9904162923030847,-0.2470799640610961,-0.5569032644504343,-0.3821129080563042,0.0,1.0
2018-10-01,-0.5664492916572971,-0.9931039652199984,-0.24758263998201033,-0.5572295929840342,-0.38344202083801815,0.0,1.0
2018-10-02,-0.5672424776108217,-0.9835500430921422,-0.2509461535579121,-0.5593360062952,-0.38606812305616967,0.0,1.0
2018-10-03,-0.5668890054710335,-0.97298208798621,-0.24923180693996855,-0.5641534887206775,-0.3940268305478528,0.0,1.0
2018-10-04,-0.565830956312866,-0.9773682630235699,-0.24932442576189762,-0.5631286593604564,-0.3975754391232547,0.0,1.0
2018-10-05,-0.5500469483568076,-0.9734835680751174,-0.2303849765258216,-0.5829483568075117,-0.41896713615023473,0.0,1.0
2018-10-08,-0.5516203093831157,-0.9771538258873124,-0.23113402837893787,-0.5834242914674997,-0.4204900447890399,0.0,1.0
2018-10-09,-0.562779758743646,-0.985812912525605,-0.2462256277975874,-0.5832258553979212,-0.41529474243228887,0.0,1.0
2018-10-10,-0.6610819192006202,-1.1284348350417779,-0.264406925661125,-0.7400723576535447,-0.5130932896890343,0.0,1.0
2018-10-11,-0.6087991977939333,-1.1295646360825602,-0.1905239408373026,-0.7248266065012117,-0.5244839976602323,0.0,1.0
2018-10-12,-0.6222735331711541,-1.1234898775409228,-0.18739949696944708,-0.699253700573125,-0.4908258772110667,0.0,1.0
2018-10-15,-0.6037720309668918,-1.1587464997529235,-0.15882885850765938,-0.700790644045462,-0.49584088288585076,0.0,1.0
2018-10-16,-0.6007265521796565,-1.1794501321003963,-0.14518659180977542,-0.7043015191545575,-0.4984725891677675,0.0,1.0
2018-10-17,-0.5816076960704386,-1.1347627588455895,-0.11813142018587966,-0.7145768791782162,-0.5272297407467798,0.0,1.0
2018-10-18,-0.5843646611934812,-1.1405873463219378,-0.11571294367520321,-0.7145366172446188,-0.529265204427562,0.0,1.0
2018-10-19,-0.5799251971705016,-1.1389137328238068,-0.1074884136921701,-0.7145296365558176,-0.5245141881453776,0.0,1.0
2018-10-22,-0.5812573657902222,-1.1336205144877471,-0.10358840980208883,-0.7177632381029788,-0.5276140935506156,0.0,1.0
2018-10-23,-0.5857369513038525,-1.1342500305113705,-0.11195638908099752,-0.7116065253651194,-0.5246328465074651,0.0,1.0
2018-10-24,-0.5858766961411516,-1.1401735870583922,-0.11160914388166743,-0.7130923760237969,-0.5241025223096044,0.0,1.0
2018-10-25,-0.5506755426005436,-1.0864615748217592,-0.10651120652302361,-0.7137117422302753,-0.48162445346043253,0.0,1.0
2018-10-26,-0.5381707649740852,-1.0726394138965745,-0.09278671914578544,-0.7196134211449281,-0.4737539456763181,0.0,1.0
2018-10-29,-0.5261034830501901,-1.0826157784500814,-0.08071522767822512,-0.7128228996974634,-0.4764564424792491,0.0,1.0
2018-10-30,-0.5563806380638063,-1.0948844884488447,-0.09292000628634292,-0.7228901461574728,-0.46188904604746184,0.0,1.0
2018-10-31,-0.5604459865112471,-1.069704884799813,-0.0955128455030993,-0.7186074616973996,-0.45421231141086116,0.0,1.0
2018-11-01,-0.5418326693227091,-1.101398328255605,-0.0709710178892274,-0.7282243574720724,-0.46355753456761184,0.0,1.0
2018-11-02,-0.5534229543865102,-1.0656616675732382,-0.06247571683891522,-0.7437640842334291,-0.4599813505322869,0.0,1.0
2018-11-05,-0.5456604952738067,-1.1031950628857121,-0.0591360049996094,-0.754394187954066,-0.44355909694555107,0.0,1.0
2018-11-06,-0.5558944281524927,-1.1118279569892473,-0.05395894428152493,-0.7513196480938417,-0.43706744868035197,0.0,1.0
2018-11-07,-0.5526428878384186,-1.111184904480994,-0.059264757588779936,-0.7480564128608822,-0.43555885455326804,0.0,1.0
2018-11-08,-0.5461119751166408,-1.1108475894245724,-0.052954898911353035,-0.743895800933126,-0.4342923794712286,0.0,1.0
2018-11-09,-0.5499980492372518,-1.1151730326557683,-0.05017361788459288,-0.7467519800241894,-0.4394288166673169,0.0,1.0
2018-11-12,-0.5507274718397996,-1.1219102002503127,-0.04869367959949937,-0.7478879849812264,-0.44191958698372963,0.0,1.0
2018-11-13,-0.5365607665153806,-1.1241320454633614,-0.028433996663951275,-0.754490088831995,-0.43554831451957016,0.0,1.0
2018-11-14,-0.5366175329712956,-1.1240108611326611,-0.028471683475562455,-0.754422032583398,-0.4354538401861909,0.0,1.0
2018-11-15,-0.5370463612068632,-1.125295325148147,-0.026492118207521596,-0.7571168519307487,-0.42712730934583065,0.0,1.0
2018-11-16,-0.5349430171914236,-1.1177129611744254,-0.025342862661773224,-0.7551477689781726,-0.4300560169982615,0.0,1.0
2018-11-19,-0.5348972020405008,-1.1187586953161233,-0.023303447209769672,-0.7566470861029525,-0.43093986705827797,0.0,1.0
2018-11-20,-0.5257664458480974,-1.1190494530888924,-0.010360499152672934,-0.760360499152673,-0.4359882914805115,0.0,1.0
2018-11-21,-0.5382992597138583,-1.118982777799087,-0.018564688734609334,-0.7654481991484791,-0.39438456522572973,0.0,1.0
2018-11-23,-0.5376834361469789,-1.1014981416912526,-0.0240239089620292,-0.7721368634813595,-0.3961837618299552,0.0,1.0
2018-11-26,-0.5374186135580238,-1.1044427422443508,-0.023247797778628877,-0.7704710838759096,-0.39436997319034856,0.0,1.0
2018-11-27,-0.5344439784987229,-1.108497579200183,-0.012504288818573444,-0.7676032175670009,-0.38919598947809847,0.0,1.0
2018-11-28,-0.5340324118207818,-1.1116110581506198,-0.012125834127740707,-0.7663679694947569,-0.38901811248808393,0.0,1.0
2018-11-29,-0.5114112188313403,-1.1000037723037461,-0.0,-0.7653249839677091,-0.39552604775736544,0.0,1.0
2018-11-30,-0.5121132075471698,-1.1014339622641507,-0.0,-0.7679622641509434,-0.3921132075471698,0.0,1.0
2018-12-03,-0.5085289455807986,-1.1035549852819082,-0.0,-0.7691146501622764,-0.39270888368933504,0.0,1.0
2018-12-04,-0.5005644615037255,-1.1078497779784753,-0.0,-0.7649582298487243,-0.3897042221720479,0.0,1.0
2018-12-06,-0.48375543617293426,-1.0370207945035268,-0.034754961078829076,-0.7555823557358476,-0.34345649234367576,0.0,1.0
2018-12-07,-0.49188793261307456,-1.0373557956418238,-0.04035890862479399,-0.7564548617469328,-0.3362387841054752,0.0,1.0
2018-12-10,-0.4673538271694552,-1.0500852901680398,-0.029688237215548214,-0.7649257794069612,-0.3173157187965013,0.0,1.0
2018-12-11,-0.47695157833557345,-1.0452250354171966,-0.036979185586109194,-0.7680990954992917,-0.30531439572814123,0.0,1.0
2018-12-12,-0.4760295133209756,-1.0462690364554939,-0.035873950496129105,-0.7685094319049177,-0.3079998546141824,0.0,1.0
2018-12-13,-0.47740102706049464,-1.0501511454273955,-0.03408966748005973,-0.7687292857923299,-0.31168736569909317,0.0,1.0
2018-12-14,-0.4777656477438137,-1.041448326055313,-0.03875545851528384,-0.7703056768558952,-0.31077147016011647,0.0,1.0
2018-12-17,-0.4645463457139745,-1.0471263115855207,-0.023054859673964347,-0.761137131031478,-0.3348582216897215,0.0,1.0
2018-12-18,-0.45632225433526014,-1.0390895953757224,-0.008056358381502891,-0.7660043352601156,-0.3432442196531792,0.0,1.0
2018-12-19,-0.45298156848572463,-1.0402602096132996,-0.008384531984098302,-0.7679797614745211,-0.34441633538127936,0.0,1.0
2018-12-20,-0.4378664172930979,-1.0189547890515411,-0.03276624824659209,-0.7717872172067762,-0.3353594935798295,0.0,1.0
2018-12-21,-0.43681948424068767,-1.0194842406876792,-0.030766475644699143,-0.7720988538681949,-0.32249283667621775,0.0,1.0
2018-12-24,-0.39856238601008476,-0.9929192146765369,-0.042341665772628115,-0.7765618853484962,-0.3657690519615206,0.0,1.0
2018-12-26,-0.40632758742994957,-1.0087961977725757,-0.03192168546499255,-0.7508689792154358,-0.34897495921117966,0.0,1.0
2018-12-27,-0.36581447809146217,-0.9705721512065076,-0.041287852894934716,-0.687230842846401,-0.3529974707772233,0.0,1.0
2018-12-28,-0.3654194430206731,-0.9709892362890825,-0.041175465573210314,-0.6869981206219032,-0.35246881940885016,0.0,1.0
2018-12-31,-0.36535110199897486,-0.9709208952673842,-0.04141465914915428,-0.6868272680676576,-0.3525371604305484,0.0,1.0
2019-01-02,-0.365051725903923,-0.9711837208508314,-0.037659189456792655,-0.6864693229540101,-0.3538871248591622,0.0,1.0
2019-01-03,-0.3649124005327687,-0.9716539735664764,-0.036508315972815134,-0.6863495099211092,-0.3557597076602575,0.0,1.0
