Date,CAKE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.42546199644320726,-1.0815356065877986,-0.0035954534910693577,-0.7280986623366581,-0.6273873037964897,0.0
2018-09-25,1.0,-0.42820146109543505,-1.0792779560125239,-0.007885276951026246,-0.7260252792702253,-0.6239032120907579,0.0
2018-09-26,1.0,-0.43025730315341454,-1.082182240278584,-0.01129812342812923,-0.7260205068678661,-0.6194621783710582,0.0
2018-09-27,1.0,-0.4365488130736165,-1.0715641095147737,-0.01498663981721721,-0.7283816752507455,-0.621035510978585,0.0
2018-09-28,1.0,-0.4354695062923524,-1.0720232333010649,-0.01564375605033882,-0.728054211035818,-0.6209874152952566,0.0
2018-10-01,1.0,-0.43631646206869845,-1.0709832320024781,-0.01572241799945785,-0.7284978507532045,-0.6209967858110986,0.0
2018-10-02,1.0,-0.43657324741867864,-1.085668814533033,-0.012421395854359134,-0.7273503609968169,-0.6196723856843412,0.0
2018-10-03,1.0,-0.4362028164642899,-1.081467975326842,-0.012220196299026265,-0.7280909337781744,-0.6214842689219071,0.0
2018-10-04,1.0,-0.43975646643657657,-1.074843913599876,-0.013107379687439408,-0.7325784309923605,-0.6176367937332765,0.0
2018-10-05,1.0,-0.42446126515795163,-1.0688190314358539,-0.0,-0.7413686568316985,-0.6272495558816714,0.0
2018-10-08,1.0,-0.42075449886324223,-1.0644291164116988,-0.0,-0.7429771492428038,-0.6252552888135331,0.0
2018-10-09,1.0,-0.4157056350522621,-1.0650673043545338,-0.0,-0.7460176649824508,-0.6301924634550855,0.0
2018-10-10,1.0,-0.4191233215002315,-1.0643231980243866,-0.0,-0.7485723105417503,-0.6266013273653341,0.0
2018-10-11,1.0,-0.33495308937315443,-1.0536388442417675,-0.0,-0.7188352708107503,-0.630471349007588,0.0
2018-10-12,1.0,-0.338615174853521,-1.0464679220252793,-0.0,-0.6966503298080112,-0.6033091351291595,0.0
2018-10-15,1.0,-0.301832528299104,-1.0867224659857675,-0.0,-0.6920836252350577,-0.6065410567456953,0.0
2018-10-16,1.0,-0.2984551856358072,-1.0920252184492865,-0.0,-0.6909633890056409,-0.6054639973454263,0.0
2018-10-17,1.0,-0.2731488190117374,-1.0477829300101433,-0.0,-0.6859875380379655,-0.6157440950586872,0.0
2018-10-18,1.0,-0.2723683257262914,-1.0464754038977033,-0.0,-0.6875679200173874,-0.6159530536839817,0.0
2018-10-19,1.0,-0.2547674627401688,-1.0362003950439937,-0.0,-0.6877715927455559,-0.6125695816124979,0.0
2018-10-22,1.0,-0.25566691813054565,-1.0368574199806013,-0.0,-0.687394474979344,-0.6124223156230916,0.0
2018-10-23,1.0,-0.2677591683511406,-1.043351140629512,-0.0,-0.6850274328616807,-0.6134854172682644,0.0
2018-10-24,1.0,-0.26674623842592593,-1.0494429976851853,-0.0,-0.6868489583333334,-0.6138237847222222,0.0
2018-10-25,1.0,-0.22172964604883547,-1.0022165927802407,-0.0,-0.7119836746182536,-0.5825065090422913,0.0
2018-10-26,1.0,-0.2063436858762564,-0.9867144297986298,-0.0,-0.7128299655688102,-0.572009877230202,0.0
2018-10-29,1.0,-0.20353551170964262,-0.9896300936075442,-0.0,-0.7152451543306538,-0.5714236002366286,0.0
2018-10-30,1.0,-0.20798216897680574,-0.990283485407815,-0.0,-0.7157484154071185,-0.5685728216201156,0.0
2018-10-31,1.0,-0.21008025460080254,-0.9749896222498962,-0.0,-0.7114293621142936,-0.5627853881278538,0.0
2018-11-01,1.0,-0.18226549776499532,-1.0014553518832945,-0.0,-0.7143005648151356,-0.5671021171904778,0.0
2018-11-02,1.0,-0.18906072400371993,-0.968621912995557,-0.0,-0.7248303654462164,-0.5618434195570557,0.0
2018-11-05,1.0,-0.18361085255283208,-0.9862446995552798,-0.0,-0.7275140483331609,-0.5500396456027855,0.0
2018-11-06,1.0,-0.17911893968231996,-0.9847735059002665,-0.0,-0.7358895387064401,-0.5607848565595044,0.0
2018-11-07,1.0,-0.17995562643000762,-0.9861332593773834,-0.0,-0.7382306038965541,-0.5623656659502184,0.0
2018-11-08,1.0,-0.15596456287342905,-0.9854405604010714,-0.0,-0.7282123480530184,-0.564212622759426,0.0
2018-11-09,1.0,-0.15563948497854077,-0.9851330472103005,-0.0,-0.7286523605150214,-0.5640171673819743,0.0
2018-11-12,1.0,-0.15506448192111658,-0.9660315396982861,-0.0,-0.7382752368898164,-0.561386104744638,0.0
2018-11-13,1.0,-0.14423568725065639,-0.968118116411498,-0.0,-0.7396937975244656,-0.5577795205783067,0.0
2018-11-14,1.0,-0.1494576410819717,-0.9725044624467939,-0.0,-0.7478717561444459,-0.5628518467664424,0.0
2018-11-15,1.0,-0.14831568486343852,-0.9731674719851958,-0.0,-0.7499742983448133,-0.5554299030190878,0.0
2018-11-16,1.0,-0.14206300185299567,-0.9628028275341431,-0.0,-0.7548898497014618,-0.5716834808866927,0.0
2018-11-19,1.0,-0.16144266424123696,-0.9792905618134752,-0.0,-0.768802910515637,-0.5886447911565101,0.0
2018-11-20,1.0,-0.08391140533117362,-0.9839078840804253,-0.0,-0.8015070953202577,-0.6518891510264445,0.0
2018-11-21,1.0,-0.09201103853005903,-0.9801236594823068,-0.0,-0.8026688091661718,-0.618367275648863,0.0
2018-11-23,1.0,-0.09397800663292023,-0.9643916913946587,-0.0,-0.8112061441787398,-0.6214348053761565,0.0
2018-11-26,1.0,-0.09264515224780127,-0.9802375696415432,-0.0,-0.8109604400995131,-0.6201338519219315,0.0
2018-11-27,1.0,-0.07375155500266573,-1.0172027723476098,-0.0,-0.8296783365914342,-0.6336236004976009,0.0
2018-11-28,1.0,-0.07492713442809414,-1.0142887609298359,-0.0,-0.8307386080898558,-0.6344636383024099,0.0
2018-11-29,1.0,-0.053531311429373764,-0.9995085650098287,-0.0,-0.8229429935411401,-0.6342670598146587,0.0
2018-11-30,1.0,-0.05187258618856961,-1.0091060482585126,-0.0,-0.83113063813202,-0.6510647344364525,0.0
2018-12-03,1.0,-0.04805134933862903,-1.0124472499024786,-0.0,-0.8333628852086953,-0.652399021241888,0.0
2018-12-04,1.0,-0.03680243462259811,-1.0197813086096463,-0.0,-0.8305318659542092,-0.6515800276018259,0.0
2018-12-06,1.0,-0.026053138766519827,-0.950715859030837,-0.0,-0.8429928414096917,-0.6218681167400881,0.0
2018-12-07,1.0,-0.026359256710254644,-0.9507914659325533,-0.0,-0.8431520991052993,-0.6208189951823812,0.0
2018-12-10,1.0,-0.0,-0.9545655500765177,-0.0,-0.8434279884373407,-0.6027886413875192,0.0
2018-12-11,1.0,-0.0004760933142896007,-0.9543290484935048,-0.0,-0.8428551996191254,-0.6030061892130858,0.0
2018-12-12,1.0,-0.0,-0.9546536943801878,-0.0,-0.8432439787726221,-0.6039257041774391,0.0
2018-12-13,1.0,-0.0,-0.9522482411718723,-0.0,-0.8431839037487681,-0.6031675899806274,0.0
2018-12-14,1.0,-0.003804218606704935,-0.940898746645834,-0.0,-0.8494616351346761,-0.6024931218368942,0.0
2018-12-17,1.0,-0.0,-0.9385682856659333,-0.0,-0.8408867828735826,-0.6052462345574547,0.0
2018-12-18,1.0,-0.0,-0.9238517324738115,-0.0,-0.8312181036798282,-0.6024375503626108,0.0
2018-12-19,1.0,-0.0,-0.9253269676898765,-0.0,-0.8332380728238576,-0.6035369666812359,0.0
2018-12-20,1.0,-0.0,-0.9102182705485176,-0.0,-0.8357121369121236,-0.5966507336965605,0.0
2018-12-21,1.0,-0.0,-0.9102057093483101,-0.0,-0.8370276826958226,-0.5760526403243494,0.0
2018-12-24,1.0,-0.0,-0.8849615879191534,-0.0,-0.8240957499422994,-0.5881169837449306,0.0
2018-12-26,1.0,-0.0,-0.8951715582253272,-0.0,-0.7979497894290097,-0.5715125199960823,0.0
2018-12-27,1.0,-0.0,-0.8481496568796415,-0.0,-0.7126876194654216,-0.5726819791307617,0.0
2018-12-28,1.0,-0.0,-0.8527928323047524,-0.0,-0.7107860029447699,-0.5691551016572163,0.0
2018-12-31,1.0,-0.0,-0.8516511059590199,-0.0,-0.7114480857196566,-0.5699291935584936,0.0
2019-01-02,1.0,-0.0,-0.8520166724121722,-0.0,-0.7119308032216617,-0.5699645867936947,0.0
2019-01-03,1.0,-0.0,-0.8520910401906076,-0.0,-0.7258448805567748,-0.557088218697097,0.0
2019-01-04,1.0,-0.0,-0.8514545851392223,-0.0,-0.7119204265535842,-0.5547067444108384,0.0
2019-01-07,1.0,-0.0,-0.8200495276529397,-0.0,-0.7044850041273044,-0.5327585679782323,0.0
2019-01-08,1.0,-0.0,-0.8259323955747603,-0.0,-0.703226992736968,-0.5354111121326346,0.0
2019-01-09,1.0,-0.0,-0.8498061714994573,-0.0,-0.7147774848813769,-0.5366413397425958,0.0
