Date,CSOD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5028359881805522,-0.7833101246476242,-0.33209931053221475,-0.44367082158747406,-0.3344428217233298,0.0
2018-09-25,1.0,-0.511835732314619,-0.7835800532096323,-0.3416672351456443,-0.44344771130363597,-0.3303772426495668,0.0
2018-09-26,1.0,-0.512125243016474,-0.7839285105221869,-0.342405948361131,-0.4431597257750946,-0.32910399399706675,0.0
2018-09-27,1.0,-0.5131238069266431,-0.7805426779383692,-0.34329833651486225,-0.4429710935369512,-0.3288451049904554,0.0
2018-09-28,1.0,-0.5088187038556193,-0.7884194695105278,-0.34389526934645887,-0.4453787257314739,-0.3315901011758272,0.0
2018-10-01,1.0,-0.5106892423465025,-0.7872413203352147,-0.3434581836839405,-0.4470326663246109,-0.3321703437660339,0.0
2018-10-02,1.0,-0.5111424930251783,-0.8229945234732892,-0.3335859194709469,-0.4462852615988703,-0.3303482244342645,0.0
2018-10-03,1.0,-0.5118797199903444,-0.8282699403427703,-0.3343563571157626,-0.44553260457257143,-0.3283906341597986,0.0
2018-10-04,1.0,-0.5098989339609581,-0.8379828326180256,-0.3338986570677004,-0.44382528035442337,-0.3355254049563893,0.0
2018-10-05,1.0,-0.50772207442214,-0.8390975365373319,-0.33040804339563973,-0.44366513492036064,-0.3342086169367377,0.0
2018-10-08,1.0,-0.5084030707517809,-0.8408603637872605,-0.33083200774604055,-0.44342623971228995,-0.33453212531987003,0.0
2018-10-09,1.0,-0.5111103419631732,-0.8417901149107019,-0.335940744842863,-0.4414024643499931,-0.3309566662051779,0.0
2018-10-10,1.0,-0.5105505699733205,-0.8443920862062992,-0.33422265340771284,-0.4418072831849209,-0.33391081390111227,0.0
2018-10-11,1.0,-0.47909531721542165,-0.848394425417924,-0.2917161167813909,-0.4300634091756807,-0.34156183242345123,0.0
2018-10-12,1.0,-0.4882518796992481,-0.8455290010741139,-0.292125402792696,-0.4114863050483351,-0.31917964554242745,0.0
2018-10-15,1.0,-0.4843598082274449,-0.8530861300164282,-0.286116605759882,-0.4105005531900627,-0.31860394944178094,0.0
2018-10-16,1.0,-0.48444310333266277,-0.8527123985784214,-0.2864279487695299,-0.4105478441628109,-0.31864815932407964,0.0
2018-10-17,1.0,-0.4762015400955921,-0.8328465215082315,-0.279706585236325,-0.4080589484864578,-0.3223579394583112,0.0
2018-10-18,1.0,-0.47761094871113474,-0.8356032420940739,-0.27843475950039864,-0.4072880680308265,-0.32291389848525115,0.0
2018-10-19,1.0,-0.47322137000793435,-0.8327492726791853,-0.27396852684475004,-0.4065723353610156,-0.3194591377942343,0.0
2018-10-22,1.0,-0.4716481187069422,-0.8397588765235823,-0.2805378908320085,-0.4031531531531531,-0.317070747217806,0.0
2018-10-23,1.0,-0.47506213753106874,-0.8397017398508698,-0.28732394366197184,-0.39768019884009936,-0.31423363711681856,0.0
2018-10-24,1.0,-0.47787903893951944,-0.8369511184755591,-0.27946975973487986,-0.4010273405136702,-0.31867439933719965,0.0
2018-10-25,1.0,-0.46102862341206663,-0.8119821956528802,-0.2785665551187498,-0.40063029987978815,-0.2967607784528412,0.0
2018-10-26,1.0,-0.4537386646012844,-0.8046277471197599,-0.2693387549617582,-0.4062348726885468,-0.2932197373091942,0.0
2018-10-29,1.0,-0.44681056390130924,-0.811400263775855,-0.26329333805127547,-0.4009392993855953,-0.2943352526779683,0.0
2018-10-30,1.0,-0.43558045199922735,-0.8144356448393535,-0.2548129547356899,-0.4051574270813212,-0.3093812375249501,0.0
2018-10-31,1.0,-0.4413055315332629,-0.793952788187438,-0.25607764004996636,-0.4055603600140931,-0.30607603856378723,0.0
2018-11-01,1.0,-0.44387460734662476,-0.7913007244054107,-0.25854221424450285,-0.4055388165908071,-0.30604525931149434,0.0
2018-11-02,1.0,-0.44924992020427695,-0.7725821895946376,-0.2549313756782636,-0.41193744015320777,-0.3031279923396106,0.0
2018-11-05,1.0,-0.45320795752574683,-0.7652082133947419,-0.2542378302309218,-0.41322842704535284,-0.3124480266103755,0.0
2018-11-06,1.0,-0.45732194825546063,-0.7680770091784195,-0.25223064376858867,-0.41130192842751606,-0.30909207202021166,0.0
2018-11-07,1.0,-0.4552746796203381,-0.7676009076092166,-0.2555686938736378,-0.4092230992937266,-0.30813972068645934,0.0
2018-11-08,1.0,-0.4493251846193023,-0.7687802393684747,-0.24980901451489684,-0.406035141329259,-0.3091100076394194,0.0
2018-11-09,1.0,-0.44751926628877137,-0.7690592955862683,-0.25078020508247884,-0.40796764537290614,-0.3092159735048723,0.0
2018-11-12,1.0,-0.449953852519016,-0.7499761306132842,-0.24728684637662712,-0.4249387352407626,-0.310397504853442,0.0
2018-11-13,1.0,-0.4522284876867692,-0.7551052916626844,-0.2452451495746918,-0.42498964605435025,-0.3082289974194782,0.0
2018-11-14,1.0,-0.4556513409961686,-0.7554916985951469,-0.24406130268199233,-0.4281928480204343,-0.30945083014048536,0.0
2018-11-15,1.0,-0.4557870887449342,-0.7560072757443279,-0.24357787918435075,-0.42840731403771903,-0.30730446437119063,0.0
2018-11-16,1.0,-0.4561392304007664,-0.7570174038000959,-0.2441322050135718,-0.42886795465431904,-0.30720102187450105,0.0
2018-11-19,1.0,-0.4562927016154779,-0.7556988698039716,-0.24749377434391165,-0.4269203754549518,-0.3062384266649639,0.0
2018-11-20,1.0,-0.4787863120819465,-0.7700261737809804,-0.2617378098038582,-0.42802210230393894,-0.29275858726209325,0.0
2018-11-21,1.0,-0.4864361616745321,-0.7661883206523484,-0.27024944621015123,-0.42601688657741826,-0.26145301614819094,0.0
2018-11-23,1.0,-0.4865264172153525,-0.7681708687971736,-0.2696001284727798,-0.4257587923558696,-0.26176328890316364,0.0
2018-11-26,1.0,-0.4868543845534996,-0.7807240547063555,-0.26535800482703137,-0.4250683829444891,-0.26001609010458565,0.0
2018-11-27,1.0,-0.4855281735335644,-0.7830188679245284,-0.26013990501861123,-0.423084328070851,-0.25709151585162365,0.0
2018-11-28,1.0,-0.4862158605860265,-0.777463975095478,-0.2614653872075484,-0.42546294810488144,-0.25873744343528354,0.0
2018-11-29,1.0,-0.47629681618069286,-0.7721240349645887,-0.2533018566962292,-0.42585975882090216,-0.2626172398392139,0.0
2018-11-30,1.0,-0.47758670197492264,-0.7731550904508183,-0.2518265641451042,-0.4277829180359251,-0.2601856873943145,0.0
2018-12-03,1.0,-0.4778789330777831,-0.7732630570196455,-0.254016930202843,-0.42827024436990896,-0.2609167864558377,0.0
2018-12-04,1.0,-0.46478648311986975,-0.7836085470631449,-0.2573062058832924,-0.42639496630361884,-0.26190552237375836,0.0
2018-12-06,1.0,-0.45338677856762594,-0.7438386621989791,-0.2871011179657408,-0.41417968872326427,-0.23305044937838598,0.0
2018-12-07,1.0,-0.4556954098565972,-0.7431586198259127,-0.28927922850522886,-0.41320683824910764,-0.2296950341286242,0.0
2018-12-10,1.0,-0.4432736541091632,-0.7482282730324505,-0.2864602760164118,-0.41340295909486513,-0.21695884620166606,0.0
2018-12-11,1.0,-0.4437882696671121,-0.7475833773661145,-0.2870419295682715,-0.41345227364560344,-0.21629938146893357,0.0
2018-12-12,1.0,-0.4452529775787542,-0.7473022980999471,-0.28802438038374223,-0.4145909133314674,-0.2145722548745219,0.0
2018-12-13,1.0,-0.4482898768211092,-0.7570499593572189,-0.2825611204902145,-0.41599449759269685,-0.22247233164509475,0.0
2018-12-14,1.0,-0.4485,-0.7517499999999999,-0.28521875,-0.41746874999999994,-0.22209374999999998,0.0
2018-12-17,1.0,-0.44408766405835953,-0.7527200174579917,-0.2811048414752003,-0.4117592044143779,-0.2278267917822739,0.0
2018-12-18,1.0,-0.4443994265411706,-0.754254191859378,-0.2803091691080222,-0.41155020881381293,-0.22611107648195478,0.0
2018-12-19,1.0,-0.4618902916575295,-0.7553648068669528,-0.2748347482848282,-0.4115785846308073,-0.22906550546662074,0.0
2018-12-20,1.0,-0.45242772944148185,-0.7413540399787943,-0.2900801446970406,-0.41229301150715686,-0.22231577634328126,0.0
2018-12-21,1.0,-0.45241872764037955,-0.7423549541141702,-0.2896873541763882,-0.41172810701508783,-0.21468346554674134,0.0
2018-12-24,1.0,-0.46620603015075374,-0.7625314070351759,-0.2783605527638191,-0.4245288944723618,-0.20904522613065324,0.0
2018-12-26,1.0,-0.47223955084217095,-0.7724890829694323,-0.27295695570804746,-0.4049282595134123,-0.1965377417342483,0.0
2018-12-27,1.0,-0.4467020562572457,-0.7519372750015254,-0.27643541399719324,-0.37143815974128985,-0.2042833607907743,0.0
2018-12-28,1.0,-0.44607783335366596,-0.7526839087471027,-0.27625960717335607,-0.37120287910211053,-0.20364157618640966,0.0
2018-12-31,1.0,-0.44446139296500803,-0.7549040544250892,-0.2767015467219866,-0.37118276945605416,-0.20342292321303274,0.0
2019-01-02,1.0,-0.4441258997194095,-0.7563437843113334,-0.2700378187141637,-0.37208734903013296,-0.2073014517506405,0.0
2019-01-03,1.0,-0.4444037927985609,-0.7550839964633068,-0.27256928564895266,-0.3723284246470929,-0.20448794170553983,0.0
2019-01-04,1.0,-0.44513552242446414,-0.7562730571053995,-0.27202048842952525,-0.37229793591268023,-0.20314643739138386,0.0
2019-01-07,1.0,-0.4276252408477842,-0.7385898362235067,-0.29130539499036606,-0.3647338631984585,-0.18828275529865124,0.0
2019-01-08,1.0,-0.4276812859335962,-0.7379067457331207,-0.291532464405045,-0.3648896782155865,-0.18813401161915655,0.0
2019-01-09,1.0,-0.42600276625172895,-0.7308918155030368,-0.2909976546996212,-0.3656263154729689,-0.1932467376270371,0.0
2019-01-10,1.0,-0.4267596321452185,-0.7283765101881349,-0.2913085291819439,-0.36698323014966644,-0.19195167397968385,0.0
2019-01-11,1.0,-0.42721861471861466,-0.7282347282347282,-0.2908249158249159,-0.3673641173641174,-0.1925805675805676,0.0
2019-01-14,1.0,-0.42821067821067826,-0.7264911014911015,-0.2912157287157287,-0.3679052429052429,-0.1924001924001924,0.0
2019-01-15,1.0,-0.4255799259860998,-0.725185786924211,-0.2936185576315552,-0.36772271865691847,-0.19658813972380176,0.0
2019-01-16,1.0,-0.42193750187975576,-0.7275707540076393,-0.2892417817077205,-0.36545460013835,-0.20340461367259163,0.0
2019-01-17,1.0,-0.41895831454933424,-0.7300513930213686,-0.29122712108917137,-0.364349472545307,-0.20085354491629848,0.0
2019-01-18,1.0,-0.4125532107598949,-0.7220360474594693,-0.29411587114693716,-0.37001479334601334,-0.22033028409262445,0.0
2019-01-22,1.0,-0.42162686386228637,-0.8601648684689054,-0.25375803127651836,-0.40777670020608564,-0.08734392047520911,0.0
2019-01-23,1.0,-0.40991605297451283,-0.8433797011849562,-0.2745401097069431,-0.40818862320817045,-0.09452374458284087,0.0
2019-01-24,1.0,-0.4211100009083477,-0.8335301420050261,-0.2707481757350047,-0.4141762800133224,-0.08826111968995064,0.0
2019-01-25,1.0,-0.43752845133683343,-0.8934174987102059,-0.2456981578707778,-0.45516069315043545,-0.003034809262237868,0.0
2019-01-28,1.0,-0.4329649644787175,-0.8751897504402211,-0.2677758212399053,-0.4600461473070617,-0.0,0.0
2019-01-29,1.0,-0.4212829317208059,-0.8811875170925888,-0.2655808441459783,-0.4631559755689933,-0.007444771946883831,0.0
2019-01-30,1.0,-0.4328476498201548,-0.8862098396634761,-0.26220813265866,-0.4669572639151374,-0.0,0.0
2019-01-31,1.0,-0.4107671191093489,-0.9047125209699558,-0.27970108281226175,-0.4453256062223578,-0.009669055970718318,0.0
2019-02-01,1.0,-0.41141708297794566,-0.9047154867795784,-0.28137565492871935,-0.43932009260387467,-0.009351772876812476,0.0
2019-02-04,1.0,-0.4117037804246504,-0.9055655405611234,-0.2805921954488683,-0.4400036555274622,-0.008377250434093885,0.0
2019-02-05,1.0,-0.4138983878847094,-0.9138983878847093,-0.2622740595994138,-0.45065950170981933,-0.012518319491939425,0.0
2019-02-06,1.0,-0.40024408848207477,-0.9232036613272312,-0.2715484363081617,-0.44305110602593445,-0.013058733790999238,0.0
2019-02-07,1.0,-0.40194642748184756,-0.9258954176581853,-0.2693880041491244,-0.4452071511379584,-0.008389773628653363,0.0
2019-02-08,1.0,-0.39043520722700353,-0.9270585362876151,-0.284410669596533,-0.45000915583226514,-0.0,0.0
2019-02-11,1.0,-0.38747057204879687,-0.9202005686856024,-0.2889289754486807,-0.46002384810591,-0.000825511358424802,0.0
2019-02-12,1.0,-0.38985281067352123,-0.9144098656629638,-0.2873710945867376,-0.4625600538572171,-0.0058753327825208845,0.0
2019-02-13,1.0,-0.37153425243786875,-0.9360498884235625,-0.2943783816831229,-0.45492617613792685,-0.0,0.0
2019-02-14,1.0,-0.3313003018108652,-0.9388204225352114,-0.3155181086519115,-0.5554263078470825,-0.0027980382293762577,0.0
2019-02-15,1.0,-0.33040559616048176,-0.9246525926158284,-0.3288057969196022,-0.5488566140719595,-0.004140656858747137,0.0
2019-02-19,1.0,-0.35548662029203487,-0.8997305257880555,-0.326283135927806,-0.5519207871153726,-0.0,0.0
2019-02-20,1.0,-0.3593210767396624,-0.9024283114764384,-0.3240885988580034,-0.5514839681244901,-0.0,0.0
2019-02-21,1.0,-0.3586427697040083,-0.9019115477573056,-0.321322075394708,-0.556954078910198,-0.0,0.0
2019-02-22,1.0,-0.3486782276019944,-0.9055473674307756,-0.33337514503433785,-0.5482454764965976,-0.0,0.0
2019-02-25,1.0,-0.337985227094138,-0.9045733144743046,-0.339022473675939,-0.5616218764733617,-0.0,0.0
2019-02-26,1.0,-0.33308178473728894,-0.9061409301009339,-0.34506178662390347,-0.5600729490928529,-0.0,0.0
2019-02-27,1.0,-0.32849952815350736,-0.919031141868512,-0.3412708398867568,-0.5567474048442906,-0.0,0.0
2019-02-28,1.0,-0.3185257275609833,-0.9200075346121245,-0.34612124446676923,-0.5547672118795718,-0.0,0.0
2019-03-01,1.0,-0.3255029363988504,-0.9035049356491315,-0.3532737723353742,-0.5415156816193927,-0.0,0.0
