Date,AMX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3913543888155445,-0.6657526827121628,-0.03919975627094546,-0.6924274736806473,-0.5963914559425882,0.0
2018-09-25,1.0,-0.39123810813555876,-0.6660121203913735,-0.03903578562480956,-0.692622812066222,-0.5967092121745606,0.0
2018-09-26,1.0,-0.39149570045365295,-0.6663281197102039,-0.03967770329744736,-0.6923962353578442,-0.5955718058094658,0.0
2018-09-27,1.0,-0.39397219497344654,-0.6594729898860061,-0.0416737137638264,-0.6922842742617461,-0.5952372898555627,0.0
2018-09-28,1.0,-0.39183245364731356,-0.6616253890918934,-0.042360265259169035,-0.6921775612396807,-0.5954120990661794,0.0
2018-10-01,1.0,-0.39449075015247004,-0.66097445280206,-0.04194619502608931,-0.6944839737073931,-0.5963610489936979,0.0
2018-10-02,1.0,-0.39736761762610673,-0.6425591098748261,-0.049017944977780795,-0.7004308151565521,-0.6029037620000679,0.0
2018-10-03,1.0,-0.39775311407528086,-0.6447748022944031,-0.049587618368801545,-0.6999626650375046,-0.6020092997997488,0.0
2018-10-04,1.0,-0.4214384508990318,-0.6458506224066389,-0.05,-0.7356154910096819,-0.6048755186721991,0.0
2018-10-05,1.0,-0.4093069716175255,-0.637606778726922,-0.036339211904105814,-0.7458666299255993,-0.6153554698263984,0.0
2018-10-08,1.0,-0.4080901354098474,-0.6356338076697792,-0.03004513661578748,-0.7545050477207732,-0.6172346070357992,0.0
2018-10-09,1.0,-0.4061639298539205,-0.6510825227486665,-0.008541644876756268,-0.7770805006449815,-0.6435170658578252,0.0
2018-10-10,1.0,-0.4058193489864983,-0.6525834699787182,-0.0071869657746921126,-0.777727383735129,-0.645501168754143,0.0
2018-10-11,1.0,-0.3323617136659436,-0.6381168655097613,-0.0,-0.7595919197396963,-0.6593004338394793,0.0
2018-10-12,1.0,-0.3414552513555124,-0.6285561282549033,-0.0,-0.7413816185822345,-0.635551241716313,0.0
2018-10-15,1.0,-0.30879400348012315,-0.6617588006960247,-0.0,-0.7374180163298086,-0.6383014322045242,0.0
2018-10-16,1.0,-0.30408730291567637,-0.6700699628427007,-0.0,-0.7362501255314163,-0.637130519197938,0.0
2018-10-17,1.0,-0.28814341264087523,-0.6386344163975483,-0.0,-0.7294536347459303,-0.6390957622091874,0.0
2018-10-18,1.0,-0.29721849865951744,-0.6659182305630027,-0.0,-0.7355563002680965,-0.6525134048257373,0.0
2018-10-19,1.0,-0.28803441606082836,-0.6594744213966518,-0.0,-0.7365103715067031,-0.6508704061895552,0.0
2018-10-22,1.0,-0.28802297238639024,-0.6481017730141241,-0.0,-0.7445323716985544,-0.6583525326388194,0.0
2018-10-23,1.0,-0.2843751046235227,-0.6507750510562791,-0.0,-0.750343165154508,-0.6624594060731862,0.0
2018-10-24,1.0,-0.28259269174140006,-0.6454289921027975,-0.0,-0.7523758532994245,-0.6658747155668585,0.0
2018-10-25,1.0,-0.2535700376476698,-0.6017785278462936,-0.0,-0.7532779436583149,-0.6368622614565753,0.0
2018-10-26,1.0,-0.24835462640340691,-0.5947541618273325,-0.0,-0.7515808491418248,-0.6315331010452961,0.0
2018-10-29,1.0,-0.22668293936279546,-0.6035457348406988,-0.0,-0.7432875128468653,-0.6382001541623843,0.0
2018-10-30,1.0,-0.2556772034696729,-0.6146648906793153,-0.0,-0.7526071277736267,-0.6258406159643937,0.0
2018-10-31,1.0,-0.2572730799069045,-0.6037626066718386,-0.0,-0.749612102404965,-0.621799844840962,0.0
2018-11-01,1.0,-0.25223625149352535,-0.6069041237446313,-0.0,-0.7487648141570058,-0.6213388445764846,0.0
2018-11-02,1.0,-0.2505413030641034,-0.6416245653172364,-0.0,-0.7530017715373007,-0.6354569910110885,0.0
2018-11-05,1.0,-0.24503398233575205,-0.6589618150178941,-0.0,-0.7556555143316807,-0.623666152280264,0.0
2018-11-06,1.0,-0.2431064515068853,-0.6578039241463174,-0.0,-0.758241035922043,-0.6273704275807671,0.0
2018-11-07,1.0,-0.24220394736842107,-0.6606578947368421,-0.0,-0.7578947368421053,-0.6287171052631579,0.0
2018-11-08,1.0,-0.2157092996705483,-0.661773820008481,-0.0,-0.7496493459894966,-0.6347653064552956,0.0
2018-11-09,1.0,-0.2246405750798722,-0.6835729499467518,-0.0,-0.7651091586794462,-0.654652555910543,0.0
2018-11-12,1.0,-0.2241670810542019,-0.6655726835736782,-0.0,-0.7733465937344605,-0.6520139234211835,0.0
2018-11-13,1.0,-0.21190829622299195,-0.6622134256968498,-0.0,-0.7751278245093188,-0.6494474682500413,0.0
2018-11-14,1.0,-0.2097416827146557,-0.6716581446311176,-0.0,-0.7818912278371738,-0.6569825353609137,0.0
2018-11-15,1.0,-0.20890524501027782,-0.6723360519859426,-0.0,-0.7849943637689809,-0.6491943505072608,0.0
2018-11-16,1.0,-0.20389988743958154,-0.6619545785605508,-0.0,-0.7857710388664504,-0.6590081440773355,0.0
2018-11-19,1.0,-0.20229222564510252,-0.6630560800291496,-0.0,-0.7872735102189539,-0.65984298916824,0.0
2018-11-20,1.0,-0.1609577761675779,-0.6548316975166326,-0.0,-0.7948093011000593,-0.6829918977669455,0.0
2018-11-21,1.0,-0.16464748718283642,-0.6477157691930902,-0.0,-0.7924762433465042,-0.6607125363289031,0.0
2018-11-23,1.0,-0.16518192201011583,-0.6438570729319628,-0.0,-0.7934083863599282,-0.6607276880404633,0.0
2018-11-26,1.0,-0.16548031084699277,-0.6428524782864233,-0.0,-0.7948148631881409,-0.6620518513681186,0.0
2018-11-27,1.0,-0.14291508923742563,-0.707375608436993,-0.0,-0.8359924283396432,-0.6939561925365063,0.0
2018-11-28,1.0,-0.14641248772559512,-0.6969491754985949,-0.0,-0.8435648257881014,-0.6990823824196662,0.0
2018-11-29,1.0,-0.14313665958236346,-0.6925749755422865,-0.0,-0.8398272779408291,-0.6979388051141922,0.0
2018-11-30,1.0,-0.1472525956331275,-0.7207064261322479,-0.0,-0.8747887275361319,-0.7065641061018937,0.0
2018-12-03,1.0,-0.14223944100453145,-0.7271092047459269,-0.0,-0.879760628178076,-0.7100211006952851,0.0
2018-12-04,1.0,-0.1349244671311306,-0.7295647375319032,-0.0,-0.8764571980409741,-0.7080430433882873,0.0
2018-12-06,1.0,-0.12810056619034782,-0.6576570504179025,-0.0,-0.8990630897816123,-0.6853262334861149,0.0
2018-12-07,1.0,-0.14145383104125736,-0.661371180814308,-0.0,-0.9047828737890388,-0.6796626244834361,0.0
2018-12-10,1.0,-0.10912385490419785,-0.6695412905607195,-0.0,-0.9131908325223985,-0.6637025603167679,0.0
2018-12-11,1.0,-0.10816162158534129,-0.6701120880596012,-0.0,-0.9125109067722664,-0.6651788710651722,0.0
2018-12-12,1.0,-0.1091086051819036,-0.6699556987515103,-0.0,-0.9126392804403276,-0.6644516042421801,0.0
2018-12-13,1.0,-0.10986795685918758,-0.6721096663642777,-0.0,-0.9119376406948224,-0.6659274938682256,0.0
2018-12-14,1.0,-0.11704774714189643,-0.6532279757901815,-0.0,-0.9249831876260928,-0.6672158708809683,0.0
2018-12-17,1.0,-0.09753727592561569,-0.6536773328865807,-0.0,-0.9126821913218296,-0.686748199028313,0.0
2018-12-18,1.0,-0.08881491344873502,-0.6442410119840213,-0.0,-0.9096870838881492,-0.6861517976031958,0.0
2018-12-19,1.0,-0.09880209549868198,-0.6439654309453101,-0.0,-0.9075377890486837,-0.6865093930394741,0.0
2018-12-20,1.0,-0.09463964264284284,-0.62917527835189,-0.0,-0.925161677445163,-0.684578971931462,0.0
2018-12-21,1.0,-0.08793258501815275,-0.6378443193551611,-0.0,-0.9417113546281184,-0.6633247843320121,0.0
2018-12-24,1.0,-0.07410348021701733,-0.6218737594283447,-0.0,-0.938335318247982,-0.6738785232235014,0.0
2018-12-26,1.0,-0.0753707835673973,-0.6359430371439823,-0.0,-0.911668197926237,-0.6582884893030582,0.0
2018-12-27,1.0,-0.012099079072721498,-0.6134010797078437,-0.0,-0.8534455382661161,-0.6966656081295649,0.0
2018-12-28,1.0,-0.00844069302532208,-0.6170273529225108,-0.0,-0.8532080979881959,-0.694548454655074,0.0
2018-12-31,1.0,-0.007143083907425633,-0.6199561890853679,-0.0,-0.8532651830216833,-0.69433950284136,0.0
2019-01-02,1.0,-0.004503076044903913,-0.6194266505993531,-0.0,-0.8517473203526352,-0.6955032663157227,0.0
2019-01-03,1.0,-0.0,-0.6258885028527715,-0.0,-0.8468428266343672,-0.7147547254008223,0.0
2019-01-04,1.0,-0.0,-0.6263141228625712,-0.0,-0.8251741608613046,-0.7150728309056364,0.0
2019-01-07,1.0,-0.0,-0.5934686782144409,-0.0,-0.8175327497361395,-0.6932389644254051,0.0
2019-01-08,1.0,-0.0,-0.5815113038092288,-0.0,-0.8248374109631464,-0.6905853205326726,0.0
