Date,AEGN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2444284911667395,-0.899993757413072,-0.0352706161433298,-0.4628878207129034,-0.4787127785754417,0.0
2018-09-25,1.0,-0.24443612073539972,-0.8999594219184069,-0.03527171707712957,-0.46293348316009614,-0.47879014889034555,0.0
2018-09-26,1.0,-0.24544915227776565,-0.9013332500702532,-0.037343491429106694,-0.4625472257782496,-0.47569238455053553,0.0
2018-09-27,1.0,-0.2455192655967027,-0.9012364953475301,-0.03746955598576157,-0.46256166864422654,-0.4757072378692313,0.0
2018-09-28,1.0,-0.2532555147635634,-0.9015030280209608,-0.0368383068185384,-0.4670055539866328,-0.4792745301076281,0.0
2018-10-01,1.0,-0.2527541706011961,-0.9071136292099465,-0.03758262511803588,-0.4683034309096632,-0.48186968838526917,0.0
2018-10-02,1.0,-0.25334514282099135,-0.9320216366684592,-0.031094802771011922,-0.46711795780216997,-0.47970771518046373,0.0
2018-10-03,1.0,-0.2532890575585073,-0.9300442757748262,-0.031087919038583177,-0.4675521821631879,-0.48061353573687543,0.0
2018-10-04,1.0,-0.25356566838493405,-0.9293507479206857,-0.03149805508997185,-0.4676322696941906,-0.4804402137819803,0.0
2018-10-05,1.0,-0.2393348479111448,-0.9258487946484918,-0.017039000378644455,-0.47885901804871894,-0.49428877950271366,0.0
2018-10-08,1.0,-0.24098101265822783,-0.9301898734177214,-0.018037974683544303,-0.4791455696202531,-0.4962025316455696,0.0
2018-10-09,1.0,-0.24210959511222263,-0.9307353825698819,-0.020386843521478997,-0.47801449871790813,-0.49438095539586563,0.0
2018-10-10,1.0,-0.24412640111455894,-0.92958014058641,-0.02251282376036983,-0.47941865619656765,-0.49075422709138117,0.0
2018-10-11,1.0,-0.2017883110052288,-0.9312521271000278,-0.0,-0.46452770644472635,-0.4963955323164506,0.0
2018-10-12,1.0,-0.19599679249938318,-0.9355724154946954,-0.0,-0.46033802121885026,-0.4922279792746114,0.0
2018-10-15,1.0,-0.1455791252111883,-1.0102308991927915,-0.0,-0.4643013578624617,-0.5086352543645578,0.0
2018-10-16,1.0,-0.13145842740114816,-1.0844675224150164,-0.0,-0.48355157066374255,-0.5257369541379088,0.0
2018-10-17,1.0,-0.1327602365640048,-1.0882913744627218,-0.0,-0.4846976699091879,-0.5259671007982419,0.0
2018-10-18,1.0,-0.1323595941317133,-1.0879273573321269,-0.0,-0.48513539714341114,-0.5259807406449944,0.0
2018-10-19,1.0,-0.12225190716837803,-1.0894518299159879,-0.0,-0.48334245340715226,-0.5238033926674607,0.0
2018-10-22,1.0,-0.12246542664646531,-1.0770768189291124,-0.0,-0.492214951162116,-0.5318655104606557,0.0
2018-10-23,1.0,-0.127313769751693,-1.077813608513383,-0.0,-0.4891647855530474,-0.5304740406320543,0.0
2018-10-24,1.0,-0.12557283934680177,-1.0821338669076357,-0.0,-0.4893823016846317,-0.5301749177047699,0.0
2018-10-25,1.0,-0.11414154317833418,-1.072911343893715,-0.0,-0.4864588656106285,-0.5201839550332141,0.0
2018-10-26,1.0,-0.10414553752535496,-1.0628169371196754,-0.0,-0.48855856997971603,-0.513881845841785,0.0
2018-10-29,1.0,-0.07894820012009733,-1.0796118959577763,-0.0,-0.47868272178502574,-0.5232135520369141,0.0
2018-10-30,1.0,-0.05974544072948328,-1.0823834853090173,-0.0,-0.4821745187436677,-0.5418566362715298,0.0
2018-10-31,1.0,-0.06449480642115203,-1.0638023292414227,-0.0,-0.48133459238275106,-0.537991816178785,0.0
2018-11-01,1.0,-0.0,-1.3531370421639417,-0.0,-0.6722660780425753,-0.7158516966590595,0.0
2018-11-02,1.0,-0.015149789269848501,-1.3123362569768766,-0.0,-0.7335687435926643,-0.7359228461859741,0.0
2018-11-05,1.0,-0.006195405395005195,-1.3696463616423598,-0.0,-0.7539923808057876,-0.7182437372532421,0.0
2018-11-06,1.0,-0.0028934068901662747,-1.367616990085259,-0.0,-0.7605802245283747,-0.7267852320512326,0.0
2018-11-07,1.0,-0.00846697100940341,-1.378750634047368,-0.0,-0.7761910335947558,-0.7384213195988918,0.0
2018-11-08,1.0,-0.0,-1.379909277711007,-0.0,-0.7548559686736712,-0.7422556507579576,0.0
2018-11-09,1.0,-0.0,-1.3814292923411358,-0.0,-0.7560265517642948,-0.7443810411086527,0.0
2018-11-12,1.0,-0.0,-1.3712384930765067,-0.0,-0.7562852943451691,-0.7403109770248317,0.0
2018-11-13,1.0,-0.0,-1.3643960593399012,-0.0,-0.7434354276076207,-0.7254954575075709,0.0
2018-11-14,1.0,-0.0,-1.3692851924481868,-0.0,-0.7464913292575076,-0.7293805513900103,0.0
2018-11-15,1.0,-0.0,-1.3698798418365388,-0.0,-0.7470920188874813,-0.7219470996967254,0.0
2018-11-16,1.0,-0.0,-1.3603093178163999,-0.0,-0.7437791899548273,-0.7241405711660669,0.0
2018-11-19,1.0,-0.0,-1.361267578648887,-0.0,-0.7446832969306818,-0.7259071923975936,0.0
2018-11-20,1.0,-0.0,-1.3431880524230417,-0.0,-0.7298841816519354,-0.7367037488570557,0.0
2018-11-21,1.0,-0.0,-1.3394097222222223,-0.0,-0.7259586352657005,-0.708786231884058,0.0
2018-11-23,1.0,-0.0,-1.3343514328808448,-0.0,-0.7274132730015083,-0.708974358974359,0.0
2018-11-26,1.0,-0.0,-1.336574702246344,-0.0,-0.7254259007990351,-0.7070330167345092,0.0
2018-11-27,1.0,-0.0,-1.3417336438068055,-0.0,-0.7156163148801923,-0.6983775257267333,0.0
2018-11-28,1.0,-0.0,-1.335562652639489,-0.0,-0.7203080969378169,-0.7014465526958482,0.0
2018-11-29,1.0,-0.0,-1.3200372439478585,-0.0,-0.7080819366852886,-0.6962756052141527,0.0
2018-11-30,1.0,-0.0,-1.3206169435958572,-0.0,-0.70777140302511,-0.6971164592802325,0.0
2018-12-03,1.0,-0.0,-1.3201787043931497,-0.0,-0.7067386448250186,-0.696090841399851,0.0
2018-12-04,1.0,-0.0,-1.3287054269336709,-0.0,-0.6996203379736469,-0.6938509640437728,0.0
2018-12-06,1.0,-0.0,-1.2911553726832468,-0.0,-0.6841204529730911,-0.6659869642792121,0.0
2018-12-07,1.0,-0.0,-1.2916590818072595,-0.0,-0.684202861615757,-0.6648705719590782,0.0
2018-12-10,1.0,-0.0,-1.2925194580570771,-0.0,-0.6711948688382819,-0.639629576246757,0.0
2018-12-11,1.0,-0.0,-1.2931152749196722,-0.0,-0.6848983717823748,-0.6322249900718437,0.0
2018-12-12,1.0,-0.0,-1.2989907790604809,-0.0,-0.6974878385246497,-0.6338125317650476,0.0
2018-12-13,1.0,-0.0,-1.2940557792042942,-0.0,-0.7011931962427013,-0.6314873245566315,0.0
2018-12-14,1.0,-0.0,-1.2979565170048275,-0.0,-0.6994301477260354,-0.632245653515299,0.0
2018-12-17,1.0,-0.0,-1.294729993493819,-0.0,-0.6807633918889612,-0.6390876888599725,0.0
2018-12-18,1.0,-0.0,-1.2813812412505834,-0.0,-0.6703399260562116,-0.6377472271079364,0.0
2018-12-19,1.0,-0.0,-1.2830744895024446,-0.0,-0.6728861087144089,-0.6390926085706068,0.0
2018-12-20,1.0,-0.0,-1.2706686223303403,-0.0,-0.6735591886380711,-0.6332057382034129,0.0
2018-12-21,1.0,-0.0,-1.2720131400414199,-0.0,-0.6711061915303864,-0.6275798043276442,0.0
2018-12-24,1.0,-0.0,-1.246639475084235,-0.0,-0.6569604539812024,-0.6431282142223799,0.0
2018-12-26,1.0,-0.0,-1.2570554950268864,-0.0,-0.6304431870101571,-0.6270692018416335,0.0
2018-12-27,1.0,-0.0,-1.2136789888556674,-0.0,-0.5634343571622723,-0.6205490622451753,0.0
2018-12-28,1.0,-0.0,-1.2177057864710676,-0.0,-0.5610907362129856,-0.6169858734039663,0.0
2018-12-31,1.0,-0.0,-1.2219238613188306,-0.0,-0.5607749830047586,-0.6163834126444595,0.0
2019-01-02,1.0,-0.0,-1.2210186757215622,-0.0,-0.557962648556876,-0.6166044142614602,0.0
2019-01-03,1.0,-0.0,-1.2221693301598096,-0.0,-0.5543012580754846,-0.623699421965318,0.0
2019-01-04,1.0,-0.0,-1.2277046907233928,-0.0,-0.5279177516994149,-0.6262978118975954,0.0
2019-01-07,1.0,-0.0,-1.2044849614053768,-0.0,-0.5157040191642268,-0.6069337237157306,0.0
2019-01-08,1.0,-0.0,-1.1958752615323305,-0.0,-0.5203081930191624,-0.6048620105609246,0.0
2019-01-09,1.0,-0.0,-1.1841939442178224,-0.0,-0.5202135774218154,-0.61201207176732,0.0
2019-01-10,1.0,-0.0,-1.1866179644695336,-0.0,-0.5200730532956999,-0.6139133322264653,0.0
