Date,CQQQ,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4467277404781326,-0.4872937190186359,-0.3058292024847838,-0.48406224509004203,-0.4134404216602874,0.0
2018-09-25,1.0,-0.44571500376979145,-0.4898215632068359,-0.3033111334506157,-0.4862402613722041,-0.41637346066850967,0.0
2018-09-26,1.0,-0.44653910202029723,-0.49087252961322153,-0.30511829578659627,-0.48584535143117474,-0.41361108492789145,0.0
2018-09-27,1.0,-0.45156220531841335,-0.48154900358332814,-0.3080404853209279,-0.48745835166907653,-0.41462877978248575,0.0
2018-09-28,1.0,-0.4514506648225568,-0.4816270078269889,-0.3081759029327633,-0.48741080690283844,-0.4146732467859051,0.0
2018-10-01,1.0,-0.45330145647865616,-0.4806064991034634,-0.3077165057095222,-0.48897417345622696,-0.4151436031331593,0.0
2018-10-02,1.0,-0.4535904129839902,-0.47677161639354576,-0.30912465008020634,-0.48973044380838554,-0.41612933664643165,0.0
2018-10-03,1.0,-0.45618858027617154,-0.49240054349543405,-0.3106455588207413,-0.4888615034600436,-0.4117925869750687,0.0
2018-10-04,1.0,-0.45797669056568013,-0.4887400903319541,-0.3109819651937715,-0.49126685827990274,-0.40952591516376613,0.0
2018-10-05,1.0,-0.46111761171373455,-0.49179342841782364,-0.3110591062901237,-0.4910976882451536,-0.4073874956516239,0.0
2018-10-08,1.0,-0.46119790019606605,-0.49187274682183296,-0.31089115172980836,-0.4911137815444943,-0.40727974195180566,0.0
2018-10-09,1.0,-0.46410029124984176,-0.4926554387742181,-0.3164492845384323,-0.4890148157528175,-0.40353931872863114,0.0
2018-10-10,1.0,-0.463554541421056,-0.4948342523927236,-0.3148253787158522,-0.4894466628636623,-0.4065094758192305,0.0
2018-10-11,1.0,-0.43802038026593765,-0.48956132720268425,-0.2813781533490742,-0.4822915372188393,-0.4155275257860072,0.0
2018-10-12,1.0,-0.4524608328972883,-0.4839791929576164,-0.28271107143956414,-0.46477269229585394,-0.3940410600510942,0.0
2018-10-15,1.0,-0.4703672658408618,-0.4676042345782497,-0.2998044146409612,-0.47123653410325667,-0.39548601409456396,0.0
2018-10-16,1.0,-0.47136645962732915,-0.4645962732919255,-0.30232919254658386,-0.47139751552795034,-0.3958695652173913,0.0
2018-10-17,1.0,-0.46198722672562026,-0.44046303119626623,-0.29363178580201427,-0.47098378776713334,-0.4034328174895603,0.0
2018-10-18,1.0,-0.46494521728425464,-0.44626369567893637,-0.29102548319586363,-0.4702388280192048,-0.4052382124830728,0.0
2018-10-19,1.0,-0.4646675678997174,-0.4441747572815534,-0.2889271230183114,-0.4705358240137643,-0.40408012781123265,0.0
2018-10-22,1.0,-0.4685405006457961,-0.436312196322037,-0.2779076203948582,-0.4801340795866904,-0.4122947290731287,0.0
2018-10-23,1.0,-0.48105200982373236,-0.44710417508626854,-0.29234930207977117,-0.4748655454347623,-0.4133739546740448,0.0
2018-10-24,1.0,-0.48098900756702884,-0.4508765920343786,-0.2942422072058045,-0.4752903808426493,-0.4126054868744745,0.0
2018-10-25,1.0,-0.4690525799730359,-0.4286370878784165,-0.29433754136536344,-0.4749662948890796,-0.3970768476528987,0.0
2018-10-26,1.0,-0.46195288244962557,-0.42244475558531686,-0.285262068545687,-0.48061118889632926,-0.39349850855299207,0.0
2018-10-29,1.0,-0.45235062177737334,-0.4295420078859569,-0.27691841067637246,-0.47546254170457997,-0.3987867758568396,0.0
2018-10-30,1.0,-0.46312908620951804,-0.43062186407176534,-0.2827124828949369,-0.4754447316405656,-0.388991941614718,0.0
2018-10-31,1.0,-0.46530278727718427,-0.41812184123717583,-0.28432648367279,-0.47329237660018764,-0.38531610325938925,0.0
2018-11-01,1.0,-0.4876980114593866,-0.40438765817936695,-0.3010080583386953,-0.4800992738303153,-0.3908447467598125,0.0
2018-11-02,1.0,-0.4824630263447107,-0.45869312651113137,-0.3004050617012592,-0.4860740415109744,-0.4123465318554338,0.0
2018-11-05,1.0,-0.4794073329984932,-0.4672903063787041,-0.3002887995981918,-0.48681567051732794,-0.40535534907081866,0.0
2018-11-06,1.0,-0.48286252354048964,-0.4698367859384808,-0.29858757062146896,-0.48505963590709356,-0.4023854362837414,0.0
2018-11-07,1.0,-0.48042782761432784,-0.4694812119691362,-0.3025845304560567,-0.4827175208581645,-0.40138636221065177,0.0
2018-11-08,1.0,-0.46901992578502605,-0.47179519161807354,-0.2909351710374505,-0.4794661511116655,-0.4070597773550781,0.0
2018-11-09,1.0,-0.4758761590444759,-0.480999528524281,-0.2844884488448845,-0.4856514222850857,-0.41615590130441615,0.0
2018-11-12,1.0,-0.47596455950735206,-0.4800804323237401,-0.28427799421892674,-0.485830086716099,-0.41576599220811866,0.0
2018-11-13,1.0,-0.4676638665958842,-0.4774068638166317,-0.2746151203822253,-0.4892108796802298,-0.41385878899540957,0.0
2018-11-14,1.0,-0.47365609978321654,-0.48132206478368783,-0.271167802946998,-0.4973451883502466,-0.41832919664456936,0.0
2018-11-15,1.0,-0.47694683432605345,-0.4902776464656015,-0.26513504144212285,-0.511676278717973,-0.4074564306198985,0.0
2018-11-16,1.0,-0.4785481678206709,-0.4964431376268614,-0.2660849220651933,-0.5139587087799171,-0.406588889942774,0.0
2018-11-19,1.0,-0.47861410552271366,-0.4959061739322859,-0.2674738406094901,-0.5131034046723358,-0.4061581260076503,0.0
2018-11-20,1.0,-0.46222404182281995,-0.4932132396938872,-0.24848045853935063,-0.521777469845369,-0.42361351683305515,0.0
2018-11-21,1.0,-0.465341887028634,-0.48715381004537633,-0.2537318103583164,-0.5177280550774527,-0.40544515725238617,0.0
2018-11-23,1.0,-0.46660802915122196,-0.5011308663692907,-0.24872777533454796,-0.5172771250863857,-0.40758308726518816,0.0
2018-11-26,1.0,-0.46690979972961927,-0.4994498066463357,-0.24893891281793315,-0.5192253277580406,-0.4094381739868583,0.0
2018-11-27,1.0,-0.4655631837988652,-0.5011442364964419,-0.2434872566538136,-0.5176337816232484,-0.4070974011724506,0.0
2018-11-28,1.0,-0.4666457581935079,-0.4936804139877685,-0.24525639015210915,-0.5212482358475772,-0.4094401756311745,0.0
2018-11-29,1.0,-0.4535206004173025,-0.4883684718632244,-0.23315997633209806,-0.5234031951667653,-0.41574538320201804,0.0
2018-11-30,1.0,-0.45247017675348195,-0.4905065267628505,-0.23305852226594218,-0.5244207107613515,-0.42239710199238023,0.0
2018-12-03,1.0,-0.4528225175918687,-0.4907896794370602,-0.23552775605942144,-0.5250351837372949,-0.42329945269741986,0.0
2018-12-04,1.0,-0.4541215497277336,-0.49092445390248485,-0.2342742692620642,-0.5263503786693372,-0.4238280027539588,0.0
2018-12-06,1.0,-0.43899602081420264,-0.4350474441383533,-0.27281910009182736,-0.5185185185185185,-0.395531068258341,0.0
2018-12-07,1.0,-0.4333876271551062,-0.4414702357171394,-0.2638372414640892,-0.5264144564983558,-0.4081256338547589,0.0
2018-12-10,1.0,-0.41678104126635557,-0.44673193643822245,-0.25918809284167504,-0.5309421417025041,-0.39634611278860526,0.0
2018-12-11,1.0,-0.4140245949162369,-0.4489029935003509,-0.256812425620213,-0.5308046748649721,-0.4009337524030393,0.0
2018-12-12,1.0,-0.41693163751987283,-0.44976764094411154,-0.25785740491622844,-0.534272960743549,-0.3985263544087074,0.0
2018-12-13,1.0,-0.41720699779789583,-0.4506361634450698,-0.25752385612919015,-0.5339491069243945,-0.3991619770002447,0.0
2018-12-14,1.0,-0.4174309122034727,-0.4453717290291024,-0.26033259965761796,-0.5353387136219124,-0.3984776228906823,0.0
2018-12-17,1.0,-0.41005395847940734,-0.44602627808432155,-0.2531780629820443,-0.5280919428101088,-0.41118190409413774,0.0
2018-12-18,1.0,-0.4077708244729327,-0.44118719241752236,-0.2505620025517954,-0.5268546084209248,-0.41144662494683765,0.0
2018-12-19,1.0,-0.4019762845849802,-0.44356947400425656,-0.2508057160231073,-0.5306780176345394,-0.41343873517786556,0.0
2018-12-20,1.0,-0.3969095591577034,-0.43532798060899863,-0.25971822451143767,-0.5292531434631116,-0.40863505529465227,0.0
2018-12-21,1.0,-0.3960766561038177,-0.4368794326241135,-0.2576731552738796,-0.5339671042704089,-0.39336049494492237,0.0
2018-12-24,1.0,-0.3771982474041174,-0.4184022567673008,-0.26700078026529017,-0.5290498769581657,-0.40939919572654704,0.0
2018-12-26,1.0,-0.38558854244368196,-0.4342234820229748,-0.2572579442040877,-0.508100850365508,-0.3985678054602417,0.0
2018-12-27,1.0,-0.34683926394613107,-0.41519126951877866,-0.25616764381494167,-0.46627387240958956,-0.41794856910663486,0.0
2018-12-28,1.0,-0.3433944741119109,-0.42111678662642216,-0.2538599953563966,-0.46743673090318094,-0.41644416066867895,0.0
2018-12-31,1.0,-0.3423703230675452,-0.4226292415314505,-0.25421613305854696,-0.46730138457519377,-0.41615627993381904,0.0
2019-01-02,1.0,-0.3419637927527388,-0.42620521314619475,-0.24328015575509257,-0.4707232731816465,-0.4237061575567373,0.0
2019-01-03,1.0,-0.34235673414853757,-0.42490342443869994,-0.24639112376194489,-0.47091115048360394,-0.4199947718493131,0.0
2019-01-04,1.0,-0.3360289855072464,-0.42652173913043484,-0.24623188405797103,-0.46828985507246385,-0.4214782608695653,0.0
2019-01-07,1.0,-0.327027570939827,-0.4154328263807032,-0.25707960785441164,-0.46261104562573674,-0.41278785613661856,0.0
2019-01-08,1.0,-0.3271054900833573,-0.4146306409887899,-0.2573440643863179,-0.4628054038516815,-0.41250359298649036,0.0
2019-01-09,1.0,-0.3254091300602928,-0.4074361182888315,-0.25679012345679014,-0.4635946023542923,-0.41785816824576516,0.0
2019-01-10,1.0,-0.32355486327448946,-0.4162339910003462,-0.253836390908042,-0.4659340025383639,-0.4249451944155994,0.0
2019-01-11,1.0,-0.3231874441014397,-0.4145869997980439,-0.2547531808084014,-0.46625890770606737,-0.42630045295865676,0.0
2019-01-14,1.0,-0.3283001469613578,-0.4152955075930035,-0.2544160447223583,-0.4651759213900815,-0.4183788145117137,0.0
2019-01-15,1.0,-0.32864391143911437,-0.41659940036900367,-0.25472785977859774,-0.4648869926199261,-0.4179543357933579,0.0
2019-01-16,1.0,-0.32628424904203523,-0.4222535941686594,-0.24593045031548014,-0.46178224667953555,-0.424846581578265,0.0
2019-01-17,1.0,-0.31875666176936596,-0.4347650736035491,-0.24319419237749546,-0.46227638060668913,-0.42180163051306424,0.0
2019-01-18,1.0,-0.31472051845851173,-0.4325598889017475,-0.2457759518574239,-0.4649924777224858,-0.43513482235852335,0.0
2019-01-22,1.0,-0.26347340581839557,-0.4534822215692037,-0.1905965324713488,-0.5872465471642668,-0.4437555098442551,0.0
2019-01-23,1.0,-0.26808120265151514,-0.4317294034090909,-0.18989701704545456,-0.5904947916666666,-0.4790778882575758,0.0
2019-01-24,1.0,-0.2568720659009714,-0.4363872567834893,-0.19994685405533086,-0.5781983524757153,-0.481147952404854,0.0
2019-01-25,1.0,-0.2381610576923077,-0.417578125,-0.15979567307692308,-0.668719951923077,-0.5205829326923077,0.0
2019-01-28,1.0,-0.24391936749351198,-0.4155350353068984,-0.15818697567746998,-0.6771983825215764,-0.5228438650491882,0.0
2019-01-29,1.0,-0.24053768312943666,-0.4128379398882344,-0.1590696269445703,-0.679836882646126,-0.5284096057997282,0.0
2019-01-30,1.0,-0.2439237418305575,-0.4137879107309581,-0.15863024425503722,-0.6780110231003222,-0.5174231244164684,0.0
2019-01-31,1.0,-0.23523758034480685,-0.41313750225265816,-0.15435213551991347,-0.6744158106565747,-0.5263711179191445,0.0
2019-02-01,1.0,-0.23750112737876922,-0.4137029131467397,-0.15188046778703065,-0.6777801160448547,-0.5254787601839882,0.0
2019-02-04,1.0,-0.24001803968731208,-0.41752856283824413,-0.14828622970535177,-0.6810883944678292,-0.5196632591701743,0.0
2019-02-05,1.0,-0.22640146841994402,-0.4181686877501279,-0.1438329371407938,-0.6854030632202931,-0.5352811964011674,0.0
2019-02-06,1.0,-0.2455881022051947,-0.4052309270264563,-0.12878216537452108,-0.6996289480828983,-0.5374521101692359,0.0
2019-02-07,1.0,-0.25331280751003654,-0.4062301910712669,-0.12224938875305624,-0.7076579431917656,-0.5290229104410034,0.0
2019-02-08,1.0,-0.2536504089669797,-0.4033929112390185,-0.11463192971826719,-0.7170554377461376,-0.5406543471675249,0.0
2019-02-11,1.0,-0.24950651401500196,-0.39639831151872207,-0.1207750007592092,-0.7297518904309271,-0.5404051140332229,0.0
2019-02-12,1.0,-0.24685544145348487,-0.4048429239837152,-0.12210609467096067,-0.7238864920702437,-0.5405298657106399,0.0
2019-02-13,1.0,-0.2364238611845504,-0.4183608350806819,-0.12690309052785123,-0.7225514328258427,-0.5346582793934422,0.0
2019-02-14,1.0,-0.23317717206132876,-0.38926746166950593,-0.14392187880262836,-0.7307739109272329,-0.5449926989535167,0.0
2019-02-15,1.0,-0.23293759512937595,-0.39567732115677323,-0.14057838660578387,-0.7313850837138508,-0.5435616438356164,0.0
2019-02-19,1.0,-0.270383126581121,-0.3647474778262062,-0.13109207839312384,-0.7413209789996648,-0.540370020421226,0.0
2019-02-20,1.0,-0.2646717557251908,-0.36509923664122135,-0.1295267175572519,-0.7453435114503817,-0.5488244274809161,0.0
2019-02-21,1.0,-0.2644229300919281,-0.3587942460984027,-0.12701951562165958,-0.7485569434688331,-0.5552637204898757,0.0
2019-02-22,1.0,-0.2587675121325886,-0.3576595549858072,-0.13677013704483718,-0.7485578243750572,-0.550468516314135,0.0
2019-02-25,1.0,-0.262268803945746,-0.37176325524044385,-0.1250616522811344,-0.769636251541307,-0.5538532675709,0.0
2019-02-26,1.0,-0.26757383640018556,-0.3704963661666924,-0.11155095098190813,-0.7777021802999845,-0.565269831451987,0.0
2019-02-27,1.0,-0.26524928047535046,-0.3773094420202396,-0.10973911428836691,-0.77637483365828,-0.5660879522173738,0.0
2019-02-28,1.0,-0.2560767920730763,-0.37333952624245237,-0.1152190741600867,-0.77361820715281,-0.578262888992104,0.0
2019-03-01,1.0,-0.2560081655377192,-0.3804707556215397,-0.11283288484736012,-0.769199839163651,-0.5744641365871764,0.0
2019-03-04,1.0,-0.25083487940630794,-0.37801484230055654,-0.11638837353123066,-0.7653061224489796,-0.5816326530612245,0.0
2019-03-05,1.0,-0.2679718283639974,-0.36449381030684747,-0.09577735720269306,-0.7947317799633893,-0.5796283081505383,0.0
2019-03-06,1.0,-0.27262246042627447,-0.3642652374423533,-0.08245045494204163,-0.8265922971457061,-0.5701109310731647,0.0
2019-03-07,1.0,-0.2771058113864619,-0.3469419483225024,-0.08746618575293057,-0.837753801187774,-0.5600883057118871,0.0
2019-03-08,1.0,-0.2815044469497683,-0.3492421395465364,-0.05386446198171114,-0.8813416009019166,-0.5656708004509583,0.0
2019-03-11,1.0,-0.26296202851015515,-0.3492809385644002,-0.06594550271224929,-0.8884193263529709,-0.5871704301753502,0.0
2019-03-12,1.0,-0.25062872059338487,-0.3320599751695158,-0.08146308853022634,-0.9007417311304236,-0.6184700601661732,0.0
2019-03-13,1.0,-0.25474496794156115,-0.3359277807904558,-0.09406998628345402,-0.8881942007719545,-0.6169574787074548,0.0
2019-03-14,1.0,-0.25009543198880263,-0.34352334902659376,-0.09199643720575137,-0.8787377528947704,-0.6167133223056369,0.0
2019-03-15,1.0,-0.25176230423271984,-0.3401167426876336,-0.09355363465280213,-0.8759848170712258,-0.6282415233963828,0.0
2019-03-18,1.0,-0.22782329317269073,-0.34576706827309234,-0.1326586345381526,-0.8669558232931727,-0.6396465863453814,0.0
2019-03-19,1.0,-0.21659090176354903,-0.3520005158461489,-0.1294773833704098,-0.8711029435470871,-0.6548666860108973,0.0
2019-03-20,1.0,-0.22227606034176436,-0.35710824692315146,-0.12433375327066577,-0.8667829570048777,-0.6597538521174532,0.0
2019-03-21,1.0,-0.220071105365223,-0.35895281189398837,-0.125759534583064,-0.8725921137685844,-0.6546864899806076,0.0
2019-03-22,1.0,-0.19821573398215733,-0.3560421735604217,-0.14971613949716137,-0.8953771289537713,-0.6447688564476886,0.0
2019-03-25,1.0,-0.19299765732807034,-0.3110939956997529,-0.19482686691697956,-0.8715381406244985,-0.6386508776996886,0.0
2019-03-26,1.0,-0.18467179107837778,-0.32521789470298784,-0.20100987360499148,-0.8768854726144149,-0.6283729456790917,0.0
2019-03-27,1.0,-0.19575411099691672,-0.3166752312435765,-0.20031474820143882,-0.87455035971223,-0.6244540082219937,0.0
2019-03-28,1.0,-0.17544028795474997,-0.31241162103098086,-0.22673222779277544,-0.8626430132407764,-0.6365535415863222,0.0
2019-03-29,1.0,-0.19215233698788228,-0.30916201833685963,-0.2071231647111624,-0.8646214015515805,-0.6326857729050459,0.0
2019-04-01,1.0,-0.19473548884746414,-0.30725718326155427,-0.20161342161085039,-0.8658803111139679,-0.6445008677765636,0.0
2019-04-02,1.0,-0.20296934250273152,-0.3080853525290828,-0.21270647213831223,-0.8586348737065364,-0.6312102320200527,0.0
