Date,AVAV,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.9527943570265871,-1.804191535539881,-0.30731144872490507,-1.4610010851871948,-1.2570537167661422,0.0
2018-09-25,1.0,-0.9544530296868645,-1.801003117798563,-0.3108309610952962,-1.458316388775925,-1.2532194659075506,0.0
2018-09-26,1.0,-0.9577904451682953,-1.805713897937025,-0.3158251900108578,-1.4588762214983715,-1.2478963083604777,0.0
2018-09-27,1.0,-0.9604933252015992,-1.7937250118587786,-0.318696211967202,-1.457410042691604,-1.2461204851934675,0.0
2018-09-28,1.0,-0.9603604824501966,-1.793196910150427,-0.31941997560645075,-1.4569724894972218,-1.2459682883859602,0.0
2018-10-01,1.0,-0.9601464009760066,-1.7941575166056662,-0.3201843567846008,-1.456825267724007,-1.2464416429442864,0.0
2018-10-02,1.0,-0.961018675721562,-1.8114091680814943,-0.3172835314091681,-1.4558913412563668,-1.2456366723259762,0.0
2018-10-03,1.0,-0.9597014925373134,-1.8004748982360923,-0.31621438263229307,-1.4577340569877884,-1.250135685210312,0.0
2018-10-04,1.0,-0.9695672848311935,-1.7898919910332178,-0.3182528360845051,-1.4706202024319,-1.244684464370627,0.0
2018-10-05,1.0,-0.9535748074064063,-1.782267874037032,-0.2984187052304365,-1.4755372347614542,-1.247871333964049,0.0
2018-10-08,1.0,-0.9492690156976352,-1.7752475914572525,-0.2934716701475443,-1.4753082260998451,-1.243886006871926,0.0
2018-10-09,1.0,-0.9469676549865228,-1.7766172506738545,-0.2869946091644205,-1.47911051212938,-1.248854447439353,0.0
2018-10-10,1.0,-0.950210283543617,-1.794600461267128,-0.2818477818477818,-1.4896214896214897,-1.2670601003934339,0.0
2018-10-11,1.0,-0.8462039752362333,-1.7801889866405998,-0.14395568589116975,-1.460931899641577,-1.285565330726621,0.0
2018-10-12,1.0,-0.8488260507964941,-1.758364787921438,-0.13031795790416478,-1.42249376239524,-1.2375407843388138,0.0
2018-10-15,1.0,-0.8229253045863368,-1.7983670345091538,-0.0921094597180583,-1.4228487593289534,-1.2425208904764942,0.0
2018-10-16,1.0,-0.819563274166773,-1.8166262290895159,-0.07987485634018644,-1.4248499553058356,-1.2439662878304176,0.0
2018-10-17,1.0,-0.7840114827758362,-1.7387044433349976,-0.047990514228657015,-1.4146280579131303,-1.255304543185222,0.0
2018-10-18,1.0,-0.7858570714642679,-1.7430034982508744,-0.046164417791104445,-1.4149800099950025,-1.2569340329835081,0.0
2018-10-19,1.0,-0.7633889919604204,-1.7236858379715523,-0.021645021645021644,-1.420902906617192,-1.254669140383426,0.0
2018-10-22,1.0,-0.7655892713676534,-1.7149125517582349,-0.01575922378097769,-1.4251900376985354,-1.2586366726407514,0.0
2018-10-23,1.0,-0.7678858272581243,-1.7137032002965527,-0.021438279995057458,-1.4199308043988632,-1.2552823427653528,0.0
2018-10-24,1.0,-0.771165492522556,-1.7101717958225189,-0.006365097021381783,-1.4276974416017798,-1.264306019033494,0.0
2018-10-25,1.0,-0.6966245476656582,-1.6103102568665837,-0.0,-1.431690099068636,-1.1935694370291274,0.0
2018-10-26,1.0,-0.6555582004284694,-1.610985479647703,-0.0,-1.483099262080457,-1.2013211140204714,0.0
2018-10-29,1.0,-0.6097213143977658,-1.6416899399845506,-0.0,-1.4699031433834453,-1.2207498960128351,0.0
2018-10-30,1.0,-0.63335325762104,-1.6517035265989242,-0.0,-1.4787208607292288,-1.2134488942020323,0.0
2018-10-31,1.0,-0.6379769299023957,-1.6095238095238094,-0.0,-1.4692694469091983,-1.198698609878734,0.0
2018-11-01,1.0,-0.6212085447893309,-1.6184940398914198,-0.0,-1.4654195680396553,-1.1960344624100083,0.0
2018-11-02,1.0,-0.6249707602339181,-1.5741520467836254,-0.0,-1.4668421052631577,-1.1819298245614034,0.0
2018-11-05,1.0,-0.6190225651818075,-1.5905530223313458,-0.0,-1.4676137027943412,-1.1687127323746054,0.0
2018-11-06,1.0,-0.6212014960261805,-1.5912809724170174,-0.0,-1.465287517531557,-1.1660238429172511,0.0
2018-11-07,1.0,-0.621789245801884,-1.5932947165174653,-0.0,-1.4680826165818268,-1.1678661283716576,0.0
2018-11-08,1.0,-0.5812301472711522,-1.5843488304937916,-0.0,-1.446087207623448,-1.163673115795553,0.0
2018-11-09,1.0,-0.5808072059587736,-1.5837519487268317,-0.0,-1.4462728794965065,-1.1631733933829898,0.0
2018-11-12,1.0,-0.5786813691706869,-1.5527796921663222,-0.0,-1.4556053296577074,-1.1560992419021365,0.0
2018-11-13,1.0,-0.5383043922369766,-1.5410850073771423,-0.0,-1.453750993076836,-1.1415276359096584,0.0
2018-11-14,1.0,-0.5372734526387781,-1.5510657699760628,-0.0,-1.4611877350963183,-1.1497777271172918,0.0
2018-11-15,1.0,-0.535031847133758,-1.5503867151956323,-0.0,-1.4626364877161053,-1.1388762511373975,0.0
2018-11-16,1.0,-0.5319956923425722,-1.5393640537323583,-0.0,-1.4574052031967353,-1.1392620302669614,0.0
2018-11-19,1.0,-0.5302523390983839,-1.540799546356677,-0.0,-1.459200453643323,-1.1402324922030054,0.0
2018-11-20,1.0,-0.504992384498223,-1.5335364133807186,-0.0,-1.4586788514695095,-1.1438483668979522,0.0
2018-11-21,1.0,-0.5042711183071855,-1.5199598012394617,-0.0,-1.4486628328959856,-1.110267433420803,0.0
2018-11-23,1.0,-0.5060758082497212,-1.5011148272017836,-0.0,-1.4553511705685618,-1.1116499442586398,0.0
2018-11-26,1.0,-0.5047088325438841,-1.5082195597659516,-0.0,-1.451769295068264,-1.1078852047924213,0.0
2018-11-27,1.0,-0.48414600167177485,-1.5290610197826695,-0.0,-1.45293953747562,-1.106436333240457,0.0
2018-11-28,1.0,-0.4838637757092693,-1.533359344518143,-0.0,-1.45092246808985,-1.1056797279973245,0.0
2018-11-29,1.0,-0.43633668258935926,-1.507329929171471,-0.0,-1.4391917860868613,-1.1076703453577117,0.0
2018-11-30,1.0,-0.43599736524316607,-1.507574925897464,-0.0,-1.4400592820287628,-1.1055000548907672,0.0
2018-12-03,1.0,-0.46541689640384737,-1.714145684004166,-0.0,-1.6459596887826995,-1.3008025485511243,0.0
2018-12-04,1.0,-0.4428323412698412,-1.7627728174603174,-0.0,-1.667720734126984,-1.3270709325396826,0.0
2018-12-06,1.0,-0.41883311369354254,-1.6353779801126151,-0.0,-1.6704804121241164,-1.2654247034862824,0.0
2018-12-07,1.0,-0.42497603068072864,-1.6354266538830298,-0.0,-1.671260786193672,-1.260666347075743,0.0
2018-12-10,1.0,-0.374630920042518,-1.6372977441833,-0.0,-1.6676508798866185,-1.22581788118578,0.0
2018-12-11,1.0,-0.396281163024812,-1.6347486232012793,-0.0,-1.6790430508675314,-1.2115828744004264,0.0
2018-12-12,1.0,-0.39802203008409337,-1.6343716688380907,-0.0,-1.6793201468672272,-1.2104109913537842,0.0
2018-12-13,1.0,-0.39759962161523,-1.627172756296559,-0.0,-1.681269953884356,-1.2062788222774032,0.0
2018-12-14,1.0,-0.40368598263335104,-1.6101955224762243,-0.0,-1.6877547403863191,-1.2053872053872055,0.0
2018-12-17,1.0,-0.35925728184137157,-1.6292341460520852,-0.0,-1.6766328528207866,-1.2671293824523937,0.0
2018-12-18,1.0,-0.34696523276370067,-1.6167943429581615,-0.0,-1.6688273423688864,-1.2601649970536242,0.0
2018-12-19,1.0,-0.36156756117744415,-1.6181581747251448,-0.0,-1.6684596287977305,-1.2626788036410923,0.0
2018-12-20,1.0,-0.3586255423947461,-1.591415503694148,-0.0,-1.6657675618623198,-1.2479183769203706,0.0
2018-12-21,1.0,-0.3488534512862298,-1.5865440577348389,-0.0,-1.6631358398323828,-1.2215108834827146,0.0
2018-12-24,1.0,-0.31800633823105734,-1.5521751656583116,-0.0,-1.6523192163641602,-1.239527513684817,0.0
2018-12-26,1.0,-0.31702577584728814,-1.577413270846431,-0.0,-1.6084471623706924,-1.212436417671601,0.0
2018-12-27,1.0,-0.20920157929370478,-1.5227023470059222,-0.0,-1.5014257512612414,-1.2503838561087959,0.0
2018-12-28,1.0,-0.21112696148359486,-1.522111269614836,-0.0,-1.5017557335674312,-1.2516185668824755,0.0
2018-12-31,1.0,-0.21574984887618842,-1.517502885090949,-0.0,-1.505687750728142,-1.2564708468428862,0.0
2019-01-02,1.0,-0.20984740366670326,-1.5169612471182345,-0.0,-1.503073882972884,-1.2591942035349653,0.0
2019-01-03,1.0,-0.218206745270085,-1.5129147244310392,-0.0,-1.5072662462297777,-1.2455717027693993,0.0
2019-01-04,1.0,-0.16729251700680273,-1.5274557823129251,-0.0,-1.4905034013605443,-1.2569795918367348,0.0
2019-01-07,1.0,-0.12539285143557236,-1.4794119213764447,-0.0,-1.4940073509827945,-1.2279337346188675,0.0
2019-01-08,1.0,-0.12992460443878093,-1.4563024317723268,-0.0,-1.5022300095571839,-1.2210895189550812,0.0
2019-01-09,1.0,-0.13000318505149167,-1.4554092791166793,-0.0,-1.5018579467034718,-1.2211487419046607,0.0
2019-01-10,1.0,-0.13047169310765638,-1.453706160131586,-0.0,-1.5017774712155783,-1.219928901151377,0.0
2019-01-11,1.0,-0.13314899500159524,-1.426885036690418,-0.0,-1.5118047431670742,-1.2456131022014252,0.0
2019-01-14,1.0,-0.14545551241823113,-1.425144923682391,-0.0,-1.509439982981439,-1.2382598521512524,0.0
2019-01-15,1.0,-0.14252983802216537,-1.4183716965046886,-0.0,-1.5116155157715259,-1.2557011935208864,0.0
2019-01-16,1.0,-0.12424774990680088,-1.4206209724663152,-0.0,-1.504819726260851,-1.2759759279970178,0.0
2019-01-17,1.0,-0.13541999361226445,-1.404077504524646,-0.0,-1.505216650697328,-1.2784520387522622,0.0
2019-01-18,1.0,-0.14994635193133046,-1.400321888412017,-0.0,-1.507510729613734,-1.3069742489270386,0.0
2019-01-22,1.0,-0.0,-1.4859755757541961,-0.0,-1.782523838733062,-1.3078124128701276,0.0
2019-01-23,1.0,-0.0,-1.4322811730467875,-0.0,-1.8008730691739423,-1.3634989926124916,0.0
2019-01-24,1.0,-0.0,-1.4273719563392107,-0.0,-1.8085082563671984,-1.3616568709767702,0.0
2019-01-25,1.0,-0.0,-1.3717131935595968,-0.0,-1.9889377968261321,-1.4310784200162168,0.0
2019-01-28,1.0,-0.0,-1.360273654916512,-0.0,-2.0052179962894248,-1.4323399814471243,0.0
2019-01-29,1.0,-0.0,-1.3462569962686568,-0.0,-2.0301422574626864,-1.4538829291044777,0.0
2019-01-30,1.0,-0.0,-1.3429304114698684,-0.0,-2.0261685511131833,-1.4590861405758246,0.0
2019-01-31,1.0,-0.0,-1.3712824732573172,-0.0,-1.9640883977900552,-1.5422005407311625,0.0
2019-02-01,1.0,-0.0,-1.3732531399257033,-0.0,-1.9831357981013034,-1.5401851524264403,0.0
2019-02-04,1.0,-0.0,-1.3892180094786728,-0.0,-2.0054502369668246,-1.5294431279620853,0.0
2019-02-05,1.0,-0.0,-1.3794368196876479,-0.0,-1.9990534784666352,-1.5373284429720775,0.0
2019-02-06,1.0,-0.0,-1.3673747115555293,-0.0,-2.00278090053843,-1.5466540441394003,0.0
2019-02-07,1.0,-0.0,-1.3642066639048351,-0.0,-2.0006510031366513,-1.553352666153755,0.0
2019-02-08,1.0,-0.0,-1.3489765648175613,-0.0,-2.0150697122515573,-1.5689113022841887,0.0
2019-02-11,1.0,-0.0,-1.3330753661150136,-0.0,-2.0312537206810335,-1.5887010358375997,0.0
2019-02-12,1.0,-0.0,-1.350041821006094,-0.0,-2.038415581311985,-1.5859720396702113,0.0
2019-02-13,1.0,-0.0,-1.3752609292061786,-0.0,-2.0221864376453746,-1.5665891334168307,0.0
2019-02-14,1.0,-0.0,-1.3546320138930474,-0.0,-2.055033235523085,-1.5787771722857655,0.0
2019-02-15,1.0,-0.0,-1.382796086199652,-0.0,-2.0472417311963507,-1.5727234527882827,0.0
2019-02-19,1.0,-0.0,-1.3536000958428178,-0.0,-2.0684677129507607,-1.5680484006229782,0.0
2019-02-20,1.0,-0.0,-1.368307452485161,-0.0,-2.067030397505846,-1.5602254331794474,0.0
2019-02-21,1.0,-0.0,-1.4276304865223888,-0.0,-1.8461283002158633,-1.2612497924392538,0.0
2019-02-22,1.0,-0.0,-1.4428798422004274,-0.0,-1.7979288806092815,-1.2383431044874254,0.0
2019-02-25,1.0,-0.0,-1.438354653727393,-0.0,-1.8173246581385092,-1.258215703573004,0.0
2019-02-26,1.0,-0.0,-1.4374689963071154,-0.0,-1.8237336713884142,-1.2505649561814474,0.0
2019-02-27,1.0,-0.0,-1.4581348986598737,-0.0,-1.8261158489312217,-1.2534610698859232,0.0
2019-02-28,1.0,-0.0,-1.4697289491224172,-0.0,-1.8376471895134412,-1.246945123305932,0.0
2019-03-01,1.0,-0.0,-1.476285571642536,-0.0,-1.8291451711321904,-1.2418039607255782,0.0
2019-03-04,1.0,-0.0,-1.469916726410412,-0.0,-1.7851982573209066,-1.2596922737550325,0.0
2019-03-05,1.0,-0.0,-1.445093071924221,-0.0,-1.8005286925872894,-1.2615376142747,0.0
2019-03-06,1.0,-0.0,-1.438266512676676,-0.0,-1.8030578012429193,-1.2583182093163945,0.0
2019-03-07,1.0,-0.0,-1.3420720513997246,-0.0,-2.0666016521340063,-1.327902707664066,0.0
2019-03-08,1.0,-0.0,-1.3426376590629217,-0.0,-2.1584471940421044,-1.3629273441623175,0.0
2019-03-11,1.0,-0.0,-1.338109052157954,-0.0,-2.152033627375525,-1.43022911609733,0.0
2019-03-12,1.0,-0.0,-1.2705101116812558,-0.0,-2.2219740416540903,-1.5443404769091458,0.0
2019-03-13,1.0,-0.0,-1.2921368876959678,-0.0,-2.2460806441773933,-1.5619471725736596,0.0
2019-03-14,1.0,-0.0,-1.3037145829508598,-0.0,-2.2491279603451444,-1.5667339820084452,0.0
2019-03-15,1.0,-0.0,-1.3039712977854756,-0.0,-2.26549548434987,-1.6163553136211801,0.0
2019-03-18,1.0,-0.0,-1.3722183478095478,-0.0,-2.312749635452989,-1.6549800291637606,0.0
2019-03-19,1.0,-0.0,-1.376727596968346,-0.0,-2.3125278644672314,-1.679765620024202,0.0
2019-03-20,1.0,-0.0,-1.3902345497539466,-0.0,-2.3091966511152298,-1.691570269061162,0.0
2019-03-21,1.0,-0.0,-1.393071328314406,-0.0,-2.326974607630471,-1.6599464080643105,0.0
2019-03-22,1.0,-0.0,-1.3893902281809978,-0.0,-2.3955137295346143,-1.6608224829186542,0.0
2019-03-25,1.0,-0.0,-1.2451011478216754,-0.0,-2.442450377322595,-1.6540681083137803,0.0
2019-03-26,1.0,-0.0,-1.2806164865383385,-0.0,-2.442476178295069,-1.671995907143314,0.0
2019-03-27,1.0,-0.0,-1.0440127573209628,-0.0,-2.2968976514931865,-1.4578718469121486,0.0
2019-03-28,1.0,-0.0,-1.0429608127721337,-0.0,-2.2952104499274313,-1.4672859216255445,0.0
2019-03-29,1.0,-0.0,-1.0476494486360999,-0.0,-2.2913522925130585,-1.4648287869994197,0.0
2019-04-01,1.0,-0.0,-1.0637346037648152,-0.0,-2.2896235184754823,-1.4565419474785033,0.0
2019-04-02,1.0,-0.0,-1.0856679786987729,-0.0,-2.3067839777726324,-1.3959828664042602,0.0
2019-04-03,1.0,-0.0,-1.0877639571883135,-0.0,-2.2997396586635808,-1.3978594156783337,0.0
2019-04-04,1.0,-0.0,-1.0825555104643747,-0.0,-2.3104527798712966,-1.4044292422749145,0.0
2019-04-05,1.0,-0.0,-1.068536911192426,-0.0,-2.324853342626474,-1.4148225590985655,0.0
2019-04-08,1.0,-0.0,-1.0574479196889688,-0.0,-2.328729762664655,-1.4167005164509952,0.0
2019-04-09,1.0,-0.0,-1.051316402609506,-0.0,-2.359098322460391,-1.4143173345759552,0.0
2019-04-10,1.0,-0.0,-1.0379268221743936,-0.0,-2.36106102030132,-1.4179512535629109,0.0
2019-04-11,1.0,-0.0,-1.0108296943231438,-0.0,-2.404192139737991,-1.4073944687045121,0.0
2019-04-12,1.0,-0.0,-1.0079360448153118,-0.0,-2.4098733734025792,-1.417517651864387,0.0
2019-04-15,1.0,-0.0,-1.0132063343656867,-0.0,-2.4008064044878163,-1.4294980424238881,0.0
2019-04-16,1.0,-0.0,-1.0226635514018694,-0.0,-2.3939252336448598,-1.4244742990654207,0.0
2019-04-17,1.0,-0.0,-0.9879757179547046,-0.0,-2.4238851272472566,-1.4251692738734532,0.0
2019-04-18,1.0,-0.0,-0.9997080462454747,-0.0,-2.4097278991007824,-1.4296391451594068,0.0
2019-04-22,1.0,-0.0,-0.9934082749691012,-0.0,-2.434936142663763,-1.4571243599552703,0.0
2019-04-23,1.0,-0.0,-0.9806201550387597,-0.0,-2.429469109701668,-1.462591026544515,0.0
2019-04-24,1.0,-0.0,-0.9468407554208441,-0.0,-2.42317556539986,-1.4587899277220797,0.0
2019-04-25,1.0,-0.0,-0.9368795982716338,-0.0,-2.440324652575032,-1.461929230409903,0.0
2019-04-26,1.0,-0.0,-0.9099046393260399,-0.0,-2.485754402386942,-1.45474755747967,0.0
2019-04-29,1.0,-0.0,-0.8982368052312003,-0.0,-2.480324614666044,-1.4598318542737039,0.0
2019-04-30,1.0,-0.0,-0.8815552063325768,-0.0,-2.468075199348117,-1.4707525755194695,0.0
2019-05-01,1.0,-0.0,-0.9228418199642465,-0.0,-2.398477596447725,-1.4454183726428693,0.0
2019-05-02,1.0,-0.0,-0.932748538011696,-0.0,-2.3395826166724,-1.4610136452241715,0.0
2019-05-03,1.0,-0.0,-0.8971723824665002,-0.0,-2.3342607313195547,-1.4465137406313877,0.0
2019-05-06,1.0,-0.0,-0.8563420158550397,-0.0,-2.3429218573046433,-1.4632502831257077,0.0
2019-05-07,1.0,-0.0,-0.8544289440852898,-0.0,-2.349268458659408,-1.4671657026199387,0.0
2019-05-08,1.0,-0.0,-0.8560674157303371,-0.0,-2.2952808988764044,-1.4666292134831462,0.0
2019-05-09,1.0,-0.0,-0.8533378287255562,-0.0,-2.3045066307035285,-1.4613958192852328,0.0
2019-05-10,1.0,-0.0,-0.8478346125833379,-0.0,-2.3060675668104653,-1.4485965600313744,0.0
2019-05-13,1.0,-0.0,-0.846498599439776,-0.0,-2.3042577030812326,-1.4514285714285713,0.0
2019-05-14,1.0,-0.0,-0.7585067723818962,-0.019271005395881512,-2.2950666226186542,-1.4331020812685829,0.0
2019-05-15,1.0,-0.0,-0.8011121096382835,-0.0,-2.3437991462592676,-1.471804088968771,0.0
2019-05-16,1.0,-0.0,-0.810205807724838,-0.007217366788835636,-2.3377502114462927,-1.4833944178178742,0.0
2019-05-17,1.0,-0.0,-0.7937934542987959,-0.027641173478039682,-2.3305635633938158,-1.5005935221298963,0.0
2019-05-20,1.0,-0.0,-0.8006004645102817,-0.01863705885685153,-2.3416416473120716,-1.5038803602787063,0.0
2019-05-21,1.0,-0.0,-0.7981260647359455,-0.034696195343554795,-2.335718341851221,-1.5100511073253833,0.0
2019-05-22,1.0,-0.0,-0.781556424644335,-0.05033157626254039,-2.332369778382361,-1.5037692002493905,0.0
2019-05-23,1.0,-0.0,-0.7779664855072463,-0.060009057971014496,-2.331351902173913,-1.4919610507246377,0.0
2019-05-24,1.0,-0.0,-0.7555304740406321,-0.06202031602708804,-2.3355530474040633,-1.4902370203160273,0.0
2019-05-28,1.0,-0.0,-0.7501268248689476,-0.05833943971591229,-2.3341412547207034,-1.4940533228115664,0.0
