Date,IWF,IWM,MLI,MTUM,SPY,VLUE,VXX
2018-09-24,-0.3520910423793898,-0.9125881449417022,1.0,-0.0,-0.6544718285275432,-0.5717377644348252,0.0
2018-09-25,-0.3586276770429375,-0.9118890402822906,1.0,-0.0,-0.6541592425671663,-0.5690179226496175,0.0
2018-09-26,-0.36209731015425517,-0.9156668648781001,1.0,-0.0,-0.6551121060547764,-0.5649725418867397,0.0
2018-09-27,-0.3622149153490975,-0.9156289352175737,1.0,-0.0,-0.6551000419756541,-0.5650272841751783,0.0
2018-09-28,-0.3616299405386499,-0.9160195872682757,1.0,-0.0,-0.65498426023085,-0.5650926897516615,0.0
2018-10-01,-0.3613145079353957,-0.9198052061801492,1.0,-0.0,-0.6556073292926461,-0.5667939599901902,0.0
2018-10-02,-0.3598720517417132,-0.938556715526029,1.0,-0.0,-0.6528173222257372,-0.5638159513515413,0.0
2018-10-03,-0.3592481995432988,-0.9324784823467416,1.0,-0.0,-0.6543474442297559,-0.5670472510100123,0.0
2018-10-04,-0.36328193600505776,-0.9263109831056162,1.0,-0.0,-0.6593024481050893,-0.5634505286080573,0.0
2018-10-05,-0.3526466881389161,-0.9232250385100126,1.0,-0.0,-0.6605517434532978,-0.5644867665593054,0.0
2018-10-08,-0.35044915935544757,-0.9207592016498304,1.0,-0.0,-0.661015764269985,-0.5631444650284875,0.0
2018-10-09,-0.34701440357991886,-0.9207453503006572,1.0,-0.0,-0.6624947559781849,-0.5657949937071738,0.0
2018-10-10,-0.3504372158097237,-0.9200069954529556,1.0,-0.0,-0.6650227352221056,-0.562259531304652,0.0
2018-10-11,-0.2868422843918045,-0.9104894152882715,1.0,-0.0,-0.6422299366959362,-0.563916683683888,0.0
2018-10-12,-0.28370350367920066,-0.9079524741780868,1.0,-0.0,-0.6325862418146222,-0.5511712684803888,0.0
2018-10-15,-0.2477612949008211,-0.9478930828236406,1.0,-0.0,-0.628493224749096,-0.5550636974960294,0.0
2018-10-16,-0.2386039886039886,-0.9692714692714692,1.0,-0.0,-0.6286799620132953,-0.5550807217473884,0.0
2018-10-17,-0.2235345289079229,-0.9419499464668095,1.0,-0.0,-0.622892130620985,-0.5574812633832976,0.0
2018-10-18,-0.22543856706805757,-0.9478080032200717,1.0,-0.0,-0.6218428202462013,-0.559152047764398,0.0
2018-10-19,-0.20800026645350386,-0.9386157740474287,1.0,-0.0,-0.6252664535038636,-0.5588196109778844,0.0
2018-10-22,-0.20803333333333335,-0.9272333333333332,1.0,-0.0,-0.6325333333333334,-0.5655666666666667,0.0
2018-10-23,-0.20809306356454785,-0.9272357588080397,1.0,-0.0,-0.6324122529249026,-0.5654811506283124,0.0
2018-10-24,-0.22692091190543204,-1.007915845764143,1.0,-0.0,-0.6800239234449761,-0.6032929918378834,0.0
2018-10-25,-0.1819088674338238,-0.9955466885175818,1.0,-0.0,-0.7751255833838042,-0.610032420107592,0.0
2018-10-26,-0.16546863988724456,-0.9805144467935166,1.0,-0.0,-0.7777307963354475,-0.5999295278365046,0.0
2018-10-29,-0.13561586051743532,-0.999437570303712,1.0,-0.0,-0.7685250281214847,-0.6116071428571429,0.0
2018-10-30,-0.14207784894770184,-1.0004575209403817,1.0,-0.0,-0.7693038642922503,-0.6075526149081439,0.0
2018-10-31,-0.1507285974499089,-0.9747793190416142,1.0,-0.0,-0.7722432394563541,-0.6051211993834944,0.0
2018-11-01,-0.13122900335946247,-0.9904465285554311,1.0,-0.0,-0.7718365061590146,-0.6059280515117581,0.0
2018-11-02,-0.13150694541882982,-0.9961063561105654,1.0,-0.0,-0.7718535148028624,-0.6082853935737337,0.0
2018-11-05,-0.12728420609589283,-1.0083476552909405,1.0,-0.0,-0.7730349689593491,-0.5987513591245485,0.0
2018-11-06,-0.13012377713103543,-1.009888144745608,1.0,-0.0,-0.7707142606683264,-0.5957081244082892,0.0
2018-11-07,-0.13166508288459508,-1.0130574033013058,1.0,-0.0,-0.7757012635061417,-0.5990919649456236,0.0
2018-11-08,-0.10692986433229869,-1.012904125832665,1.0,-0.0,-0.7660865622711261,-0.6016461479440589,0.0
2018-11-09,-0.10792421228933319,-1.0131546809030323,1.0,-0.0,-0.7659025088104958,-0.6022889842632332,0.0
2018-11-12,-0.10725761385861972,-1.0158913104219056,1.0,-0.0,-0.7663104219055601,-0.6031014249790444,0.0
2018-11-13,-0.07865674225376493,-1.0147481391725808,1.0,-0.0,-0.7704691016098321,-0.5981305175696728,0.0
2018-11-14,-0.07852369906173182,-1.0149222726171105,1.0,-0.0,-0.7705224526538103,-0.5982411799328325,0.0
2018-11-15,-0.07737251512532412,-1.0163526361279172,1.0,-0.0,-0.7738980121002592,-0.5895937770095073,0.0
2018-11-16,-0.07698149682408174,-1.0123929853631592,1.0,-0.0,-0.7723004694835681,-0.5904101077050539,0.0
2018-11-19,-0.07918536416983085,-1.0116327235070763,1.0,-0.0,-0.7710390058681394,-0.589989644459786,0.0
2018-11-20,-0.05210228247811911,-1.0070362107430926,1.0,-0.0,-0.7732623991762485,-0.5998970310622962,0.0
2018-11-21,-0.05360607195126102,-1.0020761716755726,1.0,-0.0,-0.7699874068275415,-0.5778904734352132,0.0
2018-11-23,-0.054369262155729355,-0.9962937776266577,1.0,-0.0,-0.7715062903774227,-0.5780346820809249,0.0
2018-11-26,-0.05540780141843972,-0.9942375886524824,1.0,-0.0,-0.7769708128750682,-0.5831287506819423,0.0
2018-11-27,-0.04812489394196504,-0.9954522314610554,1.0,-0.0,-0.7724079416256574,-0.5778720515866281,0.0
2018-11-28,-0.04602823609457391,-1.0102058173158701,1.0,-0.0,-0.7689402959687022,-0.5767647559108692,0.0
2018-11-29,-0.035078834531888314,-1.0011141497012053,1.0,-0.0,-0.763766501232317,-0.5762854924204058,0.0
2018-11-30,-0.033544539694371975,-1.004574255412869,1.0,-0.0,-0.7660353064751126,-0.5841493579100735,0.0
2018-12-03,-0.03199702038328706,-1.0047064400352137,1.0,-0.0,-0.7656599173833548,-0.5835985643664929,0.0
2018-12-04,-0.028602339576712425,-1.0057137061329366,1.0,-0.0,-0.7643518831564001,-0.5822232740550409,0.0
2018-12-06,-0.019867107415940433,-0.9886807572873886,1.0,-0.0,-0.7617950515876991,-0.5686333433503623,0.0
2018-12-07,-0.034412139931511446,-0.9925132612636809,1.0,-0.0,-0.7677768078963271,-0.5626133082656282,0.0
2018-12-10,-0.011806964446070444,-0.9971064622343434,1.0,-0.0,-0.76871653307613,-0.5482755180097781,0.0
2018-12-11,-0.03715356808140313,-0.9947784174588298,1.0,-0.0,-0.7843419467130807,-0.5309278350515464,0.0
2018-12-12,-0.0376221716427902,-0.9945441156781363,1.0,-0.0,-0.7842415316642121,-0.5307604766367652,0.0
