Date,IWF,IWM,MTUM,SPY,SQ,VLUE,VXX
2018-09-24,-0.9597900315971868,-1.2238303944552034,-0.6691468759555601,-0.7750993782489043,1.0,-0.4684028131688921,0.0
2018-09-25,-0.9622478092520889,-1.2213164866517219,-0.6732728754840024,-0.7729773792541267,1.0,-0.46499898104748316,0.0
2018-09-26,-1.0097766855433272,-1.3105566834063467,-0.6998610962709692,-0.8318196388503045,1.0,-0.4904370125013356,0.0
2018-09-27,-1.0107836856715782,-1.3057868887465303,-0.7009395686525732,-0.8311979500320308,1.0,-0.48975016015374767,0.0
2018-09-28,-1.017829415859078,-1.3060984098088557,-0.7005943138619692,-0.8356802484339027,1.0,-0.4939765486962574,0.0
2018-10-01,-1.0175635876840696,-1.3062918340026775,-0.700776439089692,-0.8356626506024096,1.0,-0.4944042838018741,0.0
2018-10-02,-1.0170591706453518,-1.3234268547824688,-0.6960999946354809,-0.834450941473097,1.0,-0.49337481894748136,0.0
2018-10-03,-1.0165763639289738,-1.3101228474867228,-0.6939005418164261,-0.8404592028324661,1.0,-0.5034064696099996,0.0
2018-10-04,-1.024487165717968,-1.3003436795188488,-0.6949307270969821,-0.8516808076468693,1.0,-0.4985501020298572,0.0
2018-10-05,-1.0148152109964166,-1.2942183237952614,-0.683959993581858,-0.8557522597208108,1.0,-0.49965235064448843,0.0
2018-10-08,-1.012493326214629,-1.2896956753870796,-0.6786972770955687,-0.8600640683395623,1.0,-0.498077949813134,0.0
2018-10-09,-1.0507572431957857,-1.3330223880597014,-0.7159789288849868,-0.8809262510974538,1.0,-0.5065847234416154,0.0
2018-10-10,-1.0516730663741087,-1.3319253976961054,-0.7170597915523862,-0.8809654415798135,1.0,-0.5037849698299507,0.0
2018-10-11,-1.016498821512749,-1.3170666380972786,-0.6771480608527961,-0.855421041354189,1.0,-0.4906256695950289,0.0
2018-10-12,-1.021579605370441,-1.3485894439310757,-0.6695113333695711,-0.8836223297276731,1.0,-0.5123661466543458,0.0
2018-10-15,-1.0310064846602365,-1.3446678655114164,-0.6762029317203422,-0.8869816358781537,1.0,-0.5104353986158793,0.0
2018-10-16,-1.0285574145730014,-1.3544607335549623,-0.6689737860373862,-0.8874053081911821,1.0,-0.5105455338165568,0.0
2018-10-17,-1.0104127529386506,-1.310987064569803,-0.6541785196715152,-0.8792335355053406,1.0,-0.5125865492995545,0.0
2018-10-18,-1.0109512561735021,-1.3120571183165126,-0.6536933648271419,-0.8789993558084603,1.0,-0.5125617350225466,0.0
2018-10-19,-1.0028790786948176,-1.3021433141394754,-0.644806995094903,-0.8789720622734059,1.0,-0.5028257624226914,0.0
2018-10-22,-1.0041571177317061,-1.2960613974311146,-0.6396631668709695,-0.8829078505569472,1.0,-0.5069018813622556,0.0
2018-10-23,-1.0086395392245746,-1.296090875153325,-0.6487120686896698,-0.8761132739587222,1.0,-0.5035464775211989,0.0
2018-10-24,-1.0099669544824645,-1.295970578829549,-0.645613474043279,-0.8763991045730731,1.0,-0.501918771985929,0.0
2018-10-25,-0.9722739499275812,-1.235257603972688,-0.6398717152907097,-0.8757500517277055,1.0,-0.44966894268570246,0.0
2018-10-26,-0.9593971085819747,-1.2208551215010766,-0.6261663078027273,-0.8792166512867836,1.0,-0.44104378140059464,0.0
2018-10-29,-0.9464577378521846,-1.2321866067782767,-0.6139240506329113,-0.870253164556962,1.0,-0.44130257247856264,0.0
2018-10-30,-0.9634221311475409,-1.2359118852459015,-0.6226946721311475,-0.8722848360655737,1.0,-0.4286372950819672,0.0
2018-10-31,-0.9689074347361458,-1.2059437178769528,-0.6250572489949621,-0.8686580835580886,1.0,-0.42023306701949015,0.0
2018-11-01,-0.9801368464052289,-1.1982230392156863,-0.6343443627450981,-0.871374591503268,1.0,-0.42202818627450983,0.0
2018-11-02,-0.9849062357066626,-1.1749250393860853,-0.6309396757635818,-0.8753875082583726,1.0,-0.4159170605275194,0.0
2018-11-05,-0.9781359637972238,-1.1969797122082677,-0.6298876290232369,-0.8783240962017592,1.0,-0.4013321808104947,0.0
2018-11-06,-1.0021471294923572,-1.2227902458974491,-0.6159705536526763,-0.8783804508971934,1.0,-0.39297581923214553,0.0
2018-11-07,-1.0035299534455415,-1.2240241469279174,-0.614058423287461,-0.8802373765795262,1.0,-0.39397349976978563,0.0
