Date,IBN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4075429424943988,-0.7631814787154594,-0.08342046303211352,-0.7325989544436147,-0.7473861090365945,0.0
2018-09-25,1.0,-0.4063659880778315,-0.7706669665954335,-0.07801897049450754,-0.7389120083980054,-0.7551081618115697,0.0
2018-09-26,1.0,-0.4118222891566265,-0.7794427710843373,-0.08482680722891567,-0.7410768072289157,-0.7478915662650603,0.0
2018-09-27,1.0,-0.4173163107746771,-0.769065642300305,-0.08823861710541182,-0.7426656121718826,-0.7487666177079803,0.0
2018-09-28,1.0,-0.41322907222725896,-0.7782184950135992,-0.08926412813538834,-0.7452780296161982,-0.7515865820489573,0.0
2018-10-01,1.0,-0.4160142214153334,-0.7773365104580354,-0.08888384583380611,-0.7476455236582321,-0.7524112107114489,0.0
2018-10-02,1.0,-0.4187895075513835,-0.7587342442938794,-0.0959158181611719,-0.7532457700897083,-0.7584692834702298,0.0
2018-10-03,1.0,-0.41898235784053917,-0.7595214658893011,-0.09631256152040585,-0.7530097675475127,-0.7580071174377225,0.0
2018-10-04,1.0,-0.43193757137419114,-0.7519984773505901,-0.0972972972972973,-0.7714503235629997,-0.7539398553483061,0.0
2018-10-05,1.0,-0.4142198865150996,-0.7450397958795081,-0.07677367759625273,-0.7932518374652501,-0.7789710194599947,0.0
2018-10-08,1.0,-0.4132709355857398,-0.743674618574744,-0.07537191340410151,-0.7938211010919606,-0.7785640908572081,0.0
2018-10-09,1.0,-0.41017518415327653,-0.7487118812259074,-0.06270753024693713,-0.803862447998168,-0.7911911759093164,0.0
2018-10-10,1.0,-0.40968456427098454,-0.7501718475521272,-0.061330481936912866,-0.8044374856793707,-0.7932101122737342,0.0
2018-10-11,1.0,-0.3282259904189796,-0.7856436772868983,-0.0,-0.8216105239145313,-0.8665120523154134,0.0
2018-10-12,1.0,-0.33513533806359574,-0.7753125351954049,-0.0,-0.8006532267147201,-0.8430378796411008,0.0
2018-10-15,1.0,-0.3223075482300056,-0.7831429106574264,-0.0,-0.7978273084847349,-0.8427420865330586,0.0
2018-10-16,1.0,-0.3147091932457786,-0.798874296435272,-0.0,-0.7969606003752344,-0.8417636022514071,0.0
2018-10-17,1.0,-0.29612941350273303,-0.7632959078150391,-0.0,-0.7892229280543654,-0.8446594770276259,0.0
2018-10-18,1.0,-0.29868830591373946,-0.7708981769675411,-0.0,-0.7885356454720617,-0.8472283978064324,0.0
2018-10-19,1.0,-0.2841423471828653,-0.7599087329334265,-0.0,-0.7890553122584918,-0.8470172597799286,0.0
2018-10-22,1.0,-0.28506469500924214,-0.7452125693160813,-0.0,-0.8050277264325323,-0.8615526802218114,0.0
2018-10-23,1.0,-0.29926383105294474,-0.753457763236169,-0.0,-0.8024613325401547,-0.8628420582986318,0.0
2018-10-24,1.0,-0.29775908278737345,-0.7476920786182252,-0.0,-0.8068046456223943,-0.8701980345443717,0.0
2018-10-25,1.0,-0.26020481753930474,-0.6955863262656857,-0.0,-0.8119861531804413,-0.8381652964084811,0.0
2018-10-26,1.0,-0.24692063265378986,-0.682530615159413,-0.0,-0.8125245456817451,-0.8283051876182655,0.0
2018-10-29,1.0,-0.2007600672367171,-0.7492874369655778,-0.0,-0.8232478257692026,-0.8809106190162975,0.0
2018-10-30,1.0,-0.17966461628588168,-0.7529657293497365,-0.0,-0.8272554188635033,-0.9015084944346808,0.0
2018-10-31,1.0,-0.18719068413391557,-0.7267467248908297,-0.0,-0.8277292576419214,-0.8973435225618632,0.0
2018-11-01,1.0,-0.1857834042707992,-0.7275637527738368,-0.0,-0.8273491214667684,-0.8970861071701408,0.0
2018-11-02,1.0,-0.18821058729813891,-0.7115287131580853,-0.0,-0.8286624665073503,-0.8924252299225144,0.0
2018-11-05,1.0,-0.18848451928299836,-0.7109904037660691,-0.0,-0.8287162773854789,-0.8930291508238276,0.0
2018-11-06,1.0,-0.19583333333333333,-0.7176449275362318,-0.0,-0.8242028985507245,-0.8855072463768116,0.0
2018-11-07,1.0,-0.19542310895462936,-0.7173118007024658,-0.0,-0.8232248252887713,-0.8849983705688524,0.0
2018-11-08,1.0,-0.16768336443232382,-0.716736041337735,-0.0,-0.813262523324243,-0.8906990096167647,0.0
2018-11-09,1.0,-0.16848528356066045,-0.717013639626705,-0.0,-0.8130653266331658,-0.8908470926058865,0.0
2018-11-12,1.0,-0.16794248104163687,-0.6963084847617685,-0.0,-0.8238660752611247,-0.8889683788810989,0.0
2018-11-13,1.0,-0.14665909655441609,-0.6894006600191619,-0.0,-0.8247400730988964,-0.8877257726837231,0.0
2018-11-14,1.0,-0.15559157212317667,-0.7027552674230145,-0.0,-0.8433639474158112,-0.8999819917161894,0.0
2018-11-15,1.0,-0.15691614918110178,-0.7192867777898827,-0.0,-0.8662526782147656,-0.8890220430693249,0.0
2018-11-16,1.0,-0.15463730851410568,-0.7115851229493355,-0.0,-0.8638684677506971,-0.891391735776627,0.0
2018-11-19,1.0,-0.15822647250597693,-0.7109324059986958,-0.0,-0.862276316742737,-0.8909657320872274,0.0
2018-11-20,1.0,-0.11615852561102911,-0.7011986609553292,-0.0,-0.8681832907382743,-0.9140419711313488,0.0
2018-11-21,1.0,-0.11872569655024792,-0.6925903464021976,-0.0,-0.8646141771610003,-0.8915843173629197,0.0
2018-11-23,1.0,-0.11908244443651671,-0.6924833220363169,-0.0,-0.8644714780064928,-0.8914416182084121,0.0
2018-11-26,1.0,-0.1194216351303106,-0.6914316315601571,-0.0,-0.8662263477329525,-0.8931096037129596,0.0
2018-11-27,1.0,-0.10875435230583387,-0.6948056562211328,-0.0,-0.8612946777517232,-0.888048035244795,0.0
2018-11-28,1.0,-0.11025832356180933,-0.6907223821198877,-0.0,-0.8631631311516185,-0.8891376185907686,0.0
2018-11-29,1.0,-0.08946461841318944,-0.6784898231799487,-0.0,-0.8573839069146132,-0.8900059760255915,0.0
2018-11-30,1.0,-0.0902594430950118,-0.6811701341218714,-0.0,-0.8621466539937339,-0.8867180624493963,0.0
2018-12-03,1.0,-0.08549149671865076,-0.6869310563827535,-0.0,-0.8664526144943899,-0.8894573424599533,0.0
2018-12-04,1.0,-0.07407798795308043,-0.6946000211349467,-0.0,-0.8640670682306527,-0.8897460283912784,0.0
2018-12-06,1.0,-0.06475190446777847,-0.6239105071717795,-0.0,-0.8753688833985313,-0.8674421796719511,0.0
2018-12-07,1.0,-0.0640977250111519,-0.62388909858285,-0.0,-0.8757506090656417,-0.8676182959887452,0.0
2018-12-10,1.0,-0.034715853120010874,-0.6280444308570264,-0.0,-0.8801250042460682,-0.8539352559529876,0.0
2018-12-11,1.0,-0.0,-0.6629591129591129,-0.0,-0.8933818433818433,-0.9086625086625085,0.0
2018-12-12,1.0,-0.0,-0.6631090165638645,-0.0,-0.8941368078175895,-0.9079977822440917,0.0
2018-12-13,1.0,-0.0011860327205497612,-0.6749921512540552,-0.0,-0.8959081871141034,-0.9162102766246905,0.0
2018-12-14,1.0,-0.009324579171614165,-0.6542571767828457,-0.0,-0.9111196479709437,-0.91768526926032,0.0
2018-12-17,1.0,-0.0,-0.6520089130283406,-0.0,-0.8917554487849038,-0.9378873337511316,0.0
2018-12-18,1.0,-0.0,-0.6345974025974025,-0.0,-0.8852640692640693,-0.9433419913419914,0.0
