Date,IWF,IWM,MTUM,OSB,SPY,VLUE,VXX
2018-09-24,-0.5105182144689585,-1.2014280827774928,-0.06952283222165213,1.0,-0.7545749957243031,-0.7396528134085856,0.0
2018-09-25,-0.5100984167736414,-1.2030380830124092,-0.06824989302524603,1.0,-0.7560547710740266,-0.741591784338896,0.0
2018-09-26,-0.5097191299880117,-1.203159787634869,-0.0663212878917623,1.0,-0.7573214591539648,-0.7450333961294743,0.0
2018-09-27,-0.5153720989980303,-1.191915731780423,-0.06992378179326883,1.0,-0.7588421683651623,-0.7458679455339557,0.0
2018-09-28,-0.5139578694982018,-1.1926271621853057,-0.07064565850316835,1.0,-0.7585631101215962,-0.74576126048981,0.0
2018-10-01,-0.5301068728820924,-1.2056216873750978,-0.0689460422278217,1.0,-0.7793031540533496,-0.7604483447736554,0.0
2018-10-02,-0.5407287378470702,-1.173250416046247,-0.08390995883331874,1.0,-0.80016641849873,-0.7813786458789524,0.0
2018-10-03,-0.5414384011920935,-1.1764473857211728,-0.08489284305561641,1.0,-0.799754568961739,-0.7802077398430994,0.0
2018-10-04,-0.562874251497006,-1.1736083388777998,-0.08640496784209359,1.0,-0.8315369261477046,-0.7811488134841428,0.0
2018-10-05,-0.5511790161617945,-1.1684182637110307,-0.07233065442020666,1.0,-0.8366157378786541,-0.7872471959727987,0.0
2018-10-08,-0.5508078043612608,-1.1681822194755893,-0.07151055001324269,1.0,-0.8367617197845856,-0.7870133309790766,0.0
2018-10-09,-0.5655547627541919,-1.181591152336782,-0.08927934356047093,1.0,-0.839457723867285,-0.7835800927577596,0.0
2018-10-10,-0.5652503793626708,-1.1838346871373737,-0.08774435419084174,1.0,-0.8402660001785236,-0.7859948228153173,0.0
2018-10-11,-0.5127850725639254,-1.1732463718037318,-0.021380442294402214,1.0,-0.8191516931582585,-0.7927176917760884,0.0
2018-10-12,-0.5338896020539153,-1.173513050919983,-0.015019255455712453,1.0,-0.7946084724005136,-0.7619597774925119,0.0
2018-10-15,-0.49088093599449417,-1.2389022711631108,-0.0,1.0,-0.7968857536132141,-0.774776324845148,0.0
2018-10-16,-0.48354866494401383,-1.2534453057708872,-0.0,1.0,-0.7958656330749354,-0.7737295434969853,0.0
2018-10-17,-0.4580536204348744,-1.2048131728942368,-0.0,1.0,-0.7835761030187882,-0.7756808106396453,0.0
2018-10-18,-0.48443408671181076,-1.2767126901767654,-0.0,1.0,-0.8159792454489491,-0.8200685955500835,0.0
2018-10-19,-0.45860542577902436,-1.265810579830828,-0.0,1.0,-0.8294692553797607,-0.8287680238418722,0.0
2018-10-22,-0.45863080898777975,-1.2583767684288905,-0.0,1.0,-0.8319390302658666,-0.8310630283386623,0.0
2018-10-23,-0.4609422891671775,-1.2581662142043961,-0.0,1.0,-0.8298012085121289,-0.8297574218407917,0.0
2018-10-24,-0.45836977435718035,-1.2545915690047227,-0.0,1.0,-0.8294122791673956,-0.8305929683400385,0.0
2018-10-25,-0.4083782872555631,-1.1882585974376263,-0.0,1.0,-0.8344150370869858,-0.783378287255563,0.0
2018-10-26,-0.38808453985688135,-1.168039607255783,-0.0,1.0,-0.8349975037443834,-0.7693043767681811,0.0
2018-10-29,-0.37138363478332853,-1.1726749720624148,-0.0,1.0,-0.8254625222465958,-0.7693804064401308,0.0
2018-10-30,-0.375119062409409,-1.1731892160516835,-0.0,1.0,-0.8258996976850127,-0.7670932206899408,0.0
2018-10-31,-0.3829734731647131,-1.14320378367263,-0.0,1.0,-0.8252107752416203,-0.761299609294674,0.0
2018-11-01,-0.39123443555702153,-1.1400181413375114,-0.0,1.0,-0.8282345180176466,-0.7635441576647151,0.0
2018-11-02,-0.39280131806852264,-1.1966963795361414,-0.0,1.0,-0.8430991508597018,-0.7919395040344726,0.0
2018-11-05,-0.38421744476953734,-1.2304202179536106,-0.0,1.0,-0.8510791671967094,-0.7746681931900097,0.0
2018-11-06,-0.38031880977683313,-1.228862911795962,-0.0,1.0,-0.8580658873538789,-0.7835494155154091,0.0
2018-11-07,-0.38513366659421866,-1.264333840469463,-0.0,1.0,-0.8852423386220386,-0.8121712671158444,0.0
2018-11-08,-0.34744996772111036,-1.2662793199913922,-0.0,1.0,-0.8713148267699591,-0.8187647944910694,0.0
2018-11-09,-0.34730410086492536,-1.265803175696028,-0.0,1.0,-0.8715091010800808,-0.8184947717199534,0.0
2018-11-12,-0.3458656275424999,-1.2496895473814928,-0.0,1.0,-0.8733781526998673,-0.8131717552348736,0.0
2018-11-13,-0.29735901081383825,-1.2709922019732023,-0.0,1.0,-0.9084485804144586,-0.8315023049416225,0.0
2018-11-14,-0.29712143411186764,-1.2714815134017066,-0.0,1.0,-0.9086874084288546,-0.8318969232095148,0.0
2018-11-15,-0.2966635054746099,-1.2771790671609622,-0.0,1.0,-0.918010173290801,-0.818906802310544,0.0
2018-11-16,-0.29000731906832566,-1.2634003530374134,-0.0,1.0,-0.91970551513325,-0.832221121970121,0.0
2018-11-19,-0.28609648744282384,-1.2679295762492448,-0.0,1.0,-0.9253042202468283,-0.8358505221368776,0.0
2018-11-20,-0.2152933081025288,-1.2621709960433511,-0.0,1.0,-0.9420694993979012,-0.8811715121279889,0.0
2018-11-21,-0.22626210899159302,-1.2581402295907482,-0.0,1.0,-0.9433277856015021,-0.8397132249391883,0.0
2018-11-23,-0.22855193586900904,-1.2395104895104896,-0.0,1.0,-0.9529677639433737,-0.8429984649496843,0.0
2018-11-26,-0.22708635858887846,-1.2524557956777997,-0.0,1.0,-0.9510549244042026,-0.8403519261980013,0.0
2018-11-27,-0.21236981934112648,-1.2597236981934112,-0.0,1.0,-0.9451647183846972,-0.833538788522848,0.0
2018-11-28,-0.21205034441704226,-1.2639255038693766,-0.0,1.0,-0.9433625308274514,-0.8326813504549707,0.0
2018-11-29,-0.16198576782180302,-1.2509158280348647,-0.0,1.0,-0.947913596361952,-0.8498884163543727,0.0
2018-11-30,-0.1646450080583595,-1.2627873441343627,-0.0,1.0,-0.9640766816523879,-0.8497328017643566,0.0
2018-12-03,-0.15969743328233896,-1.2685279619241883,-0.0,1.0,-0.9685534591194969,-0.8527961924188339,0.0
2018-12-04,-0.14805557909006187,-1.2742946708463951,-0.0,1.0,-0.9635685842582394,-0.8502922985681607,0.0
2018-12-06,-0.13636922572447432,-1.2037545599868837,-0.0,1.0,-0.9496659425339181,-0.809074886256507,0.0
2018-12-07,-0.14652481104173515,-1.2054304962208346,-0.0,1.0,-0.9524728885967795,-0.803360170883996,0.0
2018-12-10,-0.11413153730677161,-1.2100052744755954,-0.0,1.0,-0.9511908142978862,-0.7819612934637076,0.0
2018-12-11,-0.0880954333032713,-1.2321472493236043,-0.0,1.0,-0.958473395097155,-0.8206526194965976,0.0
2018-12-12,-0.0845533804902122,-1.2370866918901136,-0.0,1.0,-0.9617947030761639,-0.829083730876789,0.0
2018-12-13,-0.08492891774180295,-1.234283835976662,-0.0,1.0,-0.9620757662913961,-0.827512531843208,0.0
2018-12-14,-0.09182038535803788,-1.215685468961834,-0.0,1.0,-0.9728852553305123,-0.8279035372416911,0.0
2018-12-17,-0.0668849774866967,-1.2178059762586984,-0.0,1.0,-0.9566925910765454,-0.8519443307408924,0.0
2018-12-18,-0.04969145826567067,-1.2037999350438453,-0.0,1.0,-0.9517700552127314,-0.8544982137057486,0.0
2018-12-19,-0.06033851411831719,-1.2033932785417853,-0.0,1.0,-0.9499145577345595,-0.8550329563023843,0.0
2018-12-20,-0.05610587853199091,-1.1846378694381292,-0.0,1.0,-0.9676031178954205,-0.8514127963624553,0.0
2018-12-21,-0.04929605873572956,-1.185485497599742,-0.0,1.0,-0.9697849852757271,-0.8294808181048046,0.0
2018-12-24,-0.01637239165329053,-1.1579855537720707,-0.0,1.0,-0.9709069020866773,-0.8676163723916533,0.0
2018-12-26,-0.01715744952517756,-1.1841433245551032,-0.0,1.0,-0.9381134785731386,-0.8506902880855478,0.0
2018-12-27,-0.0,-1.129042133863993,-0.0,1.0,-0.8350235352646282,-0.8627683594198462,0.0
2018-12-28,-0.0,-1.1301422235815872,-0.0,1.0,-0.8329255237803945,-0.8601468114390579,0.0
2018-12-31,-0.0,-1.134231269610469,-0.0,1.0,-0.832631820616821,-0.8595699089308946,0.0
2019-01-02,-0.0,-1.1328441488955132,-0.0,1.0,-0.8296644500496828,-0.8592448215241153,0.0
2019-01-03,-0.0,-1.1391772395232602,-0.0,1.0,-0.8675124951941561,-0.8379853902345251,0.0
2019-01-04,-0.0,-1.1410197694832458,-0.0,1.0,-0.8377604762995192,-0.8377223112739486,0.0
2019-01-07,-0.0,-1.102401551312649,-0.0,1.0,-0.8192869928400954,-0.8074284009546538,0.0
2019-01-08,-0.0,-1.0915076442361344,-0.0,1.0,-0.8240895733363091,-0.8042629170851467,0.0
2019-01-09,-0.0,-1.1107070555597212,-0.0,1.0,-0.8334333058408938,-0.8048661618055035,0.0
2019-01-10,-0.0,-1.1135681033188167,-0.0,1.0,-0.8336086499474396,-0.8071407118185914,0.0
2019-01-11,-0.0,-1.1108307599608345,-0.0,1.0,-0.8388943285380734,-0.8161858853656699,0.0
2019-01-14,-0.0,-1.1146014028207254,-0.0,1.0,-0.8491967720039217,-0.8072252809412473,0.0
2019-01-15,-0.0,-1.1273875656342744,-0.0,1.0,-0.8566699642340765,-0.8208659919336427,0.0
2019-01-16,-0.0,-1.131911471894624,-0.0,1.0,-0.83845152396998,-0.8587073058661356,0.0
2019-01-17,-0.0,-1.1275504344830225,-0.0,1.0,-0.8402557133560463,-0.8602381043524863,0.0
2019-01-18,-0.0,-1.1271464402855491,-0.0,1.0,-0.8508199884236929,-0.8808412116534826,0.0
2019-01-22,-0.0,-1.211346852655023,-0.0,1.0,-0.8745750791231978,-0.8213964755987966,0.0
2019-01-23,-0.0,-1.1922788457742863,-0.0,1.0,-0.8869458808668536,-0.868195634153081,0.0
2019-01-24,-0.0,-1.2055304650978529,-0.0,1.0,-0.8765549481023692,-0.8795261865145394,0.0
2019-01-25,-0.0,-1.2237164813603665,-0.0,1.0,-0.9074149771092217,-0.9565075212557228,0.0
2019-01-28,-0.0,-1.200900163666121,-0.0,1.0,-0.9407119476268412,-0.9500818330605564,0.0
2019-01-29,-0.0,-1.1951710261569417,-0.0,1.0,-0.9387344475013346,-0.9724058637539522,0.0
2019-01-30,-0.0,-1.1953192362964484,-0.0,1.0,-0.9388215972079655,-0.9717922397864915,0.0
2019-01-31,-0.0,-1.2108986222496403,-0.0,1.0,-0.9031050791692371,-0.9987250668311741,0.0
