Date,AMAG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.0726486931467378,-1.6912945050421897,-0.4214859024490636,-1.4004253275708305,-1.274267681964739,0.0
2018-09-25,1.0,-1.0736423477783872,-1.689042786615469,-0.42388919363686234,-1.3985874931431708,-1.271667580910587,0.0
2018-09-26,1.0,-1.08475395127338,-1.7061218855683624,-0.43501967009455456,-1.406860376837601,-1.269031679204914,0.0
2018-09-27,1.0,-1.0868725868725868,-1.6969801434087148,-0.4371207942636514,-1.4058880308880308,-1.267719249862107,0.0
2018-09-28,1.0,-1.0926586885016447,-1.7376303450206454,-0.4459374343900903,-1.4299811043460007,-1.2922527818601723,0.0
2018-10-01,1.0,-1.0945945945945945,-1.7365915137935863,-0.4462960369696121,-1.4314521775661673,-1.2928161321943705,0.0
2018-10-02,1.0,-1.0964985994397758,-1.7227591036414565,-0.451750700280112,-1.4350140056022407,-1.296778711484594,0.0
2018-10-03,1.0,-1.096365291687093,-1.7097135653757267,-0.4501015477274318,-1.4407871699698858,-1.3063239722669655,0.0
2018-10-04,1.0,-1.1007845077390628,-1.7387801258039437,-0.4528941974697858,-1.4480175277404763,-1.3271609301010672,0.0
2018-10-05,1.0,-1.0840037018580477,-1.7445006051114116,-0.4246458318502171,-1.4908521392468141,-1.3749555065138463,0.0
2018-10-08,1.0,-1.0820698982133958,-1.7415474410990106,-0.41654210264075736,-1.500676204712079,-1.3771086910100363,0.0
2018-10-09,1.0,-1.0861134873110923,-1.7445109780439123,-0.4220844026233248,-1.5006415739948675,-1.3752495009980041,0.0
2018-10-10,1.0,-1.0934171967693518,-1.7464084054034736,-0.4279179472518047,-1.5076120363090557,-1.372096347652062,0.0
2018-10-11,1.0,-0.9973751467845546,-1.7435932859017749,-0.28293154659114456,-1.4871174967189333,-1.3964909857014574,0.0
2018-10-12,1.0,-1.0116795300867427,-1.7359469981558635,-0.2679461785397172,-1.4571409056758418,-1.3574209411925413,0.0
2018-10-15,1.0,-0.9946917109024093,-1.757111746291003,-0.24016605417177084,-1.4556281475432151,-1.3579692391452294,0.0
2018-10-16,1.0,-0.9913470055188388,-1.7763848197860597,-0.22777134291748993,-1.45792736935341,-1.359950943653335,0.0
2018-10-17,1.0,-0.9566551080288076,-1.7079221125633501,-0.1916511069618565,-1.446319018404908,-1.3658975726860496,0.0
2018-10-18,1.0,-0.9571771611526146,-1.709178228388474,-0.19110192102454643,-1.4463713980789754,-1.3663954108858059,0.0
2018-10-19,1.0,-0.9365992331085548,-1.6913261933095332,-0.16481554938516463,-1.4520692846753933,-1.366322887742959,0.0
2018-10-22,1.0,-0.9383588794926004,-1.6831395348837208,-0.15915697674418605,-1.4561310782241017,-1.3699788583509513,0.0
2018-10-23,1.0,-0.9379916705229061,-1.6846036887684275,-0.15720235340781386,-1.4588484167382825,-1.3721160838236266,0.0
2018-10-24,1.0,-0.9399325976343093,-1.680829974228507,-0.1450472477367343,-1.4638868697548406,-1.3784444591290559,0.0
2018-10-25,1.0,-0.8761315823026903,-1.5950529134259848,-0.11271197245951806,-1.4707382379191636,-1.3204131072293765,0.0
2018-10-26,1.0,-0.8523198792908336,-1.570979504589463,-0.08437067773167357,-1.475166603797309,-1.3041619514648561,0.0
2018-10-29,1.0,-0.8304904717275852,-1.5820681037175883,-0.06060606060606061,-1.4652296157450797,-1.3096532333645736,0.0
2018-10-30,1.0,-0.8312191464100481,-1.5820783603074424,-0.06130100606136349,-1.465162781978379,-1.3090670499281385,0.0
2018-10-31,1.0,-0.8384271338054416,-1.5459063237669275,-0.060628649521679706,-1.4649024723568145,-1.3020872158032053,0.0
2018-11-01,1.0,-0.8176905397850799,-1.5779862103236226,-0.034101496987390525,-1.4717684328219145,-1.310019255854401,0.0
2018-11-02,1.0,-0.9385380942774527,-1.6269248873646693,-0.0012776544953264743,-1.6953130253513549,-1.4625109273081836,0.0
2018-11-05,1.0,-0.9379454080946618,-1.627672448567971,-0.0014118596208148447,-1.6948366276724482,-1.4612074761328493,0.0
2018-11-06,1.0,-0.9430703051485414,-1.6314692835058475,-0.0,-1.6911547250974595,-1.4556391988170454,0.0
2018-11-07,1.0,-0.9437097321125805,-1.6514750762970498,-0.01444557477110885,-1.7022041369955916,-1.4701932858596134,0.0
2018-11-08,1.0,-0.9089144692812207,-1.6392718511578102,-0.0,-1.6818364342122878,-1.4625217507696426,0.0
2018-11-09,1.0,-0.9111006900247873,-1.641053125209352,-0.0,-1.6826555905406309,-1.4644603738192534,0.0
2018-11-12,1.0,-0.9069782927154081,-1.6108003728858702,-0.0,-1.685843654281529,-1.4550539352776666,0.0
2018-11-13,1.0,-0.8577397532829288,-1.612680726886855,-0.0,-1.7034089401777426,-1.4583499137816687,0.0
2018-11-14,1.0,-0.858484283431007,-1.622935535428876,-0.0,-1.7111747469366012,-1.4670351624933406,0.0
2018-11-15,1.0,-0.8560701707754668,-1.6216359891022658,-0.0,-1.712339690344873,-1.454913947770616,0.0
2018-11-16,1.0,-0.8538267674757926,-1.615797851173896,-0.0,-1.7089136490250698,-1.4535747446610956,0.0
2018-11-19,1.0,-0.8560817084493965,-1.6151346332404828,-0.0,-1.7078525003316092,-1.4531104921077065,0.0
2018-11-20,1.0,-0.7690676562189385,-1.6095023523954677,-0.0,-1.733351003909615,-1.514545093101849,0.0
2018-11-21,1.0,-0.7754954718466991,-1.5951568447302797,-0.0,-1.72732642079013,-1.464562278514241,0.0
2018-11-23,1.0,-0.775856422348857,-1.5788301565468004,-0.0,-1.7311194078731906,-1.4642693390973995,0.0
2018-11-26,1.0,-0.7744533193662434,-1.5843263061411552,-0.0,-1.7276417441403695,-1.4606520885164331,0.0
2018-11-27,1.0,-0.7541005031693132,-1.599228909364177,-0.0,-1.7252172776579757,-1.4561850617525975,0.0
2018-11-28,1.0,-0.7531691297208538,-1.63008210180624,-0.0,-1.7252545155993433,-1.4596387520525453,0.0
2018-11-29,1.0,-0.6962508080155139,-1.5994828700711052,-0.0,-1.7100193923723335,-1.4583710407239818,0.0
2018-11-30,1.0,-0.695876954892077,-1.5993925294041618,-0.0,-1.7106113480677265,-1.4565076903192453,0.0
2018-12-03,1.0,-0.6920593931568754,-1.5992898644286635,-0.0,-1.7094899935442218,-1.454938670109748,0.0
2018-12-04,1.0,-0.6807717041800643,-1.5980064308681672,-0.0,-1.7032154340836012,-1.4488745980707396,0.0
2018-12-06,1.0,-0.6496807389498481,-1.4778377038001362,-0.0,-1.686566238918852,-1.3851590106007066,0.0
2018-12-07,1.0,-0.655709235253985,-1.4780127767785152,-0.0,-1.6875271351485455,-1.38107052037462,0.0
2018-12-10,1.0,-0.6095278864970646,-1.4755381604696673,-0.0,-1.680956457925636,-1.3494373776908024,0.0
2018-12-11,1.0,-0.6204406364749082,-1.4730110159118728,-0.0,-1.6851897184822522,-1.3413096695226439,0.0
2018-12-12,1.0,-0.6196044817241168,-1.4741321251454111,-0.0,-1.6852996999938774,-1.3435376232168004,0.0
2018-12-13,1.0,-0.6198047762293571,-1.4701946098594143,-0.0,-1.7034194855423905,-1.3456934127325189,0.0
2018-12-14,1.0,-0.6227456753772543,-1.4620905410379095,-0.0,-1.7048214942951785,-1.3445589498221078,0.0
2018-12-17,1.0,-0.5936870382807253,-1.4601013492887234,-0.0,-1.685634043592405,-1.3660174613834788,0.0
2018-12-18,1.0,-0.5700284348720431,-1.437231532458104,-0.0,-1.6775364510859703,-1.3652368564341462,0.0
2018-12-19,1.0,-0.5704519329663017,-1.4371105330026015,-0.0,-1.6772944521749653,-1.3651763567063948,0.0
2018-12-20,1.0,-0.5659640905542545,-1.4119978382273461,-0.0,-1.6754338557617243,-1.3515883024079745,0.0
2018-12-21,1.0,-0.5561519651696785,-1.408540585674241,-0.0,-1.6757320928013357,-1.3236118566231285,0.0
2018-12-24,1.0,-0.5368190690246643,-1.3851659076122318,-0.0,-1.6655823031880288,-1.3271426036552907,0.0
2018-12-26,1.0,-0.5317618156293871,-1.3934253626579316,-0.0,-1.6255849321478708,-1.2984908750584931,0.0
2018-12-27,1.0,-0.44305841733028906,-1.321991423957231,-0.0,-1.51484100907724,-1.2889124018488611,0.0
2018-12-28,1.0,-0.4368251141044195,-1.328787710119114,-0.0,-1.5144717800289436,-1.2859846376488924,0.0
2018-12-31,1.0,-0.43690509323684945,-1.3293069858057334,-0.0,-1.5142777623156136,-1.2858892290564987,0.0
2019-01-02,1.0,-0.42988416128313656,-1.331866785475607,-0.0,-1.51459122298953,-1.2928269102249945,0.0
