Date,ARLO,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-06-14,1.0,-1.6255936336798873,-2.1496598639455784,-2.0290078295469134,-3.1160313181876527,-2.9149018097805164,0.0
2019-06-17,1.0,-1.6263468445356595,-2.143278604412519,-2.029245767060031,-3.1168547973319654,-2.9113648024628014,0.0
2019-06-18,1.0,-1.631646710441612,-2.1572035534955583,-2.0337324578344274,-3.130681086648641,-2.9217200978498776,0.0
2019-06-19,1.0,-1.626250962278676,-2.147036181678214,-2.0386194508596356,-3.1212471131639723,-2.897100333589941,0.0
2019-06-20,1.0,-1.6246793227296048,-2.1459722934838377,-2.0369420215495126,-3.1221139045664446,-2.897511544381734,0.0
2019-06-21,1.0,-1.61703760552571,-2.145817344589409,-2.027372729598363,-3.1088513686364796,-2.8919160910718857,0.0
2019-06-24,1.0,-1.6283549505586234,-2.144599974316168,-2.03043534095287,-3.1277770643379994,-2.91062026454347,0.0
2019-06-25,1.0,-1.6245825841253532,-2.1429488826098124,-2.02954020035962,-3.132674030310814,-2.9136912406884155,0.0
2019-06-26,1.0,-1.6109320613639293,-2.1608869408276394,-2.029521722315328,-3.141162820678097,-2.949207167719479,0.0
2019-06-27,1.0,-1.6102941176470587,-2.163312693498452,-2.0337977296181626,-3.1448658410732713,-2.947626418988648,0.0
2019-06-28,1.0,-1.6123262995367988,-2.1351003602676273,-2.0358980957282555,-3.144879053010808,-2.938625836335564,0.0
2019-07-01,1.0,-1.6179905042987297,-2.119594507891698,-2.033234954446298,-3.1388425510073144,-2.922494546387784,0.0
2019-07-02,1.0,-1.602890395191201,-2.116638956388285,-2.0221255915078657,-3.1305793579741654,-2.9171249520399027,0.0
2019-07-03,1.0,-1.609136404465546,-2.1157448992685746,-2.0342615167457976,-3.146285127678686,-2.9264724752983446,0.0
2019-07-05,1.0,-1.6017902813299232,-2.1081841432225064,-2.0236572890025575,-3.135677749360614,-2.9184143222506393,0.0
2019-07-08,1.0,-1.601996416687996,-2.107755310980292,-2.026106987458408,-3.140261069874584,-2.9214230867673407,0.0
2019-07-09,1.0,-1.5987985685071575,-2.0990541922290387,-2.0244120654396727,-3.1381646216768915,-2.9206288343558278,0.0
2019-07-10,1.0,-1.6011257515670971,-2.1010617884098757,-2.026736599718562,-3.1412306511449404,-2.922604579762057,0.0
2019-07-11,1.0,-1.599001024590164,-2.106813524590164,-2.028048155737705,-3.145363729508197,-2.9282786885245904,0.0
2019-07-12,1.0,-1.598668203355103,-2.108208477397874,-2.027660391855551,-3.1443206556537326,-2.9268792419003713,0.0
2019-07-15,1.0,-1.597444089456869,-2.1012140575079874,-2.0269648562300318,-3.1405750798722045,-2.9133546325878594,0.0
2019-07-16,1.0,-1.5964957155646502,-2.104744852282901,-2.0272413352091063,-3.144391865967515,-2.916485484077248,0.0
2019-07-17,1.0,-1.5948849104859333,-2.1074168797953963,-2.0254475703324806,-3.1433503836317134,-2.916496163682864,0.0
2019-07-18,1.0,-1.5926493108728943,-2.1017100561510977,-2.0236089841755995,-3.1368044920878,-2.90684022460439,0.0
2019-07-19,1.0,-1.5945429045008288,-2.0999617493306135,-2.0196353436185137,-3.1345148540099452,-2.9016957796761442,0.0
2019-07-22,1.0,-1.589074239144276,-2.096523621545906,-2.0129886667515597,-3.1309053864765057,-2.9044950974150003,0.0
2019-07-23,1.0,-1.582701062215478,-2.0870005058168943,-2.000379362670713,-3.10065756196257,-2.874810318664643,0.0
2019-07-24,1.0,-1.58816822903471,-2.087914872054725,-2.020015201418799,-3.1034963263237905,-2.868254370407905,0.0
2019-07-25,1.0,-1.5822227809906964,-2.057706814181544,-2.0106864470706562,-3.0854915765652504,-2.8360573296454614,0.0
2019-07-26,1.0,-1.5722636815920397,-2.0345771144278606,-1.9952736318407962,-3.041293532338308,-2.794402985074627,0.0
2019-07-29,1.0,-1.560773138396729,-2.0142485441704867,-1.9802998389295006,-3.041754429438731,-2.7930863585677113,0.0
2019-07-30,1.0,-1.5667162698412698,-2.0143849206349205,-1.985987103174603,-3.038938492063492,-2.794890873015873,0.0
2019-07-31,1.0,-1.5670807453416151,-2.030310559006211,-1.9886956521739132,-3.039006211180124,-2.7973913043478262,0.0
2019-08-01,1.0,-1.5477275526542678,-2.0314078088434537,-1.970809212957261,-3.0049267151126986,-2.7619164921788397,0.0
2019-08-02,1.0,-1.5598909946736033,-2.0282422891118546,-2.0047070481853093,-3.021553325901152,-2.7725752508361206,0.0
2019-08-05,1.0,-1.54169741697417,-2.0129151291512914,-1.9822878228782288,-3.0046740467404676,-2.758548585485855,0.0
2019-08-06,1.0,-1.4487758497741856,-1.9390301877822673,-1.9005229379605417,-2.9130021392916565,-2.683622533872118,0.0
2019-08-07,1.0,-1.4476110645431683,-1.9704227038678002,-1.8937851754280925,-2.937372769728176,-2.7255418512752962,0.0
2019-08-08,1.0,-1.4672592963565796,-2.0582196068611496,-1.9694503568298485,-3.1233254037811444,-2.9022161011643925,0.0
2019-08-09,1.0,-1.4165851272015657,-1.9982876712328768,-1.9099804305283756,-3.0499021526418786,-2.8560420743639923,0.0
2019-08-12,1.0,-1.4116140051238257,-1.9837745516652434,-1.9204587044040502,-3.0474563864828594,-2.836403562278883,0.0
2019-08-13,1.0,-1.4059417995860224,-1.9688299038110315,-1.9151345427980035,-3.0483380007305496,-2.837452818702058,0.0
2019-08-14,1.0,-1.369129916567342,-1.9407628128724672,-1.87342073897497,-2.965435041716329,-2.770202622169249,0.0
2019-08-15,1.0,-1.3135709389993144,-1.8656614119259765,-1.810829335161069,-2.8366461046378797,-2.5966415352981493,0.0
2019-08-16,1.0,-1.3068155915204012,-1.858787326191019,-1.8056758604969225,-2.8302940506040573,-2.5957374059721907,0.0
2019-08-19,1.0,-1.2894796125253436,-1.817864383870241,-1.7871142149132688,-2.8079522414958324,-2.561387699932417,0.0
2019-08-20,1.0,-1.2824032403240324,-1.8197569756975698,-1.7909540954095409,-2.8068181818181817,-2.551080108010801,0.0
2019-08-21,1.0,-1.2885913591359137,-1.8196444644464447,-1.8036678667866788,-2.800967596759676,-2.538253825382538,0.0
2019-08-22,1.0,-1.2856340559362014,-1.819049758508368,-1.7995057845669997,-2.7974839941592724,-2.530495338649893,0.0
2019-08-23,1.0,-1.2856661424399012,-1.8179060885194338,-1.8002696023365536,-2.7980229161986068,-2.5316782745450457,0.0
2019-08-26,1.0,-1.2415230988697465,-1.74925929990124,-1.757599034346538,-2.7545265006035335,-2.470317129375617,0.0
2019-08-27,1.0,-1.2349404176232646,-1.7407893298349189,-1.7462556029299225,-2.743741117306221,-2.466819722313327,0.0
2019-08-28,1.0,-1.24764409379794,-1.7237563006793777,-1.7686828840674995,-2.756848564540872,-2.460880999342538,0.0
2019-08-29,1.0,-1.2483214208360407,-1.6813948451375351,-1.7524366471734891,-2.7212475633528266,-2.4261425167857915,0.0
2019-08-30,1.0,-1.2356290963790695,-1.6582142473407113,-1.7429891479531536,-2.7054904910282587,-2.402277855377673,0.0
2019-09-03,1.0,-1.2447371262010147,-1.668573896145957,-1.7582856525963508,-2.7104609737665983,-2.413580913311022,0.0
2019-09-04,1.0,-1.2415021042408545,-1.6424948742850978,-1.7771662889824107,-2.7092910326966657,-2.42052444156685,0.0
2019-09-05,1.0,-1.2443365695792878,-1.6518878101402372,-1.7720604099244874,-2.713160733549083,-2.4061488673139158,0.0
2019-09-06,1.0,-1.2227990253204788,-1.615531306282445,-1.747748702193029,-2.6658544337323873,-2.3424091535120244,0.0
2019-09-09,1.0,-1.2238615858189152,-1.6151151682411633,-1.7508757032162192,-2.672964653433818,-2.3518734741534866,0.0
2019-09-10,1.0,-1.228101802757158,-1.612301166489926,-1.7539766702014847,-2.6662778366914104,-2.343690349946978,0.0
2019-09-11,1.0,-1.226997771410379,-1.6206091478297784,-1.747957126180622,-2.666136050090205,-2.3506314337259897,0.0
2019-09-12,1.0,-1.2261955141768937,-1.602941176470588,-1.7473550571307659,-2.660177740160812,-2.3431019889970375,0.0
2019-09-13,1.0,-1.2208627781879549,-1.6009914565974053,-1.7411665436135428,-2.649509545406602,-2.3349857609956755,0.0
2019-09-16,1.0,-1.2217648300612203,-1.5986911547392866,-1.7447751741608613,-2.6533671099852225,-2.3366054464851174,0.0
2019-09-17,1.0,-1.2233276883996613,-1.6143099068585944,-1.7470364098221849,-2.660880609652837,-2.3386960203217613,0.0
2019-09-18,1.0,-1.222374960346833,-1.6137252828592576,-1.7391350322512424,-2.6567621867399804,-2.342074653695675,0.0
2019-09-19,1.0,-1.2159881881459607,-1.6170639105673907,-1.7353933769246994,-2.640687618645855,-2.337165155030584,0.0
2019-09-20,1.0,-1.2326096121416525,-1.6243676222596963,-1.7487352445193929,-2.620046374367622,-2.3138701517706575,0.0
2019-09-23,1.0,-1.2295272266779231,-1.6304347826086958,-1.7566483748417054,-2.61787674124103,-2.3184888138455046,0.0
2019-09-24,1.0,-1.2315000527815898,-1.6311622506069883,-1.759632640135121,-2.6167000950068617,-2.3172173545867203,0.0
2019-09-25,1.0,-1.2142330771660175,-1.6209074639435728,-1.751236972312875,-2.6215391093799343,-2.319402042320244,0.0
2019-09-26,1.0,-1.3028115910804698,-1.620812237423247,-1.8935688893676612,-2.6500053861898096,-2.305181514596575,0.0
2019-09-27,1.0,-1.2954003037535258,-1.622477760902582,-1.9108266435235408,-2.681167281405945,-2.338359730961163,0.0
2019-09-30,1.0,-1.3233598085083234,-1.571319769339571,-1.9513654662169513,-2.6888260254596887,-2.3453378304863453,0.0
2019-10-01,1.0,-1.3239359965168174,-1.5568738434744749,-1.965385871339937,-2.691629476434092,-2.347229781212583,0.0
2019-10-02,1.0,-1.3510114816839802,-1.5778020776380535,-2.0112629852378348,-2.68529250956807,-2.3095680699835976,0.0
2019-10-03,1.0,-1.3340210663481376,-1.6104897382994896,-1.9896840047779345,-2.6577261374742096,-2.2669128026930174,0.0
2019-10-04,1.0,-1.343920541366514,-1.6389434621261734,-2.008513425016372,-2.6531325038201268,-2.2702466710325258,0.0
2019-10-07,1.0,-1.3277922642329423,-1.6447196870925684,-1.9980443285528033,-2.634832681442851,-2.259452411994785,0.0
2019-10-08,1.0,-1.3201863690540687,-1.646548921876693,-1.9771372846462238,-2.63332972152996,-2.258207823166107,0.0
2019-10-09,1.0,-1.2917687147268662,-1.6274092215951443,-1.9436694707698863,-2.5850282185070816,-2.2006176126078163,0.0
2019-10-10,1.0,-1.3133660200383712,-1.6663824344489448,-1.968556810914517,-2.516201236410147,-2.194095075676828,0.0
2019-10-11,1.0,-1.3479627221499784,-1.6974425661031642,-2.0437798006068486,-2.530559167750325,-2.216623320329432,0.0
2019-10-14,1.0,-1.3788718617541573,-1.6914465818932725,-2.0636887294859254,-2.5302684490816216,-2.2042169329420713,0.0
2019-10-15,1.0,-1.4000651041666667,-1.6797960069444444,-2.077256944444444,-2.518663194444444,-2.174913194444444,0.0
2019-10-16,1.0,-1.3726754810276256,-1.6884875846501128,-2.0636353864344836,-2.4821025475653014,-2.142319681823068,0.0
2019-10-17,1.0,-1.3917135439203807,-1.700887061877975,-2.0785374296841197,-2.494591086109909,-2.1519904803115537,0.0
2019-10-18,1.0,-1.3898803046789991,-1.734058759521219,-2.1030467899891185,-2.489989118607182,-2.164526659412405,0.0
2019-10-21,1.0,-1.3893478260869565,-1.733586956521739,-2.0984782608695656,-2.482717391304348,-2.165326086956522,0.0
2019-10-22,1.0,-1.3895298215063125,-1.7261645624727904,-2.108402263822377,-2.489660426643448,-2.170004353504571,0.0
2019-10-23,1.0,-1.3839965209828222,-1.730376168732333,-2.0962165688193086,-2.4838008262665796,-2.1775385953468143,0.0
2019-10-24,1.0,-1.4292307692307693,-1.7254945054945054,-2.160769230769231,-2.4983516483516484,-2.175274725274725,0.0
2019-10-25,1.0,-1.43050214262169,-1.724316009229755,-2.160861443797385,-2.497527744203934,-2.1747060762553567,0.0
2019-10-28,1.0,-1.4516592920353986,-1.7500000000000002,-2.182190265486726,-2.5068584070796462,-2.1713495575221238,0.0
2019-10-29,1.0,-1.4716003088121759,-1.731112826734311,-2.210543730009926,-2.471820888937907,-2.143928532039263,0.0
2019-10-30,1.0,-1.4636613523914237,-1.7289719626168223,-2.2026388125343597,-2.4626717976910393,-2.1371083012644307,0.0
2019-10-31,1.0,-1.4677633031574302,-1.7374696400971517,-2.2102009273570324,-2.467432104217267,-2.157098697284169,0.0
2019-11-01,1.0,-1.4775953859804791,-1.7502218278615793,-2.2272626441881096,-2.477817213842058,-2.1583850931677016,0.0
2019-11-04,1.0,-1.4799690128375387,-1.7312970340858786,-2.2380478087649402,-2.477866312527667,-2.1397742363877823,0.0
2019-11-05,1.0,-1.5509586276488396,-1.7481780468662405,-2.338715102589976,-2.4722502522704337,-2.101917255297679,0.0
2019-11-06,1.0,-1.5670946483354162,-1.7732075900465856,-2.360299965912964,-2.5011930462447447,-2.1605499375071013,0.0
2019-11-07,1.0,-1.5661856607203726,-1.7855925463015567,-2.357004885808431,-2.4957391205544823,-2.15782297466197,0.0
2019-11-08,1.0,-1.5691047662381983,-1.7793197588442726,-2.362529860084177,-2.5010806506654535,-2.1632351268342624,0.0
2019-11-11,1.0,-1.6686483863140018,-1.8734530453773357,-2.559451589420044,-2.705047318611988,-2.3263770929386074,0.0
2019-11-12,1.0,-1.6697883726587204,-1.872050595962053,-2.567988324008757,-2.7175869618097788,-2.3351982486013134,0.0
2019-11-13,1.0,-1.7488453376607165,-1.9025090500561725,-2.7142678816627135,-2.7619523155660968,-2.3552615154163026,0.0
2019-11-14,1.0,-1.7534383595898977,-1.9034758689672417,-2.7246811702925733,-2.7648162040510127,-2.356714178544636,0.0
2019-11-15,1.0,-1.7563508947566013,-1.9015142034789139,-2.7357026654986862,-2.7636090601927172,-2.356776373420098,0.0
2019-11-18,1.0,-1.5989256938227396,-1.688898836168308,-2.394807520143241,-2.435205908683975,-2.0728513876454793,0.0
2019-11-19,1.0,-1.689679300291545,-1.830087463556851,-2.4578425655976677,-2.5121865889212827,-2.1721282798833816,0.0
2019-11-20,1.0,-1.6850384525751574,-1.828478210207411,-2.451293404800746,-2.511768818457236,-2.175716616173386,0.0
2019-11-21,1.0,-1.7323332942693075,-1.8048751904371265,-2.492558303058713,-2.500410172272354,-2.1890308215164653,0.0
2019-11-22,1.0,-1.7134707183606939,-1.7983467225521015,-2.4625684014437073,-2.4821283036441963,-2.1861683548725113,0.0
2019-11-25,1.0,-1.7112199673431303,-1.8016095171448565,-2.466060181945416,-2.488453463960812,-2.195707954280383,0.0
2019-11-26,1.0,-1.7011347846225104,-1.7716535433070864,-2.451829550717925,-2.470704029643353,-2.1841130152848542,0.0
2019-11-27,1.0,-1.6961600740226697,-1.7852185981956974,-2.4412445061300025,-2.4621790423317145,-2.1812398797131625,0.0
2019-11-29,1.0,-1.7271563263880807,-1.7826795483645677,-2.4890001164008844,-2.48702130136189,-2.1542311721569085,0.0
2019-12-02,1.0,-1.796951878075123,-1.8342733709348376,-2.605544221768871,-2.5610224408976356,-2.2026881075243008,0.0
2019-12-03,1.0,-1.7765970149253731,-1.8217313432835822,-2.589850746268657,-2.5540298507462684,-2.1982089552238806,0.0
2019-12-04,1.0,-1.8006988793830583,-1.8642005060850704,-2.6135678997469576,-2.5657308109410777,-2.2054464393300397,0.0
2019-12-05,1.0,-1.8340467163996577,-1.8780726427785255,-2.6685826097590803,-2.5930047694753577,-2.2558395499571975,0.0
2019-12-06,1.0,-1.897184670718095,-1.9355078754805906,-2.7027161106287987,-2.623093141510604,-2.2439538633263054,0.0
2019-12-09,1.0,-1.9251451653622824,-1.9276697803584955,-2.78187326432719,-2.6921232012118153,-2.2962635698056046,0.0
2019-12-10,1.0,-2.245041496694331,-2.11267407511605,-3.216626811084541,-3.0187086791391198,-2.473624982416655,0.0
2019-12-11,1.0,-2.2487323943661974,-2.1145070422535217,-3.2214084507042258,-3.022676056338028,-2.4771830985915497,0.0
2019-12-12,1.0,-2.2501056784556854,-2.1151190643934052,-3.222770184585036,-3.0242355925038744,-2.478089333521206,0.0
2019-12-13,1.0,-2.3422997339639378,-2.1908069760567543,-3.4179722140112325,-3.2026308010641444,-2.626071534141295,0.0
2019-12-16,1.0,-2.382551341627942,-2.204467096387348,-3.4967770948883223,-3.2602308499475336,-2.646229950532154,0.0
2019-12-17,1.0,-2.581245074862096,-2.2821118991331755,-3.7177304964539,-3.4312056737588645,-2.748148148148148,0.0
2019-12-18,1.0,-2.700161030595813,-2.3616747181964572,-3.771175523349436,-3.4721417069243157,-2.797906602254428,0.0
2019-12-19,1.0,-2.7214448421737716,-2.414578587699317,-3.812235600390498,-3.492840872111943,-2.829645297754637,0.0
2019-12-20,1.0,-2.6854256854256855,-2.4125380792047455,-3.7503607503607506,-3.4242424242424243,-2.760622093955427,0.0
2019-12-23,1.0,-2.6577277054903203,-2.409076483655982,-3.6972389717549983,-3.379720723579816,-2.724373214852428,0.0
2019-12-24,1.0,-2.661051962498014,-2.4117273160654693,-3.705228031145717,-3.3851898935324964,-2.7274749721913234,0.0
2019-12-26,1.0,-2.6617413409596447,-2.4121385446456944,-3.7044804575786467,-3.3844931680966,-2.7251350492532573,0.0
2019-12-27,1.0,-2.6754945756222077,-2.4355456285896615,-3.7153797064454372,-3.389757498404595,-2.7378749202297388,0.0
2019-12-30,1.0,-2.7134587554269176,-2.447660395561987,-3.764592378195851,-3.4201640135069944,-2.7340408425791924,0.0
2019-12-31,1.0,-2.705381526104418,-2.4504417670682734,-3.7635341365461845,-3.415421686746988,-2.729638554216867,0.0
2020-01-02,1.0,-2.7181803516696244,-2.4639457977093078,-3.7802871430875946,-3.429262784320051,-2.7397967414099047,0.0
2020-01-03,1.0,-2.784059161873459,-2.457189811010682,-3.861955628594905,-3.5265406737880034,-2.804272801972062,0.0
2020-01-06,1.0,-2.802601251234771,-2.4705301284162,-3.8592360882449785,-3.524695423114916,-2.8065525189331577,0.0
2020-01-07,1.0,-2.8011186050337225,-2.467017601579207,-3.8562263530185885,-3.52245435104458,-2.8030926139167627,0.0
2020-01-08,1.0,-2.790758643290185,-2.462067835490742,-3.8286088808782566,-3.5018843191872846,-2.802064558413895,0.0
2020-01-09,1.0,-2.7779768691969378,-2.466688385730575,-3.784981267307379,-3.4699462453168266,-2.789868056686757,0.0
2020-01-10,1.0,-2.817926708484648,-2.5004952129415647,-3.8436777814460217,-3.5161769560911194,-2.8288213931990756,0.0
2020-01-13,1.0,-2.813651315789474,-2.489638157894737,-3.8342105263157893,-3.5,-2.8098684210526312,0.0
2020-01-14,1.0,-2.8430603236880825,-2.4446624162171,-3.838973352950793,-3.4768677456269415,-2.744319110675167,0.0
2020-01-15,1.0,-2.8678094610186253,-2.4715674962914127,-3.8706115048623704,-3.502719630789517,-2.7699027525960114,0.0
2020-01-16,1.0,-2.8652073732718892,-2.465437788018433,-3.8556616194865043,-3.498847926267281,-2.7730414746543777,0.0
2020-01-17,1.0,-2.8640379581151834,-2.456642670157068,-3.814299738219895,-3.481511780104712,-2.744764397905759,0.0
2020-01-21,1.0,-2.8539490861618795,-2.455613577023499,-3.800097911227154,-3.468831592689295,-2.739882506527415,0.0
2020-01-22,1.0,-1.1945662768031189,-1.178849902534113,-3.6250000000000004,-3.3241959064327484,-1.8606237816764133,0.0
2020-01-23,1.0,-1.227773695811903,-1.1666666666666667,-3.605927014450159,-3.3447220181239286,-1.9008082292432036,0.0
2020-01-24,1.0,-1.227761485826002,-1.1704545454545454,-3.602639296187683,-3.336999022482894,-1.8811094819159337,0.0
2020-01-27,1.0,-1.210779477059694,-1.132461766156882,-3.7005426739023184,-3.3532313764183526,-1.9364824864331527,0.0
2020-01-28,1.0,-1.1447400536978276,-1.1862338296314376,-3.7149133512326094,-3.309982914327557,-1.8481815962899681,0.0
2020-01-29,1.0,-1.1078121197371622,-1.196763202725724,-3.7133122414212703,-3.297274275979557,-1.853370649793137,0.0
2020-01-30,1.0,-1.1338573155985492,-1.1671100362756952,-3.6689238210399036,-3.299516324062878,-1.8223700120918986,0.0
2020-01-31,1.0,-1.0634844294817845,-1.2265239870145486,-3.6391727786461465,-3.274858723097271,-1.8195262714921245,0.0
2020-02-03,1.0,-1.0365695411112423,-1.1804883803232276,-3.570838740120326,-3.21847351657426,-1.7903739530494278,0.0
2020-02-04,1.0,-1.0184020498485906,-1.1413929652923362,-3.51735383181924,-3.176682972280456,-1.793035173538318,0.0
2020-02-05,1.0,-0.9397405660377358,-1.174056603773585,-3.633490566037736,-3.2576650943396226,-1.787617924528302,0.0
2020-02-06,1.0,-1.015683962264151,-1.1715801886792452,-3.7035377358490567,-3.2150943396226412,-1.686556603773585,0.0
2020-02-07,1.0,-0.9977464120507651,-1.202822915431147,-3.727671687818764,-3.2350848060728263,-1.6976633851263196,0.0
2020-02-10,1.0,-0.9728458916186669,-1.225343834489244,-3.68367226989538,-3.2013635829317035,-1.6719172446220758,0.0
2020-02-11,1.0,-0.9441876999644507,-1.2355729351818936,-3.708377769877947,-3.237942884227989,-1.7236639412252637,0.0
2020-02-12,1.0,-0.9664390014130948,-1.2185586434291098,-3.6490814884597267,-3.222680169571362,-1.7190296749882243,0.0
2020-02-13,1.0,-0.959433962264151,-1.230306603773585,-3.6713443396226415,-3.226533018867925,-1.7049528301886792,0.0
2020-02-14,1.0,-0.9561837455830389,-1.2362779740871612,-3.6660777385159014,-3.1949352179034154,-1.7250883392226148,0.0
