Date,IWF,IWM,MTUM,SPY,TALO,VLUE,VXX
2019-01-07,-0.0,-0.8914866331261715,-0.0,-1.2889415014304035,1.0,-1.7519483081779619,0.0
2019-01-08,-0.0,-0.8658932258381673,-0.0,-1.3052797168420018,1.0,-1.7447645265952219,0.0
2019-01-09,-0.0,-0.8497571982145485,-0.0,-1.3022514347378231,1.0,-1.7530779418256732,0.0
2019-01-10,-0.0,-0.8465346534653465,-0.0,-1.3037937457112048,1.0,-1.751151847858053,0.0
2019-01-11,-0.0,-0.8442996423497134,-0.0,-1.303855764048797,1.0,-1.751212581451178,0.0
2019-01-14,-0.0,-0.8667061611374408,-0.0,-1.352586887835703,1.0,-1.717466429699842,0.0
2019-01-15,-0.0,-0.8584463625154131,-0.0,-1.3536374845869297,1.0,-1.7200493218249073,0.0
2019-01-16,-0.0,-0.853752215875517,-0.0,-1.3336616111877093,1.0,-1.7367539885759307,0.0
2019-01-17,-0.0,-0.9080054410801551,-0.0,-1.3633432414731221,1.0,-1.7666381177893093,0.0
2019-01-18,-0.0,-0.9067519258849001,-0.0,-1.3625195105986607,1.0,-1.7656714163435878,0.0
2019-01-22,-0.0,-0.9156813627254509,-0.0,-1.353507014028056,1.0,-1.7408316633266534,0.0
2019-01-23,-0.0,-0.9038835435465378,-0.0,-1.349419213320704,1.0,-1.7320404805822824,0.0
2019-01-24,-0.0,-0.9023684866616803,-0.0,-1.3529294440289206,1.0,-1.731039640987285,0.0
2019-01-25,-0.0,-0.9090408765697703,-0.0,-1.3405713713914045,1.0,-1.7536398659128434,0.0
2019-01-28,-0.0,-0.8841494451796803,-0.0,-1.4201873154840678,1.0,-1.7857070141504634,0.0
2019-01-29,-0.0,-0.881442509066762,-0.0,-1.4356642999438114,1.0,-1.7909281299484088,0.0
2019-01-30,-0.0,-0.8833418497700561,-0.0,-1.4374552887072047,1.0,-1.789064895247828,0.0
2019-01-31,-0.0,-0.8808395740995466,-0.0,-1.4135717560751948,1.0,-1.800091701054562,0.0
2019-02-01,-0.0,-0.8775197754529216,-0.0,-1.4102066853789232,1.0,-1.8156162286297521,0.0
2019-02-04,-0.0,-0.8779549766678633,-0.0,-1.4110045638685198,1.0,-1.8389826162760885,0.0
2019-02-05,-0.0,-0.8695429391268702,-0.0,-1.4081779053084649,1.0,-1.8462799754047958,0.0
2019-02-06,-0.0,-0.8687599404853522,-0.0,-1.4166025345031041,1.0,-1.84521061002514,0.0
2019-02-07,-0.0,-0.87193963968588,-0.0,-1.4233947544012728,1.0,-1.8373967048195863,0.0
2019-02-08,-0.0,-0.8657302210287131,-0.0,-1.4309027060524684,1.0,-1.8675893410452387,0.0
2019-02-11,-0.0,-0.8671314226697652,-0.0,-1.4325329202168862,1.0,-1.864291247095275,0.0
2019-02-12,-0.0,-0.8924441217652854,-0.0,-1.4268008090027484,1.0,-1.8666701239433698,0.0
2019-02-13,-0.0,-0.8905135889221867,-0.0,-1.4196031828045883,1.0,-1.8568254624367058,0.0
2019-02-14,-0.0,-0.8893321589554946,-0.0,-1.420910833635563,1.0,-1.8708875187814102,0.0
2019-02-15,-0.0,-0.9026567040265671,-0.0,-1.417808219178082,1.0,-1.8683582399335823,0.0
2019-02-19,-0.0,-0.8947804473902237,-0.0,-1.4175642087821043,1.0,-1.8657311516155757,0.0
2019-02-20,-0.0,-0.8949521097592545,-0.0,-1.418534817499353,1.0,-1.8638363965829667,0.0
2019-02-21,-0.0,-0.9029393435812214,-0.0,-1.4211674283340259,1.0,-1.869079767345243,0.0
2019-02-22,-0.0,-0.9040278210318696,-0.0,-1.4231288279871275,1.0,-1.8633343714315374,0.0
2019-02-25,-0.0,-0.9019770639821494,-0.0,-1.4225001297286077,1.0,-1.864615224949406,0.0
2019-02-26,-0.0,-0.9035338072751803,-0.0,-1.4235379585906285,1.0,-1.8620725442374553,0.0
2019-02-27,-0.0,-0.9094355299371658,-0.0,-1.4215609908085372,1.0,-1.8619203406553462,0.0
2019-02-28,-0.0,-0.9202017051362029,-0.0,-1.430546891245581,1.0,-1.8478373882304013,0.0
2019-03-01,-0.0,-0.920702556641031,-0.0,-1.4333818332986903,1.0,-1.842392434005404,0.0
2019-03-04,-0.0,-0.9306982322573917,-0.0,-1.4428221306773739,1.0,-1.8410596026490065,0.0
2019-03-05,-0.0,-0.9179053877849058,-0.0,-1.4614301361289312,1.0,-1.8363323423564386,0.0
2019-03-06,-0.0,-0.9179575444635685,-0.0,-1.4613258227716057,1.0,-1.8363844990351015,0.0
2019-03-07,-0.0,-0.8763857804611461,-0.0,-1.5009628897100924,1.0,-1.8274085254775414,0.0
2019-03-08,-0.0,-0.8730447435431067,-0.0,-1.4971158343293667,1.0,-1.8265343241698282,0.0
2019-03-11,-0.0,-0.8708146448315428,-0.0,-1.512777719828935,1.0,-1.8318556378429123,0.0
2019-03-12,-0.0,-0.8512791240724404,-0.0,-1.5082766851746146,1.0,-1.829588500856209,0.0
2019-03-13,-0.0,-0.8489664485301756,-0.0,-1.5128285031681727,1.0,-1.8318790900592088,0.0
2019-03-14,-0.0,-0.8486831852890759,-0.0,-1.5135317645836581,1.0,-1.832320398940315,0.0
2019-03-15,-0.0,-0.8462654486835035,-0.0,-1.6353036002149381,1.0,-1.8918860827512092,0.0
2019-03-18,-0.0,-0.852186056504458,-0.0,-1.6348157696852506,1.0,-1.8840906649478997,0.0
2019-03-19,-0.0,-0.8491974016213024,-0.0,-1.637461749073925,1.0,-1.8819455628925752,0.0
2019-03-20,-0.0,-0.8430635372468983,-0.0,-1.640635909554756,1.0,-1.8871582791771848,0.0
2019-03-21,-0.0,-0.843374797187669,-0.0,-1.7349918875067603,1.0,-1.829962141698215,0.0
2019-03-22,-0.0,-0.8395387682525998,-0.0,-1.7434667816153888,1.0,-1.8051619160515113,0.0
2019-03-25,-0.0,-0.7305357333049313,-0.0,-1.785546916604537,1.0,-1.8093513686228566,0.0
2019-03-26,-0.0,-0.7369401991586346,-0.0,-1.7856115874114702,1.0,-1.802492145481655,0.0
2019-03-27,-0.0,-0.7380075769702791,-0.0,-1.7889120110986607,1.0,-1.8089749746545007,0.0
2019-03-28,-0.0,-0.7465195973441849,-0.0,-1.7916577425572928,1.0,-1.8162882844292139,0.0
2019-03-29,-0.0,-0.7328047996571673,-0.0,-1.7962824083994,1.0,-1.8276730233554745,0.0
2019-04-01,-0.0,-0.7526674172966596,-0.0,-1.8045681196718673,1.0,-1.8044072703876468,0.0
2019-04-02,-0.0,-0.7646116893514812,-0.0,-1.8124899919935948,1.0,-1.7605017347211105,0.0
2019-04-03,-0.0,-0.7648911187019641,-0.0,-1.8122865072587533,1.0,-1.760140905209223,0.0
2019-04-04,-0.0,-0.760149973219068,-0.0,-1.8516871987145154,1.0,-1.7444027852169257,0.0
2019-04-05,-0.0,-0.7587444426589534,-0.0,-1.8611602121163426,1.0,-1.7365150784723338,0.0
2019-04-08,-0.0,-0.7605981027922182,-0.0,-1.8613537702985155,1.0,-1.7373385497615093,0.0
2019-04-09,-0.0,-0.7631734119538998,-0.0,-1.8610560171535782,1.0,-1.7362637362637365,0.0
2019-04-10,-0.0,-0.7435663735792409,-0.0,-1.8954535706626636,1.0,-1.7222817928372294,0.0
2019-04-11,-0.0,-0.7322902154109956,-0.0,-1.9038688243489443,1.0,-1.72226985317758,0.0
2019-04-12,-0.0,-0.7312928816466552,-0.0,-1.9036771012006861,1.0,-1.7252358490566035,0.0
2019-04-15,-0.0,-0.7274688528126855,-0.0,-1.9354943099077722,1.0,-1.7304891861280407,0.0
2019-04-16,-0.0,-0.730787924609818,-0.0,-1.934816654965707,1.0,-1.7348382567370526,0.0
2019-04-17,-0.0,-0.7295352486068278,-0.0,-1.9277714656711573,1.0,-1.7530703890061137,0.0
2019-04-18,-0.0,-0.7160099588655552,-0.0,-1.9289348343797357,1.0,-1.767428014721801,0.0
2019-04-22,-0.0,-0.7167135743667461,-0.0,-1.9285559644944794,1.0,-1.7671573933751894,0.0
2019-04-23,-0.0,-0.7135326086956522,-0.0,-1.9600000000000002,1.0,-1.7612500000000002,0.0
2019-04-24,-0.0,-0.7029740583957451,-0.0,-1.9578313253012047,1.0,-1.7663084771518507,0.0
2019-04-25,-0.0,-0.6850247861851064,-0.0,-1.9710192297216318,1.0,-1.791469194312796,0.0
2019-04-26,-0.0,-0.6806425265450585,-0.0,-1.9822488429077048,1.0,-1.7821943915055811,0.0
2019-04-29,-0.0,-0.6457406315338016,-0.0,-1.9356135742239853,1.0,-1.7797137189728194,0.0
2019-04-30,-0.0,-0.6418744625967326,-0.0,-1.931749785038693,1.0,-1.800408426483233,0.0
2019-05-01,-0.0,-0.6425998602225687,-0.0,-1.9358636632439117,1.0,-1.7975377667867318,0.0
2019-05-02,-0.0,-0.6505229283990346,-0.0,-1.8956824886028425,1.0,-1.817162778224725,0.0
2019-05-03,-0.0,-0.6344883158742949,-0.0,-1.9116304055868922,1.0,-1.825839376846629,0.0
2019-05-06,-0.0,-0.5880398671096345,-0.0,-1.9192476690601221,1.0,-1.8512485264173186,0.0
2019-05-07,-0.0,-0.6054242749731471,-0.0,-1.9160042964554242,1.0,-1.849140708915145,0.0
2019-05-08,-0.0,-0.61222530403243,-0.0,-1.8839876253467036,1.0,-1.837636014508214,0.0
2019-05-09,-0.0,-0.6119125914925214,-0.0,-1.8864962342208549,1.0,-1.8055054630317173,0.0
