Date,IMUX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-18,1.0,-6.3761002031144205,-7.025727826675694,-5.895734597156398,-6.753893026404874,-6.801286391333785,0.0
2018-10-19,1.0,-6.3446880269814505,-6.993591905564924,-5.864418212478921,-6.73929173693086,-6.785160202360877,0.0
2018-10-22,1.0,-6.3325479636486035,-6.974755974419387,-5.846516324469875,-6.729720632783574,-6.775159878828677,0.0
2018-10-23,1.0,-6.340748230535895,-6.985844287158747,-5.852039096730705,-6.739804516346479,-6.785642062689586,0.0
2018-10-24,1.0,-6.462066598008925,-7.118777892207347,-5.949536560247168,-6.875042911088225,-6.92378990731205,0.0
2018-10-25,1.0,-6.61338028169014,-7.291549295774647,-6.088732394366197,-7.104577464788732,-7.112676056338028,0.0
2018-10-26,1.0,-6.59549771368273,-7.288427717200141,-6.05311290889905,-7.122405909250792,-7.114315863524446,0.0
2018-10-29,1.0,-6.511490250696379,-7.233983286908078,-5.972841225626741,-7.045961002785516,-7.05466573816156,0.0
2018-10-30,1.0,-6.490093847758081,-7.224539450816823,-5.953076120959333,-7.036496350364963,-7.0545707334028505,0.0
2018-10-31,1.0,-6.414349467902506,-7.11740473738414,-5.878132509440439,-6.952282869893581,-6.966357706831445,0.0
2018-11-01,1.0,-6.452562326869806,-7.2122576177285325,-5.9037396121883665,-7.020083102493075,-7.0377423822714675,0.0
2018-11-02,1.0,-6.38030095759234,-7.097811217510261,-5.822845417236662,-6.946990424076608,-6.951778385772914,0.0
2018-11-05,1.0,-6.383430332078055,-7.117767887709689,-5.827798699075659,-6.954125299554947,-6.951386511468676,0.0
2018-11-06,1.0,-6.5363285363285355,-7.318708318708318,-5.946998946998947,-7.15022815022815,-7.147771147771147,0.0
2018-11-07,1.0,-6.634354953670705,-7.439059158945118,-6.037419814682822,-7.26407697790449,-7.262651461154668,0.0
2018-11-08,1.0,-6.5866477272727275,-7.4367897727272725,-5.980113636363636,-7.244318181818181,-7.263139204545454,0.0
2018-11-09,1.0,-6.585582386363637,-7.4382102272727275,-5.977982954545454,-7.245738636363636,-7.263849431818182,0.0
2018-11-12,1.0,-6.569050991501417,-7.400495750708215,-5.9599858356940505,-7.236189801699717,-7.245042492917847,0.0
2018-11-13,1.0,-6.459846368715084,-7.304469273743017,-5.851606145251396,-7.147695530726257,-7.152932960893855,0.0
2018-11-14,1.0,-6.462801257422284,-7.306322039818372,-5.853999301432064,-7.150541390150193,-7.1550820817324485,0.0
2018-11-15,1.0,-6.445141065830722,-7.288052943225358,-5.835249042145595,-7.133402995471961,-7.128874956461163,0.0
2018-11-16,1.0,-6.408523908523908,-7.242896742896742,-5.797990297990298,-7.099445599445599,-7.101178101178101,0.0
2018-11-19,1.0,-6.411091854419411,-7.245060658578856,-5.801733102253033,-7.101213171577123,-7.103292894280762,0.0
2018-11-20,1.0,-6.240665308893416,-7.10081466395112,-5.629667345553292,-6.974202308214529,-6.9989816700611005,0.0
2018-11-21,1.0,-6.222034471105102,-7.068266306184522,-5.6137208516390675,-6.945589726258871,-6.945589726258871,0.0
2018-11-23,1.0,-6.2010778039744014,-7.034355001684069,-5.596833950825194,-6.92556416301785,-6.923543280565847,0.0
2018-11-26,1.0,-6.1941453566621805,-7.031965006729475,-5.58950201884253,-6.916890982503364,-6.914872139973082,0.0
2018-11-27,1.0,-6.20857239284509,-7.0708741140735745,-5.586230172122849,-6.942963212959837,-6.940600742490719,0.0
2018-11-28,1.0,-6.212765957446809,-7.074636946977372,-5.590003377237419,-6.948665991219182,-6.946301925025329,0.0
2018-11-29,1.0,-6.042574257425742,-6.92013201320132,-5.418811881188119,-6.806930693069306,-6.814851485148515,0.0
2018-11-30,1.0,-6.049223653782623,-6.927651139742319,-5.42352163858606,-6.814998348199538,-6.820284109679551,0.0
2018-12-03,1.0,-6.042574257425742,-6.923762376237624,-5.412211221122112,-6.80990099009901,-6.814851485148515,0.0
2018-12-04,1.0,-6.026038233355306,-6.922544495715227,-5.406064601186553,-6.798945286750165,-6.806526038233356,0.0
2018-12-06,1.0,-5.869173899067824,-6.6914175506268085,-5.313082610093217,-6.64545162327226,-6.6252009000321435,0.0
2018-12-07,1.0,-5.869495339119255,-6.6914175506268085,-5.313404050144649,-6.64513018322083,-6.6245580199292835,0.0
2018-12-10,1.0,-5.710427135678392,-6.555590452261306,-5.171482412060302,-6.501256281407035,-6.468278894472362,0.0
2018-12-11,1.0,-5.72612669398046,-6.583359596596281,-5.182792310116609,-6.525685471162936,-6.497636306334699,0.0
2018-12-12,1.0,-5.737523689197726,-6.600126342387871,-5.19172457359444,-6.541692987997473,-6.514529374605179,0.0
2018-12-13,1.0,-5.711229946524065,-6.571877949040579,-5.167348222711545,-6.518402013211702,-6.4878892733564015,0.0
2018-12-14,1.0,-5.707010374096197,-6.565231059415279,-5.162841873624647,-6.516818610499843,-6.484753222257152,0.0
2018-12-17,1.0,-5.68099121706399,-6.5595984943538275,-5.133626097867001,-6.498745294855709,-6.494667503136763,0.0
2018-12-18,1.0,-5.505336992985667,-6.37938395852394,-4.958523940225679,-6.3263189996950295,-6.327538883806039,0.0
2018-12-19,1.0,-5.514058679706602,-6.395476772616137,-4.966992665036675,-6.342298288508558,-6.343520782396088,0.0
2018-12-20,1.0,-5.510547233261999,-6.3836747172118615,-4.984408437786609,-6.3509630082543564,-6.342402934882299,0.0
2018-12-21,1.0,-5.4491833030853,-6.321234119782214,-4.9249848759830614,-6.288566243194192,-6.264065335753176,0.0
2018-12-24,1.0,-5.279823269513991,-6.145213549337261,-4.779675994108984,-6.1287187039764355,-6.121944035346097,0.0
2018-12-26,1.0,-5.755049695415197,-6.756973388906701,-5.163834562359731,-6.692850272523245,-6.692850272523245,0.0
2018-12-27,1.0,-5.638500635324014,-6.721092757306225,-5.063532401524777,-6.631194409148665,-6.711880559085134,0.0
2018-12-28,1.0,-5.702250803858521,-6.817363344051446,-5.116720257234727,-6.718971061093248,-6.79903536977492,0.0
2018-12-31,1.0,-5.718387096774194,-6.844193548387096,-5.13,-6.742580645161291,-6.823225806451614,0.0
2019-01-02,1.0,-5.738665803108808,-6.875323834196891,-5.139896373056994,-6.772344559585492,-6.857189119170984,0.0
2019-01-03,1.0,-5.761145460462089,-6.917019199479336,-5.15131793036121,-6.811584770582493,-6.900097624471201,0.0
2019-01-04,1.0,-5.626760563380281,-6.831946222791293,-5.045774647887324,-6.696222791293214,-6.809539052496799,0.0
2019-01-07,1.0,-5.1558518518518515,-6.315555555555555,-4.645925925925925,-6.207111111111111,-6.305185185185184,0.0
2019-01-08,1.0,-5.160640189685833,-6.3005334914048605,-4.652637818612923,-6.218731475992887,-6.306164789567279,0.0
2019-01-09,1.0,-5.108759553203997,-6.247207524985303,-4.599353321575544,-6.173721340388006,-6.265432098765432,0.0
2019-01-10,1.0,-5.123784261715296,-6.260831122900088,-4.61184792219275,-6.193928676687298,-6.282051282051282,0.0
2019-01-11,1.0,-5.136484490398819,-6.2564254062038405,-4.6322008862629245,-6.210635155096012,-6.30605612998523,0.0
2019-01-14,1.0,-5.107457428068115,-6.214914856136231,-4.606870229007633,-6.170874926600118,-6.259835584263065,0.0
2019-01-15,1.0,-5.1010279001468435,-6.2088105726872245,-4.614684287812041,-6.1712187958884,-6.272834067547724,0.0
2019-01-16,1.0,-5.103620841919341,-6.226081836914925,-4.619664409773329,-6.18339711510156,-6.304680600529879,0.0
2019-01-17,1.0,-5.114125626658802,-6.232969625479209,-4.629902683574167,-6.195812444706576,-6.3173105278678845,0.0
2019-01-18,1.0,-5.142899584076055,-6.266488413547237,-4.668449197860962,-6.24450386215092,-6.386512180629827,0.0
2019-01-22,1.0,-5.260470804035463,-6.465606848058697,-4.795475389789055,-6.4704983185570155,-6.579639254050749,0.0
2019-01-23,1.0,-5.170174383644017,-6.310583283223091,-4.744437763078773,-6.358989777510524,-6.481960312687914,0.0
2019-01-24,1.0,-5.17288033674083,-6.307576668671077,-4.744137101623573,-6.3607937462417325,-6.480757666867108,0.0
2019-01-25,1.0,-5.36470953712333,-6.458527493010251,-4.935073004038521,-6.5958372165268715,-6.711401056228642,0.0
2019-01-28,1.0,-5.332303891290921,-6.393761581222977,-4.932365657813465,-6.56176652254478,-6.663372452130946,0.0
2019-01-29,1.0,-5.2922416436675865,-6.332413370131861,-4.903403863845446,-6.514872738423796,-6.622508432996014,0.0
2019-01-30,1.0,-5.29487572875115,-6.3356857931880946,-4.9070266953053086,-6.518870819269714,-6.627799938631481,0.0
2019-01-31,1.0,-5.256127450980392,-6.352022058823528,-4.886642156862745,-6.498774509803921,-6.643688725490195,0.0
2019-02-01,1.0,-5.2303233679072605,-6.324588163514338,-4.858145210494205,-6.476815131177548,-6.616229408175717,0.0
2019-02-04,1.0,-5.236030534351145,-6.330992366412214,-4.861374045801527,-6.484274809160305,-6.621984732824427,0.0
2019-02-05,1.0,-5.2195121951219505,-6.317987804878048,-4.853963414634146,-6.47530487804878,-6.621036585365853,0.0
2019-02-06,1.0,-5.226023213194869,-6.3280390959071475,-4.86560781918143,-6.487477092241907,-6.6365302382406846,0.0
2019-02-07,1.0,-5.2279254506568895,-6.329666972196761,-4.86587228842041,-6.490681332111212,-6.638863428047663,0.0
2019-02-08,1.0,-5.295826893353942,-6.398454404945905,-4.944358578052551,-6.565687789799074,-6.707264296754251,0.0
2019-02-11,1.0,-5.305357695881078,-6.399814183957882,-4.956023536698669,-6.580675131619697,-6.727469804893156,0.0
2019-02-12,1.0,-5.2832922318125775,-6.3748458692971655,-4.922626387176326,-6.552404438964242,-6.692971639950679,0.0
2019-02-13,1.0,-5.276904101140919,-6.389762565525747,-4.927536231884058,-6.551958063521431,-6.689793401171754,0.0
2019-02-14,1.0,-5.271859605911329,-6.348522167487684,-4.936884236453201,-6.549261083743842,-6.681650246305418,0.0
2019-02-15,1.0,-5.328549141965678,-6.469890795631825,-4.977223088923556,-6.6446177847113885,-6.780967238689547,0.0
2019-02-19,1.0,-5.394770006301197,-6.515122873345936,-5.030560806553246,-6.718336483931948,-6.847511027095149,0.0
2019-02-20,1.0,-5.401639344262295,-6.5195460277427495,-5.038776796973519,-6.718474148802017,-6.847099621689786,0.0
2019-02-21,1.0,-5.415613147914033,-6.537926675094816,-5.052149178255372,-6.736093552465233,-6.863780025284449,0.0
2019-02-22,1.0,-5.4162452591656125,-6.535714285714286,-5.059418457648546,-6.734829329962073,-6.859355246523388,0.0
2019-02-25,1.0,-5.453647658489965,-6.581713921631093,-5.108314749920356,-6.794520547945205,-6.919401083147499,0.0
2019-02-26,1.0,-5.455066921606119,-6.584130019120459,-5.110261312938178,-6.796685787125558,-6.921287444231995,0.0
2019-02-27,1.0,-5.599737962659678,-6.768424500491319,-5.2381264330167046,-7.0127743203406485,-7.135604323616114,0.0
2019-02-28,1.0,-5.622983207112282,-6.805729338162661,-5.260125123477115,-7.055317747777411,-7.183404675666776,0.0
2019-03-01,1.0,-5.638044914134743,-6.828269484808454,-5.278071334214002,-7.0782694848084535,-7.202443857331572,0.0
2019-03-04,1.0,-5.613285103584347,-6.794146662282143,-5.2581387701414,-7.045708648470898,-7.1726405787569885,0.0
2019-03-05,1.0,-5.61682550115018,-6.7785080512652,-5.241537955964509,-7.0532369372329935,-7.172527111403221,0.0
2019-03-06,1.0,-5.6164968780808415,-6.776207689779823,-5.242852448241867,-7.053894183371673,-7.172527111403221,0.0
2019-03-07,1.0,-5.59777632439503,-6.715827338129497,-5.226618705035971,-7.029103989535645,-7.132112491824722,0.0
2019-03-08,1.0,-5.694971694971695,-6.815184815184815,-5.372294372294372,-7.162504162504162,-7.255411255411254,0.0
2019-03-11,1.0,-5.730691739422431,-6.867360644728005,-5.429818670248489,-7.217931497649429,-7.333781061114842,0.0
2019-03-12,1.0,-5.975533030408948,-7.093673540720028,-5.717930793428872,-7.514155889549109,-7.651520447396015,0.0
2019-03-13,1.0,-5.959666203059805,-7.051112656467315,-5.7242698191933234,-7.451321279554937,-7.584144645340751,0.0
2019-03-14,1.0,-5.951736111111112,-7.040625,-5.718402777777778,-7.439583333333334,-7.571527777777778,0.0
2019-03-15,1.0,-6.00770038501925,-7.08400420021001,-5.776338816940847,-7.497724886244312,-7.636331816590829,0.0
2019-03-18,1.0,-6.044797178130511,-7.142857142857143,-5.8656084656084655,-7.538271604938272,-7.681834215167548,0.0
2019-03-19,1.0,-5.994744218640505,-7.0995094604064475,-5.819201121233357,-7.486334968465312,-7.63875262789068,0.0
2019-03-20,1.0,-5.97208653175157,-7.073970690858339,-5.790997906489881,-7.448360083740404,-7.606769016050245,0.0
2019-03-21,1.0,-6.022479803301722,-7.118018967334036,-5.835967685282753,-7.506849315068493,-7.641728134878821,0.0
2019-03-22,1.0,-6.1671459381739755,-7.268152408339324,-6.011861969805895,-7.692667145938174,-7.805535585909418,0.0
2019-03-25,1.0,-6.079348211122919,-7.061282323769039,-6.00247963159759,-7.594757350336521,-7.685086787105916,0.0
2019-03-26,1.0,-6.151721664275467,-7.154591104734577,-6.100430416068868,-7.678263988522239,-7.78335724533716,0.0
2019-03-27,1.0,-6.161764705882353,-7.136657101865137,-6.109038737446198,-7.680416068866571,-7.78012912482066,0.0
2019-03-28,1.0,-6.106087575649697,-7.0740477038091845,-6.081167675329299,-7.6144535421858315,-7.724457102171591,0.0
2019-03-29,1.0,-6.098932384341637,-7.065124555160143,-6.090747330960854,-7.609608540925267,-7.722775800711744,0.0
2019-04-01,1.0,-6.071985815602837,-7.048581560283688,-6.06418439716312,-7.5819148936170215,-7.693971631205674,0.0
2019-04-02,1.0,-6.063649222065063,-7.024398868458274,-6.0816831683168315,-7.553041018387553,-7.637553041018387,0.0
2019-04-03,1.0,-6.065440396179696,-7.027237354085603,-6.083126989741777,-7.556420233463035,-7.640962150689777,0.0
2019-04-04,1.0,-6.07471671388102,-7.034702549575071,-6.080736543909349,-7.565155807365438,-7.655453257790367,0.0
2019-04-05,1.0,-6.101917613636364,-7.045454545454545,-6.0969460227272725,-7.5877130681818175,-7.679332386363636,0.0
2019-04-08,0.46489459211732354,-3.320623281393217,-3.500091659028414,-3.3173235563703027,-3.5873510540788267,-3.6064161319890005,0.5351054078826765
2019-04-09,0.509787050978705,-3.925790492579049,-4.135082813508281,-3.9201978920197886,-4.2551086255108626,-4.2738223273822324,0.49021294902129486
2019-04-10,0.5147569444444444,-3.9633246527777772,-4.171006944444445,-3.9594184027777777,-4.295572916666666,-4.312065972222221,0.4852430555555556
2019-04-11,0.5182449070964853,-4.098276248041191,-4.299082158047907,-4.095142153570629,-4.4414595925677185,-4.452205059323931,0.48175509290351465
2019-04-12,0.5494207542519103,-4.525264974118807,-4.753512447621395,-4.520828198175992,-4.918166132610303,-4.93098348533399,0.4505792457480897
2019-04-15,0.5583145221971406,-4.607223476297968,-4.840983195385,-4.6034612490594435,-5.007775269626285,-5.022322548281916,0.44168547780285927
2019-04-16,0.5912925170068027,-5.010340136054421,-5.270204081632653,-5.005170068027211,-5.454149659863946,-5.4707482993197285,0.4087074829931973
2019-04-17,0.6489164086687307,-5.721671826625388,-6.01826625386997,-5.722291021671827,-6.242105263157895,-6.2554179566563475,0.3510835913312694
2019-04-18,0.6505125815470644,-5.739981360671016,-6.039453246349798,-5.738738738738739,-6.2662317489903705,-6.281143212177696,0.34948741845293574
2019-04-22,0.6402100061766522,-5.705373687461396,-6.001852995676344,-5.698888202594194,-6.230697961704757,-6.246139592340952,0.35978999382334775
2019-04-23,0.646322378716745,-5.783098591549296,-6.087636932707356,-5.7790297339593115,-6.317057902973397,-6.331768388106417,0.3536776212832551
2019-04-24,0.6805783766020375,-6.076569175156096,-6.399605652316793,-6.075254682878739,-6.647058823529412,-6.664475846204404,0.31942162339796254
2019-04-25,0.6762684124386252,-6.05139116202946,-6.370212765957447,-6.054337152209493,-6.620621931260229,-6.636661211129296,0.32373158756137477
2019-04-26,0.6646282587705182,-5.947537817830705,-6.25651754103637,-5.949790794979079,-6.50820727389765,-6.523012552301255,0.3353717412294818
2019-04-29,0.6698082547936302,-6.007474813129671,-6.316217094572636,-6.008124796880079,-6.574910627234319,-6.592460188495288,0.3301917452063699
2019-04-30,0.6683954619124798,-5.991572123176661,-6.299189627228525,-5.992544570502432,-6.557212317666127,-6.5743922204213945,0.3316045380875203
2019-05-01,0.6581306017925737,-5.916453265044815,-6.215749039692702,-5.914532650448144,-6.475032010243278,-6.488796414852754,0.3418693982074264
2019-05-02,0.65856,-5.91424,-6.21472,-5.91104,-6.4704,-6.4896,0.34144
2019-05-03,0.6604561516222294,-5.93768069386444,-6.238676517828462,-5.934468358496627,-6.496948281400579,-6.5159010600706715,0.33954384837777063
2019-05-06,0.6750407830342577,-6.034584013050571,-6.328221859706362,-6.036541598694942,-6.603588907014681,-6.623491027732463,0.32495921696574226
2019-05-07,0.6705501618122978,-5.982847896440131,-6.275728155339807,-5.988673139158577,-6.547249190938512,-6.567961165048544,0.3294498381877023
2019-05-08,0.7792742237186682,-6.948372615039282,-7.280957725402169,-6.964085297418631,-7.595585484474372,-7.621773288439955,0.22072577628133183
2019-05-09,0.7761638733705774,-6.917690875232775,-7.2465549348230915,-6.932960893854749,-7.561266294227188,-7.585102420856612,0.2238361266294227
2019-05-10,0.774888558692422,-6.899331352154532,-7.226968796433878,-6.9149331352154535,-7.541233283803863,-7.564264487369986,0.22511144130757801
2019-05-13,0.7858487015430937,-6.995107263831389,-7.3255551373729775,-7.0071509220925865,-7.642077531050057,-7.666541211893112,0.21415129845690628
2019-05-14,0.9071766222604212,-8.000429737859905,-8.359690588740868,-8.079071766222604,-8.757627847013323,-8.776966050709069,0.09282337773957886
2019-05-15,0.9036247334754798,-7.931343283582089,-8.29680170575693,-8.024307036247336,-8.690831556503198,-8.700639658848614,0.09637526652452026
2019-05-16,0.9162689804772234,-8.067245119305857,-8.44642082429501,-8.171366594360086,-8.843817787418654,-8.855097613882863,0.08373101952277658
2019-05-17,0.9097582037996546,-8.026338514680484,-8.399395509499136,-8.135578583765112,-8.79706390328152,-8.819948186528498,0.09024179620034542
2019-05-20,0.9158716392020815,-8.06287944492628,-8.429748482220296,-8.178664353859496,-8.835646140503036,-8.858629661751952,0.08412836079791848
2019-05-21,0.9140759930915372,-8.023316062176166,-8.394214162348877,-8.14594127806563,-8.79490500863558,-8.81908462867012,0.08592400690846287
2019-05-22,0.9093264248704662,-8.025043177892918,-8.386873920552677,-8.15544041450777,-8.79490500863558,-8.815198618307427,0.09067357512953367
2019-05-23,0.8984208279982928,-7.93213828425096,-8.285958173282117,-8.066154502774221,-8.690994451557833,-8.705078958600085,0.10157917200170723
2019-05-24,0.9378606302707502,-8.25699067909454,-8.611185086551265,-8.409675987572127,-9.046604527296939,-9.061251664447404,0.062139369729249896
2019-05-28,1.0,-8.892550143266474,-9.279847182425979,-9.058739255014327,-9.754059216809932,-9.770296084049665,0.0
2019-05-29,1.0,-8.866730128510234,-9.25130890052356,-9.029033793431699,-9.71918134221799,-9.730128510233222,0.0
2019-05-30,1.0,-8.827488151658768,-9.210426540284361,-8.987203791469193,-9.678199052132701,-9.690047393364928,0.0
2019-05-31,1.0,-8.836337760910816,-9.22201138519924,-8.994307400379505,-9.686432637571157,-9.698766603415558,0.0
2019-06-03,1.0,-8.833096254148886,-9.2176386913229,-9.00474158368895,-9.681365576102417,-9.678994784257942,0.0
2019-06-04,1.0,-8.826066350710901,-9.214691943127962,-8.99905213270142,-9.676777251184834,-9.677251184834123,0.0
2019-06-05,1.0,-8.644217371110079,-9.016720854621457,-8.833720390153275,-9.490013934045518,-9.462145843009754,0.0
2019-06-06,1.0,-8.640501625638644,-9.026939154667906,-8.823502090106828,-9.486762656758012,-9.469577333952625,0.0
2019-06-07,1.0,-8.658752327746742,-9.055400372439479,-8.843575418994414,-9.506517690875233,-9.490689013035382,0.0
2019-06-10,1.0,-8.61167747914736,-9.018535681186284,-8.803058387395737,-9.456904541241892,-9.448563484708064,0.0
2019-06-11,0.9096719216020451,-7.90072432893055,-8.271836386876863,-8.095014912654452,-8.675330208777162,-8.664678312739667,0.09032807839795483
2019-06-12,0.9023668639053255,-7.835164835164835,-8.204987320371936,-8.028317836010144,-8.603550295857987,-8.592983939137785,0.09763313609467456
2019-06-13,0.8712183156173344,-7.572771872444808,-7.937448896156991,-7.764513491414555,-8.310302534750614,-8.297628781684383,0.12878168438266557
2019-06-14,0.8806278397356464,-7.655927302767451,-8.016109045848824,-7.853366377529946,-8.399421726559273,-8.380008261049154,0.11937216026435359
2019-06-17,0.8732624693376942,-7.577677841373671,-7.929681112019624,-7.772690106295994,-8.312346688470972,-8.291496320523303,0.1267375306623058
2019-06-18,0.8780889621087314,-7.635502471169687,-7.9892915980230645,-7.832372322899507,-8.37479406919275,-8.354200988467875,0.12191103789126853
2019-06-19,0.8798353909465021,-7.630864197530865,-7.976954732510289,-7.832921810699589,-8.368724279835392,-8.342798353909465,0.12016460905349795
2019-06-20,0.8670731707317073,-7.535772357723578,-7.88048780487805,-7.73089430894309,-8.263821138211384,-8.239430894308944,0.1329268292682927
2019-06-21,0.8409629044988162,-7.309786898184689,-7.64759273875296,-7.497237569060775,-8.014996053670087,-7.9936858721389115,0.1590370955011839
2019-06-24,0.8179368745188607,-7.124711316397227,-7.448036951501154,-7.308314087759815,-7.812163202463433,-7.797536566589684,0.18206312548113932
2019-06-25,1.0,-10.833819241982507,-11.328279883381926,-11.163848396501459,-12.012827988338193,-11.970262390670555,0.0
2019-06-26,1.0,-10.828955049620548,-11.343257443082313,-11.167542323409224,-12.032107413893753,-12.005253940455342,0.0
2019-06-27,1.0,-10.822157434402332,-11.319533527696795,-11.165014577259477,-12.016909620991255,-11.98600583090379,0.0
2019-06-28,1.0,-10.860233918128653,-11.329824561403509,-11.20701754385965,-12.061403508771928,-12.02046783625731,0.0
2019-07-01,1.0,-10.85981308411215,-11.30841121495327,-11.197429906542057,-12.048481308411215,-11.99766355140187,0.0
2019-07-02,1.0,-10.86031560490941,-11.323787258912917,-11.201052016364699,-12.053185271770895,-12.007013442431328,0.0
2019-07-03,1.0,-10.889800703399766,-11.355216881594373,-11.234466588511138,-12.092028135990622,-12.044548651817117,0.0
2019-07-05,1.0,-10.878220140515221,-11.33606557377049,-11.221896955503512,-12.078454332552694,-12.033372365339577,0.0
2019-07-08,1.0,-10.877634660421545,-11.337236533957844,-11.220140515222482,-12.077868852459016,-12.034543325526931,0.0
2019-07-09,1.0,-10.831486880466473,-11.286880466472304,-11.174344023323616,-12.029154518950438,-11.9865889212828,0.0
2019-07-10,1.0,-10.830320699708455,-11.287463556851312,-11.174344023323616,-12.029737609329446,-11.987755102040817,0.0
2019-07-11,1.0,-10.83731778425656,-11.2798833819242,-11.182507288629738,-12.02857142857143,-11.980758017492713,0.0
2019-07-12,1.0,-11.042211652794292,-11.492271105826395,-11.400118906064208,-12.284185493460166,-12.233650416171225,0.0
2019-07-15,1.0,-11.119090365050868,-11.584679832435668,-11.491322561340516,-12.357869539198084,-12.291442250149611,0.0
2019-07-16,1.0,-11.145596165368483,-11.593768723786699,-11.525464349910125,-12.366686638705811,-12.284601557819053,0.0
2019-07-17,1.0,-11.145596165368483,-11.601557819053324,-11.521270221689633,-12.364889155182745,-12.282804074295985,0.0
2019-07-18,1.0,-11.242296072507553,-11.699697885196375,-11.62356495468278,-12.472507552870091,-12.385498489425983,0.0
2019-07-19,1.0,-11.326642335766422,-11.778588807785889,-11.703771289537713,-12.55352798053528,-12.464720194647201,0.0
2019-07-22,1.0,-11.336784409257003,-11.789890377588307,-11.711936662606577,-12.570645554202192,-12.491473812423871,0.0
2019-07-23,1.0,-11.351829268292683,-11.807926829268292,-11.726829268292681,-12.584146341463414,-12.505487804878047,0.0
2019-07-24,1.0,-11.437346437346438,-11.893734643734645,-11.823710073710075,-12.677518427518427,-12.592751842751843,0.0
2019-07-25,1.0,-11.383251833740832,-11.819070904645477,-11.773838630806846,-12.623471882640589,-12.525061124694377,0.0
2019-07-26,1.0,-11.363026235509457,-11.787675411836487,-11.758389261744968,-12.602806589383771,-12.501525320317269,0.0
2019-07-29,1.0,-11.373854612095297,-11.786805131337815,-11.773976786805132,-12.622480146609654,-12.530238240684179,0.0
2019-07-30,1.0,-11.37080024434942,-11.786194257788638,-11.775198533903481,-12.623091020158828,-12.532681734880882,0.0
2019-07-31,1.0,-11.377370030581039,-11.811620795107034,-11.786544342507645,-12.63730886850153,-12.549235474006116,0.0
2019-08-01,1.0,-11.375535168195718,-11.82874617737003,-11.78348623853211,-12.63302752293578,-12.541896024464831,0.0
2019-08-02,1.0,-11.384332925336597,-11.826805385556916,-11.804773561811505,-12.637698898408813,-12.545899632802936,0.0
2019-08-05,1.0,-11.380048959608324,-11.825581395348838,-11.799877600979192,-12.643818849449204,-12.550183598531211,0.0
2019-08-06,1.0,-11.011275964391691,-11.468249258160236,-11.43501483679525,-12.251632047477745,-12.181008902077151,0.0
2019-08-07,1.0,-10.881972988843218,-11.364650616559013,-11.295948326482678,-12.11685261303582,-12.061068702290076,0.0
2019-08-08,1.0,-10.887191539365451,-11.372502937720329,-11.303172737955347,-12.123384253819037,-12.068155111633372,0.0
2019-08-09,1.0,-10.863849765258216,-11.348591549295774,-11.285798122065728,-12.110915492957746,-12.075704225352114,0.0
2019-08-12,1.0,-10.881316098707403,-11.353113983548766,-11.31786133960047,-12.127497062279671,-12.074618096357227,0.0
2019-08-13,1.0,-10.865102639296188,-11.32258064516129,-11.299120234604105,-12.106744868035191,-12.056891495601175,0.0
