Date,IWF,IWM,MTUM,SPY,SYBT,VLUE,VXX
2018-09-24,-0.12754274956858233,-0.7249908487162057,-0.05621502902264288,-0.32876640694451703,1.0,-0.37716362495424355,0.0
2018-09-25,-0.1263448638695252,-0.7328159936867026,-0.050190714191766406,-0.3357095883203999,1.0,-0.38547941601999214,0.0
2018-09-26,-0.12587559909411702,-0.7328435245167746,-0.04784852794016958,-0.3371780692052456,1.0,-0.38966134723758356,0.0
2018-09-27,-0.12675018422991893,-0.730050531634909,-0.04863669859985261,-0.3370091588588272,1.0,-0.3894094115170018,0.0
2018-09-28,-0.12710570646451885,-0.7297062539481995,-0.04882606864603075,-0.3370709623078543,1.0,-0.3894240892819541,0.0
2018-10-01,-0.1266173021687001,-0.7318242904951383,-0.049223958470578935,-0.3372157369100635,1.0,-0.39023426177237874,0.0
2018-10-02,-0.12673303932183694,-0.7435233844772494,-0.045976707951514505,-0.33604457707238494,1.0,-0.3885441149285658,0.0
2018-10-03,-0.12784421631918721,-0.749497301301725,-0.04683035241824532,-0.33532648957561645,1.0,-0.3862842628849613,0.0
2018-10-04,-0.12679083094555874,-0.7552531041069723,-0.04669425872864269,-0.3339435423962645,1.0,-0.3904011461318052,0.0
2018-10-05,-0.11457507007245227,-0.7520228462636839,-0.03630546300703368,-0.3411074091702364,1.0,-0.4002062509915913,0.0
2018-10-08,-0.11341131736685063,-0.7506535343666657,-0.0347495445063505,-0.34202952126957303,1.0,-0.3996989781098994,0.0
2018-10-09,-0.11148104108865108,-0.7519355264896287,-0.029383009644602984,-0.3453560576033822,1.0,-0.40422777117188535,0.0
2018-10-10,-0.11207670769718421,-0.7511490305879867,-0.030297427228062758,-0.3456600982619261,1.0,-0.4022399492841671,0.0
2018-10-11,-0.07773906310491677,-0.7550651696993159,-0.0,-0.33594012130597495,1.0,-0.41223383662408053,0.0
2018-10-12,-0.0798560600260317,-0.7538983742949749,-0.0,-0.3211341653267999,1.0,-0.397264119643723,0.0
2018-10-15,-0.032367928452579034,-0.8265910981697172,-0.0,-0.32666909317803666,1.0,-0.41420549084858566,0.0
2018-10-16,-0.024910010955188064,-0.8430538890917627,-0.0,-0.3265950232145651,1.0,-0.4138191872293808,0.0
2018-10-17,-0.007850909933331618,-0.8152590800277999,-0.0,-0.32603155808386314,1.0,-0.4249530232438415,0.0
2018-10-18,-0.007386626859525403,-0.8146136819889844,-0.0,-0.32673598599886755,1.0,-0.42500128686879085,0.0
2018-10-19,-0.0,-0.8116716983062989,-0.0,-0.3238243872486312,1.0,-0.4229647444097631,0.0
2018-10-22,-0.0,-0.826151827746765,-0.0,-0.3237208345123865,1.0,-0.4226069508399146,0.0
2018-10-23,-0.0,-0.8279272764836526,-0.0,-0.32862455451681216,1.0,-0.42595940292340273,0.0
2018-10-24,-0.0,-0.8304611807260044,-0.0,-0.32783878051931276,1.0,-0.4253713990440512,0.0
2018-10-25,-0.0,-0.8328296525894356,-0.0,-0.3256360583753067,1.0,-0.42451246286968874,0.0
2018-10-26,-0.0,-0.8283499446290143,-0.0,-0.325195086146952,1.0,-0.4218238945118339,0.0
2018-10-29,-0.0,-0.8333030688215,-0.0,-0.3364808425640094,1.0,-0.42431710290798724,0.0
2018-10-30,-0.0,-0.8329549902152643,-0.0,-0.3332289628180039,1.0,-0.4430789302022179,0.0
2018-10-31,-0.0,-0.8280644238024614,-0.0,-0.3323185803866469,1.0,-0.4415736476465537,0.0
2018-11-01,-0.0,-0.8257976988703071,-0.0,-0.33789037021576346,1.0,-0.44530251245793,0.0
2018-11-02,-0.0,-0.8045753161434396,-0.0,-0.34841993196748977,1.0,-0.44363947962919686,0.0
2018-11-05,-0.0,-0.8114696643215038,-0.0,-0.34798411173706484,1.0,-0.4366935797917911,0.0
2018-11-06,-0.0,-0.8141563059672438,-0.0,-0.3471591351519714,1.0,-0.43426687777402856,0.0
2018-11-07,-0.0,-0.8152532253458973,-0.0,-0.3461308828492069,1.0,-0.4344677205825091,0.0
2018-11-08,-0.0,-0.8126418403135961,-0.0,-0.33345368269032394,1.0,-0.43279348050340416,0.0
2018-11-09,-0.0,-0.8124322930100593,-0.0,-0.3343822543203508,1.0,-0.43252514831054945,0.0
2018-11-12,-0.0,-0.8027814195007841,-0.0,-0.3374720444204519,1.0,-0.4303745405002442,0.0
2018-11-13,-0.0,-0.7993416855910797,-0.0,-0.3292592687096527,1.0,-0.4230052818249088,0.0
2018-11-14,-0.0,-0.7989740710494079,-0.0,-0.3300837076357697,1.0,-0.42300428746427116,0.0
2018-11-15,-0.0,-0.8003017208315222,-0.0,-0.3296427932189522,1.0,-0.427011685289831,0.0
2018-11-16,-0.0,-0.8011565722473837,-0.0,-0.3305698421227707,1.0,-0.42706174355825083,0.0
2018-11-19,-0.0,-0.8013461981419394,-0.0,-0.33084226959793206,1.0,-0.4271235891792286,0.0
2018-11-20,-0.0,-0.7894093375105066,-0.0,-0.32082728407325334,1.0,-0.43682025419627624,0.0
2018-11-21,-0.0,-0.7882260675976522,-0.0,-0.3186601902448897,1.0,-0.42299129730823715,0.0
2018-11-23,-0.0,-0.7860863847865669,-0.0,-0.31954278778069994,1.0,-0.42317418571717574,0.0
2018-11-26,-0.0,-0.7850545334919149,-0.0,-0.32097578257458814,1.0,-0.4245261533011109,0.0
2018-11-27,-0.0,-0.7888801997931435,-0.0,-0.3145480689185439,1.0,-0.4192376579803739,0.0
2018-11-28,-0.0,-0.7913701741105224,-0.0,-0.3134241736058542,1.0,-0.4185465556396669,0.0
2018-11-29,-0.0,-0.7822273456295108,-0.0,-0.3067862870890136,1.0,-0.4169757417802727,0.0
2018-11-30,-0.0,-0.7837939698492462,-0.0,-0.30690954773869344,1.0,-0.42185929648241205,0.0
2018-12-03,-0.0,-0.7839046948828793,-0.0,-0.3072785764552126,1.0,-0.4221624610435307,0.0
2018-12-04,-0.0,-0.788462986670683,-0.0,-0.301629138740367,1.0,-0.4201119562216031,0.0
2018-12-06,-0.0,-0.7959902397303348,-0.0,-0.2986692828214223,1.0,-0.42089905164390107,0.0
2018-12-07,-0.0,-0.7963731482180136,-0.0,-0.2988254231746271,1.0,-0.4199803818003471,0.0
2018-12-10,-0.0,-0.7980843580853559,-0.0,-0.2908383427701978,1.0,-0.40540270883739493,0.0
2018-12-11,-0.0,-0.79827341001522,-0.0,-0.289328576062277,1.0,-0.40744529554130593,0.0
2018-12-12,-0.0,-0.7987763765763516,-0.0,-0.28887501560744167,1.0,-0.40953926832313653,0.0
2018-12-13,-0.0,-0.8119086665825659,-0.0,-0.29145956856313865,1.0,-0.4196543459063959,0.0
2018-12-14,-0.0,-0.8094241101833867,-0.0,-0.293267411648967,1.0,-0.41982191055167367,0.0
2018-12-17,-0.0,-0.8118200678034712,-0.0,-0.2716186813742853,1.0,-0.44654151697616756,0.0
2018-12-18,-0.0,-0.8019936908517351,-0.0,-0.2680378548895899,1.0,-0.4536277602523659,0.0
2018-12-19,-0.0,-0.8019584584710899,-0.0,-0.26820281149837216,1.0,-0.4536254195795371,0.0
2018-12-20,-0.0,-0.7896697543294402,-0.0,-0.2773862263391059,1.0,-0.4500855819573097,0.0
2018-12-21,-0.0,-0.7939080690485748,-0.0,-0.2813127258129265,1.0,-0.43378663187474903,0.0
2018-12-24,-0.0,-0.7702377972465582,-0.0,-0.27309136420525654,1.0,-0.45979974968710885,0.0
2018-12-26,-0.0,-0.7773361816284962,-0.0,-0.25575040985642605,1.0,-0.45091658800735257,0.0
2018-12-27,-0.0,-0.7621005236627024,-0.0,-0.23638232271325796,1.0,-0.4485146576616258,0.0
2018-12-28,-0.0,-0.766178161622587,-0.0,-0.2346781493895726,1.0,-0.4457710469013775,0.0
2018-12-31,-0.0,-0.7807482674427209,-0.0,-0.23799541273090488,1.0,-0.44750536414531283,0.0
2019-01-02,-0.0,-0.7802119270576638,-0.0,-0.23632331197634301,1.0,-0.447732873336619,0.0
2019-01-03,-0.0,-0.7820329100163068,-0.0,-0.23091367297524337,1.0,-0.45777536196076496,0.0
2019-01-04,-0.0,-0.783556386538083,-0.0,-0.2185347372564456,1.0,-0.45802991537098997,0.0
2019-01-07,-0.0,-0.7709832717370162,-0.0,-0.2122398366076639,1.0,-0.44821046489009925,0.0
2019-01-08,-0.0,-0.7697729813815565,-0.0,-0.21294540858490105,1.0,-0.44788780321812255,0.0
2019-01-09,-0.0,-0.7571890420282458,-0.0,-0.21497848756654273,1.0,-0.4586159119084081,0.0
2019-01-10,-0.0,-0.7541697058108437,-0.0,-0.21949914903963044,1.0,-0.4576464867493314,0.0
2019-01-11,-0.0,-0.7571903594572948,-0.0,-0.21739763597970924,1.0,-0.4525618310235188,0.0
2019-01-14,-0.0,-0.7559613423340293,-0.0,-0.22216016706328007,1.0,-0.45012384051284543,0.0
2019-01-15,-0.0,-0.75514668351846,-0.0,-0.22297839243613737,1.0,-0.45242204020124926,0.0
2019-01-16,-0.0,-0.7526409092012919,-0.0,-0.22688749119696933,1.0,-0.44889385366327494,0.0
2019-01-17,-0.0,-0.7508314519457189,-0.0,-0.22656762071225692,1.0,-0.45019784914912725,0.0
2019-01-18,-0.0,-0.7429792429792431,-0.0,-0.2362881562881563,1.0,-0.46273504273504273,0.0
2019-01-22,-0.0,-0.8659536282499029,-0.0,-0.09058498253783469,1.0,-0.4687378734963135,0.0
2019-01-23,-0.0,-0.8580471478463328,-0.0,-0.08995440434613891,1.0,-0.47729918509895225,0.0
2019-01-24,-0.0,-0.8547197282213055,-0.0,-0.09611744722154816,1.0,-0.47575831108954136,0.0
2019-01-25,-0.0,-0.8910932263509381,-0.0,-0.016340908534944593,1.0,-0.5387851953325669,0.0
2019-01-28,-0.0,-0.889896816470243,-0.0,-0.017238006748496258,1.0,-0.537972516993496,0.0
2019-01-29,-0.0,-0.8759127664788042,-0.0,-0.024724332271502083,1.0,-0.5497182063219799,0.0
2019-01-30,-0.0,-0.8761734356234221,-0.0,-0.024216279810779673,1.0,-0.5506507512439031,0.0
2019-01-31,-0.0,-0.8849268675763228,-0.0,-0.007116913713556493,1.0,-0.5620643957985668,0.0
2019-02-01,-0.0,-0.8835636649781143,-0.0,-0.010721487237495697,1.0,-0.5647961441990852,0.0
2019-02-04,-0.0,-0.8811040862013825,-0.0,-0.009323722600801988,1.0,-0.5696573101429309,0.0
2019-02-05,-0.0,-0.886314907459891,-0.0,-0.013850210710501023,1.0,-0.5642851861892205,0.0
2019-02-06,-0.0,-0.8643992932862191,-0.0,-0.010649784059678053,1.0,-0.5788182175107971,0.0
2019-02-07,-0.0,-0.8567232855254785,-0.0,-0.008027803612511625,1.0,-0.5827500122375056,0.0
2019-02-08,-0.0,-0.8604326416619711,-0.0,-0.018422793307038388,1.0,-0.5709841005414146,0.0
2019-02-11,-0.0,-0.8572129298082112,-0.0,-0.02092019424142836,1.0,-0.5744346887722569,0.0
2019-02-12,-0.0,-0.8516908568481544,-0.0,-0.03099290257619293,1.0,-0.5731722291804808,0.0
2019-02-13,-0.0,-0.8403726102223956,-0.0,-0.030823253999219664,1.0,-0.5673527116660164,0.0
2019-02-14,-0.0,-0.8286098216467139,-0.0,-0.04708038113852919,1.0,-0.567505497190325,0.0
2019-02-15,-0.0,-0.8131541069990974,-0.0,-0.05318240589397673,1.0,-0.5732233905003538,0.0
2019-02-19,-0.0,-0.8153195028867796,-0.0,-0.05531363147078971,1.0,-0.5757657305020061,0.0
2019-02-20,-0.0,-0.8229492952231793,-0.0,-0.049065191855912293,1.0,-0.5751272513703994,0.0
2019-02-21,-0.0,-0.8165626911314985,-0.0,-0.04990825688073395,1.0,-0.5800122324159022,0.0
2019-02-22,-0.0,-0.8085974730565263,-0.0,-0.06097411960214082,1.0,-0.574280896405093,0.0
2019-02-25,-0.0,-0.8035303334475836,-0.0,-0.06451060079322332,1.0,-0.5801792097145375,0.0
2019-02-26,-0.0,-0.8059225847571887,-0.0,-0.069938469835511,1.0,-0.575515407055132,0.0
2019-02-27,-0.0,-0.8132054176072235,-0.0,-0.0636225341054078,1.0,-0.5767985081951125,0.0
2019-02-28,-0.0,-0.815049089044107,-0.0,-0.06313192985883848,1.0,-0.5640599814389684,0.0
2019-03-01,-0.0,-0.8192312385600976,-0.0,-0.058621110433190966,1.0,-0.562660158633313,0.0
2019-03-04,-0.0,-0.8243903630943654,-0.0,-0.057494013585495767,1.0,-0.561550114841421,0.0
2019-03-05,-0.0,-0.8169659260710873,-0.0,-0.06912769762143889,1.0,-0.5635058667907797,0.0
2019-03-06,-0.0,-0.8120612635609444,-0.0,-0.08288743802464288,1.0,-0.5595454322320946,0.0
2019-03-07,-0.0,-0.8228022654518591,-0.0,-0.07136173356316178,1.0,-0.5683082984486579,0.0
2019-03-08,-0.0,-0.8303195807808695,-0.0,-0.055354638718724626,1.0,-0.5745073437154034,0.0
2019-03-11,-0.0,-0.8294008647313156,-0.0,-0.05897467572575664,1.0,-0.5822853613341569,0.0
2019-03-12,-0.0,-0.8353560068509909,-0.0,-0.04489845852703695,1.0,-0.5665280156594079,0.0
2019-03-13,-0.0,-0.8400953480942668,-0.0,-0.05204826382915981,1.0,-0.5652814980463471,0.0
2019-03-14,-0.0,-0.8387801704029269,-0.0,-0.054214648758808645,1.0,-0.5623787659292361,0.0
2019-03-15,-0.0,-0.8278763130058302,-0.0,-0.05689896927504859,1.0,-0.5752134018843326,0.0
2019-03-18,-0.0,-0.8321140638996715,-0.0,-0.06720911714939783,1.0,-0.5890066686573107,0.0
2019-03-19,-0.0,-0.8304864972695309,-0.0,-0.07026905717776726,1.0,-0.592823479540184,0.0
2019-03-20,-0.0,-0.8468850321027288,-0.0,-0.07315910914927769,1.0,-0.5880066211878009,0.0
2019-03-21,-0.0,-0.8495924733346749,-0.0,-0.06643690883477561,1.0,-0.5995673173676797,0.0
2019-03-22,-0.0,-0.8446207088185516,-0.0,-0.09369237375906231,1.0,-0.587768711950893,0.0
2019-03-25,-0.0,-0.859145612294227,-0.0,-0.09663384474467598,1.0,-0.5885555809989059,0.0
2019-03-26,-0.0,-0.8960726482458864,-0.0,-0.11725137120976922,1.0,-0.5738900962434027,0.0
2019-03-27,-0.0,-0.9039732524687037,-0.0,-0.11238110048466941,1.0,-0.5754347769743151,0.0
2019-03-28,-0.0,-0.9043325041459369,-0.0,-0.11209577114427861,1.0,-0.5747823383084577,0.0
2019-03-29,-0.0,-0.898666321377703,-0.0,-0.1124174543571151,1.0,-0.5785834520264146,0.0
2019-04-01,-0.0,-0.9069851798113793,-0.0,-0.11195460669499428,1.0,-0.5720022800290185,0.0
2019-04-02,-0.0,-0.9061138219867965,-0.0,-0.12211987579260496,1.0,-0.5811653576181405,0.0
2019-04-03,-0.0,-0.9070472605604348,-0.0,-0.11650460058552906,1.0,-0.5903910497699707,0.0
2019-04-04,-0.0,-0.9020426264576213,-0.0,-0.10831398533900295,1.0,-0.5983617248845642,0.0
2019-04-05,-0.0,-0.8963607388248819,-0.0,-0.11322726441466154,1.0,-0.6029208140658882,0.0
2019-04-08,-0.0,-0.8971989453624664,-0.0,-0.11363458375753778,1.0,-0.5996554154593154,0.0
2019-04-09,-0.0,-0.8765608740894901,-0.0,-0.15434443288241415,1.0,-0.5705515088449531,0.0
2019-04-10,-0.0,-0.8821162482801589,-0.0,-0.15461696217647516,1.0,-0.5592533942524857,0.0
2019-04-11,-0.0,-0.8867158194282758,-0.0,-0.1359203207864442,1.0,-0.5643771827706635,0.0
2019-04-12,-0.0,-0.8852386869628248,-0.0,-0.13617065341203272,1.0,-0.5673863518691105,0.0
2019-04-15,-0.0,-0.8868109474553099,-0.0,-0.12593184925323084,1.0,-0.5667707070446514,0.0
2019-04-16,-0.0,-0.8828745231467161,-0.0,-0.12627590473244663,1.0,-0.5684606660480462,0.0
2019-04-17,-0.0,-0.8840093865236339,-0.0,-0.11970396348539158,1.0,-0.575001934036463,0.0
2019-04-18,-0.0,-0.8824257744989294,-0.0,-0.12301699899398974,1.0,-0.5740707302602729,0.0
2019-04-22,-0.0,-0.8824745999327835,-0.0,-0.12729763966805407,1.0,-0.5754763320493266,0.0
2019-04-23,-0.0,-0.888986944220936,-0.0,-0.12217405975030499,1.0,-0.5844213149220028,0.0
2019-04-24,-0.0,-0.8936397231041482,-0.0,-0.12855878832040807,1.0,-0.5802321344922708,0.0
2019-04-25,-0.0,-0.8934863507429671,-0.0,-0.12780076508704818,1.0,-0.581049782704869,0.0
2019-04-26,-0.0,-0.8902257601461568,-0.0,-0.12266736265170299,1.0,-0.5970507634085868,0.0
2019-04-29,-0.0,-0.8899003599561792,-0.0,-0.12115916323230215,1.0,-0.5972925035213105,0.0
2019-04-30,-0.0,-0.8893132766514062,-0.0,-0.11738391105297581,1.0,-0.6093917593198169,0.0
2019-05-01,-0.0,-0.8897745149449396,-0.0,-0.13521237545883585,1.0,-0.5969323544834819,0.0
2019-05-02,-0.0,-0.8883812524615989,-0.0,-0.1210975449652094,1.0,-0.6162268609688853,0.0
2019-05-03,-0.0,-0.8859181906436123,-0.0,-0.12239918138168078,1.0,-0.6154855298716974,0.0
2019-05-06,-0.0,-0.8747706662473136,-0.0,-0.12323740630078105,1.0,-0.6229491010116895,0.0
2019-05-07,-0.0,-0.8791286568103177,-0.0,-0.11940337632379155,1.0,-0.6228373702422145,0.0
2019-05-08,-0.0,-0.8682201054868929,-0.0,-0.13991445590280513,1.0,-0.6158912592825841,0.0
2019-05-09,-0.0,-0.8671319497284391,-0.0,-0.14312701702831054,1.0,-0.6135176973735995,0.0
