Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WHD
2018-11-23,-0.0,-1.3955167173252279,-0.0,-1.2559840425531914,-1.0977393617021278,0.0,1.0
2018-11-26,-0.0,-1.3875298614429048,-0.0,-1.2762064022933588,-1.1140468227424747,0.0,1.0
2018-11-27,-0.0,-1.398423776290177,-0.0,-1.2533827090158096,-1.0958078146512842,0.0,1.0
2018-11-28,-0.0,-1.3883453647416413,-0.0,-1.2609232522796354,-1.0999715045592706,0.0,1.0
2018-11-29,-0.0,-1.3494990357025258,-0.0,-1.2276682816689402,-1.1267227997553977,0.0,1.0
2018-11-30,-0.0,-1.3507171408417586,-0.0,-1.23230660710087,-1.1194921232071477,0.0,1.0
2018-12-03,-0.0,-1.3533838122560315,-0.0,-1.2316230071015377,-1.117998400978225,0.0,1.0
2018-12-04,-0.0,-1.3608691490380014,-0.0,-1.2796017995596822,-1.1456398966210397,0.0,1.0
2018-12-06,-0.0,-1.223031532362161,-0.0,-1.3079937304075233,-1.0789231052922736,0.0,1.0
2018-12-07,-0.0,-1.2229957125074917,-0.0,-1.30805403162602,-1.079157254160712,0.0,1.0
2018-12-10,-0.0,-1.2316951308139537,-0.0,-1.2935138081395348,-1.0169422238372094,0.0,1.0
2018-12-11,-0.0,-1.2429859490136848,-0.0,-1.2650922239004074,-1.0687445649686484,0.0,1.0
2018-12-12,-0.0,-1.2433843054665323,-0.0,-1.2695266001281933,-1.0654244116839118,0.0,1.0
2018-12-13,-0.0,-1.2400274473924977,-0.0,-1.2718664226898446,-1.0626715462031109,0.0,1.0
2018-12-14,-0.0,-1.2310822550409217,-0.0,-1.2788166979104751,-1.0623199670796946,0.0,1.0
2018-12-17,-0.0,-1.2248386216928813,-0.0,-1.2380216383307574,-1.0830530048186198,0.0,1.0
2018-12-18,-0.0,-1.1927269437785517,-0.0,-1.2231218055995294,-1.1071961644579131,0.0,1.0
2018-12-19,-0.0,-1.1942745844091136,-0.0,-1.2270688952303301,-1.1082121665081306,0.0,1.0
2018-12-20,-0.0,-1.1720028779566507,-0.0,-1.232574871840993,-1.0922295170428995,0.0,1.0
2018-12-21,-0.0,-1.1765204587033153,-0.0,-1.2425148364642362,-1.04305921199411,0.0,1.0
2018-12-24,-0.0,-1.1201521248839164,-0.0,-1.201432804139212,-1.1006500685446425,0.0,1.0
2018-12-26,-0.0,-1.145859678192997,-0.0,-1.1410630968473379,-1.073605721013387,0.0,1.0
2018-12-27,-0.0,-1.0919511587341142,-0.0,-0.9569316388404353,-1.1042860702716173,0.0,1.0
2018-12-28,-0.0,-1.0975812139567689,-0.0,-0.9532838235904244,-1.0979961000705307,0.0,1.0
2018-12-31,-0.0,-1.09949381794042,-0.0,-0.9525350593311758,-1.0970043979752717,0.0,1.0
2019-01-02,-0.0,-1.0981765437215085,-0.0,-0.9449233319519271,-1.1011189390799834,0.0,1.0
2019-01-03,-0.0,-1.101634979406748,-0.0,-0.9223280775471149,-1.1362482838956607,0.0,1.0
2019-01-04,-0.0,-1.1172536228892285,-0.0,-0.8530613930060691,-1.158333677387391,0.0,1.0
2019-01-07,-0.0,-1.0731175853442014,-0.0,-0.8458962149947542,-1.116173028811234,0.0,1.0
2019-01-08,-0.0,-1.0421803239062122,-0.0,-0.8785351704133431,-1.1079687374103617,0.0,1.0
2019-01-09,-0.0,-0.9982569216425474,-0.0,-0.8911994811301633,-1.1642141959544368,0.0,1.0
2019-01-10,-0.0,-0.9972037607391798,-0.0,-0.8920813746150105,-1.1632355325012158,0.0,1.0
2019-01-11,-0.0,-1.0060675163904385,-0.0,-0.8991326302072729,-1.16691778311683,0.0,1.0
2019-01-14,-0.0,-1.019812900853793,-0.0,-0.9313288941541729,-1.134033252992361,0.0,1.0
2019-01-15,-0.0,-1.0141230254296094,-0.0,-0.9318339524062206,-1.1358422792767051,0.0,1.0
2019-01-16,-0.0,-1.013012441362431,-0.0,-0.9240057107893126,-1.142157862533143,0.0,1.0
2019-01-17,-0.0,-1.0240003270913403,-0.0,-0.9226428980292747,-1.142039414506501,0.0,1.0
2019-01-18,-0.0,-1.0227189147223472,-0.0,-0.9223634209128426,-1.141012544436726,0.0,1.0
2019-01-22,-0.0,-1.0338071768970714,-0.0,-0.9202476477536556,-1.1190990183699239,0.0,1.0
2019-01-23,-0.0,-1.0291072950919498,-0.0,-0.9197012138188609,-1.1107863435229164,0.0,1.0
2019-01-24,-0.0,-1.0307336283545125,-0.0,-0.9173399374771629,-1.11189151881775,0.0,1.0
2019-01-25,-0.0,-1.036925456988153,-0.0,-0.9004193298864146,-1.133819158897529,0.0,1.0
2019-01-28,-0.0,-1.0170389695092124,-0.0,-0.9295206261209848,-1.1297488993967064,0.0,1.0
2019-01-29,-0.0,-1.0085505052571289,-0.0,-0.9423965961625005,-1.1402037393118685,0.0,1.0
2019-01-30,-0.0,-1.0080470569012703,-0.0,-0.9410971774028839,-1.135615375188922,0.0,1.0
2019-01-31,-0.0,-1.021759581168964,-0.0,-0.8946787189660108,-1.1736676346680845,0.0,1.0
2019-02-01,-0.0,-1.014735648935309,-0.0,-0.8590397538660838,-1.1744797992065419,0.0,1.0
2019-02-04,-0.0,-0.9914149316002728,-0.0,-0.8471135716291571,-1.1731857022505716,0.0,1.0
2019-02-05,-0.0,-0.9773875390906904,-0.0,-0.8316093336540774,-1.2003047069200545,0.0,1.0
2019-02-06,-0.0,-0.9759002325767905,-0.0,-0.8320635175234582,-1.2019408132167777,0.0,1.0
2019-02-07,-0.0,-0.9807461372187977,-0.0,-0.8271155231766872,-1.1950204146985832,0.0,1.0
2019-02-08,-0.0,-0.9706554419723392,-0.0,-0.8387251954299458,-1.1993986770895972,0.0,1.0
2019-02-11,-0.0,-0.9476269071293426,-0.0,-0.8370435972786925,-1.24093232961636,0.0,1.0
2019-02-12,-0.0,-0.9832712248865846,-0.0,-0.8381804925469865,-1.229099157485418,0.0,1.0
2019-02-13,-0.0,-0.9902786779001945,-0.0,-0.8370463383020091,-1.2232663642255346,0.0,1.0
2019-02-14,-0.0,-0.9578151670324311,-0.0,-0.8649516378119158,-1.2413232544907746,0.0,1.0
2019-02-15,-0.0,-0.994953400350006,-0.0,-0.8483985185788124,-1.2264865084856131,0.0,1.0
2019-02-19,-0.0,-0.9819365337672905,-0.0,-0.8612693246541905,-1.2251423921887714,0.0,1.0
2019-02-20,-0.0,-0.9741526456961717,-0.0,-0.8658457286840607,-1.2240510444607007,0.0,1.0
2019-02-21,-0.0,-0.9874080994353954,-0.0,-0.8612859986189529,-1.2131686908485315,0.0,1.0
2019-02-22,-0.0,-0.9956534102449527,-0.0,-0.8471381565584759,-1.2194012267944916,0.0,1.0
2019-02-25,-0.0,-0.9829052838213643,-0.0,-0.8677817765417962,-1.2389170619990184,0.0,1.0
2019-02-26,-0.0,-0.9820523303352412,-0.0,-0.8759607522485691,-1.2302943581357317,0.0,1.0
2019-02-27,-0.0,-0.9678384136348738,-0.0,-0.8945837430350705,-1.2345542445099966,0.0,1.0
2019-02-28,-0.0,-0.9747224384448359,-0.0,-0.8986439428079807,-1.223483141464214,0.0,1.0
2019-03-01,-0.0,-0.960497350183449,-0.0,-0.8969832857725235,-1.2192009783938036,0.0,1.0
2019-03-04,-0.0,-0.9624495453989481,-0.0,-0.8917111754393118,-1.2229379867085253,0.0,1.0
2019-03-05,-0.0,-0.9286207596993703,-0.0,-0.9180580946577289,-1.2158846231972373,0.0,1.0
2019-03-06,-0.0,-0.9284059973182723,-0.0,-0.9174352931615943,-1.217382471252692,0.0,1.0
2019-03-07,-0.0,-0.9083607155896313,-0.0,-0.9344448501075007,-1.2137844306519003,0.0,1.0
2019-03-08,-0.0,-0.8934678312215525,-0.0,-0.9776520277196866,-1.2294255135933079,0.0,1.0
2019-03-11,-0.0,-0.8922165610372395,-0.0,-0.9773000289963133,-1.272772461787001,0.0,1.0
2019-03-12,-0.0,-0.8408339264034831,-0.0,-1.0041445137522502,-1.341399087369699,0.0,1.0
2019-03-13,-0.0,-0.8597075308694002,-0.0,-1.0125584727548569,-1.3419865986767248,0.0,1.0
2019-03-14,-0.0,-0.858647123241513,-0.0,-1.014320613259203,-1.3390194591862523,0.0,1.0
2019-03-15,-0.0,-0.8482146630044369,-0.0,-1.0214240439467568,-1.3560109866892036,0.0,1.0
2019-03-18,-0.0,-0.8701459417939746,-0.0,-1.0329435862422123,-1.3642143893488095,0.0,1.0
2019-03-19,-0.0,-0.8710379250031995,-0.0,-1.0145045006612345,-1.3804445202849707,0.0,1.0
2019-03-20,-0.0,-0.9075633881905749,-0.0,-1.0271694527234245,-1.3847350006479202,0.0,1.0
2019-03-21,-0.0,-0.9073897186523099,-0.0,-1.106807919416464,-1.3276311219173325,0.0,1.0
2019-03-22,-0.0,-0.9041693953285309,-0.0,-1.145557738485047,-1.3161318489412792,0.0,1.0
2019-03-25,-0.0,-0.8749675184062364,-0.0,-1.1460805543525334,-1.3098310957124295,0.0,1.0
2019-03-26,-0.0,-0.9122292714942026,-0.0,-1.1578210457230367,-1.3053598774885145,0.0,1.0
2019-03-27,-0.0,-0.8825457883463741,-0.0,-1.1796127114569217,-1.3090440180093543,0.0,1.0
2019-03-28,-0.0,-0.8663327526132404,-0.0,-1.1568379790940768,-1.3322735191637631,0.0,1.0
2019-03-29,-0.0,-0.8662223383864786,-0.0,-1.156691061160481,-1.3332462101411398,0.0,1.0
2019-04-01,-0.0,-0.8829689749967273,-0.0,-1.1628049046559321,-1.3178426495614608,0.0,1.0
2019-04-02,-0.0,-0.8965742393244243,-0.0,-1.178775083794019,-1.2775432028903495,0.0,1.0
2019-04-03,-0.0,-0.8925548079010203,-0.0,-1.1789450835684827,-1.2697199913175603,0.0,1.0
2019-04-04,-0.0,-0.8895214915902473,-0.0,-1.1965317919075145,-1.2600286844278328,0.0,1.0
2019-04-05,-0.0,-0.8609131355017061,-0.0,-1.1794738888168979,-1.2790808172433157,0.0,1.0
2019-04-08,-0.0,-0.8674865156418554,-0.0,-1.1771305285868392,-1.2703775620280475,0.0,1.0
2019-04-09,-0.0,-0.8772805507745267,-0.0,-1.1549913941480205,-1.2706110154905337,0.0,1.0
2019-04-10,-0.0,-0.8498028796708946,-0.0,-1.1542252314021253,-1.2811535824477203,0.0,1.0
2019-04-11,-0.0,-0.8503579236143856,-0.0,-1.1561147070170175,-1.280037721291097,0.0,1.0
2019-04-12,-0.0,-0.8547703633951118,-0.0,-1.149295895218936,-1.276205966699482,0.0,1.0
2019-04-15,-0.0,-0.8582019197805965,-0.0,-1.1418837847103187,-1.2851388412752827,0.0,1.0
2019-04-16,-0.0,-0.861720356408499,-0.0,-1.1417494859492803,-1.2802861549006168,0.0,1.0
2019-04-17,-0.0,-0.8488825976922747,-0.0,-1.1480718912194912,-1.2924977480375754,0.0,1.0
2019-04-18,-0.0,-0.8459327269607002,-0.0,-1.145057490990218,-1.2993821863737773,0.0,1.0
2019-04-22,-0.0,-0.8496428264050263,-0.0,-1.1507875032274721,-1.3028229623891903,0.0,1.0
2019-04-23,-0.0,-0.8508501108840284,-0.0,-1.2050702265512891,-1.2924729312519023,0.0,1.0
2019-04-24,-0.0,-0.8187995469988675,-0.0,-1.2144786131196097,-1.3225019601010541,0.0,1.0
2019-04-25,-0.0,-0.8056356487549148,-0.0,-1.2261249453910006,-1.3369593709043253,0.0,1.0
2019-04-26,-0.0,-0.8110907982937233,-0.0,-1.2167232523722469,-1.324932532427962,0.0,1.0
2019-04-29,-0.0,-0.7816347917212471,-0.0,-1.2202864378656886,-1.3645096498122435,0.0,1.0
2019-04-30,-0.0,-0.7950199895706588,-0.0,-1.2139318616374066,-1.336606987658613,0.0,1.0
2019-05-01,-0.0,-0.7708576114635937,-0.0,-1.2414433078682723,-1.303854288057318,0.0,1.0
2019-05-02,-0.0,-0.7831398371166176,-0.0,-1.2367007451048346,-1.3121642696239821,0.0,1.0
2019-05-03,-0.0,-0.8205443911877226,-0.0,-1.253814695923662,-1.3229849171100656,0.0,1.0
2019-05-06,-0.0,-0.759708311368828,-0.0,-1.272843085573713,-1.3603496749253206,0.0,1.0
2019-05-07,-0.0,-0.7724571981866996,-0.0,-1.2682100259671671,-1.3605475111130674,0.0,1.0
2019-05-08,-0.0,-0.7786566446707163,-0.0,-1.2474762924441725,-1.3439234366123323,0.0,1.0
2019-05-09,-0.0,-0.780842811696518,-0.0,-1.2493572144506906,-1.3276681047631498,0.0,1.0
2019-05-10,-0.0,-0.7834907919369585,-0.0,-1.2469850668292046,-1.3231747137446124,0.0,1.0
2019-05-13,-0.0,-0.7868305987272176,-0.0,-1.232867223689337,-1.3094506255682066,0.0,1.0
2019-05-14,-0.0,-0.7566076469078779,-0.0,-1.2304336669232743,-1.2897955692412968,0.0,1.0
2019-05-15,-0.0,-0.765121356106331,-0.0,-1.244039210650229,-1.2714781045331964,0.0,1.0
2019-05-16,-0.0,-0.7695105254150265,-0.0,-1.2432825603285982,-1.2658309087797364,0.0,1.0
2019-05-17,-0.0,-0.7341213089930175,-0.0,-1.1840245646504586,-1.2881719525532094,0.0,1.0
2019-05-20,-0.0,-0.7503975228052556,-0.0,-1.1572516528579797,-1.276759561469579,0.0,1.0
2019-05-21,-0.0,-0.7583368157124947,-0.0,-1.1459256163811116,-1.2745507730881738,0.0,1.0
2019-05-22,-0.0,-0.7612733187826874,-0.0,-1.1116830704608163,-1.2451509286332003,0.0,1.0
2019-05-23,-0.0,-0.7777230567183782,-0.0,-1.1038742510054995,-1.222482147254371,0.0,1.0
2019-05-24,-0.0,-0.7792874148263689,-0.0,-1.1048764469255399,-1.2205894425745014,0.0,1.0
2019-05-28,-0.0,-0.773837828974338,-0.0,-1.1008444699516275,-1.2246863982946627,0.0,1.0
2019-05-29,-0.0,-0.7913642514454422,-0.0,-1.1151843195144953,-1.1939968015746094,0.0,1.0
2019-05-30,-0.0,-0.7867656102660817,-0.0,-1.112295518838916,-1.20081177483498,0.0,1.0
2019-05-31,-0.0,-0.802077772759003,-0.0,-1.0992896152424754,-1.2049028867080032,0.0,1.0
2019-06-03,-0.0,-0.8207420105301824,-0.0,-1.110893432921105,-1.1498306191584018,0.0,1.0
2019-06-04,-0.0,-0.8158625193893378,-0.0,-1.1128255367785125,-1.1533186382561842,0.0,1.0
2019-06-05,-0.0,-0.8182185417087458,-0.0,-1.1583518481114927,-1.0629771763280145,0.0,1.0
2019-06-06,-0.0,-0.8172316384180791,-0.0,-1.1423728813559322,-1.0759079903147701,0.0,1.0
2019-06-07,-0.0,-0.8424687788619845,-0.0,-1.1123559410512789,-1.060795888045617,0.0,1.0
2019-06-10,-0.0,-0.8651912265420856,-0.0,-1.0431546440731647,-1.050756196056695,0.0,1.0
2019-06-11,-0.0,-0.865765158424872,-0.0,-1.0537732482055757,-1.046040369591942,0.0,1.0
2019-06-12,-0.0,-0.8556986020061607,-0.0,-1.0485348708632811,-1.0449016665350288,0.0,1.0
2019-06-13,-0.0,-0.8641631157659989,-0.0,-1.0508940305045598,-1.0672613595635378,0.0,1.0
2019-06-14,-0.0,-0.8663772502787955,-0.0,-1.0576310339334076,-1.0588258722319577,0.0,1.0
2019-06-17,-0.0,-0.8718654068492604,-0.0,-1.0540206514372283,-1.0608778854204042,0.0,1.0
2019-06-18,-0.0,-0.8708970681963034,-0.0,-1.0469247928616954,-1.0656070745697899,0.0,1.0
2019-06-19,-0.0,-0.8579098067287043,-0.0,-1.0652191203372305,-1.0536864710093055,0.0,1.0
2019-06-20,-0.0,-0.8611310520858259,-0.0,-1.0675600223338915,-1.0595038685490947,0.0,1.0
2019-06-21,-0.0,-0.8559492247127822,-0.0,-1.0994617176829757,-1.0616212742026192,0.0,1.0
2019-06-24,-0.0,-0.8579315863172634,-0.0,-1.0967793558711743,-1.0460892178435686,0.0,1.0
2019-06-25,-0.0,-0.8234991491550911,-0.0,-1.0889627606949226,-1.0449562705291067,0.0,1.0
2019-06-26,-0.0,-0.8169761273209549,-0.0,-1.0596223128389881,-1.082386476107526,0.0,1.0
2019-06-27,-0.0,-0.7956146285168529,-0.0,-1.059612400015918,-1.1242389271359783,0.0,1.0
2019-06-28,-0.0,-0.774020290431669,-0.0,-1.0788939725482394,-1.125601750547046,0.0,1.0
2019-07-01,-0.0,-0.7776315789473683,-0.0,-1.072567783094099,-1.1370813397129185,0.0,1.0
2019-07-02,-0.0,-0.786927062574731,-0.0,-1.0559585492227979,-1.1428058987644478,0.0,1.0
2019-07-03,-0.0,-0.8140620598060129,-0.0,-1.0430233026119853,-1.1675453777115952,0.0,1.0
2019-07-05,-0.0,-0.7884684974468257,-0.0,-1.0522697117124362,-1.1800088456435207,0.0,1.0
2019-07-08,-0.0,-0.7940868865647627,-0.0,-1.0447707160096542,-1.1836685438455352,0.0,1.0
2019-07-09,-0.0,-0.7775851642813949,-0.0,-1.0525700463616205,-1.2012497480346704,0.0,1.0
2019-07-10,-0.0,-0.7517553062706802,-0.0,-1.0797756436122992,-1.20365587926721,0.0,1.0
2019-07-11,-0.0,-0.7437121424846564,-0.0,-1.0886517710297245,-1.1790685546953348,0.0,1.0
2019-07-12,-0.0,-0.7496289759736874,-0.0,-1.095182704263768,-1.1662588744936024,0.0,1.0
2019-07-15,-0.0,-0.7593535709989172,-0.0,-1.102658699923808,-1.1481332959056822,0.0,1.0
2019-07-16,-0.0,-0.7620422732924237,-0.0,-1.1118998917097822,-1.1368066418000242,0.0,1.0
2019-07-17,-0.0,-0.7566633165829145,-0.0,-1.122894472361809,-1.1405829145728645,0.0,1.0
2019-07-18,-0.0,-0.7565137099040508,-0.0,-1.123770524709944,-1.1342888112730338,0.0,1.0
2019-07-19,-0.0,-0.7540269395259602,-0.0,-1.1211079579519565,-1.121867380790599,0.0,1.0
2019-07-22,-0.0,-0.7177155619366674,-0.0,-1.1094759511844938,-1.1610034298476508,0.0,1.0
2019-07-23,-0.0,-0.7075092522583469,-0.0,-1.1098332603764576,-1.1621234430339449,0.0,1.0
2019-07-24,-0.0,-0.7140179461615156,-0.0,-1.1290528414755734,-1.1450049850448654,0.0,1.0
2019-07-25,-0.0,-0.705004180102711,-0.0,-1.1412874716350172,-1.1347585493053067,0.0,1.0
2019-07-26,-0.0,-0.7288237655560016,-0.0,-1.1456041750301085,-1.1400240867121638,0.0,1.0
2019-07-29,-0.0,-0.7067282586864833,-0.0,-1.1483430407712392,-1.1617995581442055,0.0,1.0
2019-07-30,-0.0,-0.7316408316042149,-0.0,-1.1771024044916392,-1.1597705358232637,0.0,1.0
2019-07-31,-0.0,-0.8255794770271384,-0.0,-1.1677802524127692,-1.131031922791388,0.0,1.0
2019-08-01,-0.0,-0.8246271697498166,-0.0,-1.141838480971396,-1.108181892266319,0.0,1.0
2019-08-02,-0.0,-0.8063908234330192,-0.0,-1.1911921343711591,-1.099139696845555,0.0,1.0
2019-08-05,-0.0,-0.8039945974706341,-0.0,-1.1910940121966194,-1.0977366676216593,0.0,1.0
2019-08-06,-0.0,-0.8051701887401193,-0.0,-1.13857073721568,-1.0891272785933215,0.0,1.0
2019-08-07,-0.0,-0.8300941452179887,-0.0,-1.1008929653723383,-1.1095801850579823,0.0,1.0
2019-08-08,-0.0,-0.8242073762536396,-0.0,-1.105022646392753,-1.1147686832740213,0.0,1.0
2019-08-09,-0.0,-0.8102727053334405,-0.0,-1.082817150671708,-1.1290724800900973,0.0,1.0
2019-08-12,-0.0,-0.8066382705135418,-0.0,-1.1024672506630233,-1.1091778510005625,0.0,1.0
2019-08-13,-0.0,-0.7975354232729901,-0.0,-1.10319913298278,-1.1132340545096937,0.0,1.0
2019-08-14,-0.0,-0.8178465485448569,-0.0,-1.082057243646276,-1.108754910606911,0.0,1.0
2019-08-15,-0.0,-0.8294176108129596,-0.0,-1.0637646591134964,-1.082170542635659,0.0,1.0
2019-08-16,-0.0,-0.8148265735375824,-0.0,-1.0733391539011032,-1.0803635209143585,0.0,1.0
2019-08-19,-0.0,-0.813251824097811,-0.0,-1.0683888779333466,-1.0623545651745216,0.0,1.0
2019-08-20,-0.0,-0.8301385906695296,-0.0,-1.0411087253562366,-1.0326761663088033,0.0,1.0
2019-08-21,-0.0,-0.8260937135752584,-0.0,-1.0181832310202814,-1.0410676820265756,0.0,1.0
2019-08-22,-0.0,-0.827116935483871,-0.0,-1.0220998759305213,-1.0279544044665012,0.0,1.0
2019-08-23,-0.0,-0.8263061944843102,-0.0,-1.0255226717349988,-1.0270354136767388,0.0,1.0
2019-08-26,-0.0,-0.8112221544095208,-0.0,-0.993858712236802,-1.0094217271895025,0.0,1.0
2019-08-27,-0.0,-0.8063766570166083,-0.0,-0.9847630656711871,-1.0180938595154656,0.0,1.0
2019-08-28,-0.0,-0.7934968625213918,-0.0,-0.9938011028712682,-1.0157444381061038,0.0,1.0
2019-08-29,-0.0,-0.7816764873598175,-0.0,-1.0066527276183235,-1.0131914084774756,0.0,1.0
2019-08-30,-0.0,-0.7718799727210729,-0.0,-1.0108357960142456,-1.0060619837841933,0.0,1.0
2019-09-03,-0.0,-0.7709287796751354,-0.0,-1.011737533603423,-1.0036348491158986,0.0,1.0
2019-09-04,-0.0,-0.7484806160582841,-0.0,-1.011815333509494,-1.0146087350420898,0.0,1.0
2019-09-05,-0.0,-0.7692365409866816,-0.0,-0.9974488838867004,-0.9849934346276495,0.0,1.0
2019-09-06,-0.0,-0.7715618585557007,-0.0,-0.9925359208807614,-0.9679044597872738,0.0,1.0
2019-09-09,-0.0,-0.7824417520969246,-0.0,-0.98784715750233,-0.957614165890028,0.0,1.0
2019-09-10,-0.0,-0.7972819932049829,-0.0,-0.9127972819932049,-1.0649301623254057,0.0,1.0
2019-09-11,-0.0,-0.7972855796418473,-0.0,-0.9359849198868991,-1.0367577756833177,0.0,1.0
2019-09-12,-0.0,-0.7884941415815846,-0.0,-0.9414158158459858,-1.037561692348265,0.0,1.0
2019-09-13,-0.0,-0.7905723651983873,-0.0,-0.9255812200911865,-1.0518482233693809,0.0,1.0
2019-09-16,-0.0,-0.7862566724306445,-0.0,-0.921960754830464,-1.0509360198481317,0.0,1.0
2019-09-17,-0.0,-0.8525699513381995,-0.0,-0.9343065693430658,-1.0148266423357666,0.0,1.0
2019-09-18,-0.0,-0.8537484793187348,-0.0,-0.9338883819951339,-1.014066301703163,0.0,1.0
2019-09-19,-0.0,-0.852847259180415,-0.0,-0.9351858891507641,-1.013380977723713,0.0,1.0
2019-09-20,-0.0,-0.8914769719428269,-0.0,-0.91333282916131,-0.9764803751039857,0.0,1.0
2019-09-23,-0.0,-0.8974446208512891,-0.0,-0.9068571860588192,-0.9758448627806758,0.0,1.0
2019-09-24,-0.0,-0.9002116722104626,-0.0,-0.9073178107045661,-0.9723314182038101,0.0,1.0
2019-09-25,-0.0,-0.8945103073321755,-0.0,-0.9062146039417052,-0.9748546401872688,0.0,1.0
2019-09-26,-0.0,-0.8868299392503725,-0.0,-0.9679822718068238,-0.9659190769113207,0.0,1.0
2019-09-27,-0.0,-0.8729103416471312,-0.0,-0.9902770838937782,-0.9798624188155719,0.0,1.0
2019-09-30,-0.0,-0.8340213742814152,-0.0,-1.021104209267333,-1.0030093753617038,0.0,1.0
2019-10-01,-0.0,-0.8245498802256395,-0.0,-1.0315663395409937,-1.0075728305385983,0.0,1.0
2019-10-02,-0.0,-0.8321897895104083,-0.0,-1.06186765903012,-0.9823622901887816,0.0,1.0
2019-10-03,-0.0,-0.8815855301135269,-0.0,-1.0339811429670962,-0.9328073888781988,0.0,1.0
2019-10-04,-0.0,-0.8885034878791382,-0.0,-1.0329517863336801,-0.932554823293637,0.0,1.0
2019-10-07,-0.0,-0.913184271395528,-0.0,-1.0075944487278334,-0.9342713955281419,0.0,1.0
2019-10-08,-0.0,-0.9142449703229785,-0.0,-1.0058968627148692,-0.934016804131658,0.0,1.0
2019-10-09,-0.0,-0.9051392433997485,-0.0,-0.979503981104042,-0.9250257152653434,0.0,1.0
2019-10-10,-0.0,-0.9360262852725165,-0.0,-0.9816003092385003,-0.9478546579049093,0.0,1.0
2019-10-11,-0.0,-0.9547128843394984,-0.0,-0.9686324686906286,-0.9540149664611687,0.0,1.0
