Date,IWF,IWM,MTUM,SPY,STWD,VLUE,VXX
2018-09-24,-0.11762363621884209,-0.353448275862069,-0.0,-0.26007406227602137,1.0,-0.2597953332802421,0.0
2018-09-25,-0.11876517654551969,-0.35291190637315395,-0.0,-0.2597030372994706,1.0,-0.2589666016480236,0.0
2018-09-26,-0.11809095253265371,-0.3525605288308378,-0.0,-0.2599354890092386,1.0,-0.26049299139853455,0.0
2018-09-27,-0.1173280159521436,-0.35543369890329013,-0.0,-0.26031904287138585,1.0,-0.2609172482552343,0.0
2018-09-28,-0.1208945073408809,-0.35512261471376566,-0.0,-0.2620114413729647,1.0,-0.26223146777613315,0.0
2018-10-01,-0.12055189538818911,-0.35690970622984963,-0.0,-0.26217033462162326,1.0,-0.26289124296613736,0.0
2018-10-02,-0.1195512563217468,-0.3658184153487999,-0.0,-0.2604961066067271,1.0,-0.2610379706189291,0.0
2018-10-03,-0.1190576525595489,-0.3602030782814601,-0.0,-0.26261714125178093,1.0,-0.2648044468524873,0.0
2018-10-04,-0.12190667335674862,-0.3563271450075263,-0.0,-0.26635223281485193,1.0,-0.26243853487205215,0.0
2018-10-05,-0.11465095376011185,-0.3519624488165385,-0.0,-0.2668331169479676,1.0,-0.26395685608708674,0.0
2018-10-08,-0.11478128809224065,-0.35259676678056867,-0.0,-0.26673061167396034,1.0,-0.2641728113822113,0.0
2018-10-09,-0.11028587443946188,-0.35325912876361304,-0.0,-0.2695988148622678,1.0,-0.2687780269058296,0.0
2018-10-10,-0.11147580354641157,-0.35253972701436975,-0.0,-0.27032382019773443,1.0,-0.26702157467077614,0.0
2018-10-11,-0.09384775808133472,-0.34656776909910086,-0.0,-0.2619670647490507,1.0,-0.26507564876935485,0.0
2018-10-12,-0.10321386832878848,-0.3445851188157383,-0.0,-0.2495714842228282,1.0,-0.25044799376704324,0.0
2018-10-15,-0.10064189846333399,-0.34578875705115736,-0.0,-0.248725928807625,1.0,-0.2499708227971212,0.0
2018-10-16,-0.09524645141163625,-0.3567891124629543,-0.0,-0.2483231945094369,1.0,-0.2493955701138668,0.0
2018-10-17,-0.08746771519987664,-0.34192976369453765,-0.0,-0.24600053968621102,1.0,-0.25205273505261944,0.0
2018-10-18,-0.08694730349639566,-0.340908214795112,-0.0,-0.2472919316911453,1.0,-0.2522840291430554,0.0
2018-10-19,-0.0810370909369435,-0.3362694598165559,-0.0,-0.24661547593972002,1.0,-0.2509430710606438,0.0
2018-10-22,-0.08110436730551993,-0.33397154837350895,-0.0,-0.24765934634015582,1.0,-0.2518907120565203,0.0
2018-10-23,-0.0806955056394937,-0.3340418605541832,-0.0,-0.24806112483483655,1.0,-0.25213994370081005,0.0
2018-10-24,-0.08041213377079376,-0.33755444271762697,-0.0,-0.24875765076075898,1.0,-0.2519618565206546,0.0
2018-10-25,-0.05904508488550763,-0.3135516995840048,-0.0,-0.26363227523142074,1.0,-0.23764194430911065,0.0
2018-10-26,-0.05106177247201457,-0.3078210420618096,-0.0,-0.26678195544646505,1.0,-0.23383167838149427,0.0
2018-10-29,-0.04699579169833708,-0.3083183478244749,-0.0,-0.26488200070447343,1.0,-0.23366270554865506,0.0
2018-10-30,-0.045114175563463824,-0.30827402135231313,-0.0,-0.2649206702253855,1.0,-0.2351905397390273,0.0
2018-10-31,-0.04640002953064727,-0.3021538915856112,-0.0,-0.2637825067828205,1.0,-0.23334748343515252,0.0
2018-11-01,-0.0453908037493542,-0.302863679976382,-0.0,-0.26363569267104586,1.0,-0.23328289910694514,0.0
2018-11-02,-0.05039529325243611,-0.28343445486302626,-0.0,-0.27304651590365875,1.0,-0.2316970031255745,0.0
2018-11-05,-0.04898176738714895,-0.2872555506543156,-0.0,-0.27330539626525513,1.0,-0.22840391118953096,0.0
2018-11-06,-0.04926198922853519,-0.2873370953807694,-0.0,-0.27320184548646215,1.0,-0.2283146150028491,0.0
2018-11-07,-0.0491336383514323,-0.28728662514010617,-0.0,-0.272844201899932,1.0,-0.2281755875273322,0.0
2018-11-08,-0.03903640843142622,-0.28712473765854546,-0.0,-0.268911397025276,1.0,-0.2299114882744776,0.0
2018-11-09,-0.039358866698309534,-0.2872503559823286,-0.0,-0.26883055241155207,1.0,-0.23011062835444884,0.0
2018-11-12,-0.03959727871304284,-0.2751381618545607,-0.0,-0.27874952122129604,1.0,-0.23041567111094896,0.0
2018-11-13,-0.029702253898194714,-0.2721319778589776,-0.0,-0.2791324481748128,1.0,-0.22794037842335663,0.0
2018-11-14,-0.030355656861680954,-0.27171750063316324,-0.0,-0.2792611888997431,1.0,-0.22768551684214333,0.0
2018-11-15,-0.029962411450050602,-0.27157727338441523,-0.0,-0.27961905450339747,1.0,-0.2259650137342779,0.0
2018-11-16,-0.028028786321086522,-0.2669768951896543,-0.0,-0.2793138899410205,1.0,-0.22935266850639396,0.0
2018-11-19,-0.024602183240102098,-0.2702076431506725,-0.0,-0.28358587230036747,1.0,-0.2319194771809772,0.0
2018-11-20,-0.015720209122047954,-0.267658193618172,-0.0,-0.28413556877591495,1.0,-0.23528033171083468,0.0
2018-11-21,-0.018374722679453233,-0.2644027767837973,-0.0,-0.2829564159450369,1.0,-0.22343090245473415,0.0
2018-11-23,-0.019481216457960644,-0.2554025044722719,-0.0,-0.28853309481216455,1.0,-0.2255098389982111,0.0
2018-11-26,-0.01926034550591938,-0.25648270682070173,-0.0,-0.28781429950999676,1.0,-0.224775564219035,0.0
2018-11-27,-0.01766500722659387,-0.2564102564102564,-0.0,-0.28672626376175436,1.0,-0.22354263690380602,0.0
2018-11-28,-0.019199857117342383,-0.2512770137524558,-0.0,-0.2899267726379711,1.0,-0.22562957671012682,0.0
2018-11-29,-0.01371859117887479,-0.2482674059068131,-0.0,-0.28867683121868004,1.0,-0.2263389842556065,0.0
2018-11-30,-0.01391356883929206,-0.24859620442106758,-0.0,-0.28967943706020327,1.0,-0.22476721870779726,0.0
2018-12-03,-0.011054739652870495,-0.2513395638629284,-0.0,-0.29174899866488657,1.0,-0.2259902091677793,0.0
2018-12-04,-0.009957856926934225,-0.2514536692924587,-0.0,-0.29123175133808704,1.0,-0.22554545939506018,0.0
2018-12-06,-0.007698484742685566,-0.23147824872564762,-0.0,-0.29076181830877734,1.0,-0.21574959849172545,0.0
2018-12-07,-0.010107181510316657,-0.23117341060643087,-0.0,-0.2907167545299026,1.0,-0.21362985720769473,0.0
2018-12-10,-0.0011776727108986683,-0.23184565560000692,-0.0,-0.291231533918706,1.0,-0.2076167714449005,0.0
2018-12-11,-0.0,-0.23249770447497448,-0.0,-0.29065678002806605,1.0,-0.20931723289617296,0.0
2018-12-12,-0.0,-0.23261536328822194,-0.0,-0.2903533244381292,1.0,-0.20986327955778128,0.0
2018-12-13,-0.0,-0.22965428759665732,-0.0,-0.2954332674503277,1.0,-0.2086584139533271,0.0
2018-12-14,-0.0,-0.22863681281531179,-0.0,-0.29621539155007715,1.0,-0.2088209289020648,0.0
2018-12-17,-0.0,-0.22769603600484678,-0.0,-0.2942011424614852,1.0,-0.2091050718365934,0.0
2018-12-18,-0.0,-0.24149719804039052,-0.0,-0.306541430232968,1.0,-0.21405914073238644,0.0
2018-12-19,-0.009551149150319849,-0.24191519146598622,-0.0,-0.3054064111424167,1.0,-0.2151223574858682,0.0
2018-12-20,-0.00994910174330963,-0.2426091120293685,-0.0,-0.30528313263695533,1.0,-0.21561707485767995,0.0
2018-12-21,-0.0061449383638401195,-0.2655584609637654,-0.0,-0.3333022039596563,1.0,-0.262738139708629,0.0
2018-12-24,-0.0,-0.25863831527295034,-0.0,-0.3317224586903589,1.0,-0.26832215014590804,0.0
2018-12-26,-0.0,-0.2580067857276015,-0.0,-0.3357816636217889,1.0,-0.2704037880765072,0.0
2018-12-27,-0.003556508975951225,-0.26320048172819993,-0.0,-0.34294907982386813,1.0,-0.2720258928907455,0.0
2018-12-28,-0.0029344268462435574,-0.26366577630638427,-0.0,-0.34285768029795716,1.0,-0.27158496670554155,0.0
2018-12-31,-0.0026149938858056627,-0.2644342018624777,-0.0,-0.3427899539083812,1.0,-0.27145141567115044,0.0
2019-01-02,-0.0,-0.2656432473158787,-0.0,-0.3424562064418911,1.0,-0.2754944433980034,0.0
2019-01-03,-0.0009602711353794013,-0.26514780643946523,-0.0,-0.34507625682545656,1.0,-0.27168141592920353,0.0
2019-01-04,-0.0,-0.2664392931431891,-0.0,-0.33459513145812636,1.0,-0.2729044469014111,0.0
2019-01-07,-0.0,-0.2569489513990617,-0.0,-0.3313430621743403,1.0,-0.2659793432105175,0.0
2019-01-08,-0.0,-0.2564378279167207,-0.0,-0.33163388271936817,1.0,-0.2658744136895382,0.0
2019-01-09,-0.0,-0.2573770795852885,-0.0,-0.33178774783463466,1.0,-0.2655377710184172,0.0
2019-01-10,-0.0,-0.25688855924346377,-0.0,-0.332115705544224,1.0,-0.2652512516224736,0.0
2019-01-11,-0.0,-0.2529970678840515,-0.0,-0.33359314107560406,1.0,-0.2691608209924656,0.0
2019-01-14,-0.0,-0.25156041016495767,-0.0,-0.3292093921830881,1.0,-0.27686134641105664,0.0
2019-01-15,-0.0,-0.24816364481636452,-0.0,-0.3300232450023245,1.0,-0.28141329614132965,0.0
2019-01-16,-0.0,-0.2424135759012931,-0.0,-0.3302086035051317,1.0,-0.27998443810441287,0.0
2019-01-17,-0.0,-0.24195161708591117,-0.0,-0.33036342755529213,1.0,-0.28003556477605307,0.0
2019-01-18,-0.0,-0.2410745912489047,-0.0,-0.33175487984488894,1.0,-0.2914856727381196,0.0
2019-01-22,-0.0,-0.2110503282275711,-0.0,-0.3531728665207877,1.0,-0.2592633114514953,0.0
2019-01-23,-0.0,-0.2063851135638055,-0.0,-0.35504880051080906,1.0,-0.26290249019428985,0.0
2019-01-24,-0.0,-0.20882642100280377,-0.0,-0.347685977496996,1.0,-0.26413720278192476,0.0
2019-01-25,-0.0,-0.1812406440541823,-0.0,-0.3783453211143159,1.0,-0.2659644382781408,0.0
2019-01-28,-0.0,-0.1747395357338695,-0.0,-0.3886857978431731,1.0,-0.26437579967099245,0.0
2019-01-29,-0.0,-0.16964122109429397,-0.0,-0.38608128412797305,1.0,-0.2766335617693407,0.0
2019-01-30,-0.0,-0.16889019205395103,-0.0,-0.3854090309338806,1.0,-0.27827664565313004,0.0
2019-01-31,-0.0,-0.17216890242783475,-0.0,-0.38089295872864404,1.0,-0.2820178738553576,0.0
2019-02-01,-0.0,-0.17331000184195983,-0.0,-0.3897955424571744,1.0,-0.2788543009762387,0.0
2019-02-04,-0.0,-0.16980680772769088,-0.0,-0.39446182152713893,1.0,-0.2756577736890525,0.0
2019-02-05,-0.0,-0.171901130203069,-0.0,-0.39672884314986673,1.0,-0.26909859413764586,0.0
2019-02-06,-0.0,-0.17158610549531336,-0.0,-0.3953501194633339,1.0,-0.2709612203639037,0.0
2019-02-07,-0.0,-0.17173945008087044,-0.0,-0.3967615056609322,1.0,-0.2694640494044993,0.0
2019-02-08,-0.0,-0.1745457217924927,-0.0,-0.4023738218163779,1.0,-0.26040384368052616,0.0
2019-02-11,-0.0,-0.1692740926157697,-0.0,-0.4019914599131267,1.0,-0.2692520061842008,0.0
2019-02-12,-0.0,-0.16721534585180142,-0.0,-0.40122855093520676,1.0,-0.27070420981001597,0.0
2019-02-13,-0.0,-0.18240863055922502,-0.0,-0.3922464406282108,1.0,-0.2600910024952297,0.0
2019-02-14,-0.0,-0.18425306782276435,-0.0,-0.39778822837827915,1.0,-0.25497832316849145,0.0
2019-02-15,-0.0,-0.16666360985272272,-0.0,-0.4056636648753737,1.0,-0.26177943253305946,0.0
2019-02-19,-0.0,-0.1598747229802744,-0.0,-0.4114727375959267,1.0,-0.2601879155295885,0.0
2019-02-20,-0.0,-0.15402912976652272,-0.0,-0.41389153187440536,1.0,-0.2618385420478665,0.0
2019-02-21,-0.0,-0.1560756042669204,-0.0,-0.41342652736354824,1.0,-0.26022359248348675,0.0
2019-02-22,-0.0,-0.15759825886570222,-0.0,-0.41388518024032045,1.0,-0.2574208533752766,0.0
