Date,BRK-B,IWF,IWM,MTUM,SDY,SPY,USMV,VLUE,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2019-01-02,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.23195072900955255,-0.0,-0.0,-0.0,-0.1432126696832579,-0.7463800904977376,-0.03398692810457517,-0.0,-0.12916038210155859,-0.018803418803418803,-0.2103318250377074,-0.0,-0.0
2019-01-03,1.0,-0.0,-0.0,-0.0,-0.005304164657513387,-0.0,-0.27688247087785195,-0.0,-0.0,-0.0,-0.12405146816232267,-0.7378879780727357,-0.025099611704692534,-0.0,-0.1168438951348882,-0.034642032332563515,-0.21714082684059588,-0.0,-0.0
2019-01-04,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.34206136983399965,-0.0,-0.021233221254401524,-0.0,-0.06957718884858755,-0.7665934182309179,-0.08599189854650394,-0.0,-0.10608668025734029,-0.0,-0.2560165206110508,-0.0,-0.0
2019-01-07,1.0,-0.0,-0.0,-0.0,-0.03324561632057529,-0.0,-0.39253797451864203,-0.0,-0.0,-0.0,-0.06068106615252339,-0.7526901331387926,-0.0371016909408301,-0.0,-0.09278028191032023,-0.0,-0.23641906151481204,-0.0,-0.0
2019-01-08,1.0,-0.0,-0.0,-0.0,-0.03702738619485629,-0.0,-0.39461135575996037,-0.0,-0.0,-0.0,-0.06613336112775882,-0.7467754123563594,-0.038590822628136644,-0.0,-0.09075748495192433,-0.0,-0.23183156578158792,-0.0,-0.0
2019-01-09,1.0,-0.0,-0.0,-0.0,-0.012904063351940801,-0.0,-0.4083603790730884,-0.0,-0.0,-0.0,-0.06589640399844217,-0.7715695183694664,-0.018875762689861096,-0.0,-0.09414513825782163,-0.0,-0.22466571465662727,-0.0,-0.0
2019-01-10,1.0,-0.0,-0.0,-0.0,-0.01190414305764932,-0.0,-0.41103082601237195,-0.0,-0.0,-0.0,-0.0621198731610958,-0.7715860061340125,-0.017076467224619224,-0.0,-0.10175703072204605,-0.0,-0.22368352653740187,-0.0,-0.0
2019-01-11,1.0,-0.0,-0.0,-0.0,-0.01354050478586807,-0.0,-0.41340043059842807,-0.0,-0.0,-0.0,-0.06448600555108816,-0.7800575860548363,-0.001504500531763119,-0.0,-0.10666389976913697,-0.0,-0.21436538611190373,-0.0,-0.0
2019-01-14,1.0,-0.0,-0.0,-0.0,-0.016218179930975428,-0.0,-0.4117860757194385,-0.0,-0.0,-0.0,-0.06640371590938579,-0.7775903676985754,-0.002387316085839583,-0.0,-0.10312167527311415,-0.0,-0.21742740742662897,-0.0,-0.0
2019-01-15,1.0,-0.0,-0.0,-0.0,-0.016739767979029874,-0.0,-0.4116166203835872,-0.0,-0.0,-0.0,-0.0665178687290753,-0.7769588123848331,-0.0025953128649658717,-0.0,-0.10311178012509409,-0.0,-0.2177727024992863,-0.0,-0.0
2019-01-16,1.0,-0.0,-0.0,-0.0,-0.018688693856479092,-0.0,-0.38722250903458955,-0.0,-0.0,-0.0,-0.0670108415074858,-0.765126484254001,-0.026639132679401132,-0.0,-0.10123902942694887,-0.0,-0.21538461538461537,-0.0,-0.0
2019-01-17,1.0,-0.0,-0.0,-0.0,-0.011461613919149157,-0.0,-0.39942691930404256,-0.0,-0.0,-0.0,-0.07450049047446951,-0.7303164851050647,-0.03686302855077701,-0.0,-0.1265940420259177,-0.0,-0.2022819970055243,-0.0,-0.0
2019-01-18,1.0,-0.0,-0.0,-0.0,-0.013108324302007536,-0.0,-0.4072611859420963,-0.0,-0.0,-0.0,-0.07459875109666099,-0.7378335139598494,-0.019068999329101513,-0.0,-0.12922537028435774,-0.0,-0.19930845848170511,-0.0,-0.0
2019-01-22,1.0,-0.0,-0.0,-0.0,-0.019770424688414997,-0.0,-0.4066540564351048,-0.0,-0.0,-0.0,-0.07646464384732983,-0.7400823983623973,-0.01787888995413676,-0.0,-0.1354908921306973,-0.0,-0.19480216619594226,-0.0,-0.0
2019-01-23,1.0,-0.0,-0.0,-0.0,-0.017532029669588674,-0.0,-0.4011618859899373,-0.0,-0.0,-0.0,-0.07910161315420924,-0.7383163027127964,-0.023782353856527827,-0.0,-0.14087867627989004,-0.0,-0.19272265158981278,-0.0,-0.0
2019-01-24,1.0,-0.0,-0.0,-0.0,-0.02517091361093847,-0.0,-0.39587217733581936,-0.0,-0.0,-0.0,-0.08356639734824943,-0.7369225191630412,-0.022425937435259995,-0.0,-0.13339030453697948,-0.0,-0.19225191630412264,-0.0,-0.0
2019-01-25,1.0,-0.0,-0.0,-0.0,-0.02816062176165803,-0.0,-0.3976683937823834,-0.0,-0.0,-0.0,-0.0827979274611399,-0.7355440414507772,-0.019533678756476682,-0.0,-0.1388341968911917,-0.0,-0.18816062176165801,-0.0,-0.0
2019-01-28,1.0,-0.0,-0.0,-0.0,-0.026616954067629844,-0.0,-0.3996426906944228,-0.0,-0.0,-0.0,-0.08342395525866086,-0.7356946817875822,-0.021076070633317796,-0.0,-0.13761586660452593,-0.0,-0.18512764745481847,-0.0,-0.0
2019-01-29,1.0,-0.0,-0.0,-0.0,-0.02508096903744008,-0.0,-0.39735717061795567,-0.0,-0.0,-0.0,-0.08508874206503433,-0.734706568208317,-0.02717968648788703,-0.0,-0.12965410027205596,-0.0,-0.1919419613939629,-0.0,-0.0
2019-01-30,1.0,-0.0,-0.0,-0.0,-0.02618343962254368,-0.0,-0.3888888888888889,-0.0,-0.0,-0.0,-0.08482397469798308,-0.7261367760667807,-0.04098615647845699,-0.0,-0.13076165292684191,-0.0,-0.19466480012443615,-0.0,-0.0
2019-01-31,1.0,-0.0,-0.0,-0.0,-0.004626140291602776,-0.0,-0.4003170725368402,-0.0,-0.0,-0.0,-0.08727291628765237,-0.7252384541414352,-0.049302180523429585,-0.0,-0.13236478935467944,-0.0,-0.1998336668659199,-0.0,-0.0
2019-02-01,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4130068661743749,-0.0,-0.03215442414820572,-0.0,-0.07946625210519496,-0.7327374012177743,-0.02819018007513927,-0.0,-0.1118279569892473,-0.0,-0.19360020728073582,-0.0,-0.0
2019-02-04,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4237318981878689,-0.0,-0.03437069391363128,-0.0,-0.09627434157502014,-0.7333541325429633,-0.013155500090996542,-0.0,-0.10501000961963446,-0.0,-0.19400462782414268,-0.0,-0.0
2019-02-05,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4126372768438037,-0.0,-0.05137146723572581,-0.0,-0.09912559204705147,-0.7349190652162598,-0.0,-0.0,-0.1009212512361422,-0.0,-0.20342996929162546,-0.0,-0.0
2019-02-06,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4111111111111111,-0.0,-0.047593026281550876,-0.0,-0.09927140255009109,-0.7386937288576634,-0.0,-0.0,-0.10255009107468124,-0.0,-0.2029143897996357,-0.0,-0.0
2019-02-07,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4103867000208464,-0.0,-0.05104752970606629,-0.0,-0.10154784240150093,-0.7358244736293518,-0.0,-0.0,-0.10154784240150093,-0.0,-0.20544090056285177,-0.0,-0.0
2019-02-08,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4016594478943798,-0.0,-0.05573240098105725,-0.0,-0.11389135312842458,-0.7329750039137922,-0.0,-0.0,-0.11253457183113293,-0.0,-0.19240202473516674,-0.0,-0.0
2019-02-11,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.39738640513328816,-0.0,-0.05574104022119047,-0.0,-0.11492513954822892,-0.7354582920340133,-0.0,-0.0,-0.11142991288017111,-0.0,-0.1934373206740049,-0.0,-0.0
2019-02-12,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.39210258285236743,-0.0,-0.055887806534172524,-0.0,-0.11728604632942467,-0.7368311091379176,-0.0,-0.0,-0.11582356167245568,-0.0,-0.1936486380611632,-0.0,-0.0
2019-02-13,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3967185747450244,-0.0,-0.050708193129352847,-0.0,-0.11738007668831676,-0.7370686282181704,-0.0,-0.0,-0.11385867438766728,-0.0,-0.19273808592221614,-0.0,-0.0
2019-02-14,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3979373368146214,-0.0,-0.05383812010443864,-0.0,-0.11180156657963446,-0.7389033942558746,-0.0,-0.0,-0.11182767624020888,-0.0,-0.19663185378590078,-0.0,-0.0
2019-02-15,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3950539826941678,-0.0,-0.0539826941677777,-0.0,-0.1087496405510679,-0.7429221237549997,-0.0,-0.0,-0.11797767495359843,-0.0,-0.19551407732726844,-0.0,-0.0
2019-02-19,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4004172099087353,-0.0,-0.056923076923076917,-0.0,-0.10808344198174706,-0.7286571056062582,-0.0,-0.0,-0.11528031290743154,-0.0,-0.19820078226857887,-0.0,-0.0
2019-02-20,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.40289326208784054,-0.0,-0.05518050306268735,-0.0,-0.10791085624918545,-0.7292584386810895,-0.0,-0.0,-0.11424475433337677,-0.0,-0.19708067248794472,-0.0,-0.0
2019-02-21,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.413342019543974,-0.0,-0.04513355048859935,-0.0,-0.10926384364820849,-0.7267231270358308,-0.0,-0.0,-0.1197915309446254,-0.0,-0.19160912052117265,-0.0,-0.0
2019-02-22,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.4096938110749186,-0.0,-0.04622801302931596,-0.0,-0.11043648208469056,-0.7259674267100977,-0.0,-0.0,-0.12161563517915311,-0.0,-0.19194788273615637,-0.0,-0.0
2019-02-25,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.38320642645942904,-0.0,-0.042625009812387156,-0.0,-0.11044822984535677,-0.7355365413297748,-0.0,-0.0,-0.16160347489337207,-0.0,-0.18321689300573044,-0.0,-0.0
2019-02-26,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.38150561268545413,-0.0,-0.044979982730198605,-0.0,-0.10974173797001334,-0.7363738650338855,-0.0,-0.0,-0.16087081665227515,-0.0,-0.18313839390847003,-0.0,-0.0
2019-02-27,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.386792206093893,-0.0,-0.04312802406172355,-0.0,-0.10788544527265594,-0.7364456649666535,-0.0,-0.0,-0.16137047208055444,-0.0,-0.17978292140708774,-0.0,-0.0
2019-02-28,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3876846646620474,-0.0,-0.04630670675905347,-0.0,-0.10772650019610407,-0.7317557850699438,-0.0,-0.0,-0.16396914629363316,-0.0,-0.17725192835664794,-0.0,-0.0
2019-03-01,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3924661105318039,-0.0,-0.04538581856100104,-0.0,-0.11019290928050053,-0.731725755995829,-0.0,-0.0,-0.1551094890510949,-0.0,-0.17202815432742438,-0.0,-0.0
2019-03-04,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.38013841190550524,-0.0,-0.040665001561036536,-0.0,-0.11918513893225101,-0.7343115828910397,-0.0,-0.0,-0.15576542824435427,-0.0,-0.1716099490061401,-0.0,-0.0
2019-03-05,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3769906430004952,-0.0,-0.04881799463080251,-0.0,-0.11650637266400812,-0.7327390726405504,-0.0,-0.0,-0.14551567753538197,-0.0,-0.1858367868220085,-0.0,-0.0
2019-03-06,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.37833615414659555,-0.0,-0.047129280041661246,-0.0,-0.11667751594844422,-0.7332378596536909,-0.0,-0.0,-0.14469470121077985,-0.0,-0.18375211560994661,-0.0,-0.0
2019-03-07,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3765946368133299,-0.0,-0.051627180421765166,-0.0,-0.11447539703202292,-0.7315542827388701,-0.0,-0.0,-0.1447539703202291,-0.0,-0.18450924238479563,-0.0,-0.0
2019-03-08,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.37755978246727906,-0.0,-0.05079232910931279,-0.0,-0.11391845125029273,-0.7343030366110692,-0.0,-0.0,-0.13530743410267754,-0.0,-0.19015898623507066,-0.0,-0.0
2019-03-11,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.37851342910680824,-0.0,-0.05059337913803872,-0.0,-0.11513637310014574,-0.7331875910889027,-0.0,-0.0,-0.13449927128877784,-0.0,-0.19061003539454507,-0.0,-0.0
2019-03-12,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.37924395764497754,-0.0,-0.0509665166376148,-0.0,-0.11400473502094335,-0.7323672503056949,-0.0,-0.0,-0.13398548273798683,-0.0,-0.19106590004422824,-0.0,-0.0
2019-03-13,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.38357731610286283,-0.0,-0.04854520398346291,-0.0,-0.11214540159650538,-0.7341324527418809,-0.0,-0.0,-0.1337008242544008,-0.0,-0.18809641436334798,-0.0,-0.0
2019-03-14,1.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.3775271555532457,-0.0,-0.051244737799490674,-0.0,-0.11083103788784367,-0.7318226703393794,-0.0,-0.0,-0.1390000519723507,-0.0,-0.18816589574346448,-0.0,-0.0
