Date,GHG,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-02-28,1.0,-0.0,-2.09656253060425,-0.0,-3.257957105082754,-3.438938399764959,0.0
2019-03-01,1.0,-0.0,-2.1034855179185077,-0.0,-3.2909180166912124,-3.423956799214531,0.0
2019-03-04,1.0,-0.0,-2.0859160455080423,-0.0,-3.2846214201647705,-3.437328364064339,0.0
2019-03-05,1.0,-0.0,-2.0795922368163104,-0.0,-3.2865124485395016,-3.435894922564203,0.0
2019-03-06,1.0,-0.0,-2.0772189349112424,-0.0,-3.3391518737672583,-3.445660749506903,0.0
2019-03-07,1.0,-0.0,-1.9607823570501948,-0.0,-3.5417622991717397,-3.47649935136214,0.0
2019-03-08,1.0,-0.0,-1.9556463669889363,-0.0,-3.5379248480015946,-3.473537326821489,0.0
2019-03-11,1.0,-0.0,-1.9570460434522623,-0.0,-3.53518038668527,-3.4738887781542753,0.0
2019-03-12,1.0,-0.0,-1.9124678917210036,-0.0,-3.5131396957123098,-3.45386287295001,0.0
2019-03-13,1.0,-0.0,-1.9367918902802623,-0.0,-3.5259391771019675,-3.475650964023057,0.0
2019-03-14,1.0,-0.0,-1.9324525677957682,-0.0,-3.5287573259163607,-3.472335353134002,0.0
2019-03-15,1.0,-0.0,-1.885739768110197,-0.0,-3.5194727975423645,-3.504608066593995,0.0
2019-03-18,1.0,-0.0,-1.9368410582852593,-0.0,-3.5008951661030436,-3.508553809429083,0.0
2019-03-19,1.0,-0.0,-1.9413524835427889,-0.0,-3.490325154598045,-3.542489527229204,0.0
2019-03-20,1.0,-0.0,-1.9393666065343755,-0.0,-3.496291842052516,-3.5863900581278814,0.0
2019-03-21,1.0,-0.0,-1.938035465232118,-0.0,-3.529986052998605,-3.4941223351265194,0.0
2019-03-22,1.0,-0.0,-1.913630904723779,-0.0,-3.638610888710969,-3.4557646116893515,0.0
2019-03-25,1.0,-0.0,-1.613564668769716,-0.0,-3.770406151419558,-3.474171924290221,0.0
2019-03-26,1.0,-0.0,-1.6330022617759858,-0.0,-3.7020355983872553,-3.4988691120070805,0.0
2019-03-27,1.0,-0.0,-1.5969443075406604,-0.0,-3.7489403647116806,-3.511187777230163,0.0
2019-03-28,1.0,-0.0,-1.560678428696754,-0.0,-3.669850862657179,-3.5170094551125843,0.0
2019-03-29,1.0,-0.0,-1.543124451807816,-0.0,-3.674203294025923,-3.5284085371796117,0.0
2019-04-01,1.0,-0.0,-1.5438682004289335,-0.0,-3.662507311366738,-3.5420159875219337,0.0
2019-04-02,1.0,-0.0,-1.527055449330784,-0.0,-3.595506692160612,-3.437571701720841,0.0
2019-04-03,1.0,-0.0,-1.5294061576589457,-0.0,-3.576970736822038,-3.4256982175197788,0.0
2019-04-04,1.0,-0.0,-1.5239503816793891,-0.0,-3.5741412213740458,-3.4438931297709923,0.0
2019-04-05,1.0,-0.0,-1.5300437345502946,-0.0,-3.5697851302529,-3.4076820688343794,0.0
2019-04-08,1.0,-0.0,-1.5123574144486691,-0.0,-3.5836501901140685,-3.4096007604562737,0.0
2019-04-09,1.0,-0.0,-1.4394952443732931,-0.0,-3.6497786985591865,-3.3279028157076933,0.0
2019-04-10,1.0,-0.0,-1.4187201349198912,-0.0,-3.673756207251944,-3.2769605546706644,0.0
2019-04-11,1.0,-0.0,-1.3246223704939302,-0.0,-3.75201556852933,-3.190343805022704,0.0
2019-04-12,1.0,-0.0,-1.3272491429630315,-0.0,-3.74946724728991,-3.1886407856944317,0.0
2019-04-15,1.0,-0.0,-1.3302990897269178,-0.0,-3.755991083039197,-3.202303548207319,0.0
2019-04-16,1.0,-0.0,-1.3189399555226093,-0.0,-3.747405485544848,-3.1997776130467015,0.0
2019-04-17,1.0,-0.0,-1.3121698025766986,-0.0,-3.758365001390305,-3.198164797478914,0.0
2019-04-18,1.0,-0.0,-1.3196402077151335,-0.0,-3.746198071216617,-3.207158753709199,0.0
2019-04-22,1.0,-0.0,-1.328069519715941,-0.0,-3.778826387591104,-3.237058493739488,0.0
2019-04-23,1.0,-0.0,-1.3276941770258903,-0.0,-3.774464903261987,-3.2445088326011775,0.0
2019-04-24,1.0,-0.0,-1.3202803738317759,-0.0,-3.780467289719626,-3.245140186915888,0.0
2019-04-25,1.0,-0.0,-1.3216211191671314,-0.0,-3.746514221974345,-3.2272727272727275,0.0
2019-04-26,1.0,-0.0,-1.2782052470566423,-0.0,-3.768239547603597,-3.223973301195884,0.0
2019-04-29,1.0,-0.0,-1.2611795204147764,-0.0,-3.759374132024813,-3.237848347375243,0.0
2019-04-30,1.0,-0.0,-1.2437332346683934,-0.0,-3.761169179539358,-3.244935713625012,0.0
2019-05-01,1.0,-0.0,-1.202962962962963,-0.0,-3.8041666666666667,-3.2521296296296294,0.0
2019-05-02,1.0,-0.0,-1.186055148082815,-0.0,-3.808281496611271,-3.289852381394485,0.0
2019-05-03,1.0,-0.0,-1.1342090758772736,-0.0,-3.78881131728826,-3.2629983465000922,0.0
2019-05-06,1.0,-0.0,-0.9884803243940651,-0.0,-3.8589991705833566,-3.368353147175376,0.0
2019-05-07,1.0,-0.0,-0.9982475558015127,-0.0,-3.857037446965504,-3.36810551558753,0.0
2019-05-08,1.0,-0.0,-1.0327705156136529,-0.0,-3.7440994916485115,-3.3008351488743646,0.0
2019-05-09,1.0,-0.0,-1.0311026478055858,-0.0,-3.7522669568371416,-3.2844577439245555,0.0
2019-05-10,1.0,-0.0,-1.0326146040949447,-0.0,-3.7489581445914113,-3.2779489037869176,0.0
2019-05-13,1.0,-0.0,-1.0227169879627116,-0.0,-3.7468549189971943,-3.2810209068694,0.0
2019-05-14,1.0,-0.0,-0.8704787234042554,-0.0,-3.754166666666667,-3.2406028368794324,0.0
2019-05-15,1.0,-0.0,-0.8764155149353544,-0.0,-3.815069103878734,-3.2252340615247435,0.0
2019-05-16,1.0,-0.0,-0.8850645903379932,-0.0,-3.769863740930809,-3.1930631746593523,0.0
2019-05-17,1.0,-0.0,-0.8847769028871391,-0.0,-3.7152230971128613,-3.1489063867016625,0.0
2019-05-20,1.0,-0.0,-0.8663349048367383,-0.0,-3.715121354985158,-3.1491182119783483,0.0
2019-05-21,1.0,-0.0,-0.8658589732415236,-0.0,-3.7054824370260615,-3.144687527237863,0.0
2019-05-22,1.0,-0.0,-0.8518132916883567,-0.0,-3.700242929030019,-3.1238938053097343,0.0
2019-05-23,1.0,-0.0,-0.8447872432619811,-0.0,-3.731432533148453,-3.0901291273073923,0.0
2019-05-24,1.0,-0.0,-0.7876753593252431,-0.0,-3.7260521559514586,-3.0924348050606767,0.0
2019-05-28,1.0,-0.0,-0.8068983313263376,-0.0,-3.7173576466540514,-3.0765525546189574,0.0
2019-05-29,1.0,-0.0,-0.8012831479897348,-0.0,-3.7043627031650983,-3.048674080410607,0.0
2019-05-30,1.0,-0.0,-0.7832161981258366,-0.008450468540829988,-3.6025769745649265,-2.972556894243641,0.0
2019-05-31,1.0,-0.0,-0.7916945746818487,-0.0,-3.5997153382451437,-2.9809946416610846,0.0
2019-06-03,1.0,-0.0,-0.7550291262135923,-0.0,-3.341747572815534,-2.670291262135922,0.0
2019-06-04,1.0,-0.0,-0.652753840389659,-0.0,-3.252978643686774,-2.5877107530910455,0.0
2019-06-05,1.0,-0.0,-0.6180800942285042,-0.004343345111896349,-3.290709658421673,-2.448395170789164,0.0
2019-06-06,1.0,-0.0,-0.6277302243211335,-0.0,-3.2426948051948052,-2.508633412042503,0.0
2019-06-07,1.0,-0.0,-0.6822084073416222,-0.0,-3.2175103611604503,-2.5011101243339255,0.0
2019-06-10,1.0,-0.0,-0.653672398717575,-0.0,-3.1610317691635093,-2.4718012241329057,0.0
2019-06-11,1.0,-0.0,-0.6601699882766706,-0.0,-3.188672332942556,-2.4781652989449006,0.0
2019-06-12,1.0,-0.0,-0.6258733703090109,-0.0,-3.1243247136786,-2.452856010948642,0.0
2019-06-13,1.0,-0.0,-0.6076210826210826,-0.0,-3.082051282051282,-2.4328347578347578,0.0
2019-06-14,1.0,-0.0,-0.5928484934824418,-0.0,-3.1158202151150367,-2.414416981266472,0.0
2019-06-17,1.0,-0.0,-0.5894624421502315,-0.0,-3.1174083303666786,-2.4131007475970097,0.0
2019-06-18,1.0,-0.0,-0.6472887859263013,-0.0,-3.1736045753999855,-2.4186635777890393,0.0
2019-06-19,1.0,-0.0,-0.6486350212490096,-0.0,-3.1697759850176475,-2.3846430886695957,0.0
2019-06-20,1.0,-0.0,-0.6678798258759724,-0.0,-3.1088275173053592,-2.3595232997930493,0.0
2019-06-21,1.0,-0.0,-0.6727568869060265,-0.0,-3.062601798739466,-2.346363571984987,0.0
2019-06-24,1.0,-0.0,-0.656954018904129,-0.0,-3.06850970080307,-2.381351716295928,0.0
2019-06-25,1.0,-0.0,-0.6184761769509337,-0.0,-3.0914577859830996,-2.390825818362565,0.0
2019-06-26,1.0,-0.0,-0.6144046687068536,-0.0,-3.0811330154437404,-2.421464664436695,0.0
2019-06-27,1.0,-0.0,-0.5844370860927153,-0.0,-3.1086236682983017,-2.505254822919666,0.0
2019-06-28,1.0,-0.0,-0.5347162201094786,-0.0,-3.155286660904639,-2.5124603860558916,0.0
2019-07-01,1.0,-0.0,-0.521786022433132,-0.0,-3.1744319815933273,-2.493960310612597,0.0
2019-07-02,1.0,-0.0,-0.5269324189169882,-0.0,-3.1468781254464924,-2.4701385912273186,0.0
2019-07-03,1.0,-0.0,-0.5270183453494183,-0.0,-3.14090941537583,-2.470340495395817,0.0
2019-07-05,1.0,-0.0,-0.5081393688419249,-0.0,-3.14558046551478,-2.486077395401971,0.0
2019-07-08,1.0,-0.0,-0.5091285123377549,-0.0,-3.1345742404792465,-2.487947511054058,0.0
2019-07-09,1.0,-0.0,-0.5054599957176503,-0.0,-3.14010420383984,-2.4917564770537433,0.0
2019-07-10,1.0,-0.0,-0.42190152801358227,-0.0,-3.1659592529711373,-2.486276174306734,0.0
2019-07-11,1.0,-0.0,-0.4203668295446498,-0.0,-3.175979038311734,-2.485305573259684,0.0
2019-07-12,1.0,-0.0,-0.4371367824238129,-0.0,-3.1776754075124023,-2.472360028348689,0.0
2019-07-15,1.0,-0.0,-0.4758767268862911,-0.0,-3.177399929153383,-2.4313850513637973,0.0
2019-07-16,1.0,-0.0,-0.47462306222127837,-0.0,-3.1666312734480075,-2.437318609754371,0.0
2019-07-17,1.0,-0.0,-0.474487632508834,-0.0,-3.1566784452296823,-2.4359717314487637,0.0
2019-07-18,1.0,-0.0,-0.4711111111111112,-0.0,-3.1556966490299825,-2.427865961199295,0.0
2019-07-19,1.0,-0.0,-0.47749710628446923,-0.0,-2.994757268332539,-2.3364880506570436,0.0
2019-07-22,1.0,-0.0,-0.4454073972976661,-0.0,-2.99017333151358,-2.388426368227105,0.0
2019-07-23,1.0,-0.0,-0.4597779442817247,-0.0,-2.9753422791362985,-2.3764729923029764,0.0
2019-07-24,1.0,-0.0,-0.46760582550700963,-0.0,-2.981352933170002,-2.356540084388186,0.0
2019-07-25,1.0,-0.0,-0.4403233475986686,-0.0,-3.014537055906528,-2.3380884450784594,0.0
2019-07-26,1.0,-0.0,-0.40049601179703737,-0.0,-2.9776794691333204,-2.324686641195791,0.0
2019-07-29,1.0,-0.0,-0.3739504265466514,-0.0,-2.9811244710149793,-2.362195203869147,0.0
2019-07-30,1.0,-0.0,-0.37986577181208053,-0.0,-2.9695973154362414,-2.3619463087248325,0.0
2019-07-31,1.0,-0.0,-0.38892621959414053,-0.0,-2.9666711463512967,-2.36386238408816,0.0
2019-08-01,1.0,-0.0,-0.36376707404744785,-0.0,-2.8777204104306904,-2.294033069734004,0.0
2019-08-02,1.0,-0.0,-0.3430814524043179,-0.0,-2.913117435394177,-2.2861629048086356,0.0
2019-08-05,1.0,-0.0,-0.3398350569446263,-0.0,-2.9058777326875247,-2.299646550595628,0.0
2019-08-06,1.0,-0.0,-0.33654029945842623,-0.0,-2.7538069448869065,-2.281108633322714,0.0
2019-08-07,1.0,-0.0,-0.36114824008656354,-0.0,-2.7068296098275093,-2.297053020176946,0.0
2019-08-08,1.0,-0.0,-0.3564835444649564,-0.0,-2.7079381246419247,-2.301292252848685,0.0
2019-08-09,1.0,-0.0,-0.3196168630663558,-0.0,-2.6622975612830047,-2.3196798790093895,0.0
2019-08-12,1.0,-0.0,-0.3110806943321097,-0.0,-2.6648416599265845,-2.2456915323835003,0.0
2019-08-13,1.0,-0.0,-0.26663350329561003,-0.0,-2.679082203706007,-2.2723541848028854,0.0
2019-08-14,1.0,-0.0,-0.2966639945735956,-0.0,-2.6118887587099957,-2.257815872232842,0.0
2019-08-15,1.0,-0.0,-0.3492092128209754,-0.0,-2.546755667809249,-2.117625834385712,0.0
2019-08-16,1.0,-0.0,-0.3408093319704167,-0.0,-2.5540857434910706,-2.1179724610666826,0.0
2019-08-19,1.0,-0.0,-0.3431542461005199,-0.0,-2.5364250283870198,-2.09663539114325,0.0
2019-08-20,1.0,-0.0,-0.32858335320772714,-0.0,-2.5325542570951587,-2.1011805389935607,0.0
2019-08-21,1.0,-0.0,-0.33141295955336464,-0.0,-2.5166003444794205,-2.091287046385936,0.0
2019-08-22,1.0,-0.0,-0.3381593781522577,-0.0,-2.5062006764374294,-2.08930160802231,0.0
2019-08-23,1.0,-0.0,-0.34615384615384615,-0.0,-2.536789297658863,-2.089345437171524,0.0
2019-08-26,1.0,-0.0,-0.3124817816125459,-0.0,-2.4930915874774096,-2.024310616218737,0.0
2019-08-27,1.0,-0.0,-0.30110593713620487,-0.0,-2.4832363213038415,-2.0363795110593714,0.0
2019-08-28,1.0,-0.0,-0.2817843433755961,-0.0,-2.504245667093172,-2.030010468768175,0.0
2019-08-29,1.0,-0.0,-0.25667112377187373,-0.0,-2.531073774780536,-2.025928725074124,0.0
2019-08-30,1.0,-0.0,-0.2181420513410844,-0.0,-2.5451248992747786,-1.9925175549671923,0.0
2019-09-03,1.0,-0.0,-0.2827998009620169,-0.0,-2.4042682589705313,-1.8417648034499918,0.0
2019-09-04,1.0,-0.0,-0.24744744744744743,-0.029757029757029756,-2.3474747474747475,-1.8353262353262352,0.0
2019-09-05,1.0,-0.0,-0.30336311087756174,-0.05191802417235943,-2.210194429847609,-1.6894377299001577,0.0
2019-09-06,1.0,-0.0,-0.28099822119912105,-0.0870042900491786,-2.229412995709951,-1.6344041017055562,0.0
2019-09-09,1.0,-0.0,-0.2785338130246624,-0.0878565097241775,-2.220084467386204,-1.6276135356379373,0.0
2019-09-10,1.0,-0.0,-0.26591701806444895,-0.11354052787755739,-2.230985475558332,-1.5953979905252746,0.0
2019-09-11,1.0,-0.0,-0.28930324872035934,-0.07458476966468192,-2.228298339078659,-1.6308367282983391,0.0
2019-09-12,1.0,-0.0,-0.24549208174358436,-0.09120367950661161,-2.246694193278629,-1.643234202686458,0.0
2019-09-13,1.0,-0.0,-0.2432206051722333,-0.10197885038215894,-2.2541095173280286,-1.6357449481729662,0.0
2019-09-16,1.0,-0.0,-0.24920278111767474,-0.10288044330597522,-2.2430864132991797,-1.632495164410058,0.0
2019-09-17,1.0,-0.0,-0.26236019650883247,-0.09841120518448834,-2.2386850632382145,-1.626894533291523,0.0
2019-09-18,1.0,-0.0,-0.23392819870590692,-0.09851805468586934,-2.245303694427051,-1.6403673554581506,0.0
2019-09-19,1.0,-0.0,-0.2305281303870867,-0.1035365407720838,-2.250901112678264,-1.6389280677009874,0.0
2019-09-20,1.0,-0.0,-0.24496521420725006,-0.12868127844327037,-2.2291154469843595,-1.6281320290840613,0.0
2019-09-23,1.0,-0.0,-0.23980790311635436,-0.11859894555514956,-2.2369890901498146,-1.6246280732891372,0.0
2019-09-24,1.0,-0.0,-0.23428423236514523,-0.07987551867219918,-2.241078838174274,-1.6314834024896265,0.0
2019-09-25,1.0,-0.0,-0.21776193428394294,-0.08245505269683817,-2.248811737962389,-1.6173796238892333,0.0
2019-09-26,1.0,-0.0,-0.12669706439879092,-0.2653312157385112,-2.2299298119780726,-1.5012039551206517,0.0
2019-09-27,1.0,-0.0,-0.08822769771165866,-0.2640115708456015,-2.271914871635931,-1.5414019319179708,0.0
2019-09-30,1.0,-0.0,-0.02944733659357417,-0.36199190198243675,-2.2954198874691065,-1.5715412525634957,0.0
2019-10-01,1.0,-0.0,-0.008107396683337719,-0.3824164253750987,-2.2934456435904185,-1.5805738352197947,0.0
2019-10-02,1.0,-0.0,-0.0,-0.4385046728971963,-2.353217623497997,-1.548731642189586,0.0
2019-10-03,1.0,-0.0,-0.028548728813559323,-0.42049788135593225,-2.340625,-1.506938559322034,0.0
2019-10-04,1.0,-0.0,-0.052309818723087556,-0.4706820477380256,-2.299239806496199,-1.4937536547764607,0.0
2019-10-07,1.0,-0.0,-0.08932346723044396,-0.4816596194503171,-2.2406976744186045,-1.4737315010570826,0.0
2019-10-08,1.0,-0.0,-0.09911662635398044,-0.4985277105899675,-2.1962351456514884,-1.4642969818067095,0.0
2019-10-09,1.0,-0.0,-0.0860598542409676,-0.44192898123740115,-2.1927947485398254,-1.4479247428541893,0.0
2019-10-10,1.0,-0.0,-0.08760504201680672,-0.46685924369747894,-2.21953781512605,-1.4780462184873948,0.0
2019-10-11,1.0,-0.0,-0.11782429432286712,-0.5825140078232373,-2.1137540966275505,-1.471931493815414,0.0
2019-10-14,1.0,-0.0,-0.056928601605407685,-0.654467680608365,-2.151932826362484,-1.417617237008872,0.0
2019-10-15,1.0,-0.0,-0.05571104187569308,-0.6542747003221207,-2.150657443100808,-1.4199714843956275,0.0
2019-10-16,1.0,-0.0,-0.1081508836718544,-0.6486415193880243,-2.107465048799789,-1.41139541018201,0.0
2019-10-17,1.0,-0.0,-0.06919151222132688,-0.717378458232608,-2.1233951114692453,-1.4620467365028202,0.0
2019-10-18,1.0,-0.0,-0.05772802037459543,-0.6611131745105322,-2.164110999098,-1.4229320316230698,0.0
2019-10-21,1.0,-0.0,-0.0,-0.6735548137551,-2.147618290679807,-1.4774015789752557,0.0
2019-10-22,1.0,-0.0,-0.0,-0.6765889830508475,-2.1423199152542374,-1.4777012711864408,0.0
2019-10-23,1.0,-0.0,-0.0,-0.6641743892165122,-2.11146798652064,-1.4897325189553496,0.0
2019-10-24,1.0,-0.0,-0.0,-0.7308247367577101,-2.110267785557753,-1.5039285905179325,0.0
2019-10-25,1.0,-0.0,-0.0,-0.7600128679427376,-2.1048737333118868,-1.496809822529623,0.0
2019-10-28,1.0,-0.0,-0.0,-0.7940668824163969,-2.138888888888889,-1.4607874865156418,0.0
2019-10-29,1.0,-0.0,-0.0,-0.8975072274041346,-2.06927398679976,-1.4878634156984674,0.0
2019-10-30,1.0,-0.0,-0.0,-0.9013760210514775,-2.086453593552985,-1.4943259689709993,0.0
2019-10-31,1.0,-0.0,-0.0,-0.9151575019207551,-2.0555372626495445,-1.517231917462408,0.0
2019-11-01,1.0,-0.0,-0.0,-0.9351612725973955,-2.059014231551184,-1.500631902851805,0.0
2019-11-04,1.0,-0.0,-0.0,-0.9278429652374165,-2.068209233468582,-1.4869503235003838,0.0
2019-11-05,1.0,-0.0,-0.043895523201919404,-1.1297235399967283,-1.8901248704945743,-1.3891160913899339,0.0
2019-11-06,1.0,-0.0,-0.038891643254558475,-1.1355698782570374,-1.8972621605244313,-1.437062744449953,0.0
2019-11-07,1.0,-0.0,-0.0361784140969163,-1.1279735682819383,-1.903964757709251,-1.4384911894273127,0.0
2019-11-08,1.0,-0.0,-0.03845094474742467,-1.125599074533135,-1.9038726381314381,-1.4408086817605905,0.0
2019-11-11,1.0,-0.0,-0.030617338732042816,-1.1514227078595596,-1.9119751511453769,-1.4526596039713795,0.0
2019-11-12,1.0,-0.0,-0.039986577931883004,-1.1813656954309044,-1.9146020916056148,-1.456574017113137,0.0
2019-11-13,1.0,-0.0,-0.044929029304029304,-1.2714056776556777,-1.9299450549450552,-1.4771634615384617,0.0
2019-11-14,1.0,-0.0,-0.03451433804590464,-1.302673000973041,-1.9084769045847405,-1.4780493389044702,0.0
2019-11-15,1.0,-0.0,-0.028489538549727713,-1.3243909429635998,-1.8991688162797364,-1.4803095442820293,0.0
2019-11-18,1.0,-0.0,-0.05550878374586069,-1.2953359151372286,-1.8348206768816298,-1.4268956614469328,0.0
2019-11-19,1.0,-0.0,-0.17858164959075037,-1.2719363516684792,-1.831434949344628,-1.4417606319042986,0.0
2019-11-20,1.0,-0.0,-0.20486467968482358,-1.302158273381295,-1.8063263674774466,-1.3964257165696017,0.0
2019-11-21,1.0,-0.0,-0.15875224676755378,-1.417116020177422,-1.7541021626949613,-1.4681393865599812,0.0
2019-11-22,1.0,-0.0,-0.14527732652587605,-1.412102576003713,-1.7701322812717566,-1.4742979809700625,0.0
2019-11-25,1.0,-0.0,-0.14576094510076443,-1.4063585823488534,-1.7660991429233266,-1.4728399351401436,0.0
2019-11-26,1.0,-0.0,-0.11339430423709192,-1.413290113452188,-1.7724010187543415,-1.4892336188932624,0.0
