Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WINA
2018-09-24,-0.24184210526315789,-0.6990350877192982,-0.0,-0.5049707602339181,-0.4781286549707602,0.0,1.0
2018-09-25,-0.23983572895277208,-0.7030800821355236,-0.0,-0.5080962158990907,-0.4823701965385744,0.0,1.0
2018-09-26,-0.25390915860014895,-0.7246463142218913,-0.0,-0.5197915115413254,-0.4800595681310499,0.0,1.0
2018-09-27,-0.26286380206777027,-0.7163090898225064,-0.0,-0.5249805773023367,-0.4839837446961095,0.0,1.0
2018-09-28,-0.2599819873911738,-0.7257880516361453,-0.0,-0.5286400480336235,-0.4877214049834884,0.0,1.0
2018-10-01,-0.2607037770972197,-0.7250345283132168,-0.0,-0.5290338077223322,-0.48771993034288114,0.0,1.0
2018-10-02,-0.25968088649368737,-0.7548820733294984,-0.0,-0.5275666838233068,-0.48551273123618643,0.0,1.0
2018-10-03,-0.2603387160299331,-0.7570818311267308,-0.0,-0.5274032780925259,-0.4848365498227649,0.0,1.0
2018-10-04,-0.26413208118751896,-0.7514995455922449,-0.0,-0.5321720690699787,-0.4815813389881854,0.0,1.0
2018-10-05,-0.2521254145312029,-0.745914983418752,-0.0,-0.5331926439553814,-0.4835091950557733,0.0,1.0
2018-10-08,-0.24910935329992148,-0.7441881528893182,-0.0,-0.5409395567900489,-0.4849042932190085,0.0,1.0
2018-10-09,-0.25636132315521626,-0.748485399248758,-0.0,-0.5416212286441293,-0.4827941354658911,0.0,1.0
2018-10-10,-0.2617080726477556,-0.7492862783210836,-0.0,-0.5465285792382919,-0.4796209682317925,0.0,1.0
2018-10-11,-0.2153451478783947,-0.7348509421165924,-0.0,-0.5244891339604282,-0.4740365051750066,0.0,1.0
2018-10-12,-0.20984379605069262,-0.7383141762452108,-0.0,-0.5255231358679635,-0.47356321839080456,0.0,1.0
2018-10-15,-0.18979453866729373,-0.7555333470503512,-0.0,-0.5210605214426384,-0.47297257576202933,0.0,1.0
2018-10-16,-0.18155781268454,-0.7758060706271407,-0.0,-0.5218200070863352,-0.47345576945789536,0.0,1.0
2018-10-17,-0.16796045936909437,-0.749527547608664,-0.0,-0.5153656054659108,-0.47457479284779763,0.0,1.0
2018-10-18,-0.17279023359549242,-0.7639394295105059,-0.0,-0.5169914309191219,-0.4808956450287592,0.0,1.0
2018-10-19,-0.1530136383633964,-0.7577943980055727,-0.0,-0.5315735445079924,-0.49059979469130377,0.0,1.0
2018-10-22,-0.15749104154944174,-0.7803180620132081,-0.0,-0.5320579263778245,-0.4916338436935469,0.0,1.0
2018-10-23,-0.16716231487539404,-0.7851959793017308,-0.0,-0.5295307202759769,-0.4919704990186165,0.0,1.0
2018-10-24,-0.16515695999524813,-0.782691336758635,-0.0,-0.5294764040272044,-0.49256036351756705,0.0,1.0
2018-10-25,-0.1284456631548564,-0.7423004762592005,-0.0,-0.549343339587242,-0.46632991773704724,0.0,1.0
2018-10-26,-0.11105079709730874,-0.7304439746300212,-0.0,-0.5567110450831382,-0.4587737843551797,0.0,1.0
2018-10-29,-0.09597681554722128,-0.7354528923741335,-0.0,-0.5494658483918627,-0.46036481418342995,0.0,1.0
2018-10-30,-0.07491726577656053,-0.7405283578683101,-0.0,-0.5549754650233938,-0.48245463882232115,0.0,1.0
2018-10-31,-0.08420452926933486,-0.7193847030337559,-0.0,-0.5615724255804018,-0.48343540806152974,0.0,1.0
2018-11-01,-0.083062816789111,-0.7200011390170283,-0.0,-0.5612506406970784,-0.4832279742582151,0.0,1.0
2018-11-02,-0.0887505306353474,-0.6929390123107401,-0.0,-0.5696618084052639,-0.4787038347247771,0.0,1.0
2018-11-05,-0.0879873252984779,-0.694732077179879,-0.0,-0.5695976913936514,-0.47682906127991853,0.0,1.0
2018-11-06,-0.09615602676040366,-0.7030275541444608,-0.0,-0.5658521374305476,-0.4697528064406395,0.0,1.0
2018-11-07,-0.0959397047573173,-0.7028305896353384,-0.0,-0.5652112316890034,-0.469413198084606,0.0,1.0
2018-11-08,-0.0794114343479726,-0.7011119847242503,-0.0,-0.557396383241604,-0.4701505110636864,0.0,1.0
2018-11-09,-0.0797854414738261,-0.70105032576949,-0.0,-0.5572904965176365,-0.47025949224893276,0.0,1.0
2018-11-12,-0.07902829028290283,-0.6878284691937828,-0.0,-0.5614447053561444,-0.4671810354467181,0.0,1.0
2018-11-13,-0.05468901509904419,-0.6858567668652168,-0.0,-0.5657016207230919,-0.46421942097243385,0.0,1.0
2018-11-14,-0.05437463625530028,-0.6864174264889283,-0.0,-0.5659728958235181,-0.4646232297757947,0.0,1.0
2018-11-15,-0.05340827288332688,-0.6864444321390997,-0.0,-0.5663381139597985,-0.4624840799601307,0.0,1.0
2018-11-16,-0.050178122669906934,-0.6781088619480269,-0.0,-0.5654635331805252,-0.46784126370439927,0.0,1.0
2018-11-19,-0.06084095471782288,-0.684056435422708,-0.0,-0.5694289538255632,-0.4739850546509034,0.0,1.0
2018-11-20,-0.0009225608051439754,-0.6842046407604138,-0.0,-0.5912216941571149,-0.5192899077439195,0.0,1.0
2018-11-21,-0.003571527450926105,-0.678368725601484,-0.0,-0.5878623439187131,-0.4988510202386556,0.0,1.0
2018-11-23,-0.005736296624729811,-0.6630549243473923,-0.0,-0.5988749099373718,-0.5034916588150529,0.0,1.0
2018-11-26,-0.004768770100920483,-0.6695408672507486,-0.0,-0.5969557502495286,-0.5012753687479206,0.0,1.0
2018-11-27,-0.0,-0.6701963379660268,-0.0,-0.5914681226560776,-0.4958636664460622,0.0,1.0
2018-11-28,-0.0,-0.6741523436422324,-0.0,-0.5897039755014207,-0.4949926890501283,0.0,1.0
2018-11-29,-0.0,-0.6578416403097395,-0.0,-0.5767259243101757,-0.4920111244410514,0.0,1.0
2018-11-30,-0.0,-0.658496019195114,-0.0,-0.5782255425891591,-0.48988439306358383,0.0,1.0
2018-12-03,-0.0,-0.6616574223339435,-0.0,-0.5797699390693735,-0.4908877291729282,0.0,1.0
2018-12-04,-0.0,-0.6616859702797202,-0.0,-0.5794908216783217,-0.49046656468531463,0.0,1.0
2018-12-06,-0.0,-0.6036048064085447,-0.0,-0.5959145527369827,-0.47070761014686247,0.0,1.0
2018-12-07,-0.0,-0.6058944665828675,-0.0,-0.6002246529913615,-0.4682945093739135,0.0,1.0
2018-12-10,-0.0,-0.6167787742899851,-0.0,-0.603619474695708,-0.4488308776425369,0.0,1.0
2018-12-11,-0.0,-0.619325325700222,-0.0,-0.5992616569915198,-0.4565955966935074,0.0,1.0
2018-12-12,-0.0,-0.6201263924592973,-0.0,-0.5989181662382177,-0.4587350042844901,0.0,1.0
