Date,CNHI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-12-12,1.0,-0.06726276513496253,-0.6482234696964605,-0.0,-0.8392551010117988,-0.8067161921409124,0.0
2018-12-13,1.0,-0.06806177034619655,-0.65013625811661,-0.0,-0.8384079668943243,-0.8077919456313293,0.0
2018-12-14,1.0,-0.07102024345954672,-0.6429820431770799,-0.0,-0.841515905575358,-0.8072163561772817,0.0
2018-12-17,1.0,-0.06365771812080537,-0.6419798657718121,-0.0,-0.8378523489932886,-0.8122147651006711,0.0
2018-12-18,1.0,-0.04876502002670227,-0.631008010680908,-0.0,-0.8384512683578104,-0.8195594125500668,0.0
2018-12-19,1.0,-0.053622704507512525,-0.6300500834724542,-0.0,-0.8363939899833055,-0.8188313856427379,0.0
2018-12-20,1.0,-0.05293081091864216,-0.6199089004887456,-0.0,-0.8382484955281445,-0.8137114738836986,0.0
2018-12-21,1.0,-0.04730983302411874,-0.6232109727007686,-0.0,-0.8466074741584946,-0.7958521070765968,0.0
2018-12-24,1.0,-0.0395797541958504,-0.6171203911721951,-0.0,-0.8463393683097661,-0.800779701334743,0.0
2018-12-26,1.0,-0.03832649712879409,-0.620278917145201,-0.0,-0.8311402789171451,-0.7916324856439704,0.0
2018-12-27,1.0,-0.009500733278071797,-0.5961869540266531,-0.0,-0.784320601925652,-0.7981891219792132,0.0
2018-12-28,1.0,-0.010430622009569377,-0.5956618819776714,-0.0,-0.7847208931419458,-0.7989792663476873,0.0
2018-12-31,1.0,-0.010462519936204147,-0.5960765550239234,-0.0,-0.7845295055821372,-0.7987559808612441,0.0
2019-01-02,1.0,-0.010272770776838412,-0.5962035412346466,-0.0,-0.7849736800127611,-0.7988514914659436,0.0
2019-01-03,1.0,-0.024983227372927384,-0.5935912590652055,-0.0,-0.7991437973227691,-0.7770358774480048,0.0
2019-01-04,1.0,-0.009071810542398778,-0.5975299210593328,-0.0,-0.7949452508276037,-0.7815762668703845,0.0
2019-01-07,1.0,-0.007913303247950169,-0.5955316849933261,-0.0,-0.7944130172249412,-0.7802072077798259,0.0
2019-01-08,1.0,-0.01043682390635409,-0.5843986930177965,-0.0,-0.8000190337214098,-0.7774323509818228,0.0
2019-01-09,1.0,-0.007699619771863117,-0.5743662864385297,-0.0,-0.8013307984790875,-0.785171102661597,0.0
2019-01-10,1.0,-0.007511885895404121,-0.5752456418383518,-0.0,-0.8011093502377178,-0.7857052297939778,0.0
2019-01-11,1.0,-0.009021601016518424,-0.5710292249047013,-0.0,-0.8039707750952985,-0.7925984752223634,0.0
2019-01-14,1.0,-0.019038840506007244,-0.5726908651706821,-0.0,-0.8047485855953214,-0.7819274044879537,0.0
2019-01-15,1.0,-0.019829668234396847,-0.5693720605059107,-0.0,-0.8047222575314605,-0.7839074615482394,0.0
2019-01-16,1.0,-0.01149717334688433,-0.5716826526075082,-0.0,-0.8003874737978786,-0.7924474369561075,0.0
2019-01-17,1.0,-0.028532055498136488,-0.5413260672116258,-0.0,-0.7800432208963638,-0.7820476682639607,0.0
2019-01-18,1.0,-0.03453595265079965,-0.5418713008437225,-0.0,-0.7792154640473493,-0.792595391008689,0.0
2019-01-22,1.0,-0.0,-0.47487023673882767,-0.0,-0.8505190530446892,-0.8395999493606786,0.0
2019-01-23,1.0,-0.0,-0.45517700799390937,-0.0,-0.8569661210506281,-0.8600431417332826,0.0
2019-01-24,1.0,-0.0,-0.4602726696258719,-0.0,-0.8480976537729866,-0.8621750158528853,0.0
2019-01-25,1.0,-0.0,-0.39420057673822495,-0.0,-0.9116629285485421,-0.8982377443127203,0.0
2019-01-28,1.0,-0.0,-0.3926321203548926,-0.0,-0.9218528995756718,-0.90012215507265,0.0
2019-01-29,1.0,-0.0,-0.3818187693898656,-0.0,-0.9421212512926578,-0.90770423991727,0.0
2019-01-30,1.0,-0.0,-0.3797005852491351,-0.0,-0.9413134154622175,-0.9124066349791444,0.0
2019-01-31,1.0,-0.0,-0.38925783148142146,-0.0,-0.9257831481421489,-0.9244549548090317,0.0
2019-02-01,1.0,-0.0,-0.3890157197834453,-0.0,-0.9329789315765442,-0.9393712086621877,0.0
2019-02-04,1.0,-0.0,-0.3812237454817806,-0.0,-0.9316487023348206,-0.9435019049789964,0.0
2019-02-05,1.0,-0.0,-0.3829787234042553,-0.0,-0.9273076797758301,-0.9479977843667524,0.0
2019-02-06,1.0,-0.0,-0.38404355906230647,-0.0,-0.9209350852596916,-0.955430210948453,0.0
2019-02-07,1.0,-0.0,-0.37730681447668735,-0.0,-0.91591131398761,-0.9673296380828171,0.0
2019-02-08,1.0,-0.0,-0.3910761154855643,-0.0,-0.9491469816272965,-0.9405839895013123,0.0
2019-02-11,1.0,-0.0,-0.37488500459981594,-0.0,-0.9566960178735707,-0.9540018399264029,0.0
2019-02-12,1.0,-0.0,-0.377469511192926,-0.0,-0.9570691298773875,-0.9526314059366885,0.0
2019-02-13,1.0,-0.0,-0.3860358140298998,-0.0,-0.9533103334976178,-0.9463118120584852,0.0
2019-02-14,1.0,-0.0,-0.3709252551860388,-0.0,-0.9669739874876522,-0.9548238393151136,0.0
2019-02-15,1.0,-0.0,-0.41057644933486614,-0.0,-0.9414025291509278,-0.9326654623090819,0.0
2019-02-19,1.0,-0.0,-0.4000196908535985,-0.0,-0.9509369564503956,-0.9308851038692528,0.0
2019-02-20,1.0,-0.0,-0.38523516310755934,-0.0,-0.9634809380322285,-0.9265688458011268,0.0
2019-02-21,1.0,-0.0,-0.3919892578764656,-0.0,-0.9616493089670531,-0.9213990960896049,0.0
2019-02-22,1.0,-0.0,-0.3962678016041905,-0.0,-0.9621214601407758,-0.9154689801931576,0.0
2019-02-25,1.0,-0.0,-0.3966515360831524,-0.0,-0.9732912308400763,-0.9193145187816592,0.0
2019-02-26,1.0,-0.0,-0.40065713816329884,-0.0,-0.9663873829472646,-0.9186462953836044,0.0
2019-02-27,1.0,-0.0,-0.3995665451679637,-0.0,-0.9632220142514694,-0.9209930056152102,0.0
2019-02-28,1.0,-0.0,-0.3984036263303114,-0.0,-0.9611746156878203,-0.9251412429378532,0.0
2019-03-01,1.0,-0.0,-0.4086577818527129,-0.0,-0.9550738400078588,-0.9107698352925767,0.0
2019-03-04,1.0,-0.0,-0.41245212609250714,-0.0,-0.9446135716390062,-0.9163311401355201,0.0
2019-03-05,1.0,-0.0,-0.40445202111267736,-0.0,-0.9593810444874274,-0.9145657804150411,0.0
2019-03-06,1.0,-0.0,-0.4007992400668217,-0.0,-0.9586294998198434,-0.9161453044646074,0.0
2019-03-07,1.0,-0.0,-0.3856059615636031,-0.0,-0.9775134004445025,-0.9053144201856452,0.0
2019-03-08,1.0,-0.0,-0.37576354679802954,-0.0,-0.9948768472906404,-0.9134318555008211,0.0
2019-03-11,1.0,-0.0,-0.3720098071698364,-0.0,-0.995626532370287,-0.9455967132728116,0.0
2019-03-12,1.0,-0.0,-0.33057050232278334,-0.0,-1.0140369640052138,-0.997526820627653,0.0
2019-03-13,1.0,-0.0,-0.3441120177294248,-0.0,-1.0203149659178672,-0.9934186226117323,0.0
2019-03-14,1.0,-0.0,-0.34534957876011146,-0.0,-1.0191655758063976,-0.9919779814050282,0.0
2019-03-15,1.0,-0.0,-0.34303597267557295,-0.0,-1.0199885587374231,-1.0020190463371135,0.0
2019-03-18,1.0,-0.0,-0.35676738901888966,-0.0,-1.0247227591820123,-1.009834842472954,0.0
2019-03-19,1.0,-0.0,-0.3604121327529924,-0.0,-1.0162200761697497,-1.023769042437432,0.0
2019-03-20,1.0,-0.0,-0.3565309036513225,-0.0,-1.0048616305160807,-1.0383150880533079,0.0
2019-03-21,1.0,-0.0,-0.35436629289840293,-0.0,-1.036221542643561,-1.007305470608223,0.0
2019-03-22,1.0,-0.0,-0.35433419653809456,-0.0,-1.0619803734496387,-0.9910726454954341,0.0
2019-03-25,1.0,-0.0,-0.3263015092419875,-0.0,-1.0746142106155674,-0.9906053925724945,0.0
2019-03-26,1.0,-0.0,-0.3261467422673412,-0.0,-1.075510134791023,-0.9935829966387125,0.0
2019-03-27,1.0,-0.0,-0.3212769570385465,-0.0,-1.0861606384785192,-0.9887247410426219,0.0
2019-03-28,1.0,-0.0,-0.32358225144910346,-0.0,-1.0838954611708078,-0.9822378902410089,0.0
2019-03-29,1.0,-0.0,-0.3212193056731583,-0.0,-1.0806773920406436,-0.9850973751058425,0.0
2019-04-01,1.0,-0.0,-0.3293248873683141,-0.0,-1.0771992818671456,-0.9808949561329224,0.0
2019-04-02,1.0,-0.0,-0.33123647186147187,-0.0,-1.074709145021645,-0.9760551948051949,0.0
2019-04-03,1.0,-0.0,-0.3304568527918782,-0.0,-1.0856852791878173,-0.967952622673435,0.0
2019-04-04,1.0,-0.0,-0.33065500406834825,-0.0,-1.0617371847030106,-0.997898020070518,0.0
2019-04-05,1.0,-0.0,-0.33019027914391347,-0.0,-1.0634263813044806,-0.9981684360478921,0.0
2019-04-08,1.0,-0.0,-0.32723081095741796,-0.0,-1.0634323298074315,-0.9996270680770274,0.0
2019-04-09,1.0,-0.0,-0.3311448779992555,-0.0,-1.0520491387187383,-1.0010152627838507,0.0
2019-04-10,1.0,-0.0,-0.3259118900994789,-0.0,-1.052412532990458,-1.0053123096704337,0.0
2019-04-11,1.0,-0.0,-0.2999019707264307,-0.0,-1.0972179968224995,-0.9831998107020925,0.0
2019-04-12,1.0,-0.0,-0.3038664793631681,-0.0,-1.064519365843869,-0.976319486253261,0.0
2019-04-15,1.0,-0.0,-0.30476987447698745,-0.0,-1.0619916317991631,-0.9805188284518829,0.0
2019-04-16,1.0,-0.0,-0.30820473337127174,-0.0,-1.0651759113580825,-0.9741237907140227,0.0
2019-04-17,1.0,-0.0,-0.28731393321711146,-0.0,-1.0728510124715034,-0.9923561754056591,0.0
2019-04-18,1.0,-0.0,-0.2888777387522997,-0.0,-1.0528181970229136,-1.003345040976752,0.0
2019-04-22,1.0,-0.0,-0.29342321494449475,-0.0,-1.0549015662206125,-1.0054666800818326,0.0
2019-04-23,1.0,-0.0,-0.29181757209926223,-0.0,-1.0559691482226692,-1.005667337357478,0.0
2019-04-24,1.0,-0.0,-0.27664779010153134,-0.0,-1.0536139128103743,-1.0206078477364877,0.0
2019-04-25,1.0,-0.0,-0.262201471230392,-0.0,-1.0653656242652247,-1.0313728124685098,0.0
2019-04-26,1.0,-0.0,-0.24737142665188616,-0.0,-1.075817125197353,-1.0360442070610367,0.0
2019-04-29,1.0,-0.0,-0.25194866281413786,-0.0,-1.077005778793173,-1.0308090310442146,0.0
2019-04-30,1.0,-0.0,-0.25024362377768067,-0.0,-1.0758762055176585,-1.0342081387143385,0.0
2019-05-01,1.0,-0.0,-0.2535623067616615,-0.0,-1.07585024868934,-1.0312542008334455,0.0
2019-05-02,1.0,-0.0,-0.26295849259035736,-0.0,-1.0442902165895527,-1.0455307449875946,0.0
2019-05-03,1.0,-0.0,-0.2570001006002482,-0.0,-1.049025854263774,-1.04731565004527,0.0
2019-05-06,1.0,-0.0,-0.21086898750996547,-0.0,-1.0315904863141112,-1.079358224820622,0.0
2019-05-07,1.0,-0.0,-0.19628319765114108,-0.0,-1.0480114773788871,-1.0921526758307756,0.0
2019-05-08,1.0,-0.0,-0.21362879040319896,-0.0,-1.0379206931022993,-1.0807064311896035,0.0
2019-05-09,1.0,-0.0,-0.2165089309517462,-0.0,-1.039189549453479,-1.076746201013063,0.0
2019-05-10,1.0,-0.0,-0.21612161216121611,-0.0,-1.0395372870620394,-1.077974464113078,0.0
2019-05-13,1.0,-0.0,-0.21763002895078368,-0.0,-1.035473029183721,-1.0746065022794582,0.0
2019-05-14,1.0,-0.0,-0.23814496915896996,-0.0,-0.9953330504879082,-1.030123037759864,0.0
2019-05-15,1.0,-0.0,-0.23950980392156862,-0.0,-1.0148692810457516,-1.013562091503268,0.0
2019-05-16,1.0,-0.0,-0.246054919458023,-0.0,-1.0117122141662018,-1.022965125816082,0.0
2019-05-17,1.0,-0.0,-0.23726810047611233,-0.0,-1.003283533081596,-1.042981448038089,0.0
2019-05-20,1.0,-0.0,-0.24219520210318762,-0.0,-1.0005257969109431,-1.0435096943805455,0.0
2019-05-21,1.0,-0.0,-0.24526257019934974,-0.0,-0.9958290912673651,-1.043121284771257,0.0
2019-05-22,1.0,-0.0,-0.24023719040754818,-0.0,-0.9991482112436114,-1.0366924387367318,0.0
2019-05-23,1.0,-0.0,-0.23404255319148934,-0.0,-1.001505728314239,-1.0377741407528642,0.0
2019-05-24,1.0,-0.0,-0.2324352534411899,-0.0,-0.9986626655359122,-1.0306934568465,0.0
2019-05-28,1.0,-0.0,-0.254924341247065,-0.0,-0.9910318288546829,-1.01522958518132,0.0
2019-05-29,1.0,-0.0,-0.2599694000455744,-0.0,-0.9927080959666655,-1.0026368045834824,0.0
2019-05-30,1.0,-0.0,-0.25598880354120557,-0.0,-0.9904960291628693,-1.0083322484051556,0.0
2019-05-31,1.0,-0.0,-0.2605823979176834,-0.0,-0.9931023263380511,-0.9999349276069627,0.0
2019-06-03,1.0,-0.0,-0.26986953284340703,-0.0,-0.9973453332901681,-0.9701835604907896,0.0
2019-06-04,1.0,-0.0,-0.2842611728235598,-0.0,-0.9825303539137173,-0.9623805218289848,0.0
2019-06-05,1.0,-0.0,-0.29828257677328734,-0.0,-0.9750367107195301,-0.9188852710208772,0.0
2019-06-06,1.0,-0.0,-0.31541892322395665,-0.0,-0.9501115004778592,-0.9202293724115961,0.0
2019-06-07,1.0,-0.0,-0.3255199210165929,-0.0,-0.9429281187298959,-0.9163667632727157,0.0
2019-06-10,1.0,-0.0,-0.3287636375202773,-0.0,-0.9338401348643405,-0.9181589745220905,0.0
2019-06-11,1.0,-0.0,-0.3300905843327379,-0.0,-0.9388236795100791,-0.9206430211788721,0.0
2019-06-12,1.0,-0.0,-0.3284669201035045,-0.0,-0.9379612177746542,-0.9281857968884771,0.0
2019-06-13,1.0,-0.0,-0.35359734074855376,-0.0,-0.9348611244286766,-0.907757215456899,0.0
2019-06-14,1.0,-0.0,-0.3527419148664196,-0.0,-0.9429247091908476,-0.9000383484596702,0.0
2019-06-17,1.0,-0.0,-0.35276455744721624,-0.0,-0.9377136103746765,-0.9036956591177692,0.0
2019-06-18,1.0,-0.0,-0.3630481896991331,-0.0,-0.9260262621111678,-0.898074961754207,0.0
2019-06-19,1.0,-0.0,-0.35655763937784035,-0.0,-0.9291109261985534,-0.9147730909556422,0.0
2019-06-20,1.0,-0.0,-0.36978029037646154,-0.0,-0.9269240652704612,-0.9154246434536812,0.0
2019-06-21,1.0,-0.0,-0.37247718215708964,-0.0,-0.9287504820671039,-0.9125530273814114,0.0
2019-06-24,1.0,-0.0,-0.3787610619469026,-0.0,-0.9273692679002412,-0.9119227674979887,0.0
2019-06-25,1.0,-0.0,-0.384642536259787,-0.0,-0.919426261070466,-0.9047939930689257,0.0
2019-06-26,1.0,-0.0,-0.394996353489552,-0.0,-0.8910486095697118,-0.8848019786282779,0.0
2019-06-27,1.0,-0.0,-0.39553469491310417,-0.0,-0.8926487377901814,-0.883198021057973,0.0
2019-06-28,1.0,-0.0,-0.38361850443599493,-0.0,-0.9022813688212928,-0.8826362484157161,0.0
2019-07-01,1.0,-0.0,-0.3733257338273013,-0.0,-0.9200785282289985,-0.8730249200468637,0.0
2019-07-02,1.0,-0.0,-0.37598886146446425,-0.0,-0.9150370229732294,-0.8733308018479843,0.0
2019-07-03,1.0,-0.0,-0.37956897370169945,-0.0,-0.9102819709484478,-0.8748061647520492,0.0
2019-07-05,1.0,-0.0,-0.3800419900750732,-0.0,-0.9253085634304621,-0.8757157399160198,0.0
2019-07-08,1.0,-0.0,-0.37791493016893074,-0.0,-0.9285782457926383,-0.8748767219164573,0.0
2019-07-09,1.0,-0.0,-0.36984691608969067,-0.0,-0.9249825319189482,-0.8811852886997396,0.0
2019-07-10,1.0,-0.0,-0.4184763765877644,-0.0,-0.8646893812840797,-0.8686922810224731,0.0
2019-07-11,1.0,-0.0,-0.4214922926583236,-0.0,-0.8606373924282066,-0.8701572991205119,0.0
2019-07-12,1.0,-0.0,-0.388780487804878,-0.0,-0.8694817073170731,-0.7904878048780488,0.0
2019-07-15,1.0,-0.0,-0.42120972163001763,-0.0,-0.8580434915027105,-0.7663702259852592,0.0
2019-07-16,1.0,-0.0,-0.421916890080429,-0.0,-0.8669571045576407,-0.7576773092858884,0.0
2019-07-17,1.0,-0.0,-0.4228801169590643,-0.0,-0.8651620370370371,-0.7577972709551657,0.0
2019-07-18,1.0,-0.0,-0.4224022414423194,-0.0,-0.8654830064563285,-0.7575526860762578,0.0
2019-07-19,1.0,-0.0,-0.4242027352197618,-0.0,-0.866041241509549,-0.7556577624805824,0.0
2019-07-22,1.0,-0.0,-0.43174284584739836,-0.0,-0.860535839187422,-0.7487759632636924,0.0
2019-07-23,1.0,-0.0,-0.4365482233502538,-0.0,-0.8588406942460258,-0.7442475455181009,0.0
2019-07-24,1.0,-0.0,-0.4346847531859241,-0.0,-0.8559871042306639,-0.7508135892210833,0.0
2019-07-25,1.0,-0.0,-0.4297952488000486,-0.0,-0.8590740628227718,-0.7489519411871925,0.0
2019-07-26,1.0,-0.0,-0.4435779955699851,-0.0,-0.8492581242224718,-0.7413902964468854,0.0
2019-07-29,1.0,-0.0,-0.44022035232156914,-0.0,-0.8411526121435922,-0.7454446395060234,0.0
2019-07-30,1.0,-0.0,-0.4452656448779306,-0.0,-0.8402798812624946,-0.7434724662264495,0.0
2019-07-31,1.0,-0.0,-0.4387204366282596,-0.0,-0.8443602183141298,-0.7490600363856884,0.0
2019-08-01,1.0,-0.0,-0.4411693426234475,-0.0,-0.8420781581338987,-0.7461375340805816,0.0
2019-08-02,1.0,-0.0,-0.43507614059519845,-0.0,-0.8492022645393722,-0.7431503738911931,0.0
2019-08-05,1.0,-0.0,-0.4390169718352698,-0.0,-0.8551310906989477,-0.7473994768538232,0.0
2019-08-06,1.0,-0.0,-0.44160154482092745,-0.0,-0.8332981323356364,-0.7422985245753251,0.0
2019-08-07,1.0,-0.0,-0.4487712323816408,-0.0,-0.8136369112155162,-0.7492470786652211,0.0
2019-08-08,1.0,-0.0,-0.45695304515120544,-0.0,-0.8110382973606685,-0.7381109841880599,0.0
2019-08-09,1.0,-0.0,-0.44450764947157273,-0.0,-0.7960540103589714,-0.7533606778240174,0.0
2019-08-12,1.0,-0.0,-0.4426508833288494,-0.0,-0.7943084327265119,-0.7522793172510687,0.0
2019-08-13,1.0,-0.0,-0.4427716252618976,-0.0,-0.7973061957497755,-0.7530380125710864,0.0
2019-08-14,1.0,-0.0,-0.44467005076142135,-0.0,-0.7942072260376232,-0.7470886831890117,0.0
2019-08-15,1.0,-0.0,-0.4583973979893554,-0.0,-0.7773211117681845,-0.7211117681845063,0.0
2019-08-16,1.0,-0.0,-0.4628038155990667,-0.0,-0.7722158235137768,-0.7182304125690322,0.0
2019-08-19,1.0,-0.0,-0.46034969975273754,-0.0,-0.7737254209348874,-0.7095254915813022,0.0
2019-08-20,1.0,-0.0,-0.44351702267695803,-0.0,-0.8029677496559565,-0.7451983485909173,0.0
2019-08-21,1.0,-0.0,-0.4423358975126463,-0.0,-0.8045137537789219,-0.7463258403424228,0.0
2019-08-22,1.0,-0.0,-0.440836593439663,-0.0,-0.8054468853445682,-0.7630454408666868,0.0
2019-08-23,1.0,-0.0,-0.4421578361464633,-0.0,-0.8052170773535517,-0.7613202154225712,0.0
2019-08-26,1.0,-0.0,-0.436597830309913,-0.0,-0.7940288694300827,-0.757897253519022,0.0
2019-08-27,1.0,-0.0,-0.4356553949097861,-0.0,-0.7947186043732823,-0.7568407217110765,0.0
2019-08-28,1.0,-0.0,-0.4278507462686567,-0.0,-0.8080298507462685,-0.7491641791044776,0.0
2019-08-29,1.0,-0.0,-0.4105514157973174,-0.0,-0.811445603576751,-0.758628912071535,0.0
2019-08-30,1.0,-0.0,-0.4269037847697218,-0.0,-0.823377412980696,-0.7896640826873385,0.0
2019-09-03,1.0,-0.0,-0.44272286234081265,-0.0,-0.8068829593693149,-0.7825348696179503,0.0
2019-09-04,1.0,-0.0,-0.45344498043141895,-0.0,-0.8053153727132065,-0.775128181790601,0.0
2019-09-05,1.0,-0.0,-0.45078350829149555,-0.0,-0.8080632892134488,-0.783903849079568,0.0
2019-09-06,1.0,-0.0,-0.4454600668083814,-0.0,-0.8279684178560583,-0.7633161251138779,0.0
2019-09-09,1.0,-0.0,-0.45066367658645984,-0.0,-0.8202012243166252,-0.7596217952603188,0.0
2019-09-10,1.0,-0.0,-0.4429593259380493,-0.01103230890464933,-0.84918470024853,-0.7276777595926531,0.0
2019-09-11,1.0,-0.0,-0.44768517114877365,-0.0025164478670830427,-0.8467392292999423,-0.7349240517842525,0.0
2019-09-12,1.0,-0.0,-0.44129235618597323,-0.0046978238467600165,-0.8487906892162211,-0.7360429168939807,0.0
