Date,BVN,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-19,1.0,-0.4139753940792003,-1.2007881584006153,-0.0,-1.085447904652057,-1.1056324490580547,0.0
2018-10-22,1.0,-0.4144256626968882,-1.1959757971571263,-0.0,-1.0858144448713023,-1.1059354590856703,0.0
2018-10-23,1.0,-0.41967244608808413,-1.1966764324480093,-0.0,-1.0823207338744536,-1.1042216992459535,0.0
2018-10-24,1.0,-0.41729974035965,-1.1909799019136456,-0.0,-1.087412251177998,-1.1124627368016156,0.0
2018-10-25,1.0,-0.34951635191156155,-1.1007830492860433,-0.0,-1.101289728235836,-1.0545831414094886,0.0
2018-10-26,1.0,-0.3147928454097463,-1.0831812374520897,-0.0,-1.1212356269392225,-1.043666727505019,0.0
2018-10-29,1.0,-0.28845371082266746,-1.0847994211026186,-0.0,-1.1055130930306183,-1.0439147935416762,0.0
2018-10-30,1.0,-0.2696120592096329,-1.0872300937033181,-0.0,-1.1083699244036034,-1.061472998053506,0.0
2018-10-31,1.0,-0.27702369753169376,-1.0490525467007121,-0.0,-1.1027639654168346,-1.0508444205527931,0.0
2018-11-01,1.0,-0.243143767673594,-1.0820952466448226,-0.0,-1.1067821715516855,-1.0564657300596976,0.0
2018-11-02,1.0,-0.24704680699884538,-1.0455635491606716,-0.0,-1.1049382716049383,-1.0433875122124523,0.0
2018-11-05,1.0,-0.24255470241001284,-1.0572988327193644,-0.0,-1.105365940260086,-1.0331543207136833,0.0
2018-11-06,1.0,-0.2469059131437697,-1.0598855520560706,-0.0,-1.1014505611498027,-1.027769152286741,0.0
2018-11-07,1.0,-0.24835164835164836,-1.0799730881363534,-0.0,-1.1145996860282574,-1.042386185243328,0.0
2018-11-08,1.0,-0.21361709643235607,-1.0694101024373013,-0.0,-1.0930324973507595,-1.0393853761921583,0.0
2018-11-09,1.0,-0.21347223448397634,-1.0689061534386863,-0.0,-1.0930519996468615,-1.0388010947294077,0.0
2018-11-12,1.0,-0.21154351827504603,-1.0425979489876414,-0.0,-1.0971163116837586,-1.0312472609343502,0.0
2018-11-13,1.0,-0.17350157728706622,-1.0294282874551661,-0.0,-1.0959768376474657,-1.0224277256816905,0.0
2018-11-14,1.0,-0.17466078990579897,-1.0285195747990667,-0.0,-1.0961023247774608,-1.0219082188229194,0.0
2018-11-15,1.0,-0.17520438337102104,-1.0440946251522005,-0.0,-1.1177596103670204,-1.0115237432596973,0.0
2018-11-16,1.0,-0.17502385703131776,-1.0380844972672856,-0.0,-1.1139064804372343,-1.0106272230415547,0.0
2018-11-19,1.0,-0.16921798460461862,-1.0520906228131561,-0.0,-1.1299860041987402,-1.0223932820153954,0.0
2018-11-20,1.0,-0.11543624161073826,-1.0361983113227973,-0.0,-1.132712708378437,-1.0455942844771595,0.0
2018-11-21,1.0,-0.1218501751089092,-1.0213120355342957,-0.0,-1.124925258392415,-1.0028615358332622,0.0
2018-11-23,1.0,-0.1251282489740082,-0.9999572503419973,-0.0,-1.140389876880985,-1.0095331737346103,0.0
2018-11-26,1.0,-0.12415089503140087,-1.0041440594693896,-0.0,-1.1374375186909897,-1.0065365061733669,0.0
2018-11-27,1.0,-0.10319993099879247,-1.0388563049853372,-0.0,-1.1533120579610143,-1.017207176125582,0.0
2018-11-28,1.0,-0.10171981678333765,-1.0518537723619394,-0.0,-1.1509376890502117,-1.0165932071558206,0.0
2018-11-29,1.0,-0.07279742219960995,-1.02514203340965,-0.0,-1.1324514542525228,-1.0094547612990759,0.0
2018-11-30,1.0,-0.07290076335877863,-1.0263782866836302,-0.0,-1.1351993214588634,-1.0064037319762509,0.0
2018-12-03,1.0,-0.07036644778648592,-1.0264350773141284,-0.0,-1.1343359457742004,-1.005253124338064,0.0
2018-12-04,1.0,-0.06280050611556305,-1.0257697174188107,-0.0,-1.1282159426402363,-1.0008435259384227,0.0
2018-12-06,1.0,-0.0507715281234445,-0.9352911896465904,-0.0,-1.178281068524971,-0.9836568773851004,0.0
2018-12-07,1.0,-0.05329517647546763,-0.9348015428642529,-0.0,-1.178507735058687,-0.9808800962216415,0.0
2018-12-10,1.0,-0.0,-0.967630825413952,-0.0,-1.2118520977715068,-0.9704112545130099,0.0
2018-12-11,1.0,-0.0,-0.9684905347060777,-0.0,-1.2098140152773165,-0.973140152773165,0.0
2018-12-12,1.0,-0.0,-0.9691004236232245,-0.0,-1.2116454855054406,-0.9724229587175014,0.0
2018-12-13,1.0,-0.0,-0.9659477395271672,-0.0,-1.211406055578598,-0.9703027789299046,0.0
2018-12-14,1.0,-0.0011187072715972653,-0.9550445411228506,-0.0,-1.2170292106898695,-0.9701263724880878,0.0
2018-12-17,1.0,-0.0,-0.9474660074165636,-0.0,-1.2013597033374537,-0.9714874330449114,0.0
2018-12-18,1.0,-0.0,-0.99208730055215,-0.0,-1.2886831007347508,-1.0668666579713926,0.0
2018-12-19,1.0,-0.0,-0.9926924749891257,-0.0,-1.2892127011744237,-1.0678120922140062,0.0
2018-12-20,1.0,-0.0,-0.9751185855972402,-0.0,-1.2814144027598102,-1.0556705476498491,0.0
2018-12-21,1.0,-0.0,-1.041318248893261,-0.0,-1.3707016053302332,-1.0596521039216562,0.0
2018-12-24,1.0,-0.0,-0.9971317624216751,-0.0,-1.3447180301826849,-1.0708234048186391,0.0
2018-12-26,1.0,-0.0,-1.0420959540128234,-0.0,-1.3184611983196994,-1.0612425381384036,0.0
2018-12-27,1.0,-0.0,-0.9949601550721516,-0.0,-1.1981477493000217,-1.1144518630195994,0.0
2018-12-28,1.0,-0.0,-0.9952260117844394,-0.0,-1.1949593565868133,-1.1107049159175948,0.0
2018-12-31,1.0,-0.0,-0.9936116027107524,-0.0,-1.203651746018043,-1.1192213061682568,0.0
2019-01-02,1.0,-0.0,-0.991423522820325,-0.0,-1.2004482179028575,-1.1179157867517133,0.0
2019-01-03,1.0,-0.0,-0.9899259514379198,-0.0,-1.208971930428793,-1.1062510762872397,0.0
2019-01-04,1.0,-0.0,-1.0180535111265046,-0.0,-1.1767252575980605,-1.1346003983028836,0.0
2019-01-07,1.0,-0.0,-0.9614978234225097,-0.0,-1.1660961075187017,-1.098770128058831,0.0
2019-01-08,1.0,-0.0,-0.9362774155305276,-0.0,-1.1969260733338978,-1.100897620458972,0.0
2019-01-09,1.0,-0.0,-0.9166666666666667,-0.0,-1.2071428571428573,-1.127891156462585,0.0
2019-01-10,1.0,-0.0,-0.9137542995456283,-0.0,-1.2071000891757613,-1.1256528939657735,0.0
2019-01-11,1.0,-0.0,-0.910901243536601,-0.0,-1.2200333319088927,-1.1423870774753215,0.0
2019-01-14,1.0,-0.0,-0.908641975308642,-0.0,-1.2129842486164326,-1.1355044699872288,0.0
2019-01-15,1.0,-0.0,-0.9057118499573743,-0.0,-1.2138107416879795,-1.1430520034100597,0.0
2019-01-16,1.0,-0.0,-0.9320637964092732,-0.0,-1.206946139097089,-1.2186247167509152,0.0
2019-01-17,1.0,-0.0,-0.9228730338055097,-0.0,-1.204353871556444,-1.2179977405057791,0.0
2019-01-18,1.0,-0.0,-0.9307427967221782,-0.0,-1.2213851440655563,-1.2535465679795577,0.0
2019-01-22,1.0,-0.0,-0.8855138029729479,-0.0,-1.4106730680454251,-1.320192041362755,0.0
2019-01-23,1.0,-0.0,-0.7965108229104169,-0.0,-1.430931831817972,-1.3878709558314486,0.0
2019-01-24,1.0,-0.0,-0.801301578510108,-0.0,-1.4244899843072096,-1.3897350687713468,0.0
2019-01-25,1.0,-0.0,-0.6584918412667761,-0.0,-1.6528917640243315,-1.516220913391909,0.0
2019-01-28,1.0,-0.0,-0.6220415624398692,-0.0,-1.689051375793727,-1.4993746392149316,0.0
2019-01-29,1.0,-0.0,-0.6198502777106979,-0.0,-1.687611687998068,-1.5222893021009418,0.0
2019-01-30,1.0,-0.0,-0.6166271702858248,-0.0,-1.686511582918218,-1.533152778449485,0.0
2019-01-31,1.0,-0.0,-0.6112966458545085,-0.0,-1.6144910701321329,-1.6142490682929191,0.0
2019-02-01,1.0,-0.0,-0.6088662790697674,-0.0,-1.6334786821705427,-1.6026647286821705,0.0
2019-02-04,1.0,-0.0,-0.615540442772392,-0.0,-1.6216177108956737,-1.586070515603145,0.0
2019-02-05,1.0,-0.0,-0.6024515008203842,-0.0,-1.6138886207894991,-1.6094971527844804,0.0
2019-02-06,1.0,-0.0,-0.590215396503429,-0.0,-1.6204964744518497,-1.6187578479667728,0.0
2019-02-07,1.0,-0.0,-0.5923748011760737,-0.0,-1.6129078902973923,-1.6146912806670846,0.0
2019-02-08,1.0,-0.0,-0.591742897246019,-0.0,-1.646435312908378,-1.6018585741251634,0.0
2019-02-11,1.0,-0.0,-0.5891045649629341,-0.0,-1.6746488490050722,-1.613343737807257,0.0
2019-02-12,1.0,-0.0,-0.5908375933936295,-0.0,-1.7015336217066457,-1.6230829728666927,0.0
2019-02-13,1.0,-0.0,-0.6177293476660285,-0.0,-1.6891474009718745,-1.601629607814264,0.0
2019-02-14,1.0,-0.0,-0.5404440532081377,-0.0,-1.7406103286384977,-1.6093505477308294,0.0
2019-02-15,1.0,-0.0,-0.5889558431295071,-0.0,-1.7411340511706015,-1.6092067568902497,0.0
2019-02-19,1.0,-0.0,-0.5529249963161256,-0.0,-1.7623655385824453,-1.5965911881723072,0.0
2019-02-20,1.0,-0.0,-0.571624938635248,-0.0,-1.7512518409425626,-1.586303387334315,0.0
2019-02-21,1.0,-0.0,-0.6087591240875913,-0.0,-1.7200486618004867,-1.5373722627737227,0.0
2019-02-22,1.0,-0.0,-0.6056825381353866,-0.0,-1.7260100394756077,-1.5418880062381206,0.0
2019-02-25,1.0,-0.0,-0.6062352245862884,-0.0,-1.7583727344365643,-1.5605299448384555,0.0
2019-02-26,1.0,-0.0,-0.6113058504073068,-0.0,-1.7709207603060972,-1.5548753394223647,0.0
2019-02-27,1.0,-0.0,-0.6058175017226105,-0.0,-1.7602618367949603,-1.555714145093021,0.0
2019-02-28,1.0,-0.0,-0.6085542524884202,-0.0,-1.7617522420419829,-1.5572583029466835,0.0
2019-03-01,1.0,-0.0,-0.5963374626646428,-0.0,-1.7648729373745287,-1.5352298878715174,0.0
2019-03-04,1.0,-0.0,-0.5849028768133759,-0.0,-1.7489550036882224,-1.5837718219818049,0.0
2019-03-05,1.0,-0.0,-0.5584802582567668,-0.0,-1.8148497640923766,-1.5931462627265955,0.0
2019-03-06,1.0,-0.0,-0.554677795995429,-0.0,-1.825060863516669,-1.58871168082675,0.0
2019-03-07,1.0,-0.0,-0.48547778811774506,-0.0,-1.843267865014449,-1.569133565166283,0.0
2019-03-08,1.0,-0.0,-0.4600433053023818,-0.0,-1.9599677727982276,-1.615489198851906,0.0
2019-03-11,1.0,-0.0,-0.4565228465182619,-0.0,-1.9463094085884567,-1.6912026896235546,0.0
2019-03-12,1.0,-0.0,-0.36171208654046183,-0.0,-2.0133659246931557,-1.8256708966091117,0.0
2019-03-13,1.0,-0.0,-0.3941220002114389,-0.0,-2.050481023363992,-1.8413680093033091,0.0
2019-03-14,1.0,-0.0,-0.39068761864585533,-0.0,-2.049883990719257,-1.8325775152921324,0.0
2019-03-15,1.0,-0.0,-0.3866567195992753,-0.0,-2.0735372482148566,-1.8685388468506876,0.0
2019-03-18,1.0,-0.0,-0.42575999999999997,-0.0,-2.045706666666667,-1.8618666666666668,0.0
2019-03-19,1.0,-0.0,-0.42886530965786057,-0.0,-2.077306193157211,-1.907427457773928,0.0
2019-03-20,1.0,-0.0,-0.43529026625927547,-0.0,-2.0909537319947624,-1.92988869489306,0.0
2019-03-21,1.0,-0.0,-0.4464236168914044,-0.0,-2.2312302313967036,-1.8713722878863546,0.0
2019-03-22,1.0,-0.0,-0.43812089577369934,-0.0,-2.321041701745524,-1.8534545658640627,0.0
2019-03-25,1.0,-0.0,-0.2450817860300619,-0.0,-2.415671971706454,-1.8653293545534926,0.0
2019-03-26,1.0,-0.0,-0.2806603773584906,-0.0,-2.434748427672956,-1.9001010781671162,0.0
2019-03-27,1.0,-0.0,-0.22450566540768715,-0.0,-2.4424016885136637,-1.88741390802044,0.0
2019-03-28,1.0,-0.0,-0.21639672733344464,-0.0,-2.436522513496967,-1.9128402070462514,0.0
2019-03-29,1.0,-0.0,-0.20066964285714287,-0.0,-2.4478236607142856,-1.9318638392857144,0.0
2019-04-01,1.0,-0.0,-0.21764377442769403,-0.0,-2.4429927414852037,-1.9228364042434394,0.0
2019-04-02,1.0,-0.0,-0.2765155839707729,-0.0,-2.5781481904326977,-1.853750428131065,0.0
2019-04-03,1.0,-0.0,-0.27641719472512416,-0.0,-2.584403722098533,-1.8479762516412628,0.0
2019-04-04,1.0,-0.0,-0.26888269110364843,-0.0,-2.5639478627127326,-1.8590130343218167,0.0
2019-04-05,1.0,-0.0,-0.2631820792647903,-0.0,-2.582596209075244,-1.8980470993681793,0.0
2019-04-08,1.0,-0.0,-0.24807846736262473,-0.0,-2.587243317655157,-1.9005391763221293,0.0
2019-04-09,1.0,-0.0,-0.22289714219599674,-0.0,-2.666146014115469,-1.8959851903274323,0.0
2019-04-10,1.0,-0.0,-0.19093216428241808,-0.0,-2.686202122750346,-1.8912090447623444,0.0
2019-04-11,1.0,-0.0,-0.14920101899027327,-0.0,-2.764821676702177,-1.8756947660954142,0.0
2019-04-12,1.0,-0.0,-0.15894817162646005,-0.0,-2.8139343781182133,-1.8966954275987555,0.0
2019-04-15,1.0,-0.0,-0.16319321794418934,-0.0,-2.8093135523372186,-1.914635582244201,0.0
2019-04-16,1.0,-0.0,-0.16271405873006534,-0.0,-2.80862708173954,-1.9134349438003884,0.0
2019-04-17,1.0,-0.0,-0.16958584734344795,-0.0,-2.7915177786890046,-1.8967840196825023,0.0
2019-04-18,1.0,-0.0,-0.2178588403041825,-0.0,-2.8151140684410647,-1.908091730038023,0.0
2019-04-22,1.0,-0.0,-0.22090962787950386,-0.0,-2.7882457176609567,-1.897519196692262,0.0
2019-04-23,1.0,-0.0,-0.23489654354657025,-0.0,-2.7900041501156108,-1.9038358925712933,0.0
2019-04-24,1.0,-0.0,-0.19872936705854413,-0.0,-2.799429996437478,-1.9393777461109132,0.0
2019-04-25,1.0,-0.0,-0.20824643984984806,-0.0,-2.8176130608353693,-1.9324912113448132,0.0
2019-04-26,1.0,-0.0,-0.18579888736017228,-0.0,-2.8603816474247767,-1.9356942035054134,0.0
2019-04-29,1.0,-0.0,-0.2033632692423603,-0.0,-2.8881321198240006,-1.9358688445542764,0.0
2019-04-30,1.0,-0.0,-0.19234253276164023,-0.0,-2.90416087928015,-1.9425086055921252,0.0
2019-05-01,1.0,-0.0,-0.18181818181818182,-0.0,-2.9283415315479444,-1.9625311228517641,0.0
2019-05-02,1.0,-0.0,-0.1888646288209607,-0.0,-2.8998665696263948,-1.976285783600194,0.0
2019-05-03,1.0,-0.0,-0.18690057059609083,-0.0,-2.9034235765448586,-1.9798470316862937,0.0
2019-05-06,1.0,-0.0,-0.1103348590701036,-0.0,-2.902132016381595,-2.0101782702963145,0.0
2019-05-07,1.0,-0.0,-0.1162692423785089,-0.0,-2.905282221551464,-2.0152127980682164,0.0
2019-05-08,1.0,-0.0,-0.1443934267762204,-0.0,-2.860983566940551,-2.0361889801836637,0.0
2019-05-09,1.0,-0.0,-0.14828505635680522,-0.0,-2.8674100109077685,-2.0441158647436675,0.0
2019-05-10,1.0,-0.0,-0.14498546511627908,-0.0,-2.86906492248062,-2.042151162790698,0.0
2019-05-13,1.0,-0.0,-0.1430043022480761,-0.0,-2.867963400593831,-2.04853662970369,0.0
2019-05-14,1.0,-0.0,-0.035309262551339426,-0.0,-3.0013486176668915,-2.0934837246367928,0.0
2019-05-15,1.0,-0.0,-0.04954015941140405,-0.0,-3.0315757204169222,-2.0500919681177194,0.0
2019-05-16,1.0,-0.0,-0.05692203888854812,-0.0,-3.025823468073361,-2.0510335521069742,0.0
2019-05-17,1.0,-0.0,-0.04130938223696564,-0.0,-3.052012267634725,-2.1656756587594668,0.0
2019-05-20,1.0,-0.0,-0.01618042106578372,-0.0,-3.0617229961891677,-2.169425876179172,0.0
2019-05-21,1.0,-0.0,-0.021132924846817558,-0.0,-3.057208953357509,-2.174002751031637,0.0
2019-05-22,1.0,-0.0,-0.0012478163214374844,-0.0,-3.071437484402296,-2.1663963064636884,0.0
2019-05-23,1.0,-0.0,-0.00809414108710541,-0.0,-3.065126704439325,-2.1530415291700393,0.0
2019-05-24,1.0,-0.0,-0.0,-0.0,-3.026792847047256,-2.1183555582867326,0.0
2019-05-28,1.0,-0.0,-0.0,-0.0,-3.028972135080273,-2.122224272621025,0.0
2019-05-29,1.0,-0.0,-0.0,-0.0,-3.020684605528098,-2.08096894258344,0.0
2019-05-30,1.0,-0.0,-0.0,-0.0,-2.9916353497393624,-2.0697054188386472,0.0
2019-05-31,1.0,-0.0,-0.0,-0.0,-3.007776427703524,-2.0675577156743623,0.0
2019-06-03,1.0,-0.0,-0.02252526482405942,-0.0,-3.0978935833434798,-1.9674905637404119,0.0
2019-06-04,1.0,-0.0,-0.017156862745098037,-0.0,-3.0919117647058822,-2.0183210784313723,0.0
2019-06-05,1.0,-0.0,-0.005461201464322151,-0.0,-3.1370701554341958,-1.8588489467682892,0.0
2019-06-06,1.0,-0.0,-0.02243493867783428,-0.0,-3.1007478312892616,-1.859527370625187,0.0
2019-06-07,1.0,-0.0,-0.06829384167705921,-0.0,-3.0369974464041802,-1.8332442544094065,0.0
2019-06-10,1.0,-0.0,-0.07567599550322467,-0.0,-2.999289982841252,-1.84178450979232,0.0
2019-06-11,1.0,-0.0,-0.07815716188400533,-0.0,-3.1098195907494857,-1.8659644024700328,0.0
2019-06-12,1.0,-0.0,-0.09957924263674614,-0.0,-2.9654043945769053,-1.7788686302010286,0.0
2019-06-13,1.0,-0.0,-0.1550002919026213,-0.0,-2.941561095218635,-1.7414326580652695,0.0
2019-06-14,1.0,-0.0,-0.14359390392304572,-0.0,-2.955786057831604,-1.695369994784725,0.0
2019-06-17,1.0,-0.0,-0.14188093583507067,-0.0,-2.9559879545981005,-1.6931897150799164,0.0
2019-06-18,1.0,-0.0,-0.13416264605010755,-0.0,-2.9682613497645765,-1.7104574783468,0.0
2019-06-19,1.0,-0.0,-0.13234955038044732,-0.0,-2.957055568365229,-1.6749481208208439,0.0
2019-06-20,1.0,-0.0,-0.14932779412613237,-0.0,-2.9452426288154174,-1.6753793779931916,0.0
2019-06-21,1.0,-0.0,-0.15338249063670412,-0.0,-3.0010533707865172,-1.697624063670412,0.0
2019-06-24,1.0,-0.0,-0.13623785693258758,-0.0,-3.005887547836326,-1.7453635560788932,0.0
2019-06-25,1.0,-0.0,-0.06626506024096386,-0.0,-3.067918733758564,-1.771793054571226,0.0
2019-06-26,1.0,-0.0,-0.0646470588235294,-0.0,-3.0412352941176466,-1.776470588235294,0.0
2019-06-27,1.0,-0.0,-0.060075462799198204,-0.0,-3.0728687654757696,-1.7625869590850136,0.0
2019-06-28,1.0,-0.0,-0.018704271890488556,-0.0,-3.113346707576115,-1.7682912438045788,0.0
2019-07-01,1.0,-0.0,-0.006823930819459968,-0.0,-3.1278898758750517,-1.7479851755985647,0.0
2019-07-02,1.0,-0.0,-0.012603089789754909,-0.0,-3.0612730863050293,-1.7339993030549425,0.0
2019-07-03,1.0,-0.0,-0.0069210189601023615,-0.0,-3.0726997789926718,-1.7363033616377808,0.0
2019-07-05,1.0,-0.0,-0.0137265166055953,-0.0,-3.057756063514221,-1.7448380154714127,0.0
2019-07-08,1.0,-0.0,-0.016234144070755265,-0.0,-3.0549866170138484,-1.7474688700104735,0.0
2019-07-09,1.0,-0.0,-0.011622501162250116,-0.0,-3.0520688052068805,-1.7475592747559272,0.0
2019-07-10,1.0,-0.0,-0.034950895436164066,-0.0,-3.0140381282495667,-1.7280184864240322,0.0
2019-07-11,1.0,-0.0,-0.028799907284000694,-0.0,-3.0375499797183756,-1.7284000695369994,0.0
2019-07-12,1.0,-0.0,-0.052130500406362475,-0.0,-3.032567049808429,-1.7205387205387204,0.0
2019-07-15,1.0,-0.0,-0.12517193947730398,-0.018168271435121505,-2.965038972948189,-1.622879413113251,0.0
2019-07-16,1.0,-0.0,-0.1337265906878186,-0.04547276788271004,-2.9502319454784955,-1.5976175476776817,0.0
2019-07-17,1.0,-0.0,-0.14940421631530706,-0.0384967919340055,-2.949186526122823,-1.5916590284142986,0.0
2019-07-18,1.0,-0.0,-0.14955859442617275,-0.04858346315850211,-2.982632277421961,-1.5891754659281059,0.0
2019-07-19,1.0,-0.0,-0.15232402947832646,-0.07474032379736552,-2.966227586607091,-1.609586258921836,0.0
2019-07-22,1.0,-0.0,-0.1408639032614383,-0.06894947968141388,-2.978722167315854,-1.6250799372129527,0.0
2019-07-23,1.0,-0.0,-0.14987814784727863,-0.07108042242079611,-2.966577695253569,-1.6150052222351168,0.0
2019-07-24,1.0,-0.0,-0.15030338052585956,-0.08327073100260039,-2.9473562554175095,-1.5977463160936145,0.0
2019-07-25,1.0,-0.0,-0.12872940905425642,-0.09238566985370349,-2.96031563183965,-1.5782167953000805,0.0
2019-07-26,1.0,-0.0,-0.11873275068997241,-0.09257129714811407,-2.962626494940203,-1.575839466421343,0.0
2019-07-29,1.0,-0.0,-0.018536826495304002,-0.11801779535343547,-3.204770143351458,-1.8376173999011367,0.0
2019-07-30,1.0,-0.0,-0.011788668065670905,-0.12467596593013208,-3.192692260214788,-1.8428589063078633,0.0
2019-07-31,1.0,-0.0,-0.04755736491487787,-0.12268689859363437,-3.1695657537626456,-1.8284603997039233,0.0
2019-08-01,1.0,-0.0,-0.029010856453558505,-0.09674306393244872,-3.1182750301568154,-1.7873341375150784,0.0
2019-08-02,1.0,-0.0,-0.0,-0.1521369596891695,-3.1226323457989316,-1.796138902379796,0.0
2019-08-05,1.0,-0.0,-0.0,-0.14988881543361982,-3.0966404231023494,-1.7634473225554421,0.0
2019-08-06,1.0,-0.0,-0.0,-0.1566292649416075,-2.8604877490267917,-1.7076368216166704,0.0
2019-08-07,1.0,-0.0,-0.0,-0.13064788732394367,-2.8132957746478877,-1.6898591549295776,0.0
2019-08-08,1.0,-0.0,-0.0,-0.12177827799662352,-2.8131682611142375,-1.6925154755205405,0.0
2019-08-09,1.0,-0.0,-0.0,-0.10159977547010947,-2.7811956216671345,-1.730451866404715,0.0
2019-08-12,1.0,-0.0,-0.0,-0.1256849121617805,-2.8340959159464503,-1.6890357566514151,0.0
2019-08-13,1.0,-0.0,-0.0,-0.11348554718254414,-2.830896412102126,-1.6792824204251489,0.0
2019-08-14,1.0,-0.0,-0.0,-0.11638669866300994,-2.867957947663124,-1.7292880813621299,0.0
2019-08-15,1.0,-0.0,-0.0,-0.16567115551694178,-2.7061794092093834,-1.558210251954822,0.0
2019-08-16,1.0,-0.0,-0.0,-0.16805125699082368,-2.700385513384373,-1.5613292067111906,0.0
2019-08-19,1.0,-0.0,-0.0,-0.1751832686502803,-2.7007869771453215,-1.514284174213023,0.0
2019-08-20,1.0,-0.0,-0.0,-0.18912857753096968,-2.6684643314822725,-1.4820055531824008,0.0
2019-08-21,1.0,-0.0,-0.0,-0.20421131994183855,-2.7045613657170557,-1.476546933060477,0.0
2019-08-22,1.0,-0.0,-0.0,-0.19345975649175734,-2.7174873397263224,-1.4763495313005064,0.0
2019-08-23,1.0,-0.0,-0.0,-0.1962124065206865,-2.708667348146554,-1.4752246193576155,0.0
2019-08-26,1.0,-0.0,-0.0,-0.19671003914101343,-2.6878768644874644,-1.4047392362213054,0.0
2019-08-27,1.0,-0.0,-0.0,-0.1825291269883492,-2.7037825184869924,-1.4336862265255095,0.0
2019-08-28,1.0,-0.0,-0.0,-0.20334613563424,-2.690850739201347,-1.3670752880517705,0.0
2019-08-29,1.0,-0.0,-0.0,-0.21024456806969666,-2.685787761100032,-1.3522095098142122,0.0
2019-08-30,1.0,-0.0,-0.0,-0.2205982503012206,-2.6961600921996958,-1.3218607575043217,0.0
2019-09-03,1.0,-0.0,-0.0,-0.20033250207813796,-2.671290523690773,-1.3237219451371571,0.0
2019-09-04,1.0,-0.0,-0.0,-0.194595998960769,-2.677942322681216,-1.3236165237724085,0.0
2019-09-05,1.0,-0.0,-0.0,-0.20962234340757352,-2.635237755466082,-1.2517200958157078,0.0
2019-09-06,1.0,-0.0,-0.0,-0.2416867346415945,-2.693139314443818,-1.1889122303632729,0.0
2019-09-09,1.0,-0.0,-0.0,-0.25165940676208254,-2.741391827421696,-1.1925948973242064,0.0
2019-09-10,1.0,-0.0,-0.0,-0.33724937343358397,-2.7752715121136173,-1.1089181286549707,0.0
2019-09-11,1.0,-0.0,-0.0,-0.3681295715778474,-2.777847439916406,-1.0786311389759666,0.0
2019-09-12,1.0,-0.0,-0.0,-0.36985013837397523,-2.7736410631298622,-1.0781682418672653,0.0
2019-09-13,1.0,-0.0,-0.0,-0.3606334605132494,-2.7766163173574454,-1.089322113625673,0.0
2019-09-16,1.0,-0.0,-0.0,-0.3669091099366857,-2.777353356705562,-1.088378420804772,0.0
2019-09-17,1.0,-0.0,-0.0,-0.3637419491078028,-2.822352444303664,-1.0931791785450322,0.0
2019-09-18,1.0,-0.0,-0.0,-0.3749735785246248,-2.8224476854787577,-1.0868738110336083,0.0
2019-09-19,1.0,-0.0,-0.0,-0.37478136428685,-2.8236073567604816,-1.1018709916785923,0.0
2019-09-20,1.0,-0.0,-0.0,-0.39177615830629287,-2.8183945954572054,-1.1093143252300655,0.0
