Date,IRBT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.1285238161366478,-1.5169420913761977,-0.7178169698652964,-1.3050270795722816,-1.275100680461047,0.0
2018-09-25,1.0,-1.1298070248507566,-1.5152019991670138,-0.7201166180758017,-1.3035540746911012,-1.2728029987505207,0.0
2018-09-26,1.0,-1.1340335257703276,-1.5204145510189886,-0.7260207275509494,-1.3054183765736942,-1.2697363845030256,0.0
2018-09-27,1.0,-1.138086956521739,-1.5122782608695653,-0.7291130434782609,-1.3066434782608696,-1.2703304347826088,0.0
2018-09-28,1.0,-1.1368757824454028,-1.5126582278481013,-0.7293782167199889,-1.3061621922381417,-1.2700653776603144,0.0
2018-10-01,1.0,-1.1368252643294379,-1.5130773511407902,-0.729827490261547,-1.306135225375626,-1.2702420701168613,0.0
2018-10-02,1.0,-1.138017391304348,-1.5047652173913044,-0.7332173913043478,-1.3081739130434784,-1.272417391304348,0.0
2018-10-03,1.0,-1.1415515557415934,-1.5168131714803963,-0.73559369331659,-1.3101018557276407,-1.2723594251430166,0.0
2018-10-04,1.0,-1.142239576070283,-1.5133175289359924,-0.7358806303165528,-1.3108353088830011,-1.270255194533538,0.0
2018-10-05,1.0,-1.1286805555555557,-1.5055555555555555,-0.7185416666666667,-1.3150694444444446,-1.2765972222222224,0.0
2018-10-08,1.0,-1.1274305555555555,-1.5034027777777779,-0.7129861111111111,-1.322152777777778,-1.278402777777778,0.0
2018-10-09,1.0,-1.1564818085482163,-1.535146591310491,-0.7411515365595196,-1.341363475803603,-1.2904980572235958,0.0
2018-10-10,1.0,-1.1565592309867119,-1.5371783997738198,-0.7398925643200452,-1.3423098671190274,-1.2921967769296014,0.0
2018-10-11,1.0,-1.084286986911533,-1.526622353183033,-0.6318782978140204,-1.31515109984239,-1.2946618241622694,0.0
2018-10-12,1.0,-1.0909214276021169,-1.5181842855204233,-0.6200977066087664,-1.2908807165151308,-1.26509702809065,0.0
2018-10-15,1.0,-1.0755291094732573,-1.5366826695516937,-0.5963892081952803,-1.2877814591926433,-1.265332341605247,0.0
2018-10-16,1.0,-1.0725637384188813,-1.548184215865287,-0.588151754919862,-1.2881585176168255,-1.2656387367282074,0.0
2018-10-17,1.0,-1.0453517755020614,-1.4990690251363212,-0.5570554595025934,-1.2788934698763132,-1.269384226625881,0.0
2018-10-18,1.0,-1.0461016498137305,-1.5009978712080894,-0.5561468866418307,-1.2790713145290047,-1.2700904736562,0.0
2018-10-19,1.0,-1.0305832617742254,-1.487945042605192,-0.5357685448180197,-1.2813924301473016,-1.269766827399432,0.0
2018-10-22,1.0,-1.030831187693933,-1.4843203274575825,-0.5338350828546907,-1.2823661451112431,-1.2705486234898,0.0
2018-10-23,1.0,-1.0347584748562744,-1.4850327099715854,-0.5409370250446045,-1.2787946871076457,-1.2686182515033373,0.0
2018-10-24,1.0,-1.0381613756613757,-1.4825396825396826,-0.531415343915344,-1.284920634920635,-1.2767195767195767,0.0
2018-10-25,1.0,-0.9994210357027983,-1.4315213895143133,-0.5033772917336764,-1.2637504020585397,-1.234802187198456,0.0
2018-10-26,1.0,-0.9801632861334354,-1.4193136879704042,-0.4730833014415104,-1.2769485903814262,-1.228855721393035,0.0
2018-10-29,1.0,-0.9616605306588801,-1.4307477466040368,-0.4519487114383648,-1.2684397613304557,-1.2347340358004315,0.0
2018-10-30,1.0,-0.9607133790302107,-1.431137344503681,-0.45055851739020053,-1.2687230261487688,-1.2356562579334855,0.0
2018-10-31,1.0,-0.9589058363796799,-1.4089877725954871,-0.44781293331652594,-1.2613765284255642,-1.2257027606201942,0.0
2018-11-01,1.0,-0.977188969373491,-1.4075486084635913,-0.46130385055280215,-1.272715719913585,-1.2352268394967594,0.0
2018-11-02,1.0,-0.9768562551518611,-1.4006721197133982,-0.4581193329528882,-1.2724621140067214,-1.232578783843764,0.0
2018-11-05,1.0,-0.9719543147208123,-1.4198604060913707,-0.45736040609137063,-1.2744923857868022,-1.221510152284264,0.0
2018-11-06,1.0,-0.9722098851595711,-1.4197703191421864,-0.4575851786054185,-1.274094283357655,-1.2211154114586638,0.0
2018-11-07,1.0,-0.9692912886238182,-1.420214453397627,-0.463422371676924,-1.27168326882812,-1.2202271429477825,0.0
2018-11-08,1.0,-0.9428787116255664,-1.4246980372420737,-0.43130347257171614,-1.2640915953699046,-1.2279818822345245,0.0
2018-11-09,1.0,-0.9421939866649893,-1.424267203421814,-0.43194112466976975,-1.2641841741099509,-1.2275128947037361,0.0
2018-11-12,1.0,-0.9395989974937344,-1.4101503759398497,-0.42813283208020053,-1.2651002506265665,-1.2226817042606517,0.0
2018-11-13,1.0,-0.920529389834721,-1.4072946439666956,-0.39996271902572383,-1.266807505902821,-1.2189635889151236,0.0
2018-11-14,1.0,-0.9207877733598411,-1.4068091451292248,-0.3999130218687873,-1.2666500994035785,-1.2185636182902586,0.0
2018-11-15,1.0,-0.9198932737652022,-1.4069247952345496,-0.3968106229833706,-1.267374038222884,-1.2140109208240257,0.0
2018-11-16,1.0,-0.9158722297882878,-1.3960009904667574,-0.39098675250711895,-1.267054599480005,-1.2205026618794108,0.0
2018-11-19,1.0,-0.9165580991376637,-1.4031267448352875,-0.3823438178547056,-1.275079099199702,-1.226751039146349,0.0
2018-11-20,1.0,-0.88732741617357,-1.3988535502958581,-0.3443047337278107,-1.2837771203155819,-1.2495069033530573,0.0
2018-11-21,1.0,-0.8928111785254642,-1.3916161059018202,-0.34871606300177727,-1.2804437090151375,-1.2149292149292148,0.0
2018-11-23,1.0,-0.8920242394564486,-1.382322335802167,-0.3509212217665422,-1.2816918650915101,-1.214176409377487,0.0
2018-11-26,1.0,-0.892552865461232,-1.3943610174685872,-0.348268464603126,-1.2810910205332517,-1.2130554704259884,0.0
2018-11-27,1.0,-0.8858625954198472,-1.4033587786259543,-0.32751145038167934,-1.2797557251908396,-1.210442748091603,0.0
2018-11-28,1.0,-0.8888752001971172,-1.4455463841320684,-0.3206233830232844,-1.2855734877417764,-1.2192312430700996,0.0
2018-11-29,1.0,-0.8617519936689596,-1.4304498691179155,-0.2931758689961649,-1.2807572898277226,-1.221342911061058,0.0
2018-11-30,1.0,-0.8647363608655898,-1.4341359341664126,-0.2911917098445596,-1.285827491618409,-1.2198110332215788,0.0
2018-12-03,1.0,-0.863860632271426,-1.4346104647621367,-0.2873241152463909,-1.2859231284643966,-1.2195285374916245,0.0
2018-12-04,1.0,-0.861472915398661,-1.436275106512477,-0.28356664637857576,-1.2859403530127815,-1.2191722458916614,0.0
2018-12-06,1.0,-0.830950827451213,-1.3592739782905274,-0.2993653241592028,-1.267631532119343,-1.1743282519722404,0.0
2018-12-07,1.0,-0.8283830343352738,-1.3639657835333256,-0.29398835689675656,-1.2723654508732327,-1.181656172032791,0.0
2018-12-10,1.0,-0.7975930623562031,-1.3793876467465047,-0.2726682791575718,-1.2815173146127072,-1.1681906672172733,0.0
2018-12-11,1.0,-0.7978409627182633,-1.3789523360075506,-0.2732420953279849,-1.2812057574327513,-1.1677678150070787,0.0
2018-12-12,1.0,-0.7969507150455029,-1.3832880274199266,-0.2708308710554308,-1.2842453610684317,-1.1741519914903675,0.0
2018-12-13,1.0,-0.7965150620200826,-1.3815121086828115,-0.27170702894270526,-1.283933845245127,-1.1730064973419962,0.0
2018-12-14,1.0,-0.7966392521152595,-1.3929353292704574,-0.2677356369445595,-1.2832968463404533,-1.1762025915626295,0.0
2018-12-17,1.0,-0.7815061626466946,-1.3961785693224036,-0.2495724479565961,-1.273928171256708,-1.1960842130093767,0.0
2018-12-18,1.0,-0.7708662800913724,-1.385052421952791,-0.2343466291805775,-1.2704269899841856,-1.1964505359339308,0.0
2018-12-19,1.0,-0.7679868760253106,-1.386512772439653,-0.23447386922896649,-1.272263885633935,-1.197679868760253,0.0
2018-12-20,1.0,-0.7557162855809613,-1.364209052729818,-0.2537914139057396,-1.2725734951003267,-1.1866542230517965,0.0
2018-12-21,1.0,-0.7513497822931786,-1.3652249637155298,-0.24592162554426708,-1.2748911465892598,-1.1681277213352685,0.0
2018-12-24,1.0,-0.7313613561667532,-1.345384304906879,-0.24499798189471256,-1.2676584212650637,-1.1766130427261718,0.0
2018-12-26,1.0,-0.7373894059519706,-1.3715385499253132,-0.2262438239687464,-1.2453177065379755,-1.1646558657934047,0.0
2018-12-27,1.0,-0.6701344695921642,-1.3247191633003152,-0.20231309833434785,-1.174367771567705,-1.1621935698079797,0.0
2018-12-28,1.0,-0.6670537491705375,-1.3285777482857775,-0.20045343950453437,-1.1736341517363416,-1.1599756690997567,0.0
2018-12-31,1.0,-0.6691558800752295,-1.3262529040823101,-0.20002212634140945,-1.1747980971346388,-1.1613563447283992,0.0
2019-01-02,1.0,-0.6681775468464983,-1.3262948427394838,-0.19683820684318173,-1.1743961085622687,-1.1619037090265878,0.0
2019-01-03,1.0,-0.6797331109257714,-1.3229357798165138,-0.23085904920767306,-1.19193772588268,-1.1347789824854044,0.0
2019-01-04,1.0,-0.6400376460167192,-1.3429109228810274,-0.2174057465537286,-1.1841333111886174,-1.1516913026629019,0.0
2019-01-07,1.0,-0.6044099277684245,-1.3046217346440014,-0.23331341986639875,-1.1668929560636507,-1.1217074892738828,0.0
2019-01-08,1.0,-0.60477971061616,-1.291605700970032,-0.23600498563919145,-1.1695117325096192,-1.1172709044599793,0.0
2019-01-09,1.0,-0.6028679653679654,-1.2847943722943724,-0.23506493506493506,-1.1688852813852815,-1.1196428571428572,0.0
2019-01-10,1.0,-0.6043932262078667,-1.2804739490342476,-0.2356219228480225,-1.1719417843423687,-1.1179462208515933,0.0
2019-01-11,1.0,-0.6022560876403276,-1.2700797223276752,-0.24431910624220401,-1.1771788057920711,-1.1293996420630186,0.0
2019-01-14,1.0,-0.6063893258122254,-1.2681564245810055,-0.2491728589249878,-1.1761132505288279,-1.1240440418723219,0.0
2019-01-15,1.0,-0.6081557399273358,-1.2670137194295321,-0.25166748007157963,-1.1740686513746543,-1.1217396019738626,0.0
2019-01-16,1.0,-0.6008885999133073,-1.2706436931079323,-0.24290203727785004,-1.1713263979193758,-1.132531426094495,0.0
2019-01-17,1.0,-0.6041587696972979,-1.2624681864948286,-0.24611469107055828,-1.1700871825418313,-1.132290030865869,0.0
2019-01-18,1.0,-0.6007840574975498,-1.2524229554611783,-0.261515844495263,-1.1717303713383427,-1.1583905041925298,0.0
2019-01-22,1.0,-0.5526065821087334,-1.3408392468011399,-0.17785103648656198,-1.2944627591216404,-1.2218248868525452,0.0
2019-01-23,1.0,-0.5464575749089892,-1.3367124054886588,-0.17569308316998042,-1.3059087090450854,-1.235956314757771,0.0
2019-01-24,1.0,-0.5522028774561943,-1.3290040866595756,-0.17628617813357217,-1.309130605161507,-1.231596036500028,0.0
2019-01-25,1.0,-0.0,-1.545368854492236,-0.0,-1.4585007689636353,-0.9571364786426552,0.0
2019-01-28,1.0,-0.0,-1.4930161393810768,-0.0,-1.507576131484132,-0.9349982725433097,0.0
2019-01-29,1.0,-0.0,-1.4984747097028144,-0.0,-1.488781735878764,-0.9330348356622712,0.0
2019-01-30,1.0,-0.0,-1.5030154449620003,-0.0,-1.4886001470948762,-0.911546947781319,0.0
2019-01-31,1.0,-0.0,-1.5327982560443916,-0.0,-1.5201644867221562,-0.9014565992865636,0.0
2019-02-01,1.0,-0.0,-1.531537352751131,-0.0,-1.526169292708385,-0.9127690243053829,0.0
2019-02-04,1.0,-0.0,-1.5336349624620893,-0.0,-1.5315964798886292,-0.9067269924924178,0.0
2019-02-05,1.0,-0.0,-1.5244654400795625,-0.0,-1.5257086026852311,-0.9224763799104924,0.0
2019-02-06,1.0,-0.0,-1.5187988645983765,-0.0,-1.5196454359842637,-0.9414371794233355,0.0
2019-02-07,1.0,-0.0,-1.5142131726987604,-0.0,-1.5191417334594512,-0.9449892965599641,0.0
2019-02-08,1.0,-0.0,-1.5835860013361425,-0.0,-1.6312246261370058,-0.9241995991572023,0.0
