Date,GLW,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.40844488251565925,-0.4925757527582589,-0.17490699818765698,-0.5560077580999014,-0.5476455438618804,0.0
2018-09-25,1.0,-0.40834366752519957,-0.4927024706667939,-0.17479093134916848,-0.556106712455086,-0.5478075614486947,0.0
2018-09-26,1.0,-0.408034095607646,-0.49247797461912785,-0.17359498743678634,-0.5566934893928309,-0.5497916732928342,0.0
2018-09-27,1.0,-0.4091732621340708,-0.4887638663742411,-0.1746289056291917,-0.5564985219795938,-0.5494739518769269,0.0
2018-09-28,1.0,-0.40766052129688496,-0.4901462174189447,-0.17504767959313414,-0.5563254926891291,-0.5494596312778132,0.0
2018-10-01,1.0,-0.40836697714340203,-0.48943001557681914,-0.1750007947356709,-0.5567282321899736,-0.5494166640175477,0.0
2018-10-02,1.0,-0.4084753306205493,-0.48884155645981686,-0.1755467955239064,-0.5567141403865717,-0.5494341302136317,0.0
2018-10-03,1.0,-0.40813731722822627,-0.48038779402415765,-0.1742212333121424,-0.5603623649078194,-0.5555308328035601,0.0
2018-10-04,1.0,-0.408448018307218,-0.4797381050758033,-0.17452245494708069,-0.5605949845850682,-0.5550328957823475,0.0
2018-10-05,1.0,-0.39773123356253365,-0.47181469628315226,-0.1634082195253335,-0.5695997972052347,-0.5661459488576951,0.0
2018-10-08,1.0,-0.39988552895163604,-0.47651753632865906,-0.16480651213075137,-0.5700022258259404,-0.5685395402079557,0.0
2018-10-09,1.0,-0.4008523359730306,-0.47657666253220116,-0.16671437203829154,-0.5691250834844004,-0.5670896542950736,0.0
2018-10-10,1.0,-0.40076967114051276,-0.4767190382291203,-0.16630621461739079,-0.569238598053559,-0.5673939316837352,0.0
2018-10-11,1.0,-0.3885428463571159,-0.4708695105071096,-0.14782307789102805,-0.5669120422801057,-0.5717251793129483,0.0
2018-10-12,1.0,-0.390888638920135,-0.46481689788776404,-0.14457567804024496,-0.5602424696912885,-0.5640857392825896,0.0
2018-10-15,1.0,-0.3900237381309345,-0.4656734132933533,-0.14214767616191903,-0.5608758120939531,-0.5647488755622189,0.0
2018-10-16,1.0,-0.3902979946273506,-0.46479665146498406,-0.1429062285250203,-0.56084837883426,-0.5647841569313425,0.0
2018-10-17,1.0,-0.3816293732228953,-0.44319446161453824,-0.13512177030535294,-0.5598961552725924,-0.5707751267152924,0.0
2018-10-18,1.0,-0.38234657597773997,-0.44448910187045915,-0.13436388931828722,-0.5594063997526665,-0.5710929046220435,0.0
2018-10-19,1.0,-0.38304455445544555,-0.44573019801980196,-0.13060024752475247,-0.5615717821782178,-0.5731126237623763,0.0
2018-10-22,1.0,-0.3824530988793264,-0.44845520401213546,-0.13349018636616927,-0.5597795802117517,-0.5716364311807319,0.0
2018-10-23,1.0,-0.38365831012070567,-0.4479418136799752,-0.13645930052615288,-0.5569792633859486,-0.5699473847106159,0.0
2018-10-24,1.0,-0.3895672165781216,-0.4455525522726567,-0.12253394227483147,-0.5669990990151303,-0.5821915680243577,0.0
2018-10-25,1.0,-0.3705111442211208,-0.41472314288320616,-0.11931766351445859,-0.5721713747073311,-0.5639918508833278,0.0
2018-10-26,1.0,-0.36843701659134337,-0.4123570626952592,-0.11795929509539264,-0.5723861809578695,-0.5620127999029392,0.0
2018-10-29,1.0,-0.3641618497109827,-0.41379414702054895,-0.11300426716702477,-0.570922737039615,-0.5644463275126351,0.0
2018-10-30,1.0,-0.3584203359055833,-0.41476774095929786,-0.10903313663186563,-0.5724920562868815,-0.5714328945377515,0.0
2018-10-31,1.0,-0.35974801061007955,-0.40529298287918974,-0.11023028695442488,-0.57050277308898,-0.568483240897034,0.0
2018-11-01,1.0,-0.36075014321464105,-0.40422709319504324,-0.1112551632646908,-0.570416377724847,-0.5683962975246479,0.0
2018-11-02,1.0,-0.35961439666374545,-0.4105950258378411,-0.11193375842374059,-0.5697017315886495,-0.5701248073494304,0.0
2018-11-05,1.0,-0.3577017188774431,-0.41561187807751565,-0.11192339062924811,-0.5699181343080687,-0.5657191191130713,0.0
2018-11-06,1.0,-0.35928957622255114,-0.41673966230706505,-0.1113963814299091,-0.5689129187180959,-0.5641707191832543,0.0
2018-11-07,1.0,-0.35882956878850103,-0.4165358135040464,-0.11215122599347747,-0.5683657446551516,-0.5638362121029109,0.0
2018-11-08,1.0,-0.34716425976521453,-0.41892094754856335,-0.09970876992824333,-0.5660071456450596,-0.5705707508932056,0.0
2018-11-09,1.0,-0.34605338217191584,-0.4188909238298256,-0.100519410334164,-0.5666976911760291,-0.5701804425496142,0.0
2018-11-12,1.0,-0.3458934882885042,-0.41157970406757327,-0.10022164979332654,-0.5688312466303241,-0.5687114359312287,0.0
2018-11-13,1.0,-0.35200265411991793,-0.4167571480275063,-0.09811195560381228,-0.5743153577029798,-0.5748582458680178,0.0
2018-11-14,1.0,-0.35398871147867556,-0.41631704445987144,-0.09776342398358034,-0.5754429386375298,-0.5747789079713863,0.0
2018-11-15,1.0,-0.3539969834087481,-0.4161387631975867,-0.09701357466063348,-0.5761990950226245,-0.5732428355957767,0.0
2018-11-16,1.0,-0.35369493773931915,-0.4150209545632707,-0.09708445141254861,-0.575722857056713,-0.5735218741520185,0.0
2018-11-19,1.0,-0.353811834925994,-0.4142525547885328,-0.09929762155970215,-0.5743526361800259,-0.5727850963132668,0.0
2018-11-20,1.0,-0.3449177765084328,-0.4117187265129423,-0.08832636863782582,-0.5790818627303611,-0.5823287135856658,0.0
2018-11-21,1.0,-0.3490684342529559,-0.40523109996417056,-0.09402245312313387,-0.5767646005016124,-0.5607010629404037,0.0
2018-11-23,1.0,-0.3486276849642005,-0.3921539379474941,-0.09815035799522673,-0.5822494033412888,-0.5621121718377089,0.0
2018-11-26,1.0,-0.3490416529617558,-0.405196902191789,-0.09380139341566247,-0.581736088269593,-0.5603863289776635,0.0
2018-11-27,1.0,-0.3470342771982116,-0.40876304023845006,-0.08503725782414306,-0.581043219076006,-0.5587183308494784,0.0
2018-11-28,1.0,-0.34706408345752604,-0.4086140089418777,-0.08533532041728763,-0.5809239940387481,-0.5586587183308495,0.0
2018-11-29,1.0,-0.33368851003374184,-0.40401349671461556,-0.0723080565914876,-0.5840288877049665,-0.5657668856922986,0.0
2018-11-30,1.0,-0.3331655166286611,-0.4042408268427755,-0.07231912814286137,-0.5839725175467172,-0.567773269760417,0.0
2018-12-03,1.0,-0.33312605489917385,-0.40431139143051725,-0.07192561665334161,-0.5839921826419117,-0.567735631162832,0.0
2018-12-04,1.0,-0.3379992867332382,-0.4051949595815501,-0.06776034236804565,-0.5896338563956253,-0.5713563956252972,0.0
2018-12-06,1.0,-0.3265407409569965,-0.3652818731206026,-0.09029865997138936,-0.5837444895337635,-0.5535865471637521,0.0
2018-12-07,1.0,-0.3284780197326172,-0.36444042267499566,-0.09197851596707339,-0.583104676279993,-0.5510245782007123,0.0
2018-12-10,1.0,-0.31766104939524903,-0.3654610319923427,-0.088145720335296,-0.5852597383763087,-0.5439858456362212,0.0
2018-12-11,1.0,-0.32318046007019985,-0.36242856728454154,-0.09256519595045398,-0.5864879760972356,-0.5361297247120936,0.0
2018-12-12,1.0,-0.3225684772516249,-0.3630745125348189,-0.09195102135561746,-0.5864960538532962,-0.5375174094707521,0.0
2018-12-13,1.0,-0.3223485727546994,-0.36246809004409375,-0.09250986307728011,-0.5865630076583893,-0.5370155488512416,0.0
2018-12-14,1.0,-0.32279948973675054,-0.35535776411921605,-0.09642815725385596,-0.5886582395917894,-0.5359793575321814,0.0
2018-12-17,1.0,-0.31772430149823566,-0.3549777289292532,-0.09128246659339388,-0.5839937525308035,-0.5443686006825939,0.0
2018-12-18,1.0,-0.31367863415195923,-0.34799758155068666,-0.08568220424380273,-0.5840843002332076,-0.5476923962801946,0.0
2018-12-19,1.0,-0.30895105298032327,-0.3498602748408286,-0.08599579384056928,-0.5870185243870819,-0.5491342801993605,0.0
2018-12-20,1.0,-0.30454884842915403,-0.34277181092412845,-0.0939923037160416,-0.5856929527310322,-0.5447418298776636,0.0
2018-12-21,1.0,-0.3036547322629576,-0.34206233364814975,-0.09235568529807389,-0.5877908474285224,-0.5361037176955439,0.0
2018-12-24,1.0,-0.29575657331888433,-0.33311469799806076,-0.09544858267267438,-0.5853533337135687,-0.5420920549820338,0.0
2018-12-26,1.0,-0.29798223458296674,-0.3351590657547464,-0.09262990606464795,-0.5757584357351647,-0.536424780770213,0.0
2018-12-27,1.0,-0.2709107033978161,-0.31896790643534173,-0.09517210797627627,-0.541017681946677,-0.5453688819910205,0.0
2018-12-28,1.0,-0.27160048802129544,-0.3183229813664596,-0.09533052351375333,-0.5413986246672582,-0.5461679236912156,0.0
2018-12-31,1.0,-0.271005490544063,-0.3192279962287172,-0.09564084077422218,-0.5412068104930398,-0.5458931839609562,0.0
2019-01-02,1.0,-0.27099046140195204,-0.31918256433007985,-0.09544143744454303,-0.5412877107364684,-0.5459738243123335,0.0
2019-01-03,1.0,-0.2731530233331486,-0.31436013966635257,-0.11040292634262594,-0.5449204677714349,-0.5283212326109848,0.0
2019-01-04,1.0,-0.2907926385858925,-0.31294400626503327,-0.10656150360798791,-0.5586228114336856,-0.5279968674833585,0.0
2019-01-07,1.0,-0.2789319151293557,-0.2994847930862556,-0.11930086975790814,-0.5535704393108415,-0.5186416265026867,0.0
2019-01-08,1.0,-0.28000995492630587,-0.28656361474435194,-0.12261150900091253,-0.5604623510217626,-0.5156375300721732,0.0
2019-01-09,1.0,-0.2789733955852695,-0.28195706826532585,-0.12244108627786832,-0.5606265712628118,-0.5186893941486863,0.0
2019-01-10,1.0,-0.2792952028501201,-0.28086939711121545,-0.12267668259272556,-0.5609378883702947,-0.5179651467867105,0.0
2019-01-11,1.0,-0.28265566142255705,-0.2833758032350986,-0.11735541768225126,-0.564674274318635,-0.5216873476623088,0.0
2019-01-14,1.0,-0.28881066548407663,-0.2860112530835112,-0.11829596163973503,-0.5665068322292747,-0.5120984506222457,0.0
2019-01-15,1.0,-0.3047806585712723,-0.27972869489114977,-0.10988950880647631,-0.5576796849360026,-0.4828246362542391,0.0
2019-01-16,1.0,-0.30289556447239996,-0.2597061056284568,-0.12916169612840256,-0.5488287604381303,-0.4705834508187832,0.0
2019-01-17,1.0,-0.3088621296171019,-0.24919496685157627,-0.13105127858205926,-0.5460424841022866,-0.4708429170612907,0.0
2019-01-18,1.0,-0.3026480343646349,-0.24775705508128978,-0.13620792779076724,-0.5460823228753195,-0.48599858626502096,0.0
2019-01-22,1.0,-0.28330596606458675,-0.19540229885057472,-0.033059660645867545,-0.7064860426929392,-0.518472906403941,0.0
2019-01-23,1.0,-0.292103231498842,-0.16438733870078306,-0.03195654571523106,-0.707483180765413,-0.5613212749531268,0.0
2019-01-24,1.0,-0.2976863469652263,-0.16297603618012851,-0.028789675426743513,-0.7084355955105756,-0.5597440917739844,0.0
2019-01-25,1.0,-0.27006891933368676,-0.11094059544072099,-0.0,-0.8094533887664277,-0.5997656184603365,0.0
2019-01-28,1.0,-0.2740736600905382,-0.1035321075280836,-0.0,-0.8186441625216565,-0.5981668809031465,0.0
2019-01-29,1.0,-0.26530954644594823,-0.10441250489346234,-0.0,-0.8200044740227057,-0.6065376656786533,0.0
2019-01-30,1.0,-0.09341408024224072,-0.16039364118092356,-0.0,-1.0145647236941713,-0.7596366389099167,0.0
2019-01-31,1.0,-0.040671675843397315,-0.1858364006935783,-0.0,-1.0047759559516927,-0.8107565479268699,0.0
2019-02-01,1.0,-0.03309966473636086,-0.18543127095397743,-0.0,-1.0176165803108808,-0.8116732703444072,0.0
2019-02-04,1.0,-0.03471820038406438,-0.18819154448745698,-0.0,-1.0198738074191485,-0.805315938671625,0.0
2019-02-05,1.0,-0.02324942791762014,-0.1956369183829138,-0.0,-1.0220289855072464,-0.8102212051868803,0.0
2019-02-06,1.0,-0.020101882073025653,-0.20074428819815146,-0.0,-1.0189122411005704,-0.8106030564621907,0.0
2019-02-07,1.0,-0.019250716944291903,-0.198303740313625,-0.0,-1.0171761547379339,-0.8160961620599182,0.0
2019-02-08,1.0,-0.016632525147521938,-0.19060140031185982,-0.0,-1.027211300333262,-0.8229736753600146,0.0
2019-02-11,1.0,-0.017050324476551977,-0.18859434308803721,-0.0,-1.0327843761479123,-0.8226705032447654,0.0
2019-02-12,1.0,-0.021614495508477174,-0.1911273262409173,-0.0,-1.033295520740718,-0.8198485452371462,0.0
2019-02-13,1.0,-0.017481445132797643,-0.20278476354045266,-0.0,-1.0315586088449977,-0.8151260504201681,0.0
2019-02-14,1.0,-0.024076800392589866,-0.20279720279720279,-0.0,-1.0300269905533064,-0.810207336523126,0.0
2019-02-15,1.0,-0.023962200472494095,-0.19918387383794067,-0.0,-1.0326450464823735,-0.812383027030344,0.0
2019-02-19,1.0,-0.023800749339721147,-0.19347705914870092,-0.0,-1.0408758675757017,-0.8129107548676371,0.0
2019-02-20,1.0,-0.028810123471957737,-0.1901529577983906,-0.0,-1.045119479083482,-0.8073591743964617,0.0
2019-02-21,1.0,-0.024682629944978947,-0.18765561122552485,-0.0,-1.0488119755325362,-0.8126210309531859,0.0
2019-02-22,1.0,-0.027071042281219274,-0.18196902654867256,-0.0,-1.053865535889872,-0.8098266961651918,0.0
