Date,FTS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.20348308475809385,-0.39618952346307745,-0.0,-0.4034648963259367,-0.2704165150963987,0.0
2018-09-25,1.0,-0.2020680544800255,-0.3981004874049105,-0.0,-0.404887714663144,-0.2725595590579875,0.0
2018-09-26,1.0,-0.20249618511854603,-0.3984786025007402,-0.0,-0.4048557177670986,-0.2716878857585351,0.0
2018-09-27,1.0,-0.20215141984593646,-0.3999270705136971,-0.0,-0.4050321345549022,-0.2719586125165231,0.0
2018-09-28,1.0,-0.20222004421853987,-0.40004102751122556,-0.0,-0.4049871219200875,-0.27208077861099084,0.0
2018-10-01,1.0,-0.20190311023891563,-0.4019806950687995,-0.0,-0.40515254546699225,-0.27287041051502636,0.0
2018-10-02,1.0,-0.2048547679941542,-0.3919665692363902,-0.0,-0.40936700767263434,-0.27733375959079287,0.0
2018-10-03,1.0,-0.20430524801972286,-0.38635377907640334,-0.0,-0.4112128198689707,-0.28086835437258884,0.0
2018-10-04,1.0,-0.21026850092704924,-0.38121180213793576,-0.0,-0.4195756174605718,-0.27795454025224897,0.0
2018-10-05,1.0,-0.20723826920881377,-0.3795867108117365,-0.0,-0.420002283365681,-0.2765155839707729,0.0
2018-10-08,1.0,-0.20471973708234437,-0.3770540441847727,-0.0,-0.42409165601606724,-0.27638305641774696,0.0
2018-10-09,1.0,-0.20548226594239286,-0.3772538458027115,-0.0,-0.4239056009494682,-0.275733783722098,0.0
2018-10-10,1.0,-0.2100480659189746,-0.37777523460746165,-0.0,-0.42813000686655983,-0.27287708857862214,0.0
2018-10-11,1.0,-0.17986669936024607,-0.3647488910189251,-0.0,-0.41597378569358684,-0.2684960210427766,0.0
2018-10-12,1.0,-0.18285387525292515,-0.3573062373537433,-0.0,-0.40560394123339494,-0.253606932348025,0.0
2018-10-15,1.0,-0.17896585794269404,-0.35920518168843996,-0.0,-0.40489625644966515,-0.2525633988363157,0.0
2018-10-16,1.0,-0.1796639947293291,-0.3583836609201713,-0.0,-0.4051608652684748,-0.2528823981552652,0.0
2018-10-17,1.0,-0.174954240390482,-0.3486664342369041,-0.0,-0.4027499346291292,-0.25265841541009326,0.0
2018-10-18,1.0,-0.17436310937738356,-0.3474622442085994,-0.0,-0.40447185477368314,-0.2529692505502648,0.0
2018-10-19,1.0,-0.16798320600774774,-0.3409656545545047,-0.0,-0.40511177960049344,-0.25013526089120697,0.0
2018-10-22,1.0,-0.1678456731186529,-0.33204582935509064,-0.0,-0.41270289037409946,-0.257356132280184,0.0
2018-10-23,1.0,-0.1679071281327981,-0.3320386242812195,-0.0,-0.4126505370511013,-0.2573071498318325,0.0
2018-10-24,1.0,-0.16714784987084028,-0.3279571059543708,-0.0,-0.4150259404779994,-0.26064210823365963,0.0
2018-10-25,1.0,-0.13699016692352775,-0.3110985695369989,-0.0,-0.4660400703292887,-0.25652825110160843,0.0
2018-10-26,1.0,-0.1190800718288224,-0.3071331213084961,-0.0,-0.48203197680707904,-0.2552519417580753,0.0
2018-10-29,1.0,-0.11194142349520836,-0.30750511467642944,-0.0,-0.47937977818455907,-0.2547216539248412,0.0
2018-10-30,1.0,-0.11242730992892527,-0.3075597673917726,-0.0,-0.47938832651303037,-0.2543829420633211,0.0
2018-10-31,1.0,-0.11443552701979667,-0.29735687533440347,-0.0,-0.47728196896736225,-0.25108614232209736,0.0
2018-11-01,1.0,-0.10639252815832781,-0.30323366603261454,-0.0,-0.4766504947744128,-0.2509991664707517,0.0
2018-11-02,1.0,-0.11032958626405151,-0.2846851824305659,-0.0,-0.48222444165834377,-0.2477740708472343,0.0
2018-11-05,1.0,-0.10922299163091041,-0.2875015931008114,-0.0,-0.4822847189770169,-0.24512511151705682,0.0
2018-11-06,1.0,-0.10496211716999253,-0.2865649343719987,-0.0,-0.48895528758937146,-0.25376160495144595,0.0
2018-11-07,1.0,-0.10507888388377704,-0.28669328152686746,-0.0,-0.4891868235093188,-0.25392284537050874,0.0
2018-11-08,1.0,-0.09874288626518304,-0.2849528582349444,-0.0,-0.4864520513038308,-0.2533551346300858,0.0
2018-11-09,1.0,-0.0984010362474253,-0.2849680419595269,-0.0,-0.4867814749538148,-0.25328605100545726,0.0
2018-11-12,1.0,-0.09840160897639462,-0.2718534984651212,-0.0,-0.4947602413464592,-0.25205885466285594,0.0
2018-11-13,1.0,-0.08278291501541171,-0.26690570547902115,-0.0,-0.4990669098991424,-0.24807615692688348,0.0
2018-11-14,1.0,-0.08430800243579782,-0.2668668500514458,-0.0,-0.5003044747285975,-0.24834638724985827,0.0
2018-11-15,1.0,-0.0840364353775763,-0.2686899215044285,-0.0,-0.5049112202493389,-0.24119548335642027,0.0
2018-11-16,1.0,-0.08340143752226484,-0.26619308061440455,-0.0,-0.5038033570126359,-0.242136585570294,0.0
2018-11-19,1.0,-0.08321981683676678,-0.26629922249931887,-0.0,-0.5039294171888425,-0.24224071085776558,0.0
2018-11-20,1.0,-0.06688468588568572,-0.2609565072487919,-0.0,-0.5064989168471921,-0.2486460589901683,0.0
2018-11-21,1.0,-0.06755665942253959,-0.2569595363758667,-0.0,-0.505867742936976,-0.23936665631791368,0.0
2018-11-23,1.0,-0.06709052754056806,-0.2653285960647427,-0.0,-0.5048930997943029,-0.24043715846994537,0.0
2018-11-26,1.0,-0.06714603379122591,-0.26500966354246763,-0.0,-0.5052681892807415,-0.24075728922047424,0.0
2018-11-27,1.0,-0.06202688728024819,-0.2662668045501551,-0.0,-0.502688728024819,-0.2372699069286453,0.0
2018-11-28,1.0,-0.0610897197035565,-0.27160187140313835,-0.0,-0.5008694572102844,-0.2365751666459653,0.0
2018-11-29,1.0,-0.038680948863169994,-0.2660059098744152,-0.0,-0.5026881720430108,-0.2446441763112534,0.0
2018-11-30,1.0,-0.03895970605743375,-0.26666256132356264,-0.0,-0.5045056140566948,-0.24254367058726933,0.0
2018-12-03,1.0,-0.03823981946866346,-0.26673504974869217,-0.0,-0.5042363319314802,-0.24226074469176326,0.0
2018-12-04,1.0,-0.040051093988215415,-0.2674193415468293,-0.0,-0.5083233754996086,-0.24444764926449383,0.0
2018-12-06,1.0,-0.03758251901197905,-0.22926741176234525,-0.0,-0.5132532054497663,-0.22647831932098642,0.0
2018-12-07,1.0,-0.034074014545746774,-0.2304616868244465,-0.0,-0.5149073813637642,-0.22965805440591472,0.0
2018-12-10,1.0,-0.02188619180262634,-0.23050139275766013,-0.0,-0.5168523676880222,-0.22041384799044964,0.0
2018-12-11,1.0,-0.017943917788576437,-0.23255397116227197,-0.0,-0.5160320242173185,-0.2250258902254441,0.0
2018-12-12,1.0,-0.018643561398267106,-0.2325067224380042,-0.0,-0.5162035653819341,-0.22447963350263916,0.0
2018-12-13,1.0,-0.018468396752109536,-0.23023801942365865,-0.0,-0.5181101735392454,-0.22331237064161757,0.0
2018-12-14,1.0,-0.023481571551019598,-0.21683576853309947,-0.0,-0.5283353598979409,-0.22470947036896766,0.0
2018-12-17,1.0,-0.019924834456839468,-0.2157131778321303,-0.0,-0.5265167332816323,-0.22635168724770827,0.0
2018-12-18,1.0,-0.015461267744869311,-0.21028905848392582,-0.0,-0.5257028747676856,-0.22567124046027917,0.0
2018-12-19,1.0,-0.011323593459239023,-0.21225798788454683,-0.0,-0.5287049134893296,-0.22736271132755273,0.0
