Date,BNTX,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-07-20,1.0,-2.7575221238938057,-0.6255530973451329,-2.8669247787610623,-2.935287610619469,-0.8766592920353983,0.0
2020-07-21,1.0,-2.728166059401568,-0.640278237827095,-2.8423318979794634,-2.933752898310699,-0.8966545213646904,0.0
2020-07-22,1.0,-2.721325966850829,-0.6507182320441989,-2.836132596685083,-2.938342541436464,-0.9032044198895027,0.0
2020-07-23,1.0,-2.742114615726344,-0.6412705464238116,-2.8556197245668593,-2.9646823633940476,-0.9024877832074634,0.0
2020-07-24,1.0,-2.748361293189645,-0.6309298966781468,-2.8620153316298187,-2.9755582713031883,-0.8930118875680478,0.0
2020-07-27,1.0,-2.748197448696617,-0.6287298946200777,-2.8574597892401554,-2.9760399334442593,-0.8823072656683306,0.0
2020-07-28,1.0,-2.7398337950138503,-0.6251523545706371,-2.8477562326869807,-2.977063711911357,-0.8905263157894737,0.0
2020-07-29,1.0,-2.7337022689540675,-0.6224681793027117,-2.8427227448810184,-2.9745434421693413,-0.8946319867183177,0.0
2020-07-30,1.0,-2.7416241402263144,-0.6062791213667628,-2.853672065675616,-2.9848014200133126,-0.9073663190592413,0.0
2020-07-31,1.0,-2.743842911027291,-0.6060572442866652,-2.8543376969159087,-2.9843576658531177,-0.9052584867983138,0.0
2020-08-03,1.0,-2.7318888888888893,-0.6226666666666667,-2.860555555555556,-2.9821111111111116,-0.914,0.0
2020-08-04,1.0,-2.7267783819775833,-0.6150260792364888,-2.8555099323049604,-2.9827988014648765,-0.9173232715569859,0.0
2020-08-05,1.0,-2.7327777777777778,-0.6152222222222222,-2.8596666666666666,-2.9875555555555557,-0.9157777777777777,0.0
2020-08-06,1.0,-2.736128099633048,-0.6038029578561104,-2.8673412654286667,-2.9903258089625266,-0.9221616813076838,0.0
2020-08-07,1.0,-2.737035797925728,-0.6090108174417308,-2.8777740604438495,-2.9942009590721534,-0.933980149436824,0.0
2020-08-10,1.0,-2.7318541643438508,-0.6137808005351767,-2.873787490244174,-2.992529824952615,-0.9376742111718139,0.0
2020-08-11,1.0,-2.7385336457984604,-0.6132128110701931,-2.881263251869211,-2.995089833723915,-0.9313692668228993,0.0
2020-08-12,1.0,-2.730096871172475,-0.6091749248413317,-2.869390936421334,-2.992651152432914,-0.933303641019931,0.0
2020-08-13,1.0,-2.7161290322580647,-0.6263626251390434,-2.8395995550611794,-2.991657397107898,-0.9498331479421579,0.0
2020-08-14,1.0,-2.7174324173990434,-0.6265435532317277,-2.8409166759372564,-2.991656469017688,-0.9481588608299032,0.0
2020-08-17,1.0,-2.7209975506568695,-0.6281451792473837,-2.843576040970831,-2.9943219772879095,-0.9463371186818081,0.0
2020-08-18,1.0,-2.7175122385402757,-0.6275033377837116,-2.8317757009345796,-2.996328437917223,-0.9528259902091677,0.0
2020-08-19,1.0,-2.7155431754874653,-0.6366573816155989,-2.832089136490251,-2.99933147632312,-0.9585515320334261,0.0
2020-08-20,1.0,-2.715017825311943,-0.6364750445632799,-2.831662210338681,-2.999108734402852,-0.9584447415329767,0.0
2020-08-21,1.0,-2.709702573242731,-0.639968809179013,-2.826333964576139,-2.9983290631614126,-0.9653559095466191,0.0
2020-08-24,1.0,-2.723463687150838,-0.6306145251396648,-2.840111731843576,-3.015977653631285,-0.9631284916201117,0.0
2020-08-25,1.0,-2.7308940360299876,-0.6319794114356048,-2.8568870985789414,-3.0166722613852524,-0.9528924695087837,0.0
2020-08-26,1.0,-2.729043088975937,-0.6336877448237269,-2.855847789591494,-3.0170117515388917,-0.9564633463905987,0.0
2020-08-27,1.0,-2.7129224205680926,-0.6613899180419894,-2.848882901089031,-3.023127876950713,-0.9806893454586281,0.0
2020-08-28,1.0,-2.716436355465678,-0.6613863610830243,-2.852039096730704,-3.0248286709358494,-0.9801145938658576,0.0
2020-08-31,1.0,-2.722078506354741,-0.6619052974918457,-2.85794623776853,-3.0286806883365203,-0.9767180294680013,0.0
2020-09-01,1.0,-2.724507042253521,-0.6696338028169014,-2.8513802816901412,-3.0390985915492963,-0.9830985915492958,0.0
2020-09-02,1.0,-2.724063808123091,-0.6650073537730513,-2.8617490666364978,-3.0531734359090397,-1.0095033374816156,0.0
2020-09-03,1.0,-2.722630211275562,-0.6638797875946221,-2.861823522765789,-3.0495989153767935,-1.0002259631680035,0.0
2020-09-04,1.0,-2.6186346453191014,-0.6638870358016455,-2.7610629308427836,-3.0242383811429843,-1.0505892817433844,0.0
2020-09-08,1.0,-2.6031746031746033,-0.6647796647796648,-2.7495837495837496,-3.0165390165390162,-1.065934065934066,0.0
2020-09-09,1.0,-2.5582115980522357,-0.6956617972554228,-2.6853696325807883,-3.016268260292165,-1.1113324479858344,0.0
2020-09-10,1.0,-2.5312327861628288,-0.6963754544453014,-2.6512063457089345,-3.007050787705189,-1.1308802467775696,0.0
2020-09-11,1.0,-2.514988470407379,-0.7005600087844515,-2.641155155374986,-2.9953881629515755,-1.1284726034918195,0.0
2020-09-14,1.0,-2.5157848421515783,-0.6947530524694752,-2.644373556264437,-3.004619953800462,-1.1403585964140357,0.0
2020-09-15,1.0,-2.513436437424591,-0.6755511681474169,-2.628276845453548,-3.0078973346495554,-1.1434682461335965,0.0
2020-09-16,1.0,-2.5106990014265333,-0.6791396905519588,-2.618896082519478,-3.0111928014923732,-1.153407220454296,0.0
2020-09-17,1.0,-2.502851502522483,-0.6844702785698619,-2.612305330116254,-3.0076771221759158,-1.160013160780873,0.0
2020-09-18,1.0,-2.4938609953957465,-0.6849375137031353,-2.6090769568077175,-3.005042753782065,-1.1695900021925016,0.0
2020-09-21,1.0,-2.4875109553023664,-0.6907318141980718,-2.612401402278703,-2.99715162138475,-1.1676161262050833,0.0
2020-09-22,1.0,-2.4934340118187786,-0.6750930181659006,-2.619610418034581,-2.9945283431823153,-1.1607572773035675,0.0
2020-09-23,1.0,-2.4836486929891723,-0.6740675926938642,-2.620912173247293,-2.990375150388275,-1.1684348682051842,0.0
2020-09-24,1.0,-2.45637074017799,-0.6486867809854568,-2.59398741046234,-2.9747123941827653,-1.1792923811591058,0.0
2020-09-25,1.0,-2.4480815087795365,-0.6554303056579234,-2.584218512898331,-2.965857359635812,-1.185237372642532,0.0
2020-09-28,1.0,-2.4268332077097017,-0.6441261979110585,-2.5566921503176485,-2.947561106923657,-1.192419511144611,0.0
2020-09-29,1.0,-2.431140303650264,-0.6330354258641112,-2.5598147948745558,-2.951437493270163,-1.1922041563475827,0.0
2020-09-30,1.0,-2.431416881998277,-0.6317829457364341,-2.5624461670973298,-2.949504737295435,-1.1915374677002584,0.0
2020-10-01,1.0,-2.429785860324976,-0.6349940815667707,-2.5593457441084686,-2.947810179705155,-1.1888518239535133,0.0
2020-10-02,1.0,-2.420804794520548,-0.6282106164383562,-2.5438784246575343,-2.9293664383561646,-1.1799015410958904,0.0
2020-10-05,1.0,-2.3842636895268474,-0.6494417862838916,-2.50441254651781,-2.898670919723551,-1.1958532695374802,0.0
2020-10-06,1.0,-2.2959942921210885,-0.6036081948832943,-2.4191213943532768,-2.7476302109876665,-1.1262868209152992,0.0
2020-10-07,1.0,-2.264355034371209,-0.6183784876668015,-2.3847553578649414,-2.714011322280631,-1.1275778406793369,0.0
2020-10-08,1.0,-2.260215921703158,-0.613863384118656,-2.378972858440117,-2.7106245585712845,-1.1261224901624458,0.0
2020-10-09,1.0,-2.248618784530387,-0.6067302862882974,-2.3662481165243596,-2.6927172275238576,-1.1308890005022603,0.0
2020-10-12,1.0,-2.2333233323332333,-0.6043604360436043,-2.3474347434743477,-2.6732673267326734,-1.1426142614261428,0.0
2020-10-13,1.0,-2.2208337498750375,-0.6147155853244027,-2.342397280815755,-2.6681995401379592,-1.1509547135859242,0.0
2020-10-14,1.0,-2.2267133566783395,-0.6110055027513757,-2.3520760380190096,-2.6699349674837416,-1.1451725862931468,0.0
2020-10-15,1.0,-2.228028028028028,-0.611011011011011,-2.354154154154154,-2.671971971971972,-1.144944944944945,0.0
2020-10-16,1.0,-2.2215436980678747,-0.6224847332065271,-2.34227650415457,-2.669936930623686,-1.1546701371508659,0.0
2020-10-19,1.0,-2.1999205482173005,-0.6224054027212236,-2.3346906346211145,-2.6374019267057305,-1.137153639884795,0.0
2020-10-20,1.0,-2.192841562561967,-0.6212571881816378,-2.3282768193535595,-2.6297838588141977,-1.1425738647630377,0.0
2020-10-21,1.0,-2.186566425957068,-0.6163814422791571,-2.326046097536848,-2.6220199821940846,-1.1412602631318627,0.0
2020-10-22,1.0,-2.188118811881188,-0.6198019801980198,-2.33,-2.6226732673267326,-1.1403960396039603,0.0
2020-10-23,1.0,-2.194155522535909,-0.6150569588905399,-2.335809806835067,-2.6241703813769193,-1.1368003962357602,0.0
2020-10-26,1.0,-2.19212115213303,-0.6153617737305751,-2.3326734633277244,-2.6218944867861036,-1.1359992081559933,0.0
2020-10-27,1.0,-2.167939678809244,-0.599490795142969,-2.3147277712495105,-2.5911672542107325,-1.1189776733254992,0.0
2020-10-28,1.0,-2.169178082191781,-0.6007827788649707,-2.3102739726027397,-2.5877690802348337,-1.1167318982387475,0.0
2020-10-29,1.0,-2.1273922288807268,-0.5838005026097043,-2.2850376957278176,-2.557026870288034,-1.112410593466074,0.0
2020-10-30,1.0,-2.1309604410484573,-0.5783924944385337,-2.2856175645613694,-2.5636908791952804,-1.1133571912177194,0.0
2020-11-02,1.0,-2.1103275045889283,-0.5717321997874601,-2.276881460728432,-2.5645831320645343,-1.1372814220848226,0.0
2020-11-03,1.0,-2.114456668596796,-0.5664929550279869,-2.276201505500868,-2.5626326963906583,-1.1307662613395097,0.0
2020-11-04,1.0,-2.1178285604088325,-0.5485488381062579,-2.2768296210587216,-2.5660977726352328,-1.1330633497251954,0.0
2020-11-05,1.0,-2.058231005372218,-0.5839409056024559,-2.2188219493476593,-2.5586147352264006,-1.1736377590176517,0.0
2020-11-06,1.0,-2.04755538579068,-0.5719060351413293,-2.2169595110771585,-2.549942704354469,-1.1630061115355232,0.0
