Date,CASY,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.30543387081741075,-0.7485941529188803,-0.02656351943331159,-0.5213595550998851,-0.5048932798956101,0.0
2018-09-25,1.0,-0.3059817379961488,-0.7477172495186036,-0.027703584073544944,-0.5205913410770855,-0.5037890552208212,0.0
2018-09-26,1.0,-0.3072715972653822,-0.749502796768179,-0.030080795525170914,-0.5203231821006837,-0.5003418272218769,0.0
2018-09-27,1.0,-0.3105044104857746,-0.7419244626661696,-0.032364268853273696,-0.5207789787551249,-0.5004348366256678,0.0
2018-09-28,1.0,-0.30964656189825457,-0.7424063606435183,-0.032828125970557176,-0.5205602832474067,-0.5003726939561464,0.0
2018-10-01,1.0,-0.3109716309853028,-0.7414784202840009,-0.03268806512755181,-0.5215486436938757,-0.500574837647205,0.0
2018-10-02,1.0,-0.31095208462974483,-0.7498133167392657,-0.030678282514001246,-0.5205662725575606,-0.499377722464219,0.0
2018-10-03,1.0,-0.310591454692456,-0.7451023073574228,-0.03025685676969961,-0.5218297157783445,-0.5018657876733629,0.0
2018-10-04,1.0,-0.3158009399022751,-0.7385702281285985,-0.03093585633811584,-0.5288973265693567,-0.4980237154150198,0.0
2018-10-05,1.0,-0.30970102964892693,-0.7363850638878552,-0.023508249596824213,-0.5311996030269197,-0.5005582433941198,0.0
2018-10-08,1.0,-0.30824949698189136,-0.7339730691843367,-0.02132796780684105,-0.5323324562761182,-0.4996440179538771,0.0
2018-10-09,1.0,-0.30715413429093275,-0.7344519084914714,-0.01848125561093397,-0.5338823019533789,-0.5017181066773984,0.0
2018-10-10,1.0,-0.30906895377279625,-0.7332569588506673,-0.020404371923088836,-0.5352199894727065,-0.49831253676812093,0.0
2018-10-11,1.0,-0.2536748128776265,-0.726636005651246,-0.0,-0.5174797847716957,-0.5081612408693299,0.0
2018-10-12,1.0,-0.2744140039565973,-0.7332893711408188,-0.0,-0.5021281697739943,-0.487590672022061,0.0
2018-10-15,1.0,-0.24395143156947982,-0.7659121570978863,-0.0,-0.4979463348823264,-0.49027132363963427,0.0
2018-10-16,1.0,-0.23694175632626074,-0.7809701268257498,-0.0,-0.49765582737272346,-0.48981186511991354,0.0
2018-10-17,1.0,-0.22021276595744682,-0.7493203309692672,-0.0,-0.4916371158392435,-0.4939420803782506,0.0
2018-10-18,1.0,-0.2192961668345281,-0.7481485870015997,-0.0,-0.4981633983055868,-0.4966822679068666,0.0
2018-10-19,1.0,-0.205751887429864,-0.7388149584324785,-0.0,-0.4982227314121207,-0.49484445227813517,0.0
2018-10-22,1.0,-0.20628158420495943,-0.7387472088377013,-0.0,-0.4981783993418733,-0.49485838523915854,0.0
2018-10-23,1.0,-0.20526161081716637,-0.7390946502057613,-0.0,-0.4994121105232216,-0.495679012345679,0.0
2018-10-24,1.0,-0.20357153346844067,-0.7351895908596939,-0.0,-0.5003083972156137,-0.4980761887978383,0.0
2018-10-25,1.0,-0.17162862184778277,-0.6947401377582968,-0.0,-0.5093072237718449,-0.4705982808675357,0.0
2018-10-26,1.0,-0.15245003951676642,-0.6847126566557525,-0.0,-0.5208027548831433,-0.4646607203341989,0.0
2018-10-29,1.0,-0.14565976131501915,-0.6864726412970052,-0.0,-0.5180984012609773,-0.46442242738122047,0.0
2018-10-30,1.0,-0.1250423776697932,-0.6911797943270426,-0.0,-0.5232512148265341,-0.4857045993897615,0.0
2018-10-31,1.0,-0.12659117093320593,-0.6811195099334026,-0.0,-0.5203585579003569,-0.48197375446089863,0.0
2018-11-01,1.0,-0.11318160132461483,-0.6913254567395393,-0.0,-0.5197429349198777,-0.48213734459630125,0.0
2018-11-02,1.0,-0.118426558794811,-0.6660901101966802,-0.0,-0.5274654763565351,-0.47780722555447064,0.0
2018-11-05,1.0,-0.1135995531974309,-0.6814856185423067,-0.0,-0.5299636972912595,-0.46746718793633063,0.0
2018-11-06,1.0,-0.11500125638663204,-0.6821341820923026,-0.0,-0.5288270932797275,-0.4659798419744814,0.0
2018-11-07,1.0,-0.11471064233495173,-0.6819297951894637,-0.0,-0.5280707628773927,-0.46562308164518107,0.0
2018-11-08,1.0,-0.10572173816527,-0.6805039125367668,-0.0,-0.5234197236250624,-0.4652033964148954,0.0
2018-11-09,1.0,-0.1067381402066437,-0.681174313965115,-0.0,-0.5234418397955782,-0.466087101433174,0.0
2018-11-12,1.0,-0.10617584423486462,-0.6676162292225571,-0.0,-0.5285007052576265,-0.4634234034903338,0.0
2018-11-13,1.0,-0.08562422913526106,-0.6649856105248733,-0.0,-0.5304097574345621,-0.459832808003289,0.0
2018-11-14,1.0,-0.08446641944787804,-0.6679576981183903,-0.0,-0.5322620519159457,-0.4621617909627799,0.0
2018-11-15,1.0,-0.08361011226702533,-0.6681123219236365,-0.0,-0.5325958661579424,-0.4605967445307568,0.0
2018-11-16,1.0,-0.08192546753922401,-0.6623860244790668,-0.0,-0.5310643191588402,-0.46274746036526937,0.0
2018-11-19,1.0,-0.08115362493495111,-0.6628687244939881,-0.0,-0.5317849415244721,-0.4631207033496754,0.0
2018-11-20,1.0,-0.059283263438810525,-0.6581340885572682,-0.0,-0.5333315178911824,-0.4724143565165296,0.0
2018-11-21,1.0,-0.06121015667206915,-0.6536196650459212,-0.0,-0.5303349540788763,-0.45610480821177746,0.0
2018-11-23,1.0,-0.06208180444636304,-0.6462335419814375,-0.0,-0.5330509389164687,-0.4566425642132528,0.0
2018-11-26,1.0,-0.060917272506148486,-0.6556039025972271,-0.0,-0.5315532012648306,-0.45455528228966785,0.0
2018-11-27,1.0,-0.05403297383072,-0.6576477232995347,-0.0,-0.5275812915198623,-0.4502837470751191,0.0
2018-11-28,1.0,-0.05390719569603227,-0.65955615332885,-0.0,-0.5266711499663752,-0.44984532616005374,0.0
2018-11-29,1.0,-0.032850601639867964,-0.6503567245234799,-0.0,-0.5247577467788308,-0.4541582366095198,0.0
2018-11-30,1.0,-0.03362959404275763,-0.6537753222836096,-0.0,-0.5301732190994742,-0.4514105746390157,0.0
2018-12-03,1.0,-0.031041477606363103,-0.6553408423637431,-0.0,-0.5310147867399776,-0.45168953184220356,0.0
2018-12-04,1.0,-0.027132814996272233,-0.6565129406752582,-0.0,-0.5288369368409841,-0.45023431675364783,0.0
2018-12-06,1.0,-0.02110254272613589,-0.6258076281784076,-0.0,-0.5254793664026677,-0.4328626511046269,0.0
2018-12-07,1.0,-0.020165177292030326,-0.6261365708777323,-0.0,-0.5257796420290233,-0.4332647265716593,0.0
2018-12-10,1.0,-0.015849881581344507,-0.6274627176430784,-0.0,-0.5268979517476511,-0.4323712359784504,0.0
2018-12-11,1.0,-0.007250534661728653,-0.6321266496270409,-0.0,-0.5261853841740128,-0.4425434249647906,0.0
2018-12-12,1.0,-0.020096865779658184,-0.6842954962979457,-0.0,-0.6010966987696932,-0.4780103546178255,0.0
2018-12-13,1.0,-0.021690499787625654,-0.7061022228514795,-0.0,-0.6086648732833073,-0.4952003397989523,0.0
2018-12-14,1.0,-0.027336336081130848,-0.6908586159032323,-0.0,-0.618651029715872,-0.49593495934959353,0.0
2018-12-17,1.0,-0.020761538896107563,-0.6902717360601096,-0.0,-0.6139201175074854,-0.49977402406643695,0.0
2018-12-18,1.0,-0.013874066168623266,-0.684182441161602,-0.0,-0.6111329551199236,-0.4992978711453126,0.0
2018-12-19,1.0,-0.008604690399865025,-0.6867161576964176,-0.0,-0.6151228839772791,-0.5015184747764468,0.0
2018-12-20,1.0,-0.008453937239313609,-0.6781905215127509,-0.0,-0.6154578282898973,-0.49721467961817317,0.0
2018-12-21,1.0,-0.004903463070793748,-0.6780430724653832,-0.0,-0.6162204329535006,-0.4868915944613155,0.0
2018-12-24,1.0,-0.0,-0.6635110446769639,-0.0,-0.6095333001162597,-0.49501743896362727,0.0
2018-12-26,1.0,-0.0,-0.6648052376760563,-0.0,-0.5986190580985915,-0.4874834947183099,0.0
2018-12-27,1.0,-0.0,-0.6370144788160496,-0.0,-0.5512902708767431,-0.48309023882032376,0.0
2018-12-28,1.0,-0.0,-0.6388436590769558,-0.0,-0.5496890265061527,-0.4807409977844807,0.0
2018-12-31,1.0,-0.0,-0.638300144146068,-0.0,-0.5499706369120708,-0.4811008488601783,0.0
2019-01-02,1.0,-0.0,-0.637896534244017,-0.0,-0.5491048798057683,-0.4810170486379766,0.0
2019-01-03,1.0,-0.0,-0.6390485099559001,-0.0,-0.5674194841641053,-0.46625684885741014,0.0
2019-01-04,1.0,-0.0,-0.6396458671204105,-0.0,-0.5531598117672081,-0.465849573285832,0.0
2019-01-07,1.0,-0.0,-0.6221017055725852,-0.0,-0.5456784301396421,-0.4521470303125574,0.0
2019-01-08,1.0,-0.0,-0.6090709353421219,-0.0,-0.5560786775476041,-0.4504603473530028,0.0
2019-01-09,1.0,-0.0,-0.6045563799770091,-0.0,-0.5554655658898526,-0.4525812519594524,0.0
2019-01-10,1.0,-0.0,-0.6021777731355755,-0.0,-0.5576039273031126,-0.4514570712345936,0.0
2019-01-11,1.0,-0.0,-0.6062971636742129,-0.0,-0.5529794431433777,-0.4428571428571429,0.0
