Date,IWF,IWM,MTUM,NEE,SPY,VLUE,VXX
2018-09-24,-0.2649241690868022,-0.44840767493236033,-0.0,1.0,-0.45714498473452975,-0.3116886340506863,0.0
2018-09-25,-0.2632207650001244,-0.45131025558071824,-0.0,1.0,-0.4592987084090287,-0.31475997312296244,0.0
2018-09-26,-0.26179657462425726,-0.4519398811604334,-0.0,1.0,-0.46162680381484994,-0.3212912568033155,0.0
2018-09-27,-0.260710527634414,-0.45863606754522224,-0.0,1.0,-0.46312070952547973,-0.32289422257854383,0.0
2018-09-28,-0.2619901220949181,-0.4582946824780003,-0.0,1.0,-0.46348434326973703,-0.3233133602426856,0.0
2018-10-01,-0.26174192899527304,-0.4627124610278588,-0.0,1.0,-0.46452277984511714,-0.32535452076837973,0.0
2018-10-02,-0.2617652237341852,-0.46414467892446615,-0.0,1.0,-0.4641698317277461,-0.3252005936061574,0.0
2018-10-03,-0.2618717023049153,-0.4536113705788796,-0.0,1.0,-0.4720910858094973,-0.33700234783267274,0.0
2018-10-04,-0.2661243463102847,-0.44847535558194174,-0.0,1.0,-0.4777556021524392,-0.3339564964757598,0.0
2018-10-05,-0.25093086444600987,-0.4392925430210325,-0.0,1.0,-0.48432625540907714,-0.3412750327060481,0.0
2018-10-08,-0.2490888843895525,-0.4406256327191739,-0.0,1.0,-0.4958746709860295,-0.34531281635958694,0.0
2018-10-09,-0.24598050386124826,-0.4406127357893404,-0.0,1.0,-0.49745537409798707,-0.3478921382453475,0.0
2018-10-10,-0.2471716737111184,-0.4396750272076131,-0.0,1.0,-0.4981903773632659,-0.3459036723950292,0.0
2018-10-11,-0.19651637840350317,-0.42331873669789855,-0.0,1.0,-0.47992758764097165,-0.34660077794358685,0.0
2018-10-12,-0.1943791071558476,-0.4176386430320813,-0.0,1.0,-0.47484177598874855,-0.33802953514876694,0.0
2018-10-15,-0.17833224535190156,-0.43057469596963327,-0.0,1.0,-0.4715311525349968,-0.33727424385290494,0.0
2018-10-16,-0.17598278613219862,-0.4343600406169914,-0.0,1.0,-0.4707702722305498,-0.33656496300952565,0.0
2018-10-17,-0.16306492641989395,-0.4086251575018425,-0.0,1.0,-0.4661816798611606,-0.33949076385421867,0.0
2018-10-18,-0.16307268015501297,-0.4088823375573572,-0.0,1.0,-0.46606119683317093,-0.33948313164213884,0.0
2018-10-19,-0.1500789889415482,-0.39786847751762516,-0.0,1.0,-0.47046756737638823,-0.3394638183490132,0.0
2018-10-22,-0.15001417233560088,-0.38924319727891155,-0.0,1.0,-0.4770644368858655,-0.345734126984127,0.0
2018-10-23,-0.1495534659547323,-0.38938241270141283,-0.0,1.0,-0.477602419316732,-0.34607569815243583,0.0
2018-10-24,-0.14891905955816265,-0.39171673210653296,-0.0,1.0,-0.4787596385827144,-0.34590094138795596,0.0
2018-10-25,-0.1165282489180021,-0.3665691893788747,-0.0,1.0,-0.5213475260264359,-0.33503333723242484,0.0
2018-10-26,-0.09791186535372581,-0.36101217496566335,-0.0,1.0,-0.53651325744349,-0.33244872779756496,0.0
2018-10-29,-0.0957986321127809,-0.36051272507327964,-0.0,1.0,-0.538361326943656,-0.3316661238542781,0.0
2018-10-30,-0.07620874365511918,-0.36607330822670814,-0.0,1.0,-0.5441276227456667,-0.3527402867769175,0.0
2018-10-31,-0.07918310512880018,-0.3516593177071246,-0.0,1.0,-0.5415177535391041,-0.34838709677419355,0.0
2018-11-01,-0.06270741952702545,-0.36594026317621664,-0.0,1.0,-0.5422265543410151,-0.3499036877161224,0.0
2018-11-02,-0.07010967652367069,-0.33872460548845384,-0.0,1.0,-0.5565967883752141,-0.34841963996482944,0.0
2018-11-05,-0.072774091773767,-0.33412981951468473,-0.0,1.0,-0.5577645803368441,-0.35521737113162904,0.0
2018-11-06,-0.06969816853226596,-0.33329454748551346,-0.0,1.0,-0.5625887226268879,-0.36156943054618235,0.0
2018-11-07,-0.06941699030255111,-0.33308527708657937,-0.0,1.0,-0.5618008883514336,-0.3612009023045976,0.0
2018-11-08,-0.05749590796966134,-0.3304285681351869,-0.0,1.0,-0.556216428060954,-0.36122830071235906,0.0
2018-11-09,-0.057173156280978396,-0.33045162182723564,-0.0,1.0,-0.5566313945178321,-0.36111303225211516,0.0
2018-11-12,-0.057419354838709684,-0.31504608294930875,-0.0,1.0,-0.5699078341013825,-0.36177419354838714,0.0
2018-11-13,-0.03422809584781416,-0.31198554966160597,-0.0,1.0,-0.5791796231937076,-0.36107554417413573,0.0
2018-11-14,-0.034612043345068816,-0.3115998353984729,-0.0,1.0,-0.5791230396415344,-0.36082026427689634,0.0
2018-11-15,-0.03390411741844036,-0.3114926499165543,-0.0,1.0,-0.5796849637639743,-0.36107999359868315,0.0
2018-11-16,-0.034068319433337144,-0.3106592025591226,-0.0,1.0,-0.5789100879698389,-0.36129327087855595,0.0
2018-11-19,-0.03328304302107621,-0.31122845517304437,-0.0,1.0,-0.5796872856946921,-0.3617473597586065,0.0
2018-11-20,-0.0,-0.30393561148625603,-0.0,1.0,-0.5872950912852692,-0.3823750085260214,0.0
2018-11-21,-0.0,-0.2997716327130486,-0.0,1.0,-0.5863612725258327,-0.3749293418047799,0.0
2018-11-23,-0.0,-0.2864851384134038,-0.0,1.0,-0.5994966785317523,-0.3812320039902963,0.0
2018-11-26,-0.0,-0.2915466442876908,-0.0,1.0,-0.5974959740524848,-0.3790968268729162,0.0
2018-11-27,-0.0,-0.2919553198691188,-0.0,1.0,-0.5913798939411036,-0.3732144871939524,0.0
2018-11-28,-0.0,-0.28931924882629106,-0.0,1.0,-0.593242145178765,-0.37457114481762366,0.0
2018-11-29,-0.0,-0.2757212664837004,-0.0,1.0,-0.582279045897762,-0.37329584755784634,0.0
2018-11-30,-0.0,-0.27564131162168193,-0.0,1.0,-0.5828909212580861,-0.37209457952264113,0.0
2018-12-03,-0.0,-0.28186362817510363,-0.0,1.0,-0.5908845253107549,-0.37912087912087916,0.0
2018-12-04,-0.0,-0.2816449303014658,-0.0,1.0,-0.5867247300725045,-0.37632719028485484,0.0
2018-12-06,-0.0,-0.23508909510739337,-0.0,1.0,-0.5881148433755936,-0.3551605454624667,0.0
2018-12-07,-0.0,-0.23506991331619986,-0.0,1.0,-0.5890360238707149,-0.35387899115738125,0.0
2018-12-10,-0.0,-0.2314134998385187,-0.0,1.0,-0.5840025837011519,-0.33766820971041017,0.0
2018-12-11,-0.0,-0.23171178155350258,-0.0,1.0,-0.5832848805909081,-0.3384585567543123,0.0
2018-12-12,-0.0,-0.23183443166645132,-0.0,1.0,-0.583494852909506,-0.338265064392471,0.0
2018-12-13,-0.0,-0.22842858374278077,-0.0,1.0,-0.5896258943194552,-0.3369537108869925,0.0
2018-12-14,-0.0,-0.22161905992848216,-0.0,1.0,-0.5948688122011115,-0.3376631769419672,0.0
2018-12-17,-0.0,-0.2178277282086479,-0.0,1.0,-0.5861573438572408,-0.34085449553877833,0.0
2018-12-18,-0.0,-0.2240444242777814,-0.0,1.0,-0.5934400725999871,-0.3432077958557508,0.0
2018-12-19,-0.0,-0.22411893083255907,-0.0,1.0,-0.593357678428661,-0.343330668337691,0.0
2018-12-20,-0.0,-0.21884819007446304,-0.0,1.0,-0.5928635991908061,-0.3403994318426376,0.0
2018-12-21,-0.0,-0.21743875040119826,-0.0,1.0,-0.5949930458970792,-0.32729217930886917,0.0
2018-12-24,-0.0,-0.2030715636085562,-0.0,1.0,-0.5885251821483951,-0.3325827898974021,0.0
2018-12-26,-0.0,-0.20299771215976395,-0.0,1.0,-0.5977677521435139,-0.3374029806068122,0.0
2018-12-27,-0.0,-0.17892323895669413,-0.0,1.0,-0.5498626685665903,-0.3363484294653367,0.0
2018-12-28,-0.0,-0.178634879973557,-0.0,1.0,-0.5504069743420237,-0.33683840846176094,0.0
2018-12-31,-0.0,-0.17965989627456247,-0.0,1.0,-0.5500340930222948,-0.33657044858152363,0.0
2019-01-02,-0.0,-0.17912450960148665,-0.0,1.0,-0.5492050381994631,-0.33650629774932894,0.0
2019-01-03,-0.0,-0.18343035343035344,-0.0,1.0,-0.5743659043659044,-0.3212058212058212,0.0
2019-01-04,-0.0,-0.18350310969688202,-0.0,1.0,-0.5612331342851828,-0.3214868690208071,0.0
2019-01-07,-0.0,-0.16992931494571303,-0.0,1.0,-0.5559063779511518,-0.3111975718563484,0.0
2019-01-08,-0.0,-0.1616726296958855,-0.0,1.0,-0.5615750528541226,-0.30960318751016425,0.0
2019-01-09,-0.0,-0.1595100747481313,-0.0,1.0,-0.5610984725381866,-0.31059067273318164,0.0
2019-01-10,-0.0,-0.15741060369159543,-0.0,1.0,-0.563506406481613,-0.30966353280402864,0.0
2019-01-11,-0.0,-0.1656446667742456,-0.0,1.0,-0.5561158625141197,-0.29532435049217365,0.0
2019-01-14,-0.0,-0.1664920833165465,-0.0,1.0,-0.5527174569920632,-0.2952137303090126,0.0
2019-01-15,-0.0,-0.17671966288703866,-0.0,1.0,-0.5559921014596013,-0.30297416688720147,0.0
2019-01-16,-0.0,-0.18185328970101017,-0.0,1.0,-0.5519014614118173,-0.29882721193520195,0.0
2019-01-17,-0.0,-0.18287787868958807,-0.0,1.0,-0.5495053519299384,-0.29486295815763863,0.0
2019-01-18,-0.0,-0.183543398770249,-0.0,1.0,-0.5483422875002554,-0.3108900373827957,0.0
2019-01-22,-0.0,-0.09551523450872988,-0.0,1.0,-0.69778681756852,-0.22051271724026825,0.0
2019-01-23,-0.0,-0.03515780268701804,-0.0,1.0,-0.6965180062008108,-0.25576357421098656,0.0
2019-01-24,-0.0,-0.035763985527414416,-0.0,1.0,-0.6955190648483162,-0.2567094747723748,0.0
2019-01-25,-0.0,-0.0,-0.0,1.0,-0.7984915298202206,-0.19683939581379573,0.0
2019-01-28,-0.0,-0.0,-0.0,1.0,-0.8254309035302696,-0.19996759362404554,0.0
2019-01-29,-0.0,-0.0,-0.0,1.0,-0.830566604432178,-0.19879860378277459,0.0
2019-01-30,-0.0,-0.0,-0.0,1.0,-0.8302874181051094,-0.19804872112127545,0.0
2019-01-31,-0.0,-0.0,-0.0,1.0,-0.8107039282889533,-0.21734368979293842,0.0
2019-02-01,-0.0,-0.0,-0.0,1.0,-0.8131751876792871,-0.22128862938172644,0.0
