Date,IBP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-12-14,1.0,-0.0729693741677763,-1.7855126498002662,-0.0,-1.291185086551265,-1.1765645805592544,0.0
2018-12-17,1.0,-0.053181336161187705,-1.7847826086956524,-0.0,-1.2770943796394485,-1.187168610816543,0.0
2018-12-18,1.0,-0.02472396851392044,-1.771831581171747,-0.0,-1.2825294521633472,-1.20381425326219,0.0
2018-12-19,1.0,-0.03979229587241032,-1.7720553171196949,-0.0,-1.2812483441954114,-1.205425740475812,0.0
2018-12-20,1.0,-0.03754409983676479,-1.7497762097835816,-0.0,-1.2836080248538781,-1.1947238165446792,0.0
2018-12-21,1.0,-0.027153116318079363,-1.7563558211458827,-0.0,-1.2923415631388584,-1.1660638465167479,0.0
2018-12-24,1.0,-0.0,-1.7226820761101564,-0.0,-1.2847102920506013,-1.1985007027955645,0.0
2018-12-26,1.0,-0.0,-1.7432139539684177,-0.0,-1.2433687687067807,-1.1739601610073278,0.0
2018-12-27,1.0,-0.0,-1.665134894752446,-0.0,-1.1143887735942286,-1.1617254669433739,0.0
2018-12-28,1.0,-0.0,-1.6694316891324743,-0.0,-1.1110946526440528,-1.1570137757369279,0.0
2018-12-31,1.0,-0.0,-1.671111111111111,-0.0,-1.110716049382716,-1.1564444444444444,0.0
2019-01-02,1.0,-0.0,-1.6694125191140927,-0.0,-1.1060523849454942,-1.1571548364820203,0.0
2019-01-03,1.0,-0.0,-1.6693962115232832,-0.0,-1.1057616416732439,-1.1578038674033149,0.0
2019-01-04,1.0,-0.0,-1.6794166748502406,-0.0,-1.066090543061966,-1.1645880388883434,0.0
2019-01-07,1.0,-0.0,-1.6408070885100643,-0.0,-1.0426658961764421,-1.132139073485505,0.0
2019-01-08,1.0,-0.0,-1.6331554401653925,-0.0,-1.045242559738449,-1.1295735371892879,0.0
2019-01-09,1.0,-0.0,-1.617020255351829,-0.0,-1.0444945761735625,-1.1383315733896515,0.0
2019-01-10,1.0,-0.0,-1.617241875870014,-0.0,-1.0444007104113666,-1.1384342149474391,0.0
2019-01-11,1.0,-0.0,-1.6039913440730946,-0.0,-1.0513104111565281,-1.1535946140899254,0.0
2019-01-14,1.0,-0.0,-1.6045706038008176,-0.0,-1.0591291796968967,-1.1474140004811162,0.0
2019-01-15,1.0,-0.0,-1.5902530549408256,-0.0,-1.0523429231213317,-1.168334455883768,0.0
2019-01-16,1.0,-0.0,-1.5840099937539036,-0.0,-1.0393504059962524,-1.1813770239753998,0.0
2019-01-17,1.0,-0.0,-1.581103799413997,-0.0,-1.0407800566789953,-1.1814208175224556,0.0
2019-01-18,1.0,-0.0,-1.5737649556155926,-0.0,-1.0520551910459284,-1.1985719799305288,0.0
2019-01-22,1.0,-0.0,-1.744896446048144,-0.0,-1.0186841975186596,-1.1792793238099946,0.0
2019-01-23,1.0,-0.0,-1.729951547513102,-0.0,-1.026006130722832,-1.1881736378918224,0.0
2019-01-24,1.0,-0.0,-1.7293797874969112,-0.0,-1.0239683716333086,-1.1886335557202867,0.0
2019-01-25,1.0,-0.0,-1.7539638316194721,-0.0,-1.0484271313509954,-1.2632085507319792,0.0
2019-01-28,1.0,-0.0,-1.7320513471003096,-0.0,-1.0787457506722817,-1.2629763052412604,0.0
2019-01-29,1.0,-0.0,-1.7054697031313542,-0.0,-1.0811305408702725,-1.2967161447742983,0.0
2019-01-30,1.0,-0.0,-1.6989176279282485,-0.0,-1.0741399461354744,-1.3085014482443214,0.0
2019-01-31,1.0,-0.0,-1.7235168413554494,-0.0,-1.0145008649638751,-1.3500050880227945,0.0
2019-02-01,1.0,-0.0,-1.7261874394163563,-0.0,-1.025815009438294,-1.3497270547421052,0.0
2019-02-04,1.0,-0.0,-1.6762876337397363,-0.0,-0.9802438417516796,-1.3198308036825082,0.0
2019-02-05,1.0,-0.0,-1.6579219372938918,-0.0,-0.9667765910321406,-1.29728798543092,0.0
2019-02-06,1.0,-0.0,-1.6402243984055902,-0.0,-0.9737709758378033,-1.3069730820333645,0.0
2019-02-07,1.0,-0.0,-1.650441822579849,-0.0,-0.9953102631189218,-1.2908130522782248,0.0
2019-02-08,1.0,-0.0,-1.6528864243984553,-0.0,-1.0199029606891772,-1.2781958609763344,0.0
2019-02-11,1.0,-0.0,-1.645450937593015,-0.0,-1.0245063994443893,-1.290852267089989,0.0
2019-02-12,1.0,-0.0,-1.6536970781156826,-0.0,-1.035877559133373,-1.2796163784535879,0.0
2019-02-13,1.0,-0.0,-1.5941944847605225,-0.0,-0.9932268988872763,-1.2505079825834542,0.0
2019-02-14,1.0,-0.0,-1.6281688790913884,-0.0,-0.9606076580246322,-1.203527100206067,0.0
2019-02-15,1.0,-0.0,-1.6221626281007566,-0.0,-0.962168374676755,-1.2044823292788047,0.0
2019-02-19,1.0,-0.0,-1.598165663513901,-0.0,-0.9794114837107099,-1.1993407853253082,0.0
2019-02-20,1.0,-0.0,-1.5810031915400369,-0.0,-0.9841852045920068,-1.1983041966369743,0.0
2019-02-21,1.0,-0.0,-1.5393979742260688,-0.0,-0.9940558276665558,-1.2218840648628084,0.0
2019-02-22,1.0,-0.0,-1.5223375881120214,-0.0,-1.0339112211849875,-1.2065631548866451,0.0
2019-02-25,1.0,-0.0,-1.5181270327147505,-0.0,-1.0473981251195714,-1.2172852496652,0.0
2019-02-26,1.0,-0.0,-1.522594542843466,-0.0,-1.0513642891335566,-1.2130684538056486,0.0
2019-02-27,1.0,-0.0,-1.5124112630425461,-0.0,-1.0689408737910335,-1.1830959073800562,0.0
2019-02-28,1.0,-0.0,-1.5113230035756855,-0.0,-1.0694159713945173,-1.1868414779499403,0.0
2019-03-01,1.0,-0.0,-1.5058031236566842,-0.0,-1.0675837034914266,-1.2028466351435259,0.0
2019-03-04,1.0,-0.0,-1.5423186861101692,-0.0,-1.0972821084249793,-1.205125720653069,0.0
2019-03-05,1.0,-0.0,-1.527215343529983,-0.0,-1.1231366836610828,-1.2051954357853847,0.0
2019-03-06,1.0,-0.0,-1.526826899732945,-0.0,-1.12367079388201,-1.2050497693614957,0.0
2019-03-07,1.0,-0.0,-1.4702634637737313,-0.0,-1.1736245641224332,-1.199196048043394,0.0
2019-03-08,1.0,-0.0,-1.4668369853591432,-0.0,-1.2272771936720055,-1.2189250270217156,0.0
2019-03-11,1.0,-0.0,-1.4588555858310628,-0.0,-1.2227396581620016,-1.2725786475105276,0.0
2019-03-12,1.0,-0.0,-1.404701590840004,-0.0,-1.2946093829162022,-1.3670584659033338,0.0
2019-03-13,1.0,-0.0,-1.4256860144853616,-0.0,-1.3071508721819851,-1.3676425584004894,0.0
2019-03-14,1.0,-0.0,-1.4324200214296647,-0.0,-1.3030256645747231,-1.3668044287973877,0.0
2019-03-15,1.0,-0.0,-1.4236445628779337,-0.0,-1.3088551808957671,-1.3920262375730243,0.0
2019-03-18,1.0,-0.0,-1.441028304336536,-0.0,-1.3322253960010388,-1.4202544793560115,0.0
2019-03-19,1.0,-0.0,-1.4375970999482135,-0.0,-1.3083376488865872,-1.4327809425168307,0.0
2019-03-20,1.0,-0.0,-1.4340471756672872,-0.0,-1.3075729360645563,-1.431098696461825,0.0
2019-03-21,1.0,-0.0,-1.4286082607126285,-0.0,-1.3281596452328162,-1.3997318620120665,0.0
2019-03-22,1.0,-0.0,-1.4250898297141072,-0.0,-1.3720772795917304,-1.4103004738842888,0.0
2019-03-25,1.0,-0.0,-1.2555118517751784,-0.0,-1.4787806645274815,-1.441155159921333,0.0
2019-03-26,1.0,-0.0,-1.3002426307366681,-0.0,-1.4338960301481598,-1.4282174384389037,0.0
2019-03-27,1.0,-0.0,-1.2872697249600082,-0.0,-1.446565870271944,-1.4263893905774292,0.0
2019-03-28,1.0,-0.0,-1.2704682856850087,-0.0,-1.403422481811661,-1.4495849984629574,0.0
2019-03-29,1.0,-0.0,-1.2571252819356162,-0.0,-1.408140250153783,-1.4607853188435513,0.0
2019-04-01,1.0,-0.0,-1.2649818014046241,-0.0,-1.408366227508074,-1.4530168657405036,0.0
2019-04-02,1.0,-0.0,-1.2827787149210244,-0.0,-1.428001840208557,-1.4008587639932526,0.0
2019-04-03,1.0,-0.0,-1.282326484718389,-0.0,-1.4300316876213839,-1.3985485025043443,0.0
2019-04-04,1.0,-0.0,-1.2798343388894569,-0.0,-1.4135903466612127,-1.419623683403211,0.0
2019-04-05,1.0,-0.0,-1.275902749281904,-0.0,-1.4179318834632746,-1.4354739433729997,0.0
2019-04-08,1.0,-0.0,-1.2738847015685475,-0.0,-1.4073640252597268,-1.4114891016500306,0.0
2019-04-09,1.0,-0.0,-1.2489287900428485,-0.0,-1.457661701693532,-1.3943582942256683,0.0
2019-04-10,1.0,-0.0,-1.240462486629654,-0.0,-1.4662557938165335,-1.3867977385015027,0.0
2019-04-11,1.0,-0.0,-1.2383964092624706,-0.0,-1.4809242068754462,-1.3811588289299193,0.0
2019-04-12,1.0,-0.0,-1.2413441435928814,-0.0,-1.4787619193309876,-1.379123961042272,0.0
2019-04-15,1.0,-0.0,-1.2434982151963285,-0.0,-1.472565017848037,-1.3833758286588476,0.0
2019-04-16,1.0,-0.0,-1.2418417295533346,-0.0,-1.4743014480930043,-1.3827248623291861,0.0
2019-04-17,1.0,-0.0,-1.2475676226376649,-0.0,-1.4688502878100962,-1.3775660944424635,0.0
2019-04-18,1.0,-0.0,-1.2378841155786577,-0.0,-1.4607348519594354,-1.397441777505988,0.0
2019-04-22,1.0,-0.0,-1.239115976876247,-0.0,-1.4704558244231851,-1.4063027574563873,0.0
2019-04-23,1.0,-0.0,-1.2375378612865138,-0.0,-1.4657836644591613,-1.430360901483649,0.0
2019-04-24,1.0,-0.0,-1.2142893752242323,-0.0,-1.467582389421352,-1.4434421608323509,0.0
2019-04-25,1.0,-0.0,-1.2169002515529546,-0.0,-1.4792853842599725,-1.4375481287540428,0.0
2019-04-26,1.0,-0.0,-1.215004147656574,-0.0,-1.469411032766487,-1.500207382828702,0.0
2019-04-29,1.0,-0.0,-1.198652151373769,-0.0,-1.468066355624676,-1.5173146708138934,0.0
2019-04-30,1.0,-0.0,-1.2041407867494824,-0.0,-1.4691511387163558,-1.5026915113871635,0.0
2019-05-01,1.0,-0.0,-1.2114899963997328,-0.0,-1.4280203672272798,-1.5037288484287405,0.0
2019-05-02,1.0,-0.0,-1.209919143019004,-0.0,-1.4104135551321006,-1.5297934799402586,0.0
2019-05-03,1.0,-0.0,-1.2685838595001857,-0.0,-1.4672361649068817,-1.57006420119913,0.0
2019-05-06,1.0,-0.0,-1.2223100015800283,-0.0,-1.4495180913256438,-1.5949333754674249,0.0
2019-05-07,1.0,-0.0,-1.2238971169556738,-0.0,-1.4477415274337215,-1.5990618246982553,0.0
2019-05-08,1.0,-0.0,-1.1994440948185443,-0.0,-1.4359135724774492,-1.6090308370044055,0.0
2019-05-09,1.0,-0.0,-1.2012070322749935,-0.0,-1.4256625557596432,-1.62104434531619,0.0
2019-05-10,1.0,-0.0,-1.207078154623973,-0.0,-1.441858015588793,-1.6175479250052667,0.0
2019-05-13,1.0,-0.0,-1.2029244687565745,-0.0,-1.436776772564696,-1.620134651798864,0.0
2019-05-14,1.0,-0.0,-1.124591015320696,-0.0,-1.4614385873799012,-1.6074266424305377,0.0
2019-05-15,1.0,-0.0,-1.1404427393851417,-0.0,-1.468920109907201,-1.5749390844522784,0.0
2019-05-16,1.0,-0.0,-1.1437908496732025,-0.0,-1.4680464778503992,-1.5754227616972714,0.0
2019-05-17,1.0,-0.0,-1.1286701657745675,-0.0,-1.4504495141090268,-1.6175752221587072,0.0
2019-05-20,1.0,-0.0,-1.112760105858544,-0.0,-1.455970110528774,-1.6204140937159464,0.0
2019-05-21,1.0,-0.0,-1.113503138455154,-0.0,-1.4540644291124138,-1.6200134875758676,0.0
2019-05-22,1.0,-0.0,-1.1090814737934613,-0.0,-1.4558899844317592,-1.6244940321743642,0.0
2019-05-23,1.0,-0.0,-1.121360980402296,-0.0,-1.4584518330834066,-1.5910853715290345,0.0
2019-05-24,1.0,-0.0,-1.0819241080635182,-0.0,-1.465508352237575,-1.608218189317385,0.0
2019-05-28,1.0,-0.0,-1.0831486159080366,-0.0,-1.462034125470385,-1.6097221506263208,0.0
2019-05-29,1.0,-0.0,-1.0790623554207577,-0.0,-1.4568961085693724,-1.6046882228962114,0.0
2019-05-30,1.0,-0.0,-1.0762742009248438,-0.0,-1.423243050968037,-1.5820417704151635,0.0
2019-05-31,1.0,-0.0,-1.0767940638341127,-0.0,-1.426560276478959,-1.578979467371417,0.0
2019-06-03,1.0,-0.0,-1.0930432148626819,-0.0,-1.4320981421647818,-1.5233239095315023,0.0
2019-06-04,1.0,-0.0,-1.1043956043956045,-0.0,-1.4187418086500654,-1.5176933158584536,0.0
2019-06-05,1.0,-0.0,-1.0849220966698192,-0.0,-1.4567673851361442,-1.43615909204042,0.0
2019-06-06,1.0,-0.0,-1.0929677001940974,-0.0,-1.4519484397551385,-1.4319414721544816,0.0
2019-06-07,1.0,-0.0,-1.117037701080731,-0.0,-1.4381692315354353,-1.4251705762239157,0.0
2019-06-10,1.0,-0.0,-1.1095387059933461,-0.0,-1.4318486518695068,-1.4241521426088684,0.0
2019-06-11,1.0,-0.0,-1.117940033867915,-0.0,-1.4415778463990436,-1.4210578742902682,0.0
2019-06-12,1.0,-0.0,-1.1210156133087246,-0.0,-1.4512894697460965,-1.416022347483414,0.0
2019-06-13,1.0,-0.0,-1.1496204554534557,-0.0,-1.4492109468637635,-1.3951258489812226,0.0
2019-06-14,1.0,-0.0,-1.1484421809466745,-0.0,-1.4579588575993607,-1.3866586778510086,0.0
2019-06-17,1.0,-0.0,-1.1434044882320744,-0.0,-1.464696223316913,-1.3677663332835746,0.0
2019-06-18,1.0,-0.0,-1.1456127268207805,-0.0,-1.4571215510812827,-1.3686800894854587,0.0
2019-06-19,1.0,-0.0,-1.1602815086484612,-0.0,-1.4665708479952422,-1.3292858204886753,0.0
2019-06-20,1.0,-0.0,-1.1640597844977407,-0.0,-1.4679974179452804,-1.3334822980287004,0.0
2019-06-21,1.0,-0.0,-1.16626062745488,-0.0,-1.4720330134738726,-1.3336150748272262,0.0
2019-06-24,1.0,-0.0,-1.1541259716962329,-0.0,-1.4744369144907314,-1.3545445485349812,0.0
2019-06-25,1.0,-0.0,-1.1192541629275101,-0.0,-1.5008973975471132,-1.3653903679329942,0.0
2019-06-26,1.0,-0.0,-1.1148375505315167,-0.0,-1.4812097619404103,-1.3947197684284074,0.0
2019-06-27,1.0,-0.0,-1.1212090831620634,-0.0,-1.5225324577673067,-1.3690911825154142,0.0
2019-06-28,1.0,-0.0,-1.1463206076153112,-0.0,-1.5109400935566621,-1.3726673708565966,0.0
2019-07-01,1.0,-0.0,-1.1605828298725693,-0.0,-1.5113469056201452,-1.405036299944154,0.0
2019-07-02,1.0,-0.0,-1.1725921793376273,-0.0,-1.484708627073084,-1.414464675153421,0.0
2019-07-03,1.0,-0.0,-1.1697778228669982,-0.0,-1.4889418687227352,-1.413817591559298,0.0
2019-07-05,1.0,-0.0,-1.1401396337144591,-0.0,-1.4981786906809673,-1.4208742284731357,0.0
2019-07-08,1.0,-0.0,-1.134457611668186,-0.0,-1.5085080522637497,-1.421300516560316,0.0
2019-07-09,1.0,-0.0,-1.1249621020717535,-0.0,-1.5019706922688227,-1.4260737746336536,0.0
2019-07-10,1.0,-0.0,-1.074176933952737,-0.0,-1.5328216521914766,-1.442486366390628,0.0
2019-07-11,1.0,-0.0,-1.064058014805862,-0.0,-1.54645716875661,-1.425492269728559,0.0
2019-07-12,1.0,-0.0,-1.0609246868239675,-0.0,-1.5556673542285053,-1.414348241686371,0.0
2019-07-15,1.0,-0.0,-1.0681555253759871,-0.0,-1.5567627382928424,-1.4050098083597407,0.0
2019-07-16,1.0,-0.0,-1.0857602736280871,-0.0,-1.5663699009104173,-1.3778481967707863,0.0
2019-07-17,1.0,-0.0,-1.0945143432310016,-0.0,-1.5619526925012583,-1.376195269250126,0.0
2019-07-18,1.0,-0.0,-1.093009179864824,-0.0,-1.5674366992837687,-1.3833854534449714,0.0
2019-07-19,1.0,-0.0,-1.1020111339585736,-0.0,-1.541802497617734,-1.3714830232208233,0.0
2019-07-22,1.0,-0.0,-1.0634229363768333,-0.0,-1.5447264354007106,-1.397607248335586,0.0
2019-07-23,1.0,-0.0,-1.06245,-0.0,-1.5374999999999999,-1.4000499999999998,0.0
2019-07-24,1.0,-0.0,-1.06765791837142,-0.0,-1.5383694242091608,-1.3834946612114563,0.0
2019-07-25,1.0,-0.0,-1.054999751132348,-0.0,-1.546214723010303,-1.3761883430391717,0.0
2019-07-26,1.0,-0.0,-1.0366830919317107,-0.0023393559305161515,-1.5575630879498281,-1.3807675078393309,0.0
2019-07-29,1.0,-0.0,-1.0203746956219253,-0.01063459722705362,-1.543209263032351,-1.3951697063062167,0.0
2019-07-30,1.0,-0.0,-1.022374361264077,-0.014337451009574839,-1.5354467430669245,-1.3888971573150766,0.0
2019-07-31,1.0,-0.0,-1.0603571958640479,-0.009399891159154999,-1.5074457032602782,-1.3701083461138872,0.0
2019-08-01,1.0,-0.0,-1.094052830931182,-0.015052388213881647,-1.4710512076344138,-1.3389246888681194,0.0
2019-08-02,1.0,-0.0,-1.0767678755966734,-0.040204714334924466,-1.4680872004330494,-1.3359578760887751,0.0
2019-08-05,1.0,-0.0,-1.0715689163965025,-0.02234993614303959,-1.4748501817467334,-1.343403084782395,0.0
2019-08-06,1.0,-0.0,-1.062901035080324,-0.028757435248934475,-1.2873401714205424,-1.3046695705119196,0.0
2019-08-07,1.0,-0.0,-1.0312949807308354,-0.02484097135162743,-1.2886195849004038,-1.2984166782745972,0.0
2019-08-08,1.0,-0.0,-1.0353028613898179,-0.03302675585284281,-1.2863247863247864,-1.2904589371980677,0.0
2019-08-09,1.0,-0.0,-1.0200249157938448,-0.026807548562727816,-1.2664144327042863,-1.300789000138421,0.0
2019-08-12,1.0,-0.0,-1.0102436323366555,-0.04969545957918051,-1.2808693244739757,-1.2734403839055002,0.0
2019-08-13,1.0,-0.0,-1.0118789999539575,-0.043049864174225336,-1.2815967585984622,-1.2677379253188452,0.0
2019-08-14,1.0,-0.0,-1.0239392136220076,-0.03973085549503364,-1.2533986359683253,-1.2601730214674784,0.0
2019-08-15,1.0,-0.0,-1.0598883285302594,-0.06466138328530259,-1.217128962536023,-1.1612481988472623,0.0
2019-08-16,1.0,-0.0,-1.0638815108269932,-0.06383649214423986,-1.2113627155269437,-1.162787556836087,0.0
2019-08-19,1.0,-0.0,-1.0417245551920407,-0.07417200734997535,-1.2191099359118003,-1.1466857885537578,0.0
2019-08-20,1.0,-0.0,-1.0458448877359334,-0.07147329814831381,-1.216745683871545,-1.1386528312013595,0.0
2019-08-21,1.0,-0.0,-1.0523214285714286,-0.125625,-1.1851785714285714,-1.1011607142857143,0.0
2019-08-22,1.0,-0.0,-1.0557166436186822,-0.119775170629433,-1.1889637328812954,-1.0964000535308025,0.0
2019-08-23,1.0,-0.0,-1.058928491769639,-0.12004282464201275,-1.1900343489316143,-1.0918945443190435,0.0
2019-08-26,1.0,-0.0,-1.0455387056956444,-0.11968788573443837,-1.173382119555634,-1.0697848703932287,0.0
2019-08-27,1.0,-0.0,-1.0425223802001053,-0.1059768299104792,-1.160259785852203,-1.0795594172371423,0.0
2019-08-28,1.0,-0.0,-1.0463937792145384,-0.10405836354899306,-1.1534664278537416,-1.0646542309204492,0.0
2019-08-29,1.0,-0.0,-1.0148373101952277,-0.10511930585683298,-1.143817787418655,-1.0746203904555314,0.0
2019-08-30,1.0,-0.0,-1.0038065576606972,-0.11237996366467687,-1.1466822389480058,-1.0627649450644518,0.0
2019-09-03,1.0,-0.0,-0.9918681696927977,-0.09512950692711472,-1.145942689957835,-1.0696153515188023,0.0
2019-09-04,1.0,-0.0,-0.9984053786148344,-0.09606516398741544,-1.1479119079429383,-1.0674050769297074,0.0
2019-09-05,1.0,-0.0,-1.0234311415720712,-0.10533304776183337,-1.1290212036838725,-1.025744270721782,0.0
2019-09-06,1.0,-0.0,-1.0136566687938735,-0.1242288874707509,-1.1455435013826845,-0.9709848968304615,0.0
2019-09-09,1.0,-0.0,-1.0084237396298659,-0.124016166773027,-1.146224207615401,-0.9757923845990215,0.0
2019-09-10,1.0,-0.0,-0.9875281998893288,-0.1940152385817052,-1.1563018771548972,-0.9187843187332396,0.0
2019-09-11,1.0,-0.0,-0.9754810148135536,-0.23705942448493106,-1.1615443555252853,-0.8826834667120722,0.0
2019-09-12,1.0,-0.0,-0.9743060528200159,-0.23554188955814834,-1.1285539783496903,-0.8737626890189967,0.0
2019-09-13,1.0,-0.0,-0.9697122665320546,-0.2316590947332997,-1.126871950193505,-0.8784284031633856,0.0
2019-09-16,1.0,-0.0,-0.9747271200671704,-0.23656591099916036,-1.1127623845507977,-0.8741393786733836,0.0
2019-09-17,1.0,-0.0,-0.9828245076218871,-0.23373787427035653,-1.115609121068324,-0.867173392684668,0.0
