Date,BGY,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2036480780114057,-0.23954116059379216,-0.07293979365286665,-0.3378390144094728,-0.3226677114622786,0.0
2018-09-25,1.0,-0.2038435588830609,-0.23931921561799466,-0.07332361198772498,-0.33760637255968834,-0.32232789953642244,0.0
2018-09-26,1.0,-0.20366541148814835,-0.239165922991533,-0.07280760942907516,-0.33783166097120343,-0.323139542476547,0.0
2018-09-27,1.0,-0.20544726766446222,-0.23481552384267315,-0.07409502262443439,-0.33797424295161854,-0.3230943264879917,0.0
2018-09-28,1.0,-0.20660383518707964,-0.23442091287029582,-0.07407004331454192,-0.33822345079772764,-0.32327013908538843,0.0
2018-10-01,1.0,-0.2069220722681759,-0.23415324336090554,-0.07407488027862429,-0.33837614279495,-0.32322594688724426,0.0
2018-10-02,1.0,-0.2067996689462909,-0.23766171538092956,-0.07322385329093523,-0.3377619026876334,-0.3225377880385068,0.0
2018-10-03,1.0,-0.20782481496845184,-0.24474379407462396,-0.07405628452284785,-0.33676833395192457,-0.3198698775189398,0.0
2018-10-04,1.0,-0.20834333864524437,-0.2438167172389705,-0.07428671221812307,-0.3373136283263114,-0.3191949180292082,0.0
2018-10-05,1.0,-0.21697884797393965,-0.25340611449827216,-0.07701450487531089,-0.3371778222877644,-0.31648801531926135,0.0
2018-10-08,1.0,-0.2161603727964127,-0.2517474831845958,-0.07548248120631293,-0.3385061766386776,-0.31619554226931024,0.0
2018-10-09,1.0,-0.2173310758811759,-0.25180852701246725,-0.07792607577123507,-0.33738648607049404,-0.31436487169902594,0.0
2018-10-10,1.0,-0.2186723542734009,-0.2506651421535214,-0.07939928318564612,-0.33822203654433913,-0.31183623210712635,0.0
2018-10-11,1.0,-0.20408560311284044,-0.24492001729355814,-0.060397751837440554,-0.33514915693904024,-0.31716385646346734,0.0
2018-10-12,1.0,-0.20588676978525305,-0.23984725291227768,-0.059103683521764316,-0.329779246133053,-0.31070731341042196,0.0
2018-10-15,1.0,-0.20802300873559273,-0.23631173402588485,-0.0611062222317615,-0.3303856968083965,-0.3104891502650727,0.0
2018-10-16,1.0,-0.20793715524457512,-0.23669807473546395,-0.06084866175870877,-0.3303856968083965,-0.31046768689231824,0.0
2018-10-17,1.0,-0.20439715102145264,-0.22772636158143897,-0.05791785729517635,-0.32980765129867357,-0.31261995137970744,0.0
2018-10-18,1.0,-0.20420478048572463,-0.22736092453996887,-0.05801829463314783,-0.330049681229877,-0.312607944732297,0.0
2018-10-19,1.0,-0.19886399762626367,-0.2199732954665875,-0.05317593200941017,-0.333382786172986,-0.3140114024118856,0.0
2018-10-22,1.0,-0.20000847762965474,-0.2172392599029311,-0.050039209037153205,-0.3359260750694106,-0.3161731979738465,0.0
2018-10-23,1.0,-0.20002543234994916,-0.2172346558155307,-0.050038148524923706,-0.3359189555781621,-0.31616649711766703,0.0
2018-10-24,1.0,-0.2002879708641243,-0.21557583585660745,-0.048065725114870735,-0.3365447731170728,-0.3169585194909691,0.0
2018-10-25,1.0,-0.18796477088612853,-0.19592040214365833,-0.046445930788085246,-0.34138590004569813,-0.30547131402932987,0.0
2018-10-26,1.0,-0.18583319529567666,-0.1939498095080338,-0.04410303130694053,-0.34265777704157696,-0.3040210369388769,0.0
2018-10-29,1.0,-0.18216918216918218,-0.19494972436148908,-0.04079862903392315,-0.34115169409287055,-0.30565936448289394,0.0
2018-10-30,1.0,-0.18286941438837037,-0.19490790451804743,-0.041257123977864046,-0.3410217229701825,-0.3048856033699513,0.0
2018-10-31,1.0,-0.18430848329048843,-0.18724935732647816,-0.042159383033419026,-0.3399485861182519,-0.3028688946015424,0.0
2018-11-01,1.0,-0.18634614197213245,-0.18509066211126432,-0.04420935641220902,-0.3398028279169325,-0.302714717928664,0.0
2018-11-02,1.0,-0.18829422512368868,-0.1781733078770709,-0.04302929523105664,-0.3419350865307631,-0.3014924760321077,0.0
2018-11-05,1.0,-0.1850444640693352,-0.18849479369904087,-0.04263621613850609,-0.3434926372430223,-0.2940995255796759,0.0
2018-11-06,1.0,-0.18884666735134023,-0.19147581390572044,-0.04075177159289309,-0.34183013248433813,-0.29111636027523874,0.0
2018-11-07,1.0,-0.18810051736881003,-0.19126221565245957,-0.041984889545865156,-0.34101174345076785,-0.29069146752073577,0.0
2018-11-08,1.0,-0.1837815727579507,-0.19130790469373146,-0.03775437161263933,-0.339789344513754,-0.292545250025565,0.0
2018-11-09,1.0,-0.18381330278982247,-0.19138100302708008,-0.03783850118628814,-0.3397283809212141,-0.292563200523603,0.0
2018-11-12,1.0,-0.18372430125967212,-0.18756252424409461,-0.03772891529368531,-0.34088728282395214,-0.2917253628958167,0.0
2018-11-13,1.0,-0.17896446700507615,-0.18460913705583756,-0.03236548223350254,-0.34328934010152284,-0.2912284263959391,0.0
2018-11-14,1.0,-0.1793559913915621,-0.18426929792504163,-0.032403459617493,-0.3432817639176514,-0.2910017460510822,0.0
2018-11-15,1.0,-0.17961873859257757,-0.18460758466842425,-0.031535185560738185,-0.3451835327519773,-0.2870614479821538,0.0
2018-11-16,1.0,-0.17829802746162257,-0.17997893798857792,-0.02871724249665843,-0.34606504921219977,-0.29213414881121147,0.0
2018-11-19,1.0,-0.17841088567610253,-0.17942331834932976,-0.03037298019681691,-0.34505730368930465,-0.29162110719637147,0.0
2018-11-20,1.0,-0.16430920720757078,-0.17744506547751168,-0.014003510966726529,-0.354002300288545,-0.30805706329829097,0.0
2018-11-21,1.0,-0.1656298912389132,-0.17347594012120238,-0.016534895854236065,-0.3525504675522736,-0.2984709234659068,0.0
2018-11-23,1.0,-0.1657965543552468,-0.17555519858640214,-0.015923055298983975,-0.3521143729167503,-0.29856230673466927,0.0
2018-11-26,1.0,-0.16581945309517593,-0.18118984951075928,-0.014144783106628358,-0.351027706897591,-0.29702035321773723,0.0
2018-11-27,1.0,-0.16527914301189595,-0.1813677305462497,-0.012377379686653695,-0.3506790507332143,-0.2963750526590303,0.0
2018-11-28,1.0,-0.16485656354766828,-0.18653765081404453,-0.011141669845221127,-0.3492662557966796,-0.29570594021640934,0.0
2018-11-29,1.0,-0.16062714982801374,-0.18466522678185746,-0.007679385649148068,-0.34947204223662104,-0.2974162067034637,0.0
2018-11-30,1.0,-0.16104135007598178,-0.18479564904422938,-0.007098296408861874,-0.35017595777013516,-0.29642885707430217,0.0
2018-12-03,1.0,-0.1610491383791132,-0.18581823997441127,-0.004358082443724761,-0.3510655311662868,-0.2968293950661709,0.0
2018-12-04,1.0,-0.15628304107566782,-0.18754363915654237,-0.006164342569872524,-0.34901350569553335,-0.29594829133999645,0.0
2018-12-06,1.0,-0.14850921930168692,-0.16133777952138093,-0.02185170655158886,-0.34590035307963907,-0.28395449195763045,0.0
2018-12-07,1.0,-0.14862903542148825,-0.1611422743498215,-0.021868748283842623,-0.3459381006550818,-0.28374455732946297,0.0
2018-12-10,1.0,-0.1398986947204364,-0.16249756477693356,-0.01938437560880577,-0.3483343074225599,-0.27808299240210405,0.0
2018-12-11,1.0,-0.13534348165495708,-0.1665105386416862,-0.015085870413739266,-0.3485948477751757,-0.2860655737704918,0.0
2018-12-12,1.0,-0.1350185438219793,-0.1668553581885614,-0.014737458520398206,-0.34854577396056996,-0.28680460667577595,0.0
2018-12-13,1.0,-0.13560249321010573,-0.16842845698430997,-0.01402919166064206,-0.3480919908556244,-0.2877938216846754,0.0
2018-12-14,1.0,-0.13591000527312852,-0.16383805636388493,-0.016541999492217255,-0.3495498310645861,-0.287190203699002,0.0
