Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WWD
2018-09-24,-0.40244994302458087,-1.1703158066091486,-0.021284388735145696,-0.7659531173693634,-0.7096695425687776,0.0,1.0
2018-09-25,-0.4039290653217278,-1.1682258195721142,-0.024078744000650777,-0.764174733588221,-0.7069877165866754,0.0,1.0
2018-09-26,-0.4056991654793405,-1.1707714227559536,-0.026989619377162627,-0.7641766741298596,-0.7032363118257683,0.0,1.0
2018-09-27,-0.4061915222520543,-1.1678463916687005,-0.027784557806525098,-0.763566837523391,-0.702627939142462,0.0,1.0
2018-09-28,-0.4044587282860746,-1.1691957202717547,-0.028517961026809324,-0.7633538098531386,-0.7026972051584557,0.0,1.0
2018-10-01,-0.40508543531326285,-1.1683482506102523,-0.02868185516680228,-0.7635882831570383,-0.7026444263628967,0.0,1.0
2018-10-02,-0.405299792404445,-1.1719786705743478,-0.02828998249684536,-0.7629340171775146,-0.7020393210404201,0.0,1.0
2018-10-03,-0.40479967459833227,-1.1666870042708968,-0.02798454342078503,-0.7637990644702054,-0.7042098840756559,0.0,1.0
2018-10-04,-0.4054482618418378,-1.164545639357593,-0.028705021345801992,-0.7640983939825168,-0.7031103882903029,0.0,1.0
2018-10-05,-0.38907103825136613,-1.1587128111718277,-0.011333738109694394,-0.773932402347703,-0.7146731430884437,0.0,1.0
2018-10-08,-0.38760911736178466,-1.156684448755254,-0.009699321047526672,-0.7739249919172325,-0.7134658907209829,0.0,1.0
2018-10-09,-0.38631587455544775,-1.1572906563207244,-0.006385386356288394,-0.7756223731005497,-0.7157694794697704,0.0,1.0
2018-10-10,-0.3860288165776267,-1.1605148130160272,-0.004613890237979602,-0.7768738870001619,-0.7192812044681884,0.0,1.0
2018-10-11,-0.3070414847161572,-1.1407127261384904,-0.0,-0.7398627573300063,-0.7113225202744854,0.0,1.0
2018-10-12,-0.3059329188732827,-1.131399186430271,-0.0,-0.7160564893698673,-0.6842044669583238,0.0,1.0
2018-10-15,-0.26600776833442297,-1.1778640926046995,-0.0,-0.7123408837441835,-0.6894973656885744,0.0,1.0
2018-10-16,-0.2566227730441518,-1.208017041053447,-0.0,-0.7157629744384199,-0.6926026336173509,0.0,1.0
2018-10-17,-0.2356605637012839,-1.1688065030768062,-0.0,-0.7034490617640355,-0.6906100433031984,0.0,1.0
2018-10-18,-0.23475945997337896,-1.1672941623882866,-0.0,-0.7084616847309374,-0.6925270964061608,0.0,1.0
2018-10-19,-0.21427764174044076,-1.1560745903183272,-0.0,-0.7077415709173102,-0.6890563194575249,0.0,1.0
2018-10-22,-0.21444440260571604,-1.1480212373385548,-0.0,-0.7109613284633054,-0.6920585909553038,0.0,1.0
2018-10-23,-0.21680533072318642,-1.1479878025825396,-0.0,-0.7089560667093325,-0.6908858186198849,0.0,1.0
2018-10-24,-0.2168683812405446,-1.1589258698940998,-0.0,-0.7131240544629349,-0.6932299546142209,0.0,1.0
2018-10-25,-0.1732157177225341,-1.1047240650287966,-0.0,-0.7141503244149596,-0.6530582488882409,0.0,1.0
2018-10-26,-0.15492349234923491,-1.0877407740774077,-0.0,-0.7162196219621962,-0.6414761476147615,0.0,1.0
2018-10-29,-0.12846699634487208,-1.1014477173367734,-0.0,-0.705332186626532,-0.6482118540815596,0.0,1.0
2018-10-30,-0.1276245073450376,-1.1012540308133285,-0.0,-0.7052310999641705,-0.6488355428161949,0.0,1.0
2018-10-31,-0.1327738861430146,-1.0769832521423746,-0.0,-0.7031255555950646,-0.6429612772463821,0.0,1.0
2018-11-01,-0.12188542627954853,-1.083942642152339,-0.0,-0.7014623411656137,-0.6420813516007667,0.0,1.0
2018-11-02,-0.12343540060816065,-1.0726964146807156,-0.0,-0.7012587511491408,-0.6384272682271409,0.0,1.0
2018-11-05,-0.11870401810979059,-1.087330220713073,-0.0,-0.7030277306168646,-0.6280065082059989,0.0,1.0
2018-11-06,-0.12054881714346335,-1.0880158421443475,-0.0,-0.7015453163124581,-0.626047597156901,0.0,1.0
2018-11-07,-0.12009188902632977,-1.087754020144902,-0.0,-0.7007598515638807,-0.6255875596395123,0.0,1.0
2018-11-08,-0.08929884132040468,-1.090068960688907,-0.0,-0.6902369867329436,-0.6309377953582807,0.0,1.0
2018-11-09,-0.09413783034019566,-1.1376843334793403,-0.0,-0.7460213169805812,-0.6722879252445614,0.0,1.0
2018-11-12,-0.09260940621027783,-1.1225349555111677,-0.0,-0.7487924459778464,-0.6678046123116034,0.0,1.0
2018-11-13,-0.06846211930531085,-1.1200244507568946,-0.0,-0.7467189241666965,-0.6604940491172557,0.0,1.0
2018-11-14,-0.06849807630074431,-1.1200244507568946,-0.0,-0.7467189241666965,-0.6604580921218223,0.0,1.0
2018-11-15,-0.06700642429027742,-1.1204823601191545,-0.0,-0.7480888633671895,-0.6534113340272045,0.0,1.0
2018-11-16,-0.06591950730449728,-1.114580349470066,-0.0,-0.7458464623317103,-0.6542896018332857,0.0,1.0
2018-11-19,-0.06662609193756265,-1.1142775311470714,-0.0,-0.7452384362022053,-0.653981096949735,0.0,1.0
2018-11-20,-0.04564714260281289,-1.110699661741143,-0.0,-0.7448103970090796,-0.659426740252804,0.0,1.0
2018-11-21,-0.05240112994350283,-1.1073093220338983,-0.0,-0.7444915254237288,-0.6268361581920904,0.0,1.0
2018-11-23,-0.053054889233808376,-1.1023705376040638,-0.0,-0.7454141385635671,-0.6267461549315648,0.0,1.0
2018-11-26,-0.05235878993018828,-1.1053522318595304,-0.0,-0.7434595585642761,-0.6247091178337212,0.0,1.0
2018-11-27,-0.04354228018510728,-1.106647034076567,-0.0,-0.737379049221708,-0.6182512971532744,0.0,1.0
2018-11-28,-0.042105632813597416,-1.1174673409186682,-0.0,-0.7347590953785643,-0.617361989043405,0.0,1.0
2018-11-29,-0.026965042740982697,-1.104802279519077,-0.0,-0.7274306762109946,-0.6157133921745778,0.0,1.0
2018-11-30,-0.02640722724113968,-1.1051772063933287,-0.0,-0.7276233495482974,-0.6153926337734538,0.0,1.0
2018-12-03,-0.025487881102854364,-1.1050072921730676,-0.0,-0.7271338287381068,-0.614834363497465,0.0,1.0
2018-12-04,-0.017411471494340407,-1.1084495828862198,-0.0,-0.723251064418983,-0.612413029180657,0.0,1.0
2018-12-06,-0.007854738345404467,-1.0838518820769152,-0.0,-0.7150872181985106,-0.5935257914243939,0.0,1.0
2018-12-07,-0.0025880269699652663,-1.0865626915480489,-0.0,-0.71753047742287,-0.5986174487502555,0.0,1.0
2018-12-10,-0.0,-1.0844965945107559,-0.0,-0.7071953604423764,-0.5800795738080787,0.0,1.0
2018-12-11,-0.0,-1.0848623853211008,-0.0,-0.7053089584457636,-0.5827374527792768,0.0,1.0
2018-12-12,-0.0,-1.0853131749460043,-0.0,-0.7074109071274298,-0.582005939524838,0.0,1.0
2018-12-13,-0.0,-1.087695583116488,-0.0,-0.7075462133756886,-0.5841641039505255,0.0,1.0
2018-12-14,-0.0,-1.0768789055902719,-0.0,-0.7155885830096268,-0.5853403141361256,0.0,1.0
2018-12-17,-0.0,-1.073187138436701,-0.0,-0.697094040091484,-0.5930983452172743,0.0,1.0
2018-12-18,-0.0,-1.060561546422729,-0.0,-0.6874436617367209,-0.5905585417153539,0.0,1.0
2018-12-19,-0.0,-1.0604967948717947,-0.0,-0.6875333867521367,-0.590645032051282,0.0,1.0
2018-12-20,-0.0,-1.0521082734769887,-0.0,-0.6867850492152168,-0.5864591646714552,0.0,1.0
2018-12-21,-0.0,-1.0524818942425345,-0.0,-0.6859684513376766,-0.5685042494791495,0.0,1.0
2018-12-24,-0.0,-1.029092103102939,-0.0,-0.6732884583812182,-0.5811196847808242,0.0,1.0
2018-12-26,-0.0,-1.0302604490049345,-0.0,-0.6636384431881311,-0.5739681709748047,0.0,1.0
2018-12-27,-0.0,-0.99187454551203,-0.0,-0.6040975054538555,-0.565683391823959,0.0,1.0
