Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WAB
2018-09-24,-0.3951031615880401,-0.8600739864993707,-0.042523168452766866,-0.7624041798558407,-0.7536707219404294,0.0,1.0
2018-09-25,-0.3985429857349912,-0.8579601800289877,-0.04748645968418643,-0.7603173392325882,-0.7498665039285985,0.0,1.0
2018-09-26,-0.40041992746707383,-0.8606222561557548,-0.050696697843099825,-0.7602214163008207,-0.7455239549532353,0.0,1.0
2018-09-27,-0.40270785659801683,-0.8536231884057971,-0.0526697177726926,-0.7599160945842869,-0.7449656750572082,0.0,1.0
2018-09-28,-0.401494927923118,-0.854435207078026,-0.05327587521928152,-0.7595530470597208,-0.7447944474105712,0.0,1.0
2018-10-01,-0.40733790356554705,-0.8559227911608134,-0.05250660641109111,-0.7657692160392171,-0.7483053119374976,0.0,1.0
2018-10-02,-0.40737334253085,-0.8613857591783551,-0.05154441634092129,-0.7647735111519889,-0.7472215835057867,0.0,1.0
2018-10-03,-0.40693220988127154,-0.8560704710838759,-0.05109153581003447,-0.7659900421294523,-0.7498659517426273,0.0,1.0
2018-10-04,-0.4073747894011334,-0.8548782355644049,-0.05169244907336499,-0.7660438045642517,-0.7490810231275846,0.0,1.0
2018-10-05,-0.391269477543538,-0.8474259089520317,-0.03387564925145126,-0.7804766269477543,-0.7660785212343415,0.0,1.0
2018-10-08,-0.3895772177957379,-0.8447257062254585,-0.03152758186878121,-0.7814036826655485,-0.7650871106705807,0.0,1.0
2018-10-09,-0.393400045833015,-0.8467267588419525,-0.03785043159422504,-0.779886945229547,-0.7615537392101445,0.0,1.0
2018-10-10,-0.3934476306846386,-0.846309519263813,-0.03784031463591584,-0.7800603306731834,-0.7607392416663484,0.0,1.0
2018-10-11,-0.3340495684066239,-0.8343274182195384,-0.0,-0.7633460526803245,-0.772904086244582,0.0,1.0
2018-10-12,-0.3329918407668947,-0.8242654860780799,-0.0,-0.7469174197797372,-0.7547107679923897,0.0,1.0
2018-10-15,-0.29189447033354127,-0.8721608630242542,-0.0,-0.7439181007595494,-0.7613473746009614,0.0,1.0
2018-10-16,-0.28361723262573124,-0.8909164489901034,-0.0,-0.7436444575254774,-0.7608991574997241,0.0,1.0
2018-10-17,-0.26661836623800034,-0.8585763448650606,-0.0,-0.7354464770874841,-0.7619271871037855,0.0,1.0
2018-10-18,-0.26627304669105667,-0.8582243633860978,-0.0,-0.735827869743181,-0.7619444343825842,0.0,1.0
2018-10-19,-0.25095289464221504,-0.8481481481481481,-0.0,-0.7359942466738583,-0.7607335490830636,0.0,1.0
2018-10-22,-0.25359835503769707,-0.8596010244940658,-0.0,-0.7345694599761913,-0.7596407056022509,0.0,1.0
2018-10-23,-0.26150899761509,-0.8622533786225338,-0.0,-0.7311194623111947,-0.758618197586182,0.0,1.0
2018-10-24,-0.26007670598451404,-0.8662710760547072,-0.0,-0.7325783341775816,-0.7592807004848398,0.0,1.0
2018-10-25,-0.22917252037089073,-0.8231947176173083,-0.0,-0.7302261871312168,-0.7296291093003654,0.0,1.0
2018-10-26,-0.2060760199282305,-0.8114482806675261,-0.0,-0.7439640455701495,-0.7224680347002055,0.0,1.0
2018-10-29,-0.19828935016167729,-0.8130802127881507,-0.0,-0.7423594450818818,-0.7232015576648935,0.0,1.0
2018-10-30,-0.17506103941402162,-0.8181025462155563,-0.0,-0.7477851412626438,-0.7470177886292292,0.0,1.0
2018-10-31,-0.20077896090902594,-0.8080826127349389,-0.0,-0.7895018938040449,-0.7748159794182806,0.0,1.0
2018-11-01,-0.15284795172839952,-0.8746683144923848,-0.0,-0.8106212060630293,-0.7967358511140997,0.0,1.0
2018-11-02,-0.15431450005436162,-0.8655093683180517,-0.0,-0.8105678976552023,-0.7937157974848693,0.0,1.0
2018-11-05,-0.15025906735751293,-0.8770245298742707,-0.0,-0.8115149099605058,-0.7845211783035616,0.0,1.0
2018-11-06,-0.15948182016111476,-0.8860947819145075,-0.0,-0.8069888961463096,-0.7761811452209885,0.0,1.0
2018-11-07,-0.15877447425670776,-0.885859318346628,-0.0,-0.8055837563451776,-0.7755982596084119,0.0,1.0
2018-11-08,-0.1413360192812691,-0.8830173747257095,-0.0,-0.7971150041368394,-0.7757473290406129,0.0,1.0
2018-11-09,-0.14072954888840924,-0.8830131664148501,-0.0,-0.798150946111231,-0.7754874451399382,0.0,1.0
2018-11-12,-0.1396948205458844,-0.8646034816247583,-0.0,-0.8053227308546458,-0.7722974425102085,0.0,1.0
2018-11-13,-0.12274830900676396,-0.8618013527945888,-0.0,-0.8057671769312924,-0.7697045211819153,0.0,1.0
2018-11-14,-0.12226654320108271,-0.8627038962889095,-0.0,-0.806218391623335,-0.7703540138186481,0.0,1.0
2018-11-15,-0.1210127662600903,-0.863518367056648,-0.0,-0.80914618968031,-0.7623839834998755,0.0,1.0
2018-11-16,-0.1246653100567634,-0.8705151547606297,-0.0,-0.8123951304844526,-0.7624504658884009,0.0,1.0
