Date,IWF,IWM,MTUM,SPY,SRNE,VLUE,VXX
2018-09-24,-2.141752914974453,-3.595571859033146,-0.9534914188392507,-2.8140966854447793,1.0,-2.596095899384253,0.0
2018-09-25,-2.14425971985862,-3.589344154994109,-0.9594187720905877,-2.808875507265349,1.0,-2.588820526246891,0.0
2018-09-26,-2.186012498337987,-3.6662677835394226,-0.9815184151043744,-2.856003191065018,1.0,-2.6063023534104506,0.0
2018-09-27,-2.185922974767596,-3.6576361221779545,-0.9798140770252323,-2.8537848605577687,1.0,-2.6031872509960157,0.0
2018-09-28,-2.1809840425531912,-3.6699468085106384,-0.9819148936170212,-2.8575797872340423,1.0,-2.6075797872340423,0.0
2018-10-01,-2.1808510638297873,-3.669547872340425,-0.9829787234042553,-2.857047872340426,1.0,-2.6075797872340423,0.0
2018-10-02,-2.18542250700841,-3.7168602322787345,-0.9720998531571218,-2.8633026298224533,1.0,-2.6116673341342946,0.0
2018-10-03,-2.188979537247559,-3.690785074227631,-0.9685702821987427,-2.8841781463153673,1.0,-2.641701217065668,0.0
2018-10-04,-2.1968724939855653,-3.6725474472066297,-0.971130713712911,-2.8934776797647688,1.0,-2.6312483293237103,0.0
2018-10-05,-2.1523038109148853,-3.642013012880096,-0.9253751161864294,-2.9075819944230514,1.0,-2.6511751427433277,0.0
2018-10-08,-2.142989540579902,-3.627168012710181,-0.9106315371375612,-2.913544287038263,1.0,-2.645571296173706,0.0
2018-10-09,-2.138693866737316,-3.6305470923301097,-0.8976023314346271,-2.9222413564710554,1.0,-2.6577030070207974,0.0
2018-10-10,-2.1418355184743745,-3.626274665607205,-0.9018673023440604,-2.923321414382201,1.0,-2.6498477022910873,0.0
2018-10-11,-1.933703050163852,-3.54386186034787,-0.6638517771615832,-2.818250567179229,1.0,-2.644315603730779,0.0
2018-10-12,-1.9476096110973493,-3.503096358682189,-0.6445380232846173,-2.7391627446123357,1.0,-2.5510279910824867,0.0
2018-10-15,-1.9005545286506471,-3.5592113370301908,-0.581762168823167,-2.729513247073321,1.0,-2.551694393099199,0.0
2018-10-16,-1.8981276176398127,-3.564547918206455,-0.5760039418576004,-2.7288741069228872,1.0,-2.5507514166050753,0.0
2018-10-17,-1.824468723736343,-3.4150558290310964,-0.5067835274342658,-2.699843918837795,1.0,-2.5602113098811383,0.0
2018-10-18,-1.8225690276110447,-3.4114045618247295,-0.5085234093637455,-2.702280912364946,1.0,-2.560144057623049,0.0
2018-10-19,-1.7825258897750267,-3.374598262111653,-0.4654207832400905,-2.7165813593619808,1.0,-2.56433757885966,0.0
2018-10-22,-1.7825517733872887,-3.373244465603428,-0.4639371578195668,-2.717210188050464,1.0,-2.5648655082123306,0.0
2018-10-23,-1.7839638353556986,-3.370925529383774,-0.4689507494646681,-2.71163454675232,1.0,-2.5607899119676425,0.0
2018-10-24,-1.7865208605729228,-3.3622964459764653,-0.44989896588612865,-2.717936526803756,1.0,-2.569594674907881,0.0
2018-10-25,-1.6511232130701157,-3.1700703426367145,-0.39471295665985934,-2.6988881325164513,1.0,-2.4307919219423644,0.0
2018-10-26,-1.5998664737954822,-3.1111605652609327,-0.3427172582619339,-2.6883275842884164,1.0,-2.3852231000333814,0.0
2018-10-29,-1.5530997900320478,-3.1373632445574096,-0.29704939772350536,-2.6650458614211514,1.0,-2.3983865620510554,0.0
2018-10-30,-1.5414688017669795,-3.138597459966869,-0.28735505245720594,-2.666813914964108,1.0,-2.4093870789618994,0.0
2018-10-31,-1.5460806821908821,-3.064064720673445,-0.288509893954302,-2.6504864983054555,1.0,-2.3834043948835686,0.0
2018-11-01,-1.5144010473488978,-3.101352825660048,-0.2527820205105826,-2.653283875190923,1.0,-2.388064586515383,0.0
2018-11-02,-1.510582872028655,-3.077716270487355,-0.2375990448279605,-2.6524476283512426,1.0,-2.375990448279605,0.0
2018-11-05,-1.5,-3.1261418007829493,-0.23510221835580689,-2.661265767725098,1.0,-2.3516746411483256,0.0
2018-11-06,-1.5504123144584936,-3.1967014843320505,-0.20703683342495877,-2.684661902144035,1.0,-2.3561297416162725,0.0
2018-11-07,-1.5445164123394446,-3.192556811944231,-0.2133055220111977,-2.677132506312438,1.0,-2.350642221978263,0.0
2018-11-08,-1.5618795499669094,-3.187403485550408,-0.24652547981469222,-2.6787999117582175,1.0,-2.3556143834105447,0.0
2018-11-09,-1.5671014813177095,-3.1968826000442183,-0.24121158523104133,-2.6858279902719437,1.0,-2.363586115410126,0.0
2018-11-12,-1.5584358523725836,-3.163224956063269,-0.22956942003514938,-2.685632688927944,1.0,-2.3473198594024605,0.0
2018-11-13,-1.5076070419474026,-3.155509671810476,-0.16865898717670072,-2.6966963703542706,1.0,-2.338839382742882,0.0
2018-11-14,-1.512728459530026,-3.1562228024369015,-0.16851610095735423,-2.7008268059181897,1.0,-2.3406222802436902,0.0
2018-11-15,-1.510494834148994,-3.162479608482871,-0.15671560630777595,-2.7065796628602503,1.0,-2.339206090266449,0.0
2018-11-16,-1.5050472158905894,-3.1580375556279168,-0.14555519374796483,-2.7062845978508627,1.0,-2.339303158580267,0.0
2018-11-19,-1.5052688756110808,-3.1638240086909284,-0.13753394894079304,-2.7129820749592612,1.0,-2.3439435089625205,0.0
2018-11-20,-1.44713608957795,-3.1523471145564166,-0.06524547803617571,-2.7253445305770887,1.0,-2.376507321274763,0.0
2018-11-21,-1.470619772678533,-3.1445421402530562,-0.0861033669311602,-2.72957323611409,1.0,-2.291872185288441,0.0
2018-11-23,-1.46848582129481,-3.1128945960406633,-0.09470304975922954,-2.7348314606741573,1.0,-2.289994649545211,0.0
2018-11-26,-1.4670658682634727,-3.1181565440547474,-0.09249358426005132,-2.73011120615911,1.0,-2.285072711719418,0.0
2018-11-27,-1.4513321303470967,-3.121006262604819,-0.05901708948094682,-2.7163783037894067,1.0,-2.266850652796943,0.0
2018-11-28,-1.45124547583564,-3.1560570576964024,-0.050138386203959974,-2.717159889291037,1.0,-2.2703853523525654,0.0
2018-11-29,-1.3677738070212317,-3.126235022072735,-0.0,-2.7210426739541727,1.0,-2.295774647887324,0.0
2018-11-30,-1.3675528002521802,-3.126195229589156,-0.0,-2.72165598402858,1.0,-2.292108857833351,0.0
2018-12-03,-1.3613445378151259,-3.128886554621849,-0.0,-2.721953781512605,1.0,-2.292016806722689,0.0
2018-12-04,-1.3377968406737106,-3.13442828747777,-0.0,-2.7071869442410295,1.0,-2.281933256616801,0.0
2018-12-06,-1.279076799032453,-2.9147349324732916,-0.06541019955654102,-2.659746018947793,1.0,-2.1595444466841363,0.0
2018-12-07,-1.2791775851642815,-2.915238863132433,-0.0647046966337432,-2.660350735738762,1.0,-2.1592420882886514,0.0
2018-12-10,-1.2159260363853266,-2.9239487026543394,-0.03280644199224575,-2.657520628293071,1.0,-2.1111442489313053,0.0
2018-12-11,-1.2095313899114515,-2.930554173714058,-0.02676350611879415,-2.6585414386628194,1.0,-2.123967764401552,0.0
2018-12-12,-1.2085883415270393,-2.964583124310224,-0.006421189926758304,-2.6905789104043345,1.0,-2.162937694391492,0.0
2018-12-13,-1.2042267628205128,-2.951121794871795,-0.012219551282051282,-2.6936097756410255,1.0,-2.1548477564102564,0.0
2018-12-14,-1.2041758682995383,-2.9735996787793617,-0.0012045773940975708,-2.6966472595864284,1.0,-2.1625175667536642,0.0
2018-12-17,-1.1414131203881532,-3.011624380875366,-0.0,-2.687961184676033,1.0,-2.267158596987769,0.0
2018-12-18,-1.1018018018018019,-2.9739739739739735,-0.0,-2.6704704704704705,1.0,-2.2637637637637638,0.0
