Date,HYAC,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-06-09,1.0,-1.3001732244493938,-0.7748082157881712,-1.2839643652561248,-1.3536253402623113,-0.4740781984657263,0.0
2020-06-10,1.0,-1.3040089086859687,-0.7712818609255134,-1.2886661717396684,-1.3546770601336302,-0.46789161098737936,0.0
2020-06-11,1.0,-1.3060694178061005,-0.7680504856771639,-1.2926436923838398,-1.3544515250881644,-0.46569325001546746,0.0
2020-06-12,1.0,-1.3103740981022254,-0.69738677014491,-1.3195294973625173,-1.3585763657309162,-0.37731158673376586,0.0
2020-06-15,1.0,-1.3121933490823188,-0.6905324368526259,-1.324307953237628,-1.359924889454237,-0.3704040220485796,0.0
2020-06-16,1.0,-1.3146421218360178,-0.6819062613540027,-1.3220297929029912,-1.3635097493036212,-0.3734407169674216,0.0
2020-06-17,1.0,-1.310544751781616,-0.6754438941901195,-1.3199057857229133,-1.360731972460442,-0.3728107259330837,0.0
2020-06-18,1.0,-1.3115338164251207,-0.6731884057971015,-1.3213768115942028,-1.3607487922705315,-0.37179951690821256,0.0
2020-06-19,1.0,-1.3114734299516908,-0.6732487922705315,-1.321316425120773,-1.3606884057971016,-0.37198067632850246,0.0
2020-06-22,1.0,-1.311413043478261,-0.6730676328502416,-1.3222222222222222,-1.3603260869565217,-0.37167874396135264,0.0
2020-06-23,1.0,-1.3097307738742001,-0.6707714596160811,-1.321501871302668,-1.3607992273330918,-0.3736568876011107,0.0
2020-06-24,1.0,-1.3089460340456356,-0.6704696366050947,-1.3221055173246408,-1.3604370397199081,-0.3745019920318725,0.0
2020-06-25,1.0,-1.3052701159786069,-0.659095006309717,-1.3256414878913525,-1.356649239829337,-0.3626584940808846,0.0
2020-06-26,1.0,-1.3044000240110452,-0.655861696380335,-1.3240890809772496,-1.356083798547332,-0.36226664265562164,0.0
2020-06-29,1.0,-1.2992281457548016,-0.6478190630048466,-1.3247172859450729,-1.3517621013582242,-0.35977981212230004,0.0
2020-06-30,1.0,-1.3012782224345956,-0.6374985067494923,-1.327678891410823,-1.3512722494325646,-0.35521443077290643,0.0
2020-07-01,1.0,-1.2991886409736308,-0.6372747882114307,-1.322276577973989,-1.3548502565326335,-0.3522849301992602,0.0
2020-07-02,1.0,-1.2946859903381642,-0.641140335182203,-1.3184230929802587,-1.35271664579233,-0.35713007693684024,0.0
2020-07-06,1.0,-1.2955385900035785,-0.641655731838244,-1.3177859954670166,-1.352916616962901,-0.35661457712036265,0.0
2020-07-07,1.0,-1.2884535223009588,-0.6480676472339665,-1.3111415470731853,-1.3510986720657419,-0.35616030488894185,0.0
2020-07-08,1.0,-1.2886732932563538,-0.6475805011606451,-1.3127790012499256,-1.350038688173323,-0.35295518123921193,0.0
2020-07-09,1.0,-1.2863517372679676,-0.6489171822941456,-1.3103284150404568,-1.349119466920514,-0.354831032841504,0.0
2020-07-10,1.0,-1.2906969823224808,-0.6484733051604071,-1.3137313255163383,-1.3494434855068151,-0.34968156657341826,0.0
2020-07-13,1.0,-1.2939321832242714,-0.6473527662105889,-1.3145151695419393,-1.3492563950029746,-0.34384295062462816,0.0
2020-07-14,1.0,-1.287062874784777,-0.6420471412456213,-1.3077836489936472,-1.3534405984682063,-0.3469096954224307,0.0
2020-07-15,1.0,-1.2910203839068164,-0.6374873714863017,-1.3118797171212933,-1.3548463778451298,-0.34765555357461225,0.0
2020-07-16,1.0,-1.2935828877005346,-0.6295900178253119,-1.3130718954248366,-1.3555555555555556,-0.3499702911467617,0.0
2020-07-17,1.0,-1.2938064669519733,-0.6299334284355682,-1.3137779362815027,-1.354493580599144,-0.35193770803613883,0.0
2020-07-20,1.0,-1.3030665311734113,-0.638412337856417,-1.3178910873333731,-1.3548329248610198,-0.3634407316635782,0.0
2020-07-21,1.0,-1.2913879598662208,-0.6434543717152412,-1.3108576206402291,-1.3549928332537027,-0.371595795508839,0.0
2020-07-22,1.0,-1.2896811178788965,-0.6452287113340499,-1.309148453361997,-1.3548907201719815,-0.37268601457064376,0.0
2020-07-23,1.0,-1.293818442941775,-0.6519059302255998,-1.3123092573753814,-1.3559930584644844,-0.370055651965771,0.0
2020-07-24,1.0,-1.2822585473923718,-0.6639123405784085,-1.3033950062870487,-1.3553080653853062,-0.38273157295970306,0.0
2020-07-27,1.0,-1.2829793598564165,-0.6649715824110081,-1.3008076577924021,-1.3551899491474724,-0.3787615913849836,0.0
2020-07-28,1.0,-1.2829510749146655,-0.6627342954667944,-1.297383076830948,-1.358344811066531,-0.3870291634229595,0.0
2020-07-29,1.0,-1.28432198291421,-0.6657441944411021,-1.2958127782456985,-1.357839008542895,-0.4124052460594393,0.0
2020-07-30,1.0,-1.2836018273623466,-0.6589324356816542,-1.2960447222890117,-1.3578384226977638,-0.41464294301514787,0.0
2020-07-31,1.0,-1.2828690053553162,-0.6644202418918106,-1.2952644563451472,-1.3567603345568326,-0.41789518021541605,0.0
2020-08-03,1.0,-1.277928334838904,-0.6699789220114424,-1.2947907256850346,-1.354591990364348,-0.42499247214694363,0.0
2020-08-04,1.0,-1.2758745258594737,-0.6662050695406105,-1.2927328556806552,-1.3565536757179844,-0.4295261605153833,0.0
2020-08-05,1.0,-1.2767238783498946,-0.666064438422162,-1.2928635953026197,-1.3560373381511592,-0.4306534176452876,0.0
2020-08-06,1.0,-1.2775402035776666,-0.6618683370475215,-1.2948864663012707,-1.356441606938505,-0.4322712762753719,0.0
2020-08-07,1.0,-1.2785774767146487,-0.6741865247369058,-1.2956937220273377,-1.3526067497278338,-0.4470787468247248,0.0
2020-08-10,1.0,-1.2780467142684255,-0.6763887208035823,-1.2962604380975433,-1.3527169308967688,-0.4477187462180806,0.0
2020-08-11,1.0,-1.277354151537158,-0.6787097555071412,-1.294480755265069,-1.3520334059549746,-0.4492253691600097,0.0
2020-08-12,1.0,-1.2722820171725724,-0.6804329423146693,-1.2863707824404402,-1.3529447333413955,-0.45464989720643373,0.0
2020-08-13,1.0,-1.266497461928934,-0.6889050036258159,-1.2739303843364758,-1.3518249939569738,-0.4618685037466764,0.0
2020-08-14,1.0,-1.266678752719362,-0.6890862944162437,-1.273990814599952,-1.3518249939569738,-0.4614454919023447,0.0
2020-08-17,1.0,-1.2675213158372136,-0.692205357682772,-1.2738102436959546,-1.3512729031867934,-0.4622361976174639,0.0
2020-08-18,1.0,-1.265743149234771,-0.6911862561248563,-1.2693726937269372,-1.3528522170467605,-0.47002601173552716,0.0
2020-08-19,1.0,-1.266553583328285,-0.6955836917671292,-1.2674017083661477,-1.3525776943115042,-0.4759193069606834,0.0
2020-08-20,1.0,-1.2660367072505907,-0.6962868738263978,-1.266945302562239,-1.3521715427948393,-0.4758616512205464,0.0
2020-08-21,1.0,-1.2657944151674845,-0.6958022896601854,-1.26797504391544,-1.3524138348779455,-0.47531649403355747,0.0
2020-08-24,1.0,-1.2663112618888956,-0.6957654328466711,-1.269582601320652,-1.3526382746713517,-0.47379899436602657,0.0
2020-08-25,1.0,-0.43993295306714697,-0.06069248473931752,-0.4378064645251676,-0.5633193235264685,-0.0,0.0
2020-08-26,1.0,-0.43869918699186994,-0.06048780487804878,-0.43899937460913074,-0.5633520950594122,-0.0,0.0
2020-08-27,1.0,-0.4337908659845271,-0.06316446219116546,-0.4388070875967057,-0.5598702271025705,-0.0,0.0
2020-08-28,1.0,-0.43040871663474217,-0.06651906763849846,-0.43518495484962316,-0.5554864548869375,-0.0,0.0
2020-08-31,1.0,-0.4303548780184527,-0.06490761234488075,-0.4372186715077963,-0.5544005371664469,-0.0,0.0
2020-09-01,1.0,-0.42995301195833235,-0.06618104069810805,-0.4347264003182259,-0.5552793178032469,-0.0,0.0
2020-09-02,1.0,-0.4270165498732667,-0.06572734953531137,-0.4351175388897172,-0.557104517668108,-0.0,0.0
2020-09-03,1.0,-0.4292670807453416,-0.0657888198757764,-0.43500621118012417,-0.5544099378881987,-0.0,0.0
2020-09-04,1.0,-0.4028405740121879,-0.07504423039119325,-0.4112689207784549,-0.5680902299980343,-0.0,0.0
2020-09-08,1.0,-0.39843884238690197,-0.0771496600309286,-0.4101475244851371,-0.5689143081568031,-0.0,0.0
2020-09-09,1.0,-0.38595805971242336,-0.08993481922710739,-0.3913531723750702,-0.5739813978468374,-0.0,0.0
2020-09-10,1.0,-0.3788995064069832,-0.0913998103435699,-0.3838354365745131,-0.5773579400393901,-0.0,0.0
2020-09-11,1.0,-0.024614131842913722,-0.05558228769540166,-0.06924035483831169,-0.08436663335430779,-0.0,0.0
2020-09-14,1.0,-0.024715579576022308,-0.05536635324893265,-0.06924804422398263,-0.08459810962217121,-0.0,0.0
2020-09-15,1.0,-0.025169732131835574,-0.055017899024811745,-0.06847302802123194,-0.08575484508085422,-0.0,0.0
2020-09-16,1.0,-0.025903726132361117,-0.05469937588827782,-0.06751529382685534,-0.0877464005437805,-0.0,0.0
2020-09-17,1.0,-0.024182586560561502,-0.05666905568049823,-0.06661641499641648,-0.08821639522526753,-0.0,0.0
2020-09-18,1.0,-0.02516944540642161,-0.0562014545094741,-0.06699896106466136,-0.08845792311878493,-0.0,0.0
2020-09-21,1.0,-0.025033703973976824,-0.05627636021817912,-0.06724715835301975,-0.08828585917304672,-0.0,0.0
2020-09-22,1.0,-0.02606940281871548,-0.055309241324647665,-0.06865974785128676,-0.0884254328387784,-0.0,0.0
2020-09-23,1.0,-0.025885558583106264,-0.05517711171662125,-0.06894971513500124,-0.08853108744116919,-0.0,0.0
2020-09-24,1.0,-0.024982994248964194,-0.05469049533114836,-0.06803537196215448,-0.08907303197081196,-0.0,0.0
2020-09-25,1.0,-0.025090315237294006,-0.055042806948087296,-0.06788489137427624,-0.08917701786509626,-0.0,0.0
2020-09-28,1.0,-0.02485907832278481,-0.054947092563291146,-0.06674001186708861,-0.08960888053797468,-0.0,0.0
2020-09-29,1.0,-0.025025952839982206,-0.05432794502941322,-0.06671115724949331,-0.08978446784319542,-0.0,0.0
2020-09-30,1.0,-0.025038311335211824,-0.054290869543724356,-0.06688417618270799,-0.08963616590043996,-0.0,0.0
2020-10-01,1.0,-0.025011739699957986,-0.05462049875188453,-0.06671856849805986,-0.08940708336422727,-0.0,0.0
2020-10-02,1.0,-0.025036145471621172,-0.05418731386626793,-0.06649531035675889,-0.09002384983255687,-0.0,0.0
2020-10-05,1.0,-0.023438754214159578,-0.05595415982315967,-0.06494436691900168,-0.09058127616483692,-0.0,0.0
2020-10-06,1.0,-0.02458530805687204,-0.05377419036334913,-0.06527695497630331,-0.09056575829383887,-0.0,0.0
2020-10-07,1.0,-0.024054770862887806,-0.054474804169493615,-0.06494788132979708,-0.09010053660642693,-0.0,0.0
2020-10-08,1.0,-0.023984511801119688,-0.0541963647125558,-0.06503563765506697,-0.08990800799072682,-0.0,0.0
2020-10-09,1.0,-0.023145349339321185,-0.05487767263395556,-0.06456269354619817,-0.09118724785017211,-0.0,0.0
2020-10-12,1.0,-0.022325007708911503,-0.05510946654332408,-0.06460684551341352,-0.0913845205057046,-0.0,0.0
2020-10-13,1.0,-0.019560715870433364,-0.05737563476803234,-0.06478331607750333,-0.09085194497855346,-0.0,0.0
2020-10-14,1.0,-0.019532934869677738,-0.057280177460102284,-0.06497011522583031,-0.09057859387516175,-0.0,0.0
2020-10-15,1.0,-0.019410655525566606,-0.057233704292527825,-0.0650842360828681,-0.09069397715088551,-0.0,0.0
2020-10-16,1.0,-0.019424655508171667,-0.0574728227376932,-0.06489264673256588,-0.09072645253531195,-0.0,0.0
2020-10-19,1.0,-0.019176258904143352,-0.05735623967858815,-0.06542850804762022,-0.09044637795469669,-0.0,0.0
2020-10-20,1.0,-0.018743842364532016,-0.05754926108374384,-0.0653448275862069,-0.0898768472906404,-0.0,0.0
2020-10-21,1.0,-0.01857074246025393,-0.05735009790278684,-0.06579806164796867,-0.08977500831250078,-0.0,0.0
2020-10-22,1.0,-0.01857074246025393,-0.05733778308683176,-0.06589658017560927,-0.08968880460081524,-0.0,0.0
2020-10-23,1.0,-0.01839901477832512,-0.057536945812807876,-0.06589901477832512,-0.08967980295566501,-0.0,0.0
2020-10-26,1.0,-0.018473588925699225,-0.057600650270330185,-0.0658152394792911,-0.0896831163712945,-0.0,0.0
2020-10-27,1.0,-0.017538033919984257,-0.057570502650383104,-0.06573688029615418,-0.08901843584351056,-0.0,0.0
2020-10-28,1.0,-0.018474103046628044,-0.05699666678966336,-0.06596312559192156,-0.08853301846180338,-0.0,0.0
