Date,HYAC,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-03-20,1.0,-1.4576842781435684,-1.3634976714308655,-1.5733900754777583,-1.5431186767303677,-1.0917777420908945,0.0
2020-03-23,1.0,-1.4398887564560987,-1.3976956694477554,-1.5112435439014702,-1.5221295192689712,-1.075009932459277,0.0
2020-03-24,1.0,-1.438627016766846,-1.4013761467889907,-1.4853685542549826,-1.5098861119898765,-1.07371085099652,0.0
2020-03-25,1.0,-1.3632529228947756,-1.3253662868136746,-1.3200384786147696,-1.4316264614473877,-0.9594494598194464,0.0
2020-03-26,1.0,-1.3641729378781173,-1.3220451527224435,-1.3090600560720083,-1.4261472628006493,-0.9564704146377454,0.0
2020-03-27,1.0,-1.325224711085747,-1.2744328720216864,-1.24668283635326,-1.3896418889998574,-0.8977029533456985,0.0
2020-03-30,1.0,-1.315546397612619,-1.2633224385391502,-1.261546113400597,-1.390081000426318,-0.874804604234759,0.0
2020-03-31,1.0,-1.3001342092251182,-1.2676414494596313,-1.2504061594970686,-1.377127922582468,-0.868263050081232,0.0
2020-04-01,1.0,-1.297436258627976,-1.273137061557966,-1.2351035357092548,-1.3734328778701226,-0.8641357937737709,0.0
2020-04-02,1.0,-1.294744121715076,-1.2087828492392807,-1.2158367911479944,-1.3670816044260026,-0.8291147994467496,0.0
2020-04-03,1.0,-1.2885291078194971,-1.2084739924216328,-1.211091973820186,-1.3573544609025145,-0.8240440923182913,0.0
2020-04-06,1.0,-1.2846159126793437,-1.1967460698839845,-1.2061508889956751,-1.354019358824741,-0.8232305896890232,0.0
2020-04-07,1.0,-1.2322397142479165,-1.1322926313004364,-1.158155840719672,-1.3220002645852627,-0.7698769678528905,0.0
2020-04-08,1.0,-1.2327181319044784,-1.132169081166898,-1.159290864589535,-1.322153866507905,-0.7688033339948402,0.0
2020-04-09,1.0,-1.2321932646228584,-1.1035252412525438,-1.1628700846845663,-1.315499245060067,-0.750607234293967,0.0
2020-04-13,1.0,-1.240859651421832,-1.0726641331411348,-1.1711440178220418,-1.3168654173764904,-0.7506224610142838,0.0
2020-04-14,1.0,-1.2437762054507338,-1.0643343815513626,-1.177869496855346,-1.3164963312368971,-0.7488862683438154,0.0
2020-04-15,1.0,-1.2225403435710567,-1.0697553357626235,-1.1556480999479437,-1.3105153565851118,-0.7486335242061426,0.0
2020-04-16,1.0,-1.2325008108984754,-1.0482646772624067,-1.1650989296140124,-1.312098605254622,-0.7292247810574115,0.0
2020-04-17,1.0,-1.229976003631883,-1.0513003437317596,-1.1612945067773526,-1.3115636552305596,-0.7314352422336079,0.0
2020-04-20,1.0,-1.2425476883284836,-1.0237956676365987,-1.1744584545748464,-1.3095376656967346,-0.7158098933074685,0.0
2020-04-21,1.0,-1.2447502746010208,-1.025974025974026,-1.1777476255088195,-1.3087807714673387,-0.7039477935000323,0.0
2020-04-22,1.0,-1.2309716339365937,-1.0326017199332562,-1.1601206520343987,-1.304903093312797,-0.6891284815813119,0.0
2020-04-23,1.0,-1.2208714569070318,-1.0388380574572909,-1.1506174419348645,-1.300914965768763,-0.6871200972551026,0.0
2020-04-24,1.0,-1.221191375007998,-1.038006270394779,-1.1510653272762172,-1.3010429330091495,-0.6870561136349095,0.0
2020-04-27,1.0,-1.219822352865998,-1.0343152917119305,-1.1504249472809764,-1.3017445204166402,-0.6839414659083648,0.0
2020-04-28,1.0,-1.2304206293483118,-1.0116806025403715,-1.1572732495053297,-1.3090572541009766,-0.6744750111699751,0.0
2020-04-29,1.0,-1.2286680707128725,-1.0133384389559001,-1.1557214882889784,-1.3081881421915884,-0.6761758886974281,0.0
2020-04-30,1.0,-1.229177247333672,-0.9797486033519553,-1.1639791772473338,-1.31570594210259,-0.659725749111224,0.0
2020-05-01,1.0,-1.239175911251981,-0.9632963549920761,-1.1669730586370841,-1.3200633914421553,-0.6495721077654517,0.0
2020-05-04,1.0,-1.2419385372625735,-0.9455417429166404,-1.1718937338297468,-1.324982646557708,-0.6260490944658296,0.0
2020-05-05,1.0,-1.2410550892913486,-0.9455417429166404,-1.1687385625039441,-1.3263709219410613,-0.628636334952988,0.0
2020-05-06,1.0,-1.2387287975282175,-0.9453937827101331,-1.1647644870420581,-1.326439245854089,-0.6302415032473674,0.0
2020-05-07,1.0,-1.2395032152313705,-0.944962804186105,-1.165300718698777,-1.325747068465515,-0.6288614298323036,0.0
2020-05-08,1.0,-1.2382662382662382,-0.9424179424179424,-1.1675801675801676,-1.3251433251433251,-0.6265986265986266,0.0
2020-05-11,1.0,-1.2463066574464075,-0.9224240900232603,-1.1762117306846043,-1.3302319733450683,-0.6114917960646257,0.0
2020-05-12,1.0,-1.245678003394732,-0.9230527440749355,-1.1743257685295783,-1.3309863582070787,-0.6124347771421388,0.0
2020-05-13,1.0,-1.2475241318791528,-0.9047887677071582,-1.1782625047010156,-1.33546446032343,-0.601980694496678,0.0
2020-05-14,1.0,-1.252532833020638,-0.8902439024390245,-1.18786741713571,-1.3400875547217013,-0.5831769856160101,0.0
2020-05-15,1.0,-1.252248875562219,-0.8921164417791104,-1.1880934532733634,-1.3392053973013494,-0.5752123938030984,0.0
2020-05-18,1.0,-1.2518111416437672,-0.8873344991256558,-1.1855483387459405,-1.3402448163877092,-0.5803147639270547,0.0
2020-05-19,1.0,-1.2672633476288147,-0.8407607682267387,-1.2222636584001492,-1.3429050904344584,-0.5421716700851513,0.0
2020-05-20,1.0,-1.269288110324264,-0.8354453969437197,-1.2248105354702448,-1.3432103366877872,-0.5391974158280531,0.0
2020-05-21,1.0,-1.270375883885374,-0.8222925195385188,-1.2326014142165984,-1.3448703634784767,-0.5325641979903238,0.0
2020-05-22,1.0,-1.2701277757102096,-0.8254558987718645,-1.2312988462969854,-1.3446842823471035,-0.5311996030269197,0.0
2020-05-26,1.0,-1.2701277757102096,-0.8253318446842824,-1.2312368192531944,-1.3447463093908945,-0.5312616300707108,0.0
2020-05-27,1.0,-1.2802508226237042,-0.8169119016576645,-1.2475321288880612,-1.3468057366362454,-0.5169801949462967,0.0
2020-05-28,1.0,-1.2917727413846631,-0.8062713443030115,-1.258491151816206,-1.3514436510400498,-0.501397081651661,0.0
2020-05-29,1.0,-1.296379106887771,-0.8010682566300231,-1.263027141171356,-1.355319545369853,-0.49500031053971805,0.0
2020-06-01,1.0,-1.295751024972046,-0.8047583550751646,-1.258852031308237,-1.3560069573860107,-0.4965213069946577,0.0
2020-06-02,1.0,-1.2953853797900754,-0.8034283584870506,-1.258679585118937,-1.3562511645239428,-0.49711198062232165,0.0
2020-06-03,1.0,-1.2952936793741463,-0.8026822302247609,-1.259903141686328,-1.3555817707686575,-0.49534335030423443,0.0
2020-06-04,1.0,-1.2980637954573662,-0.7962641181581234,-1.2684001489388108,-1.3555914111952339,-0.4874022589052997,0.0
2020-06-05,1.0,-1.294818492088117,-0.7962147067949117,-1.2654669562519394,-1.3553211293825629,-0.4935774123487434,0.0
2020-06-08,1.0,-1.2964979581734932,-0.7781215196139092,-1.2806583343645588,-1.3529266179928225,-0.4791486202202697,0.0
