Date,IWF,IWM,MTUM,PING,SPY,VLUE,VXX
2020-05-18,-0.6848632812500001,-0.37581380208333337,-0.5672526041666667,1.0,-0.6272786458333334,-0.0,0.0
2020-05-19,-0.6963740334004809,-0.3230879199428163,-0.6088764702059913,1.0,-0.6207355903567483,-0.0,0.0
2020-05-20,-0.7010627579706847,-0.31421235659267444,-0.6146446098345738,1.0,-0.6201371510286326,-0.0,0.0
2020-05-21,-0.7082924275148896,-0.33100988284573596,-0.6057006348583023,1.0,-0.6274625302703056,-0.0,0.0
2020-05-22,-0.7122609009481938,-0.3237967124905673,-0.6117326683946324,1.0,-0.6331572558154795,-0.0,0.0
2020-05-26,-0.7131923001116878,-0.3254713882136522,-0.6138887063924839,1.0,-0.6323828920570264,-0.0,0.0
2020-05-27,-0.7071395639860371,-0.34555094513600737,-0.5956332740565106,1.0,-0.6448330369492196,-0.0,0.0
2020-05-28,-0.7332208101667991,-0.31053084458565,-0.6166269526078899,1.0,-0.6491262907069103,-0.0,0.0
2020-05-29,-0.7323845771967566,-0.31328810193612444,-0.6154889955320205,1.0,-0.6484858513983122,-0.0,0.0
2020-06-01,-0.7428084594567504,-0.29491163008252314,-0.6477230964551801,1.0,-0.6555744879890414,-0.0,0.0
2020-06-02,-0.7507236620666442,-0.30316391787277014,-0.6532817233254797,1.0,-0.6587007741501179,-0.0,0.0
2020-06-03,-0.7503449668495271,-0.302594823814492,-0.6557062565207148,1.0,-0.656884192104466,-0.0,0.0
2020-06-04,-0.7524412418344669,-0.29076032056030704,-0.6717624082429793,1.0,-0.6522661458684086,-0.0,0.0
2020-06-05,-0.754446840048511,-0.2899878722544132,-0.6734267618919283,1.0,-0.650923056191888,-0.0,0.0
2020-06-08,-0.7546947566803527,-0.26812277041125393,-0.6985259473648785,1.0,-0.6441071548764892,-0.0,0.0
2020-06-09,-0.7560220697079801,-0.2656775669492666,-0.699401157313955,1.0,-0.6431839590902974,-0.0,0.0
2020-06-10,-0.7644859183398464,-0.2540762700444684,-0.7105174504783721,1.0,-0.6397048915240534,-0.0,0.0
2020-06-11,-0.7624983155908908,-0.2591294973723218,-0.7059695458833042,1.0,-0.6412208597224094,-0.0,0.0
2020-06-12,-0.7506774161174857,-0.2540059545713043,-0.7098986384772356,1.0,-0.6306827685411301,-0.0,0.0
2020-06-15,-0.7514150785410456,-0.2589677462571591,-0.706567974009445,1.0,-0.6323475231938909,-0.0,0.0
2020-06-16,-0.7570174850941247,-0.24891136866081595,-0.7022174582970455,1.0,-0.6415220740939237,-0.0,0.0
2020-06-17,-0.7591865498842243,-0.250444645793483,-0.7030772844726334,1.0,-0.6431088291553408,-0.0,0.0
2020-06-18,-0.763881890557291,-0.24139205213477105,-0.7094292720615405,1.0,-0.6444623601733346,-0.0,0.0
2020-06-19,-0.7775327407206352,-0.2403813530569315,-0.7171066024292596,1.0,-0.65776616679107,-0.0,0.0
2020-06-22,-0.7894180255168178,-0.2418639557890428,-0.7017807191103227,1.0,-0.6783107047826976,-0.0,0.0
2020-06-23,-0.796044076380809,-0.24341249743344057,-0.7046403394702622,1.0,-0.678016562863596,-0.0,0.0
2020-06-24,-0.7932924531533692,-0.24353396594840876,-0.7098763317460861,1.0,-0.6789763968346407,-0.0,0.0
2020-06-25,-0.7934905369793628,-0.24001505869468495,-0.7108388377425647,1.0,-0.6780861768027653,-0.0,0.0
2020-06-26,-0.7935340403694834,-0.23910366062264793,-0.7102976394115634,1.0,-0.6782415326719125,-0.0,0.0
2020-06-29,-0.7898617511520738,-0.2352278545826933,-0.7136371394435911,1.0,-0.6748591909882232,-0.0,0.0
2020-06-30,-0.8003554097464288,-0.2138609801107238,-0.7255143189118993,1.0,-0.6776365251862484,-0.0,0.0
2020-07-01,-0.7984432609586235,-0.2140174791752014,-0.7208794210023214,1.0,-0.6805612453912331,-0.0,0.0
2020-07-02,-0.8019064539273634,-0.2097440978509686,-0.7233250196453586,1.0,-0.6816426936349038,-0.0,0.0
2020-07-06,-0.8061161661079566,-0.21047410549360335,-0.7212150236026544,1.0,-0.6829034685640009,-0.0,0.0
2020-07-07,-0.7990708478513356,-0.21790667486506798,-0.716198674591788,1.0,-0.6828585092573615,-0.0,0.0
2020-07-08,-0.8003967439633355,-0.22032970791435808,-0.7138655174772557,1.0,-0.6856146111225119,-0.0,0.0
2020-07-09,-0.8030396385294721,-0.21989457109604985,-0.7149996576983638,1.0,-0.6851167248579447,-0.0,0.0
2020-07-10,-0.8065742167437083,-0.21489470980996406,-0.7189179934942648,1.0,-0.6836843006334532,-0.0,0.0
2020-07-13,-0.8064030131826743,-0.2150316726587913,-0.7189179934942648,1.0,-0.6836843006334532,-0.0,0.0
2020-07-14,-0.8316807738814994,-0.20929348764898947,-0.7384695111418207,1.0,-0.675349801347383,-0.0,0.0
2020-07-15,-0.8353249982731228,-0.20598190232783034,-0.7370656904054707,1.0,-0.6754161773848173,-0.0,0.0
2020-07-16,-0.8341680770957826,-0.20890470104659598,-0.7361403751165764,1.0,-0.6748644260992712,-0.0,0.0
2020-07-17,-0.838175278411842,-0.20927578335754304,-0.7370132115929999,1.0,-0.674067925572387,-0.0,0.0
2020-07-20,-0.8383050964903164,-0.20933374909053112,-0.7415029622700343,1.0,-0.675501507119842,-0.0,0.0
2020-07-21,-0.8712213873842389,-0.1882229599860213,-0.7639699458326052,1.0,-0.671221387384239,-0.0,0.0
2020-07-22,-0.8831646411935699,-0.1774594613525724,-0.7732637551220537,1.0,-0.6683710993590867,-0.0,0.0
2020-07-23,-0.8830905015410478,-0.17757074810871393,-0.7732558139534884,1.0,-0.6684645558980107,-0.0,0.0
2020-07-24,-0.8781580236545595,-0.1814682622996711,-0.770942683182868,1.0,-0.6686262159703269,-0.0,0.0
2020-07-27,-0.8801161407682081,-0.17907367242706218,-0.7682082138109564,1.0,-0.6708528650388301,-0.0,0.0
2020-07-28,-0.8788949116978493,-0.17908725301626158,-0.766812379786676,1.0,-0.6723553068718308,-0.0,0.0
2020-07-29,-0.8785886631464838,-0.1791446655243557,-0.7666888135119069,1.0,-0.6724831276007973,-0.0,0.0
2020-07-30,-0.8788748163179623,-0.18081309915331326,-0.7667063186620949,1.0,-0.6723462318941992,-0.0,0.0
2020-07-31,-0.8787656135194709,-0.18071446065568034,-0.7667681326755537,1.0,-0.6725796858052553,-0.0,0.0
2020-08-03,-0.8693903249501557,-0.18863898702298088,-0.7704361817482249,1.0,-0.6693833292525098,-0.0,0.0
2020-08-04,-0.8715066190376128,-0.19149681305596414,-0.7726062898368004,1.0,-0.6664915598515094,-0.0,0.0
2020-08-05,-0.8714715976745815,-0.19156685578202703,-0.7725712684737689,1.0,-0.6664915598515094,-0.0,0.0
2020-08-06,-0.8712919833292474,-0.19258922004693024,-0.7721080096662347,1.0,-0.6663047665744405,-0.0,0.0
2020-08-07,-0.8689242190783023,-0.19449502731474996,-0.7735677265723492,1.0,-0.6649040481860206,-0.0,0.0
2020-08-10,-0.8726833199033037,-0.19083488070630275,-0.7754966191360403,1.0,-0.664471148793049,-0.0,0.0
2020-08-11,-0.8756265993620079,-0.18792722683773266,-0.7792617520243978,1.0,-0.6626353980439583,-0.0,0.0
2020-08-12,-0.8805508712759976,-0.1840921866216976,-0.7875913434513772,1.0,-0.6609752670039348,-0.0,0.0
2020-08-13,-0.8759651832093219,-0.196581496560438,-0.7703916888951284,1.0,-0.666818756142075,-0.0,0.0
2020-08-14,-0.8729952166572874,-0.19850872256612265,-0.7678671918964546,1.0,-0.6777926280247608,-0.0,0.0
2020-08-17,-0.8719878988285784,-0.19878988285784638,-0.7681781405002286,1.0,-0.6788264677947021,-0.0,0.0
2020-08-18,-0.8718129066291542,-0.19915596975558292,-0.7637770353437665,1.0,-0.6820467733427115,-0.0,0.0
2020-08-19,-0.866138683562126,-0.20781414994720168,-0.7625483984512496,1.0,-0.6833509327701514,-0.0,0.0
2020-08-20,-0.8654184556908566,-0.2089462940803829,-0.7621243049201097,1.0,-0.6829027943971281,-0.0,0.0
2020-08-21,-0.8726368510158014,-0.20344243792325056,-0.7687288374717833,1.0,-0.6822799097065463,-0.0,0.0
2020-08-24,-0.8714144411473789,-0.21184824077999154,-0.7684400169563375,1.0,-0.6808675992652253,-0.0,0.0
2020-08-25,-0.8713392447097892,-0.21213834033984527,-0.7679725862860777,1.0,-0.6812449217508038,-0.0,0.0
2020-08-26,-0.8697848588688311,-0.21323347581870208,-0.7674426820221146,1.0,-0.6822694033277988,-0.0,0.0
2020-08-27,-0.873497383679819,-0.2099066610097582,-0.769268844576439,1.0,-0.6828949229246217,-0.0,0.0
2020-08-28,-0.8756366723259762,-0.20897000565930954,-0.7704442558007922,1.0,-0.6819821731748726,-0.0,0.0
2020-08-31,-0.8755615294825085,-0.2091542570124863,-0.7704361359697216,1.0,-0.6820062962045913,-0.0,0.0
2020-09-01,-0.8754556715625552,-0.2138028667492479,-0.7603256060874181,1.0,-0.6896124579720403,-0.0,0.0
2020-09-02,-0.8807219090167713,-0.21451618622132396,-0.7611247030457752,1.0,-0.6893592880190051,-0.0,0.0
2020-09-03,-0.8751548617748044,-0.2199214187108421,-0.7660613783582882,1.0,-0.6785600509716471,-0.0,0.0
2020-09-04,-0.8734373896461615,-0.2169291616639593,-0.7631541775549121,1.0,-0.6778374178967442,-0.0,0.0
2020-09-08,-0.8742093918942794,-0.2189675276491997,-0.7633652521112329,1.0,-0.6769018762587894,-0.0,0.0
2020-09-09,-0.8577100094859994,-0.24245511716965887,-0.7285598847626744,1.0,-0.6846080876927941,-0.0,0.0
2020-09-10,-0.8495980426424327,-0.23610625655365255,-0.7268437609227543,1.0,-0.6827333100314575,-0.0,0.0
2020-09-11,-0.8517481538515382,-0.2344521051342176,-0.7269800160991146,1.0,-0.6866272355020474,-0.0,0.0
2020-09-14,-0.8496679482698357,-0.23785389723872769,-0.7259349877665152,1.0,-0.6818245368752184,-0.0,0.0
2020-09-15,-0.8496285186089504,-0.2334228609299243,-0.722417942725592,1.0,-0.6825839757229063,-0.0,0.0
2020-09-16,-0.8492844677137872,-0.23399650959860388,-0.719650959860384,1.0,-0.6874694589877837,-0.0,0.0
2020-09-17,-0.8466850347016358,-0.23631988281658706,-0.7180971645799185,1.0,-0.6865343703135354,-0.0,0.0
2020-09-18,-0.8486382681564246,-0.2341131284916201,-0.7208798882681565,1.0,-0.6879539106145252,-0.0,0.0
2020-09-21,-0.8434925289764,-0.23945677977936045,-0.7271330819717917,1.0,-0.6810501326630359,-0.0,0.0
2020-09-22,-0.8516083916083916,-0.2247902097902098,-0.7403846153846154,1.0,-0.6797202797202797,-0.0,0.0
2020-09-23,-0.8489075336479636,-0.22335256074112916,-0.7434015032337004,1.0,-0.6802307288935501,-0.0,0.0
2020-09-24,-0.8455615942028986,-0.21763517279821626,-0.7358207915273133,1.0,-0.6847826086956522,-0.0,0.0
2020-09-25,-0.8448402049280311,-0.2190778238594779,-0.7367302129439235,1.0,-0.6845223573693932,-0.0,0.0
2020-09-28,-0.8418250156608895,-0.22012250295816804,-0.7319551750539431,1.0,-0.6862601795782001,-0.0,0.0
2020-09-29,-0.843831609735715,-0.22176956022145616,-0.7289599220028553,1.0,-0.6874542985479996,-0.0,0.0
2020-09-30,-0.8406083967079905,-0.22471090738618607,-0.7212556863562176,1.0,-0.6860436851060875,-0.0,0.0
2020-10-01,-0.8384836818922763,-0.23160961398397673,-0.7179273748829467,1.0,-0.6802275170811224,-0.0,0.0
2020-10-02,-0.8417719328603566,-0.22647516871431045,-0.7135490569302648,1.0,-0.6789756013151065,-0.0,0.0
2020-10-05,-0.8317724712306043,-0.23924387462418356,-0.7023533883954798,1.0,-0.6824135190240868,-0.0,0.0
2020-10-06,-0.8308175883389175,-0.2397499222824773,-0.7004593969120237,1.0,-0.6830852129460122,-0.0,0.0
2020-10-07,-0.8234686854783206,-0.24710942876806605,-0.7004473503097041,1.0,-0.6701307639366827,-0.0,0.0
2020-10-08,-0.8246905089408528,-0.24398211829436037,-0.7050550206327373,1.0,-0.6650618982118294,-0.0,0.0
2020-10-09,-0.8271477663230241,-0.24144329896907218,-0.7068041237113403,1.0,-0.6609965635738831,-0.0,0.0
2020-10-12,-0.8332185649359592,-0.2389478033328743,-0.7084423633108388,1.0,-0.6624087591240877,-0.0,0.0
2020-10-13,-0.817255738720446,-0.2520218880132154,-0.7108442027738583,1.0,-0.661424097463606,-0.0,0.0
2020-10-14,-0.8181974603393096,-0.2521077807219794,-0.7129288688530231,1.0,-0.6580749509618362,-0.0,0.0
2020-10-15,-0.8176001100866933,-0.2517201045823586,-0.7125017201045823,1.0,-0.6583872299435806,-0.0,0.0
2020-10-16,-0.8178690611346201,-0.2548938658960333,-0.7091203082533457,1.0,-0.658444283895827,-0.0,0.0
2020-10-19,-0.8182349905384483,-0.25460175468776874,-0.7100292447961465,1.0,-0.657663856872527,-0.0,0.0
2020-10-20,-0.8166666666666668,-0.2566666666666667,-0.7078350515463918,1.0,-0.6552577319587629,-0.0,0.0
2020-10-21,-0.8168994701713344,-0.2581710589692424,-0.7129980045413886,1.0,-0.6523773481043145,-0.0,0.0
2020-10-22,-0.8163890418502203,-0.25963656387665196,-0.7147921255506609,1.0,-0.6508122246696035,-0.0,0.0
2020-10-23,-0.8218861945439514,-0.25241113254340036,-0.7197230642050151,1.0,-0.650489115458804,-0.0,0.0
2020-10-26,-0.8205930920599972,-0.2519609192238888,-0.7203453970001376,1.0,-0.647275354341544,-0.0,0.0
2020-10-27,-0.8199216602528862,-0.24896921385376578,-0.7232339197361187,1.0,-0.6438290269378779,-0.0,0.0
2020-10-28,-0.8155029707730879,-0.24786207370264796,-0.7277878902359446,1.0,-0.6432668200707491,-0.0,0.0
2020-10-29,-0.7765540789341546,-0.2517658085896964,-0.7245003849630102,1.0,-0.5946506879121615,-0.0,0.0
2020-10-30,-0.7692230341221425,-0.2502849098344171,-0.7372125762552793,1.0,-0.5951598846953141,-0.0,0.0
2020-11-02,-0.7880816985766681,-0.24701369494262929,-0.741444866920152,1.0,-0.5883105084289512,-0.0,0.0
2020-11-03,-0.8006812586422044,-0.23847425044686518,-0.7455060537587265,1.0,-0.5879059728171057,-0.0,0.0
2020-11-04,-0.8010494097070398,-0.23443543775856848,-0.7425919074366822,1.0,-0.5854158958662675,-0.0,0.0
2020-11-05,-0.7663897507756982,-0.26603943549194276,-0.7230841090314617,1.0,-0.5807893771060622,-0.0,0.0
2020-11-06,-0.7748091603053435,-0.24083969465648855,-0.7753643303261624,1.0,-0.6787994448299791,-0.0,0.0
