Date,DRNA,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.756769055745165,-3.5560864618885097,-0.3369738339021615,-2.474971558589306,-2.2517633674630257,0.0
2018-09-25,1.0,-1.791125416714565,-3.5839751695597193,-0.361420852971606,-2.4963788941257614,-2.2626738705598344,0.0
2018-09-26,1.0,-1.790986433662911,-3.5842722464934464,-0.36031271556679695,-2.4971257760404693,-2.2643136353184636,0.0
2018-09-27,1.0,-1.7968081415519834,-3.618827338961489,-0.35480513472880765,-2.514282410084422,-2.279981496472765,0.0
2018-09-28,1.0,-1.792134181607866,-3.6231347599768653,-0.3572006940427993,-2.51417004048583,-2.28074031231926,0.0
2018-10-01,1.0,-1.795486111111111,-3.6216435185185185,-0.35787037037037034,-2.516898148148148,-2.2820601851851854,0.0
2018-10-02,1.0,-1.7979634343901874,-3.597315436241611,-0.36762323536218466,-2.521175653783846,-2.287317750520713,0.0
2018-10-03,1.0,-1.7945933456561924,-3.5789048059149726,-0.36541127541589646,-2.521834565619224,-2.291936229205176,0.0
2018-10-04,1.0,-1.8423333723790558,-3.59587677169966,-0.3724961930420523,-2.5915426964975987,-2.3113505915426966,0.0
2018-10-05,1.0,-1.8372400528909725,-3.66895059502344,-0.3168650078134391,-2.735665344392355,-2.4619545618463756,0.0
2018-10-08,1.0,-1.8242467718794833,-3.6489717838354854,-0.30296508847441417,-2.730870396939263,-2.4489478718316593,0.0
2018-10-09,1.0,-1.8259569377990432,-3.6522727272727273,-0.30322966507177035,-2.7316985645933016,-2.4484449760765554,0.0
2018-10-10,1.0,-1.8256189451022604,-3.653869154407367,-0.30044253079775146,-2.7326874775744527,-2.447673723238847,0.0
2018-10-11,1.0,-1.6206857142857143,-3.6258285714285714,-0.027428571428571427,-2.6662857142857144,-2.4883428571428574,0.0
2018-10-12,1.0,-1.650900900900901,-3.6085585585585584,-0.002027027027027027,-2.5975225225225222,-2.4022522522522523,0.0
2018-10-15,1.0,-1.56929469901168,-3.683849955076371,-0.0,-2.5774932614555257,-2.400157232704403,0.0
2018-10-16,1.0,-1.5622404310248064,-3.691996857110787,-0.0,-2.5736895274441576,-2.396677517117521,0.0
2018-10-17,1.0,-1.471351589134499,-3.5408556032112615,-0.0,-2.555702188496646,-2.4295612009237875,0.0
2018-10-18,1.0,-1.4754604610124629,-3.5565236572184844,-0.0,-2.560052939230175,-2.4369692290724605,0.0
2018-10-19,1.0,-1.4257272425616634,-3.5513770600597274,-0.0,-2.609114036057958,-2.474505032629134,0.0
2018-10-22,1.0,-1.4501009194886745,-3.6248037676609104,-0.0,-2.6361291769455035,-2.50224265530388,0.0
2018-10-23,1.0,-1.4808496215116935,-3.6540503897864642,-0.0,-2.6458027341543326,-2.517455654728279,0.0
2018-10-24,1.0,-1.472989737227924,-3.640690199616556,-0.0,-2.6445246419307544,-2.519566933573926,0.0
2018-10-25,1.0,-1.3205949408316144,-3.4632504614048423,-0.0,-2.674193898599501,-2.3984366518293347,0.0
2018-10-26,1.0,-1.2458583940065422,-3.363511659807956,-0.0,-2.6240371425556615,-2.318560725968134,0.0
2018-10-29,1.0,-1.1706240806892205,-3.4036562303004834,-0.0,-2.593086782937592,-2.3391468795965538,0.0
2018-10-30,1.0,-1.1209711620016964,-3.437871077184054,-0.0,-2.626484308736217,-2.4168787107718406,0.0
2018-10-31,1.0,-1.1396206533192834,-3.364172813487882,-0.0,-2.6284510010537407,-2.4051633298208643,0.0
2018-11-01,1.0,-1.07230834572096,-3.45774049692079,-0.0,-2.6532172435761305,-2.4346995115735823,0.0
2018-11-02,1.0,-1.087427669647554,-3.347606522882693,-0.0,-2.6749079431877956,-2.4108364018937403,0.0
2018-11-05,1.0,-1.0773922187171399,-3.3745531019978965,-0.0,-2.6750788643533125,-2.388328075709779,0.0
2018-11-06,1.0,-1.1055526176626125,-3.412585933368588,-0.0,-2.6781597038603913,-2.38011634056055,0.0
2018-11-07,1.0,-1.119575699132112,-3.4546233794064074,-0.0,-2.7232401157184185,-2.4173363334404803,0.0
2018-11-08,1.0,-1.0166245791245792,-3.4327651515151514,-0.0,-2.6649831649831652,-2.4075126262626263,0.0
2018-11-09,1.0,-1.0156759600210417,-3.431877958968964,-0.0,-2.6663861125723303,-2.4068385060494477,0.0
2018-11-12,1.0,-1.0096143797680008,-3.369108579788902,-0.0,-2.6807398892256247,-2.3909499425227296,0.0
2018-11-13,1.0,-0.9312602291325696,-3.3218085106382977,-0.0,-2.6386047463175126,-2.3374590834697218,0.0
2018-11-14,1.0,-0.9368852459016392,-3.3239754098360654,-0.0,-2.644467213114754,-2.3406762295081966,0.0
2018-11-15,1.0,-0.929287760949652,-3.325112566516578,-0.0,-2.6443921408104787,-2.3345272206303727,0.0
2018-11-16,1.0,-0.9166497255539744,-3.2931490140272413,-0.0,-2.6262451717828825,-2.3285220573287253,0.0
2018-11-19,1.0,-0.9118126272912424,-3.3015274949083504,-0.0,-2.635132382892057,-2.334725050916497,0.0
2018-11-20,1.0,-0.7916248242619,-3.2605944968869247,-0.0,-2.6238200441855795,-2.366137778670416,0.0
2018-11-21,1.0,-0.8130915612234731,-3.2496761980671516,-0.0,-2.6243897578957855,-2.275978878150842,0.0
2018-11-23,1.0,-0.8133505513062481,-3.219926492500248,-0.0,-2.6274957782854877,-2.272673090295023,0.0
2018-11-26,1.0,-0.8118525896414343,-3.2484063745019918,-0.0,-2.6281872509960156,-2.271613545816733,0.0
2018-11-27,1.0,-0.777931854199683,-3.2614896988906503,-0.0,-2.611628367670365,-2.2538629160063395,0.0
2018-11-28,1.0,-0.7803307913241556,-3.2568089531544024,-0.0,-2.6122610676438542,-2.254531048826384,0.0
2018-11-29,1.0,-0.6731873479318735,-3.204476885644769,-0.0,-2.591824817518248,-2.2628710462287107,0.0
2018-11-30,1.0,-0.6716606673800953,-3.204689172098453,-0.0,-2.5922755131822157,-2.2599474657067806,0.0
2018-12-03,1.0,-0.6661486158329286,-3.202816901408451,-0.0,-2.5885381253035455,-2.2559494900437107,0.0
2018-12-04,1.0,-0.6383617350890782,-3.216789310611929,-0.0,-2.5767815646785435,-2.250484120836561,0.0
2018-12-06,1.0,-0.5923848064011772,-2.9815138416260467,-0.0,-2.513013887611515,-2.110181182746252,0.0
2018-12-07,1.0,-0.5979030626322083,-2.9813298997516786,-0.0,-2.5131058585486987,-2.104754897452405,0.0
2018-12-10,1.0,-0.5298299289120849,-2.9579771438855396,-0.0,-2.4737694591919372,-2.0368937280662287,0.0
2018-12-11,1.0,-0.5343229869545659,-2.9555555555555557,-0.0,-2.4734143049932524,-2.0335582546108864,0.0
2018-12-12,1.0,-0.5371186898227301,-2.955007648699721,-0.0,-2.4743093674075407,-2.0320345541257985,0.0
2018-12-13,1.0,-0.5359259924555416,-2.9464702712412434,-0.0,-2.4731453206394827,-2.025956529549129,0.0
2018-12-14,1.0,-0.5320935271282838,-2.9811320754716983,-0.0,-2.4758508621467907,-2.038638620565135,0.0
2018-12-17,1.0,-0.4812853424288664,-2.979355533614577,-0.0,-2.4390988241630014,-2.076205008527062,0.0
2018-12-18,1.0,-0.4385653409090909,-2.9418501420454546,-0.0,-2.422141335227273,-2.0751953125,0.0
2018-12-19,1.0,-0.41517537580529706,-2.9710987831066573,-0.0,-2.4592877594846096,-2.1021832498210453,0.0
2018-12-20,1.0,-0.40739752822975017,-2.9266471058949053,-0.0,-2.4726593758335556,-2.084555881568418,0.0
2018-12-21,1.0,-0.38865897684247597,-2.919873205952276,-0.0,-2.465615919697103,-2.0309060491326933,0.0
2018-12-24,1.0,-0.3434378528619821,-2.868496482237471,-0.0,-2.4360288369669068,-2.0378702336489187,0.0
2018-12-26,1.0,-0.3419327006039689,-2.9144089732528045,-0.0,-2.371268334771355,-2.0005176876617776,0.0
2018-12-27,1.0,-0.19943250912038915,-2.773652209160924,-0.0,-2.154114308877179,-1.979813538710985,0.0
2018-12-28,1.0,-0.18037459283387622,-2.80700325732899,-0.0,-2.169543973941368,-1.986400651465798,0.0
2018-12-31,1.0,-0.17261953412341643,-2.828606456885983,-0.0,-2.1788312219043724,-1.9932979158152841,0.0
2019-01-02,1.0,-0.16401338884806924,-2.827741040084905,-0.0,-2.174463221487468,-1.9977140991101314,0.0
2019-01-03,1.0,-0.13855421686746988,-2.863096220498432,-0.0,-2.189305165868955,-2.061231226274963,0.0
2019-01-04,1.0,-0.0833809718252348,-2.8673744385463453,-0.0,-2.1583503470804413,-2.0574928542262145,0.0
2019-01-07,1.0,-0.034842379710831956,-2.7726159437465436,-0.0,-2.1132969898080116,-1.9799320534091809,0.0
2019-01-08,1.0,-0.04617090361922864,-2.7285974499089254,-0.0,-2.1607666112299047,-1.9839233388770097,0.0
2019-01-09,1.0,-0.0358332012050103,-2.698905977485334,-0.0,-2.1743301094022516,-2.018630093546853,0.0
2019-01-10,1.0,-0.039939773357635315,-2.689832791821856,-0.0,-2.1802044536017116,-2.0145811870988193,0.0
2019-01-11,1.0,-0.05572973820348017,-2.592334221664838,-0.0,-2.1568427653237188,-2.033390813607148,0.0
2019-01-14,1.0,-0.08444619010212097,-2.5944226237234878,-0.0,-2.1636292223095053,-2.0129615082482326,0.0
2019-01-15,1.0,-0.07989263440435779,-2.601484171469172,-0.0,-2.171074445409331,-2.0421567853477542,0.0
2019-01-16,1.0,-0.06641949988167548,-2.6062159816991404,-0.0,-2.1661276327206753,-2.049538534353554,0.0
2019-01-17,1.0,-0.07999052432090967,-2.5878079595704357,-0.0,-2.171983575489577,-2.0566171825647506,0.0
2019-01-18,1.0,-0.09694162740557373,-2.583646091192206,-0.0,-2.192046634193084,-2.112672682264633,0.0
2019-01-22,1.0,-0.0,-2.8153986559362814,-0.0,-2.4196465610221525,-2.0616444038828505,0.0
2019-01-23,1.0,-0.0,-2.786624203821656,-0.0,-2.4806402950050286,-2.1136439825678845,0.0
2019-01-24,1.0,-0.0,-2.8017183288409706,-0.0,-2.491324123989218,-2.130138140161725,0.0
2019-01-25,1.0,-0.0,-2.735171696149844,-0.0,-2.732310093652445,-2.2040409295872356,0.0
2019-01-28,1.0,-0.0,-2.661065396275444,-0.0,-2.810913815504547,-2.1897791251624077,0.0
2019-01-29,1.0,-0.0,-2.622730037362065,-0.0,-2.840125119471718,-2.2260839343122774,0.0
2019-01-30,1.0,-0.0,-2.619652173913043,-0.0,-2.840086956521739,-2.235913043478261,0.0
2019-01-31,1.0,-0.0,-2.6603987115870114,-0.0,-2.7528510490119267,-2.2922434055889265,0.0
2019-02-01,1.0,-0.0,-2.6602703881378105,-0.0,-2.7658089838639337,-2.2961186218927168,0.0
2019-02-04,1.0,-0.0,-2.638891302458945,-0.0,-2.7543661482318185,-2.29559475193327,0.0
2019-02-05,1.0,-0.0,-2.5813073105072766,-0.0,-2.6035164465382348,-2.2276436443173213,0.0
2019-02-06,1.0,-0.0,-2.59636977627691,-0.0,-2.594512452511608,-2.2514140987758546,0.0
2019-02-07,1.0,-0.0,-2.605289757412399,-0.0,-2.590043800539083,-2.2279312668463613,0.0
2019-02-08,1.0,-0.0,-2.6109607577807847,-0.0,-2.624069688768606,-2.222428958051421,0.0
2019-02-11,1.0,-0.0,-2.613921387088629,-0.0,-2.6046629071626968,-2.198215638414275,0.0
2019-02-12,1.0,-0.0,-2.638456330399458,-0.0,-2.6195836154366963,-2.2049763033175354,0.0
2019-02-13,1.0,-0.0,-2.6701579525297747,-0.0,-2.5981079483064446,-2.1783089787988854,0.0
2019-02-14,1.0,-0.0,-2.6040996103676095,-0.0,-2.6574623073013726,-2.208707436896493,0.0
2019-02-15,1.0,-0.0,-2.614829897344532,-0.0,-2.658267582930347,-2.2108254857045897,0.0
2019-02-19,1.0,-0.0,-2.593606918772257,-0.0,-2.6771239613362727,-2.2081566898422924,0.0
2019-02-20,1.0,-0.0,-2.64573035622976,-0.0,-2.684165672404977,-2.192347025737174,0.0
2019-02-21,1.0,-0.0,-2.6474408271383405,-0.0,-2.698880628898573,-2.198496112108007,0.0
2019-02-22,1.0,-0.0,-2.6534967432293453,-0.0,-2.725145697634556,-2.1918066506684952,0.0
2019-02-25,1.0,-0.0,-2.6466915271875817,-0.0,-2.7798976671580955,-2.2457722660653894,0.0
2019-02-26,1.0,-0.0,-2.6483183079056865,-0.0,-2.7724514563106797,-2.2477461858529817,0.0
2019-02-27,1.0,-0.0,-2.624212736179146,-0.0,-2.8460461861441564,-2.277116864940518,0.0
2019-02-28,1.0,-0.0,-2.66389748121962,-0.0,-2.8988952717631467,-2.2750331418471053,0.0
2019-03-01,1.0,-0.0,-2.6677867185427537,-0.0,-2.914316031479353,-2.2605004863383145,0.0
2019-03-04,1.0,-0.0,-2.6809729443905876,-0.0,-2.8725654357980086,-2.259363708469199,0.0
2019-03-05,1.0,-0.0,-2.658020538243626,-0.0,-2.920591359773371,-2.2740793201133145,0.0
2019-03-06,1.0,-0.0,-2.596526097476668,-0.0,-2.846007604562738,-2.1990148634635323,0.0
2019-03-07,1.0,-0.0,-2.566508824795523,-0.0,-2.864829961256995,-2.1782178217821784,0.0
2019-03-08,1.0,-0.0,-2.5296862846772106,-0.0,-2.952467375334889,-2.1602281565983925,0.0
2019-03-11,1.0,-0.0,-2.5320344040723186,-0.0,-2.979989468141127,-2.264525188695805,0.0
2019-03-12,1.0,-0.0,-2.4076101350754837,-0.0,-3.0234837114858304,-2.39736911803655,0.0
2019-03-13,1.0,-0.0,-2.4430368453920956,-0.0,-3.052011776251227,-2.4263538228209476,0.0
2019-03-14,1.0,-0.0,-2.4379581151832466,-0.0,-2.930802792321117,-2.357242582897033,0.0
2019-03-15,1.0,-0.0,-2.431765953685699,-0.0,-3.003712214954923,-2.403128866890578,0.0
2019-03-18,1.0,-0.0,-2.48,-0.0,-3.0576576576576575,-2.4714414414414416,0.0
2019-03-19,1.0,-0.0,-2.484098301409469,-0.0,-3.0484279002529813,-2.5025298156848574,0.0
2019-03-20,1.0,-0.0,-2.4852754044719143,-0.0,-3.0661697873113973,-2.5378113070350845,0.0
2019-03-21,1.0,-0.0,-2.491429613420861,-0.0,-3.1557257476294676,-2.4702771699489423,0.0
2019-03-22,1.0,-0.0,-2.4795364664765938,-0.0,-3.2496091235169686,-2.467948128391429,0.0
2019-03-25,1.0,-0.0,-2.259289395172227,-0.0,-3.3170599403308922,-2.464424554741886,0.0
2019-03-26,1.0,-0.0,-2.2889376084772084,-0.0,-3.3301361103498675,-2.5158490910751805,0.0
2019-03-27,1.0,-0.0,-2.1922420759630064,-0.0,-3.3069049115560745,-2.4799317590015266,0.0
2019-03-28,1.0,-0.0,-2.172978780553317,-0.0,-3.276569075118632,-2.503805175038052,0.0
2019-03-29,1.0,-0.0,-2.1756853610464075,-0.0,-3.2790718509227736,-2.5043003046049095,0.0
2019-04-01,1.0,-0.0,-2.177292965271594,-0.0,-3.23739982190561,-2.490026714158504,0.0
2019-04-02,1.0,-0.0,-2.21423487544484,-0.0,-3.278291814946619,-2.404270462633452,0.0
2019-04-03,1.0,-0.0,-2.2162594402487783,-0.0,-3.2766770324300314,-2.3920035539760107,0.0
2019-04-04,1.0,-0.0,-2.2133380820942037,-0.0,-3.2936515003116376,-2.3970260885050307,0.0
2019-04-05,1.0,-0.0,-2.0347417065522366,-0.0,-3.0374649282059747,-2.1799801947516095,0.0
2019-04-08,1.0,-0.0,-2.0011451942740286,-0.0,-3.0071983640081803,-2.1716973415132923,0.0
2019-04-09,1.0,-0.0,-1.9244644870349492,-0.0,-3.062489933966823,-2.065872121114511,0.0
2019-04-10,1.0,-0.0,-1.875439156818908,-0.0,-3.0356914723730437,-2.0735388054934525,0.0
2019-04-11,1.0,-0.0,-1.8559234144395695,-0.0,-3.0476266453929,-2.074112485041883,0.0
2019-04-12,1.0,-0.0,-1.8580434088732847,-0.0,-3.0485157995531442,-2.073013086498564,0.0
2019-04-15,1.0,-0.0,-1.8652160051012276,-0.0,-3.0220787501992668,-2.0833731866730436,0.0
2019-04-16,1.0,-0.0,-1.852803180914513,-0.0,-3.01662027833002,-2.08286282306163,0.0
2019-04-17,1.0,-0.0,-1.7550459436110892,-0.0,-3.031414434932852,-2.0671483546689706,0.0
2019-04-18,1.0,-0.0,-1.781996855345912,-0.0,-3.0166666666666666,-2.0629716981132074,0.0
2019-04-22,1.0,-0.0,-1.7761860028182246,-0.0,-2.998669171755128,-2.053546265852513,0.0
2019-04-23,1.0,-0.0,-1.7580632565404137,-0.0,-2.9934400624755955,-2.0579461147989067,0.0
2019-04-24,1.0,-0.0,-1.704377575616204,-0.0,-2.9955679962677864,-2.0755773268019593,0.0
2019-04-25,1.0,-0.0,-1.6774847870182557,-0.0,-3.0273833671399597,-2.096660945545327,0.0
2019-04-26,1.0,-0.0,-1.6149279050042409,-0.0,-3.0302259233556943,-2.065618012182898,0.0
2019-04-29,1.0,-0.0,-1.5864679076233876,-0.0,-3.033521279060786,-2.103807831930177,0.0
2019-04-30,1.0,-0.0,-1.5802364212315538,-0.0,-3.0428030595688793,-2.1031445569033456,0.0
2019-05-01,1.0,-0.0,-1.6162648764113519,-0.0,-2.9424015868172106,-2.0702624351541044,0.0
2019-05-02,1.0,-0.0,-1.6100571428571429,-0.0,-2.9361523809523806,-2.0729142857142855,0.0
2019-05-03,1.0,-0.0,-1.618724765749981,-0.0,-2.92991544145654,-2.0693227698636396,0.0
2019-05-06,1.0,-0.0,-1.5682267132654615,-0.0,-2.9422580154991644,-2.0872207871144206,0.0
2019-05-07,1.0,-0.0,-1.5848625599634507,-0.0,-2.9399984771187087,-2.0895454199345163,0.0
2019-05-08,1.0,-0.0,-1.5855461677730838,-0.0,-2.8739438744719368,-2.084188292094146,0.0
2019-05-09,1.0,-0.0,-1.5816480531240569,-0.0,-2.8860549351041356,-2.0783277995774223,0.0
2019-05-10,1.0,-0.0,-1.5792770356954193,-0.0,-2.889366840238473,-2.077956380650517,0.0
2019-05-13,1.0,-0.0,-1.594021656245234,-0.0,-2.9065883788317826,-2.124904682019216,0.0
2019-05-14,1.0,-0.0,-1.4644514294267326,-0.0,-2.916853764406526,-2.1026044005388416,0.0
2019-05-15,1.0,-0.0,-1.4848212950500972,-0.0,-2.928966651712278,-2.063406609839988,0.0
2019-05-16,1.0,-0.0,-1.4930249906751212,-0.0,-2.914285714285714,-2.0525923162998883,0.0
2019-05-17,1.0,-0.0,-1.4767563527653214,-0.0,-2.913826606875934,-2.0833333333333335,0.0
2019-05-20,1.0,-0.0,-1.430655836341757,-0.0,-2.969163658243081,-2.121239470517449,0.0
2019-05-21,1.0,-0.0,-1.4379457917261056,-0.0,-2.954275846535025,-2.1158495382536224,0.0
2019-05-22,1.0,-0.0,-1.4101275318829707,-0.0,-2.9801200300075017,-2.1116279069767443,0.0
2019-05-23,1.0,-0.0,-1.3946580876851713,-0.0,-2.983465509501721,-2.103621128235822,0.0
2019-05-24,1.0,-0.0,-1.32298321200416,-0.0,-2.9931659485960487,-2.112093299658298,0.0
2019-05-28,1.0,-0.0,-1.3408111721883822,-0.0,-2.9771207844302485,-2.1103105036398753,0.0
2019-05-29,1.0,-0.0,-1.3645185185185185,-0.0,-2.9793333333333334,-2.0635555555555554,0.0
2019-05-30,1.0,-0.0,-1.3560415122312826,-0.0,-2.9786508524833213,-2.0782802075611566,0.0
2019-05-31,1.0,-0.0,-1.348106425553991,-0.0,-2.983621136885793,-2.0794486029793227,0.0
2019-06-03,1.0,-0.0,-1.3627934358672453,-0.0,-2.990212672014129,-2.005887114577967,0.0
