Date,GHY,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1220680318158741,-0.20891859874767305,-0.012404806227788119,-0.18187510577085803,-0.16706718564901,0.0
2018-09-25,1.0,-0.12257846205904746,-0.2083749259791896,-0.013281448270027916,-0.18137213433719654,-0.16628034853227308,0.0
2018-09-26,1.0,-0.1228280914274113,-0.20867240766745057,-0.013906982252525082,-0.1811629756204849,-0.16525961392051705,0.0
2018-09-27,1.0,-0.12416300304362528,-0.20536016232668244,-0.014879945891105851,-0.181264795400744,-0.16523503550896176,0.0
2018-09-28,1.0,-0.12496193279870063,-0.20508916184482115,-0.014854667884817107,-0.18152133455148375,-0.16543159746895408,0.0
2018-10-01,1.0,-0.12533843238121023,-0.2047854338703127,-0.014806416677947746,-0.18177203194801678,-0.1654595911736835,0.0
2018-10-02,1.0,-0.12595413387492596,-0.1995091816873995,-0.016721672167216723,-0.1832106287551832,-0.16706439874756707,0.0
2018-10-03,1.0,-0.1257826513690053,-0.19550208142958675,-0.016076082174163196,-0.18490878938640132,-0.16993264967678612,0.0
2018-10-04,1.0,-0.12956371402420422,-0.19137936879216247,-0.016288687752127193,-0.19032848571138006,-0.16741245465948,0.0
2018-10-05,1.0,-0.1289788190746657,-0.19032405294386123,-0.015196849062663758,-0.18958026945247392,-0.16633703534662,0.0
2018-10-08,1.0,-0.12908516070130352,-0.1905760224525335,-0.015250139482983075,-0.18940943750317005,-0.16638206502443065,0.0
2018-10-09,1.0,-0.13045611423157608,-0.19078635717669348,-0.01805170196927658,-0.18816403870880422,-0.164360154293835,0.0
2018-10-10,1.0,-0.13124291778713618,-0.18989632486004704,-0.019009927782569724,-0.18856021783618315,-0.16256532548581867,0.0
2018-10-11,1.0,-0.11915880112601424,-0.184401390958768,-0.004835237622122868,-0.1832588176850472,-0.16424904785560523,0.0
2018-10-12,1.0,-0.12322763177261355,-0.17906029731630335,-0.005151520107282451,-0.17408867156197363,-0.15387508790292245,0.0
2018-10-15,1.0,-0.11818834431899759,-0.18548913398159628,-0.0,-0.17348104157149383,-0.15437577497879004,0.0
2018-10-16,1.0,-0.116117030824209,-0.18887782908800158,-0.0,-0.17295171581025734,-0.153827325685753,0.0
2018-10-17,1.0,-0.1128096226170406,-0.18209376215795617,-0.0,-0.1716054986383089,-0.15455193878874335,0.0
2018-10-18,1.0,-0.11297200019455571,-0.18254187000437752,-0.0,-0.17124142739019765,-0.15454206456006098,0.0
2018-10-19,1.0,-0.10815942332137284,-0.17665610066131393,-0.0,-0.17094402162544853,-0.153276802522969,0.0
2018-10-22,1.0,-0.10864169675090252,-0.18027978339350179,-0.0,-0.17012635379061372,-0.15260765858690045,0.0
2018-10-23,1.0,-0.10762606634306815,-0.18051636000064503,-0.0,-0.17121155923948975,-0.1532631307348696,0.0
2018-10-24,1.0,-0.1071169734744166,-0.17751364932115765,-0.0,-0.17147412668502682,-0.15441851476059335,0.0
2018-10-25,1.0,-0.10004592895266151,-0.16575600639837823,-0.0,-0.171631744825074,-0.1463391457214805,0.0
2018-10-26,1.0,-0.09550968961714196,-0.16254923585946116,-0.0,-0.17331022530329288,-0.14416259650228452,0.0
2018-10-29,1.0,-0.09063813766706405,-0.16340904812700005,-0.0,-0.17002886365062433,-0.14460061492125242,0.0
2018-10-30,1.0,-0.09134268411308796,-0.16345037497254386,-0.0,-0.1700398506385516,-0.1440741786689259,0.0
2018-10-31,1.0,-0.09324588115874131,-0.1564144608417272,-0.0,-0.16948543765128446,-0.1424845787459983,0.0
2018-11-01,1.0,-0.08911184621145925,-0.1594994382723755,-0.0,-0.16926725752090874,-0.14249157408563226,0.0
2018-11-02,1.0,-0.08982446303132252,-0.15594286871330001,-0.0,-0.17005435883058423,-0.14172234942292417,0.0
2018-11-05,1.0,-0.08866258700425095,-0.1591068342131079,-0.0,-0.17031812024104268,-0.1390355179769857,0.0
2018-11-06,1.0,-0.08666562694946975,-0.15804741110417966,-0.0,-0.17266063630692452,-0.14220212102308172,0.0
2018-11-07,1.0,-0.08682625386223902,-0.15818794669329922,-0.0,-0.17307512249929777,-0.14241128554040136,0.0
2018-11-08,1.0,-0.08421756853471077,-0.15759093879329122,-0.0,-0.17165572393191647,-0.14237483274730062,0.0
2018-11-09,1.0,-0.08400367195158004,-0.1576294129545207,-0.0,-0.17194380046988533,-0.1423348010766909,0.0
2018-11-12,1.0,-0.08392194607013675,-0.1541829020289675,-0.0,-0.17284257261281957,-0.14145334306161417,0.0
2018-11-13,1.0,-0.08052665699379497,-0.151776618405211,-0.0,-0.17184268206093908,-0.1393974006729849,0.0
2018-11-14,1.0,-0.08098846990908672,-0.1514501366014787,-0.0,-0.17190177041690463,-0.13919459150755553,0.0
2018-11-15,1.0,-0.08085887488623918,-0.15124404201823258,-0.0,-0.17188295361643707,-0.13853368091440557,0.0
2018-11-16,1.0,-0.07965869360974633,-0.14845903861259568,-0.0,-0.17162351564064257,-0.1404500438954518,0.0
2018-11-19,1.0,-0.08286926340146548,-0.1483841110682607,-0.0,-0.1707211723871963,-0.14062475896644813,0.0
2018-11-20,1.0,-0.08118342466596885,-0.14728157133181455,-0.0,-0.17030970999322703,-0.1405393756542085,0.0
2018-11-21,1.0,-0.08193428698465266,-0.14553148429235088,-0.0,-0.16921944712754702,-0.13651625960167424,0.0
2018-11-23,1.0,-0.08183115229430986,-0.14692481168402802,-0.0,-0.16884770569013394,-0.13653866805762238,0.0
2018-11-26,1.0,-0.08170370711207227,-0.1476096259145079,-0.0,-0.16837681559533124,-0.1360603690240648,0.0
2018-11-27,1.0,-0.08075504049233784,-0.147517643636809,-0.0,-0.16748059582676322,-0.13513265259258125,0.0
2018-11-28,1.0,-0.07980141583157122,-0.15203334252704484,-0.0,-0.16603842971407556,-0.13441206214948975,0.0
2018-11-29,1.0,-0.07559959085843397,-0.15017632780178006,-0.0,-0.1655954689098209,-0.13529151336580006,0.0
2018-11-30,1.0,-0.07581701341718437,-0.15035183856639142,-0.0,-0.16625707874772946,-0.13398867400363287,0.0
2018-12-03,1.0,-0.07514494964906927,-0.15054928288068356,-0.0,-0.16623436069575834,-0.1338571864510223,0.0
2018-12-04,1.0,-0.07717401292614942,-0.1504119827242932,-0.0,-0.16869850215946336,-0.1352497932428707,0.0
2018-12-06,1.0,-0.07765530308726447,-0.13126513180649335,-0.0,-0.16837847185671967,-0.12649814282921548,0.0
2018-12-07,1.0,-0.0747437036144941,-0.13214506149607838,-0.0,-0.1692986285697081,-0.12920950818191398,0.0
2018-12-10,1.0,-0.0685758699031448,-0.1325331818725338,-0.0,-0.16924249671170633,-0.12432739447566664,0.0
2018-12-11,1.0,-0.07398100366464737,-0.13104479844439457,-0.0,-0.17135591952733528,-0.11940767332286291,0.0
2018-12-12,1.0,-0.07403141361256545,-0.1310695587135378,-0.0,-0.17138369483919225,-0.1194016454749439,0.0
2018-12-13,1.0,-0.07413338921151888,-0.13166796383883134,-0.0,-0.17113692151110577,-0.11981380590313116,0.0
2018-12-14,1.0,-0.07386389159242344,-0.13276933443138428,-0.0,-0.1707269596466272,-0.11999700531556487,0.0
2018-12-17,1.0,-0.07380692276611348,-0.1324843242596112,-0.0,-0.17071966239169148,-0.1194798198225162,0.0
2018-12-18,1.0,-0.07441100653438043,-0.13372999220670223,-0.0,-0.17151249925064443,-0.11904262334392422,0.0
2018-12-19,1.0,-0.07102242892506189,-0.13515865276423375,-0.0,-0.1738654264496287,-0.12023104043207562,0.0
2018-12-20,1.0,-0.07036543955961765,-0.13112743264872626,-0.0,-0.175719136587336,-0.11865192742068181,0.0
2018-12-21,1.0,-0.070131271354073,-0.13124138344422467,-0.0,-0.17597254690403405,-0.12118623748726247,0.0
2018-12-24,1.0,-0.06860312144950069,-0.12898403396519764,-0.0,-0.17517789870238595,-0.12218202475632363,0.0
2018-12-26,1.0,-0.06967584679636757,-0.13062735014788282,-0.0,-0.16806622772468527,-0.11789010597030453,0.0
2018-12-27,1.0,-0.06562016360822462,-0.1274080624953939,-0.0,-0.1613383447564301,-0.11958139877662317,0.0
2018-12-28,1.0,-0.06487919858573955,-0.1281673541543901,-0.0,-0.1611667648791986,-0.11897466116676489,0.0
2018-12-31,1.0,-0.06025952479706109,-0.13691710612075605,-0.0,-0.16390649997037388,-0.12022278841026247,0.0
2019-01-02,1.0,-0.058037763791188454,-0.1372824879674195,-0.0,-0.1634801925212884,-0.12213254350240652,0.0
2019-01-03,1.0,-0.05364752698709668,-0.13967956998826972,-0.0,-0.161417732044486,-0.13010230596760064,0.0
2019-01-04,1.0,-0.048037778863377296,-0.1413598614380246,-0.0,-0.1592870571864221,-0.13169309114594896,0.0
2019-01-07,1.0,-0.046791640875998464,-0.13859168214106757,-0.0,-0.15872314086126094,-0.12966074218174314,0.0
2019-01-08,1.0,-0.044277706930810526,-0.1482102078946588,-0.0,-0.15679587176369406,-0.1335448856727661,0.0
2019-01-09,1.0,-0.044376548062233956,-0.14858431099179806,-0.0,-0.15683075508357683,-0.13339661539830622,0.0
2019-01-10,1.0,-0.04498480243161094,-0.14702350063014308,-0.0,-0.15808436503817927,-0.1325969308325302,0.0
2019-01-11,1.0,-0.0454781511981601,-0.14279991097262407,-0.0,-0.15915127234958082,-0.13636026411454855,0.0
2019-01-14,1.0,-0.04786641929499073,-0.1435992578849722,-0.0,-0.15955473098330242,-0.1332096474953618,0.0
2019-01-15,1.0,-0.047953945220926435,-0.14212587910620492,-0.0,-0.16015312027063117,-0.13349060802991186,0.0
2019-01-16,1.0,-0.05005495648040876,-0.14253037459525297,-0.0,-0.16188396756082346,-0.13082612957846895,0.0
2019-01-17,1.0,-0.050196777307492384,-0.14225885497883717,-0.0,-0.16186233014034307,-0.13079379223286552,0.0
2019-01-18,1.0,-0.05036507226940843,-0.14242288779615556,-0.0,-0.16309044851735957,-0.13421248696170465,0.0
2019-01-22,1.0,-0.030563840363584723,-0.1296406760403352,-0.0,-0.16286038914926856,-0.09718789944610141,0.0
2019-01-23,1.0,-0.029514256288709243,-0.13378761586320734,-0.0,-0.16183462422934214,-0.0856788137864872,0.0
2019-01-24,1.0,-0.0290536059490045,-0.1342476964540208,-0.0,-0.16150926357081374,-0.08622952207594294,0.0
2019-01-25,1.0,-0.021923275513194434,-0.1272554738413877,-0.0,-0.17932150881257067,-0.06701181986910228,0.0
2019-01-28,1.0,-0.022130071765658597,-0.12482198207254754,-0.0,-0.1828488453268549,-0.06641813967775265,0.0
2019-01-29,1.0,-0.0163886450102429,-0.1290745153782906,-0.0,-0.18024722326741643,-0.06788187911980713,0.0
2019-01-30,1.0,-0.0165821303160359,-0.12812830945878156,-0.0,-0.17872470876762725,-0.070021180536202,0.0
2019-01-31,1.0,-0.02339672277962022,-0.12870996179841318,-0.0,-0.18497684116255966,-0.06224199935631026,0.0
2019-02-01,1.0,-0.023583782648273932,-0.12856242560044817,-0.0,-0.18750787759960788,-0.06082207128352357,0.0
2019-02-04,1.0,-0.02232655921513665,-0.12775052557813593,-0.0,-0.18672740014015415,-0.06473721093202522,0.0
2019-02-05,1.0,-0.020676033451468755,-0.11832686623614944,-0.0,-0.18524381189852493,-0.0765685629036099,0.0
2019-02-06,1.0,-0.02504906083543594,-0.11027474067844127,-0.0,-0.18811326044294926,-0.07830109335576114,0.0
2019-02-07,1.0,-0.026494336660311764,-0.1102528877425143,-0.0,-0.1899882247392621,-0.07506728720421667,0.0
2019-02-08,1.0,-0.025441577040802,-0.10919378843615737,-0.0,-0.19138749262868213,-0.07805172559040746,0.0
2019-02-11,1.0,-0.024468788232481612,-0.10448453825709103,-0.0,-0.1933456146025228,-0.08395325617696278,0.0
2019-02-12,1.0,-0.02221219979704589,-0.1092851505242981,-0.0,-0.19415943172849248,-0.08376085240726124,0.0
2019-02-13,1.0,-0.019623344721461444,-0.11288364344806168,-0.0,-0.19538639636332836,-0.08388626930570066,0.0
2019-02-14,1.0,-0.022120702091849003,-0.10227288799626606,-0.0,-0.2024949436374694,-0.08747860769698598,0.0
2019-02-15,1.0,-0.018627215252535252,-0.1190755696363662,-0.0,-0.19639902125793815,-0.08025119160431664,0.0
2019-02-19,1.0,-0.02645928688478273,-0.11134655591343166,-0.0,-0.19640334519975136,-0.07847375261343731,0.0
2019-02-20,1.0,-0.025408399751285962,-0.11107342716635576,-0.0,-0.1967667175399921,-0.0799135153467865,0.0
2019-02-21,1.0,-0.026815863462326395,-0.11172805493154749,-0.0,-0.19601859308551972,-0.0782859322680456,0.0
2019-02-22,1.0,-0.027625480443138145,-0.10951277413520236,-0.0,-0.19734908433190143,-0.07858071444720778,0.0
2019-02-25,1.0,-0.02998771689562185,-0.1107455985542645,-0.0,-0.19460955258439339,-0.07652232842479775,0.0
2019-02-26,1.0,-0.031031271167306387,-0.11208794310228042,-0.0,-0.19170523820275456,-0.07632930684127343,0.0
2019-02-27,1.0,-0.03031201049913213,-0.1132466872698023,-0.0,-0.19028265808673073,-0.0773464290250201,0.0
2019-02-28,1.0,-0.028624309470323118,-0.11660238206247617,-0.0,-0.19466225857952218,-0.07295949363511775,0.0
2019-03-01,1.0,-0.02955755461722049,-0.11486915874652243,-0.0,-0.19440482410924856,-0.0733643078052845,0.0
2019-03-04,1.0,-0.031800425885969735,-0.11013806038555372,-0.0,-0.19486398443118838,-0.07343007431851194,0.0
2019-03-05,1.0,-0.03215529272453022,-0.10768710264037104,-0.0,-0.19820404020468868,-0.0716692276245119,0.0
2019-03-06,1.0,-0.0320493848040252,-0.1076346313756994,-0.0,-0.1990049751243781,-0.07069468521415585,0.0
2019-03-07,1.0,-0.02828046320718789,-0.11320648264383543,-0.0,-0.19773756294342498,-0.0712865142389664,0.0
2019-03-08,1.0,-0.025536477659109186,-0.11202189647145135,-0.0,-0.20563213363619687,-0.0676646115210429,0.0
2019-03-11,1.0,-0.01997017257297067,-0.11318798380796818,-0.0,-0.20724380370712311,-0.07995170797528585,0.0
