Date,IWF,IWM,MTUM,SPY,UHAL,VLUE,VXX
2018-09-24,-0.2714935003019419,-0.7794552331309792,-0.0,-0.5470870546356037,1.0,-0.5803006706289927,0.0
2018-09-25,-0.2735099758546194,-0.7784025924513915,-0.0,-0.5463845469564113,1.0,-0.578758419112975,0.0
2018-09-26,-0.2744487513503209,-0.7793416788460317,-0.0,-0.5463557221833895,1.0,-0.577079494185677,0.0
2018-09-27,-0.2750976593514784,-0.7776542700161971,-0.0,-0.5462571855051291,1.0,-0.5769047543430623,0.0
2018-09-28,-0.2784882611185341,-0.7770885028949545,-0.0,-0.5477190303493032,1.0,-0.578004708277661,0.0
2018-10-01,-0.2785246686891267,-0.7838416094523392,-0.0,-0.5497365479802012,1.0,-0.5812230560434297,0.0
2018-10-02,-0.27831032719836396,-0.7880879345603271,-0.0,-0.5487602249488752,1.0,-0.5801380368098159,0.0
2018-10-03,-0.277657128257537,-0.7809466019417476,-0.0,-0.5509070005109862,1.0,-0.5841849770056208,0.0
2018-10-04,-0.27982764123842957,-0.7769549952122565,-0.0,-0.5533035429300989,1.0,-0.5817427385892115,0.0
2018-10-05,-0.26598246059989833,-0.7704308591764107,-0.0,-0.5550965937976614,1.0,-0.5859176410777834,0.0
2018-10-08,-0.2633264626605359,-0.7672427461550657,-0.0,-0.5559537022356112,1.0,-0.5845568416045663,0.0
2018-10-09,-0.2610115744410972,-0.7671159029649595,-0.0,-0.5567464721737752,1.0,-0.5861740922784208,0.0
2018-10-10,-0.2605758863448976,-0.7674573476247859,-0.0,-0.5567324158051626,1.0,-0.5864463753409019,0.0
2018-10-11,-0.20576182406408874,-0.7542443383145895,-0.0,-0.5334154983823756,1.0,-0.587767678323833,0.0
2018-10-12,-0.2077617932418869,-0.7475592323367498,-0.0,-0.5162869916968278,1.0,-0.5698470148118859,0.0
2018-10-15,-0.18021083330801713,-0.7746149406081962,-0.0,-0.5115593766139077,1.0,-0.5715283895859282,0.0
2018-10-16,-0.171730112249878,-0.7948694485114689,-0.0,-0.512048560273304,1.0,-0.5716508052708638,0.0
2018-10-17,-0.15118758069843558,-0.7590607452782032,-0.0,-0.5096237576194337,1.0,-0.5828604029666997,0.0
2018-10-18,-0.15178651921747752,-0.7611563542386633,-0.0,-0.5088800072121885,1.0,-0.5832857529224389,0.0
2018-10-19,-0.13822617201479184,-0.7530120481927711,-0.0,-0.5084993439102946,1.0,-0.5824883693188596,0.0
2018-10-22,-0.13835146817707555,-0.7472350573856014,-0.0,-0.5109256222984051,1.0,-0.5845580563422268,0.0
2018-10-23,-0.13711746107498657,-0.7476883612718487,-0.0,-0.5124082801407862,1.0,-0.5855157191433514,0.0
2018-10-24,-0.13520119225037255,-0.7472727272727272,-0.0,-0.5122503725782415,1.0,-0.5858718330849478,0.0
2018-10-25,-0.101443823963427,-0.7074158733832934,-0.0,-0.5242325164202425,1.0,-0.5603715170278638,0.0
2018-10-26,-0.09106805022071891,-0.6969844636817062,-0.0,-0.5254256721894169,1.0,-0.5530012039213438,0.0
2018-10-29,-0.07783388969728094,-0.701018573996405,-0.0,-0.5191303603526491,1.0,-0.5551656252674826,0.0
2018-10-30,-0.07458855072877149,-0.7009041900795802,-0.0,-0.519124903733706,1.0,-0.5576884680110671,0.0
2018-10-31,-0.07685765316247554,-0.6882601423184873,-0.0,-0.5163439457942335,1.0,-0.553567884784396,0.0
2018-11-01,-0.07216494845360824,-0.6912597711566784,-0.0,-0.5156055284921264,1.0,-0.5531607567690042,0.0
2018-11-02,-0.07626020839200225,-0.6700929315685722,-0.0,-0.5208673613066742,1.0,-0.5488876372852717,0.0
2018-11-05,-0.075019704988177,-0.6732068460758923,-0.0,-0.5208872874676276,1.0,-0.5458844724693166,0.0
2018-11-06,-0.07663730263713377,-0.6740029833103487,-0.0,-0.519630744983254,1.0,-0.5441445498297262,0.0
2018-11-07,-0.07640373579385619,-0.673821312028806,-0.0,-0.5190446719927985,1.0,-0.5438561944413187,0.0
2018-11-08,-0.06108660450053046,-0.672929811826456,-0.0,-0.5123122452398235,1.0,-0.5455636830643811,0.0
2018-11-09,-0.059549806820090714,-0.6755697407469623,-0.0,-0.5173301976594434,1.0,-0.5472590850551543,0.0
2018-11-12,-0.058725019537791676,-0.6683878530758066,-0.0,-0.5187004577425478,1.0,-0.5452718544155409,0.0
2018-11-13,-0.0286579942183678,-0.6715310206804536,-0.0,-0.5302423838114299,1.0,-0.5491994663108739,0.0
2018-11-14,-0.030496966998720017,-0.6712393566698203,-0.0,-0.531526517891925,1.0,-0.5493071400745729,0.0
2018-11-15,-0.029491883477874136,-0.6713364465199021,-0.0,-0.5320491438736935,1.0,-0.5467533911496554,0.0
2018-11-16,-0.027365735991349435,-0.6647350763856157,-0.0,-0.5307344664097374,1.0,-0.5498100756924613,0.0
2018-11-19,-0.03135579110938454,-0.6643542926910484,-0.0,-0.5294133969698651,1.0,-0.5497530384594039,0.0
2018-11-20,-0.0,-0.6561239710513231,-0.0,-0.5332854538423292,1.0,-0.5728689022705927,0.0
2018-11-21,-0.0,-0.6593303804781425,-0.0,-0.5437288508624722,1.0,-0.5480480893559658,0.0
2018-11-23,-0.0,-0.6633336087926617,-0.0,-0.542985428201526,1.0,-0.5483017932402281,0.0
2018-11-26,-0.0,-0.6644454235047913,-0.0,-0.5419099019715828,1.0,-0.5472518999889856,0.0
2018-11-27,-0.0,-0.6646752534941079,-0.0,-0.534667032063579,1.0,-0.5411619621814195,0.0
2018-11-28,-0.0,-0.6711468305126588,-0.0,-0.5320514578818882,1.0,-0.5397591683352991,0.0
2018-11-29,-0.0,-0.6555534439225694,-0.0,-0.5205657969755383,1.0,-0.5388374555425841,0.0
2018-11-30,-0.0,-0.6558903365906623,-0.0,-0.5213897937024973,1.0,-0.5371606948968513,0.0
2018-12-03,-0.0,-0.6567767854719183,-0.0,-0.5210782051630066,1.0,-0.536659518445126,0.0
2018-12-04,-0.0,-0.6568999133448873,-0.0,-0.5168706672443675,1.0,-0.5342016897746967,0.0
2018-12-06,-0.0,-0.6185275294864336,-0.0,-0.5111069974083673,1.0,-0.5148886655735971,0.0
2018-12-07,-0.0,-0.6224037772885223,-0.0,-0.5177856176556408,1.0,-0.5123743335366986,0.0
2018-12-10,-0.0,-0.6199563651657335,-0.0,-0.5100544121126094,1.0,-0.4985936966064716,0.0
2018-12-11,-0.0,-0.6231822748664798,-0.0,-0.5309872560943366,1.0,-0.48982073925228703,0.0
2018-12-12,-0.0,-0.6232382261945686,-0.0,-0.5307137001877462,1.0,-0.4903614776423301,0.0
2018-12-13,-0.0,-0.621472360215622,-0.0,-0.5315770003170912,1.0,-0.48937744424479446,0.0
2018-12-14,-0.0,-0.6074630418110173,-0.0,-0.5451564276836008,1.0,-0.49194721392113816,0.0
2018-12-17,-0.0,-0.6065552122124501,-0.0,-0.5421651744447085,1.0,-0.4923804241607902,0.0
2018-12-18,-0.0,-0.5957184458378151,-0.0,-0.5355090904320906,1.0,-0.4922737885982632,0.0
2018-12-19,-0.0,-0.5969419924337958,-0.0,-0.5371742328709542,1.0,-0.4930380411937789,0.0
2018-12-20,-0.0,-0.5841975696626859,-0.0,-0.5456473915776241,1.0,-0.4890268175151896,0.0
2018-12-21,-0.0,-0.5830703012912481,-0.0,-0.5446197991391678,1.0,-0.4808660493022042,0.0
2018-12-24,-0.0,-0.5719809019668898,-0.0,-0.5378587368311796,1.0,-0.4850277648035705,0.0
2018-12-26,-0.0,-0.5746664606191728,-0.0,-0.5243393602225314,1.0,-0.47658785350023186,0.0
2018-12-27,-0.0,-0.5469116692465172,-0.0,-0.4743596145203975,1.0,-0.4753582663404404,0.0
2018-12-28,-0.0,-0.550439253269442,-0.0,-0.4727463312368973,1.0,-0.4725716282320056,0.0
2018-12-31,-0.0,-0.5498677182648629,-0.0,-0.4730943942494883,1.0,-0.47291968252383565,0.0
2019-01-02,-0.0,-0.5491022443890274,-0.0,-0.47064837905236906,1.0,-0.4739900249376558,0.0
2019-01-03,-0.0,-0.5486677135521822,-0.0,-0.4748622847030086,1.0,-0.46905456267603873,0.0
2019-01-04,-0.0,-0.5495164889660303,-0.0,-0.4606000495908753,1.0,-0.4694272253905281,0.0
2019-01-07,-0.0,-0.53707925767939,-0.0,-0.45470814640484425,1.0,-0.45973376480105904,0.0
2019-01-08,-0.0,-0.5333268034673588,-0.0,-0.4566580145942504,1.0,-0.4587394093736226,0.0
2019-01-09,-0.0,-0.5228495938937273,-0.0,-0.4571875917408748,1.0,-0.46636167922497307,0.0
2019-01-10,-0.0,-0.5258990513078224,-0.0,-0.45684308582354816,1.0,-0.46863432451646114,0.0
2019-01-11,-0.0,-0.5249122979172288,-0.0,-0.4582341829600373,1.0,-0.4700831636533131,0.0
2019-01-14,-0.0,-0.5210320371729029,-0.0,-0.45074590364392275,1.0,-0.4738077769625825,0.0
2019-01-15,-0.0,-0.5200039175358699,-0.0,-0.4504921404436609,1.0,-0.4779638607315998,0.0
2019-01-16,-0.0,-0.5165423645922484,-0.0,-0.4544809878958308,1.0,-0.4742633573786527,0.0
2019-01-17,-0.0,-0.5131804176651831,-0.0,-0.45647283220032275,1.0,-0.4757177091993935,0.0
2019-01-18,-0.0,-0.5103746681089586,-0.0,-0.4602714131183007,1.0,-0.4878060772937359,0.0
2019-01-22,-0.0,-0.5170379916235038,-0.0,-0.4683155312136007,1.0,-0.49289980421798724,0.0
2019-01-23,-0.0,-0.4952793762299778,-0.0,-0.4717136237949331,1.0,-0.5241262486610367,0.0
2019-01-24,-0.0,-0.49232800278981714,-0.0,-0.47683455387834406,1.0,-0.5217456284561351,0.0
2019-01-25,-0.0,-0.4534639961609375,-0.0,-0.5253706463263709,1.0,-0.5468390877175259,0.0
2019-01-28,-0.0,-0.4495843049782014,-0.0,-0.537387204704451,1.0,-0.5477288857345636,0.0
2019-01-29,-0.0,-0.44205222171323866,-0.0,-0.5339492034407288,1.0,-0.5689163740011197,0.0
2019-01-30,-0.0,-0.43846114675628883,-0.0,-0.5302474793767186,1.0,-0.577375496486404,0.0
2019-01-31,-0.0,-0.4464149212658615,-0.0,-0.5018855424756663,1.0,-0.5997299087805127,0.0
2019-02-01,-0.0,-0.4431174243386781,-0.0,-0.5141666454908139,1.0,-0.5838182603613448,0.0
2019-02-04,-0.0,-0.44376397641797116,-0.0,-0.5138493596259402,1.0,-0.5835789794673715,0.0
