Date,INSP,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-12-31,1.0,-0.0,-2.049995755878109,-0.0,-2.6794839147780327,-2.7587641117052883,0.0
2019-01-02,1.0,-0.0,-2.0452542372881357,-0.0,-2.6666949152542374,-2.762627118644068,0.0
2019-01-03,1.0,-0.0,-2.050897948761597,-0.0,-2.745935824325475,-2.71444378244957,0.0
2019-01-04,1.0,-0.0,-2.052050209205021,-0.0,-2.6255230125523012,-2.6906276150627613,0.0
2019-01-07,1.0,-0.0,-1.9248229233741145,-0.0,-2.562701223438506,-2.561413393432067,0.0
2019-01-08,1.0,-0.0,-1.936904184844078,-0.0,-2.567054451446114,-2.5748909355307803,0.0
2019-01-09,1.0,-0.0,-1.8942532441363746,-0.0,-2.565809623599581,-2.5999032804062225,0.0
2019-01-10,1.0,-0.0,-1.8823529411764706,-0.0,-2.587831840555152,-2.598805777455015,0.0
2019-01-11,1.0,-0.0,-1.8786290322580645,-0.0,-2.5871774193548385,-2.5986290322580645,0.0
2019-01-14,1.0,-0.0,-1.8782966368255505,-0.0,-2.5869828211952575,-2.5998064360029036,0.0
2019-01-15,1.0,-0.0,-1.8619243487378014,-0.0,-2.5936769094281797,-2.6095652875231874,0.0
2019-01-16,1.0,-0.0,-1.8541767262192177,-0.0,-2.563737324963786,-2.629727989699018,0.0
2019-01-17,1.0,-0.0,-1.853625170998632,-0.0,-2.563691961052547,-2.6296773155226525,0.0
2019-01-18,1.0,-0.0,-1.8495980707395498,-0.0,-2.5617363344051447,-2.627250803858521,0.0
2019-01-22,1.0,-0.0,-1.8605542688283685,-0.0,-2.5426084178579984,-2.5834198546441978,0.0
2019-01-23,1.0,-0.0,-1.8401015228426396,-0.0,-2.5381503807106602,-2.5532201776649743,0.0
2019-01-24,1.0,-0.0,-1.8541766109785203,-0.0,-2.5342879872712807,-2.5670644391408115,0.0
2019-01-25,1.0,-0.0,-1.848918575063613,-0.0,-2.5502544529262083,-2.552480916030534,0.0
2019-01-28,1.0,-0.0,-1.8235106975264455,-0.0,-2.5764733953710333,-2.553567167740396,0.0
2019-01-29,1.0,-0.0,-1.829074118302683,-0.0,-2.5626144415253562,-2.569540641668657,0.0
2019-01-30,1.0,-0.0,-1.835487474070528,-0.0,-2.57220360619116,-2.5706079463858305,0.0
2019-01-31,1.0,-0.0,-1.845342706502636,-0.0,-2.505591947595462,-2.6375619108483783,0.0
2019-02-01,1.0,-0.0,-1.8397256997049678,-0.0,-2.497807192408899,-2.636312893708636,0.0
2019-02-04,1.0,-0.0,-1.8431216086817748,-0.0,-2.50638365783594,-2.630067028407278,0.0
2019-02-05,1.0,-0.0,-1.8073754099672026,-0.0,-2.511159107271418,-2.6809055275577953,0.0
2019-02-06,1.0,-0.0,-1.8071371291098635,-0.0,-2.5277465918203688,-2.6843624699278266,0.0
2019-02-07,1.0,-0.0,-1.8145886889460154,-0.0,-2.54362146529563,-2.6752892030848328,0.0
2019-02-08,1.0,-0.0,-1.849641620359185,-0.0,-2.574373842312958,-2.6294596118225013,0.0
2019-02-11,1.0,-0.0,-1.8643862202814168,-0.0,-2.6033478893740902,-2.618874332848132,0.0
2019-02-12,1.0,-0.0,-1.8493527508090615,-0.0,-2.6158576051779936,-2.6254045307443366,0.0
2019-02-13,1.0,-0.0,-1.8487903225806452,-0.0,-2.609032258064516,-2.606693548387097,0.0
2019-02-14,1.0,-0.0,-1.8577889041427764,-0.0,-2.623031575547121,-2.594767019300654,0.0
2019-02-15,1.0,-0.0,-1.8556542810985461,-0.0,-2.6252019386106626,-2.5966882067851373,0.0
2019-02-19,1.0,-0.0,-1.8219144996377103,-0.0,-2.640930681909669,-2.5880363899847034,0.0
2019-02-20,1.0,-0.0,-1.822435174746336,-0.0,-2.6470446126590432,-2.5833467547109032,0.0
2019-02-21,1.0,-0.0,-1.8205458497705498,-0.0,-2.6472908783511793,-2.5830448434103537,0.0
2019-02-22,1.0,-0.0,-1.8197697818562344,-0.0,-2.647589149158818,-2.582226515334461,0.0
2019-02-25,1.0,-0.0,-1.8083514361573738,-0.0,-2.648402928634645,-2.58902566578164,0.0
2019-02-26,1.0,-0.0,-1.81104136488009,-0.0,-2.6505713825849027,-2.586029293417029,0.0
2019-02-27,1.0,-0.0,-1.8085774058577406,-0.0,-2.6514322497586096,-2.5863373028644996,0.0
2019-02-28,1.0,-0.0,-1.8443235341887283,-0.0,-2.6974987818742897,-2.5790157544258565,0.0
2019-03-01,1.0,-0.0,-1.8512544802867383,-0.0,-2.7272727272727275,-2.5673672205930274,0.0
2019-03-04,1.0,-0.0,-1.8307629204265794,-0.0,-2.7488925348646434,-2.6237899917965546,0.0
2019-03-05,1.0,-0.0,-1.8217943465792708,-0.0,-2.7535436296599753,-2.618025399426464,0.0
2019-03-06,1.0,-0.0,-1.8177190245504558,-0.0,-2.776500533705559,-2.6167173002709583,0.0
2019-03-07,1.0,-0.0,-1.7947583947583947,-0.0,-2.7873873873873873,-2.6079443079443076,0.0
2019-03-08,1.0,-0.0,-1.78867832053586,-0.0,-2.779611174644666,-2.600392092795295,0.0
2019-03-11,1.0,-0.0,-1.7926749509483324,-0.0,-2.7778776978417263,-2.604643557880968,0.0
2019-03-12,1.0,-0.0,-1.7603802713902659,-0.0,-2.7698870561469087,-2.59518972942228,0.0
2019-03-13,1.0,-0.0,-1.774175152749491,-0.0,-2.770020366598778,-2.602525458248473,0.0
2019-03-14,1.0,-0.0,-1.7820491936797525,-0.0,-2.7628278221208666,-2.599771949828962,0.0
2019-03-15,1.0,-0.0,-1.77851091560769,-0.0,-2.768980123818834,-2.5984848484848486,0.0
2019-03-18,1.0,-0.0,-1.7833129833129833,-0.0,-2.7664631664631663,-2.5902319902319904,0.0
2019-03-19,1.0,-0.0,-1.7780489789276708,-0.0,-2.7704824668456594,-2.5874216906679686,0.0
2019-03-20,1.0,-0.0,-1.7869706840390878,-0.0,-2.7712540716612377,-2.5850977198697067,0.0
2019-03-21,1.0,-0.0,-1.78257335609201,-0.0,-2.7980980248719822,-2.547427456717874,0.0
2019-03-22,1.0,-0.0,-1.7754028013926,-0.0,-2.8094081450894666,-2.5117804226378433,0.0
2019-03-25,1.0,-0.0,-1.6070859872611467,-0.0,-2.8521496815286627,-2.502627388535032,0.0
2019-03-26,1.0,-0.0,-1.6144415253562614,-0.0,-2.8516837831382853,-2.4950242815062498,0.0
2019-03-27,1.0,-0.0,-1.6022727272727273,-0.0,-2.8570406865861413,-2.4872059758423393,0.0
2019-03-28,1.0,-0.0,-1.6007314358403562,-0.0,-2.8607091747495623,-2.4889489584989666,0.0
2019-03-29,1.0,-0.0,-1.5931018040212985,-0.0,-2.861241357386951,-2.4928872288007633,0.0
2019-04-01,1.0,-0.0,-1.5921658986175116,-0.0,-2.862068965517241,-2.491101223581757,0.0
2019-04-02,1.0,-0.0,-1.673592931937173,-0.0,-3.0425392670157065,-2.464414267015707,0.0
2019-04-03,1.0,-0.0,-1.6746337071294097,-0.0,-3.0402717524760576,-2.470491937464189,0.0
2019-04-04,1.0,-0.0,-1.6732122402225496,-0.0,-3.0437735231549667,-2.4650630011454755,0.0
2019-04-05,1.0,-0.0,-1.6677849603142132,-0.013992308321741264,-3.0477865968415023,-2.453072579985271,0.0
2019-04-08,1.0,-0.0,-1.6534750613246116,-0.02060506950122649,-3.050040883074407,-2.4524938675388386,0.0
2019-04-09,1.0,-0.0,-1.65317635516311,-0.021584498405690457,-3.048892159267435,-2.4522933529556044,0.0
2019-04-10,1.0,-0.0,-1.6142564522736582,-0.0639901679639492,-3.0846374436706263,-2.4304793117574763,0.0
2019-04-11,1.0,-0.0,-1.6031603078434584,-0.06558048141476994,-3.08973309317177,-2.428852136892091,0.0
2019-04-12,1.0,-0.0,-1.6032746623004501,-0.0668849774866967,-3.088006549324601,-2.4284895620139175,0.0
2019-04-15,1.0,-0.0,-1.6028496560759906,-0.06280707500818866,-3.093268915820504,-2.4297412381264327,0.0
2019-04-16,1.0,-0.0,-1.6074766355140186,-0.05697655353336612,-3.0978029185112312,-2.4358091490408262,0.0
2019-04-17,1.0,-0.0,-1.606145251396648,-0.09242523825172527,-3.1127998685507725,-2.4042063752875453,0.0
2019-04-18,1.0,-0.0,-1.6697048248181285,-0.11322016891044402,-3.173760347855172,-2.4053014466092484,0.0
2019-04-22,1.0,-0.0,-1.6931580269659157,-0.08215392345699689,-3.1891801356670295,-2.410099656645172,0.0
2019-04-23,1.0,-0.0,-1.7094752673796791,-0.09976604278074866,-3.1758856951871657,-2.370571524064171,0.0
2019-04-24,1.0,-0.0,-1.6804467411235204,-0.11068511418569761,-3.1631105184197366,-2.3805634272378726,0.0
2019-04-25,1.0,-0.0,-1.6535735134684346,-0.13284963722792092,-3.1710449503794513,-2.3820365273955466,0.0
2019-04-26,1.0,-0.0,-1.629020131985632,-0.1840280678305906,-3.1937181522011526,-2.346754657087963,0.0
2019-04-29,1.0,-0.0,-1.6507830164977806,-0.19135750774641988,-3.2035842894229964,-2.3287831839879405,0.0
2019-04-30,1.0,-0.0,-1.6598184818481847,-0.2221947194719472,-3.1402640264026402,-2.2285478547854787,0.0
2019-05-01,1.0,-0.0,-1.5737187272285644,-0.2499392761719699,-3.124524330013764,-2.1482471054975307,0.0
2019-05-02,1.0,-0.0,-1.5852750809061489,-0.23414239482200647,-3.1057443365695794,-2.165453074433657,0.0
2019-05-03,1.0,-0.0,-1.5691214470284236,-0.24539728682170542,-3.0998062015503876,-2.160529715762274,0.0
2019-05-06,1.0,-0.0,-1.514727184934814,-0.25985836150008046,-3.0997102848865286,-2.173346209560599,0.0
2019-05-07,1.0,-0.0,-1.53456630592796,-0.28242610240671945,-3.085042804070425,-2.174204490389275,0.0
2019-05-08,1.0,-0.0,-1.5079897730904441,-0.3396452540747843,-2.988175135826143,-2.15396292745286,0.0
2019-05-09,1.0,-0.0,-1.501635681800048,-0.353067900742041,-2.994015798292508,-2.130216229155031,0.0
2019-05-10,1.0,-0.0,-1.49844534800287,-0.3574105078529857,-2.9964123415450845,-2.120306146854819,0.0
2019-05-13,1.0,-0.0,-1.5147538375884833,-0.3393780322914181,-2.980911476974469,-2.1185874492961108,0.0
2019-05-14,1.0,-0.0,-1.4125836055374088,-0.5055218540986157,-2.8466324467257738,-2.012521387463058,0.0
2019-05-15,1.0,-0.0,-1.4054961355297055,-0.5450854867671168,-2.8662659067842924,-1.9901631665235378,0.0
2019-05-16,1.0,-0.0,-1.4068115828297891,-0.5526171231264224,-2.89233304559366,-1.9956839048889587,0.0
2019-05-17,1.0,-0.0,-1.392652033671623,-0.5651010935410274,-2.871607269294312,-2.0378412398709775,0.0
2019-05-20,1.0,-0.0,-1.372347066167291,-0.5891853932584269,-2.828027465667915,-2.0131866416978776,0.0
2019-05-21,1.0,-0.0,-1.3604270573566086,-0.6020105985037407,-2.819591645885287,-2.0110660847880304,0.0
