Date,IWF,IWM,MTUM,SJR,SPY,VLUE,VXX
2018-09-24,-0.23831138091392612,-0.5165548160730695,-0.0,1.0,-0.5198407173289522,-0.5099551669404918,0.0
2018-09-25,-0.23566290688236446,-0.5226846539225839,-0.0,1.0,-0.524447927453889,-0.5160233983598758,0.0
2018-09-26,-0.2357682619647355,-0.522809963616009,-0.0,1.0,-0.524433249370277,-0.5157570668905681,0.0
2018-09-27,-0.2373322147651007,-0.5191275167785235,-0.0,1.0,-0.5244127516778524,-0.5155480984340045,0.0
2018-09-28,-0.2412952060555088,-0.5189514998598261,-0.0,1.0,-0.5262405382674515,-0.5169890664423885,0.0
2018-10-01,-0.2415262552917099,-0.5188539067537637,-0.0,1.0,-0.526255291709888,-0.5169474894165802,0.0
2018-10-02,-0.2437130281196557,-0.5110039530124197,-0.0,1.0,-0.5290308110684347,-0.5198071154223555,0.0
2018-10-03,-0.24324021407156268,-0.5063184734792233,-0.0,1.0,-0.5301913754938496,-0.5222617613270195,0.0
2018-10-04,-0.2446018987873526,-0.5037947741339233,-0.0,1.0,-0.5315484358809197,-0.5206262077463802,0.0
2018-10-05,-0.23008948234047893,-0.49474535165723527,-0.0,1.0,-0.5357789981323001,-0.5269980207955844,0.0
2018-10-08,-0.22858733472512177,-0.49283228949199726,-0.0,1.0,-0.5360055671537927,-0.526151704940849,0.0
2018-10-09,-0.22516777589039572,-0.49277380189913955,-0.0,1.0,-0.5376347080281808,-0.5290579488179109,0.0
2018-10-10,-0.22566457898399445,-0.4920528879610299,-0.0,1.0,-0.537981906750174,-0.5278496868475991,0.0
2018-10-11,-0.20489733172285055,-0.4829526737674317,-0.0,1.0,-0.5307181289118261,-0.5265729658504447,0.0
2018-10-12,-0.20920717498509728,-0.47428602395274483,-0.0,1.0,-0.516176231507072,-0.5099170866525768,0.0
2018-10-15,-0.20454606954404006,-0.47636314436476795,-0.0,1.0,-0.5153835746177784,-0.5097009876877283,0.0
2018-10-16,-0.19801496908558414,-0.4899121379759193,-0.0,1.0,-0.5148606139494523,-0.5090031456774055,0.0
2018-10-17,-0.1868075996788868,-0.46780840246186783,-0.0,1.0,-0.5103023815895104,-0.5110516457051111,0.0
2018-10-18,-0.1870182012847966,-0.4686295503211992,-0.0,1.0,-0.5098768736616702,-0.511161670235546,0.0
2018-10-19,-0.17420057367470518,-0.4576383724636141,-0.0,1.0,-0.5123499415701689,-0.511685966216934,0.0
2018-10-22,-0.17437646557237263,-0.446599872095502,-0.0,1.0,-0.5226497548497122,-0.5210775953954381,0.0
2018-10-23,-0.17875709829640887,-0.4474392812391693,-0.0,1.0,-0.5199285504812179,-0.5199018902130156,0.0
2018-10-24,-0.17773984477102395,-0.4486970901234897,-0.0,1.0,-0.5206305176966367,-0.5200970847891607,0.0
2018-10-25,-0.15444836167565326,-0.41484342596433016,-0.0,1.0,-0.5241082538365823,-0.4988593944421402,0.0
2018-10-26,-0.13816770345997637,-0.40614878412420957,-0.0,1.0,-0.533134543211146,-0.4931108940414375,0.0
2018-10-29,-0.12895545314900153,-0.40729646697388633,-0.0,1.0,-0.5293650793650794,-0.49457245263696875,0.0
2018-10-30,-0.12166278444723168,-0.4075306524688356,-0.0,1.0,-0.52980776614534,-0.5007039189085417,0.0
2018-10-31,-0.12370189370800243,-0.39671146406027286,-0.0,1.0,-0.5275911219710853,-0.497301975157809,0.0
2018-11-01,-0.11045284650003814,-0.407231305143787,-0.0,1.0,-0.52726995346945,-0.49769889903124925,0.0
2018-11-02,-0.11437891968440218,-0.3878970260975116,-0.0,1.0,-0.5325460246813676,-0.49400667610762694,0.0
2018-11-05,-0.12004374475444442,-0.3788499198860602,-0.0,1.0,-0.5356952109667082,-0.5087362343904983,0.0
2018-11-06,-0.12084838004170692,-0.37927877524032344,-0.0,1.0,-0.5350439957275825,-0.5079090585422918,0.0
2018-11-07,-0.120548989706443,-0.3791587241072563,-0.0,1.0,-0.5342991485576312,-0.507586732748761,0.0
2018-11-08,-0.10775753293292284,-0.3775803765204664,-0.0,1.0,-0.5289961136627467,-0.5092868318780598,0.0
2018-11-09,-0.10679562615217555,-0.3782671279577767,-0.0,1.0,-0.5308214853910452,-0.5094320563650597,0.0
2018-11-12,-0.10628396055544376,-0.3676293016703562,-0.0,1.0,-0.5343378949486818,-0.507320386395653,0.0
2018-11-13,-0.08528428093645485,-0.3634752658114112,-0.0,1.0,-0.539809314630859,-0.5073129336594618,0.0
2018-11-14,-0.08635410425404434,-0.36291691631715595,-0.0,1.0,-0.5401687637307769,-0.5070401437986818,0.0
2018-11-15,-0.08577270233880217,-0.3637360993367576,-0.0,1.0,-0.5433351618211738,-0.5005236124270682,0.0
2018-11-16,-0.08542751114542602,-0.361659734502254,-0.0,1.0,-0.5424273368035666,-0.5010585041468457,0.0
2018-11-19,-0.08046753766831856,-0.3673224207839015,-0.0,1.0,-0.54955699053912,-0.5055563898483256,0.0
2018-11-20,-0.06298094882330967,-0.3619723571161748,-0.0,1.0,-0.5516125015564687,-0.5138089901631179,0.0
2018-11-21,-0.06226906385616863,-0.35876007439553625,-0.0,1.0,-0.5509981401115933,-0.5078487290762554,0.0
2018-11-23,-0.06171548117154812,-0.37001892807332143,-0.0,1.0,-0.5497609085475195,-0.5090406455469216,0.0
2018-11-26,-0.061636159880463205,-0.37019051176690326,-0.0,1.0,-0.5496202216411405,-0.5089030008716224,0.0
2018-11-27,-0.053321092722626105,-0.37468674788477285,-0.0,1.0,-0.54725454680793,-0.505917673622311,0.0
2018-11-28,-0.05204193163751988,-0.38242746422893487,-0.0,1.0,-0.5448877186009539,-0.5047446343402227,0.0
2018-11-29,-0.03739813378634562,-0.375310830440456,-0.0,1.0,-0.5424329714159096,-0.5068813550976192,0.0
