Date,CE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.26034886748242647,-0.6395614567965519,-0.02126182417773149,-0.4872284416673899,-0.4843356764731407,0.0
2018-09-25,1.0,-0.26271946316489747,-0.6378387759234084,-0.02484597807537674,-0.48558123391085534,-0.48144505828247475,0.0
2018-09-26,1.0,-0.2623690758636653,-0.6376367108384932,-0.023522944274058214,-0.4862276488629131,-0.48359469938082295,0.0
2018-09-27,1.0,-0.2615487161653046,-0.6423520547151221,-0.022546803454471687,-0.48707471164435173,-0.48449545006665506,0.0
2018-09-28,1.0,-0.2601223082050836,-0.6436251920122887,-0.02307045764136452,-0.48694316436251917,-0.4845375764426282,0.0
2018-10-01,1.0,-0.2603831550879634,-0.6432194301944758,-0.023215372576297712,-0.4870011303364925,-0.48445062748166823,0.0
2018-10-02,1.0,-0.2611858119856265,-0.6360554074417526,-0.025936014837139212,-0.48849542135157065,-0.48620609713689583,0.0
2018-10-03,1.0,-0.2610522046468509,-0.6336114490990208,-0.025783649110608958,-0.48910713251057425,-0.48745582015180483,0.0
2018-10-04,1.0,-0.26197509412105413,-0.6315667535476397,-0.026238053866203304,-0.490066608746018,-0.48618592528236315,0.0
2018-10-05,1.0,-0.2526914307155021,-0.6271827286633763,-0.01653822841804485,-0.4961757150691258,-0.4936646751522498,0.0
2018-10-08,1.0,-0.2566137566137566,-0.6359672073957788,-0.01880923309494738,-0.4975870690156404,-0.4981684981684982,0.0
2018-10-09,1.0,-0.2581367615834327,-0.6363980105290713,-0.021872545882900437,-0.4962624705505948,-0.49591344056310177,0.0
2018-10-10,1.0,-0.2697682915689797,-0.690405870352891,-0.005389276253691806,-0.5304022166062783,-0.548853637000274,0.0
2018-10-11,1.0,-0.21378018318068273,-0.6851433329368383,-0.0,-0.5140953966932318,-0.5606637326037825,0.0
2018-10-12,1.0,-0.21371122175411716,-0.6809651474530831,-0.0,-0.5026662345697198,-0.548802404030286,0.0
2018-10-15,1.0,-0.19770689401734529,-0.6943995296192855,-0.0,-0.49901514037924444,-0.548757900926062,0.0
2018-10-16,1.0,-0.19883556810162314,-0.6929840037638203,-0.0,-0.4994707127734651,-0.5491943072218302,0.0
2018-10-17,1.0,-0.18603975357433453,-0.6699988376147855,-0.0,-0.4961060095315588,-0.5538184354295014,0.0
2018-10-18,1.0,-0.18573296527676886,-0.6695626906872003,-0.0,-0.49652767688507915,-0.5538863867499637,0.0
2018-10-19,1.0,-0.1784793627805938,-0.6677769732078205,-0.0,-0.49633598841419263,-0.5538595220854453,0.0
2018-10-22,1.0,-0.17939365644422398,-0.6531469755770185,-0.0,-0.514779259432173,-0.5705990487584255,0.0
2018-10-23,1.0,-0.1802427354417085,-0.6530808729139923,-0.0,-0.5140039677908741,-0.5701657136188586,0.0
2018-10-24,1.0,-0.17885182266584948,-0.6483962291684908,-0.0,-0.5164171263462043,-0.5749350611446751,0.0
2018-10-25,1.0,-0.175895670439958,-0.6493756564359902,-0.0,-0.5166880616174583,-0.5755339012720271,0.0
2018-10-26,1.0,-0.17337560351346634,-0.6456285265545926,-0.0,-0.5166656971671223,-0.5728288057704612,0.0
2018-10-29,1.0,-0.15282488332318753,-0.6566657970258284,-0.0,-0.5083630460619764,-0.5809200800069572,0.0
2018-10-30,1.0,-0.166249854600442,-0.659067116435966,-0.0,-0.5102652087937652,-0.5724380597882982,0.0
2018-10-31,1.0,-0.16804702884281245,-0.6496582879647863,-0.0,-0.5085138422332909,-0.5696455461600833,0.0
2018-11-01,1.0,-0.16642542843909217,-0.6506773969430292,-0.0,-0.5082503473830476,-0.5695055581287632,0.0
2018-11-02,1.0,-0.16721595836947095,-0.6465741543798785,-0.0,-0.5088175773344897,-0.5684012720439434,0.0
2018-11-05,1.0,-0.15937064561077566,-0.6754528564793312,-0.0,-0.5155887134231305,-0.5525139340455179,0.0
2018-11-06,1.0,-0.16303369808144427,-0.67814123588657,-0.0,-0.5129016341102371,-0.5484282936173919,0.0
2018-11-07,1.0,-0.16372041635168924,-0.6791300808280514,-0.0,-0.5150026167354771,-0.54963074954934,0.0
2018-11-08,1.0,-0.15684683379220402,-0.6789160991160701,-0.0,-0.5121576583103897,-0.5502101144761629,0.0
2018-11-09,1.0,-0.1581130871217616,-0.6797412167454815,-0.0,-0.5121123328207955,-0.5511909251791465,0.0
2018-11-12,1.0,-0.1574328825045614,-0.6754612065220539,-0.0,-0.5131338874569203,-0.550088331547395,0.0
2018-11-13,1.0,-0.14639561707035756,-0.6750288350634371,-0.0,-0.5130622837370242,-0.5489907727797001,0.0
2018-11-14,1.0,-0.14722758859317783,-0.6744038522533952,-0.0,-0.5131628269081052,-0.5486000980363889,0.0
2018-11-15,1.0,-0.1470231914157148,-0.6783777547017422,-0.0,-0.5202203761393793,-0.5388831198800047,0.0
2018-11-16,1.0,-0.14587293358677497,-0.6742987155117793,-0.0,-0.5192961234951904,-0.540550659524221,0.0
2018-11-19,1.0,-0.1470655992628002,-0.6738466854806198,-0.0,-0.5185451822841675,-0.540229223060531,0.0
2018-11-20,1.0,-0.11556319862424765,-0.6689022642591,-0.0,-0.5234164517053598,-0.558268844941244,0.0
2018-11-21,1.0,-0.11892492099194261,-0.6654329072117986,-0.0,-0.5217948352931128,-0.5409845400449849,0.0
2018-11-23,1.0,-0.11900082599903157,-0.6669514939189382,-0.0,-0.5213193198325216,-0.5409724002392549,0.0
2018-11-26,1.0,-0.11797560697594893,-0.6740567650746608,-0.0,-0.5191496637410236,-0.5384418100991679,0.0
2018-11-27,1.0,-0.11247089556476801,-0.6757339996592652,-0.0,-0.5159577488784145,-0.5352944517008348,0.0
2018-11-28,1.0,-0.10710395046155609,-0.710423714236569,-0.0,-0.5134166618886531,-0.5358924373602432,0.0
2018-11-29,1.0,-0.07870409875700429,-0.7031885541997326,-0.0,-0.5165116477515147,-0.5459794635492221,0.0
2018-11-30,1.0,-0.07874978670155282,-0.7035720379955634,-0.0,-0.5173767134975258,-0.5443091974290427,0.0
2018-12-03,1.0,-0.07768618533257533,-0.7037237066515065,-0.0,-0.517197271176805,-0.5439454235361001,0.0
2018-12-04,1.0,-0.07250241107392068,-0.7062460997333636,-0.0,-0.5148351960061269,-0.5429738469393544,0.0
2018-12-06,1.0,-0.06602421824516055,-0.6939004860506279,-0.0,-0.5134717500632147,-0.536144747562723,0.0
2018-12-07,1.0,-0.06106548154815482,-0.6957977047704771,-0.0,-0.5152171467146714,-0.5407009450945095,0.0
2018-12-10,1.0,-0.05330305069537909,-0.6975381336922386,-0.0,-0.5151973979362943,-0.537909376401974,0.0
2018-12-11,1.0,-0.04423536020221879,-0.7020643168094369,-0.0,-0.5140289285212751,-0.5482656930206432,0.0
2018-12-12,1.0,-0.04217511106112579,-0.7035089692402857,-0.0,-0.5143676545014902,-0.551622335938818,0.0
2018-12-13,1.0,-0.042002640968729806,-0.7004467170511055,-0.0,-0.5170398673896552,-0.5500238811002163,0.0
2018-12-14,1.0,-0.043202247191011234,-0.6982022471910113,-0.0,-0.517808988764045,-0.5497752808988764,0.0
2018-12-17,1.0,-0.03403361344537815,-0.6983473389355743,-0.0,-0.5110084033613446,-0.5577310924369748,0.0
2018-12-18,1.0,-0.028616097601831432,-0.6953013763644993,-0.0,-0.5094502917446048,-0.5584466344677406,0.0
2018-12-19,1.0,-0.03622641509433962,-0.6941719077568134,-0.0,-0.5069461914744934,-0.5579035639412997,0.0
2018-12-20,1.0,-0.03497340795812101,-0.6841533706457271,-0.0,-0.5114582463174895,-0.553921978113775,0.0
2018-12-21,1.0,-0.02646476082649307,-0.7126238324370223,-0.0,-0.5533540900084913,-0.5380413246532691,0.0
2018-12-24,1.0,-0.015663736759071446,-0.7029524453459545,-0.0,-0.5510480054090602,-0.5475546540455263,0.0
2018-12-26,1.0,-0.014522414421486444,-0.705738876895904,-0.0,-0.5415346659564327,-0.5417589503490425,0.0
2018-12-27,1.0,-0.0,-0.6839199825098381,-0.0,-0.5019403148229121,-0.5469501530389156,0.0
2018-12-28,1.0,-0.0,-0.6831238533366193,-0.0,-0.504805717571675,-0.5503710397327418,0.0
2018-12-31,1.0,-0.0,-0.6824579659346076,-0.0,-0.5051755298756777,-0.5507420997864066,0.0
2019-01-02,1.0,-0.0,-0.6817796262347114,-0.0,-0.5033792103319014,-0.5510438613292473,0.0
2019-01-03,1.0,-0.0,-0.6821056089348773,-0.0,-0.5015740056390463,-0.5537214968109276,0.0
2019-01-04,1.0,-0.0,-0.682535334721157,-0.0,-0.5028486906979291,-0.5537142544099923,0.0
2019-01-07,1.0,-0.0,-0.6705007867180294,-0.0,-0.4977212305355108,-0.5445987738050024,0.0
2019-01-08,1.0,-0.0,-0.6626760563380282,-0.0,-0.5028710725893825,-0.543011917659805,0.0
2019-01-09,1.0,-0.0,-0.6598906453009962,-0.0,-0.5025714595062798,-0.5443373754872239,0.0
2019-01-10,1.0,-0.0,-0.658315521766186,-0.0,-0.5037471929872027,-0.5434917886420823,0.0
2019-01-11,1.0,-0.0,-0.6432186645735783,-0.0,-0.5071047717000027,-0.5562562589655452,0.0
2019-01-14,1.0,-0.0,-0.6431259985377346,-0.0,-0.5092203958948252,-0.5555525467789543,0.0
2019-01-15,1.0,-0.0,-0.6385930683142291,-0.0,-0.5096604612091158,-0.5615532612524726,0.0
2019-01-16,1.0,-0.0,-0.6340479670835363,-0.0,-0.501461750852688,-0.571463375020302,0.0
2019-01-17,1.0,-0.0,-0.6371724492279401,-0.0,-0.4990129532978177,-0.5680521376997755,0.0
2019-01-18,1.0,-0.0,-0.6339008866887885,-0.0,-0.5033182831964315,-0.5826850894848502,0.0
2019-01-22,1.0,-0.0,-0.6624676209952284,-0.0,-0.47201090661213363,-0.5921745057941377,0.0
2019-01-23,1.0,-0.0,-0.6578387519092297,-0.0,-0.47228889373772637,-0.5973434431595025,0.0
2019-01-24,1.0,-0.0,-0.6711227753629132,-0.0,-0.45569862489406493,-0.606987615845157,0.0
2019-01-25,1.0,-0.0,-0.6784935853221135,-0.0,-0.42157538970892533,-0.6589322665195199,0.0
2019-01-28,1.0,-0.0,-0.67923644777435,-0.0,-0.4174195680916704,-0.6578338475099164,0.0
2019-01-29,1.0,-0.0,-0.6727107136943202,-0.0,-0.41499696417729204,-0.6721587459292377,0.0
2019-01-30,1.0,-0.0,-0.6753164207151937,-0.0,-0.4179793290222738,-0.670203946277566,0.0
2019-01-31,1.0,-0.0,-0.6817049543315804,-0.0,-0.4083310268474951,-0.6777747024633268,0.0
2019-02-01,1.0,-0.0,-0.6802558398220245,-0.0,-0.4137096774193549,-0.6868743047830924,0.0
2019-02-04,1.0,-0.0,-0.6806355955911151,-0.0,-0.408465282828848,-0.708386952386281,0.0
2019-02-05,1.0,-0.0,-0.6768425765291847,-0.0,-0.4034920812580447,-0.7178353573227377,0.0
2019-02-06,1.0,-0.0,-0.673973293020912,-0.0,-0.4002967442120881,-0.7252036617115982,0.0
2019-02-07,1.0,-0.0,-0.6750279955207167,-0.0,-0.40223964165733483,-0.7222844344904815,0.0
2019-02-08,1.0,-0.0,-0.6695806161457162,-0.0,-0.40530132673712616,-0.7360299078030133,0.0
2019-02-11,1.0,-0.0,-0.6581259150805271,-0.0,-0.4103502646694448,-0.7471562112850546,0.0
2019-02-12,1.0,-0.0,-0.6562182597900914,-0.0,-0.4208892901478389,-0.7442726554564948,0.0
2019-02-13,1.0,-0.0,-0.6588951841359774,-0.0,-0.42566572237960343,-0.748328611898017,0.0
2019-02-14,1.0,-0.0,-0.605474493835539,-0.0,-0.46476642913697547,-0.7574934962108358,0.0
2019-02-15,1.0,-0.0,-0.613817687998642,-0.0,-0.46115543484411253,-0.7542296157981101,0.0
2019-02-19,1.0,-0.0,-0.6070197253150963,-0.0,-0.46648392019442714,-0.7524727293279828,0.0
2019-02-20,1.0,-0.0,-0.6057480359464195,-0.0,-0.46673825806816255,-0.753461821059176,0.0
2019-02-21,1.0,-0.0,-0.6149361858675043,-0.0,-0.46475365763930154,-0.7502051673882899,0.0
2019-02-22,1.0,-0.0,-0.6102466900531854,-0.0,-0.4719927577232092,-0.7468032137603259,0.0
2019-02-25,1.0,-0.0,-0.6096938051590568,-0.0,-0.4782485314566248,-0.7498226396889811,0.0
2019-02-26,1.0,-0.0,-0.6118437845656428,-0.0,-0.4741484443688136,-0.7501630789302022,0.0
2019-02-27,1.0,-0.0,-0.6176470588235294,-0.0,-0.47833863275039745,-0.7429877356347945,0.0
2019-02-28,1.0,-0.0,-0.6227619669154159,-0.0,-0.4830179042646766,-0.7316630252816161,0.0
2019-03-01,1.0,-0.0,-0.6235985353807726,-0.0,-0.480542703868752,-0.7342681161477107,0.0
2019-03-04,1.0,-0.0,-0.6194150520552608,-0.0,-0.48032679923973787,-0.7370571047629855,0.0
2019-03-05,1.0,-0.0,-0.6095197499289571,-0.0,-0.49707303211139525,-0.7350951974992896,0.0
2019-03-06,1.0,-0.0,-0.5948346120338364,-0.0,-0.4887165219346317,-0.7267515386560999,0.0
2019-03-07,1.0,-0.0,-0.5383581964230737,-0.0,-0.5364829690167651,-0.7239777211788744,0.0
2019-03-08,1.0,-0.0,-0.5354708406967937,-0.0,-0.5390333529692278,-0.7306516311818003,0.0
2019-03-11,1.0,-0.0,-0.5336225596529284,-0.0,-0.5488632842212018,-0.7346536327013551,0.0
2019-03-12,1.0,-0.0,-0.5071138499985801,-0.0,-0.5622639366143186,-0.770454093658592,0.0
2019-03-13,1.0,-0.0,-0.5218580792248504,-0.0,-0.5658307210031348,-0.7621544599601027,0.0
2019-03-14,1.0,-0.0,-0.5196458060474917,-0.0,-0.5690735151756734,-0.7584989465292411,0.0
2019-03-15,1.0,-0.0,-0.5155714285714286,-0.0,-0.5683714285714286,-0.7732000000000001,0.0
2019-03-18,1.0,-0.0,-0.5248812778817097,-0.0,-0.5737516189379768,-0.779450280615916,0.0
2019-03-19,1.0,-0.0,-0.5251701072540653,-0.0,-0.5671491177488179,-0.7908545727136432,0.0
