Date,IWF,IWM,MGPI,MTUM,SPY,VLUE,VXX
2018-11-20,-0.3455611390284757,-1.508542713567839,1.0,-0.0,-1.5073143495254047,-1.2219430485762144,0.0
2018-11-21,-0.35735602962307944,-1.4975682546700564,1.0,-0.0,-1.506079363324859,-1.1656350171327512,0.0
2018-11-23,-0.36211575740792024,-1.471503738576572,1.0,-0.0,-1.5284408751038494,-1.176571586818056,0.0
2018-11-26,-0.3605257320319432,-1.485248447204969,1.0,-0.0,-1.5262311446317658,-1.1736357586512867,0.0
2018-11-27,-0.34388568287991206,-1.4824402308326465,1.0,-0.0,-1.5114591920857376,-1.1582302830447926,0.0
2018-11-28,-0.34134482568097685,-1.5120172385214652,1.0,-0.0,-1.510856953422841,-1.1609481186805901,0.0
2018-11-29,-0.2763961605584642,-1.4899650959860384,1.0,-0.0,-1.5099258289703317,-1.1775196335078535,0.0
2018-11-30,-0.2758695889216007,-1.490022898266274,1.0,-0.0,-1.510794896957802,-1.175226256678661,0.0
2018-12-03,-0.27265301677194514,-1.4897625789588325,1.0,-0.0,-1.509475059899804,-1.1735460683946852,0.0
2018-12-04,-0.25422623253791377,-1.5023101592650976,1.0,-0.0,-1.5060607707778442,-1.173071696472251,0.0
2018-12-06,-0.2345056886072004,-1.3736817497012832,1.0,-0.0,-1.4854278144319186,-1.1014598160943425,0.0
2018-12-07,-0.2286398168383807,-1.3773025288791758,1.0,-0.0,-1.4895930898116352,-1.107867624102404,0.0
2018-12-10,-0.18661143500051142,-1.3728648869796463,1.0,-0.0,-1.4809757594354098,-1.0735399406770993,0.0
2018-12-11,-0.1811946562931873,-1.3762604289297231,1.0,-0.0,-1.4800634693146337,-1.0809745610892154,0.0
2018-12-12,-0.17873628064416863,-1.380141552979793,1.0,-0.0,-1.4823058775259002,-1.087496153451636,0.0
2018-12-13,-0.1787560788328641,-1.3734834911696954,1.0,-0.0,-1.4833887893524442,-1.0834399795239316,0.0
2018-12-14,-0.17384782496249937,-1.4148347385299747,1.0,-0.0,-1.4852325040086898,-1.0985879066880464,0.0
2018-12-17,-0.13965357253325084,-1.417929683472523,1.0,-0.0,-1.4658727703886998,-1.1316630580472213,0.0
2018-12-18,-0.1195292199521068,-1.3947113669944464,1.0,-0.0,-1.4536607734243645,-1.1271208029754929,0.0
2018-12-19,-0.1316542352099724,-1.3954735874118729,1.0,-0.0,-1.4528966997036885,-1.1288443854092163,0.0
2018-12-20,-0.12808931743212382,-1.3690433900025374,1.0,-0.0,-1.460086272519665,-1.1176351179903579,0.0
2018-12-21,-0.11726862874221164,-1.3807304594498757,1.0,-0.0,-1.4799655539233068,-1.0876855275821893,0.0
2018-12-24,-0.07422524565381709,-1.34472159234064,1.0,-0.0,-1.4836482741244648,-1.1365079365079365,0.0
2018-12-26,-0.073100288815855,-1.3607210437207449,1.0,-0.0,-1.438402549546858,-1.1074096205557216,0.0
2018-12-27,-0.0,-1.2978723404255321,1.0,-0.0,-1.319053951367781,-1.132313829787234,0.0
2018-12-28,-0.0,-1.2988522102067919,1.0,-0.0,-1.3157844811231265,-1.128248909125403,0.0
2018-12-31,-0.0,-1.2977613356099411,1.0,-0.0,-1.316306203756403,-1.128912919749573,0.0
2019-01-02,-0.0,-1.2966298525856759,1.0,-0.0,-1.311750485851069,-1.1316300895861973,0.0
2019-01-03,-0.0,-1.2972396129766646,1.0,-0.0,-1.331815594763802,-1.1138778220451528,0.0
2019-01-04,-0.0,-1.3020058385912043,1.0,-0.0,-1.2902815707693756,-1.1162538845465675,0.0
2019-01-07,-0.0,-1.2408092432753346,1.0,-0.0,-1.2585285655569256,-1.0674521623966753,0.0
2019-01-08,-0.0,-1.2184384247666742,1.0,-0.0,-1.2715684042795354,-1.0626906442066923,0.0
2019-01-09,-0.0,-1.2155301824136833,1.0,-0.0,-1.2703907564936543,-1.0630487194650413,0.0
2019-01-10,-0.0,-1.2217811844146362,1.0,-0.0,-1.2722419928825621,-1.0684369011771147,0.0
2019-01-11,-0.0,-1.2281764379508044,1.0,-0.0,-1.2963288329942668,-1.099130756426854,0.0
2019-01-14,-0.0,-1.2326205683606406,1.0,-0.0,-1.3035267981116356,-1.0921966120522077,0.0
2019-01-15,-0.0,-1.2315730806743765,1.0,-0.0,-1.2955273791277693,-1.117365658817519,0.0
2019-01-16,-0.0,-1.1708067802488402,1.0,-0.0,-1.1280183812372653,-1.0363723067585728,0.0
2019-01-17,-0.0,-1.178702464712738,1.0,-0.0,-1.115681788751241,-1.022100401433073,0.0
2019-01-18,-0.0,-1.1802193975274247,1.0,-0.0,-1.1257617969702247,-1.0471008183876023,0.0
2019-01-22,-0.0,-1.2270306556276571,1.0,-0.0,-1.2473484000895054,-1.0008950548221078,0.0
2019-01-23,-0.0,-1.1840190441969098,1.0,-0.0,-1.2669780812073301,-1.0405587495508444,0.0
2019-01-24,-0.0,-1.1810632728585613,1.0,-0.0,-1.2869843848722808,-1.0449950356530373,0.0
2019-01-25,-0.0,-1.0934906878111745,1.0,-0.0,-1.4334777798266642,-1.0830721003134796,0.0
2019-01-28,-0.0,-1.0634216243701753,1.0,-0.0,-1.478065917810752,-1.0810798317385475,0.0
2019-01-29,-0.0,-1.0565487391795259,1.0,-0.0,-1.4937899887090704,-1.1542623259315017,0.0
2019-01-30,-0.0,-1.0626326463236335,1.0,-0.0,-1.5020044333349054,-1.1516766495307267,0.0
2019-01-31,-0.0,-1.084936049265751,1.0,-0.0,-1.4410705826622452,-1.211084793936523,0.0
2019-02-01,-0.0,-1.083684984116448,1.0,-0.0,-1.445023943862311,-1.2126499454743729,0.0
2019-02-04,-0.0,-1.0904222548694373,1.0,-0.0,-1.4469456423866167,-1.201743993175679,0.0
2019-02-05,-0.0,-1.0732042888319575,1.0,-0.0,-1.4394155043172978,-1.2316633456684696,0.0
2019-02-06,-0.0,-1.0726909920182441,1.0,-0.0,-1.4336278981375903,-1.2447263397947548,0.0
2019-02-07,-0.0,-1.069109748562194,1.0,-0.0,-1.4303911782879415,-1.2535766909073625,0.0
2019-02-08,-0.0,-1.0736556064073226,1.0,-0.0,-1.4509439359267735,-1.242753623188406,0.0
2019-02-11,-0.0,-1.0470189507852403,1.0,-0.0,-1.4667048546469996,-1.2597737362165258,0.0
2019-02-12,-0.0,-1.0642812664654884,1.0,-0.0,-1.4731522728361353,-1.2525267040283565,0.0
2019-02-13,-0.0,-1.0846256940455676,1.0,-0.0,-1.462330078498947,-1.239613249090561,0.0
2019-02-14,-0.0,-1.1212686567164178,1.0,-0.0,-1.3746735074626866,-1.1682369402985076,0.0
2019-02-15,-0.0,-1.040681216327276,1.0,-0.0,-1.3659483152223542,-1.1592092046388458,0.0
2019-02-19,-0.0,-1.0300593878483326,1.0,-0.0,-1.3786660575605298,-1.1595705801735952,0.0
2019-02-20,-0.0,-1.0812432079982612,1.0,-0.0,-1.2127798304716366,-1.0528580743316671,0.0
2019-02-21,-0.0,-1.0397018030513177,1.0,-0.0,-1.2196601941747571,-1.0748959778085991,0.0
2019-02-22,-0.0,-1.0420087753594856,1.0,-0.0,-1.2351535687909987,-1.0670750249793648,0.0
2019-02-25,-0.0,-1.0304152686391566,1.0,-0.0,-1.2506863044141356,-1.0763867706653885,0.0
2019-02-26,-0.0,-1.0304126181865714,1.0,-0.0,-1.2513615964445994,-1.0753344080867937,0.0
2019-02-27,-0.0,-1.0276567944250872,1.0,-0.0,-1.2643728222996515,-1.0634146341463415,0.0
2019-02-28,-0.0,-1.0392833733886826,1.0,-0.0,-1.2766003932707015,-1.0538343893379942,0.0
2019-03-01,-0.0,-1.043371486207955,1.0,-0.0,-1.3024163487260447,-1.0396000526246545,0.0
2019-03-04,-0.0,-1.036780500635658,1.0,-0.0,-1.2919205646398668,-1.0551926702029721,0.0
2019-03-05,-0.0,-1.0012651049164596,1.0,-0.0,-1.3151419971207958,-1.0460236443746456,0.0
2019-03-06,-0.0,-1.0022605747076467,1.0,-0.0,-1.3090901186801722,-1.0359083597791592,0.0
2019-03-07,-0.0,-0.982567899109026,1.0,-0.0,-1.3254853010803598,-0.99621228425085,0.0
2019-03-08,-0.0,-0.9244659950675083,1.0,-0.0,-1.335284036283075,-0.920369518873051,0.0
2019-03-11,-0.0,-0.9184741328382142,1.0,-0.0,-1.3251751202633133,-0.9761161279432864,0.0
2019-03-12,-0.0,-0.8696210661528581,1.0,-0.0,-1.3602654677799184,-1.0518946692357096,0.0
2019-03-13,-0.0,-0.8939583423174782,1.0,-0.0,-1.3668980982362324,-1.0515761783604296,0.0
2019-03-14,-0.0,-0.9017926734216679,1.0,-0.0,-1.375811899194596,-1.0524811639386853,0.0
2019-03-15,-0.0,-0.8968668407310705,1.0,-0.0,-1.3818102697998258,-1.0728894691035682,0.0
2019-03-18,-0.0,-0.9227814569536423,1.0,-0.0,-1.4037527593818984,-1.0885209713024282,0.0
2019-03-19,-0.0,-0.923349579087284,1.0,-0.0,-1.3997341603898978,-1.1075764288879042,0.0
2019-03-20,-0.0,-0.9464365355454465,1.0,-0.0,-1.3990723396663989,-1.1143965747926143,0.0
2019-03-21,-0.0,-0.9512941706054467,1.0,-0.0,-1.4994823317578214,-1.0506864731037588,0.0
2019-03-22,-0.0,-0.9406380279137212,1.0,-0.0,-1.5512506797172378,-1.0395595432300164,0.0
2019-03-25,-0.0,-0.793177544990599,1.0,-0.0,-1.6330020592711971,-1.0504969110932045,0.0
2019-03-26,-0.0,-0.8276594782765948,1.0,-0.0,-1.6360594963605948,-1.0572810705728108,0.0
2019-03-27,-0.0,-0.7851546578506408,1.0,-0.0,-1.677233820932023,-1.0663919206557675,0.0
2019-03-28,-0.0,-0.7807964441219157,1.0,-0.0,-1.6711266328011611,-1.0836357039187228,0.0
2019-03-29,-0.0,-0.7714363487886762,1.0,-0.0,-1.674122130478178,-1.0911895472280193,0.0
2019-04-01,-0.0,-0.7836206896551724,1.0,-0.0,-1.6759981851179673,-1.0775862068965516,0.0
2019-04-02,-0.0,-0.7933089530001355,1.0,-0.0,-1.6778635604316223,-1.043749153460653,0.0
2019-04-03,-0.0,-0.7923889490790899,1.0,-0.0,-1.676056338028169,-1.045864933188877,0.0
2019-04-04,-0.0,-0.7908080260303688,1.0,-0.0,-1.679546276211135,-1.0488069414316703,0.0
2019-04-05,-0.0,-0.7733062330623306,1.0,-0.0,-1.6803071364046973,-1.0631436314363143,0.0
2019-04-08,-0.0,-0.7659056041873477,1.0,-0.0,-1.6865806335168305,-1.0596967782691094,0.0
2019-04-09,-0.0,-0.7426789587852495,1.0,-0.0,-1.7387020968908171,-1.0377801879971078,0.0
2019-04-10,-0.0,-0.7307102247089613,1.0,-0.0,-1.7505640285172819,-1.030953885028427,0.0
2019-04-11,-0.0,-0.7074482509265118,1.0,-0.0,-1.7865859170206995,-1.0255807647111994,0.0
2019-04-12,-0.0,-0.7089505057803468,1.0,-0.0,-1.7817015895953758,-1.025243858381503,0.0
2019-04-15,-0.0,-0.7098915989159892,1.0,-0.0,-1.7785907859078591,-1.0281842818428184,0.0
2019-04-16,-0.0,-0.7213689032605767,1.0,-0.0,-1.7643043204886375,-1.0054792059642503,0.0
2019-04-17,-0.0,-0.7876201098146877,1.0,-0.0,-1.59501544269046,-0.9070006863417982,0.0
2019-04-18,-0.0,-0.7645715762719166,1.0,-0.0,-1.5989316331366044,-0.9444276913798303,0.0
2019-04-22,-0.0,-0.743899215928112,1.0,-0.0,-1.6622764514139723,-0.9987225795084133,0.0
2019-04-23,-0.0,-0.7287189628653044,1.0,-0.0,-1.6465392221489783,-1.0193803559657217,0.0
2019-04-24,-0.0,-0.7266057464194712,1.0,-0.0,-1.6468236534575171,-1.0198576574993412,0.0
2019-04-25,-0.0,-0.7226428382780175,1.0,-0.0,-1.6595651025618454,-1.0195879919006956,0.0
2019-04-26,-0.0,-0.7017057944253935,1.0,-0.0,-1.6692165655499869,-1.0254110612855007,0.0
2019-04-29,-0.0,-0.6938981562774363,1.0,-0.0,-1.6655399473222126,-1.030377524143986,0.0
2019-04-30,-0.0,-0.678367454529479,1.0,-0.0,-1.6763026096125122,-1.038616993234338,0.0
2019-05-01,-0.0,-0.6619519717999559,1.0,-0.0,-1.6922670191672173,-1.052037893809209,0.0
2019-05-02,-0.0,-0.9211756847027388,1.0,-0.0,-2.150300601202405,-1.495212647517257,0.0
2019-05-03,-0.0,-0.9350576955237193,1.0,-0.0,-2.1459390155527065,-1.493505769552372,0.0
2019-05-06,-0.0,-0.9251825834866476,1.0,-0.0,-2.1475163070747616,-1.5023694040251994,0.0
2019-05-07,-0.0,-0.9198324022346369,1.0,-0.0,-2.1561452513966484,-1.5106145251396648,0.0
2019-05-08,-0.0,-0.9075662810649251,1.0,-0.0,-2.1208833785354515,-1.506503570044833,0.0
2019-05-09,-0.0,-0.9071503622186584,1.0,-0.0,-2.112094232151745,-1.510811259193718,0.0
2019-05-10,-0.0,-0.9052486187845304,1.0,-0.0,-2.1145856353591164,-1.5050276243093923,0.0
2019-05-13,-0.0,-0.9071725283854888,1.0,-0.0,-2.1162558847964554,-1.515203544724453,0.0
2019-05-14,-0.0,-0.8146959643206788,1.0,-0.0,-2.126074186881323,-1.4981507668878493,0.0
2019-05-15,-0.0,-0.8245890932839883,1.0,-0.0,-2.1485250898008057,-1.4693588766735606,0.0
2019-05-16,-0.0,-0.8291104828186168,1.0,-0.0,-2.1433775554588954,-1.4646585471944324,0.0
2019-05-17,-0.0,-0.8139319727891157,1.0,-0.0,-2.127455782312925,-1.500734693877551,0.0
2019-05-20,-0.0,-0.8058062411655975,1.0,-0.0,-2.1293356529303034,-1.501359138849625,0.0
2019-05-21,-0.0,-0.7901428262280892,1.0,-0.0,-2.1256762605496644,-1.4942653105388444,0.0
2019-05-22,-0.0,-0.7731646664504271,1.0,-0.0,-2.141150394637258,-1.4916747756514217,0.0
2019-05-23,-0.0,-0.770781537131121,1.0,-0.0,-2.165603718516917,-1.468435844773538,0.0
2019-05-24,-0.0,-0.7316916488222698,1.0,-0.0,-2.157066381156317,-1.4645610278372592,0.0
2019-05-28,-0.0,-0.7285478986238776,1.0,-0.0,-2.129748684979544,-1.4548642473832423,0.0
2019-05-29,-0.0,-0.7311173450484307,1.0,-0.0,-2.1275075424760495,-1.4342878314719738,0.0
2019-05-30,-0.0,-0.7325371549893842,1.0,-0.0,-2.1381634819532906,-1.4371019108280254,0.0
2019-05-31,-0.0,-0.7244811520542143,1.0,-0.0,-2.130188479457857,-1.4396971622193986,0.0
2019-06-03,-0.0,-0.7352105263157895,1.0,-0.0,-2.1454736842105264,-1.382421052631579,0.0
2019-06-04,-0.0,-0.7289483385117699,1.0,-0.0,-2.1419769340144295,-1.3952814787508558,0.0
2019-06-05,-0.0,-0.7115891813621555,1.0,-0.0,-2.136991260278223,-1.3228525624450538,0.0
2019-06-06,-0.0,-0.7036423841059603,1.0,-0.0,-2.150403559602649,-1.3197951158940395,0.0
2019-06-07,-0.0,-0.7245784628116271,1.0,-0.0,-2.131478224888797,-1.3161787524568116,0.0
2019-06-10,-0.0,-0.7242342715231788,1.0,-0.0,-2.120136589403973,-1.3294701986754967,0.0
2019-06-11,-0.0,-0.732619208569497,1.0,-0.015339815922208932,-2.1252664968020385,-1.3266600800790391,0.0
2019-06-12,-0.0,-0.7388568159359234,1.0,-0.020335985853227233,-2.120975711239403,-1.3208508867738078,0.0
2019-06-13,-0.0,-0.7474347622271993,1.0,-0.03302255325798219,-2.1071930829730716,-1.3210063024115841,0.0
2019-06-14,-0.0,-0.7397188964081208,1.0,-0.044403956272774596,-2.1107235814679854,-1.3107756376887039,0.0
2019-06-17,-0.0,-0.7386806674637417,1.0,-0.046628892238914595,-2.1106201590684615,-1.3024380100847324,0.0
2019-06-18,-0.0,-0.7227178423236514,1.0,-0.045746887966804976,-2.112136929460581,-1.3061203319502075,0.0
2019-06-19,-0.0,-0.7058701836048616,1.0,-0.06894233255753815,-2.108611326609775,-1.2885440910266357,0.0
2019-06-20,-0.0,-0.7089788093881146,1.0,-0.07476296564944822,-2.1071447075281076,-1.2901922180197918,0.0
2019-06-21,-0.0,-0.7102959566486036,1.0,-0.08555648186744477,-2.1211442267611504,-1.2934556065027094,0.0
2019-06-24,-0.0,-0.6772580477133034,1.0,-0.09157203875403687,-2.1069382227315345,-1.3331076153766015,0.0
2019-06-25,-0.0,-0.7146477980779385,1.0,-0.0826380821628472,-2.1276797972330765,-1.355422959129792,0.0
2019-06-26,-0.0,-0.7085925144965736,1.0,-0.06262519768054824,-2.1015814443858725,-1.3986821296784397,0.0
2019-06-27,-0.0,-0.6859691722972974,1.0,-0.07849451013513513,-2.0942250844594597,-1.4200274493243246,0.0
2019-06-28,-0.0,-0.6936946436102911,1.0,-0.07122522142555884,-2.088464782792071,-1.41865246731337,0.0
2019-07-01,-0.0,-0.6891415337649349,1.0,-0.07331964840254751,-2.092689088899416,-1.4083372809095214,0.0
2019-07-02,-0.0,-0.6944604883171435,1.0,-0.062483591493830405,-2.0849041743239694,-1.4088737201365187,0.0
2019-07-03,-0.0,-0.7013375295043274,1.0,-0.05680566483084186,-2.0758982428533965,-1.41117230527144,0.0
2019-07-05,-0.0,-0.6796356744235023,1.0,-0.07507633989680952,-2.0903443192587132,-1.4196588396335685,0.0
2019-07-08,-0.0,-0.6830385344283008,1.0,-0.07054116656138135,-2.088439671509792,-1.4222467887976418,0.0
2019-07-09,-0.0,-0.6721415034744156,1.0,-0.07112023583912402,-2.0913876605601183,-1.4295641187618449,0.0
2019-07-10,-0.0,-0.6494264968957171,1.0,-0.06571608965589813,-2.110386193833526,-1.4359675891823633,0.0
2019-07-11,-0.0,-0.6453549610280177,1.0,-0.07330945860543502,-2.114440699389088,-1.433378976195492,0.0
2019-07-12,-0.0,-0.6702009811679064,1.0,-0.06899825921823073,-2.1079812206572774,-1.4278630585008176,0.0
2019-07-15,-0.0,-0.6695629278567667,1.0,-0.07783043707214322,-2.1033175355450235,-1.4152185360716165,0.0
2019-07-16,-0.0,-0.6653488009155699,1.0,-0.02314935233834469,-2.0764188732247826,-1.4371846225875253,0.0
2019-07-17,-0.0,-0.6755504658789235,1.0,-0.01868721045234501,-2.075269376919473,-1.435844047681016,0.0
2019-07-18,-0.0,-0.6744065243363981,1.0,-0.01984312503246585,-2.070749571450834,-1.4295361279933512,0.0
2019-07-19,-0.0,-0.6667157512393855,1.0,-0.037598782702596575,-1.876061453885044,-1.3280812840524223,0.0
2019-07-22,-0.0,-0.6933804658370055,1.0,-0.040675996319790804,-1.8327926008425741,-1.2755798750665828,0.0
2019-07-23,-0.0,-0.7020844416501426,1.0,-0.04009285679740775,-1.8254098757073076,-1.2687527204139866,0.0
2019-07-24,-0.0,-0.7025072324011572,1.0,-0.04797492767598843,-1.8162005785920927,-1.2549180327868852,0.0
2019-07-25,-0.0,-0.6804431599229287,1.0,-0.059007707129094415,-1.8350674373795761,-1.242437379576108,0.0
2019-07-26,-0.0,-0.6776221092025717,1.0,-0.06175031187026197,-1.8267440744650227,-1.231839554745226,0.0
2019-07-29,-0.0,-0.6615678776290631,1.0,-0.05707456978967495,-1.8238527724665392,-1.2376673040152963,0.0
2019-07-30,-0.0,-0.6690599272448784,1.0,-0.06208117939881295,-1.8188780394409343,-1.2365020103388857,0.0
2019-07-31,-0.0,-0.6611177740465339,1.0,-0.0656272487407052,-1.8242744063324539,-1.2462940753178222,0.0
2019-08-01,-0.0,-0.7816768723504475,1.0,-0.4932878002826189,-2.000942063118229,-1.6119877531794633,0.0
2019-08-02,-0.0,-0.7677792119982789,1.0,-0.6178621918987031,-2.0963181510848856,-1.6646997356936506,0.0
2019-08-05,-0.0,-0.765772478887233,1.0,-0.6102210630899155,-2.1420144063586686,-1.6916294088425237,0.0
2019-08-06,-0.0,-0.7380015735641229,1.0,-0.5719905586152636,-2.0754100344973674,-1.6667070144646858,0.0
2019-08-07,-0.0,-0.7981776482985186,1.0,-0.538895431723796,-2.1152916382569886,-1.7461104568276204,0.0
2019-08-08,-0.0,-0.7924668566472556,1.0,-0.5348160079296246,-2.1170239127741293,-1.7506504770164788,0.0
2019-08-09,-0.0,-0.7627108211252002,1.0,-0.5156346177520621,-2.101501908162009,-1.7754524190569985,0.0
2019-08-12,-0.0,-0.7508301561923503,1.0,-0.5351125322838519,-2.1098880826466613,-1.753412864346329,0.0
2019-08-13,-0.0,-0.7148275018350869,1.0,-0.5242843161242966,-2.1140200636163446,-1.7638243210178617,0.0
2019-08-14,-0.0,-0.7166818596171376,1.0,-0.5129140079003343,-2.09504709814646,-1.752537222728654,0.0
2019-08-15,-0.0,-0.7214874562600082,1.0,-0.5032916197141332,-2.0513611292331415,-1.6547654350275782,0.0
2019-08-16,-0.0,-0.706922986201203,1.0,-0.5030074301214765,-2.037563391909423,-1.6494279985847389,0.0
2019-08-19,-0.0,-0.6649457318861837,1.0,-0.5114109709592256,-2.052801408037548,-1.6376063361689646,0.0
2019-08-20,-0.0,-0.6691228070175438,1.0,-0.5090643274853801,-2.0495906432748536,-1.6202339181286547,0.0
2019-08-21,-0.0,-0.6686908793647086,1.0,-0.5280275604344272,-2.0395889291136284,-1.6027677215928997,0.0
2019-08-22,-0.0,-0.6771289964346251,1.0,-0.5121281197030803,-2.0488047226605883,-1.6067566777719329,0.0
2019-08-23,-0.0,-0.6726507221799894,1.0,-0.513069411145547,-2.0486521256066896,-1.6132389918718204,0.0
2019-08-26,-0.0,-0.633501838235294,1.0,-0.49764476102941174,-2.0373965992647056,-1.575942095588235,0.0
2019-08-27,-0.0,-0.6288577154308617,1.0,-0.48611508731749214,-2.0289149728027485,-1.5817921557400516,0.0
2019-08-28,-0.0,-0.600365484552567,1.0,-0.5067671749186227,-2.0326080749243336,-1.5709553994631946,0.0
2019-08-29,-0.0,-0.5941821922505429,1.0,-0.5082866613327238,-2.035946965367471,-1.5764658818150645,0.0
2019-08-30,-0.0,-0.5752061415979528,1.0,-0.5116292294569235,-2.0384987205004266,-1.5613306795564403,0.0
2019-09-03,-0.0,-0.5836558160710221,1.0,-0.5237878442977464,-2.0298770771682224,-1.5534941953107217,0.0
2019-09-04,-0.0,-0.5613825304635007,1.0,-0.5303496184944767,-2.0368978476255553,-1.5655392324336637,0.0
2019-09-05,-0.0,-0.5581117927743695,1.0,-0.5202794819359237,-2.040274937514201,-1.5618041354237675,0.0
2019-09-06,-0.0,-0.5496321448783248,1.0,-0.5271646859083192,-2.043350311262026,-1.5391624221844935,0.0
2019-09-09,-0.0,-0.5564735174287008,1.0,-0.5273313716613852,-2.041874151199638,-1.5330466274332277,0.0
2019-09-10,-0.0,-0.5709827507943712,1.0,-0.4989786654561961,-2.040796640944167,-1.563322741715842,0.0
2019-09-11,-0.0,-0.5602450646698435,1.0,-0.5136147038801906,-2.0437372362151125,-1.555139550714772,0.0
