Date,IWF,IWM,JHG,MTUM,SPY,VLUE,VXX
2018-09-24,-0.2535317556145858,-0.5166928278193672,1.0,-0.08808258874667954,-0.5779401110842791,-0.5823774450615793,0.0
2018-09-25,-0.2559760956175299,-0.5149402390438247,1.0,-0.09175419533985271,-0.5762103102740552,-0.579379451889412,0.0
2018-09-26,-0.2556406917229474,-0.5163390775008329,1.0,-0.0866167963899573,-0.5805445349647174,-0.5893879281625731,0.0
2018-09-27,-0.2563039200847586,-0.5141516573331316,1.0,-0.08727107613137583,-0.5802936279703346,-0.5891024670803694,0.0
2018-09-28,-0.2555696815595109,-0.5147717641360939,1.0,-0.08766194454534447,-0.5800641724179683,-0.5889635549097954,0.0
2018-10-01,-0.2566687861446695,-0.5139128591758259,1.0,-0.08753444151754625,-0.5807066945226632,-0.5889726587337633,0.0
2018-10-02,-0.2566046892535412,-0.5262519336346264,1.0,-0.08429130395219751,-0.5790591161394038,-0.5869149807394826,0.0
2018-10-03,-0.25774104348354554,-0.5332583791667933,1.0,-0.08526542891002462,-0.5781093317937342,-0.5843082439454252,0.0
2018-10-04,-0.259294131940226,-0.5302211152958328,1.0,-0.08574292309561415,-0.5797594459968413,-0.5822500303729803,0.0
2018-10-05,-0.24768392370572206,-0.5233726914925825,1.0,-0.0747805025734181,-0.5886769603390857,-0.5930366333636089,0.0
2018-10-08,-0.24628174123337365,-0.5210096735187425,1.0,-0.0723397823458283,-0.590659008464329,-0.5926541717049577,0.0
2018-10-09,-0.24899367452558943,-0.5218667715868164,1.0,-0.07757029145606974,-0.5888441633122485,-0.589267879301474,0.0
2018-10-10,-0.24819489108670587,-0.5259692979794914,1.0,-0.07484375948061404,-0.5901947697348461,-0.5946241126145257,0.0
2018-10-11,-0.21837747852195366,-0.5208537709206575,1.0,-0.03849698266892595,-0.5872053271500342,-0.6078658699723535,0.0
2018-10-12,-0.2230198893727198,-0.514122631517006,1.0,-0.03574791102742144,-0.5752618571260445,-0.5940626103330587,0.0
2018-10-15,-0.2090289207618152,-0.537826240300964,1.0,-0.015753585704208796,-0.5771514225252763,-0.599341641194451,0.0
2018-10-16,-0.20619834710743803,-0.561038961038961,1.0,-0.0006788665879574971,-0.5814344746162928,-0.6022136953955136,0.0
2018-10-17,-0.18782243726135997,-0.5290740039056807,1.0,-0.0,-0.5821213092774491,-0.6156985047655135,0.0
2018-10-18,-0.186823447028273,-0.5272080063023371,1.0,-0.0,-0.5865841916377323,-0.6171621976482946,0.0
2018-10-19,-0.178847607419036,-0.522733879876737,1.0,-0.0,-0.5877085877085877,-0.6178556892842607,0.0
2018-10-22,-0.17879272727272727,-0.512989090909091,1.0,-0.0,-0.5938909090909091,-0.6234181818181818,0.0
2018-10-23,-0.1816621578380894,-0.5131919597405241,1.0,-0.0,-0.5917619338511213,-0.6223056113098874,0.0
2018-10-24,-0.18001569904352124,-0.5120795418205076,1.0,-0.0,-0.5921446637788179,-0.6229903770677676,0.0
2018-10-25,-0.15452275564635118,-0.47911701282487806,1.0,-0.0,-0.6000737714220861,-0.6036772216547498,0.0
2018-10-26,-0.15767174704276615,-0.4812329390354868,1.0,-0.0,-0.5998350773430391,-0.6047827570518653,0.0
2018-10-29,-0.14031211940974878,-0.48797688843572096,1.0,-0.0,-0.5931684934998726,-0.6108420426544311,0.0
2018-10-30,-0.1257688709997449,-0.4895830380679725,1.0,-0.0,-0.5950848946965617,-0.6241106607330139,0.0
2018-10-31,-0.12578634173986966,-0.4890053839614622,1.0,-0.0,-0.5949560782091244,-0.6239161235477472,0.0
2018-11-01,-0.11590716105292952,-0.4964053212567224,1.0,-0.0,-0.5943107840362298,-0.6238607415793943,0.0
2018-11-02,-0.130037828152109,-0.45951250035552776,1.0,-0.0,-0.6264114451491793,-0.6282601894251827,0.0
2018-11-05,-0.12405265257279617,-0.4795145022508405,1.0,-0.0,-0.6300358994814519,-0.6155621402928941,0.0
2018-11-06,-0.12220162555254527,-0.478283188364466,1.0,-0.0,-0.6324254955083417,-0.6189077427634393,0.0
2018-11-07,-0.12164742767564488,-0.47858058999572467,1.0,-0.0,-0.6313239276043894,-0.6186689468433804,0.0
2018-11-08,-0.0963046863938836,-0.48214639671527676,1.0,-0.0,-0.62571145405635,-0.6274670819764973,0.0
2018-11-09,-0.09674039251224832,-0.4822576534224463,1.0,-0.0,-0.6254991362464954,-0.6274815213389595,0.0
2018-11-12,-0.09596273291925465,-0.47309429700734046,1.0,-0.0,-0.6284867306606436,-0.6257199322416713,0.0
2018-11-13,-0.07703089084487302,-0.4685485227336435,1.0,-0.0,-0.6321410551101643,-0.625441498009755,0.0
2018-11-14,-0.07625192874175901,-0.4699396829849909,1.0,-0.0,-0.632767569084023,-0.6264553233272548,0.0
2018-11-15,-0.07602864766184525,-0.4746243505125685,1.0,-0.0,-0.6413144221317231,-0.6166268782474372,0.0
2018-11-16,-0.07630973103487,-0.4738334549946656,1.0,-0.0,-0.6407715200179684,-0.616682576225504,0.0
2018-11-19,-0.07559674248806514,-0.4742488065150238,1.0,-0.0,-0.6413647851727042,-0.6169896096602078,0.0
2018-11-20,-0.02814652999495883,-0.46880076177673224,1.0,-0.0,-0.6543718142609085,-0.6493586512070801,0.0
2018-11-21,-0.02796735285105435,-0.46463689796373164,1.0,-0.0,-0.6537229449288281,-0.6392657177080142,0.0
2018-11-23,-0.0274390243902439,-0.47731595435220403,1.0,-0.0,-0.6519635265159991,-0.6403278138285969,0.0
2018-11-26,-0.026707310252251242,-0.4815985234073494,1.0,-0.0,-0.6500363555008669,-0.6382627663739582,0.0
2018-11-27,-0.02117581499024798,-0.4824742268041237,1.0,-0.0,-0.6472555029256061,-0.6353859013652828,0.0
2018-11-28,-0.01791061483782498,-0.5030364089217251,1.0,-0.0,-0.6434948087202307,-0.6340917359303725,0.0
2018-11-29,-0.0,-0.4940768483839645,1.0,-0.0,-0.6413372173671799,-0.6388958246636149,0.0
2018-11-30,-0.0,-0.4941196050149783,1.0,-0.0,-0.6419338732941307,-0.6376900033285254,0.0
2018-12-03,-0.0,-0.49398325292519274,1.0,-0.0,-0.6414628736205845,-0.6372483779737149,0.0
2018-12-04,-0.0,-0.49435622198860174,1.0,-0.0,-0.637221269296741,-0.6349803574392741,0.0
2018-12-06,-0.0,-0.4567877784712234,1.0,-0.0,-0.6364746424985753,-0.6202208775404987,0.0
2018-12-07,-0.0,-0.4678352902265587,1.0,-0.0,-0.6458574499751943,-0.6424949010528638,0.0
2018-12-10,-0.0,-0.46436001313916575,1.0,-0.0,-0.640643819117486,-0.6323223475309319,0.0
2018-12-11,-0.0,-0.47554400420272624,1.0,-0.0,-0.6322338042967346,-0.6571736666021512,0.0
2018-12-12,-0.0,-0.47636705778171345,1.0,-0.0,-0.6315862297985388,-0.6593701571839716,0.0
2018-12-13,-0.0,-0.4793104403979934,1.0,-0.0,-0.6310246390066794,-0.6612067293035115,0.0
2018-12-14,-0.0,-0.48163140821249345,1.0,-0.0,-0.6298000942689993,-0.6611861258213879,0.0
2018-12-17,-0.0,-0.4784495866854663,1.0,-0.0,-0.6202759116419232,-0.6658925658676841,0.0
2018-12-18,-0.0,-0.4656723810572081,1.0,-0.0,-0.615585702099557,-0.6704823752786109,0.0
2018-12-19,-0.0,-0.4657255290459286,1.0,-0.0,-0.6155370263353421,-0.6706018327416825,0.0
2018-12-20,-0.0,-0.46345149766419347,1.0,-0.0,-0.6154987633965375,-0.6690299532838693,0.0
2018-12-21,-0.0,-0.4766311253521905,1.0,-0.0,-0.6361526987459256,-0.6495221258494005,0.0
2018-12-24,-0.0,-0.4578458834514198,1.0,-0.0,-0.6273960564618004,-0.6609545779095952,0.0
2018-12-26,-0.0,-0.46373967786771325,1.0,-0.0,-0.6099801051971766,-0.6515956721990571,0.0
2018-12-27,-0.0,-0.4424131140560967,1.0,-0.0,-0.5699877587950396,-0.6487040289531109,0.0
2018-12-28,-0.0,-0.44224422442244227,1.0,-0.0,-0.5702650910252316,-0.6490737783455766,0.0
2018-12-31,-0.0,-0.44720430680667345,1.0,-0.0,-0.5697190981290976,-0.6481797345557273,0.0
2019-01-02,-0.0,-0.44726390702881363,1.0,-0.0,-0.569954953754298,-0.6482128101927126,0.0
2019-01-03,-0.0,-0.4469757527311484,1.0,-0.0,-0.5773780975219823,-0.6401811883826272,0.0
2019-01-04,-0.0,-0.45079836613442253,1.0,-0.0,-0.5569200572913903,-0.6446607607023499,0.0
2019-01-07,-0.0,-0.42845946863815665,1.0,-0.0,-0.5529402544476083,-0.6309987199247629,0.0
2019-01-08,-0.0,-0.4322486135816679,1.0,-0.0,-0.5514805901433504,-0.6321544417704301,0.0
2019-01-09,-0.0,-0.4291128652830781,1.0,-0.0,-0.5510742851168383,-0.6336452506665273,0.0
2019-01-10,-0.0,-0.42606922513855483,1.0,-0.0,-0.5556310781135627,-0.6325420893025201,0.0
2019-01-11,-0.0,-0.4250209292591042,1.0,-0.0,-0.5565874843030556,-0.6345489744663039,0.0
2019-01-14,-0.0,-0.4266502707935428,1.0,-0.0,-0.5577823709479082,-0.6319300907877868,0.0
2019-01-15,-0.0,-0.4289819483267588,1.0,-0.0,-0.5577993155516079,-0.6256171791321612,0.0
2019-01-16,-0.0,-0.4277657380088253,1.0,-0.0,-0.5564636152379958,-0.6268048774119429,0.0
2019-01-17,-0.0,-0.43429529146807727,1.0,-0.0,-0.5566176085476353,-0.6278217147645735,0.0
2019-01-18,-0.0,-0.4342018773170668,1.0,-0.0,-0.5592774695659033,-0.6358162648226541,0.0
2019-01-22,-0.0,-0.3791707459053264,1.0,-0.0,-0.5741804037784775,-0.692615034530204,0.0
2019-01-23,-0.0,-0.3515598081051711,1.0,-0.0,-0.5803493334040127,-0.7185719208036259,0.0
2019-01-24,-0.0,-0.35833465336078985,1.0,-0.0,-0.5615132794762131,-0.7202069803051903,0.0
2019-01-25,-0.0,-0.3160450814263468,1.0,-0.0,-0.5599282075646,-0.7634544830680708,0.0
2019-01-28,-0.0,-0.30891812478492203,1.0,-0.0,-0.5755883209360193,-0.762606877200413,0.0
2019-01-29,-0.0,-0.30383308558080274,1.0,-0.0,-0.5708483754512635,-0.7798364833297939,0.0
2019-01-30,-0.0,-0.30661780327172294,1.0,-0.0,-0.5739855534310601,-0.7750159337157425,0.0
