Date,IWF,IWM,MTUM,OLED,SPY,VLUE,VXX
2018-09-24,-1.1202270020318084,-1.7423106564842712,-0.3298535696770125,1.0,-1.432564982834723,-1.3813494009668605,0.0
2018-09-25,-1.1239843093303445,-1.738932474082376,-0.336018492574951,1.0,-1.4296021294480246,-1.3762958811992154,0.0
2018-09-26,-1.1245446903894647,-1.7395629027738864,-0.33741944522275147,1.0,-1.4291117960212945,-1.3740543569627346,0.0
2018-09-27,-1.1248507829506353,-1.7502282143107926,-0.33628256442665544,1.0,-1.432834772838986,-1.3777824590969734,0.0
2018-09-28,-1.1235607975287838,-1.7502808199943836,-0.3371244032575119,1.0,-1.4321819713563604,-1.3773518674529626,0.0
2018-10-01,-1.1232886330127079,-1.7506143368672331,-0.3377799620866391,1.0,-1.4319314751105805,-1.377378361300288,0.0
2018-10-02,-1.1289210859473908,-1.723589815726544,-0.3494162329441553,1.0,-1.4427486284990858,-1.3886622591081728,0.0
2018-10-03,-1.1280933633295838,-1.7089426321709784,-0.34765185601799775,1.0,-1.4479049493813272,-1.3977784026996625,0.0
2018-10-04,-1.1280586700514774,-1.7206120865947394,-0.3487060150906142,1.0,-1.4482758620689657,-1.4059657287920457,0.0
2018-10-05,-1.107501227984001,-1.7078099782471408,-0.32278436600940286,1.0,-1.4589853343625008,-1.4199705283839732,0.0
2018-10-08,-1.105838648629705,-1.7058246302656481,-0.31961870049765195,1.0,-1.4590313310436673,-1.4187986262003225,0.0
2018-10-09,-1.1035473920358947,-1.7071648906337635,-0.31281547952888394,1.0,-1.462913628715648,-1.424214806505889,0.0
2018-10-10,-1.1046951646811494,-1.7051857042747023,-0.31401541695865454,1.0,-1.4632796075683252,-1.4205325858444289,0.0
2018-10-11,-1.0157830837717523,-1.6787400512612978,-0.19290435721030622,1.0,-1.4267503035208418,-1.4307297990017536,0.0
2018-10-12,-1.0558584023150952,-1.6900195167911705,-0.18406353052022342,1.0,-1.4029207887475605,-1.39706575139646,0.0
2018-10-15,-1.0355561518851468,-1.7195089225815108,-0.15175097276264593,1.0,-1.4014490809070173,-1.4004427747215886,0.0
2018-10-16,-1.0326563659672086,-1.7647257270089738,-0.12711692868227514,1.0,-1.412657715403819,-1.410026314013899,0.0
2018-10-17,-0.9988118811881189,-1.68990099009901,-0.09610561056105611,1.0,-1.3990099009900991,-1.416831683168317,0.0
2018-10-18,-1.0003302728053372,-1.6933747275249356,-0.09432591320430675,1.0,-1.3991677125305504,-1.4181914261179736,0.0
2018-10-19,-0.9801519717018212,-1.6739158915236474,-0.06694615485392376,1.0,-1.4077033931612735,-1.4217214725533869,0.0
2018-10-22,-0.9796025447629042,-1.6802649701580639,-0.07450646028726964,1.0,-1.4048009444480882,-1.4194923591526203,0.0
2018-10-23,-0.9807238394964595,-1.6792551796485709,-0.07756359821662734,1.0,-1.401652242328875,-1.4173223183844743,0.0
2018-10-24,-0.9847193074501575,-1.6749737670514167,-0.062434417628541454,1.0,-1.409102833158447,-1.4270068205666318,0.0
2018-10-25,-0.9291656163347618,-1.5818628686664988,-0.0494706327199395,1.0,-1.383035039072347,-1.3585202924124025,0.0
2018-10-26,-0.9100410600970511,-1.5569864377255196,-0.03328356351872589,1.0,-1.3802413836008462,-1.340674380987931,0.0
2018-10-29,-0.8835523054040655,-1.5814947942488842,-0.002974714923153198,1.0,-1.371219633118493,-1.358143282102132,0.0
2018-10-30,-0.8840956985248543,-1.5817528201313993,-0.0029750836742283376,1.0,-1.3714515929093838,-1.3578157927358372,0.0
2018-10-31,-0.8832305795314426,-1.5649815043156596,-0.00345252774352651,1.0,-1.3641800246609124,-1.349383477188656,0.0
2018-11-01,-0.9546414176956048,-1.573795662465613,-0.048749280276373874,1.0,-1.4210223274262683,-1.3992706800588572,0.0
2018-11-02,-0.9578431995930565,-1.5444776499014434,-0.04412793285432696,1.0,-1.4220130984930375,-1.390029884911299,0.0
2018-11-05,-1.0775904288812705,-1.6187644301406283,-0.05541174001259357,1.0,-1.600643671727419,-1.6440915133282026,0.0
2018-11-06,-1.0998735777496838,-1.6429976120241607,-0.044879898862199744,1.0,-1.6003652198342464,-1.6354122770051973,0.0
2018-11-07,-1.0944682645673718,-1.6457440078723553,-0.05616082097420398,1.0,-1.5971743867294579,-1.635341252547972,0.0
2018-11-08,-1.0515622810704779,-1.6757040773434215,-0.0,1.0,-1.6033347344822755,-1.6751436177665684,0.0
2018-11-09,-1.0506471581316825,-1.68507315700619,-0.0,1.0,-1.6162774338773211,-1.6822594259988743,0.0
2018-11-12,-1.047072812478142,-1.6538434636637054,-0.0,1.0,-1.620200041966846,-1.6733580471427572,0.0
2018-11-13,-1.0437710437710437,-1.6619668911335579,-0.0,1.0,-1.627665544332211,-1.6811868686868687,0.0
2018-11-14,-1.0495112173851888,-1.6647443561431885,-0.0,1.0,-1.633940502145017,-1.6845769744707784,0.0
2018-11-15,-1.0497256998171332,-1.6706991137994092,-0.0,1.0,-1.6443240962160641,-1.6685187790125193,0.0
2018-11-16,-1.0440815754432686,-1.656247809937627,-0.0,1.0,-1.6384469829700747,-1.669493307169388,0.0
2018-11-19,-1.0468815697266993,-1.6552207428170989,-0.0,1.0,-1.6368605466012616,-1.6687456201822006,0.0
2018-11-20,-0.9745515227367543,-1.6353080239187874,-0.0,1.0,-1.6402447503824225,-1.702962035878181,0.0
2018-11-21,-0.9915020035926488,-1.6272626779052093,-0.0,1.0,-1.6416332734558516,-1.6485422136244299,0.0
2018-11-23,-0.9928265967719686,-1.6082218236998207,-0.0,1.0,-1.6473306662987999,-1.6491240171058077,0.0
2018-11-26,-0.9912389624724063,-1.6187913907284768,-0.0,1.0,-1.6434878587196469,-1.6449365342163353,0.0
2018-11-27,-0.9745751096491229,-1.6167077850877194,-0.0,1.0,-1.6298656798245617,-1.631921600877193,0.0
2018-11-28,-0.9737437444299719,-1.6233632686638788,-0.0,1.0,-1.6276136285733873,-1.6306985672173853,0.0
2018-11-29,-0.8992722573624431,-1.608107189009046,-0.0,1.0,-1.6364687478745834,-1.6574848670339388,0.0
2018-11-30,-0.901014364490435,-1.6114779767172716,-0.0,1.0,-1.6418408332766017,-1.6534821975628022,0.0
2018-12-03,-0.8969317640655827,-1.6124226137832505,-0.0,1.0,-1.6413361453160078,-1.6524933668957071,0.0
2018-12-04,-0.8866286954163276,-1.6120151885001357,-0.0,1.0,-1.6342554922701384,-1.647681041497152,0.0
2018-12-06,-0.869774178681941,-1.4809401540588585,-0.0,1.0,-1.636710777536375,-1.5962209493712556,0.0
2018-12-07,-0.9048668135389545,-1.5049736297483143,-0.0,1.0,-1.666065825489018,-1.6001068162093597,0.0
2018-12-10,-0.8525336500395883,-1.5103589337556083,-0.0,1.0,-1.6654790182106096,-1.5696753760886777,0.0
2018-12-11,-0.8551164478458797,-1.509401596622023,-0.0,1.0,-1.6656330408392162,-1.567460579270304,0.0
2018-12-12,-0.8571334301174607,-1.5093044740662531,-0.0,1.0,-1.6664247063481588,-1.5660551669526197,0.0
2018-12-13,-0.8561449752883032,-1.5016144975288304,-0.0,1.0,-1.6702471169686988,-1.5617133443163098,0.0
2018-12-14,-0.862307388384038,-1.4838008692216516,-0.0,1.0,-1.6780587383116028,-1.560911365731595,0.0
2018-12-17,-0.8293322838777384,-1.4832743014561196,-0.0,1.0,-1.6555162009707465,-1.5909746818837727,0.0
2018-12-18,-0.8005487685372704,-1.46423205069576,-0.0,1.0,-1.6596328477167308,-1.6085451100803552,0.0
2018-12-19,-0.8054756926293779,-1.4632122320961838,-0.0,1.0,-1.6578018818609512,-1.607749607945635,0.0
2018-12-20,-0.8006618649016936,-1.4365063915385115,-0.0,1.0,-1.6581013561741613,-1.5935370839011096,0.0
2018-12-21,-0.7919380844888746,-1.434762979683973,-0.0,1.0,-1.6606256046436634,-1.562270235407933,0.0
2018-12-24,-0.7624161073825503,-1.3988494726749758,-0.0,1.0,-1.6488974113135184,-1.58165548098434,0.0
2018-12-26,-0.7598129068958979,-1.4069275014221605,-0.0,1.0,-1.6025535680424752,-1.5514190000632073,0.0
2018-12-27,-0.6686568964477413,-1.3326699234063084,-0.0,1.0,-1.4816356070200831,-1.5480369097159399,0.0
2018-12-28,-0.6656223641402579,-1.3351006145318713,-0.0,1.0,-1.4795156042896735,-1.544583684781299,0.0
2018-12-31,-0.6638336347197107,-1.339602169981917,-0.0,1.0,-1.4798673899939723,-1.5444243520192888,0.0
2019-01-02,-0.6592222489766434,-1.338129063327715,-0.0,1.0,-1.476763785215507,-1.5456296653021913,0.0
2019-01-03,-0.6797082228116711,-1.335001205690861,-0.0,1.0,-1.495599228357849,-1.5181456474559922,0.0
2019-01-04,-0.690665372717899,-1.3392976284345244,-0.0,1.0,-1.511372596591254,-1.5239885970764846,0.0
2019-01-07,-0.6533325419906225,-1.2864858448572616,-0.0,1.0,-1.5043622766929787,-1.4908896670425542,0.0
2019-01-08,-0.6575318141461971,-1.2641018052678308,-0.0,1.0,-1.5126960639242382,-1.4845812370523823,0.0
2019-01-09,-0.6551051760813046,-1.2541361380288347,-0.0,1.0,-1.5114039234223589,-1.4881233750886316,0.0
2019-01-10,-0.656845958552282,-1.2490405620830134,-0.0,1.0,-1.5131959615043988,-1.485150853161717,0.0
2019-01-11,-0.66200701921361,-1.2465052644102075,-0.0,1.0,-1.5295342335375648,-1.51043959312355,0.0
2019-01-14,-0.6616930210438712,-1.2444418024016168,-0.0,1.0,-1.5222327903935324,-1.5162881940316253,0.0
2019-01-15,-0.6517888981338406,-1.2345180078450018,-0.0,1.0,-1.5165220492095568,-1.5403542137168669,0.0
2019-01-16,-0.6495848161328589,-1.2269276393831554,-0.0,1.0,-1.5140569395017793,-1.5405693950177937,0.0
2019-01-17,-0.6467069414830608,-1.227138118929164,-0.0,1.0,-1.512378583274106,-1.5365434731106373,0.0
2019-01-18,-0.6398503829484059,-1.2064952799382533,-0.0,1.0,-1.5110134774090127,-1.57982544677314,0.0
2019-01-22,-0.33228569667837554,-1.2577186171196155,-0.0,1.0,-1.8194367412337462,-1.753127503543477,0.0
2019-01-23,-0.3218085106382979,-1.23416625432954,-0.0,1.0,-1.8412914398812472,-1.7877906976744184,0.0
2019-01-24,-0.32048430936496175,-1.2378304917222636,-0.0,1.0,-1.8321596244131457,-1.7869409439090687,0.0
2019-01-25,-0.19359162571009125,-1.197995787323674,-0.0,1.0,-2.039062998659603,-1.952192506542414,0.0
2019-01-28,-0.20529208743448807,-1.1781285951680942,-0.0,1.0,-2.0584814009970605,-1.949571775533683,0.0
2019-01-29,-0.19402027460541513,-1.170730142435519,-0.0,1.0,-2.071538560246375,-1.9797253945848838,0.0
2019-01-30,-0.19488264717198925,-1.1666025394382455,-0.0,1.0,-2.066564063101193,-1.9846094651789148,0.0
2019-01-31,-0.14209886806932276,-1.178231118500991,-0.0,1.0,-2.0492421820042206,-2.025516403402187,0.0
2019-02-01,-0.13796195478127202,-1.1779286492025876,-0.0,1.0,-2.0622558124639725,-2.0267085121373216,0.0
2019-02-04,-0.13713483862737594,-1.1868860824084704,-0.0,1.0,-2.046179359612195,-2.0081643066717696,0.0
2019-02-05,-0.10562710144008122,-1.1853708050498002,-0.0,1.0,-2.032798325191905,-2.0201103850789823,0.0
2019-02-06,-0.11574074074074074,-1.187531709791984,-0.0,1.0,-2.029109589041096,-2.009576357179097,0.0
2019-02-07,-0.1131273396358099,-1.185013641266417,-0.0,1.0,-2.028107353594315,-2.0185267432269525,0.0
2019-02-08,-0.15232489699823426,-1.0007651559741024,-0.0,1.0,-1.8613301942319014,-1.8714537963507947,0.0
2019-02-11,-0.15295227983247806,-0.9831888161387365,-0.0,1.0,-1.8739456143455435,-1.888574293635345,0.0
2019-02-12,-0.1559708996273733,-1.004790915005619,-0.0,1.0,-1.8755545040515762,-1.8783935647956467,0.0
2019-02-13,-0.14243516275772433,-1.0355054055650734,-0.0,1.0,-1.8680215041058663,-1.8618183966444142,0.0
2019-02-14,-0.1595763564286137,-1.0158570498787054,-0.0,1.0,-1.8773445358262826,-1.8640908821963198,0.0
2019-02-15,-0.14685190659178246,-1.0669228495418268,-0.0,1.0,-1.8563996452852498,-1.8417381022760861,0.0
2019-02-19,-0.1826996532878886,-1.0176294293941353,-0.0,1.0,-1.85402832461656,-1.8221778221778224,0.0
2019-02-20,-0.1838006230529595,-1.0233938752718508,-0.0,1.0,-1.852700875800858,-1.817962734379592,0.0
2019-02-21,-0.18727977448907684,-1.004698144233028,-0.0,1.0,-1.8540051679586564,-1.8266972046041814,0.0
2019-02-22,-0.18950334624867915,-1.0,-0.0,1.0,-1.860044616649055,-1.8211224609604322,0.0
2019-02-25,-0.26677884926541967,-1.2108601385023623,-0.0,1.0,-2.0308070675037215,-1.9635622289819428,0.0
2019-02-26,-0.2735611394612751,-1.2129061430140171,-0.0,1.0,-2.0151798979394098,-1.9578838576319357,0.0
2019-02-27,-0.2747543950361944,-1.2169725956566702,-0.0,1.0,-2.016416752843847,-1.955080144777663,0.0
2019-02-28,-0.2698340679284418,-1.2315270935960592,-0.0,1.0,-2.0306585429089967,-1.9497018408089188,0.0
2019-03-01,-0.2720616820007775,-1.2294933264221848,-0.0,1.0,-2.03628352986912,-1.9412984320331734,0.0
2019-03-04,-0.26408861251457444,-1.2293043140303148,-0.0,1.0,-2.0335535691151705,-1.9506412747765256,0.0
2019-03-05,-0.27115617626426886,-1.2123589056820356,-0.0,1.0,-1.9887762260059947,-1.9048530068235445,0.0
2019-03-06,-0.270396860560795,-1.2096968162541935,-0.0,1.0,-1.9695550351288058,-1.879865814292044,0.0
2019-03-07,-0.28486684336741136,-1.172409440868358,-0.0,1.0,-1.9881989145525685,-1.8652656821910893,0.0
2019-03-08,-0.2826253348641408,-1.1671769358336523,-0.0,1.0,-2.040949100650593,-1.887676999617298,0.0
2019-03-11,-0.2765271237824937,-1.1788686060762434,-0.0,1.0,-2.058053280010321,-1.9368509320776623,0.0
2019-03-12,-0.2943661056598869,-1.1053999610111118,-0.0,1.0,-2.0842159984404445,-2.0141659627006305,0.0
2019-03-13,-0.3414952660790075,-1.117335945151812,-0.0,1.0,-2.0699314397649364,-2.0007835455435847,0.0
2019-03-14,-0.3334847796456156,-1.1248783020704873,-0.0,1.0,-2.0434218212500808,-1.9887713377036411,0.0
