Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WABC
2018-10-16,-0.06592660948865486,-0.7838454022364565,-0.01354358918684182,-0.36535121050917385,-0.48547931820649226,0.0,1.0
2018-10-17,-0.05735238811583303,-0.7658625691720842,-0.006097888572503089,-0.3649331112663193,-0.4920217052597647,0.0,1.0
2018-10-18,-0.05595119722662654,-0.7639407702023596,-0.007282792722582033,-0.36763322673403026,-0.4925694015210556,0.0,1.0
2018-10-19,-0.05094704083275205,-0.7671030745291625,-0.0034340290819337878,-0.3675752535279283,-0.49377582228899497,0.0,1.0
2018-10-22,-0.05130544449512974,-0.7671398288029624,-0.004427509592937451,-0.3671881289076126,-0.49327823543617677,0.0,1.0
2018-10-23,-0.04888159134343624,-0.7702349869451698,-0.0,-0.37441791607224567,-0.498210007805981,0.0,1.0
2018-10-24,-0.04706927175843694,-0.7666720490876796,-0.0,-0.37569298670542006,-0.5017761989342806,0.0,1.0
2018-10-25,-0.024873524451939293,-0.7438870151770658,-0.0,-0.38034886172006743,-0.485797849915683,0.0,1.0
2018-10-26,-0.02932233415298379,-0.746040559477539,-0.0,-0.38076729859073005,-0.4879035456492425,0.0,1.0
2018-10-29,-0.006649076517150396,-0.7610817941952506,-0.0,-0.3725857519788918,-0.49820580474934034,0.0,1.0
2018-10-30,-0.0,-0.7612881014803633,-0.0,-0.3712030931384232,-0.5157437567861021,0.0,1.0
2018-10-31,-0.0,-0.7473853368107696,-0.0,-0.37279696514660554,-0.5142653916067336,0.0,1.0
2018-11-01,-0.0,-0.7559646073629325,-0.0,-0.36661926581345133,-0.5108231948175067,0.0,1.0
2018-11-02,-0.0,-0.7433623675097072,-0.0,-0.37120894112708575,-0.5089726099275895,0.0,1.0
2018-11-05,-0.0,-0.7647027866221088,-0.0,-0.37339157434939346,-0.49330316027682025,0.0,1.0
2018-11-06,-0.0,-0.7624604847207588,-0.0,-0.37539515279241303,-0.49649631190727084,0.0,1.0
2018-11-07,-0.0,-0.7623311300134306,-0.0,-0.37484528480762647,-0.49624733363179097,0.0,1.0
2018-11-08,-0.0,-0.7603743413636721,-0.0,-0.3661624767347367,-0.4949013028547462,0.0,1.0
2018-11-09,-0.0,-0.7614895740322496,-0.0,-0.36934712957613314,-0.4953516466200956,0.0,1.0
2018-11-12,-0.0,-0.7509031886486203,-0.0,-0.3735274098120321,-0.4935075134823813,0.0,1.0
2018-11-13,-0.0,-0.7480286271958362,-0.0,-0.3662979830839297,-0.4881457384515289,0.0,1.0
2018-11-14,-0.0,-0.7477285152690636,-0.0,-0.36742079091926794,-0.4882715888677722,0.0,1.0
2018-11-15,-0.0,-0.7496930592199786,-0.0,-0.3672317860035005,-0.4953371124056321,0.0,1.0
2018-11-16,-0.0,-0.752544679069524,-0.0,-0.3690504225868069,-0.49504147368971924,0.0,1.0
2018-11-19,-0.0,-0.7531420192710516,-0.0,-0.36986803519061584,-0.49533933808127356,0.0,1.0
2018-11-20,-0.0,-0.7397621159163231,-0.0,-0.36026918462100266,-0.5083468099535708,0.0,1.0
2018-11-21,-0.0,-0.7385181919556028,-0.0,-0.35839319519721996,-0.4963823552293768,0.0,1.0
2018-11-23,-0.0,-0.7257027279327871,-0.0,-0.3674929986515922,-0.4999222072399129,0.0,1.0
2018-11-26,-0.0,-0.7321882621555706,-0.0,-0.36508224793731514,-0.49730164495874635,0.0,1.0
2018-11-27,-0.0,-0.7336745773227857,-0.0,-0.3589783361770333,-0.49250297295899903,0.0,1.0
2018-11-28,-0.0,-0.733254052377136,-0.0,-0.3593754039450893,-0.4926449678136553,0.0,1.0
2018-11-29,-0.0,-0.7213287161728871,-0.0,-0.3512376555085289,-0.4925227651660895,0.0,1.0
2018-11-30,-0.0,-0.7215582683627411,-0.0,-0.35143106278210917,-0.4916393106278211,0.0,1.0
2018-12-03,-0.0,-0.7216293864149395,-0.0,-0.3516827416375949,-0.49184280730556124,0.0,1.0
2018-12-04,-0.0,-0.7247586613064297,-0.0,-0.3461961949146032,-0.4896422810027399,0.0,1.0
2018-12-06,-0.0,-0.7327922745017466,-0.0,-0.3436151633449764,-0.4919098006985823,0.0,1.0
2018-12-07,-0.0,-0.7337580599583836,-0.0,-0.34531302181005474,-0.48983995684229453,0.0,1.0
2018-12-10,-0.0,-0.7358894610717382,-0.0,-0.3384744812114414,-0.4749655840513945,0.0,1.0
2018-12-11,-0.0,-0.7385448876849556,-0.0,-0.3324985305767806,-0.48447522424676087,0.0,1.0
2018-12-12,-0.0,-0.7396723829024828,-0.0,-0.33207064243665213,-0.48773995392884567,0.0,1.0
2018-12-13,-0.0,-0.7406202781263606,-0.0,-0.3319077009757472,-0.4884882321305094,0.0,1.0
2018-12-14,-0.0,-0.7407986066644469,-0.0,-0.33196731808518815,-0.4885126655226289,0.0,1.0
2018-12-17,-0.0,-0.7397214769388017,-0.0,-0.3237255653507091,-0.4918359524722116,0.0,1.0
2018-12-18,-0.0,-0.7329333096031121,-0.0,-0.31753578602120464,-0.4920546134092701,0.0,1.0
2018-12-19,-0.0,-0.7343113284433579,-0.0,-0.3196566829665852,-0.4928942542787286,0.0,1.0
2018-12-20,-0.0,-0.7415108834827144,-0.0,-0.32166453265044814,-0.4976440460947503,0.0,1.0
2018-12-21,-0.0,-0.7455000382975464,-0.0,-0.325912119896852,-0.48175760206296114,0.0,1.0
2018-12-24,-0.0,-0.724407046800722,-0.0,-0.31659760530797976,-0.5011312504766505,0.0,1.0
2018-12-26,-0.0,-0.7337473806458128,-0.0,-0.2986190007321568,-0.49233760004039484,0.0,1.0
2018-12-27,-0.0,-0.7141903089366544,-0.0,-0.267209181528111,-0.4920477874792847,0.0,1.0
2018-12-28,-0.0,-0.7150168117088608,-0.0,-0.2662678006329114,-0.4910007911392405,0.0,1.0
2018-12-31,-0.0,-0.7167870214660204,-0.0,-0.2659016717776239,-0.49035512909288753,0.0,1.0
2019-01-02,-0.0,-0.7162382600098862,-0.0,-0.2635195254572417,-0.49181908057340584,0.0,1.0
2019-01-03,-0.0,-0.7175791793576504,-0.0,-0.2584255751182428,-0.5002847732956937,0.0,1.0
2019-01-04,-0.0,-0.7233486261161265,-0.0,-0.2378027724335257,-0.5054264713136994,0.0,1.0
2019-01-07,-0.0,-0.7096263071935256,-0.0,-0.23238183458060113,-0.49562440582112477,0.0,1.0
2019-01-08,-0.0,-0.6974462594639336,-0.0,-0.24281227937775396,-0.4942181756213939,0.0,1.0
2019-01-09,-0.0,-0.6979887016655304,-0.0,-0.24306029025031656,-0.49393688516606604,0.0,1.0
2019-01-10,-0.0,-0.6964416102808743,-0.0,-0.2443411381005695,-0.4931363481477876,0.0,1.0
2019-01-11,-0.0,-0.686741704429177,-0.0,-0.24733226136529748,-0.5022413877113483,0.0,1.0
2019-01-14,-0.0,-0.6841042852278807,-0.0,-0.2461938810253417,-0.5017510579308332,0.0,1.0
2019-01-15,-0.0,-0.680726406379151,-0.0,-0.24784849516215296,-0.502479700491078,0.0,1.0
2019-01-16,-0.0,-0.6801856531881804,-0.0,-0.24637927682737168,-0.5034506220839814,0.0,1.0
2019-01-17,-0.0,-0.6821731831342304,-0.0,-0.2462957105666529,-0.5045619327996886,0.0,1.0
2019-01-18,-0.0,-0.6782072911318126,-0.0,-0.2539915401354556,-0.5128731753832612,0.0,1.0
2019-01-22,-0.0,-0.7626772381253496,-0.0,-0.09845076245835058,-0.5709560522411655,0.0,1.0
2019-01-23,-0.0,-0.7643549408269614,-0.0,-0.09336190522573418,-0.5773876199288949,0.0,1.0
2019-01-24,-0.0,-0.7646686159844055,-0.0,-0.09449317738791424,-0.577485380116959,0.0,1.0
2019-01-25,-0.0,-0.7998245998684499,-0.0,-0.0061877268630173695,-0.6301006114643475,0.0,1.0
2019-01-28,-0.0,-0.7950205052294402,-0.0,-0.005120240724113664,-0.6265136256642967,0.0,1.0
2019-01-29,-0.0,-0.7854780663359595,-0.0,-0.0024073533702947186,-0.6437846512985118,0.0,1.0
2019-01-30,-0.0,-0.7837140841301122,-0.0,-0.0015084057124784079,-0.6476899496387125,0.0,1.0
2019-01-31,-0.0,-0.7794554576007015,-0.0,-0.0,-0.6558618674199991,0.0,1.0
2019-02-01,-0.0,-0.7783973313204607,-0.0,-0.0,-0.6565292556429423,0.0,1.0
2019-02-04,-0.0,-0.7764416640296,-0.0,-0.0,-0.6577736666585526,0.0,1.0
2019-02-05,-0.0,-0.7805169179800735,-0.0,-0.0,-0.6554529731309834,0.0,1.0
2019-02-06,-0.0,-0.7745939618592402,-0.0,-0.0,-0.6640735502121641,0.0,1.0
2019-02-07,-0.0,-0.7674916648414495,-0.0,-0.0,-0.6661312696210849,0.0,1.0
2019-02-08,-0.0,-0.7718137135627037,-0.0,-0.0,-0.661394715071293,0.0,1.0
2019-02-11,-0.0,-0.7692176539360873,-0.0,-0.0,-0.6664799298519096,0.0,1.0
2019-02-12,-0.0,-0.7628097361303998,-0.0,-0.0,-0.6736593328947689,0.0,1.0
2019-02-13,-0.0,-0.7562998714559434,-0.0,-0.0,-0.6690596880987606,0.0,1.0
2019-02-14,-0.0,-0.7448751578742836,-0.0,-0.00536772563878364,-0.6785679588069563,0.0,1.0
2019-02-15,-0.0,-0.7420973162534704,-0.0,-0.010252788466221812,-0.6829915737177926,0.0,1.0
2019-02-19,-0.0,-0.7398827050835908,-0.0,-0.011583481371523131,-0.6820626384055678,0.0,1.0
2019-02-20,-0.0,-0.7363006202116016,-0.0,-0.014204061777939923,-0.6816976772467468,0.0,1.0
2019-02-21,-0.0,-0.7445586015484248,-0.0,-0.01197838048400448,-0.678093197643278,0.0,1.0
2019-02-22,-0.0,-0.7390446976336547,-0.0,-0.01711461680786834,-0.6783523225241016,0.0,1.0
2019-02-25,-0.0,-0.7366994652928681,-0.0,-0.02273115706716801,-0.6821544546719731,0.0,1.0
2019-02-26,-0.0,-0.7349753454083875,-0.0,-0.025850705463066934,-0.6802470341258604,0.0,1.0
2019-02-27,-0.0,-0.7393141517268331,-0.0,-0.032314005178056764,-0.670827023594353,0.0,1.0
2019-02-28,-0.0,-0.7456773215290177,-0.0,-0.04076891095404633,-0.6592237521093693,0.0,1.0
2019-03-01,-0.0,-0.7493399823995306,-0.0,-0.03903881881294613,-0.6561308301554708,0.0,1.0
2019-03-04,-0.0,-0.7399093302135128,-0.0,-0.04453056449254168,-0.6529199571024666,0.0,1.0
2019-03-05,-0.0,-0.734331196216572,-0.0,-0.05455742180834207,-0.6488871553594501,0.0,1.0
2019-03-06,-0.0,-0.7324087840308074,-0.0,-0.05698408442808746,-0.6479075775670867,0.0,1.0
2019-03-07,-0.0,-0.7468788249694003,-0.0,-0.04173806609547124,-0.6593635250917993,0.0,1.0
2019-03-08,-0.0,-0.7554813876437342,-0.0,-0.012327031767686611,-0.6683638666926525,0.0,1.0
2019-03-11,-0.0,-0.7555096083677937,-0.0,-0.013767939674045245,-0.6632449525662856,0.0,1.0
2019-03-12,-0.0,-0.7523512487609101,-0.0,-0.00749498319673122,-0.6579144604820967,0.0,1.0
2019-03-13,-0.0,-0.7542547268017528,-0.0,-0.011111918076839278,-0.6555547485898273,0.0,1.0
2019-03-14,-0.0,-0.7513845558538296,-0.0,-0.015042685433746886,-0.6520109313405402,0.0,1.0
2019-03-15,-0.0,-0.7417775515645071,-0.0,-0.018517172010955187,-0.6634188904239076,0.0,1.0
2019-03-18,-0.0,-0.7401850401409831,-0.0,-0.03147640493440376,-0.6759594673976895,0.0,1.0
2019-03-19,-0.0,-0.7410421057791285,-0.0,-0.03186118327532964,-0.6779324542914563,0.0,1.0
2019-03-20,-0.0,-0.7551653655773635,-0.0,-0.03149703253133696,-0.6759671977737829,0.0,1.0
2019-03-21,-0.0,-0.7583506275323648,-0.0,-0.023371874691175017,-0.6888773594228679,0.0,1.0
2019-03-22,-0.0,-0.7565463031196266,-0.0,-0.026234340456890198,-0.6736182756079586,0.0,1.0
2019-03-25,-0.0,-0.7252191750714303,-0.0,-0.04212557083201055,-0.6747173313145619,0.0,1.0
2019-03-26,-0.0,-0.7362951733581105,-0.0,-0.04369406816959265,-0.6651180986845322,0.0,1.0
2019-03-27,-0.0,-0.7480683852927469,-0.0,-0.036988888616350656,-0.6677622703524737,0.0,1.0
2019-03-28,-0.0,-0.7514962014803235,-0.0,-0.03424774653736229,-0.6570095512616947,0.0,1.0
2019-03-29,-0.0,-0.7495607184693479,-0.0,-0.03340980085903944,-0.6575068332682545,0.0,1.0
2019-04-01,-0.0,-0.7561714076425345,-0.0,-0.033622268343303625,-0.6519106336222683,0.0,1.0
2019-04-02,-0.0,-0.7620952985092835,-0.0,-0.044355527362334404,-0.6333471588552467,0.0,1.0
2019-04-03,-0.0,-0.7638119862428957,-0.0,-0.03719784374466424,-0.6382174305436983,0.0,1.0
2019-04-04,-0.0,-0.7614090687469527,-0.0,-0.024914675767918087,-0.651511457825451,0.0,1.0
2019-04-05,-0.0,-0.7601747023228577,-0.0,-0.02654694514932657,-0.6532305289869218,0.0,1.0
2019-04-08,-0.0,-0.7561100541489828,-0.0,-0.029879506317381337,-0.6531782038148202,0.0,1.0
2019-04-09,-0.0,-0.7473969790291832,-0.0,-0.05430903847093904,-0.6424206872953023,0.0,1.0
2019-04-10,-0.0,-0.739549996335475,-0.0,-0.04983753939364327,-0.6536291012141793,0.0,1.0
2019-04-11,-0.0,-0.7368704156479218,-0.0,-0.06437652811735942,-0.643716381418093,0.0,1.0
2019-04-12,-0.0,-0.7359501100513572,-0.0,-0.06426999266324285,-0.6453900709219859,0.0,1.0
2019-04-15,-0.0,-0.7356599946232618,-0.0,-0.064252022386783,-0.6440354864726153,0.0,1.0
2019-04-16,-0.0,-0.7375924746460241,-0.0,-0.06445054137474891,-0.647616481309098,0.0,1.0
2019-04-17,-0.0,-0.7286159585695703,-0.0,-0.06376555481923275,-0.662052377095452,0.0,1.0
2019-04-18,-0.0,-0.726750466463714,-0.0,-0.06699891976824118,-0.6613473436119022,0.0,1.0
2019-04-22,-0.0,-0.7265279007971656,-0.0,-0.0713758488337762,-0.6625086113571499,0.0,1.0
2019-04-23,-0.0,-0.7291697462429171,-0.0,-0.06711012564671101,-0.6673811283567382,0.0,1.0
2019-04-24,-0.0,-0.7227213429492702,-0.0,-0.06882122726265784,-0.6698500996874,0.0,1.0
2019-04-25,-0.0,-0.7215105680642458,-0.0,-0.07198108094792334,-0.6699512243188648,0.0,1.0
2019-04-26,-0.0,-0.7121510997139758,-0.0,-0.08432784298254266,-0.6692474603018049,0.0,1.0
2019-04-29,-0.0,-0.7159211467765414,-0.0,-0.08558880856628259,-0.6657126643803508,0.0,1.0
2019-04-30,-0.0,-0.7122243599230428,-0.0,-0.08502293917418972,-0.6693552365448178,0.0,1.0
2019-05-01,-0.0,-0.7036552558185454,-0.0,-0.10018017128612682,-0.664239701853543,0.0,1.0
2019-05-02,-0.0,-0.7078898629460428,-0.0,-0.09319669094949995,-0.6683541177923201,0.0,1.0
2019-05-03,-0.0,-0.7148253302061474,-0.0,-0.08774225404271077,-0.6662634242686087,0.0,1.0
2019-05-06,-0.0,-0.7126606953389099,-0.0,-0.08757124879709823,-0.6672341895526438,0.0,1.0
2019-05-07,-0.0,-0.7121346761453397,-0.0,-0.08654225908372828,-0.6697274881516588,0.0,1.0
2019-05-08,-0.0,-0.704492775065345,-0.0,-0.10462593085762194,-0.6567046407259456,0.0,1.0
2019-05-09,-0.0,-0.7045280879489266,-0.0,-0.10848184574428751,-0.6519263477039119,0.0,1.0
2019-05-10,-0.0,-0.704783498040762,-0.0,-0.10986519456835153,-0.6497769672474555,0.0,1.0
2019-05-13,-0.0,-0.7049677196786753,-0.0,-0.10857030210438125,-0.6506332856931645,0.0,1.0
2019-05-14,-0.0,-0.7080482162425423,-0.0,-0.10064531839766223,-0.6264458784853281,0.0,1.0
2019-05-15,-0.0,-0.7029738966043773,-0.0,-0.09673041033471486,-0.6240093070602778,0.0,1.0
2019-05-16,-0.0,-0.7049776829031632,-0.0,-0.09293130215408499,-0.6278624102464584,0.0,1.0
2019-05-17,-0.0,-0.7051095598216017,-0.0,-0.0875751405856118,-0.6312293969362032,0.0,1.0
2019-05-20,-0.0,-0.6979972910216719,-0.0,-0.08879160216718267,-0.6319175696594428,0.0,1.0
2019-05-21,-0.0,-0.7001694504962478,-0.0,-0.08617768094892278,-0.6343742435245703,0.0,1.0
2019-05-22,-0.0,-0.6942182705549783,-0.0,-0.09272995240281234,-0.629152673415642,0.0,1.0
2019-05-23,-0.0,-0.696105651995461,-0.0,-0.10471039860933387,-0.613534851155267,0.0,1.0
2019-05-24,-0.0,-0.7002077194338437,-0.0,-0.10052654461137142,-0.6146321433747162,0.0,1.0
2019-05-28,-0.0,-0.7030450728694142,-0.0,-0.09439243316282213,-0.615457002219863,0.0,1.0
2019-05-29,-0.0,-0.7144024416620605,-0.0,-0.08711638749369156,-0.6016918603253947,0.0,1.0
2019-05-30,-0.0,-0.7135959644487149,-0.0,-0.08479461926495316,-0.6037232764833053,0.0,1.0
2019-05-31,-0.0,-0.7146014510161918,-0.0,-0.08667659635804545,-0.6010666410416565,0.0,1.0
2019-06-03,-0.0,-0.7180396196133855,-0.0,-0.08726375547943564,-0.5900783289817232,0.0,1.0
2019-06-04,-0.0,-0.7176749988005565,-0.0,-0.11505061651393754,-0.5661613011562635,0.0,1.0
2019-06-05,-0.0,-0.7080613654771547,-0.0,-0.1230406403354138,-0.5511220162942494,0.0,1.0
2019-06-06,-0.0,-0.7033760907920461,-0.0,-0.13430451575985886,-0.5465643030852129,0.0,1.0
2019-06-07,-0.0,-0.7090536255037079,-0.0,-0.13228736975130548,-0.5430506211402275,0.0,1.0
2019-06-10,-0.0,-0.7115902322811197,-0.0,-0.12140559857057771,-0.5493746277546159,0.0,1.0
2019-06-11,-0.0,-0.7150865976430174,-0.0,-0.12025860012405173,-0.550264802710053,0.0,1.0
2019-06-12,-0.0,-0.7257032791953012,-0.0,-0.11121679785033171,-0.5410315554181627,0.0,1.0
2019-06-13,-0.0,-0.7157253284013847,-0.0,-0.11262863375539432,-0.5427751695357329,0.0,1.0
2019-06-14,-0.0,-0.7096361265852792,-0.0,-0.12224724428114259,-0.5386274742206946,0.0,1.0
2019-06-17,-0.0,-0.7024576190927171,-0.0,-0.1383653755090444,-0.5268254569561511,0.0,1.0
2019-06-18,-0.0,-0.6783213463410003,-0.0,-0.15098863015974745,-0.5443518716323673,0.0,1.0
2019-06-19,-0.0,-0.6753150658774107,-0.0,-0.15321271720450638,-0.558358793202215,0.0,1.0
2019-06-20,-0.0,-0.6718487998850189,-0.0,-0.1603746466727351,-0.5632156374263403,0.0,1.0
2019-06-21,-0.0,-0.674449233716475,-0.0,-0.15526819923371646,-0.5649185823754789,0.0,1.0
2019-06-24,-0.0,-0.6770698809011335,-0.0,-0.15506768068111157,-0.5594298560290811,0.0,1.0
2019-06-25,-0.0,-0.6709862522414823,-0.0,-0.15760908547519428,-0.5622952779438135,0.0,1.0
2019-06-26,-0.0,-0.6679665071770335,-0.0,-0.14119617224880385,-0.5831818181818181,0.0,1.0
2019-06-27,-0.0,-0.6697252102249587,-0.0,-0.1531348075034139,-0.5728660070434345,0.0,1.0
2019-06-28,-0.0,-0.6726880689985625,-0.0,-0.15007187350263537,-0.5730234786775276,0.0,1.0
2019-07-01,-0.0,-0.6731983921906403,-0.0,-0.15271796344147764,-0.5666810221073787,0.0,1.0
2019-07-02,-0.0,-0.669726534339405,-0.0,-0.16811649925505837,-0.5652184361032345,0.0,1.0
2019-07-03,-0.0,-0.6806285246059672,-0.0,-0.15715525136164266,-0.5722032101026655,0.0,1.0
2019-07-05,-0.0,-0.6680407897591669,-0.0,-0.16711265398616235,-0.5755888237988477,0.0,1.0
2019-07-08,-0.0,-0.6680479930612443,-0.0,-0.1674215776032381,-0.5738206524357924,0.0,1.0
2019-07-09,-0.0,-0.6702432217865134,-0.0,-0.1649385329708663,-0.5705487526162581,0.0,1.0
2019-07-10,-0.0,-0.6713502069098258,-0.0,-0.1623279761331922,-0.5722740833413531,0.0,1.0
2019-07-11,-0.0,-0.6723212991155575,-0.0,-0.17031559615291672,-0.5738485331786767,0.0,1.0
2019-07-12,-0.0,-0.6587184747194401,-0.0,-0.1863883190539399,-0.5683118136840835,0.0,1.0
2019-07-15,-0.0,-0.6705808446892819,-0.0,-0.1831931960954866,-0.5624093940272542,0.0,1.0
2019-07-16,-0.0,-0.6799263083896929,-0.0,-0.18439871039681963,-0.5597168690761883,0.0,1.0
2019-07-17,-0.0,-0.6891678987808131,-0.0,-0.1794362168844075,-0.5552269917832126,0.0,1.0
2019-07-18,-0.0,-0.6886799276672694,-0.0,-0.17528631705846895,-0.5471006630500301,0.0,1.0
2019-07-19,-0.0,-0.6890537047326841,-0.0,-0.17423235812818594,-0.5525571956611021,0.0,1.0
2019-07-22,-0.0,-0.6805847529298056,-0.0,-0.17013410656034794,-0.5655913978494623,0.0,1.0
2019-07-23,-0.0,-0.6794158889802234,-0.0,-0.17312992601905128,-0.5651564237706107,0.0,1.0
2019-07-24,-0.0,-0.6802067233384853,-0.0,-0.17151275115919629,-0.5632486476043277,0.0,1.0
2019-07-25,-0.0,-0.6775131575785249,-0.0,-0.1732474586046959,-0.5524500732979261,0.0,1.0
2019-07-26,-0.0,-0.668949607093937,-0.0,-0.17939105567971547,-0.5547545238266888,0.0,1.0
2019-07-29,-0.0,-0.6695304791471134,-0.0,-0.18407816523476042,-0.5529323995860708,0.0,1.0
2019-07-30,-0.0,-0.6692429933545218,-0.0,-0.18576037754020994,-0.5527545025522488,0.0,1.0
2019-07-31,-0.0,-0.6732492052788748,-0.0,-0.18408631153068103,-0.5509103169251517,0.0,1.0
2019-08-01,-0.0,-0.6755472350230415,-0.0,-0.18001152073732718,-0.5445948540706604,0.0,1.0
2019-08-02,-0.0,-0.6780011542901117,-0.0,-0.17554828780300114,-0.5512216237014237,0.0,1.0
2019-08-05,-0.0,-0.6750450558692779,-0.0,-0.17452841523489127,-0.5534302535143577,0.0,1.0
2019-08-06,-0.0,-0.6727519398295806,-0.0,-0.15451992193078498,-0.5528871328604751,0.0,1.0
2019-08-07,-0.0,-0.6698930088012716,-0.0,-0.1441415794842597,-0.5582758048063009,0.0,1.0
2019-08-08,-0.0,-0.6665955074835741,-0.0,-0.14345691311463743,-0.5619203491543917,0.0,1.0
2019-08-09,-0.0,-0.6605320355320355,-0.0,-0.13265450765450765,-0.5693158193158193,0.0,1.0
2019-08-12,-0.0,-0.6582571516311153,-0.0,-0.15337916046583044,-0.5505870124961614,0.0,1.0
2019-08-13,-0.0,-0.6444261135988687,-0.0,-0.1496582606646241,-0.5627386283290124,0.0,1.0
2019-08-14,-0.0,-0.6506485571952252,-0.0,-0.1386643481530219,-0.5605085064385751,0.0,1.0
2019-08-15,-0.0,-0.6592238666822049,-0.0,-0.1349493066076215,-0.5365575107796294,0.0,1.0
2019-08-16,-0.0,-0.6534189031505251,-0.0,-0.14632438739789966,-0.5339556592765461,0.0,1.0
2019-08-19,-0.0,-0.6465834458987377,-0.0,-0.14637384135264803,-0.5360054031394104,0.0,1.0
2019-08-20,-0.0,-0.653683574879227,-0.0,-0.14202434039390563,-0.5268487551096247,0.0,1.0
2019-08-21,-0.0,-0.6528916026280965,-0.0,-0.13832331158730526,-0.5304250922851903,0.0,1.0
2019-08-22,-0.0,-0.6541540032016332,-0.0,-0.13507180474676936,-0.5307751200612486,0.0,1.0
2019-08-23,-0.0,-0.6540514200853907,-0.0,-0.13572025245962502,-0.5306292927417857,0.0,1.0
2019-08-26,-0.0,-0.654025036443992,-0.0,-0.13378994377212672,-0.5260892704259897,0.0,1.0
2019-08-27,-0.0,-0.6521146290732609,-0.0,-0.13087589553963486,-0.5280795008088746,0.0,1.0
2019-08-28,-0.0,-0.6424085703731067,-0.0,-0.14051533062430735,-0.5259050609530846,0.0,1.0
2019-08-29,-0.0,-0.6323539594248391,-0.0,-0.14351328271055,-0.5321623929651257,0.0,1.0
2019-08-30,-0.0,-0.6310177705977382,-0.0,-0.14463420263097163,-0.5322409416108931,0.0,1.0
2019-09-03,-0.0,-0.6239200055295716,-0.0,-0.14270902932976984,-0.537359168721056,0.0,1.0
2019-09-04,-0.0,-0.6284726224783862,-0.0,-0.14065706051873197,-0.5363458213256485,0.0,1.0
2019-09-05,-0.0,-0.6469926796245726,-0.0,-0.13704477132432247,-0.5107740321729353,0.0,1.0
2019-09-06,-0.0,-0.6467458606613768,-0.0,-0.14009539971563545,-0.506444067330184,0.0,1.0
2019-09-09,-0.0,-0.6477184132079798,-0.0,-0.14056409080486126,-0.5047695482687456,0.0,1.0
2019-09-10,-0.0,-0.6492804106700889,-0.0,-0.1347282060683839,-0.5076542304519204,0.0,1.0
2019-09-11,-0.0,-0.6443879071259941,-0.0,-0.1522611107291022,-0.4953815122968667,0.0,1.0
2019-09-12,-0.0,-0.6223152405132779,-0.0,-0.163224227452595,-0.5017955579953796,0.0,1.0
2019-09-13,-0.0,-0.6204424697691462,-0.0,-0.17504122389153537,-0.4947096005862954,0.0,1.0
2019-09-16,-0.0,-0.6184087006296508,-0.0,-0.1765998855180309,-0.49463079564968515,0.0,1.0
2019-09-17,-0.0,-0.6048178425041789,-0.0,-0.18238648073091984,-0.5026447757092808,0.0,1.0
2019-09-18,-0.0,-0.6100185443805948,-0.0,-0.17944550012591864,-0.4999656585544541,0.0,1.0
2019-09-19,-0.0,-0.5985254844673712,-0.0,-0.1947227865148022,-0.4892835132729223,0.0,1.0
2019-09-20,-0.0,-0.60408051360552,-0.0,-0.19630331970115833,-0.48433823025428957,0.0,1.0
