Date,BG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.287027061283985,-0.6885734203688446,-0.0,-0.5917675391342924,-0.6013689080423347,0.0
2018-09-25,1.0,-0.2875336607001426,-0.6881672738792967,-0.0,-0.591477902740377,-0.6008870584508158,0.0
2018-09-26,1.0,-0.29002695417789753,-0.6910416996987474,-0.0,-0.5921674330109401,-0.597843665768194,0.0
2018-09-27,1.0,-0.2984358110256247,-0.6826476759712596,-0.0,-0.5968398295924208,-0.6013225662872766,0.0
2018-09-28,1.0,-0.304300628970978,-0.6837904281472494,-0.0,-0.6004278279748412,-0.6042271958111172,0.0
2018-10-01,1.0,-0.30436170892138703,-0.684047512612555,-0.0,-0.600389552334121,-0.6042850756753304,0.0
2018-10-02,1.0,-0.30348848383893395,-0.6989140532402217,-0.0,-0.5986802062978506,-0.6022679950027229,0.0
2018-10-03,1.0,-0.3057915307341969,-0.6870053942310799,-0.0,-0.6142317258309378,-0.6230498401111147,0.0
2018-10-04,1.0,-0.3095230406561824,-0.6813704911680175,-0.0,-0.6187877417896471,-0.6195627603578002,0.0
2018-10-05,1.0,-0.2939023215489837,-0.6715473782230357,-0.0,-0.6211989853257553,-0.6243778698262853,0.0
2018-10-08,1.0,-0.2904810842057936,-0.6686685079324298,-0.0,-0.6274648339649304,-0.6248956259233092,0.0
2018-10-09,1.0,-0.282502030869212,-0.6795450852965069,-0.0,-0.6430219333874898,-0.6443541835905767,0.0
2018-10-10,1.0,-0.2816768570313517,-0.6810199037335762,-0.0,-0.6433263952126969,-0.6462534148562509,0.0
2018-10-11,1.0,-0.23155840886203427,-0.6571941087613293,-0.0,-0.6176674219536757,-0.6406092648539778,0.0
2018-10-12,1.0,-0.23385673139459257,-0.6452661897240546,-0.0,-0.5983152157081358,-0.6196227817522996,0.0
2018-10-15,1.0,-0.22035939236754354,-0.6538841546251698,-0.0,-0.5946646906261578,-0.6186859330616278,0.0
2018-10-16,1.0,-0.2131863367501781,-0.6704035180081138,-0.0,-0.5947167941531696,-0.6185314793595739,0.0
2018-10-17,1.0,-0.19362283631946553,-0.6327361068934103,-0.0,-0.58739750986942,-0.6229881566960219,0.0
2018-10-18,1.0,-0.19322908759678156,-0.6321542432063155,-0.0,-0.587915591316229,-0.6230150296037651,0.0
2018-10-19,1.0,-0.18160185547757463,-0.6226392361215699,-0.0,-0.5867646615861923,-0.6211632880508449,0.0
2018-10-22,1.0,-0.18161286437003132,-0.6156347867983619,-0.0,-0.5900385449289328,-0.6240664900024091,0.0
2018-10-23,1.0,-0.18100487981203686,-0.6158804747273933,-0.0,-0.5907886017229954,-0.6245556961262727,0.0
2018-10-24,1.0,-0.17895718626831542,-0.611427024099648,-0.0,-0.5915094623461804,-0.6268014562084424,0.0
2018-10-25,1.0,-0.14812342167135933,-0.5658471452207483,-0.0,-0.5917389916112741,-0.5969928303967954,0.0
2018-10-26,1.0,-0.13347488021117263,-0.5532665767652712,-0.0,-0.5945255788597825,-0.5878977419447393,0.0
2018-10-29,1.0,-0.12104346833347604,-0.5550988954533779,-0.0,-0.5884921654251221,-0.5895196506550219,0.0
2018-10-30,1.0,-0.10682857142857144,-0.5569428571428572,-0.0,-0.5906571428571429,-0.6027428571428572,0.0
2018-10-31,1.0,-0.10687394428698217,-0.5600503879298004,-0.0,-0.5918863981219045,-0.6041398265051963,0.0
2018-11-01,1.0,-0.03790171035449247,-0.7474917985794821,-0.0,-0.6974551708761983,-0.7021689970379335,0.0
2018-11-02,1.0,-0.04167193625901101,-0.7237574301252055,-0.0,-0.7004552927785506,-0.6958707474389781,0.0
2018-11-05,1.0,-0.03880672481355075,-0.731291872076855,-0.0,-0.7007963594994312,-0.6892617873846543,0.0
2018-11-06,1.0,-0.04541142242742394,-0.7372398962747454,-0.0,-0.6969514894693568,-0.6827525140724812,0.0
2018-11-07,1.0,-0.04670198927630952,-0.7398077350169738,-0.0,-0.7007836543037532,-0.6853961102826865,0.0
2018-11-08,1.0,-0.011469263005325015,-0.7468569808110408,-0.0,-0.6942055014651668,-0.6983331757885118,0.0
2018-11-09,1.0,-0.011625342616804764,-0.7466368419394473,-0.0,-0.6941810276928893,-0.6980876468920323,0.0
2018-11-12,1.0,-0.011877008380064268,-0.7268288072585218,-0.0,-0.7119589187826855,-0.6997038623905236,0.0
2018-11-13,1.0,-0.0,-0.7180182708196925,-0.0,-0.7071992018208462,-0.6927010257849281,0.0
2018-11-14,1.0,-0.0,-0.7179335287148468,-0.0,-0.7071771528340711,-0.6926794288208518,0.0
2018-11-15,1.0,-0.0,-0.7199399737385107,-0.0,-0.7083724129306572,-0.6980241355593072,0.0
2018-11-16,1.0,-0.0,-0.7096117082954653,-0.0,-0.7116487511360432,-0.7126516029960199,0.0
2018-11-19,1.0,-0.0,-0.7094600946322814,-0.0,-0.7113402061855669,-0.7127189546579764,0.0
2018-11-20,1.0,-0.0,-0.6895725005448827,-0.0,-0.6992247096553227,-0.724818631877199,0.0
2018-11-21,1.0,-0.0,-0.683375439028899,-0.0,-0.6985026803869616,-0.6990264341610698,0.0
2018-11-23,1.0,-0.0,-0.6746954595791805,-0.0,-0.7018272425249169,-0.6996124031007752,0.0
2018-11-26,1.0,-0.0,-0.6744,-0.0,-0.7023692307692307,-0.7001230769230768,0.0
2018-11-27,1.0,-0.0,-0.6719223586320914,-0.0,-0.6953739705477145,-0.694271806019043,0.0
2018-11-28,1.0,-0.0,-0.672187863572347,-0.0,-0.6952727940726225,-0.6942012124181005,0.0
2018-11-29,1.0,-0.0,-0.6522199050986792,-0.0,-0.6794813673043794,-0.690603560310696,0.0
2018-11-30,1.0,-0.0,-0.6524749780774697,-0.0,-0.6794472498563696,-0.6918448187233528,0.0
