Date,HSTM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.41189914746961726,-1.0941773988753853,-0.10019952838744785,-0.5248322147651007,-0.4966805731906403,0.0
2018-09-25,1.0,-0.4139406687459201,-1.092152027272068,-0.10357583230579531,-0.5231014724015377,-0.4938347718865599,0.0
2018-09-26,1.0,-0.4142520398912058,-1.0925838621940163,-0.1043336355394379,-0.522792384406165,-0.49247506799637353,0.0
2018-09-27,1.0,-0.4176150779267851,-1.0843783979702792,-0.10674157303370788,-0.523233055454875,-0.49253352664008704,0.0
2018-09-28,1.0,-0.4168599594085242,-1.0845172513772108,-0.10720498695273992,-0.5231226442447086,-0.4925340678457524,0.0
2018-10-01,1.0,-0.41630075842798564,-1.087309939398338,-0.1078491853249628,-0.5235330406067424,-0.49384911274812204,0.0
2018-10-02,1.0,-0.4171257616111496,-1.1144879419168887,-0.10113466379656318,-0.5231493305118756,-0.49253894706118434,0.0
2018-10-03,1.0,-0.41757319120975395,-1.1165218661020662,-0.10177411111922317,-0.5228152150105861,-0.491713513908155,0.0
2018-10-04,1.0,-0.4191900766143743,-1.1124407150674938,-0.10240788033564392,-0.5248084640642101,-0.48949288580809924,0.0
2018-10-05,1.0,-0.4091784455506704,-1.1105701100977436,-0.09131208895025617,-0.528360161331347,-0.4941680898223175,0.0
2018-10-08,1.0,-0.4073765141074926,-1.1078914919852034,-0.08830782621309931,-0.5299920214695003,-0.4930369188365852,0.0
2018-10-09,1.0,-0.40760889275740764,-1.1083668806441085,-0.08860116780908861,-0.5296848366155298,-0.4924745221774925,0.0
2018-10-10,1.0,-0.409283771532185,-1.1071985494106982,-0.09040797824116048,-0.5306255666364461,-0.48899365367180414,0.0
2018-10-11,1.0,-0.37970284741675825,-1.1097124215453353,-0.052480408496152625,-0.5157263926811106,-0.488316017162512,0.0
2018-10-12,1.0,-0.3820867246702217,-1.1091425764804939,-0.04746702217232669,-0.4997193376368229,-0.46986387875385904,0.0
2018-10-15,1.0,-0.36215248525695026,-1.1504844144903115,-0.016182252176354956,-0.5030539174389216,-0.4783768604324628,0.0
2018-10-16,1.0,-0.3597933797174784,-1.162941879260665,-0.007449574812003654,-0.5045681354979268,-0.47919741373251806,0.0
2018-10-17,1.0,-0.34694018989534964,-1.135629634763324,-0.0,-0.49975743294753616,-0.4829163490193361,0.0
2018-10-18,1.0,-0.34625691713360945,-1.1352103852712911,-0.0,-0.5105975707374796,-0.48821912087147185,0.0
2018-10-19,1.0,-0.33394400276529557,-1.1308330452817144,-0.0,-0.5080539232630488,-0.4837884548911165,0.0
2018-10-22,1.0,-0.33416269265325865,-1.1272029856935515,-0.0,-0.5092611790724998,-0.4850024189646831,0.0
2018-10-23,1.0,-0.3412338673402305,-1.1291650807930522,-0.0,-0.5058994498460261,-0.4838586900107263,0.0
2018-10-24,1.0,-0.3396852844544354,-1.1256441293446307,-0.0,-0.5066920283589832,-0.4864257305896593,0.0
2018-10-25,1.0,-0.3097374878155356,-1.0886356761117273,-0.0,-0.5070417801082318,-0.45581661120634603,0.0
2018-10-26,1.0,-0.2792884543571986,-1.0945106426316324,-0.0,-0.5538921139287776,-0.46708761924160636,0.0
2018-10-29,1.0,-0.26,-1.104831081081081,-0.0,-0.5436486486486487,-0.46993243243243243,0.0
2018-10-30,1.0,-0.2557244174265451,-1.104694360013509,-0.0,-0.5436339074636948,-0.47321850726106046,0.0
2018-10-31,1.0,-0.26262049507943436,-1.0816847479259732,-0.0,-0.5446209653041346,-0.46982165048869784,0.0
2018-11-01,1.0,-0.24818032401972293,-1.092476436453896,-0.0,-0.5437225371482239,-0.4698621406768859,0.0
2018-11-02,1.0,-0.2539190180775132,-1.0639383630178108,-0.0,-0.5524314588753252,-0.465012340737776,0.0
2018-11-05,1.0,-0.25575883020631635,-1.060259063897977,-0.0,-0.5529812378981105,-0.4694865460372572,0.0
2018-11-06,1.0,-0.2712485296588809,-1.0788774995799026,-0.0,-0.5504284994118637,-0.46022517223995973,0.0
2018-11-07,1.0,-0.27115397540157266,-1.0788695476846561,-0.0,-0.5503058001209759,-0.46014517104644126,0.0
2018-11-08,1.0,-0.2420059351138675,-1.0836250875262579,-0.0,-0.5413624087226168,-0.4673068587242839,0.0
2018-11-09,1.0,-0.2411619530416222,-1.0836446104589115,-0.0,-0.5428895410885806,-0.4674159551760939,0.0
2018-11-12,1.0,-0.24030698694308786,-1.0728927871357854,-0.0,-0.5451676135419782,-0.46403535001162827,0.0
2018-11-13,1.0,-0.2209884678747941,-1.0735420098846788,-0.0,-0.5432948929159803,-0.45703459637561783,0.0
2018-11-14,1.0,-0.22007059677366148,-1.0756441130867944,-0.0,-0.5444858641506944,-0.45868109392010026,0.0
2018-11-15,1.0,-0.21927599723311045,-1.0768141243123948,-0.0,-0.5463289304654303,-0.4514970848842188,0.0
2018-11-16,1.0,-0.21380127740830973,-1.066207941002173,-0.0,-0.5488246526634621,-0.46348850990979124,0.0
2018-11-19,1.0,-0.21890038895115038,-1.065890961830048,-0.0,-0.5475641110158876,-0.4638077658382227,0.0
2018-11-20,1.0,-0.19937674266032474,-1.0637034607183862,-0.0,-0.5472527472527473,-0.46993603411513857,0.0
2018-11-21,1.0,-0.20729166666666668,-1.0615234375,-0.0,-0.5462239583333334,-0.44013671875000004,0.0
2018-11-23,1.0,-0.20883338211858066,-1.0481998243731097,-0.0,-0.5529319933652063,-0.4423520993918105,0.0
2018-11-26,1.0,-0.20783446121811558,-1.0551795939614783,-0.0,-0.5506897449245184,-0.4398099947943779,0.0
2018-11-27,1.0,-0.19706301867219916,-1.0623379149377594,-0.0,-0.5470695020746889,-0.4352632261410789,0.0
2018-11-28,1.0,-0.19968849373742617,-1.0538321760010383,-0.0,-0.5524693361022779,-0.4388993445389058,0.0
2018-11-29,1.0,-0.17757009345794394,-1.042650223207117,-0.0,-0.5491537399235636,-0.4422391367183736,0.0
2018-11-30,1.0,-0.1775301823786283,-1.0430901618289237,-0.0,-0.5496724890829695,-0.44059851014641666,0.0
2018-12-03,1.0,-0.1765291059623901,-1.0430652718054039,-0.0,-0.5493228932674411,-0.44011937616327573,0.0
2018-12-04,1.0,-0.1702883476813774,-1.0461484302493038,-0.0,-0.5458764041347969,-0.43799404742855313,0.0
2018-12-06,1.0,-0.16478921583923614,-0.9960058663837489,-0.0,-0.5487877180391301,-0.41083408743408123,0.0
2018-12-07,1.0,-0.18919090966961613,-1.011585715195111,-0.0,-0.571042077789802,-0.41110191609905145,0.0
2018-12-10,1.0,-0.17507577671129074,-1.0147448850719878,-0.0,-0.5684832028289972,-0.39905910583480675,0.0
2018-12-11,1.0,-0.18785770750988143,-1.0114466403162057,-0.0,-0.5740711462450593,-0.38867984189723326,0.0
2018-12-12,1.0,-0.18895670598652795,-1.011131842762721,-0.0,-0.5745232598589545,-0.387875146263559,0.0
2018-12-13,1.0,-0.18934649206047954,-1.0111026760296071,-0.0,-0.5743657873094199,-0.38834060859113056,0.0
2018-12-14,1.0,-0.19445235158300914,-0.9966473732485688,-0.0,-0.5829142549894044,-0.3888414460575007,0.0
2018-12-17,1.0,-0.18867924528301885,-0.9971287940935192,-0.0,-0.5781535937401401,-0.3912412443995709,0.0
2018-12-18,1.0,-0.18383832034196632,-0.9944996228312799,-0.0,-0.5755280362081971,-0.38920668845863715,0.0
