Date,IWF,IWM,MTUM,MX,SPY,VLUE,VXX
2018-09-24,-0.7843266020905161,-1.3438953647457998,-0.17878837629289113,1.0,-1.1011875444645105,-1.0643025228479175,0.0
2018-09-25,-0.7902722243523032,-1.3418962589691625,-0.18661335378211097,1.0,-1.0991400558689817,-1.0594292600098592,0.0
2018-09-26,-0.7908906104060216,-1.3450909290698314,-0.18152848744574474,1.0,-1.1052139992308114,-1.0715345310697215,0.0
2018-09-27,-0.7937544591405521,-1.3351627243290707,-0.1841282037209813,1.0,-1.1045496954063991,-1.0705230228856815,0.0
2018-09-28,-0.796232218377547,-1.334596583731532,-0.1846542538584061,1.0,-1.1055637941451089,-1.0713461855330368,0.0
2018-10-01,-0.7958566875480821,-1.3363556434773052,-0.18540498955929222,1.0,-1.1055060995713815,-1.0719859325200571,0.0
2018-10-02,-0.79613250563094,-1.331428885348569,-0.1877163104982695,1.0,-1.105806735153546,-1.0725155194198759,0.0
2018-10-03,-0.7968535122944055,-1.3160789922437977,-0.1852687166510809,1.0,-1.1155179052753177,-1.0871335056933824,0.0
2018-10-04,-0.7972177929290153,-1.313850552592511,-0.18606697091328972,1.0,-1.1155770605377466,-1.0857205696376533,0.0
2018-10-05,-0.7802648861646235,-1.3037434325744308,-0.16528021015761823,1.0,-1.1253830998248688,-1.0981830122591945,0.0
2018-10-08,-0.7780205374699586,-1.2998689097662224,-0.16227878523050032,1.0,-1.125573519772777,-1.0962967008957833,0.0
2018-10-09,-0.7774318641105467,-1.3002348571740674,-0.16041291168277896,1.0,-1.126385930416735,-1.0973291823693265,0.0
2018-10-10,-0.7778203934031012,-1.308092707248918,-0.1569776998520629,1.0,-1.13018464741658,-1.1060763793764725,0.0
2018-10-11,-0.6996971468041019,-1.3107167525636259,-0.03708623346262154,1.0,-1.120238031985548,-1.145475798310398,0.0
2018-10-12,-0.71202597946784,-1.2983448564843914,-0.026293735596061178,1.0,-1.0902472239681542,-1.1109365179132622,0.0
2018-10-15,-0.6722155122617236,-1.3620227905267028,-0.0,1.0,-1.0929475397783963,-1.1240350785065378,0.0
2018-10-16,-0.6707092980521867,-1.3638893264031082,-0.0,1.0,-1.0921929962723789,-1.1233265081115136,0.0
2018-10-17,-0.6373259339191203,-1.301937207748831,-0.0,1.0,-1.0754329171162837,-1.1238374184265967,0.0
2018-10-18,-0.6417902680197762,-1.313400988810825,-0.0,1.0,-1.1055425448868073,-1.1435857403070517,0.0
2018-10-19,-0.613474076373797,-1.2956638725033636,-0.0,1.0,-1.1155438269688502,-1.1497464555521062,0.0
2018-10-22,-0.6206716729244889,-1.3242073425114724,-0.0,1.0,-1.1176992073425114,-1.1522736754276177,0.0
2018-10-23,-0.6228038162765236,-1.32396642510818,-0.0,1.0,-1.1156352640633962,-1.1510348782649498,0.0
2018-10-24,-0.6236316974807521,-1.3210076991567592,-0.0,1.0,-1.1266432724034987,-1.1662913109516577,0.0
2018-10-25,-0.5722697533970811,-1.2413688978359336,-0.0,1.0,-1.1097131353799699,-1.1093608454957222,0.0
2018-10-26,-0.5399521769453024,-1.2217794161602074,-0.0,1.0,-1.123194181528345,-1.0965926073527945,0.0
2018-10-29,-0.5277060575968222,-1.2230883813306852,-0.0,1.0,-1.117974180734856,-1.0964746772591858,0.0
2018-10-30,-0.5211910669975186,-1.222679900744417,-0.0,1.0,-1.1177171215880892,-1.1011910669975185,0.0
2018-10-31,-0.5243482538121004,-1.193408755533694,-0.0,1.0,-1.1103295622233151,-1.090703393999016,0.0
2018-11-01,-0.4860145034778748,-1.2330916087020867,-0.0,1.0,-1.1157811652113856,-1.0982684623353558,0.0
2018-11-02,-0.48875275667728496,-1.205537858368047,-0.0,1.0,-1.116785101690762,-1.0896839010046557,0.0
2018-11-05,-0.48599275149378,-1.211871877754922,-0.0,1.0,-1.116416887060437,-1.0833578215300226,0.0
2018-11-06,-0.49147977671138965,-1.2160415238468318,-0.0,1.0,-1.1121829399667025,-1.0769758104005482,0.0
2018-11-07,-0.4901864813273947,-1.2171210415545006,-0.0,1.0,-1.110420439528168,-1.076795066320787,0.0
2018-11-08,-0.4409647928418596,-1.2272417817545225,-0.0,1.0,-1.1005154639175259,-1.0941451079556508,0.0
2018-11-09,-0.44036563426848835,-1.2269655273010163,-0.0,1.0,-1.1011328827733748,-1.093693781300141,0.0
2018-11-12,-0.4384250749733965,-1.205620586243591,-0.0,1.0,-1.105059495017897,-1.0878881687143271,0.0
2018-11-13,-0.4195068019035716,-1.2009806277940682,-0.0,1.0,-1.1031581983367784,-1.0833533624957938,0.0
2018-11-14,-0.4204758471521269,-1.2000480653689016,-0.0,1.0,-1.1031482816630616,-1.0828166306176399,0.0
2018-11-15,-0.4190046118370484,-1.2001825518831668,-0.0,1.0,-1.1035741737125289,-1.0812355880092235,0.0
2018-11-16,-0.4245907181146472,-1.2117641377312018,-0.0,1.0,-1.1099628145071714,-1.082918819722799,0.0
2018-11-19,-0.42827472952086554,-1.2109254250386399,-0.0,1.0,-1.1083365533230294,-1.0824478361669243,0.0
2018-11-20,-0.41411368015414257,-1.2082369942196531,-0.0,1.0,-1.1085260115606936,-1.0860789980732177,0.0
2018-11-21,-0.4243872139137082,-1.2011085097233503,-0.0,1.0,-1.107840795069043,-1.0447704142577285,0.0
2018-11-23,-0.42909160597930246,-1.176360674587965,-0.0,1.0,-1.1299827520122654,-1.055624760444615,0.0
2018-11-26,-0.42809941100416604,-1.1805296173921371,-0.0,1.0,-1.1272326772973233,-1.0527701958530862,0.0
2018-11-27,-0.411775932818017,-1.190094474663613,-0.0,1.0,-1.122530775837389,-1.0470464739001815,0.0
2018-11-28,-0.41256739348251353,-1.1886063266377214,-0.0,1.0,-1.1228112028245623,-1.047235078009447,0.0
2018-11-29,-0.36415530499598997,-1.172147001934236,-0.0,1.0,-1.1221399254611502,-1.0592064914846442,0.0
2018-11-30,-0.36406942741250825,-1.1723893972266768,-0.0,1.0,-1.1231015941892275,-1.0569757570040563,0.0
2018-12-03,-0.36142136764220745,-1.1727225599698385,-0.0,1.0,-1.1225316932937464,-1.0560818134690608,0.0
2018-12-04,-0.353551963916557,-1.173933471152039,-0.0,1.0,-1.117834993422289,-1.0529505732005262,0.0
2018-12-06,-0.34086345381526106,-1.0842917123037605,-0.0,1.0,-1.1227181453085067,-1.0158360715589632,0.0
2018-12-07,-0.3287765493829992,-1.0935364007523283,-0.0,1.0,-1.1326666360842241,-1.0323868067342539,0.0
2018-12-10,-0.2938375731193035,-1.0968122250940915,-0.0,1.0,-1.132453634426155,-1.0113816714279236,0.0
2018-12-11,-0.29259444016144387,-1.0974558976917146,-0.0,1.0,-1.1317400571402656,-1.0131966804226566,0.0
2018-12-12,-0.304313833701251,-1.1149282560706402,-0.0,1.0,-1.1587104488594555,-1.0210172921265637,0.0
2018-12-13,-0.3037945608232267,-1.1089213524439543,-0.0,1.0,-1.1633131201764058,-1.0179162072767365,0.0
2018-12-14,-0.32472376334561054,-1.0743624411394472,-0.0,1.0,-1.2231805678586414,-1.039955242668656,0.0
2018-12-17,-0.31166419019316494,-1.0714153046062407,-0.0,1.0,-1.213131500742942,-1.0472232540861814,0.0
2018-12-18,-0.29063062231858655,-1.055081422706094,-0.0,1.0,-1.2123910135166305,-1.0551275545509067,0.0
2018-12-19,-0.31247673985857827,-1.0610346110904354,-0.0,1.0,-1.2161797543729065,-1.0623371790100484,0.0
2018-12-20,-0.3126215390313918,-1.049356421890916,-0.0,1.0,-1.2130289841652004,-1.0550513936475598,0.0
2018-12-21,-0.30726669125783845,-1.0468461822205828,-0.0,1.0,-1.2126060494282553,-1.0440796753965327,0.0
2018-12-24,-0.28564893179010936,-1.022279152751727,-0.0,1.0,-1.2060935998902054,-1.0607530079143601,0.0
2018-12-26,-0.28492530556813034,-1.0295156179266636,-0.0,1.0,-1.1730194658216389,-1.0395201448619285,0.0
2018-12-27,-0.21148575157711552,-0.9866434631281271,-0.0,1.0,-1.0897106808788342,-1.0628235805960409,0.0
2018-12-28,-0.21906684808848703,-0.9892463679058947,-0.0,1.0,-1.1026642672167843,-1.0782601062195496,0.0
2018-12-31,-0.22195871761089153,-0.9856829161176986,-0.0,1.0,-1.1039964866051821,-1.080149319279754,0.0
2019-01-02,-0.21110031790886613,-0.9955845990815967,-0.0,1.0,-1.1114447191805017,-1.0973154362416107,0.0
2019-01-03,-0.18635629709364906,-1.0243989953354862,-0.0,1.0,-1.1174650161463942,-1.1568442770003589,0.0
2019-01-04,-0.1585539805652135,-1.0300436836943925,-0.0,1.0,-1.1064901488811625,-1.1624320228225016,0.0
2019-01-07,-0.12680921771830864,-0.9928287201014474,-0.0,1.0,-1.1109362018452928,-1.1421575057938693,0.0
2019-01-08,-0.12955854126679464,-0.9798900715407434,-0.0,1.0,-1.1149014133659045,-1.1378904205199791,0.0
2019-01-09,-0.12382821015914541,-0.9627207325049052,-0.0,1.0,-1.1195988663614562,-1.153956834532374,0.0
2019-01-10,-0.12096385542168674,-0.9736254107338445,-0.0,1.0,-1.123592552026287,-1.1629791894852137,0.0
2019-01-11,-0.11601697162556351,-0.9731724564660126,-0.0,1.0,-1.143949438698842,-1.186555290373906,0.0
2019-01-14,-0.12588958139946071,-0.9731246961057333,-0.0,1.0,-1.1427308491358354,-1.1785351191265527,0.0
2019-01-15,-0.12393730074388948,-0.9713513992206873,-0.0,1.0,-1.1427559334041797,-1.189868933758413,0.0
2019-01-16,-0.11319337016574586,-0.977060773480663,-0.0,1.0,-1.1335690607734805,-1.1960662983425414,0.0
2019-01-17,-0.11665709616149122,-0.9718185432218738,-0.0,1.0,-1.1324263439197844,-1.1962984230752243,0.0
2019-01-18,-0.13183619550858652,-0.964993394980185,-0.0,1.0,-1.1234698370761778,-1.1830471158080142,0.0
2019-01-22,-0.0,-0.9873157822694711,-0.0,1.0,-1.3103070675731168,-1.2650910252315555,0.0
2019-01-23,-0.0,-0.9417657822506862,-0.0,1.0,-1.3257090576395243,-1.3070905763952425,0.0
2019-01-24,-0.0,-0.927177927438627,-0.0,1.0,-1.1669346078644363,-1.2508798609602432,0.0
2019-01-25,-0.0,-0.8142857142857143,-0.0,1.0,-1.2632905793896505,-1.3452454666076956,0.0
2019-01-28,-0.0,-0.7180186708725863,-0.0,1.0,-1.2712391832558931,-1.273455816530969,0.0
2019-01-29,-0.0,-0.7084780650971311,-0.0,1.0,-1.2949954972340152,-1.2848749946395643,0.0
2019-01-30,-0.0,-0.7065701559020044,-0.0,1.0,-1.2895322939866372,-1.2869624807264006,0.0
2019-01-31,-0.0,-0.7208639308855291,-0.0,1.0,-1.2196544276457881,-1.3791360691144707,0.0
2019-02-01,-0.0,-0.7209986586473973,-0.0,1.0,-1.2280299424516463,-1.3779152784388387,0.0
2019-02-04,-0.0,-0.7483307192471432,-0.0,1.0,-1.2591530360743894,-1.473806856374636,0.0
