Date,FSS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5262636719629112,-1.2979250123779087,-0.034973218706396005,-0.8594319665121303,-0.782418868434082,0.0
2018-09-25,1.0,-0.5279352226720648,-1.2955465587044535,-0.03810166441745389,-0.857399910031489,-0.7793972109761583,0.0
2018-09-26,1.0,-0.5284988078636016,-1.296324620990598,-0.0394079805659274,-0.8570785910297359,-0.7773179180349994,0.0
2018-09-27,1.0,-0.5292610571736784,-1.292116145271485,-0.04054297015462064,-0.8563016900395541,-0.776564185544768,0.0
2018-09-28,1.0,-0.5274394354802463,-1.2932716077127062,-0.041350173041485014,-0.8559935277990023,-0.7765292822149311,0.0
2018-10-01,1.0,-0.5272007912957468,-1.2940832658933548,-0.041947666576746694,-0.8558582861253484,-0.7769085513892636,0.0
2018-10-02,1.0,-0.5278892546331785,-1.312531000586193,-0.03810253866618569,-0.8549848942598187,-0.7756684853677234,0.0
2018-10-03,1.0,-0.5284450063211125,-1.29876286797905,-0.03575943651797002,-0.8635091204623442,-0.7886039371500813,0.0
2018-10-04,1.0,-0.5285165951682095,-1.298667870851208,-0.03648679160081283,-0.8631745314969518,-0.7888913976066831,0.0
2018-10-05,1.0,-0.5167887805097316,-1.2950510181148018,-0.022160291275228124,-0.8674877511574594,-0.7935451971052276,0.0
2018-10-08,1.0,-0.515169194865811,-1.2927475092002512,-0.02019567363791401,-0.8675612602100351,-0.7922089579032404,0.0
2018-10-09,1.0,-0.5137112337866344,-1.2935236299986537,-0.016247026614604372,-0.8696198554822494,-0.7949822718908487,0.0
2018-10-10,1.0,-0.5141318977119784,-1.2927321668909826,-0.01664423508299686,-0.8697622252131,-0.7930462090623599,0.0
2018-10-11,1.0,-0.4256516844201957,-1.277604572616264,-0.0,-0.8334199359140902,-0.7934961461851563,0.0
2018-10-12,1.0,-0.4210526315789474,-1.2697421864979266,-0.0,-0.8136303390482705,-0.7710462183077516,0.0
2018-10-15,1.0,-0.37895908234891285,-1.3170261941448382,-0.0,-0.8085516178736518,-0.7755093305940763,0.0
2018-10-16,1.0,-0.3751176923735342,-1.32307626465805,-0.0,-0.8072840879910981,-0.7742446289480441,0.0
2018-10-17,1.0,-0.34585519412381954,-1.2716894018887726,-0.0,-0.7980692549842603,-0.7816579223504723,0.0
2018-10-18,1.0,-0.3473325766174801,-1.2762012864169505,-0.0,-0.7974523899609031,-0.7829907092109135,0.0
2018-10-19,1.0,-0.3299558001834709,-1.2672837961804688,-0.0,-0.7945959469602202,-0.7780001667917604,0.0
2018-10-22,1.0,-0.3300825206301576,-1.2595232141368675,-0.0,-0.7974493623405853,-0.7806534967075103,0.0
2018-10-23,1.0,-0.3386632154636163,-1.262472341669102,-0.0,-0.793971527574834,-0.7797770634158561,0.0
2018-10-24,1.0,-0.3391388282692631,-1.2758519388954173,-0.0,-0.799101896927984,-0.7826506630854457,0.0
2018-10-25,1.0,-0.2974657922435431,-1.2188891587725692,-0.0,-0.7926078860011335,-0.7392518824386689,0.0
2018-10-26,1.0,-0.27538609266223896,-1.200728174761943,-0.0,-0.797671441145875,-0.7271745218852524,0.0
2018-10-29,1.0,-0.2496617050067659,-1.2125288545729525,-0.0,-0.7855607737005493,-0.7321499641805302,0.0
2018-10-30,1.0,-0.24318733341289733,-1.2123165055495884,-0.0,-0.7855352667382743,-0.7371603612205117,0.0
2018-10-31,1.0,-0.24766189179590384,-1.1872459650368967,-0.0,-0.7815003354248056,-0.7297659918708812,0.0
2018-11-01,1.0,-0.2253982021763129,-1.2052909635704148,-0.0,-0.7811465068601168,-0.7307995584292699,0.0
2018-11-02,1.0,-0.2311728999412571,-1.1722341883689054,-0.0,-0.7888388486391227,-0.7239475230076365,0.0
2018-11-05,1.0,-0.22660349283420783,-1.1853708199545774,-0.0,-0.7899992168533166,-0.7137598872268776,0.0
2018-11-06,1.0,-0.2289203789242934,-1.1864088311281609,-0.0,-0.7880685821655053,-0.711148516401785,0.0
2018-11-07,1.0,-0.23557692307692307,-1.202121741894469,-0.0,-0.8087253655435473,-0.7268753973299427,0.0
2018-11-08,1.0,-0.20924650796773558,-1.200786936848318,-0.0,-0.796616171552233,-0.7279952783789101,0.0
2018-11-09,1.0,-0.214645163846733,-1.2090185045766138,-0.0,-0.8021951896025676,-0.736577247691881,0.0
2018-11-12,1.0,-0.2132649032767469,-1.1986971969996052,-0.0,-0.8030793525463875,-0.7328464271614685,0.0
2018-11-13,1.0,-0.17036481364497788,-1.2109128237523687,-0.0,-0.8252526847757423,-0.7416692987997473,0.0
2018-11-14,1.0,-0.17085109742618032,-1.2103268593083847,-0.0,-0.8251223748618349,-0.7412758566240328,0.0
2018-11-15,1.0,-0.17250019887041604,-1.2267918224484926,-0.0,-0.8475061649828972,-0.730570360353194,0.0
2018-11-16,1.0,-0.16828581624965303,-1.215194892739601,-0.0,-0.8455133034616756,-0.7363099250565049,0.0
2018-11-19,1.0,-0.16740699611327042,-1.2157928135163005,-0.0,-0.8461965574680733,-0.7366542397080987,0.0
2018-11-20,1.0,-0.1346964503801757,-1.2093921128314225,-0.0,-0.8470629949178584,-0.7484930859236496,0.0
2018-11-21,1.0,-0.13716158227354294,-1.2023874541624404,-0.0,-0.8412264960599204,-0.7202933603807443,0.0
2018-11-23,1.0,-0.1385718181464023,-1.1897619696910673,-0.0,-0.846039970392302,-0.7213759788071215,0.0
2018-11-26,1.0,-0.13830574488802339,-1.190418695228822,-0.0,-0.8453748782862708,-0.720701071080818,0.0
2018-11-27,1.0,-0.1290235116396173,-1.191695394507495,-0.0,-0.8388658635782624,-0.7138319711817794,0.0
2018-11-28,1.0,-0.12632725292676286,-1.2134106024658706,-0.0,-0.8359068103146513,-0.7137023064058184,0.0
2018-11-29,1.0,-0.0971880762138906,-1.1977566072526122,-0.0,-0.8299400737553779,-0.716541180086048,0.0
2018-11-30,1.0,-0.0965424510180561,-1.1982328082981177,-0.0,-0.8301575105647331,-0.7168267383787937,0.0
2018-12-03,1.0,-0.0947792706333973,-1.1982725527831093,-0.0,-0.8295969289827255,-0.716084452975048,0.0
2018-12-04,1.0,-0.08396829651185052,-1.2046176819695984,-0.0,-0.8257839721254355,-0.7144771604701917,0.0
2018-12-06,1.0,-0.07207475522132459,-1.150329473958527,-0.0,-0.8183984215032947,-0.6821041658910688,0.0
2018-12-07,1.0,-0.06596561882388037,-1.153484729835552,-0.0,-0.8213819592049818,-0.6881455792967147,0.0
2018-12-10,1.0,-0.04712448255470136,-1.1553814311058543,-0.0,-0.8185245416913068,-0.675044352454169,0.0
2018-12-11,1.0,-0.0435972340346855,-1.1569722294124172,-0.0,-0.8176607624893688,-0.679547387493991,0.0
2018-12-12,1.0,-0.045346944814321645,-1.1566799822458944,-0.0,-0.8184642698624057,-0.678280810770824,0.0
2018-12-13,1.0,-0.04514889529298751,-1.152072711150521,-0.0,-0.8214734353062884,-0.6759772408187394,0.0
2018-12-14,1.0,-0.046040719801943616,-1.152052617965488,-0.0,-0.8208624321028711,-0.6761260761925877,0.0
2018-12-17,1.0,-0.02936198395761277,-1.152292295238796,-0.0,-0.8085951872838325,-0.6891971447494296,0.0
2018-12-18,1.0,-0.01731696624287593,-1.143102440450095,-0.0,-0.8039602513517463,-0.6889887476253105,0.0
2018-12-19,1.0,-0.035140008095080395,-1.145821834639585,-0.0,-0.8052029289472715,-0.6934172278029216,0.0
2018-12-20,1.0,-0.036489115671230865,-1.1400462538085974,-0.0,-0.8037884071803532,-0.6906134136044932,0.0
2018-12-21,1.0,-0.030558598028477553,-1.1419861263234758,-0.0,-0.80609711573567,-0.6723621759766338,0.0
2018-12-24,1.0,-0.006238665215814291,-1.1205658324265506,-0.0,-0.8035545883206383,-0.69677185346391,0.0
2018-12-26,1.0,-0.003610108303249097,-1.122418772563177,-0.0,-0.7942960288808664,-0.689783393501805,0.0
2018-12-27,1.0,-0.0,-1.0766206200633288,-0.0,-0.7184313998399388,-0.6845401718918542,0.0
2018-12-28,1.0,-0.0,-1.0785731669158294,-0.0,-0.7163717275666656,-0.6817439071028751,0.0
2018-12-31,1.0,-0.0,-1.0773296244784423,-0.0,-0.7171418636995827,-0.6825799721835883,0.0
2019-01-02,1.0,-0.0,-1.0765329164495396,-0.0,-0.7151294076776099,-0.682369289560535,0.0
2019-01-03,1.0,-0.0,-1.0757291666666666,-0.0,-0.7227083333333334,-0.6737847222222223,0.0
2019-01-04,1.0,-0.0,-1.0761046049676997,-0.0,-0.7066017203855322,-0.6719176425881784,0.0
2019-01-07,1.0,-0.0,-1.0439579090291922,-0.0,-0.7002715546503735,-0.6501697216564833,0.0
2019-01-08,1.0,-0.0,-1.0464737056665308,-0.0,-0.6995175974996602,-0.6512094034515559,0.0
2019-01-09,1.0,-0.0,-1.0409541259500543,-0.0,-0.698663137893594,-0.6534676981541803,0.0
