Date,CLS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2559104759903331,-0.5462855941998529,-0.006199432594304928,-0.39928548912472417,-0.41919722601660186,0.0
2018-09-25,1.0,-0.2562701893531528,-0.5457362712398561,-0.006933319326627623,-0.3988234367203298,-0.418494104052315,0.0
2018-09-26,1.0,-0.2560602866779089,-0.5470330944350759,-0.0027930016863406404,-0.40242938448566606,-0.4265914839797639,0.0
2018-09-27,1.0,-0.2670030540432878,-0.5389191342451202,-0.006772009029345373,-0.4102509626875581,-0.4327446554242465,0.0
2018-09-28,1.0,-0.2655776892430279,-0.5401859229747676,-0.007250996015936254,-0.410199203187251,-0.4328021248339974,0.0
2018-10-01,1.0,-0.2676666932631187,-0.5395356259474986,-0.006861884624591079,-0.4120854278039309,-0.4334689752387032,0.0
2018-10-02,1.0,-0.26796446997500134,-0.5368065528429339,-0.008111270677091643,-0.4125312483378544,-0.4339928727195362,0.0
2018-10-03,1.0,-0.2678063435514317,-0.5350011963948634,-0.00808231196660729,-0.41291574721505864,-0.4348230664929678,0.0
2018-10-04,1.0,-0.27011799723610075,-0.5308015307749548,-0.00861060912086744,-0.41588710534708195,-0.4321781651961305,0.0
2018-10-05,1.0,-0.2653531421307698,-0.5280580493101348,-0.002568787902862742,-0.41754720478800883,-0.4346812849235984,0.0
2018-10-08,1.0,-0.2671556902142136,-0.5321851910912667,-0.0034816350396002765,-0.41811513315260723,-0.43677244458619047,0.0
2018-10-09,1.0,-0.27262050926173065,-0.5354988522927454,-0.011930817274328724,-0.41653766081247,-0.4325254897773982,0.0
2018-10-10,1.0,-0.2731314328824702,-0.547098130085682,-0.0065743385245459925,-0.4222126421296546,-0.445357547017298,0.0
2018-10-11,1.0,-0.21163200378618569,-0.5452370309993952,-0.0,-0.40714642547261587,-0.46528015144742724,0.0
2018-10-12,1.0,-0.29256078031736793,-0.6552336584655699,-0.0,-0.46067841024894457,-0.5031591206871452,0.0
2018-10-15,1.0,-0.2680828804742669,-0.6784458458051204,-0.0,-0.45563918514428525,-0.5038795733922291,0.0
2018-10-16,1.0,-0.2720577533257649,-0.6747300090239572,-0.0,-0.4579803801705819,-0.5061566675399528,0.0
2018-10-17,1.0,-0.2567613928755218,-0.6437760878266339,-0.0,-0.45042598204585743,-0.5079764423351821,0.0
2018-10-18,1.0,-0.25622663215415586,-0.6447512223180902,-0.0,-0.46140350877192976,-0.5136612021857924,0.0
2018-10-19,1.0,-0.23967083833361905,-0.6335504885993486,-0.0,-0.46694096805531743,-0.5171152637293559,0.0
2018-10-22,1.0,-0.24065119739063262,-0.637664158393179,-0.0,-0.4663099768246975,-0.5165231323853395,0.0
2018-10-23,1.0,-0.24342029980546975,-0.6377732005950338,-0.0,-0.46415493763588517,-0.5153907769767708,0.0
2018-10-24,1.0,-0.24197559093377538,-0.63354960413868,-0.0,-0.4648012118786977,-0.5178494869522966,0.0
2018-10-25,1.0,-0.20822259136212623,-0.5905869324473976,-0.0,-0.4789036544850498,-0.4908637873754153,0.0
2018-10-26,1.0,-0.1913629957720958,-0.7782028051808603,-0.0,-0.7322327360579827,-0.6536809610093283,0.0
2018-10-29,1.0,-0.17336708523465344,-0.7809346167937914,-0.0,-0.7219798154748027,-0.6544649102354861,0.0
2018-10-30,1.0,-0.14438574649214306,-0.7941720784683199,-0.0,-0.7353544870285003,-0.6909048083717487,0.0
2018-10-31,1.0,-0.14686781896293338,-0.7731708129350252,-0.0,-0.7280780630765645,-0.6821860325706864,0.0
2018-11-01,1.0,-0.1506086376521594,-0.7718859429714857,-0.0,-0.7293646823411706,-0.6831749207937302,0.0
2018-11-02,1.0,-0.15479968266560887,-0.7437194235091894,-0.0,-0.7318854951738728,-0.6751619727621314,0.0
2018-11-05,1.0,-0.14646110721793973,-0.7840624687155872,-0.0,-0.7453865919177762,-0.6610604998832049,0.0
2018-11-06,1.0,-0.161000706143448,-0.8034231144288645,-0.0,-0.7444769494603047,-0.6537207034533777,0.0
2018-11-07,1.0,-0.1600470430107527,-0.8038978494623656,-0.0,-0.7428763440860215,-0.6533938172043011,0.0
2018-11-08,1.0,-0.13178500331785004,-0.8008626410086265,-0.0,-0.729628400796284,-0.6555739880557399,0.0
2018-11-09,1.0,-0.13068899076473323,-0.8022722742674905,-0.0,-0.7327087901136137,-0.656401568002126,0.0
2018-11-12,1.0,-0.1307041502897875,-0.8074079008726934,-0.0,-0.73392845246819,-0.6588501765372061,0.0
2018-11-13,1.0,-0.11523476193620814,-0.8019877170970084,-0.0,-0.731526117678135,-0.6531070461599419,0.0
2018-11-14,1.0,-0.11591284252228459,-0.8013535820402773,-0.0,-0.7314625288874216,-0.6526906569825024,0.0
2018-11-15,1.0,-0.1147254630545119,-0.8007712082262209,-0.0,-0.731790916880891,-0.6484411047393053,0.0
2018-11-16,1.0,-0.11124244812188075,-0.7904189650643552,-0.0,-0.7291502495403205,-0.6526136065143158,0.0
2018-11-19,1.0,-0.1070439256034824,-0.7964648463263422,-0.0,-0.7365782878248253,-0.657597942223981,0.0
2018-11-20,1.0,-0.09332326680672269,-0.7923778886554621,-0.0,-0.7361475840336134,-0.6607142857142856,0.0
2018-11-21,1.0,-0.09958142704175994,-0.7837697524254518,-0.0,-0.7319835166617995,-0.6294169181349167,0.0
2018-11-23,1.0,-0.1006413578647318,-0.7743910339466183,-0.0,-0.7345814977973568,-0.6295996372117129,0.0
2018-11-26,1.0,-0.09908501839731693,-0.7917684217381394,-0.0,-0.7358926768910162,-0.6294161701019179,0.0
2018-11-27,1.0,-0.0888320766318242,-0.7944726707873532,-0.0,-0.7298469305200479,-0.6229895472638426,0.0
2018-11-28,1.0,-0.08951166628911686,-0.7933400213585321,-0.0,-0.7300734604058121,-0.6232160771496068,0.0
2018-11-29,1.0,-0.06970586358706055,-0.7780259044216168,-0.0,-0.7209851336693677,-0.621482804823582,0.0
2018-11-30,1.0,-0.0698765195749976,-0.7789477042851217,-0.0,-0.7229507673654318,-0.6189336651670336,0.0
2018-12-03,1.0,-0.06762745910786595,-0.7795491502726142,-0.0,-0.7228262602429615,-0.6184676210821669,0.0
2018-12-04,1.0,-0.05197178582879127,-0.7993908303943571,-0.0,-0.728534786790638,-0.6262263546008335,0.0
2018-12-06,1.0,-0.04449808144572348,-0.7378388414407724,-0.0,-0.7189936873375418,-0.5930808268350043,0.0
2018-12-07,1.0,-0.03795425627657263,-0.7416752009434255,-0.0,-0.7232101294106693,-0.6005337802190981,0.0
2018-12-10,1.0,-0.005375848616102971,-0.7513900408564496,-0.0,-0.73053174822597,-0.5846158572174608,0.0
2018-12-11,1.0,-0.0025816762455051173,-0.7528352337339029,-0.0,-0.7298460214525002,-0.588161170359898,0.0
2018-12-12,1.0,-0.0031348925838276427,-0.7526508282877954,-0.0,-0.7297845529704644,-0.5878230937087009,0.0
2018-12-13,1.0,-0.0032844250721345693,-0.7495549143593836,-0.0,-0.7307692307692307,-0.5859782675425133,0.0
2018-12-14,1.0,-0.0,-0.7698486252703121,-0.0,-0.7282360210071054,-0.5911955514365154,0.0
2018-12-17,1.0,-0.0,-0.768144539680582,-0.0,-0.7237775174199913,-0.5912314238145157,0.0
2018-12-18,1.0,-0.0,-0.756022991317109,-0.0,-0.7142595083771555,-0.5870734988382047,0.0
2018-12-19,1.0,-0.0,-0.7561460371819961,-0.0,-0.7144691780821918,-0.5871453033268101,0.0
2018-12-20,1.0,-0.0,-0.7444164210398372,-0.0,-0.713573794402747,-0.5806922118569389,0.0
