Date,CAR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7979054268486194,-1.6278006981910507,-0.0,-1.3961916851793081,-1.5252300856870835,0.0
2018-09-25,1.0,-0.7967422548706483,-1.643244969658256,-0.0,-1.4082401788565952,-1.5395081443628233,0.0
2018-09-26,1.0,-0.7967422548706483,-1.6434366017246886,-0.0,-1.4082401788565952,-1.539316512296391,0.0
2018-09-27,1.0,-0.8076849306310339,-1.6299469343392368,-0.0,-1.4131449395818683,-1.5426762994693435,0.0
2018-09-28,1.0,-0.8065588442114684,-1.6308252892667645,-0.0,-1.4128364124528543,-1.542415137761299,0.0
2018-10-01,1.0,-0.808312020460358,-1.6294117647058823,-0.0,-1.4138107416879795,-1.542391304347826,0.0
2018-10-02,1.0,-0.8191898474554545,-1.6029996154339188,-0.0,-1.4292398410460199,-1.5574285348032304,0.0
2018-10-03,1.0,-0.8181934657270981,-1.5893657911595132,-0.0,-1.4334401024983985,-1.565150544522742,0.0
2018-10-04,1.0,-0.8194622279129321,-1.5855313700384122,-0.0,-1.4340588988476313,-1.5625480153649167,0.0
2018-10-05,1.0,-0.7874984070345356,-1.5679240474066523,-0.0,-1.4405505288645342,-1.575888874729196,0.0
2018-10-08,1.0,-0.7818969361105803,-1.5623925090770114,-0.0,-1.4493916809987897,-1.5762150455443023,0.0
2018-10-09,1.0,-0.7738574624480664,-1.5676573985298818,-0.0,-1.4596356663470758,-1.5906679450303611,0.0
2018-10-10,1.0,-0.7766507300684843,-1.5934229228582504,-0.0,-1.4740922599819097,-1.6166817418271096,0.0
2018-10-11,1.0,-0.6292953187250996,-1.5528510956175299,-0.0,-1.416894920318725,-1.626120517928287,0.0
2018-10-12,1.0,-0.6530751144660314,-1.5538918450686794,-0.0,-1.3878232891968814,-1.5925628016334612,0.0
2018-10-15,1.0,-0.6215782983970407,-1.57367447595561,-0.0,-1.3788532675709,-1.5911837237977804,0.0
2018-10-16,1.0,-0.6096894409937887,-1.6198757763975153,-0.0,-1.3850931677018634,-1.596583850931677,0.0
2018-10-17,1.0,-0.5636208888078302,-1.54033679858958,-0.0,-1.3692625691531402,-1.606115873305368,0.0
2018-10-18,1.0,-0.5628837152756672,-1.5395416691994408,-0.0,-1.3699471156768586,-1.6062853321986506,0.0
2018-10-19,1.0,-0.540068844737001,-1.5272661392596174,-0.0,-1.3662660788694971,-1.6054109547678002,0.0
2018-10-22,1.0,-0.5413138156302928,-1.5104040648439392,-0.0,-1.3797483668037744,-1.617469150737963,0.0
2018-10-23,1.0,-0.5437503779403762,-1.5100683316200036,-0.0,-1.3772752010642801,-1.6159521073955376,0.0
2018-10-24,1.0,-0.5391351612513589,-1.5034424447397028,-0.0,-1.3775818335547771,-1.619277690542336,0.0
2018-10-25,1.0,-0.49198016914552345,-1.4258384368620591,-0.0,-1.3503645377661126,-1.5643627879848354,0.0
2018-10-26,1.0,-0.46854314165659355,-1.399125079145801,-0.0,-1.3447878892534393,-1.5436597018361824,0.0
2018-10-29,1.0,-0.43865873197528044,-1.4042687113756007,-0.0,-1.3305104142824444,-1.5487525749599451,0.0
2018-10-30,1.0,-0.4277952530740635,-1.403946239633972,-0.0,-1.330454675436088,-1.5569917071775807,0.0
2018-10-31,1.0,-0.42948681599092714,-1.3738588035157357,-0.0,-1.3216331159625743,-1.5456195066628862,0.0
2018-11-01,1.0,-0.3871353011431497,-1.4186998805664564,-0.0,-1.3276460217255306,-1.5538304043678555,0.0
2018-11-02,1.0,-0.3879995458673932,-1.4112738419618527,-0.0,-1.3267484105358764,-1.5506925522252497,0.0
2018-11-05,1.0,-0.38087124439143516,-1.4344862838643722,-0.0,-1.3294144374396546,-1.5347873005054808,0.0
2018-11-06,1.0,-0.3783061259314032,-1.4330242875831865,-0.0,-1.334963881462943,-1.5417211762698368,0.0
2018-11-07,1.0,-0.3830496780128795,-1.4574517019319226,-0.0,-1.3504484820607177,-1.5588201471941123,0.0
2018-11-08,1.0,-0.39259687680740313,-1.4653556969346442,-0.0,-1.3614227877385772,-1.5643146327356854,0.0
2018-11-09,1.0,-0.39289845015035857,-1.4650127226463106,-0.0,-1.3612653250057831,-1.5638445523941709,0.0
2018-11-12,1.0,-0.39214668742432107,-1.4337196563454997,-0.0,-1.3783082511676181,-1.5618405120221415,0.0
2018-11-13,1.0,-0.3453455168475157,-1.424728726442033,-0.0,-1.3806967447173044,-1.5601941747572814,0.0
2018-11-14,1.0,-0.3459144635413693,-1.4239707645748871,-0.0,-1.3805173299834408,-1.559641409238851,0.0
2018-11-15,1.0,-0.3442276979237965,-1.4265913757700206,-0.0,-1.3867214236824092,-1.5463723477070501,0.0
2018-11-16,1.0,-0.3369391938055113,-1.4101002049647007,-0.0,-1.387155545433842,-1.5592689592347986,0.0
2018-11-19,1.0,-0.3512292738707833,-1.4142367066895367,-0.0,-1.3888507718696397,-1.5631789594053744,0.0
2018-11-20,1.0,-0.31044080890706655,-1.402692569870484,-0.0,-1.3886048625312428,-1.5787889116109974,0.0
2018-11-21,1.0,-0.30895589558955894,-1.3892889288928894,-0.0,-1.3797817281728173,-1.5474797479747975,0.0
2018-11-23,1.0,-0.3090172239108409,-1.392434988179669,-0.0,-1.3794326241134751,-1.547787909490037,0.0
2018-11-26,1.0,-0.3076316974335885,-1.400551553354345,-0.0,-1.3759567762269247,-1.544011706438541,0.0
2018-11-27,1.0,-0.2998877665544332,-1.3992704826038158,-0.0,-1.3717732884399552,-1.540740740740741,0.0
2018-11-28,1.0,-0.30082486953594073,-1.3983502609281184,-0.0,-1.3716963133381965,-1.5404859435497447,0.0
2018-11-29,1.0,-0.26280808640265857,-1.375630019385212,-0.0,-1.360232622542232,-1.5399612295762948,0.0
2018-11-30,1.0,-0.26086228079973195,-1.3890874567184184,-0.0,-1.3717748240813135,-1.5629956439182398,0.0
2018-12-03,1.0,-0.25809151785714285,-1.3892857142857142,-0.0,-1.3710379464285714,-1.5619419642857142,0.0
2018-12-04,1.0,-0.24413041059307888,-1.3947368421052633,-0.0,-1.3649716256815398,-1.5597529765216422,0.0
2018-12-06,1.0,-0.22160410477990816,-1.2968403996759383,-0.0,-1.3604104779908182,-1.5222252227923303,0.0
2018-12-07,1.0,-0.23014972163666828,-1.2969569212475,-0.0,-1.3614399221663693,-1.5165666720717799,0.0
2018-12-10,1.0,-0.20098537996037058,-1.2942751566432817,-0.0,-1.3568789160820434,-1.5031328656348737,0.0
2018-12-11,1.0,-0.2214948757847293,-1.2904973976498364,-0.0,-1.3662070075655954,-1.4874711595213823,0.0
2018-12-12,1.0,-0.21828639002365083,-1.2944528058482045,-0.0,-1.3682003870135453,-1.4943023005805203,0.0
2018-12-13,1.0,-0.21736324027755366,-1.287504706578452,-0.0,-1.3819052229573452,-1.4921736324027755,0.0
2018-12-14,1.0,-0.22308229855399667,-1.2725904424017631,-0.0,-1.3885932376498413,-1.491157340213944,0.0
2018-12-17,1.0,-0.19734518011026067,-1.2710485468072579,-0.0,-1.3709789648343413,-1.5130867633677676,0.0
2018-12-18,1.0,-0.16906071447642443,-1.25690179954077,-0.0,-1.3793453302718,-1.5345223474128264,0.0
2018-12-19,1.0,-0.17291466410338566,-1.2559542881555057,-0.0,-1.3776567339527928,-1.5336430631207945,0.0
2018-12-20,1.0,-0.1701088399256703,-1.2345102203344838,-0.0,-1.3814706663127156,-1.5231218476241042,0.0
2018-12-21,1.0,-0.16039928171543255,-1.2356079011302419,-0.0,-1.387081440794338,-1.4984155487482835,0.0
2018-12-24,1.0,-0.13953610411418974,-1.2154701931150294,-0.0,-1.3809298908480268,-1.5117548278757347,0.0
2018-12-26,1.0,-0.1370489757720703,-1.2292814807112404,-0.0,-1.3425704481647083,-1.4902256420921285,0.0
2018-12-27,1.0,-0.07733013828565724,-1.1747790924067696,-0.0,-1.2497129449353503,-1.4904398182816634,0.0
2018-12-28,1.0,-0.07075848303393213,-1.181986027944112,-0.0,-1.2496506986027944,-1.4876247504990021,0.0
2018-12-31,1.0,-0.0742996954111949,-1.1777100913766414,-0.0,-1.2513606631048084,-1.4898886503220652,0.0
2019-01-02,1.0,-0.062408850892632636,-1.1917525773195876,-0.0,-1.262559718380689,-1.512144832788534,0.0
2019-01-03,1.0,-0.06869691944318809,-1.188954218804965,-0.0,-1.265842504648475,-1.5019347705914872,0.0
2019-01-04,1.0,-0.033972821742605915,-1.1969424460431655,-0.0,-1.2541466826538767,-1.5109912070343725,0.0
2019-01-07,1.0,-0.009701602234308394,-1.158900485080112,-0.0,-1.2448429614385812,-1.4863540594835614,0.0
2019-01-08,1.0,-0.011154053128516217,-1.1506775598062717,-0.0,-1.2468568073968982,-1.4834401448070054,0.0
2019-01-09,1.0,-0.007472892448959655,-1.1362703917163233,-0.0,-1.2477776692390348,-1.4927224772882681,0.0
2019-01-10,1.0,-0.005773841561873074,-1.1416059108479717,-0.0,-1.2488623574888684,-1.4968928903459413,0.0
2019-01-11,1.0,-0.0062714355707986285,-1.1394414502694756,-0.0,-1.2516903478686916,-1.5022048015678588,0.0
2019-01-14,1.0,-0.011764705882352941,-1.1379901960784313,-0.0,-1.2508823529411766,-1.5013235294117648,0.0
2019-01-15,1.0,-0.006825100657959344,-1.1294314052833152,-0.0,-1.2529706373367377,-1.5208681135225375,0.0
2019-01-16,1.0,-0.0,-1.1274057344854673,-0.0,-1.240720738413197,-1.5415357423409268,0.0
2019-01-17,1.0,-0.0,-1.1246686953960932,-0.0,-1.241533326789045,-1.542014331991754,0.0
2019-01-18,1.0,-0.0,-1.1192016993528628,-0.0,-1.2492219532677962,-1.5715061996739614,0.0
2019-01-22,1.0,-0.0,-1.061412383650344,-0.0,-1.2805544314042896,-1.7167138810198301,0.0
2019-01-23,1.0,-0.0,-1.039353264185479,-0.0,-1.28945495220663,-1.755592841163311,0.0
2019-01-24,1.0,-0.0,-1.0464653677445679,-0.0,-1.2928185249413442,-1.7611955523819238,0.0
2019-01-25,1.0,-0.0,-0.9718456725755996,-0.0,-1.3141293013555788,-1.9278415015641293,0.0
2019-01-28,1.0,-0.0,-0.9617577818467173,-0.0,-1.3399424535704947,-1.9297410410672247,0.0
2019-01-29,1.0,-0.0,-0.9322229205950135,-0.0,-1.344699350513304,-1.960926042321391,0.0
2019-01-30,1.0,-0.0,-0.9285676906169866,-0.0,-1.338845570150191,-1.9657229577685906,0.0
2019-01-31,1.0,-0.0,-0.9528287183749805,-0.0,-1.2629746999844147,-1.9792716504753494,0.0
2019-02-01,1.0,-0.0,-0.9499089726918075,-0.0,-1.274590377113134,-1.9770611183355005,0.0
2019-02-04,1.0,-0.0,-0.9383625609629552,-0.0,-1.2750337241880254,-1.9748884507626854,0.0
2019-02-05,1.0,-0.0,-0.9212479883714895,-0.0,-1.26444479053107,-2.005606603332814,0.0
2019-02-06,1.0,-0.0,-0.9246937928171061,-0.0,-1.2649989620095496,-2.000259497612622,0.0
2019-02-07,1.0,-0.0,-0.9099526066350712,-0.0,-1.1354166666666667,-1.8914395734597158,0.0
2019-02-08,1.0,-0.0,-0.9151670951156813,-0.0,-1.151522641882539,-1.8770021752026895,0.0
2019-02-11,1.0,-0.0,-0.8975464684014869,-0.0,-1.1555885997521684,-1.9034448574969018,0.0
2019-02-12,1.0,-0.0,-0.9674559193954659,-0.0,-1.1646851385390429,-1.9056423173803525,0.0
2019-02-13,1.0,-0.0,-0.9970807328367224,-0.0,-1.1539158445741897,-1.8822226696194888,0.0
2019-02-14,1.0,-0.0,-0.9744171964880413,-0.0,-1.1871530931476437,-1.884398022000202,0.0
2019-02-15,1.0,-0.0,-0.989338588247183,-0.0,-1.1838714567227528,-1.8795917336162902,0.0
2019-02-19,1.0,-0.0,-0.9704144999242692,-0.0,-1.2002827283283688,-1.878073408390973,0.0
2019-02-20,1.0,-0.0,-0.9687452586860872,-0.0,-1.200475395741668,-1.8881808526778943,0.0
2019-02-21,1.0,-0.0,-0.9788180577321671,-0.0,-1.198473282442748,-1.8780648096658408,0.0
2019-02-22,1.0,-0.0,-1.0947705207413945,-0.0,-1.464419682259488,-1.9571381288614298,0.0
2019-02-25,1.0,-0.0,-1.0961015915266457,-0.0,-1.4825042976764822,-1.966838573725947,0.0
2019-02-26,1.0,-0.0,-1.0942852391774294,-0.0,-1.4859486724682667,-1.9626960811484953,0.0
2019-02-27,1.0,-0.0,-1.086064437420285,-0.0,-1.502855875339655,-1.9564132423889538,0.0
2019-02-28,1.0,-0.0,-1.0924229808492922,-0.0,-1.5077990563419372,-1.9507077435470441,0.0
2019-03-01,1.0,-0.0,-1.097985906896743,-0.0,-1.5081839871275593,-1.9423514398268877,0.0
2019-03-04,1.0,-0.0,-1.0948419301164727,-0.0,-1.5001109262340544,-1.951303383250139,0.0
2019-03-05,1.0,-0.0,-1.0639160373167482,-0.0,-1.539537983118614,-1.9496334962239006,0.0
2019-03-06,1.0,-0.0,-1.0677100677100677,-0.0,-1.5335220335220334,-1.9487734487734487,0.0
2019-03-07,1.0,-0.0,-1.038623284639221,-0.0,-1.5609229747675963,-1.9338756086764057,0.0
2019-03-08,1.0,-0.0,-1.0212349818385023,-0.0,-1.6116792400111764,-1.955238893545683,0.0
2019-03-11,1.0,-0.0,-1.0253035865574696,-0.0,-1.6238350748376162,-1.9989833380401016,0.0
2019-03-12,1.0,-0.0,-0.9576852698993594,-0.0,-1.671489021043001,-2.0890896614821592,0.0
2019-03-13,1.0,-0.0,-0.9843148520540074,-0.0,-1.682045389255961,-2.0791151967825336,0.0
2019-03-14,1.0,-0.0,-0.9833543795201468,-0.0,-1.682183446217426,-2.07433130524624,0.0
2019-03-15,1.0,-0.0,-0.9607719257940384,-0.0,-1.6835333984262824,-2.0991901671357187,0.0
