Date,IWF,IWM,MTUM,RNR,SPY,VLUE,VXX
2018-09-24,-0.19652758330999723,-0.5578549425931112,-0.0,1.0,-0.5172220666479979,-0.5287314477737329,0.0
2018-09-25,-0.1975533284810481,-0.5572476345109456,-0.0,1.0,-0.5167683780303455,-0.5278539835395555,0.0
2018-09-26,-0.1969310895192227,-0.5569400498417942,-0.0,1.0,-0.5170106123820457,-0.5292190518858679,0.0
2018-09-27,-0.1972564389697648,-0.5562430011198208,-0.0,1.0,-0.5169092945128779,-0.5291153415453527,0.0
2018-09-28,-0.1965845464725644,-0.5570548712206046,-0.0,1.0,-0.5168253079507279,-0.5291153415453527,0.0
2018-10-01,-0.19666256019711054,-0.5572852503079853,-0.0,1.0,-0.5167711949826409,-0.5291466009631538,0.0
2018-10-02,-0.19614877932561595,-0.563836645457858,-0.0,1.0,-0.515346021246181,-0.5275948089805758,0.0
2018-10-03,-0.20892353334690672,-0.5613856490503475,-0.0,1.0,-0.5590878682993514,-0.5791570925802042,0.0
2018-10-04,-0.21069154966425396,-0.5582395860585448,-0.0,1.0,-0.560855789075899,-0.5771053167059098,0.0
2018-10-05,-0.19516217702034086,-0.5493185961054368,-0.0,1.0,-0.5650878157460723,-0.5838662075750123,0.0
2018-10-08,-0.19206771043965565,-0.5457276561326478,-0.0,1.0,-0.5678837598936969,-0.5830203940146745,0.0
2018-10-09,-0.1943464940169952,-0.5466211919764148,-0.0,1.0,-0.5675761604717036,-0.5817677322388577,0.0
2018-10-10,-0.19519241881428406,-0.5457355830347856,-0.0,1.0,-0.5681555529874032,-0.5800878308101236,0.0
2018-10-11,-0.14521924653304139,-0.5291673684801528,-0.0,1.0,-0.5498287575094043,-0.5830104991297513,0.0
2018-10-12,-0.14353097860769679,-0.521017729807719,-0.0,1.0,-0.5387752837046696,-0.5712938042784607,0.0
2018-10-15,-0.11275585302857777,-0.5536978920765406,-0.0,1.0,-0.5356180742633377,-0.5751937123337129,0.0
2018-10-16,-0.11096609369359363,-0.556496626030935,-0.0,1.0,-0.5349476548832302,-0.5745188970036933,0.0
2018-10-17,-0.09365691016916729,-0.5251564592386105,-0.0,1.0,-0.5317427782788117,-0.5823563171271624,0.0
2018-10-18,-0.092859876441966,-0.5236455087201356,-0.0,1.0,-0.5341151385927506,-0.5829642993822098,0.0
2018-10-19,-0.08643827396214064,-0.5222846544105614,-0.0,1.0,-0.534940810648628,-0.5839288636735585,0.0
2018-10-22,-0.08731204039073648,-0.5103171989902316,-0.0,1.0,-0.5493359675117989,-0.5969706947645703,0.0
2018-10-23,-0.08235099246335201,-0.5155012008944594,-0.0,1.0,-0.5589266488142892,-0.6038980758081882,0.0
2018-10-24,-0.08198130737443492,-0.5235321851512882,-0.0,1.0,-0.5622209279751504,-0.6056521618548409,0.0
2018-10-25,-0.047550899173732245,-0.48504077334341417,-0.0,1.0,-0.5831938218933953,-0.5844629259599288,0.0
2018-10-26,-0.03283422459893048,-0.4748128342245989,-0.0,1.0,-0.5889572192513369,-0.5772192513368983,0.0
2018-10-29,-0.019556194125159642,-0.477330779054917,-0.0,1.0,-0.5838388676032353,-0.5799808429118773,0.0
2018-10-30,-0.02083776878858846,-0.4774590163934426,-0.0,1.0,-0.5839099425164999,-0.5790664253779009,0.0
2018-10-31,-0.02135061210399129,-0.4738295668799957,-0.0,1.0,-0.5827336219029662,-0.5776349682661922,0.0
2018-11-01,-0.0,-0.5432880844645551,-0.0,1.0,-0.6005758946935418,-0.5984917043740573,0.0
2018-11-02,-0.0,-0.5329800890394122,-0.0,1.0,-0.6023543550105154,-0.5959358697730314,0.0
2018-11-05,-0.0,-0.5376760947908704,-0.0,1.0,-0.6017254559353501,-0.5907229441956973,0.0
2018-11-06,-0.0,-0.5417098869902276,-0.0,1.0,-0.6005077250641481,-0.5874870339029317,0.0
2018-11-07,-0.0,-0.5445254274441034,-0.0,1.0,-0.6050526085050416,-0.5904756685664182,0.0
2018-11-08,-0.0,-0.5399155658450224,-0.0,1.0,-0.5958327658994962,-0.5879340868854692,0.0
2018-11-09,-0.0,-0.5504430623589631,-0.0,1.0,-0.603665584236887,-0.5978314711871869,0.0
2018-11-12,-0.0,-0.536528554203661,-0.0,1.0,-0.6085717417516168,-0.5951989477145676,0.0
2018-11-13,-0.0,-0.5321902473652597,-0.0,1.0,-0.6058264620761208,-0.5922568667067111,0.0
2018-11-14,-0.0,-0.5322320819112627,-0.0,1.0,-0.6058430034129693,-0.5923003412969283,0.0
2018-11-15,-0.0,-0.5318319382719416,-0.0,1.0,-0.6064836273413856,-0.5882160482045968,0.0
2018-11-16,-0.0,-0.5307935469805973,-0.0,1.0,-0.6059516023544801,-0.5883475038151297,0.0
2018-11-19,-0.0,-0.5331075174825175,-0.0,1.0,-0.6086374562937062,-0.5898710664335663,0.0
2018-11-20,-0.0,-0.5154658876846215,-0.0,1.0,-0.6017909306833383,-0.6128204428185318,0.0
2018-11-21,-0.0,-0.5192606103503662,-0.0,1.0,-0.614815016470204,-0.5882721258813601,0.0
2018-11-23,-0.0,-0.5177293384493972,-0.0,1.0,-0.6152611097504558,-0.5882929218711731,0.0
2018-11-26,-0.0,-0.5287296736876569,-0.0,1.0,-0.6136090799956345,-0.5860253192185966,0.0
2018-11-27,-0.0,-0.53053518065743,-0.0,1.0,-0.6063569682151589,-0.5797609345286607,0.0
2018-11-28,-0.0,-0.5426890710531332,-0.0,1.0,-0.6026580244560037,-0.578038617609412,0.0
2018-11-29,-0.0,-0.5275450553595,-0.0,1.0,-0.5906629670536894,-0.5757118612106356,0.0
2018-11-30,-0.0,-0.5283862797402528,-0.0,1.0,-0.592649475924878,-0.5734648236467006,0.0
2018-12-03,-0.0,-0.5289358718515722,-0.0,1.0,-0.5935494309907772,-0.5742678388436439,0.0
2018-12-04,-0.0,-0.528590676367556,-0.0,1.0,-0.5925357046618163,-0.5735920237132849,0.0
2018-12-06,-0.0,-0.4760580379398105,-0.0,1.0,-0.594888883058274,-0.5528297431322645,0.0
2018-12-07,-0.0,-0.47606180644822793,-0.0,1.0,-0.5953461528371679,-0.551981951257903,0.0
2018-12-10,-0.0,-0.5030981570619365,-0.0,1.0,-0.6159614924341144,-0.5403026354280244,0.0
2018-12-11,-0.0,-0.5034216482492345,-0.0,1.0,-0.6245772866462521,-0.5347357209426175,0.0
2018-12-12,-0.0,-0.5103750033554345,-0.0,1.0,-0.6285668268327383,-0.54537889565941,0.0
2018-12-13,-0.0,-0.506211596769433,-0.0,1.0,-0.6336365343851458,-0.54337384958008,0.0
2018-12-14,-0.0,-0.5080528265421163,-0.0,1.0,-0.632683738658936,-0.5435389488377087,0.0
2018-12-17,-0.0,-0.5038216900956758,-0.0,1.0,-0.6183387674381313,-0.5503500988828905,0.0
2018-12-18,-0.0,-0.4926774912448265,-0.0,1.0,-0.611349888570519,-0.5490555024938979,0.0
2018-12-19,-0.0,-0.49392787861071996,-0.0,1.0,-0.6126863490207541,-0.5507958863702799,0.0
2018-12-20,-0.0,-0.48324081416864917,-0.0,1.0,-0.6145915939730373,-0.5455722971186888,0.0
2018-12-21,-0.0,-0.4824352879027998,-0.0,1.0,-0.6145007923930269,-0.5443475964078183,0.0
2018-12-24,-0.0,-0.46184707363121463,-0.0,1.0,-0.6045206628907069,-0.5558265156282778,0.0
2018-12-26,-0.0,-0.4616307579946789,-0.0,1.0,-0.5963013198393239,-0.5504721164379989,0.0
2018-12-27,-0.0,-0.4328640629730548,-0.0,1.0,-0.5441013220304773,-0.5459683116358865,0.0
2018-12-28,-0.0,-0.4329389804000706,-0.0,1.0,-0.5438791211563201,-0.5456953308276367,0.0
2018-12-31,-0.0,-0.43644902287532195,-0.0,1.0,-0.5434025147704893,-0.5450184315507751,0.0
2019-01-02,-0.0,-0.4362599081132933,-0.0,1.0,-0.5431160700762357,-0.5449840965315292,0.0
2019-01-03,-0.0,-0.4407984964697516,-0.0,1.0,-0.5719764311474578,-0.5269721135774877,0.0
2019-01-04,-0.0,-0.44013951019789216,-0.0,1.0,-0.5607450653322213,-0.526448808350393,0.0
2019-01-07,-0.0,-0.4210369265199552,-0.0,1.0,-0.5531269426830785,-0.5124704712172075,0.0
2019-01-08,-0.0,-0.404275971924934,-0.0,1.0,-0.5719548011349495,-0.5126935138633083,0.0
2019-01-09,-0.0,-0.39648102587042416,-0.0,1.0,-0.5714605233728471,-0.5171848206963393,0.0
2019-01-10,-0.0,-0.3948289993294091,-0.0,1.0,-0.5726100886670145,-0.5162307826043763,0.0
2019-01-11,-0.0,-0.37919112526116805,-0.0,1.0,-0.5769326435180578,-0.5312157994229431,0.0
