Date,FIW,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1830890489848461,-0.43047494297522526,-0.07624381761105715,-0.30253619097088913,-0.2660403351475869,0.0
2018-09-25,1.0,-0.18233605352985058,-0.4319235029500192,-0.07459818703799986,-0.3038406763568958,-0.2678527024888668,0.0
2018-09-26,1.0,-0.18197236607041903,-0.43171796205422763,-0.07335881142443634,-0.30442549919721396,-0.26987178037583953,0.0
2018-09-27,1.0,-0.18170301330196365,-0.43283413265767806,-0.0731155551533798,-0.3045425753325491,-0.27002081259614513,0.0
2018-09-28,1.0,-0.18216580686034933,-0.4325504570549371,-0.07321929586387908,-0.30462032763145985,-0.27011494252873564,0.0
2018-10-01,1.0,-0.18195396836173536,-0.4330006563016272,-0.07339262679068505,-0.30450132391879964,-0.2702604838527169,0.0
2018-10-02,1.0,-0.18187170255643864,-0.43658718837035526,-0.0724588456400154,-0.30385164051355207,-0.26956954917011977,0.0
2018-10-03,1.0,-0.18167824886253028,-0.4328270366933019,-0.0719605224438056,-0.3052040654639292,-0.27197410417185414,0.0
2018-10-04,1.0,-0.1821782626408945,-0.43185007469105063,-0.07217871531392875,-0.30573536734416734,-0.2714227513467023,0.0
2018-10-05,1.0,-0.177766243145043,-0.4299609577757216,-0.0680417954909616,-0.3075985646904832,-0.27338584098756513,0.0
2018-10-08,1.0,-0.17705139765554553,-0.42885482416591525,-0.0668394950405771,-0.30849864743011723,-0.27306131650135257,0.0
2018-10-09,1.0,-0.17662969975655937,-0.4289514020376882,-0.06586421422775224,-0.30896672978090345,-0.27366783878820666,0.0
2018-10-10,1.0,-0.17604728281711746,-0.4303954521870558,-0.06465293600126328,-0.30912044034379305,-0.27564348394955895,0.0
2018-10-11,1.0,-0.16396292004634996,-0.43047508690614134,-0.0498707549692486,-0.30626615562884396,-0.2777653979855602,0.0
2018-10-12,1.0,-0.16109436069235064,-0.4347292015633724,-0.045918481295365715,-0.3105527638190955,-0.28109436069235066,0.0
2018-10-15,1.0,-0.15156922665120118,-0.45113872097432584,-0.03258905667952979,-0.31130244696750015,-0.2839999107760255,0.0
2018-10-16,1.0,-0.15026554201811934,-0.4571785602713438,-0.028160842593832284,-0.31175525505422413,-0.28408533047708306,0.0
2018-10-17,1.0,-0.1491679476040901,-0.4554345162511974,-0.027133596203969792,-0.31159081289402746,-0.2843681079997327,0.0
2018-10-18,1.0,-0.14980388661080407,-0.4566767694776252,-0.026475307541451238,-0.31106257799964343,-0.2845649848457836,0.0
2018-10-19,1.0,-0.14725890356142454,-0.45660486416788937,-0.023587212662842916,-0.311635765417278,-0.28400248988484283,0.0
2018-10-22,1.0,-0.14789703005513072,-0.45509514494042325,-0.02243019740352125,-0.31266672594700334,-0.2849457584919082,0.0
2018-10-23,1.0,-0.148664266346624,-0.45474952215851,-0.024336578210428055,-0.31086367071165044,-0.28388229541716675,0.0
2018-10-24,1.0,-0.14766446781957568,-0.45993046888928507,-0.026586735603494383,-0.31133000534854693,-0.2830495632019968,0.0
2018-10-25,1.0,-0.136204097749309,-0.4454437765980783,-0.024788312201114375,-0.3148115649541526,-0.272408195498618,0.0
2018-10-26,1.0,-0.13157492855117045,-0.4415210419530074,-0.01769313000414512,-0.32026528786787967,-0.27056744551344986,0.0
2018-10-29,1.0,-0.12178092918044196,-0.4504741604315295,-0.009222202888463546,-0.3168392204628502,-0.276731338089438,0.0
2018-10-30,1.0,-0.12255552413478062,-0.4504143916817124,-0.009701768506232191,-0.3166996584803463,-0.27589132279045486,0.0
2018-10-31,1.0,-0.1238755825295329,-0.44341606155846974,-0.010555977023951448,-0.3157039124309093,-0.27400021675517505,0.0
2018-11-01,1.0,-0.11824090121317157,-0.45116984402079724,-0.004137781629116118,-0.3173310225303293,-0.27551993067590985,0.0
2018-11-02,1.0,-0.11900536703601107,-0.4483422783933518,-0.0037655817174515236,-0.31804016620498615,-0.2749740304709141,0.0
2018-11-05,1.0,-0.11488301559792027,-0.4622616984402079,-0.003076256499133449,-0.3205372616984402,-0.2656412478336222,0.0
2018-11-06,1.0,-0.11217364905889496,-0.4605343047965999,-0.004510365166102871,-0.32251279382426923,-0.26869199410183014,0.0
2018-11-07,1.0,-0.11333246505166276,-0.4611661022835808,-0.002691673178779196,-0.3239775983328992,-0.2695363375879135,0.0
2018-11-08,1.0,-0.11306461765535802,-0.461722124546895,-0.0021271515704022054,-0.3243472032297975,-0.26930172993857304,0.0
2018-11-09,1.0,-0.11295363778433756,-0.4615818718527522,-0.002365862128841813,-0.32438357353707237,-0.2692307692307692,0.0
2018-11-12,1.0,-0.11271087211067263,-0.4598204605576998,-0.002124983737369357,-0.3250140942798907,-0.2686803417320786,0.0
2018-11-13,1.0,-0.10789314428978992,-0.46057750497103833,-0.0,-0.3257326878187949,-0.267139275525201,0.0
2018-11-14,1.0,-0.10783296589288029,-0.46064064323693427,-0.0,-0.32574676868542773,-0.2671724376431937,0.0
2018-11-15,1.0,-0.10742212813755563,-0.4608588585993865,-0.0,-0.32608977405279305,-0.265736380524474,0.0
2018-11-16,1.0,-0.10882130100660245,-0.46388137244290506,-0.0,-0.32709167658837535,-0.2649204459357073,0.0
2018-11-19,1.0,-0.10867447448747646,-0.46394475353408526,-0.0,-0.3272140800554197,-0.26499686099625486,0.0
2018-11-20,1.0,-0.09670737496224054,-0.46213265438225526,-0.0,-0.32850731454710225,-0.2703361670910111,0.0
2018-11-21,1.0,-0.09747447608812466,-0.46106394411606666,-0.0,-0.32769478774852234,-0.2631273508866201,0.0
2018-11-23,1.0,-0.09793349372744457,-0.4575743254854786,-0.0,-0.3291158274617632,-0.2635117717820932,0.0
2018-11-26,1.0,-0.09767202130401169,-0.4589167597285456,-0.0,-0.32832230907997595,-0.262670732754918,0.0
2018-11-27,1.0,-0.09541158569254837,-0.45963438417522123,-0.0,-0.3269754184436682,-0.2611174214011701,0.0
2018-11-28,1.0,-0.09402552826343452,-0.466673817440738,-0.0,-0.3245736350959991,-0.2599592405877936,0.0
2018-11-29,1.0,-0.08965886001497166,-0.4643139771147471,-0.0,-0.32394396321249064,-0.2608918832210459,0.0
2018-11-30,1.0,-0.08936898395721925,-0.4644491978609625,-0.0,-0.32387165775401067,-0.26134759358288767,0.0
2018-12-03,1.0,-0.09055075940960991,-0.4647715344572738,-0.0,-0.32465028598359075,-0.26222660182943813,0.0
2018-12-04,1.0,-0.08753582274690962,-0.46635869797681684,-0.0,-0.3232815774840669,-0.2614953590829377,0.0
2018-12-06,1.0,-0.08425796029418017,-0.4613782255664669,-0.0,-0.3232155762445266,-0.2567274582323683,0.0
2018-12-07,1.0,-0.08498926742184344,-0.4613308396914118,-0.0,-0.32310373408709325,-0.2558391600960619,0.0
2018-12-10,1.0,-0.07627261965161508,-0.4637451378318958,-0.0,-0.32375697615423643,-0.2502113986132251,0.0
2018-12-11,1.0,-0.07917045430522376,-0.46267678582753735,-0.0,-0.3245460118808532,-0.247616430247553,0.0
2018-12-12,1.0,-0.07921608422654913,-0.4626540665102218,-0.0,-0.32451745206232424,-0.2477326060759815,0.0
2018-12-13,1.0,-0.07949737688272128,-0.4635302081570486,-0.0,-0.3239549839228296,-0.24841343712980202,0.0
2018-12-14,1.0,-0.08049745140754214,-0.4610520082062562,-0.0,-0.32507772678242847,-0.24840845159789343,0.0
2018-12-17,1.0,-0.07762335248394726,-0.4613256167624197,-0.0,-0.3231454883406556,-0.2501056100033795,0.0
2018-12-18,1.0,-0.07687756223321078,-0.4628713917416847,-0.0,-0.32384514602087827,-0.24960906132454252,0.0
2018-12-19,1.0,-0.07882835284669681,-0.46236104653620186,-0.0,-0.3229003761781986,-0.2492708905701847,0.0
2018-12-20,1.0,-0.07870311774880817,-0.4590347213432899,-0.0,-0.3237353921444543,-0.2479643926929081,0.0
2018-12-21,1.0,-0.07714640355121706,-0.45974375696884273,-0.0,-0.3245113920854985,-0.24240001683041257,0.0
2018-12-24,1.0,-0.07261245384357166,-0.4559415911379658,-0.0,-0.3235355824102048,-0.2459508224236321,0.0
2018-12-26,1.0,-0.07095595185581952,-0.45636145944924067,-0.0,-0.3262965530279161,-0.24689646480559582,0.0
