Date,IWF,IWM,LVS,MTUM,SPY,VLUE,VXX
2018-09-24,-0.4016327837361934,-0.6056987353929886,1.0,-0.11759244437329917,-0.5770449815911638,-0.49953577717304304,0.0
2018-09-25,-0.4016136261766024,-0.6057181276813728,1.0,-0.1176282256515336,-0.5770634564897228,-0.49961580329128513,0.0
2018-09-26,-0.40241442249191456,-0.6067437317877614,1.0,-0.11931217778347049,-0.5767075474719011,-0.497005988023952,0.0
2018-09-27,-0.4020889401512239,-0.6085159554017685,1.0,-0.11899269511726258,-0.576957580417788,-0.49734076637190827,0.0
2018-09-28,-0.40085861660205685,-0.6094575977957902,1.0,-0.11946945183096785,-0.5767468682920578,-0.49732483260180055,0.0
2018-10-01,-0.4021923779608321,-0.6084810410590084,1.0,-0.1192666431616398,-0.5777428763742427,-0.49754799833327995,0.0
2018-10-02,-0.4039244605469878,-0.594760973420116,1.0,-0.12433870916028088,-0.5814870627464811,-0.5017474109461669,0.0
2018-10-03,-0.40386649995190915,-0.594113686640377,1.0,-0.12445897855150523,-0.581545958770158,-0.5020358436728544,0.0
2018-10-04,-0.40230590363002194,-0.6100310037462859,1.0,-0.1238535072987986,-0.580512853636481,-0.5128213409120268,0.0
2018-10-05,-0.4005999806457856,-0.6099803232153801,1.0,-0.11915744653398277,-0.5824005677236218,-0.5135963356020773,0.0
2018-10-08,-0.3994138108734862,-0.607833032723525,1.0,-0.11723782530275703,-0.5834836382375677,-0.5128510693120331,0.0
2018-10-09,-0.3997487679969079,-0.6079170290205173,1.0,-0.11778915837278962,-0.5832125487164621,-0.5122556124585306,0.0
2018-10-10,-0.40072771767130344,-0.606742658423493,1.0,-0.11891421947449768,-0.5837197320968572,-0.5098853683668212,0.0
2018-10-11,-0.3702154426796666,-0.6009749960685642,1.0,-0.07718194684698852,-0.57685170624312,-0.5199245164334015,0.0
2018-10-12,-0.3774605840097024,-0.5936499051528438,1.0,-0.07450943806947165,-0.56221040519949,-0.5018813944086824,0.0
2018-10-15,-0.36999441236729375,-0.6050164524740796,1.0,-0.06341963121624139,-0.5624262742906811,-0.5033836220276898,0.0
2018-10-16,-0.3693816737025081,-0.6071827663272908,1.0,-0.06180158927241122,-0.562391358331264,-0.5032902905388627,0.0
2018-10-17,-0.36025149516945254,-0.5846649286919184,1.0,-0.05447017328630578,-0.5600368041711394,-0.5076215304401165,0.0
2018-10-18,-0.359208710320503,-0.5830700812758779,1.0,-0.055267596994326026,-0.561662321729796,-0.5077748811531974,0.0
2018-10-19,-0.3541653951785169,-0.5774183704607874,1.0,-0.048672566371681415,-0.5638693927372597,-0.5074458346048215,0.0
2018-10-22,-0.3548022943617281,-0.5753295093971198,1.0,-0.04729070051257017,-0.5650475958018062,-0.5085733463509885,0.0
2018-10-23,-0.3538936241713256,-0.5770629028808847,1.0,-0.04365624904530596,-0.5691198484709621,-0.5113188525341398,0.0
2018-10-24,-0.35357811110088644,-0.5849513818594522,1.0,-0.045704119505536635,-0.5714241894420417,-0.5117020950277599,0.0
2018-10-25,-0.32981711690174514,-0.5493366005259384,1.0,-0.04156705713602678,-0.5791596939995219,-0.48840545063351665,0.0
2018-10-26,-0.33106854235258903,-0.5504639329542053,1.0,-0.04375935348697994,-0.5784495659982041,-0.48934450763244536,0.0
2018-10-29,-0.3322947872977831,-0.5509886159376872,1.0,-0.041431995206710606,-0.5816656680647094,-0.48948472139005395,0.0
2018-10-30,-0.3473627167630058,-0.5538896917148363,1.0,-0.048831888246628125,-0.5830322736030829,-0.47748073217726394,0.0
2018-10-31,-0.35158751533650534,-0.5352664811323578,1.0,-0.05048328694975611,-0.5817398330191219,-0.47338181165275156,0.0
2018-11-01,-0.34254441055087026,-0.5477600334948262,1.0,-0.04013397930498235,-0.5842753753214904,-0.47586578144625874,0.0
2018-11-02,-0.34797497530457683,-0.7129074744813961,1.0,-0.026275930194270658,-0.6419163648337175,-0.5636812644056635,0.0
2018-11-05,-0.3487039293830902,-0.7114060801686374,1.0,-0.02621784526201377,-0.6420407759955206,-0.5653634597015909,0.0
2018-11-06,-0.3631467653472543,-0.7249719156809622,1.0,-0.018271327562281107,-0.6398599088085641,-0.5577545760919844,0.0
2018-11-07,-0.36166138404648707,-0.724379292128896,1.0,-0.020635235076597994,-0.6381075013206551,-0.5568211833069202,0.0
2018-11-08,-0.3491407582316673,-0.7263544536271809,1.0,-0.007838121474485111,-0.634330316148498,-0.5618522891250164,0.0
2018-11-09,-0.3601227198452663,-0.7454563644245839,1.0,-0.0,-0.6490145729816252,-0.5801513989395405,0.0
2018-11-12,-0.35963889536626803,-0.7429627902328525,1.0,-0.0,-0.6493887204770312,-0.5792331523368534,0.0
2018-11-13,-0.3415658268861998,-0.7393043708258943,1.0,-0.0,-0.6503008662302453,-0.575051246445811,0.0
2018-11-14,-0.34385964912280703,-0.7390599139357829,1.0,-0.0,-0.6519695465077789,-0.5753061900033102,0.0
2018-11-15,-0.3443455740753038,-0.7474267879673285,1.0,-0.0,-0.6649843947141245,-0.5634836310511986,0.0
2018-11-16,-0.34440756720876203,-0.7462993693992698,1.0,-0.0,-0.6644872220378361,-0.5637570527713243,0.0
2018-11-19,-0.3449042577904623,-0.746025951614509,1.0,-0.0,-0.6640892045265988,-0.5636013672717619,0.0
2018-11-20,-0.3627933447156105,-0.7581266110943725,1.0,-0.0,-0.6692778949482776,-0.557497238123933,0.0
2018-11-21,-0.3726852621430234,-0.7542803949599388,1.0,-0.0,-0.6701353103494132,-0.52747764220885,0.0
2018-11-23,-0.37190744883309407,-0.7687222463356816,1.0,-0.0,-0.6687923608560649,-0.5293646288938599,0.0
2018-11-26,-0.37274582622369434,-0.7665027267556627,1.0,-0.0,-0.6730904346080498,-0.5333734818829671,0.0
2018-11-27,-0.38328264361138636,-0.780268598571575,1.0,-0.0,-0.698356286095069,-0.5554112702046954,0.0
2018-11-28,-0.3829249119928911,-0.782596807819816,1.0,-0.0,-0.6972555453023,-0.5549745377490686,0.0
2018-11-29,-0.35659885590495205,-0.7720610635345089,1.0,-0.0,-0.6955285516027485,-0.5606742714010087,0.0
2018-11-30,-0.3561101141096401,-0.772424067991738,1.0,-0.0,-0.6955947584058512,-0.5619137913520469,0.0
2018-12-03,-0.35534420902998715,-0.7723888174372165,1.0,-0.0,-0.6952887023624179,-0.5615311717322142,0.0
2018-12-04,-0.3647232624454599,-0.7803277562098464,1.0,-0.0,-0.7149482942247569,-0.5755660150479267,0.0
2018-12-06,-0.3617644090037348,-0.7374920090171933,1.0,-0.0,-0.7126610813902629,-0.5527068402812826,0.0
2018-12-07,-0.3645661608855095,-0.7371395888705716,1.0,-0.0,-0.712545839921946,-0.550146351310433,0.0
2018-12-10,-0.3541297293680795,-0.737664336132205,1.0,-0.0,-0.7119057973438598,-0.5415983675107885,0.0
2018-12-11,-0.35736268147454336,-0.7364354050980131,1.0,-0.0,-0.7126179166387904,-0.5387368702749716,0.0
2018-12-12,-0.36040864176854803,-0.7370289733712947,1.0,-0.0,-0.7153910567744096,-0.5367275163289231,0.0
