Date,IWF,IWM,MTUM,SPY,USB,VLUE,VXX
2018-09-24,-0.15463054187192118,-0.3622167487684729,-0.11773399014778325,-0.40214285714285714,1.0,-0.4263300492610837,0.0
2018-09-25,-0.15353291048643847,-0.36521138231446976,-0.11478565611194749,-0.404723709864508,1.0,-0.4297243268590044,0.0
2018-09-26,-0.15339240318878494,-0.36510600488683764,-0.11444578818767433,-0.40486709282523387,1.0,-0.4302885208677839,0.0
2018-09-27,-0.152696090545149,-0.36867987940493246,-0.11360154203528887,-0.40540206593189343,1.0,-0.4308308209360945,0.0
2018-09-28,-0.15067747997230738,-0.37117990307585796,-0.11403422015626545,-0.40554841261991886,1.0,-0.43113935317970525,0.0
2018-10-01,-0.15128585558852622,-0.3706478733926805,-0.11397131552917904,-0.40583580613254205,1.0,-0.4310583580613254,0.0
2018-10-02,-0.1517729093516641,-0.3677117847782009,-0.11515256416596607,-0.4063597250383265,1.0,-0.43167993669947086,0.0
2018-10-03,-0.15164998146088246,-0.3648003955011741,-0.11479421579532814,-0.407267334074898,1.0,-0.43337041156840933,0.0
2018-10-04,-0.15056346749226004,-0.3695108359133127,-0.1146501547987616,-0.4056965944272446,1.0,-0.436359133126935,0.0
2018-10-05,-0.13926833485660647,-0.3631894869451374,-0.10522935553195167,-0.4147666921917842,1.0,-0.44771879554380845,0.0
2018-10-08,-0.13813858259947212,-0.3613557315177977,-0.10340659611731913,-0.41636448851723035,1.0,-0.4474950048101828,0.0
2018-10-09,-0.1358921161825726,-0.36294704603833233,-0.09669531713100177,-0.42089014028848054,1.0,-0.4534429954554436,0.0
2018-10-10,-0.1365185185185185,-0.3619753086419753,-0.09762962962962962,-0.42130864197530865,1.0,-0.45170370370370366,0.0
2018-10-11,-0.10659345975232198,-0.36034249226006193,-0.06271768575851394,-0.4198916408668731,1.0,-0.46918537151702794,0.0
2018-10-12,-0.10313133262568755,-0.35918652899739456,-0.05973173791373155,-0.4203657242111357,1.0,-0.47001350960146676,0.0
2018-10-15,-0.08228324471313765,-0.40808993128899895,-0.024765095782649866,-0.42877607011921237,1.0,-0.4840119455167893,0.0
2018-10-16,-0.08248148597790458,-0.40764841568532234,-0.025179070049775407,-0.4287483307029258,1.0,-0.484011169114969,0.0
2018-10-17,-0.07417193092018351,-0.38870607450820266,-0.017221915307568517,-0.4297792616434079,1.0,-0.4920615857612951,0.0
2018-10-18,-0.07485491809299934,-0.3960429981145474,-0.01794852959181175,-0.45368397854991555,1.0,-0.5061093562526018,0.0
2018-10-19,-0.06832918921554289,-0.39159475403442057,-0.013602457218078104,-0.4561211057481352,1.0,-0.5080444639461753,0.0
2018-10-22,-0.07175095757398327,-0.3854204786650077,-0.005367293664153798,-0.4631974432164727,1.0,-0.5139427651321086,0.0
2018-10-23,-0.0691421568627451,-0.3896568627450981,-0.0,-0.47210784313725496,1.0,-0.5200980392156863,0.0
2018-10-24,-0.06745507076049165,-0.38675872875961015,-0.0,-0.47265070270799664,1.0,-0.5216199010822193,0.0
2018-10-25,-0.04908711403277272,-0.3638108490679206,-0.0,-0.47753172908519465,1.0,-0.5087209999760083,0.0
2018-10-26,-0.045690252586804314,-0.3602647740578775,-0.0,-0.4779076158386503,1.0,-0.505794919588023,0.0
2018-10-29,-0.034282449290543755,-0.3632987334539568,-0.0,-0.4738358251595086,1.0,-0.5093086372726406,0.0
2018-10-30,-0.018435927401082783,-0.3656657683226407,-0.0,-0.4764959813017243,1.0,-0.5243864628300222,0.0
2018-10-31,-0.01965818060804868,-0.3593382300506311,-0.0,-0.47545698733033825,1.0,-0.5225938339394803,0.0
2018-11-01,-0.008929207532831461,-0.36785485288180675,-0.0,-0.4751478306300316,1.0,-0.5228573464105061,0.0
2018-11-02,-0.014143803216650899,-0.34661778618732264,-0.0,-0.484035004730369,1.0,-0.5203642384105961,0.0
2018-11-05,-0.012059018254043319,-0.3523597843563795,-0.0,-0.4844887922065639,1.0,-0.5156057883287619,0.0
2018-11-06,-0.012673791733661212,-0.352596235694694,-0.0,-0.48411047006526053,1.0,-0.5151092405183013,0.0
2018-11-07,-0.012575940240644871,-0.3525518284755218,-0.0,-0.48379547549819163,1.0,-0.5149516582748268,0.0
2018-11-08,-0.0,-0.353390348197923,-0.0,-0.476222921855176,1.0,-0.5199003806212115,0.0
2018-11-09,-0.0,-0.3537474139552379,-0.0,-0.4775249200677073,1.0,-0.5196774496896746,0.0
2018-11-12,-0.0,-0.34076574992380015,-0.0,-0.48505310543715274,1.0,-0.5187686103491126,0.0
2018-11-13,-0.0,-0.3327434040472254,-0.0,-0.4813357240993876,1.0,-0.5145891064899984,0.0
2018-11-14,-0.0,-0.3338158386253269,-0.0,-0.48484777736271945,1.0,-0.5160394097870751,0.0
2018-11-15,-0.0,-0.33556577135789795,-0.0,-0.48913728327071615,1.0,-0.5088325204769794,0.0
2018-11-16,-0.0,-0.33477175713186075,-0.0,-0.48876863147582283,1.0,-0.5090620699307224,0.0
2018-11-19,-0.0,-0.33491193281231774,-0.0,-0.4889303627668261,1.0,-0.5090866674443019,0.0
2018-11-20,-0.0,-0.3218689765681243,-0.0,-0.4820138872761896,1.0,-0.5183809015118088,0.0
2018-11-21,-0.0,-0.3185609649021465,-0.0,-0.48157304928487255,1.0,-0.5104554171769219,0.0
2018-11-23,-0.0,-0.30760523032851267,-0.0,-0.4892343944924456,1.0,-0.5133761493323477,0.0
