Date,FUBO,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-07-02,1.0,-1.8158237936530939,-0.43399507317780034,-1.768221996812056,-2.227285900594117,-0.0,0.0
2020-07-06,1.0,-1.8332119446467587,-0.4362709395484341,-1.7739257101238164,-2.239985433357611,-0.0,0.0
2020-07-07,1.0,-1.836096985776402,-0.4732846930503353,-1.7822978848846636,-2.278060284471958,-0.0,0.0
2020-07-08,1.0,-1.8362685137425394,-0.46975167636872744,-1.7825510279271977,-2.2802299019969055,-0.0,0.0
2020-07-09,1.0,-1.9196902990739337,-0.4723698193411265,-1.85167754668286,-2.3469713071200853,-0.0,0.0
2020-07-10,1.0,-1.9254252733900366,-0.4645352369380316,-1.858292831105711,-2.3459143377885785,-0.0,0.0
2020-07-13,1.0,-1.9479293544457976,-0.45173568818514004,-1.8671589524969547,-2.345843483556638,-0.0,0.0
2020-07-14,1.0,-1.9248440590293625,-0.4522288148486232,-1.8467214361783053,-2.38308230640499,-0.0,0.0
2020-07-15,1.0,-1.9437533389300161,-0.44218881172250624,-1.8525528504922537,-2.393345035488056,-0.0,0.0
2020-07-16,1.0,-1.9558677559746507,-0.415591356799267,-1.86447278002596,-2.399404443765748,-0.0,0.0
2020-07-17,1.0,-1.9512250973208156,-0.41653308907716974,-1.8642088390199223,-2.4010380886955196,-0.0,0.0
2020-07-20,1.0,-1.9510799053651833,-0.4173853316034496,-1.8634663817446384,-2.39990841791956,-0.0,0.0
2020-07-21,1.0,-1.907980145093547,-0.46338297059946537,-1.8360442917143946,-2.429095074455899,-0.0,0.0
2020-07-22,1.0,-1.897854798076189,-0.4759905336285213,-1.8276967707458587,-2.4327047866249334,-0.0,0.0
2020-07-23,1.0,-1.8965043504808428,-0.4784765684628301,-1.8277362234773316,-2.429705388490307,-0.0,0.0
2020-07-24,1.0,-1.8597639893414541,-0.5122192615150363,-1.808755234107347,-2.4325085649029314,-0.0,0.0
2020-07-27,1.0,-1.861880133860663,-0.5071493763310009,-1.802023121387283,-2.434742926680864,-0.0,0.0
2020-07-28,1.0,-1.854862008667224,-0.5075648141108492,-1.7929749866950506,-2.4474264426366603,-0.0,0.0
2020-07-29,1.0,-1.8506227217496962,-0.5069866342648846,-1.789717496962333,-2.4468408262454435,-0.0,0.0
2020-07-30,1.0,-1.84801394784718,-0.4987113402061855,-1.7885839902971497,-2.4451182534869615,-0.0,0.0
2020-07-31,1.0,-1.8469596902755634,-0.4992788279055643,-1.791543308282092,-2.4534274652698698,-0.0,0.0
2020-08-03,1.0,-1.8529858684090565,-0.49566935116243743,-1.791824950615408,-2.457149369396748,-0.0,0.0
2020-08-04,1.0,-1.8503494378608325,-0.48738985110908534,-1.7894257064721968,-2.4693102400486175,-0.0,0.0
2020-08-05,1.0,-1.852670769698351,-0.4862092546159107,-1.789985563407036,-2.469341235468429,-0.0,0.0
2020-08-06,1.0,-1.8564367728689835,-0.4747927914227056,-1.7991787696753099,-2.473576153904646,-0.0,0.0
2020-08-07,1.0,-1.8574036048368698,-0.47471290592440496,-1.7991482241995589,-2.473952391816868,-0.0,0.0
2020-08-10,1.0,-1.8459315589353613,-0.4898098859315589,-1.7931558935361216,-2.475665399239544,-0.0,0.0
2020-08-11,1.0,-1.8463878326996197,-0.49034220532319384,-1.7938403041825093,-2.4739923954372625,-0.0,0.0
2020-08-12,1.0,-1.873808231920006,-0.5190295325943726,-1.7900937911789783,-2.568483063328424,-0.0,0.0
2020-08-13,1.0,-1.8723338004047956,-0.5586174684726763,-1.7556437801650322,-2.597929316518761,-0.0,0.0
2020-08-14,1.0,-1.875915251596822,-0.5580308459261567,-1.7591525159682195,-2.5961987848574544,-0.0,0.0
2020-08-17,1.0,-1.875993145349743,-0.5585761021966038,-1.7592304097211404,-2.5955756348340864,-0.0,0.0
2020-08-18,1.0,-1.8854573885848318,-0.5637998436278341,-1.7397185301016418,-2.629632525410477,-0.0,0.0
2020-08-19,1.0,-1.884302689180738,-0.565744215134459,-1.7392120075046904,-2.628205128205128,-0.0,0.0
2020-08-20,1.0,-1.8942398489140697,-0.5768020144790683,-1.750157381177211,-2.647859615989928,-0.0,0.0
2020-08-21,1.0,-1.8899684044233809,-0.5942338072669827,-1.7466824644549763,-2.668088467614534,-0.0,0.0
2020-08-24,1.0,-1.8887396286052944,-0.6010272619517978,-1.746029237455551,-2.666218885815883,-0.0,0.0
2020-08-25,1.0,-1.889134729355986,-0.5992888186487555,-1.7540892927696563,-2.659581193204267,-0.0,0.0
2020-08-26,1.0,-1.8907030197352779,-0.6045018625663787,-1.7585004359197909,-2.672029801062059,-0.0,0.0
2020-08-27,1.0,-1.8647342995169083,-0.6360972519204879,-1.7464956046566882,-2.672210342915974,-0.0,0.0
2020-08-28,1.0,-1.8660487959442333,-0.6352186311787072,-1.7473859315589355,-2.6727661596958177,-0.0,0.0
2020-08-31,1.0,-1.8670891089108912,-0.6339009900990099,-1.748910891089109,-2.670891089108911,-0.0,0.0
2020-09-01,1.0,-1.866851485148515,-0.6339009900990099,-1.7468514851485148,-2.6732673267326734,-0.0,0.0
2020-09-02,1.0,-1.8570863024544737,-0.6329374505146477,-1.748535233570863,-2.6782264449722883,-0.0,0.0
2020-09-03,1.0,-1.8576402627205821,-0.6370974123605285,-1.7546094800981245,-2.66392339954103,-0.0,0.0
2020-09-04,1.0,-1.7432158452900812,-0.6501871490954461,-1.6512008733624455,-2.6880068621335,-0.0651902682470368,0.0
2020-09-08,1.0,-1.728199144301828,-0.6483080513418903,-1.6424737456242706,-2.6760793465577595,-0.08401400233372229,0.0
2020-09-09,1.0,-1.6679233669308302,-0.6703085327383242,-1.5622836039085943,-2.6563053012233593,-0.137185504347157,0.0
2020-09-10,1.0,-1.640840748695919,-0.6732893525621356,-1.525391224301933,-2.6574102485424977,-0.17405645903651426,0.0
2020-09-11,1.0,-1.6240635988380983,-0.6810120776639658,-1.51849870050451,-2.646537226723743,-0.17390307292462925,0.0
2020-09-14,1.0,-1.6207476492622888,-0.6758657594985092,-1.5176209769895268,-2.6468159926611112,-0.1836251051142879,0.0
2020-09-15,1.0,-1.6219698124714133,-0.6547491995731056,-1.4996950754688214,-2.654749199573106,-0.19194999237688673,0.0
2020-09-16,1.0,-1.6265271838729385,-0.6550091631032376,-1.507330482590104,-2.659361637141112,-0.18761453879047038,0.0
2020-09-17,1.0,-1.6159890151804102,-0.6609199786406285,-1.4999618582653138,-2.6536730490502705,-0.197803036082081,0.0
2020-09-18,1.0,-1.6043127095397745,-0.6597074062785736,-1.4972569338616277,-2.647744590064005,-0.21060652240170682,0.0
2020-09-21,1.0,-1.597412480974125,-0.6649923896499239,-1.5006849315068496,-2.637975646879757,-0.2092846270928463,0.0
2020-09-22,1.0,-1.6114324859187092,-0.6424874410108083,-1.5153752473740294,-2.6410412543766175,-0.20109605723854468,0.0
2020-09-23,1.0,-1.5951074531321445,-0.6399939033683889,-1.5272824264593812,-2.6391556165218715,-0.21925011431184271,0.0
2020-09-24,1.0,-1.5718615046594437,-0.6113341919842412,-1.5051140237896812,-2.640503068414274,-0.2474429881051595,0.0
2020-09-25,1.0,-1.5737916382123076,-0.6146900371803627,-1.5099021170043252,-2.6437514227179606,-0.24576978526443588,0.0
2020-09-28,1.0,-1.5619285120532005,-0.6087810776090078,-1.4936900173807903,-2.63515453789768,-0.2573112672863296,0.0
2020-09-29,1.0,-1.5665557404326123,-0.5934805626985327,-1.5064286794736046,-2.6440780517319618,-0.2525336560278324,0.0
2020-09-30,1.0,-1.5673324254804055,-0.5949462853684371,-1.5104403086699956,-2.641398093508852,-0.25132395218641246,0.0
2020-10-01,1.0,-1.5714610488026675,-0.6015459230069718,-1.5094725674446803,-2.6446650500151563,-0.2509093664746893,0.0
2020-10-02,1.0,-1.6206549508399781,-0.6363706743051791,-1.5576372222652317,-2.6965239606719824,-0.23054888906092746,0.0
2020-10-05,1.0,-1.6055060345507612,-0.6925928847519129,-1.5391654176855722,-2.7706081880571114,-0.2805080066261734,0.0
2020-10-06,1.0,-1.6025984251968504,-0.6870078740157479,-1.5336220472440945,-2.772283464566929,-0.278503937007874,0.0
2020-10-07,1.0,-1.591597958382411,-0.6944640753828034,-1.5255594817432274,-2.760345504515116,-0.28025127601099337,0.0
2020-10-08,1.0,-1.606857865212926,-0.6861815596112824,-1.5391482973848465,-2.7913407600537257,-0.2773168997392747,0.0
2020-10-09,1.0,-1.684530565915356,-0.700178368736825,-1.6066158586022377,-2.878222798767634,-0.2381222636614237,0.0
2020-10-12,1.0,-1.6707495133030499,-0.6967878001297859,-1.604639844256976,-2.874594419208306,-0.2647631408176509,0.0
2020-10-13,1.0,-1.6472497160473796,-0.7143436638000974,-1.60473795229596,-2.868489372059062,-0.27803018010709074,0.0
2020-10-14,1.0,-1.647793640493186,-0.7142277741726152,-1.6062621674237507,-2.8669695003244646,-0.27636275146009087,0.0
2020-10-15,1.0,-1.6455090791180287,-0.7123054474708171,-1.6051394293125811,-2.864785992217899,-0.2786154345006485,0.0
2020-10-16,1.0,-1.6634122124772464,-0.7540129074962767,-1.6259308290584147,-2.9350488168128415,-0.29563130895250705,0.0
2020-10-19,1.0,-1.671908984440355,-0.7528860632424293,-1.6478166304165969,-2.984105738664882,-0.30868328592939603,0.0
2020-10-20,1.0,-1.6633266533066131,-0.751753507014028,-1.6417835671342684,-2.9740313961255844,-0.31913827655310617,0.0
2020-10-21,1.0,-1.6642183457140474,-0.7508555212419664,-1.6450212836991902,-2.9716217344128206,-0.31483181704365243,0.0
2020-10-22,1.0,-1.6651923558374362,-0.7484770090962196,-1.6419928231661518,-2.973045147291997,-0.3163648502044563,0.0
2020-10-23,1.0,-1.666805740987984,-0.7466622162883846,-1.6429405874499332,-2.972880507343124,-0.31517022696929237,0.0
2020-10-26,1.0,-1.6733021077283372,-0.7565239210438274,-1.650970224155236,-2.984777517564403,-0.2984275677484109,0.0
2020-10-27,1.0,-1.6707102819375887,-0.7511085083242701,-1.672550824060905,-2.994729356646867,-0.27700158955910653,0.0
2020-10-28,1.0,-1.6729339015626306,-0.7494777304253364,-1.6715968914514916,-2.991058744881758,-0.27124592629731764,0.0
