Date,CIO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.1743145895453466,-0.711454732564583,-0.0,-0.39860674987466027,-0.35435522600733566,0.0
2018-09-25,1.0,-0.17352381958381746,-0.7123692827717334,-0.0,-0.399360937995141,-0.3554980458434562,0.0
2018-09-26,1.0,-0.17513407835988481,-0.7140630366436819,-0.0,-0.39959314152862535,-0.35314786927690156,0.0
2018-09-27,1.0,-0.1756985158189405,-0.7126445888131833,-0.0,-0.3995140759520414,-0.3530343844081762,0.0
2018-09-28,1.0,-0.17806806462701957,-0.7119813840336356,-0.0,-0.4004548219054922,-0.3538091334584975,0.0
2018-10-01,1.0,-0.17812840332563018,-0.7184901851409142,-0.0,-0.40252875395117804,-0.35708024543788347,0.0
2018-10-02,1.0,-0.17707417179712695,-0.7325764238692999,-0.0,-0.40060232936222384,-0.35492124410330217,0.0
2018-10-03,1.0,-0.17674480554075653,-0.7289557805007991,-0.0,-0.40141182738412357,-0.35671283963771977,0.0
2018-10-04,1.0,-0.17993927448995897,-0.724125073243488,-0.0,-0.4053960475150482,-0.35393916795397645,0.0
2018-10-05,1.0,-0.169047682154311,-0.7201622094410135,-0.0,-0.4060271939356993,-0.355270481592409,0.0
2018-10-08,1.0,-0.1660839160839161,-0.7174984106802288,-0.0,-0.410229921593558,-0.3550275482093664,0.0
2018-10-09,1.0,-0.15904853231047894,-0.721325448830643,-0.0,-0.4177720952533163,-0.36553726492994515,0.0
2018-10-10,1.0,-0.16170983903635006,-0.7207920264364139,-0.0,-0.41981132075471694,-0.36264790534058206,0.0
2018-10-11,1.0,-0.12105263157894738,-0.7126004666839513,-0.0,-0.40106300233341974,-0.3579465906144672,0.0
2018-10-12,1.0,-0.11407690695725063,-0.7256653394803018,-0.0,-0.4119603939647946,-0.3677441324392288,0.0
2018-10-15,1.0,-0.08434967345975293,-0.7587798672856506,-0.0,-0.40873921368059385,-0.3709707031762268,0.0
2018-10-16,1.0,-0.077700036824662,-0.7733968120364038,-0.0,-0.40856962491451415,-0.3706402230522384,0.0
2018-10-17,1.0,-0.06774729842061512,-0.7549096009975061,-0.0,-0.40378221113881957,-0.37120739817123855,0.0
2018-10-18,1.0,-0.0681203867345878,-0.7563416155525522,-0.0,-0.4031604116852064,-0.3714003534670964,0.0
2018-10-19,1.0,-0.055324963262780684,-0.7502642501740184,-0.0,-0.40325865580448067,-0.36920260898708396,0.0
2018-10-22,1.0,-0.05542094138268804,-0.7437748105377121,-0.0,-0.4063772748363149,-0.3721193999072021,0.0
2018-10-23,1.0,-0.05277024409143743,-0.7452925222781868,-0.0,-0.4101769340049077,-0.37471264367816093,0.0
2018-10-24,1.0,-0.05076482575386282,-0.7431578404312947,-0.0,-0.4101942373668326,-0.37537080506616455,0.0
2018-10-25,1.0,-0.024260177257022685,-0.7118321566271093,-0.0,-0.4155024785939612,-0.3520354514045366,0.0
2018-10-26,1.0,-0.015585446964808656,-0.7029830744031369,-0.0,-0.416861071127215,-0.3463294783342433,0.0
2018-10-29,1.0,-0.013128831310649493,-0.7050356141265232,-0.0,-0.4180875089965999,-0.3455687092050728,0.0
2018-10-30,1.0,-0.0,-0.7065560330907013,-0.0,-0.41996869798524333,-0.3575882542916056,0.0
2018-10-31,1.0,-0.005434245627902382,-0.6892599545499457,-0.0,-0.42051180713368247,-0.35493034285149694,0.0
2018-11-01,1.0,-0.0,-0.7216195951012246,-0.0,-0.419420144963759,-0.3583354161459635,0.0
2018-11-02,1.0,-0.0,-0.6945310356866755,-0.0,-0.4395122072869648,-0.3597845332801317,0.0
2018-11-05,1.0,-0.0,-0.6866331658291458,-0.0,-0.4468090452261306,-0.37912060301507533,0.0
2018-11-06,1.0,-0.0,-0.6856223445709833,-0.0,-0.4477210448248988,-0.3806722477813812,0.0
2018-11-07,1.0,-0.0,-0.6890096008084892,-0.0,-0.4531834259727135,-0.3843607882769075,0.0
2018-11-08,1.0,-0.0,-0.6919118951664005,-0.0,-0.4573543203305198,-0.3854206270752541,0.0
2018-11-09,1.0,-0.0,-0.6928740067528116,-0.0,-0.4598766215633013,-0.3859003325632759,0.0
2018-11-12,1.0,-0.0,-0.6950345598698923,-0.0,-0.4597479162431389,-0.3863844277292133,0.0
2018-11-13,1.0,-0.0,-0.689040060468632,-0.0,-0.4533383723859915,-0.37714789619551525,0.0
2018-11-14,1.0,-0.0,-0.6889006529027705,-0.0,-0.45458670498374043,-0.3773727595855706,0.0
2018-11-15,1.0,-0.0,-0.6891033718058566,-0.0,-0.45438737966836346,-0.3765435209918855,0.0
2018-11-16,1.0,-0.0,-0.6796603336189085,-0.0,-0.4546943506526231,-0.38542559088847456,0.0
2018-11-19,1.0,-0.0,-0.6799163179916318,-0.0,-0.455058728638403,-0.38556737409890607,0.0
2018-11-20,1.0,-0.0,-0.6696484502242601,-0.0,-0.44679145055000125,-0.38926056779172613,0.0
2018-11-21,1.0,-0.0,-0.6666832384598176,-0.0,-0.4448780730318924,-0.37420766113997367,0.0
2018-11-23,1.0,-0.0,-0.6649770157783577,-0.0,-0.4454714871412598,-0.3743570629891912,0.0
