Date,IWF,IWM,MTUM,MUJ,SPY,VLUE,VXX
2018-09-24,-0.09964667762997216,-0.22457951381539312,-0.0,1.0,-0.15927186283927905,-0.14471563247960662,0.0
2018-09-25,-0.1009066788208292,-0.22409779760063805,-0.0,1.0,-0.15892110103690196,-0.14386404701056435,0.0
2018-09-26,-0.10091638589123818,-0.22409948402428503,-0.0,1.0,-0.15889447726939793,-0.14378957305858034,0.0
2018-09-27,-0.10308976424073803,-0.22036738744895137,-0.0,1.0,-0.15948324954035892,-0.14412391597923888,0.0
2018-09-28,-0.10275354771514125,-0.22083713058195545,-0.0,1.0,-0.1595658117432626,-0.14423577659158962,0.0
2018-10-01,-0.10365327296121961,-0.22030392364447773,-0.0,1.0,-0.16034985422740525,-0.14445331205107742,0.0
2018-10-02,-0.10540725530458589,-0.2141064502460806,-0.0,1.0,-0.16299990221961472,-0.14714318307747465,0.0
2018-10-03,-0.10503763563491805,-0.21051516830134576,-0.0,1.0,-0.1642608100622373,-0.14943465085209684,0.0
2018-10-04,-0.10758296928995241,-0.20727652083197495,-0.0,1.0,-0.16773162939297126,-0.14745386972680447,0.0
2018-10-05,-0.10715679261234311,-0.20676985107628276,-0.0,1.0,-0.16625479612408145,-0.14562333355010731,0.0
2018-10-08,-0.10704591629418936,-0.20671271840715155,-0.0,1.0,-0.16609508329947179,-0.14550182852498986,0.0
2018-10-09,-0.10750329091706888,-0.20673459769554545,-0.0,1.0,-0.16586222027204914,-0.1450441226658866,0.0
2018-10-10,-0.10794919273625053,-0.2062177175713868,-0.0,1.0,-0.16600071468018063,-0.1441217555144073,0.0
2018-10-11,-0.08014557600201665,-0.1970632719939501,-0.0,1.0,-0.1531068817746408,-0.14518212755230653,0.0
2018-10-12,-0.08175064499083025,-0.19155450561064313,-0.0,1.0,-0.14472661713965992,-0.13617854589537162,0.0
2018-10-15,-0.07515919619478488,-0.19619478487210076,-0.0,1.0,-0.14255612537378182,-0.1354290937824396,0.0
2018-10-16,-0.07548076178079433,-0.1958377884183286,-0.0,1.0,-0.1427021833790464,-0.13557404738660842,0.0
2018-10-17,-0.07047329836508082,-0.18566915125302905,-0.0,1.0,-0.14073187939020274,-0.13682095641237998,0.0
2018-10-18,-0.07035299168890115,-0.1854049743920017,-0.0,1.0,-0.14088999294629986,-0.13678044591652097,0.0
2018-10-19,-0.06523721241224205,-0.17936054463118864,-0.0,1.0,-0.1399264504756405,-0.13509406437103,0.0
2018-10-22,-0.06507562514250968,-0.1754655316561526,-0.0,1.0,-0.14232727825492134,-0.1372501330090446,0.0
2018-10-23,-0.06486872710135454,-0.1754967390808617,-0.0,1.0,-0.14250748719196096,-0.1373690691558096,0.0
2018-10-24,-0.06426111102681213,-0.1729208078539672,-0.0,1.0,-0.1423152208548928,-0.1378692927484333,0.0
2018-10-25,-0.05295231333569991,-0.1554845580404686,-0.0,1.0,-0.14442077860608213,-0.12625724766299848,0.0
2018-10-26,-0.04904816547503457,-0.15238179303851473,-0.0,1.0,-0.14558507664695325,-0.12413569894371376,0.0
2018-10-29,-0.04092617783433528,-0.15507481679757779,-0.0,1.0,-0.1407696695774277,-0.12592332558105518,0.0
2018-10-30,-0.04249403707985191,-0.1551968861118834,-0.0,1.0,-0.1408419789578425,-0.12477501865698941,0.0
2018-10-31,-0.044648184530306334,-0.14731863494142472,-0.0,1.0,-0.1402896019791894,-0.12304445899730772,0.0
2018-11-01,-0.042953976842962704,-0.14851341129923779,-0.0,1.0,-0.1401204398673416,-0.12298539593879095,0.0
2018-11-02,-0.04441900234775804,-0.14132923683371496,-0.0,1.0,-0.14195240717660357,-0.12153270919683488,0.0
2018-11-05,-0.04464479844612909,-0.14077606574961227,-0.0,1.0,-0.1419646610329183,-0.12210642276304917,0.0
2018-11-06,-0.044869378642465714,-0.14097248398039955,-0.0,1.0,-0.14190031604279627,-0.12199541882919193,0.0
2018-11-07,-0.044784555850254364,-0.1409481571662536,-0.0,1.0,-0.14168731973853937,-0.12191834427583809,0.0
2018-11-08,-0.041238600946554314,-0.1401362114740852,-0.0,1.0,-0.13963119011889646,-0.1218977259609835,0.0
2018-11-09,-0.040654279815785295,-0.14044205754544012,-0.0,1.0,-0.14061530021510965,-0.12197727633649501,0.0
2018-11-12,-0.04066806686422879,-0.13315303392122452,-0.0,1.0,-0.1438990706907961,-0.1208533532813534,0.0
2018-11-13,-0.032514419995727406,-0.12973011464786727,-0.0,1.0,-0.14357331054617958,-0.11839350566118349,0.0
2018-11-14,-0.03268253086683471,-0.1295623816237308,-0.0,1.0,-0.14354680223864655,-0.11828370430497999,0.0
2018-11-15,-0.032557081520657394,-0.12956012397281697,-0.0,1.0,-0.14436008985185816,-0.11524353834342745,0.0
2018-11-16,-0.031497068884756785,-0.12696767966387987,-0.0,1.0,-0.1440433776667471,-0.11691814168713006,0.0
2018-11-19,-0.030690791342384824,-0.12746406862466625,-0.0,1.0,-0.14477645855820032,-0.11729534738396864,0.0
2018-11-20,-0.021179261267366994,-0.12420930757935164,-0.0,1.0,-0.1450214616514176,-0.1215407206596634,0.0
2018-11-21,-0.022825736438456035,-0.12147554084937537,-0.0,1.0,-0.14337590959438049,-0.11439507592221303,0.0
2018-11-23,-0.02302700732996034,-0.11995627251194797,-0.0,1.0,-0.14399237572003196,-0.11454639738756289,0.0
2018-11-26,-0.02276707530647986,-0.12137302977232925,-0.0,1.0,-0.1431873905429072,-0.11372329246935202,0.0
2018-11-27,-0.020715262849325778,-0.12161143527178313,-0.0,1.0,-0.14153103101705797,-0.11204947095117115,0.0
2018-11-28,-0.02056774229582362,-0.12263847969057627,-0.0,1.0,-0.14120948936704972,-0.11191476883980062,0.0
2018-11-29,-0.01592639946634054,-0.1204625048640836,-0.0,1.0,-0.14058591361387515,-0.11276335538384569,0.0
2018-11-30,-0.01639115963624716,-0.12203545615329982,-0.0,1.0,-0.14338434971520883,-0.11081092372609913,0.0
2018-12-03,-0.016320392135019218,-0.12205480978109509,-0.0,1.0,-0.1433604411518966,-0.110789283128168,0.0
2018-12-04,-0.01718270571827057,-0.12182705718270571,-0.0,1.0,-0.14439330543933054,-0.11129707112970712,0.0
2018-12-06,-0.017195496417604914,-0.10219037871033777,-0.0,1.0,-0.14329580348004092,-0.10202661207778914,0.0
2018-12-07,-0.016457423580786026,-0.10225163755458515,-0.0,1.0,-0.14339519650655022,-0.1025245633187773,0.0
2018-12-10,-0.011647434855625981,-0.10180670675551222,-0.0,1.0,-0.1426404463947126,-0.09825830218321686,0.0
2018-12-11,-0.017506746403048425,-0.10034850765496385,-0.0,1.0,-0.1451391996528484,-0.09305289993626513,0.0
2018-12-12,-0.01744107196137467,-0.10042856755363876,-0.0,1.0,-0.14512979086988362,-0.09321344291642933,0.0
2018-12-13,-0.017003159279196215,-0.09853425716261474,-0.0,1.0,-0.147984434109368,-0.09237840842836029,0.0
2018-12-14,-0.01813868365756117,-0.09532976343794482,-0.0,1.0,-0.1498000406696943,-0.09237443231885041,0.0
2018-12-17,-0.01699502056722234,-0.09473100238146785,-0.0,1.0,-0.148557588222559,-0.0928231218878545,0.0
2018-12-18,-0.01736868488436683,-0.09574453672216877,-0.0,1.0,-0.14930023980165558,-0.09241170015309372,0.0
2018-12-19,-0.013100021720243268,-0.09775466985230236,-0.0,1.0,-0.1525439834926151,-0.09413010425716768,0.0
