Date,HFFG,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-1.3906813349357494,-2.75658685402607,-0.024128686327077747,-2.1757418877692523,-1.897476194878432,0.0
2018-09-25,1.0,-1.3920826797084065,-2.747808434068469,-0.03082033773184461,-2.1684045400018457,-1.8884377595275446,0.0
2018-09-26,1.0,-1.4057971014492754,-2.772203641768859,-0.040040876997398736,-2.1820884429580083,-1.8900966183574879,0.0
2018-09-27,1.0,-1.4120374663822686,-2.748400259667996,-0.046183807845683024,-2.1800055643141985,-1.8872298989149587,0.0
2018-09-28,1.0,-1.4084167593622543,-2.7488876529477193,-0.04792361883574342,-2.17816091954023,-1.886262513904338,0.0
2018-10-01,1.0,-1.410962715637173,-2.747820441476535,-0.048506770543498424,-2.180115006492302,-1.8872194398070858,0.0
2018-10-02,1.0,-1.4105984806373912,-2.734111543450065,-0.054011487863627944,-2.178710394663702,-1.8869742449508988,0.0
2018-10-03,1.0,-1.4106960793400687,-2.7121141903790895,-0.050885160811938085,-2.190008341829641,-1.9049958290851792,0.0
2018-10-04,1.0,-1.4219460161395046,-2.698079955477229,-0.053705593173175026,-2.2045264817734904,-1.8973193581300436,0.0
2018-10-05,1.0,-1.3805048829924451,-2.673852957435047,-0.0046987285793255945,-2.229132117191819,-1.9250046065966464,0.0
2018-10-08,1.0,-1.3642172523961662,-2.6433591967138295,-0.0,-2.215335463258786,-1.9054313099041535,0.0
2018-10-09,1.0,-1.3629392971246006,-2.643633044272022,-0.0,-2.215700593336376,-1.9058877225011412,0.0
2018-10-10,1.0,-1.3676524278933917,-2.641474990872581,-0.0,-2.2190580503833517,-1.8993245710113178,0.0
2018-10-11,1.0,-1.0823578947368422,-2.48261052631579,-0.0,-2.037894736842105,-1.818105263157895,0.0
2018-10-12,1.0,-1.1279784457354551,-2.509135303527827,-0.0,-2.0107771322724592,-1.7717437063231456,0.0
2018-10-15,1.0,-1.0540449532788954,-2.586833908578163,-0.0,-2.001010186042596,-1.7763279737351627,0.0
2018-10-16,1.0,-1.0567722371967654,-2.5857479784366575,-0.0,-2.0025269541778976,-1.778133423180593,0.0
2018-10-17,1.0,-0.962456789130959,-2.3964948950880296,-0.0,-1.9314253557359915,-1.7488544095184502,0.0
2018-10-18,1.0,-0.9683564740071036,-2.4102357119793347,-0.0,-1.9367129480142071,-1.7571036486922829,0.0
2018-10-19,1.0,-0.9169408554690635,-2.3839980739908513,-0.0,-1.9575475483508546,-1.766471390739106,0.0
2018-10-22,1.0,-0.9190797940797941,-2.366393178893179,-0.0,-1.97506435006435,-1.7832207207207207,0.0
2018-10-23,1.0,-0.9191146881287726,-2.3674044265593563,-0.0,-1.9769014084507042,-1.7847887323943663,0.0
2018-10-24,1.0,-0.911759987165089,-2.3532007059201026,-0.0,-1.9734477779560404,-1.7833306593935505,0.0
2018-10-25,1.0,-0.7713290341709288,-2.120376547327848,-0.0,-1.9097917129938478,-1.6108516788970426,0.0
2018-10-26,1.0,-0.716117621047977,-2.1007443437246667,-0.0,-1.950843835212617,-1.6020340481980986,0.0
2018-10-29,1.0,-0.6535537678057421,-2.1507122296848475,-0.0,-1.9410288582183186,-1.635323640121042,0.0
2018-10-30,1.0,-0.6562569213732005,-2.150756736803249,-0.0,-1.9410114433370247,-1.6347729789590255,0.0
2018-10-31,1.0,-0.7215189873417722,-2.211539954958453,-0.0,-2.0833268618467033,-1.7493981517434185,0.0
2018-11-01,1.0,-0.6775042576250194,-2.2404396965474533,-0.0,-2.0768694844403157,-1.7463229602105592,0.0
2018-11-02,1.0,-0.713725797601317,-2.1828015991220506,-0.0,-2.165556165242612,-1.776750019597084,0.0
2018-11-05,1.0,-0.7062597809076683,-2.1971830985915495,-0.0,-2.1625978090766824,-1.7586854460093897,0.0
2018-11-06,1.0,-0.7110486013439599,-2.1976090014064695,-0.0,-2.15510235974371,-1.7499609313955304,0.0
2018-11-07,1.0,-0.7173069306930693,-2.237227722772277,-0.0,-2.185346534653465,-1.781069306930693,0.0
2018-11-08,1.0,-0.6243998425816608,-2.259897678079496,-0.0,-2.1718221172766627,-1.8147973238882331,0.0
2018-11-09,1.0,-0.6233275617818353,-2.2594837084841806,-0.0,-2.1732252479143708,-1.8142609790650086,0.0
2018-11-12,1.0,-0.6294061606859321,-2.234121943474119,-0.0,-2.237535725627183,-1.8379644331533822,0.0
2018-11-13,1.0,-0.5450316785628359,-2.280776325286711,-0.0,-2.31421926377416,-1.8797818590103457,0.0
2018-11-14,1.0,-0.5462925851703407,-2.278476953907816,-0.0,-2.313186372745491,-1.8780761523046092,0.0
2018-11-15,1.0,-0.5413815056501671,-2.2637275187012573,-0.0,-2.301766671971988,-1.8511061594779565,0.0
2018-11-16,1.0,-0.5308928143233955,-2.2511389976820397,-0.0,-2.3199584365758135,-1.8910558708336664,0.0
2018-11-19,1.0,-0.5348892974182718,-2.249940052753577,-0.0,-2.317960195028375,-1.890256574214691,0.0
2018-11-20,1.0,-0.4174171822382332,-2.19516015349675,-0.0,-2.3008849557522124,-1.9180045422507634,0.0
2018-11-21,1.0,-0.4427013883441839,-2.2109969409365444,-0.0,-2.335712604910189,-1.8544199545062359,0.0
2018-11-23,1.0,-0.4545526775782615,-2.195375814396949,-0.0,-2.399332591768632,-1.896075003972668,0.0
2018-11-26,1.0,-0.4577661014250458,-2.1972772868402197,-0.0,-2.4044263991720407,-1.9016798025634902,0.0
2018-11-27,1.0,-0.46628769935259756,-2.1743249644718143,-0.0,-2.37320385283436,-1.8814148113058584,0.0
2018-11-28,1.0,-0.47403472607627056,-2.1653849203203044,-0.0,-2.392452231824308,-1.8963767541425516,0.0
2018-11-29,1.0,-0.36294027565084225,-2.2106875151124368,-0.0,-2.4809381800596437,-2.005400177319255,0.0
2018-11-30,1.0,-0.36220091839200835,-2.209780069282204,-0.0,-2.480625151051317,-2.003464110207041,0.0
2018-12-03,1.0,-0.37074278300356794,-2.2242945183263054,-0.0,-2.495377878689588,-2.018488485241648,0.0
2018-12-04,1.0,-0.3427821966491792,-2.3756980876628875,-0.0,-2.6132171264173296,-2.1300558470130313,0.0
2018-12-06,1.0,-0.31448404300347077,-2.241936849233895,-0.0,-2.770083805976467,-2.138745449928045,0.0
2018-12-07,1.0,-0.32287869797406116,-2.244553700093244,-0.0,-2.775112316690684,-2.1341866576248196,0.0
2018-12-10,1.0,-0.23449232778321905,-2.1922951354880835,-0.0,-2.7087822396343455,-2.0263630427685273,0.0
2018-12-11,1.0,-0.22706816136159072,-2.202029293838475,-0.0,-2.7118075443908025,-2.0416496195074054,0.0
2018-12-12,1.0,-0.22852233676975947,-2.2014400261822944,-0.0,-2.7112583865161186,-2.040746195385371,0.0
2018-12-13,1.0,-0.22778874629812437,-2.202369200394867,-0.0,-2.746956235603817,-2.049276077657124,0.0
2018-12-14,1.0,-0.24124033558151012,-2.1679552557986512,-0.0,-2.765833196249383,-2.0500082250370126,0.0
2018-12-17,1.0,-0.18480124071504367,-2.1612113296873727,-0.0,-2.7239409027834465,-2.092645498326667,0.0
2018-12-18,1.0,-0.2739154929577465,-3.069408450704225,-0.0,-3.8155492957746477,-3.1087323943661973,0.0
2018-12-19,1.0,-0.2808659375352351,-3.0697936633216822,-0.0,-3.8149735032134395,-3.1095952193031904,0.0
2018-12-20,1.0,-0.2712591756070017,-3.034217955957086,-0.0,-3.8738565782044043,-3.1138339920948614,0.0
2018-12-21,1.0,-0.242798353909465,-3.0081192303414523,-0.0,-3.856968079190301,-3.0143476810143475,0.0
2018-12-24,1.0,-0.1782994923857868,-2.7985406091370555,-0.0,-3.670368020304568,-2.927982233502538,0.0
2018-12-26,1.0,-0.16993257479983143,-2.8696797302991994,-0.0,-3.6038769490096922,-2.891803624104509,0.0
2018-12-27,1.0,-0.0,-2.593929528916124,-0.0,-3.1831673688242055,-2.7977786288778246,0.0
2018-12-28,1.0,-0.0,-2.6700156067108853,-0.0,-3.239953179867343,-2.844225516972298,0.0
2018-12-31,1.0,-0.0,-2.676761736744095,-0.0,-3.2602175830638047,-2.8640595903165735,0.0
2019-01-02,1.0,-0.0,-2.683698535914316,-0.0,-3.26206151125086,-2.8803183649405524,0.0
2019-01-03,1.0,-0.0,-2.6713642591505184,-0.0,-3.2643374437267565,-2.8509493051477786,0.0
2019-01-04,1.0,-0.0,-2.6773035887487877,-0.0,-3.1695441319107664,-2.8524733268671194,0.0
2019-01-07,1.0,-0.0,-2.7875025651549357,-0.0,-3.437718038169505,-3.0353991381079415,0.0
2019-01-08,1.0,-0.0,-2.708536090835361,-0.0,-3.434002433090024,-2.9952351987023516,0.0
2019-01-09,1.0,-0.0,-2.7375716519020328,-0.0,-3.5468473163105787,-3.1376758728504432,0.0
2019-01-10,1.0,-0.0,-2.717114128744688,-0.0,-3.5310459210117133,-3.117756815590339,0.0
2019-01-11,1.0,-0.0,-2.67529093931837,-0.0,-3.5509143807148793,-3.1644846217788856,0.0
2019-01-14,1.0,-0.0,-2.69617349598582,-0.0,-3.5752267751016578,-3.1550411844437494,0.0
2019-01-15,1.0,-0.0,-2.67547248616477,-0.0,-3.5666701472277333,-3.19954056593923,0.0
2019-01-16,1.0,-0.0,-2.654914973040232,-0.0,-3.516072169224388,-3.198257984238905,0.0
2019-01-17,1.0,-0.0,-2.644004560058037,-0.0,-3.5196393408643383,-3.2001243652191933,0.0
2019-01-18,1.0,-0.0,-2.6143497757847536,-0.0,-3.518615079778913,-3.295651267076859,0.0
2019-01-22,1.0,-0.0,-2.6405840082126155,-0.0,-4.202805976959051,-3.5630204174746205,0.0
2019-01-23,1.0,-0.0,-2.4866659036282477,-0.0,-4.26599519285796,-3.692800732516882,0.0
2019-01-24,1.0,-0.0,-2.4811126373626373,-0.0,-4.276785714285714,-3.6889880952380953,0.0
2019-01-25,1.0,-0.0,-2.3308731548661497,-0.0,-5.019264448336252,-4.159244433324994,0.0
2019-01-28,1.0,-0.0,-2.2405142286570148,-0.0,-5.104093859211184,-4.136669995007489,0.0
2019-01-29,1.0,-0.0,-2.1947381671701915,-0.0,-5.159113796576032,-4.234264853977845,0.0
2019-01-30,1.0,-0.0,-2.1946969696969694,-0.0,-5.169949494949495,-4.261616161616161,0.0
2019-01-31,1.0,-0.0,-2.3925171866737176,-0.0,-5.212321523003702,-4.615679534637758,0.0
2019-02-01,1.0,-0.0,-2.373122529644269,-0.0,-5.222793148880106,-4.579446640316206,0.0
2019-02-04,1.0,-0.0,-2.379296720663769,-0.0,-5.223495324641116,-4.567232977742658,0.0
2019-02-05,1.0,-0.0,-2.3821630347054072,-0.0,-5.307237019101426,-4.762308313155771,0.0
2019-02-06,1.0,-0.0,-2.358670792412216,-0.0,-5.309430916184583,-4.78541638638504,0.0
2019-02-07,1.0,-0.0,-2.364448051948052,-0.0,-5.330492424242424,-4.8331980519480515,0.0
2019-02-08,1.0,-0.0,-2.321242136260206,-0.0,-5.302770713425245,-4.761076161156472,0.0
2019-02-11,1.0,-0.0,-2.28186109238031,-0.0,-5.366824005394472,-4.837491571139583,0.0
2019-02-12,1.0,-0.0,-2.3347394203292966,-0.0,-5.423458974010069,-4.848959042046537,0.0
2019-02-13,1.0,-0.0,-2.3805940061819646,-0.0,-5.321596559602204,-4.736997715360839,0.0
2019-02-14,1.0,-0.0,-2.271796253874141,-0.0,-5.418946233661232,-4.784395634011589,0.0
2019-02-15,1.0,-0.0,-2.359518658734451,-0.0,-5.3961600865332615,-4.7651433207139,0.0
2019-02-19,1.0,-0.0,-2.284650785056849,-0.0,-5.4775311315646995,-4.773280996210071,0.0
2019-02-20,1.0,-0.0,-2.3202003790955863,-0.0,-5.461278093690766,-4.757649607365286,0.0
2019-02-21,1.0,-0.0,-2.3165740615259525,-0.0,-5.472421737362787,-4.762976013009893,0.0
2019-02-22,1.0,-0.0,-2.3300970873786406,-0.0,-5.555175714481061,-4.7890058799398325,0.0
2019-02-25,1.0,-0.0,-2.338973647711512,-0.0,-5.65492371705964,-4.875866851595006,0.0
2019-02-26,1.0,-0.0,-2.3648403736233097,-0.0,-5.685208420465635,-4.891119475812073,0.0
2019-02-27,1.0,-0.0,-2.357332217106181,-0.0,-5.717036416910841,-4.878470768801451,0.0
2019-02-28,1.0,-0.0,-2.393073349289033,-0.0,-5.772772068140223,-4.912853723778685,0.0
2019-03-01,1.0,-0.0,-2.4008159819921215,-0.0,-5.777293190770962,-4.890686550365785,0.0
2019-03-04,1.0,-0.0,-2.403588721162062,-0.0,-5.82996297351182,-5.007405297636001,0.0
2019-03-05,1.0,-0.0,-2.3643776824034335,-0.0,-5.915307582260372,-5.026609442060086,0.0
2019-03-06,1.0,-0.0,-2.3534458106948812,-0.0,-5.927080354589648,-5.017443523019732,0.0
2019-03-07,1.0,-0.0,-2.1988981494561375,-0.0,-5.98318971606159,-4.944342421245938,0.0
2019-03-08,1.0,-0.0,-2.2399703923019985,-0.0,-6.381791265729089,-5.182087342709104,0.0
2019-03-11,1.0,-0.0,-2.3063875305623474,-0.0,-6.512836185819071,-5.4619498777506115,0.0
2019-03-12,1.0,-0.0,-2.1464734914822476,-0.0,-6.849546250597038,-5.925011940773762,0.0
2019-03-13,1.0,-0.0,-2.2815439506973725,-0.0,-6.951021732079144,-5.985403827440805,0.0
